measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed
2007-05-01,,,,0.0,0.0,0.0,11119.0,165779.0,165779.0,,,
2007-06-01,,,,0.0,0.0,0.0,17059.0,255562.0,255562.0,,,
2007-07-01,,,,0.0,0.0,0.0,23581.0,366784.0,366784.0,,,
2007-08-01,,,,15.236,230.0,230.0,25233.764,380261.0,380261.0,,,
2007-09-01,,,,21.923000000000002,336.0,336.0,21102.077,323420.0,323420.0,,,
2007-10-01,,,,5.53,84.0,84.0,11933.47,181283.0,181283.0,,,
2007-11-01,,,,0.0,0.0,0.0,8083.0,122679.0,122679.0,,,
2007-12-01,,,,0.0,0.0,0.0,8759.0,128432.0,128432.0,,,
2008-01-01,,,,1077.2720000000002,17567.0,17567.0,7099.728,115776.0,115776.0,,,
2008-02-01,,,,449.719,6272.0,6272.0,7249.281,101102.0,101102.0,,,
2008-03-01,,,,0.0,0.0,0.0,10791.0,161022.0,161022.0,,,
2008-04-01,,,,0.0,0.0,0.0,13506.0,203048.0,203048.0,,,
2008-05-01,,,,0.0,0.0,0.0,7392.0,109928.0,109928.0,,,
2008-06-01,,,,0.0,0.0,0.0,17958.0,280568.0,280568.0,,,
2008-07-01,,,,388.944,6031.0,6031.0,15548.056,241097.0,241097.0,,,
2008-08-01,,,,0.0,0.0,0.0,7599.0,119734.0,119734.0,,,
2008-09-01,,,,0.0,0.0,0.0,16187.0,253772.0,253772.0,,,
2008-10-01,,,,0.0,0.0,0.0,5198.0,85329.0,85329.0,,,
2008-11-01,,,,9.702,140.0,140.0,3522.2980000000002,50827.0,50827.0,,,
2008-12-01,,,,431.233,7650.0,7650.0,5133.767,91067.0,91067.0,,,
2009-01-01,,,,475.43,7269.0,7269.0,6952.57,106297.0,106297.0,,,
2009-02-01,,,,0.0,0.0,0.0,4280.0,62963.0,62963.0,,,
2009-03-01,,,,833.0360000000001,12639.0,12639.0,3619.9640000000004,54924.0,54924.0,,,
2009-04-01,,,,0.0,0.0,0.0,4091.0,66455.0,66455.0,,,
2009-05-01,,,,0.0,0.0,0.0,757.0,13086.0,13086.0,,,
2009-06-01,,,,0.0,0.0,0.0,368.0,7552.0,7552.0,,,
2009-07-01,,,,0.0,0.0,0.0,1954.0,31419.0,31419.0,,,
2009-08-01,,,,0.0,0.0,0.0,9986.0,153398.0,153398.0,,,
2009-09-01,,,,11.346,179.0,179.0,2874.654,45402.0,45402.0,,,
2009-10-01,,,,0.0,0.0,0.0,1423.0,23380.0,23380.0,,,
2009-11-01,,,,405.281,6423.0,6423.0,2403.719,38096.0,38096.0,,,
2009-12-01,,,,28.8,420.0,420.0,2766.2,40341.0,40341.0,,,
2010-01-01,,,,1319.8600000000001,19214.0,19214.0,1118.14,16277.0,16277.0,,,
2010-02-01,,,,0.0,0.0,0.0,651.0,12540.0,12540.0,,,
2010-03-01,,,,0.0,0.0,0.0,1835.0,29631.0,29631.0,,,
2010-04-01,,,,0.0,0.0,0.0,1251.0,21073.0,21073.0,,,
2010-05-01,,,,0.0,0.0,0.0,11419.0,172136.0,172136.0,,,
2010-06-01,,,,0.0,0.0,0.0,8102.0,126074.0,126074.0,,,
2010-07-01,,,,0.0,0.0,0.0,34657.0,527909.0,527909.0,,,
2010-08-01,,,,0.0,0.0,0.0,21083.0,321871.0,321871.0,,,
2010-09-01,,,,0.0,0.0,0.0,10984.0,165736.0,165736.0,,,
2010-10-01,,,,0.0,0.0,0.0,1038.0,24359.0,24359.0,,,
2010-11-01,,,,462.315,6026.0,6026.0,3012.685,39266.0,39266.0,,,
2010-12-01,,,,2707.63,36618.0,36618.0,4858.37,65705.0,65705.0,,,
2011-01-01,,,,218.961,2649.0,2649.0,3523.039,42619.0,42619.0,,,
2011-02-01,,,,0.0,0.0,0.0,3179.0,49240.0,49240.0,,,
2011-03-01,,,,0.0,0.0,0.0,-20.0,918.0,918.0,,,
2011-04-01,,,,0.0,0.0,0.0,1464.0,23736.0,23736.0,,,
2011-05-01,,,,0.0,0.0,0.0,7720.0,114497.0,114497.0,,,
2011-06-01,,,,0.0,0.0,0.0,9854.0,156235.0,156235.0,,,
2011-07-01,,,,0.0,0.0,0.0,21028.0,324961.0,324961.0,,,
2011-08-01,,,,0.0,0.0,0.0,1958.0,31981.0,31981.0,,,
2011-09-01,,,,1088.039,19488.0,19488.0,6510.961,116619.0,116619.0,,,
2011-10-01,,,,0.0,0.0,0.0,711.0,12778.0,12778.0,,,
2011-11-01,,,,0.0,0.0,0.0,1065.0,17258.0,17258.0,,,
2011-12-01,,,,0.0,0.0,0.0,-131.0,690.0,690.0,,,
2012-01-01,,,,0.0,0.0,0.0,1530.0,25171.0,25171.0,,,
2012-02-01,,,,0.0,0.0,0.0,554.0,10253.0,10253.0,,,
2012-03-01,,,,0.0,0.0,0.0,207.0,5509.0,5509.0,,,
2012-04-01,,,,-2.901,0.0,0.0,-127.099,0.0,0.0,,,
2012-05-01,,,,0.0,0.0,0.0,1617.0,25983.0,25983.0,,,
2012-06-01,,,,0.0,0.0,0.0,3656.0,59936.0,59936.0,,,
2012-07-01,,,,0.0,0.0,0.0,17258.0,260722.0,260722.0,,,
2012-08-01,,,,0.0,0.0,0.0,3078.0,50413.0,50413.0,,,
2012-09-01,,,,0.0,0.0,0.0,1104.0,18643.0,18643.0,,,
2012-10-01,,,,0.0,0.0,0.0,223.0,5414.0,5414.0,,,
2012-11-01,,,,0.0,0.0,0.0,4390.0,78235.0,78235.0,,,
2012-12-01,,,,0.0,0.0,0.0,522.0,2987.0,2987.0,,,
2013-01-01,,,,0.0,0.0,0.0,571.0,10244.0,10244.0,,,
2013-02-01,,,,0.0,0.0,0.0,-130.0,704.0,704.0,,,
2013-03-01,,,,0.0,0.0,0.0,1088.0,18741.0,18741.0,,,
2013-04-01,,,,0.0,0.0,0.0,-88.0,1346.0,1346.0,,,
2013-05-01,,,,0.0,0.0,0.0,727.0,13385.0,13385.0,,,
2013-06-01,,,,0.0,0.0,0.0,469.0,8906.0,8906.0,,,
2013-07-01,,,,0.0,0.0,0.0,14557.0,225964.0,225964.0,,,
2013-08-01,,,,0.0,0.0,0.0,1703.0,29033.0,29033.0,,,
2013-09-01,,,,0.0,0.0,0.0,5411.0,80890.0,80890.0,,,
2013-10-01,,,,0.0,0.0,0.0,36.0,2868.0,2868.0,,,
2013-11-01,,,,0.0,0.0,0.0,122.0,4564.0,4564.0,,,
2013-12-01,,,,0.0,0.0,0.0,3895.0,48840.0,48840.0,,,
2014-01-01,,,,0.0,0.0,0.0,7163.0,95180.0,95180.0,,,
2014-02-01,,,,0.0,0.0,0.0,2173.0,42282.0,42282.0,,,
2014-03-01,,,,0.0,0.0,0.0,11823.0,170200.0,170200.0,,,
2014-04-01,,,,0.0,0.0,0.0,256.0,9406.0,9406.0,,,
2014-05-01,,,,0.0,0.0,0.0,-5.0,2200.0,2200.0,,,
2014-06-01,,,,0.0,0.0,0.0,520.0,10239.0,10239.0,,,
2014-07-01,,,,0.0,0.0,0.0,8823.0,135870.0,135870.0,,,
2014-08-01,,,,0.0,0.0,0.0,2052.0,32872.0,32872.0,,,
2014-09-01,,,,0.0,0.0,0.0,3725.0,57434.0,57434.0,,,
2014-10-01,,,,0.0,0.0,0.0,49.0,2970.0,2970.0,,,
2014-11-01,,,,0.0,0.0,0.0,2535.0,38764.0,38764.0,,,
2014-12-01,,,,0.0,0.0,0.0,769.0,13868.0,13868.0,,,
2015-01-01,,,,0.0,0.0,0.0,-143.0,696.0,696.0,,,
2015-02-01,,,,0.0,0.0,0.0,533.0,11133.0,11133.0,,,
2015-03-01,,,,0.0,0.0,0.0,1189.0,19265.0,19265.0,,,
2015-04-01,,,,0.0,0.0,0.0,1040.0,16546.0,16546.0,,,
2015-05-01,,,,0.0,0.0,0.0,-193.0,101.0,101.0,,,
2015-06-01,,,,0.0,0.0,0.0,-119.0,78.0,78.0,,,
