measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2006-12-01,-604.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,-338.0,0.0,0.0,-338.0,0.0,0.0
2007-02-01,345.0,14825.0,14825.0,0.0,0.0,0.0
2007-03-01,366.0,13334.0,13334.0,0.0,0.0,0.0
2007-04-01,314.0,14460.0,14460.0,0.0,0.0,0.0
2007-05-01,8062.0,115442.0,115442.0,0.0,0.0,0.0
2007-06-01,11810.0,165980.0,165980.0,0.0,0.0,0.0
2007-07-01,37137.0,478230.0,478230.0,0.0,0.0,0.0
2007-08-01,82525.0,1061635.0,1061635.0,0.0,0.0,0.0
2007-09-01,8919.0,121755.0,121755.0,0.0,0.0,0.0
2007-10-01,-231.5,0.0,0.0,-231.5,0.0,0.0
2007-11-01,128.0,14926.0,14926.0,0.0,0.0,0.0
2007-12-01,5983.0,90175.0,90175.0,0.0,0.0,0.0
2008-01-01,10328.0,150666.0,150666.0,0.0,0.0,0.0
2008-02-01,-303.0,0.0,0.0,-303.0,0.0,0.0
2008-03-01,-207.0,5972.0,5972.0,0.0,0.0,0.0
2008-04-01,8998.0,143513.0,143513.0,0.0,0.0,0.0
2008-05-01,23321.0,310760.0,310760.0,0.0,0.0,0.0
2008-06-01,20775.0,291737.0,291737.0,0.0,0.0,0.0
2008-07-01,49637.0,665967.0,665967.0,0.0,0.0,0.0
2008-08-01,38065.0,498885.0,498885.0,0.0,0.0,0.0
2008-09-01,18996.0,247245.0,247245.0,0.0,0.0,0.0
2008-10-01,19531.0,267818.0,267818.0,0.0,0.0,0.0
2008-11-01,7523.0,120123.0,120123.0,0.0,0.0,0.0
2008-12-01,14913.0,212331.0,212331.0,0.0,0.0,0.0
2009-01-01,11111.0,156059.0,156059.0,0.0,0.0,0.0
2009-02-01,3321.0,61811.0,61811.0,0.0,0.0,0.0
2009-03-01,21611.0,314143.0,314143.0,0.0,0.0,0.0
2009-04-01,13018.0,203777.0,203777.0,0.0,0.0,0.0
2009-05-01,4616.0,74928.0,74928.0,0.0,0.0,0.0
2009-06-01,38875.0,537129.0,537129.0,0.0,0.0,0.0
2009-07-01,49048.0,653781.0,653781.0,0.0,0.0,0.0
2009-08-01,70476.0,955227.0,955227.0,0.0,0.0,0.0
2009-09-01,3833.0,74451.0,74451.0,0.0,0.0,0.0
2009-10-01,7767.0,133948.0,133948.0,0.0,0.0,0.0
2009-11-01,2927.0,47574.0,47574.0,0.0,0.0,0.0
2009-12-01,7289.0,122836.0,122836.0,0.0,0.0,0.0
2010-01-01,16561.0,240782.0,240782.0,0.0,0.0,0.0
2010-02-01,-574.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,-558.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,-172.0,4359.0,4359.0,0.0,0.0,0.0
2010-05-01,1281.0,24170.0,24170.0,0.0,0.0,0.0
2010-06-01,32944.0,464635.0,464635.0,0.0,0.0,0.0
2010-07-01,53749.0,733546.0,733546.0,0.0,0.0,0.0
2010-08-01,57800.0,764177.0,764177.0,0.0,0.0,0.0
2010-09-01,10242.0,146264.0,146264.0,0.0,0.0,0.0
2010-10-01,12920.0,182079.0,182079.0,0.0,0.0,0.0
2010-11-01,140.0,12707.0,12707.0,0.0,0.0,0.0
2010-12-01,2329.0,46386.0,46386.0,0.0,0.0,0.0
2011-01-01,4754.0,92049.0,92049.0,0.0,0.0,0.0
2011-02-01,5354.0,79869.0,79869.0,0.0,0.0,0.0
2011-03-01,-565.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,-451.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,8894.0,154778.0,154778.0,0.0,0.0,0.0
2011-06-01,104985.0,1430867.0,1430867.0,0.0,0.0,0.0
2011-07-01,95795.0,1292917.0,1292917.0,0.0,0.0,0.0
2011-08-01,48474.0,643964.0,643964.0,0.0,0.0,0.0
2011-09-01,12955.0,179020.0,179020.0,0.0,0.0,0.0
2011-10-01,280.0,10730.0,10730.0,0.0,0.0,0.0
2011-11-01,1099.0,21457.0,21457.0,0.0,0.0,0.0
2011-12-01,2658.0,51624.0,51624.0,0.0,0.0,0.0
2012-01-01,-574.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,-552.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,191.0,9615.0,9615.0,0.0,0.0,0.0
2012-04-01,3567.0,51565.0,51565.0,0.0,0.0,0.0
2012-05-01,9754.0,132642.0,132642.0,0.0,0.0,0.0
2012-06-01,19686.0,282926.0,282926.0,0.0,0.0,0.0
2012-07-01,83984.0,1132857.0,1132857.0,0.0,0.0,0.0
2012-08-01,42360.0,561261.0,561261.0,0.0,0.0,0.0
2012-09-01,9653.0,137496.0,137496.0,0.0,0.0,0.0
2012-10-01,-472.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,-469.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,-531.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,-563.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,10289.0,165870.0,165870.0,0.0,0.0,0.0
2013-03-01,21442.0,307051.0,307051.0,0.0,0.0,0.0
2013-04-01,-329.0,2721.0,2721.0,0.0,0.0,0.0
2013-05-01,13753.0,203955.0,203955.0,0.0,0.0,0.0
2013-06-01,22756.0,320646.0,320646.0,0.0,0.0,0.0
2013-07-01,17245.0,245546.0,245546.0,0.0,0.0,0.0
2013-08-01,8635.0,137420.0,137420.0,0.0,0.0,0.0
2013-09-01,14217.0,200841.0,200841.0,0.0,0.0,0.0
2013-10-01,3872.0,66569.0,66569.0,0.0,0.0,0.0
2013-11-01,-213.0,5862.0,5862.0,0.0,0.0,0.0
2013-12-01,7060.0,111479.0,111479.0,0.0,0.0,0.0
2014-01-01,16033.0,252981.0,252981.0,0.0,0.0,0.0
2014-02-01,16395.0,251324.0,251324.0,0.0,0.0,0.0
2014-03-01,6537.0,111778.0,111778.0,0.0,0.0,0.0
2014-04-01,6761.0,124946.0,124946.0,0.0,0.0,0.0
2014-05-01,3410.0,60717.0,60717.0,0.0,0.0,0.0
2014-06-01,5832.0,109955.0,109955.0,,,
2014-07-01,9344.0,163088.0,163088.0,,,
2014-08-01,10773.0,191765.0,191765.0,,,
2014-09-01,4483.0,81997.0,81997.0,,,
2014-10-01,4498.0,80339.0,80339.0,,,
2014-11-01,3117.0,64174.0,64174.0,,,
2014-12-01,2162.0,44636.0,44636.0,,,
2015-01-01,-615.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,-533.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,84.0,12034.0,12034.0,,,
2015-04-01,-440.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,-38.0,6480.0,6480.0,,,
2015-06-01,5598.0,97707.0,97707.0,,,
2015-07-01,13980.0,232020.0,232020.0,,,
2015-08-01,11045.0,192103.0,192103.0,,,
2015-09-01,6421.0,114317.0,114317.0,,,
2015-10-01,-33.0,7827.0,7827.0,,,
2015-11-01,-420.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,224.0,14623.0,14623.0,,,
2016-01-01,-566.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,-496.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,-470.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,1856.0,40764.0,40764.0,,,
2016-05-01,869.0,19803.0,19803.0,,,
2016-06-01,10950.0,180930.0,180930.0,,,
2016-07-01,8591.0,156370.0,156370.0,,,
2016-08-01,9089.0,156943.0,156943.0,,,
2016-09-01,28045.0,410409.0,410409.0,,,
2016-10-01,7166.0,120522.0,120522.0,,,
2016-11-01,9193.0,146733.0,146733.0,,,
2016-12-01,1685.0,39610.0,39610.0,,,
2017-01-01,1100.0,30024.0,30024.0,,,
2017-02-01,-280.0,4368.0,4368.0,,,
2017-03-01,21.0,8585.0,8585.0,,,
2017-04-01,772.0,24964.0,24964.0,,,
2017-05-01,4488.0,79342.0,79342.0,,,
2017-06-01,12167.0,192345.0,192345.0,,,
2017-07-01,23670.0,355683.0,355683.0,,,
2017-08-01,4373.0,75382.0,75382.0,,,
2017-09-01,6117.0,115467.0,115467.0,,,
2017-10-01,4521.0,79329.0,79329.0,,,
2017-11-01,139.0,10109.0,10109.0,,,
2017-12-01,-302.0,13697.0,13697.0,,,
2018-01-01,0.0,4082.0,4082.0,,,
2018-02-01,5895.0,106520.0,106520.0,,,
2018-03-01,5620.0,102480.0,102480.0,,,
2018-04-01,18032.0,256688.0,256688.0,,,
2018-05-01,35005.0,489808.0,489808.0,,,
2018-06-01,14832.0,221344.0,221344.0,,,
2018-07-01,20160.0,309995.0,309995.0,,,
2018-08-01,12558.0,195237.0,195237.0,,,
2018-09-01,6526.0,106007.0,106007.0,,,
2018-10-01,12028.0,198230.0,198230.0,,,
2018-11-01,0.0,0.0,0.0,,,
