measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2012-09-01,0.0,0.0,0.0,5.0,60.0,60.0,654.0,9403.0,9403.0
2012-10-01,185.972,2412.0,2412.0,5.0,54.0,54.0,12.028,156.0,156.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,147.0,1363.0,1363.0
2012-12-01,27.008,498.0,498.0,3.0,30.0,30.0,127.992,2360.0,2360.0
2013-01-01,0.0,0.0,0.0,5.0,60.0,60.0,31.0,727.0,727.0
2013-02-01,0.0,0.0,0.0,5.0,54.0,54.0,101.0,1806.0,1806.0
2013-03-01,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,5.0,60.0,60.0,214.0,4451.0,4451.0
2013-05-01,0.0,0.0,0.0,3.0,36.0,36.0,109.0,3524.0,3524.0
2013-06-01,0.0,0.0,0.0,3.0,30.0,30.0,314.0,4292.0,4292.0
2013-07-01,0.0,0.0,0.0,2.0,30.0,30.0,2889.0,38935.0,38935.0
2013-08-01,0.0,0.0,0.0,3.0,30.0,30.0,5986.0,76588.0,76588.0
2013-09-01,69.656,930.0,930.0,5.0,60.0,60.0,2648.344,35359.0,35359.0
2013-10-01,20.942,342.0,342.0,3.0,30.0,30.0,109.058,1781.0,1781.0
2013-11-01,29.157,564.0,564.0,5.0,60.0,60.0,2077.843,40193.0,40193.0
2013-12-01,12.755,180.0,180.0,5.0,54.0,54.0,963.245,13593.0,13593.0
2014-01-01,0.0,0.0,0.0,5.0,60.0,60.0,239.0,2951.0,2951.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0
2014-03-01,506.469,8682.0,8682.0,0.0,0.0,0.0,400.531,6866.0,6866.0
2014-04-01,0.0,0.0,0.0,7.0,72.0,72.0,1087.0,16458.0,16458.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4843.0,80290.0,80290.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2221.0,36717.0,36717.0
2014-07-01,540.604,7818.0,7818.0,1.0,12.0,12.0,6268.396,90651.0,90651.0
2014-08-01,94.276,1320.0,1320.0,3.0,42.0,42.0,4832.724,67665.0,67665.0
2014-09-01,0.0,0.0,0.0,1.0,12.0,12.0,1981.0,29306.0,29306.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3138.0,48371.0,48371.0
2014-11-01,4.573,72.0,72.0,3.0,30.0,30.0,1239.427,19514.0,19514.0
2014-12-01,53.213,810.0,810.0,2.0,30.0,30.0,2203.787,33546.0,33546.0
2015-01-01,87.601,1218.0,1218.0,3.0,30.0,30.0,485.399,6749.0,6749.0
2015-02-01,0.0,0.0,0.0,2.0,30.0,30.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,5.0,60.0,60.0,425.0,7385.0,7385.0
2015-04-01,0.0,0.0,0.0,3.0,36.0,36.0,1503.0,24264.0,24264.0
2015-05-01,0.0,0.0,0.0,2.0,30.0,30.0,1031.0,16089.0,16089.0
2015-06-01,0.0,0.0,0.0,5.0,60.0,60.0,8088.0,87086.0,87086.0
2015-07-01,0.0,0.0,0.0,3.0,30.0,30.0,15815.0,94634.0,94634.0
2015-08-01,0.0,0.0,0.0,5.0,60.0,60.0,7607.0,162299.0,162299.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,413.0,6730.0,6730.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,121.695,1614.0,1614.0,3.0,30.0,30.0,449.305,5959.0,5959.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,195.0,3110.0,3110.0
2016-01-01,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,3.0,36.0,36.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,1.0,18.0,18.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,2.0,24.0,24.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,1.0,18.0,18.0,562.0,8383.0,8383.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,105685.0,105685.0
2016-07-01,921.317,12210.0,12210.0,2.0,24.0,24.0,5843.683,77445.0,77445.0
2016-08-01,637.351,8220.0,8220.0,2.0,18.0,18.0,3445.649,44439.0,44439.0
2016-09-01,0.0,0.0,0.0,2.0,18.0,18.0,1136.0,15219.0,15219.0
2016-10-01,77.96,954.0,954.0,0.0,0.0,0.0,597.04,7306.0,7306.0
2016-11-01,0.0,0.0,0.0,1.0,12.0,12.0,2322.0,29879.0,29879.0
2016-12-01,0.0,0.0,0.0,1.0,12.0,12.0,399.0,5472.0,5472.0
2017-01-01,27.672,402.0,402.0,1.856,24.0,24.0,812.889,11890.0,11890.0
2017-02-01,15.089,222.0,222.0,1.012,12.0,12.0,529.88,7749.0,7749.0
2017-03-01,19.397,282.0,282.0,1.301,18.0,18.0,1038.608,15189.0,15189.0
2017-04-01,23.526,342.0,342.0,1.577,18.0,18.0,1140.431,16678.0,16678.0
2017-05-01,25.077,366.0,366.0,1.681,18.0,18.0,905.667,13245.0,13245.0
2017-06-01,17.226,252.0,252.0,1.155,12.0,12.0,1816.132,26560.0,26560.0
2017-07-01,13.543,198.0,198.0,0.908,12.0,12.0,4932.768,72140.0,72140.0
2017-08-01,11.208,162.0,162.0,0.751,12.0,12.0,3107.384,45444.0,45444.0
2017-09-01,17.539,258.0,258.0,1.176,12.0,12.0,1642.494,24021.0,24021.0
2017-10-01,20.36,300.0,300.0,1.365,18.0,18.0,1226.842,17942.0,17942.0
2017-11-01,31.842,468.0,468.0,2.135,24.0,24.0,873.765,12778.0,12778.0
2017-12-01,31.066,456.0,456.0,2.083,24.0,24.0,971.595,14209.0,14209.0
2018-01-01,29.563,420.0,420.0,1.703,24.0,24.0,1052.779,15043.0,15043.0
2018-02-01,22.123,318.0,318.0,1.274,12.0,12.0,916.623,13098.0,13098.0
2018-03-01,32.313,462.0,462.0,1.86,18.0,18.0,1704.052,24350.0,24350.0
2018-04-01,22.984,330.0,330.0,1.323,12.0,12.0,1351.88,19318.0,19318.0
2018-05-01,29.712,426.0,426.0,1.711,18.0,18.0,5365.948,76677.0,76677.0
2018-06-01,41.568,594.0,594.0,2.393,24.0,24.0,4480.352,64022.0,64022.0
2018-07-01,17.722,252.0,252.0,1.02,12.0,12.0,6421.451,91760.0,91760.0
2018-08-01,24.132,342.0,342.0,1.389,18.0,18.0,4322.8,61771.0,61771.0
2018-09-01,25.983,372.0,372.0,1.496,18.0,18.0,1622.714,23188.0,23188.0
2018-10-01,27.956,402.0,402.0,1.609,18.0,18.0,4607.242,65835.0,65835.0
2018-11-01,27.051,384.0,384.0,1.557,18.0,18.0,2988.971,42711.0,42711.0
2018-12-01,28.925,414.0,414.0,1.665,18.0,18.0,1321.156,18879.0,18879.0
2019-01-01,137.826,2244.0,2244.0,0.0,0.0,0.0,216.783,3517.0,3517.0
2019-02-01,128.325,2082.0,2082.0,0.0,0.0,0.0,587.927,9538.0,9538.0
2019-03-01,185.473,3006.0,3006.0,0.0,0.0,0.0,596.919,9684.0,9684.0
2019-04-01,107.918,1752.0,1752.0,0.0,0.0,0.0,772.478,12532.0,12532.0
2019-05-01,190.14,3084.0,3084.0,0.0,0.0,0.0,1678.64,27232.0,27232.0
2019-06-01,162.813,2640.0,2640.0,0.0,0.0,0.0,1246.425,20220.0,20220.0
2019-07-01,97.197,1578.0,1578.0,0.0,0.0,0.0,1656.54,26874.0,26874.0
2019-08-01,128.142,2076.0,2076.0,0.0,0.0,0.0,1952.112,31669.0,31669.0
2019-09-01,147.117,2388.0,2388.0,0.0,0.0,0.0,961.457,15597.0,15597.0
2019-10-01,155.733,2526.0,2526.0,0.0,0.0,0.0,311.805,5058.0,5058.0
2019-11-01,136.265,2208.0,2208.0,0.0,0.0,0.0,310.735,5041.0,5041.0
2019-12-01,145.445,2358.0,2358.0,1.0,6.0,6.0,702.785,11401.0,11401.0
2020-01-01,85.467,1032.0,1032.0,0.616,6.0,6.0,2029.293,24443.0,24443.0
2020-02-01,88.862,1073.0,1073.0,0.638,6.0,6.0,1273.404,15339.0,15339.0
2020-03-01,75.924,916.0,916.0,0.545,6.0,6.0,897.15,10807.0,10807.0
2020-04-01,86.104,1038.0,1038.0,0.618,6.0,6.0,760.618,9162.0,9162.0
2020-05-01,99.234,1195.0,1195.0,0.713,6.0,6.0,828.282,9977.0,9977.0
2020-06-01,119.625,1438.0,1438.0,0.859,17.0,17.0,2246.98,27066.0,27066.0
2020-07-01,61.035,737.0,737.0,0.438,6.0,6.0,3050.188,36741.0,36741.0
2020-08-01,98.94,1189.0,1189.0,0.711,6.0,6.0,1831.524,22061.0,22061.0
2020-09-01,75.779,911.0,911.0,0.544,6.0,6.0,1162.526,14003.0,14003.0
2020-10-01,94.545,1137.0,1137.0,0.679,6.0,6.0,1738.228,20938.0,20938.0
2020-11-01,126.987,1531.0,1531.0,0.912,12.0,12.0,781.359,9412.0,9412.0
2020-12-01,101.233,1218.0,1218.0,0.727,6.0,6.0,856.713,10319.0,10319.0
2021-01-01,910.691,13830.0,13830.0,10.842,97.0,97.0,3247.707,49337.0,49337.0
2021-02-01,1507.288,22899.0,22899.0,17.944,178.0,178.0,4545.821,69058.0,69058.0
2021-03-01,1165.546,17708.0,17708.0,13.876,137.0,137.0,2232.783,33919.0,33919.0
2021-04-01,909.401,13813.0,13813.0,10.826,109.0,109.0,3177.526,48271.0,48271.0
2021-05-01,894.005,13583.0,13583.0,10.643,103.0,103.0,1884.422,28627.0,28627.0
2021-06-01,1031.214,15663.0,15663.0,12.276,120.0,120.0,5864.889,89096.0,89096.0
2021-07-01,369.991,5620.0,5620.0,4.405,46.0,46.0,6846.101,104002.0,104002.0
2021-08-01,575.493,8742.0,8742.0,6.851,69.0,69.0,6256.219,95041.0,95041.0
2021-09-01,799.457,12145.0,12145.0,9.517,92.0,92.0,1738.527,26411.0,26411.0
2021-10-01,1006.397,15291.0,15291.0,11.981,120.0,120.0,2195.974,33360.0,33360.0
2021-11-01,968.74,14718.0,14718.0,11.533,115.0,115.0,3626.501,55091.0,55091.0
2021-12-01,1453.722,22085.0,22085.0,17.306,172.0,172.0,2197.585,33385.0,33385.0
2022-01-01,6.502,93.0,93.0,0.057,0.0,0.0,483.248,6946.0,6946.0
2022-02-01,6.612,93.0,93.0,0.058,0.0,0.0,491.411,7062.0,7062.0
2022-03-01,14.78,215.0,215.0,0.129,0.0,0.0,1098.489,15788.0,15788.0
2022-04-01,8.954,128.0,128.0,0.078,0.0,0.0,665.513,9564.0,9564.0
2022-05-01,74.359,1067.0,1067.0,0.651,12.0,12.0,5526.706,79431.0,79431.0
2022-06-01,90.507,1299.0,1299.0,0.792,12.0,12.0,6726.871,96681.0,96681.0
2022-07-01,265.987,3822.0,3822.0,2.329,35.0,35.0,19769.391,284132.0,284132.0
2022-08-01,245.611,3532.0,3532.0,2.151,29.0,29.0,18254.939,262366.0,262366.0
2022-09-01,75.78,1090.0,1090.0,0.664,12.0,12.0,5632.3,80949.0,80949.0
2022-10-01,72.145,1038.0,1038.0,0.632,12.0,12.0,5362.184,77067.0,77067.0
2022-11-01,32.922,476.0,476.0,0.288,6.0,6.0,2446.952,35169.0,35169.0
2022-12-01,19.487,278.0,278.0,0.171,0.0,0.0,1448.35,20816.0,20816.0
2023-01-01,55.657,812.0,812.0,0.429,6.0,6.0,2242.116,32627.0,32627.0
2023-02-01,73.933,1073.0,1073.0,0.57,6.0,6.0,2978.377,43341.0,43341.0
2023-03-01,17.812,261.0,261.0,0.137,0.0,0.0,717.549,10442.0,10442.0
2023-04-01,62.586,911.0,911.0,0.483,6.0,6.0,2521.277,36690.0,36690.0
2023-05-01,130.021,1891.0,1891.0,1.003,12.0,12.0,5237.881,76222.0,76222.0
2023-06-01,303.687,4420.0,4420.0,2.343,23.0,23.0,12233.97,178029.0,178029.0
2023-07-01,479.681,6983.0,6983.0,3.701,41.0,41.0,19323.854,281200.0,281200.0
2023-08-01,563.263,8195.0,8195.0,4.346,46.0,46.0,22690.961,330199.0,330199.0
2023-09-01,121.526,1769.0,1769.0,0.938,12.0,12.0,4895.644,71241.0,71241.0
2023-10-01,49.398,719.0,719.0,0.381,6.0,6.0,1989.976,28958.0,28958.0
2023-11-01,47.813,696.0,696.0,0.369,6.0,6.0,1926.155,28029.0,28029.0
2023-12-01,38.849,563.0,563.0,0.3,6.0,6.0,1565.014,22774.0,22774.0
2024-01-01,1302.768,20109.0,20109.0,4.054,46.0,46.0,4852.448,74890.0,74890.0
2024-02-01,38.718,597.0,597.0,0.12,0.0,0.0,144.215,2226.0,2226.0
2024-03-01,387.405,5980.0,5980.0,1.206,12.0,12.0,1442.976,22270.0,22270.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,102.738,1583.0,1583.0,0.32,6.0,6.0,382.672,5905.0,5905.0
2024-06-01,269.534,4159.0,4159.0,0.839,12.0,12.0,1003.938,15494.0,15494.0
2024-07-01,923.263,14251.0,14251.0,2.873,29.0,29.0,3438.896,53074.0,53074.0
2024-08-01,1400.48,21617.0,21617.0,4.359,46.0,46.0,5216.398,80507.0,80507.0
2024-09-01,59.351,916.0,916.0,0.185,0.0,0.0,221.067,3412.0,3412.0
2024-10-01,256.218,3956.0,3956.0,0.797,6.0,6.0,954.34,14729.0,14729.0
2024-11-01,74.908,1154.0,1154.0,0.233,0.0,0.0,279.013,4306.0,4306.0
2024-12-01,4.371,70.0,70.0,0.014,0.0,0.0,16.281,251.0,251.0
