measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2005-12-01,,,,0.0,0.0,0.0,,,,2018.803,27931.92,27931.92,,,
2006-01-01,,,,0.0,0.0,0.0,,,,1891.056,27797.0,27797.0,,,
2006-02-01,,,,0.0,0.0,0.0,,,,2243.5660000000003,32979.0,32979.0,,,
2006-03-01,,,,0.0,0.0,0.0,,,,2558.993,37616.0,37616.0,,,
2006-04-01,,,,0.0,0.0,0.0,,,,2862.289,42074.0,42074.0,,,
2006-05-01,,,,0.0,0.0,0.0,,,,3315.246,48732.0,48732.0,,,
2006-06-01,,,,0.0,0.0,0.0,,,,4224.525000000001,62098.0,62098.0,,,
2006-07-01,,,,0.0,0.0,0.0,,,,5311.149,78071.0,78071.0,,,
2006-08-01,,,,0.0,0.0,0.0,,,,5378.129,79055.0,79055.0,,,
2006-09-01,,,,0.0,0.0,0.0,,,,3659.291,53790.0,53790.0,,,
2006-10-01,,,,0.0,0.0,0.0,,,,3313.165,48702.0,48702.0,,,
2006-11-01,,,,0.0,0.0,0.0,,,,2460.54,36169.0,36169.0,,,
2006-12-01,,,,0.0,0.0,0.0,,,,2565.05,37705.0,37705.0,,,
2007-01-01,,,,0.0,0.0,0.0,,,,2859.0,47088.0,47088.0,,,
2007-02-01,,,,0.0,0.0,0.0,,,,498.0,10220.0,10220.0,,,
2007-03-01,,,,0.0,0.0,0.0,,,,777.0,15043.0,15043.0,,,
2007-04-01,,,,0.0,0.0,0.0,,,,3332.0,54654.0,54654.0,,,
2007-05-01,,,,0.0,0.0,0.0,,,,1846.0,32526.0,32526.0,,,
2007-06-01,,,,0.0,0.0,0.0,,,,2383.0,41993.0,41993.0,,,
2007-07-01,,,,0.0,0.0,0.0,,,,505.0,12226.0,12226.0,,,
2007-08-01,,,,0.0,0.0,0.0,,,,3023.0,51918.0,51918.0,,,
2007-09-01,,,,0.0,0.0,0.0,,,,2745.0,45492.0,45492.0,,,
2007-10-01,,,,0.0,0.0,0.0,,,,2122.0,36468.0,36468.0,,,
2007-11-01,,,,0.0,0.0,0.0,,,,532.0,12238.0,12238.0,,,
2007-12-01,,,,0.0,0.0,0.0,,,,1306.0,24345.0,24345.0,,,
2008-01-01,,,,0.0,0.0,0.0,,,,1639.0,30999.0,30999.0,,,
2008-02-01,,,,0.0,0.0,0.0,,,,312.0,7042.0,7042.0,,,
2008-03-01,,,,0.0,0.0,0.0,,,,2880.0,48861.0,48861.0,,,
2008-04-01,,,,0.0,0.0,0.0,,,,2188.0,37871.0,37871.0,,,
2008-05-01,,,,0.0,0.0,0.0,,,,5169.0,80288.0,80288.0,,,
2008-06-01,,,,0.0,0.0,0.0,,,,8479.0,129033.0,129033.0,,,
2008-07-01,,,,0.0,0.0,0.0,,,,2580.0,44311.0,44311.0,,,
2008-08-01,,,,0.0,0.0,0.0,,,,3094.0,52876.0,52876.0,,,
2008-09-01,,,,0.0,0.0,0.0,,,,1502.0,26714.0,26714.0,,,
2008-10-01,,,,0.0,0.0,0.0,,,,127.0,3446.0,3446.0,,,
2008-11-01,,,,0.0,0.0,0.0,,,,1833.0,31363.0,31363.0,,,
2008-12-01,,,,0.0,0.0,0.0,,,,2223.0,39286.0,39286.0,,,
2009-01-01,,,,0.0,0.0,0.0,,,,1268.0,24883.0,24883.0,,,
2009-02-01,,,,0.0,0.0,0.0,,,,163.0,3996.0,3996.0,,,
2009-03-01,,,,0.0,0.0,0.0,,,,92.0,3297.0,3297.0,,,
2009-04-01,,,,0.0,0.0,0.0,,,,63.0,3459.0,3459.0,,,
2009-05-01,,,,0.0,0.0,0.0,,,,192.0,6467.0,6467.0,,,
2009-06-01,,,,0.0,0.0,0.0,,,,3720.0,60116.0,60116.0,,,
2009-07-01,,,,0.0,0.0,0.0,,,,4581.0,92187.0,92187.0,,,
2009-08-01,,,,0.0,0.0,0.0,,,,3988.0,81475.0,81475.0,,,
2009-09-01,,,,0.0,0.0,0.0,,,,751.0,16857.0,16857.0,,,
2009-10-01,,,,0.0,0.0,0.0,,,,790.0,16552.0,16552.0,,,
2009-11-01,,,,0.0,0.0,0.0,,,,1738.0,29432.0,29432.0,,,
2009-12-01,,,,0.0,0.0,0.0,,,,1722.0,30609.0,30609.0,,,
2010-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,978.0,18562.0,18562.0,,,
2010-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,682.0,14492.0,14492.0,,,
2010-03-01,0.0,0.0,0.0,,,,11799.2,107044.0,107044.0,75.0,2137.0,2137.0,,,
2010-04-01,0.0,0.0,0.0,,,,13833.519,125500.0,125500.0,0.0,0.0,0.0,,,
2010-05-01,0.0,0.0,0.0,,,,16900.201,153322.0,153322.0,0.0,0.0,0.0,,,
2010-06-01,0.0,0.0,0.0,,,,20335.684,184489.0,184489.0,0.0,0.0,0.0,,,
2010-07-01,0.0,0.0,0.0,,,,21241.262,192705.0,192705.0,0.0,0.0,0.0,,,
2010-08-01,0.0,0.0,0.0,,,,25172.807,228373.0,228373.0,282.0,5221.0,5221.0,,,
2010-09-01,0.0,0.0,0.0,,,,18309.213,166104.0,166104.0,0.0,138.0,138.0,,,
2010-10-01,0.0,0.0,0.0,,,,13609.582,123468.0,123468.0,0.0,0.0,0.0,,,
2010-11-01,0.0,0.0,0.0,,,,12294.343,111536.0,111536.0,0.0,156.0,156.0,,,
2010-12-01,0.0,0.0,0.0,,,,12830.189,116398.0,116398.0,255.0,5546.0,5546.0,,,
2011-01-01,0.0,0.0,0.0,,,,25427.016,233649.0,233649.0,570.0,10552.0,10552.0,,,
2011-02-01,0.0,0.0,0.0,,,,23087.61,212151.0,212151.0,3800.0,52560.0,52560.0,,,
2011-03-01,0.0,0.0,0.0,,,,20770.174,190857.0,190857.0,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,,,,26790.46,246177.0,246177.0,39.0,740.0,740.0,,,
2011-05-01,0.0,0.0,0.0,,,,28531.642,262176.0,262176.0,0.0,0.0,0.0,,,
2011-06-01,0.0,0.0,0.0,,,,37036.169,340324.0,340324.0,1412.0,25418.0,25418.0,,,
2011-07-01,0.0,0.0,0.0,,,,44916.319,412735.0,412735.0,3597.0,55716.0,55716.0,,,
2011-08-01,0.0,0.0,0.0,,,,48343.264,444225.0,444225.0,7744.0,112770.0,112770.0,,,
2011-09-01,0.0,0.0,0.0,,,,34016.051,312572.0,312572.0,812.0,14687.0,14687.0,,,
2011-10-01,0.0,0.0,0.0,,,,25960.353,238549.0,238549.0,123.0,2796.0,2796.0,,,
2011-11-01,0.0,0.0,0.0,,,,23952.473,220098.0,220098.0,0.0,0.0,0.0,,,
2011-12-01,0.0,0.0,0.0,,,,28772.469,264389.0,264389.0,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,,,,17744.0,168408.0,168408.0,0.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,,,,15150.0,140797.0,140797.0,0.0,0.0,0.0,,,
2012-03-01,0.0,0.0,0.0,,,,23527.0,223532.0,223532.0,142.0,2705.0,2705.0,,,
2012-04-01,0.0,0.0,0.0,,,,15932.0,153505.0,153505.0,1896.0,33345.0,33345.0,,,
2012-05-01,0.0,0.0,0.0,,,,9845.0,96320.0,96320.0,439.0,7583.0,7583.0,,,
2012-06-01,0.0,0.0,0.0,,,,11630.0,112731.0,112731.0,1007.0,15906.0,15906.0,,,
2012-07-01,0.0,0.0,0.0,,,,15861.0,151418.0,151418.0,274.0,5246.0,5246.0,,,
2012-08-01,0.0,0.0,0.0,,,,19243.0,180797.0,180797.0,453.0,11109.0,11109.0,,,
2012-09-01,0.0,0.0,0.0,,,,14310.0,134475.0,134475.0,353.0,6402.0,6402.0,,,
2012-10-01,0.0,0.0,0.0,,,,10745.0,108335.0,108335.0,40.0,896.0,896.0,,,
2012-11-01,0.0,0.0,0.0,,,,9122.0,89468.0,89468.0,28.0,848.0,848.0,,,
2012-12-01,0.0,0.0,0.0,,,,4504.0,47151.0,47151.0,28.0,925.0,925.0,,,
2013-01-01,0.0,0.0,0.0,,,,2581.0,29974.0,29974.0,0.0,0.0,0.0,,,
2013-02-01,0.0,0.0,0.0,,,,3632.0,40562.0,40562.0,0.0,0.0,0.0,,,
2013-03-01,0.0,0.0,0.0,,,,17102.0,156121.0,156121.0,0.0,0.0,0.0,,,
2013-04-01,0.0,0.0,0.0,,,,29855.0,275610.0,275610.0,121.0,2758.0,2758.0,,,
2013-05-01,0.0,0.0,0.0,,,,27624.0,252477.0,252477.0,326.0,8863.0,8863.0,,,
2013-06-01,0.0,0.0,0.0,,,,45516.0,407282.0,407282.0,1197.0,17397.0,17397.0,,,
2013-07-01,0.0,0.0,0.0,,,,52948.0,470117.0,470117.0,2208.0,38522.0,38522.0,,,
2013-08-01,0.0,0.0,0.0,,,,58790.0,518138.0,518138.0,4875.0,75108.0,75108.0,,,
2013-09-01,0.0,0.0,0.0,,,,51462.0,457716.0,457716.0,658.0,14215.0,14215.0,,,
2013-10-01,0.0,0.0,0.0,,,,35117.0,316358.0,316358.0,520.0,10265.0,10265.0,,,
2013-11-01,0.0,0.0,0.0,,,,23518.0,217987.0,217987.0,619.0,11030.0,11030.0,,,
2013-12-01,0.0,0.0,0.0,,,,20642.0,184624.0,184624.0,748.0,12334.0,12334.0,,,
2014-01-01,0.0,0.0,0.0,,,,15422.0,143986.0,143986.0,2141.0,33231.0,33231.0,,,
2014-02-01,0.0,0.0,0.0,,,,26031.0,234111.0,234111.0,2100.0,31444.0,31444.0,,,
2014-03-01,0.0,0.0,0.0,,,,22591.0,209550.0,209550.0,977.0,14062.0,14062.0,,,
2014-04-01,0.0,0.0,0.0,,,,33438.0,307641.0,307641.0,61.0,726.0,726.0,,,
2014-05-01,,,,0.0,0.0,0.0,29262.0,267562.0,267562.0,88.0,1882.0,1882.0,,,
2014-06-01,,,,0.0,0.0,0.0,32414.0,294688.0,294688.0,50.0,2952.0,2952.0,,,
2014-07-01,,,,0.0,0.0,0.0,39933.0,360559.0,360559.0,736.0,14440.0,14440.0,,,
2014-08-01,,,,0.0,0.0,0.0,51200.0,460283.0,460283.0,2620.0,42548.0,42548.0,,,
2014-09-01,,,,0.0,0.0,0.0,35855.0,326792.0,326792.0,625.0,13041.0,13041.0,,,
2014-10-01,,,,0.0,0.0,0.0,33488.0,308020.0,308020.0,682.0,13041.0,13041.0,,,
2014-11-01,,,,0.0,0.0,0.0,27995.0,254657.0,254657.0,1133.0,13041.0,13041.0,,,
2014-12-01,,,,0.0,0.0,0.0,14048.0,123837.0,123837.0,204.0,4023.0,4023.0,,,
2015-01-01,,,,0.0,0.0,0.0,18339.0,170238.0,170238.0,431.0,9607.0,9607.0,,,
2015-02-01,,,,0.0,0.0,0.0,22688.0,210115.0,210115.0,1187.0,21163.0,21163.0,,,
2015-03-01,,,,0.0,0.0,0.0,34384.0,312584.0,312584.0,1064.0,17276.0,17276.0,,,
2015-04-01,,,,0.0,0.0,0.0,26238.0,237000.0,237000.0,17.0,472.0,472.0,,,
2015-05-01,,,,0.0,0.0,0.0,27188.0,249458.0,249458.0,0.0,0.0,0.0,,,
2015-06-01,,,,0.0,0.0,0.0,31718.0,287486.0,287486.0,0.0,0.0,0.0,,,
2015-07-01,,,,0.0,0.0,0.0,44324.0,400168.0,400168.0,2522.0,42012.0,42012.0,,,
2015-08-01,,,,0.0,0.0,0.0,47669.0,429226.0,429226.0,3159.0,50706.0,50706.0,,,
2015-09-01,,,,0.0,0.0,0.0,30472.0,279123.0,279123.0,0.0,0.0,0.0,,,
2015-10-01,,,,0.0,0.0,0.0,22909.0,211612.0,211612.0,0.0,223.0,223.0,,,
2015-11-01,,,,0.0,0.0,0.0,29354.0,271513.0,271513.0,0.0,0.0,0.0,,,
2015-12-01,,,,0.0,0.0,0.0,16251.0,151612.0,151612.0,0.0,89.0,89.0,,,
2016-01-01,,,,0.0,0.0,0.0,13173.0,128297.0,128297.0,0.0,0.0,0.0,,,
2016-02-01,,,,0.0,0.0,0.0,10085.0,98449.0,98449.0,0.0,0.0,0.0,,,
2016-03-01,,,,0.0,0.0,0.0,24549.0,243623.0,243623.0,42.0,1074.0,1074.0,,,
2016-04-01,,,,0.0,0.0,0.0,21868.0,205797.0,205797.0,0.0,0.0,0.0,,,
2016-05-01,,,,0.0,0.0,0.0,14407.0,138383.0,138383.0,0.0,0.0,0.0,,,
2016-06-01,,,,0.0,0.0,0.0,28164.0,260430.0,260430.0,48.0,1124.0,1124.0,,,
2016-07-01,,,,0.0,0.0,0.0,33876.0,313456.0,313456.0,730.0,15989.0,15989.0,,,
2016-08-01,,,,0.0,0.0,0.0,31833.0,293620.0,293620.0,2441.0,37172.0,37172.0,,,
2016-09-01,,,,0.0,0.0,0.0,22922.0,213859.0,213859.0,0.0,0.0,0.0,,,
2016-10-01,,,,0.0,0.0,0.0,18354.0,170128.0,170128.0,0.0,45.0,45.0,,,
2016-11-01,,,,0.0,0.0,0.0,13503.0,132526.0,132526.0,11.0,355.0,355.0,,,
2016-12-01,,,,0.0,0.0,0.0,7109.0,71030.0,71030.0,0.0,0.0,0.0,,,
2017-01-01,,,,0.0,0.0,0.0,11714.812,112048.0,112048.0,144.0,4016.0,4016.0,,,
2017-02-01,,,,0.0,0.0,0.0,10381.954,99299.0,99299.0,0.0,0.0,0.0,,,
2017-03-01,,,,0.0,0.0,0.0,12232.33,116996.0,116996.0,0.0,0.0,0.0,,,
2017-04-01,,,,0.0,0.0,0.0,12091.65,115651.0,115651.0,0.0,0.0,0.0,,,
2017-05-01,,,,0.0,0.0,0.0,13799.296,131984.0,131984.0,0.0,0.0,0.0,,,
2017-06-01,,,,0.0,0.0,0.0,17676.031,169062.0,169062.0,0.0,0.0,0.0,,,
2017-07-01,,,,0.0,0.0,0.0,21684.04,207397.0,207397.0,0.0,0.0,0.0,,,
2017-08-01,,,,0.0,0.0,0.0,20700.357,197989.0,197989.0,0.0,0.0,0.0,,,
2017-09-01,,,,0.0,0.0,0.0,15266.224,146014.0,146014.0,0.0,0.0,0.0,,,
2017-10-01,,,,0.0,0.0,0.0,13491.015,129035.0,129035.0,0.0,0.0,0.0,,,
2017-11-01,,,,0.0,0.0,0.0,11219.929,107313.0,107313.0,0.0,0.0,0.0,,,
2017-12-01,,,,0.0,0.0,0.0,14673.362,140343.0,140343.0,0.0,0.0,0.0,,,
2018-01-01,,,,0.0,0.0,0.0,20811.033,194916.0,194916.0,0.0,0.0,0.0,,,
2018-02-01,,,,0.0,0.0,0.0,18718.691,175321.0,175321.0,0.0,0.0,0.0,,,
2018-03-01,,,,0.0,0.0,0.0,18924.931,177252.0,177252.0,0.0,0.0,0.0,,,
2018-04-01,,,,0.0,0.0,0.0,17568.99,164553.0,164553.0,0.0,0.0,0.0,,,
2018-05-01,,,,0.0,0.0,0.0,23772.857,222658.0,222658.0,0.0,0.0,0.0,,,
2018-06-01,,,,0.0,0.0,0.0,25927.88,242842.0,242842.0,0.0,0.0,0.0,,,
2018-07-01,,,,0.0,0.0,0.0,32242.383,301984.0,301984.0,0.0,0.0,0.0,,,
2018-08-01,,,,0.0,0.0,0.0,30018.038,281150.0,281150.0,0.0,0.0,0.0,,,
2018-09-01,,,,0.0,0.0,0.0,25466.784,238523.0,238523.0,0.0,0.0,0.0,,,
2018-10-01,,,,0.0,0.0,0.0,21396.023,200396.0,200396.0,0.0,0.0,0.0,,,
2018-11-01,,,,0.0,0.0,0.0,18470.547,172997.0,172997.0,0.0,0.0,0.0,,,
2018-12-01,,,,0.0,0.0,0.0,19984.843,187179.0,187179.0,0.0,0.0,0.0,,,
2019-01-01,,,,,,,30625.568,281659.0,281659.0,,,,,,
2019-02-01,,,,,,,24620.783,226434.0,226434.0,,,,,,
2019-03-01,,,,,,,26455.393,243307.0,243307.0,,,,,,
2019-04-01,,,,,,,23837.561,219231.0,219231.0,,,,,,
2019-05-01,,,,,,,32425.518,298214.0,298214.0,,,,,,
2019-06-01,,,,,,,37407.095,344030.0,344030.0,,,,,,
2019-07-01,,,,,,,43043.88,395870.0,395870.0,,,,,,
2019-08-01,,,,,,,46341.468,426198.0,426198.0,,,,,,
2019-09-01,,,,,,,40051.579,368351.0,368351.0,,,,,,
2019-10-01,,,,,,,31056.266,285622.0,285622.0,,,,,,
2019-11-01,,,,,,,28169.812,259075.0,259075.0,,,,,,
2019-12-01,0.0,0.0,0.0,,,,31320.077,288047.0,288047.0,,,,,,
2020-01-01,,,,,,,16961.767,161251.0,161251.0,,,,,,
2020-02-01,,,,,,,16137.696,153417.0,153417.0,,,,,,
2020-03-01,,,,,,,15725.557,149498.0,149498.0,,,,,,
2020-04-01,,,,,,,14002.08,133114.0,133114.0,,,,,,
2020-05-01,,,,,,,16763.05,159362.0,159362.0,,,,,,
2020-06-01,,,,,,,19826.883,188489.0,188489.0,,,,,,
2020-07-01,,,,,,,24122.509,229326.0,229326.0,,,,,,
2020-08-01,,,,,,,23347.421,221958.0,221958.0,,,,,,
2020-09-01,,,,,,,19265.842,183155.0,183155.0,,,,,,
2020-10-01,,,,,,,16660.439,158386.0,158386.0,,,,,,
2020-11-01,,,,,,,13049.727,124060.0,124060.0,,,,,,
2020-12-01,,,,,,,14342.029,136346.0,136346.0,,,,,,
2021-01-01,,,,,,,28812.847,245378.0,245378.0,,,,,,
2021-02-01,,,,,,,28019.208,238620.0,238620.0,,,,,,
2021-03-01,,,,,,,21836.932,185970.0,185970.0,,,,,,
2021-04-01,,,,,,,24875.545,211847.0,211847.0,,,,,,
2021-05-01,,,,,,,28472.702,242481.0,242481.0,,,,,,
2021-06-01,,,,,,,38756.884,330065.0,330065.0,,,,,,
2021-07-01,,,,,,,42696.406,363614.0,363614.0,,,,,,
2021-08-01,,,,,,,43541.218,370809.0,370809.0,,,,,,
2021-09-01,,,,,,,36793.075,313341.0,313341.0,,,,,,
2021-10-01,,,,,,,31133.363,265141.0,265141.0,,,,,,
2021-11-01,,,,,,,25607.83,218084.0,218084.0,,,,,,
2021-12-01,,,,,,,26871.99,228849.0,228849.0,,,,,,
2022-01-01,,,,,,,37474.034,335001.0,335001.0,,,,,,
2022-02-01,,,,,,,33363.08,298250.0,298250.0,,,,,,
2022-03-01,,,,,,,26567.391,237500.0,237500.0,,,,,,
2022-04-01,,,,,,,27694.791,247578.0,247578.0,,,,,,
2022-05-01,,,,,,,40912.636,365740.0,365740.0,,,,,,
2022-06-01,,,,,,,49802.215,445208.0,445208.0,,,,,,
2022-07-01,,,,,,,58686.52,524630.0,524630.0,,,,,,
2022-08-01,,,,,,,58991.995,527360.0,527360.0,,,,,,
2022-09-01,,,,,,,49726.71,444533.0,444533.0,,,,,,
2022-10-01,,,,,,,38432.146,343565.0,343565.0,,,,,,
2022-11-01,,,,,,,36021.511,322015.0,322015.0,,,,,,
2022-12-01,,,,,,,39974.971,357357.0,357357.0,,,,,,
2023-01-01,,,,,,,26871.042,246080.0,246080.0,,,,,,
2023-02-01,,,,,,,25343.84,232095.0,232095.0,,,,,,
2023-03-01,,,,,,,25012.421,229060.0,229060.0,,,,,,
2023-04-01,,,,,,,24156.392,221220.0,221220.0,,,,,,
2023-05-01,,,,,,,34487.943,315835.0,315835.0,,,,,,
2023-06-01,,,,,,,39839.739,364846.0,364846.0,,,,,,
2023-07-01,,,,,,,43692.109,400125.0,400125.0,,,,,,
2023-08-01,,,,,,,48090.462,440404.0,440404.0,,,,,,
2023-09-01,,,,,,,40513.137,371013.0,371013.0,,,,,,
2023-10-01,,,,,,,29904.563,273862.0,273862.0,,,,,,
2023-11-01,,,,,,,27726.03,253910.0,253910.0,,,,,,
2023-12-01,,,,,,,29461.322,269802.0,269802.0,,,,,,
2024-01-01,,,,,,,28503.995,258729.0,258729.0,,,,,,
2024-02-01,,,,,,,19679.694,178631.0,178631.0,,,,,,
2024-03-01,,,,,,,22332.788,202713.0,202713.0,,,,,,
2024-04-01,,,,,,,20982.187,190453.0,190453.0,,,,,,
2024-05-01,,,,,,,28034.517,254467.0,254467.0,,,,,,
2024-06-01,,,,,,,31627.934,287084.0,287084.0,,,,,,
2024-07-01,,,,,,,34187.285,310315.0,310315.0,,,,,,
2024-08-01,,,,,,,38629.335,350635.0,350635.0,,,,,,
2024-09-01,,,,,,,32051.868,290932.0,290932.0,,,,,,
2024-10-01,,,,,,,27763.972,252011.0,252011.0,,,,,,
2024-11-01,,,,,,,22242.606,201895.0,201895.0,,,,,,
2024-12-01,,,,,,,23860.819,216583.0,216583.0,,,,,,
