measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2010-12-01,9990.632,55303.0,197600.0,807.44,4470.0,15970.0,13758.899000000001,76163.0,272131.0,1668.029,9233.0,32991.0
2011-01-01,11235.813,62196.0,213444.0,0.0,0.0,0.0,12944.485,71655.0,245903.0,2561.702,14180.0,48664.0
2011-02-01,10758.225,59552.0,208466.0,0.0,0.0,0.0,10739.938,59451.0,208112.0,2001.837,11081.0,38790.0
2011-03-01,11671.175,64606.0,226116.0,0.619,3.0,12.0,13028.896,72122.0,252420.0,1594.31,8825.0,30888.0
2011-04-01,10725.771,59373.0,209011.0,0.0,0.0,0.0,12167.858,67355.0,237112.0,2053.371,11366.0,40014.0
2011-05-01,9410.509,52092.0,178347.0,10.606,59.0,201.0,10934.34,60527.0,207227.0,1164.545,6446.0,22070.0
2011-06-01,10672.856,59080.0,203130.0,277.421,1536.0,5280.0,11579.928,64101.0,220394.0,1685.795,9332.0,32085.0
2011-07-01,11074.102,61301.0,200607.0,314.326,1740.0,5694.0,12467.476,69014.0,225848.0,1039.096,5752.0,18823.0
2011-08-01,11405.506,63135.0,226584.0,0.0,0.0,0.0,11458.249,63427.0,227632.0,1023.245,5664.0,20328.0
2011-09-01,4819.809,26680.0,101264.0,2195.095,12151.0,46119.0,10786.516,59709.0,226625.0,1279.58,7083.0,26884.0
2011-10-01,11214.995,62081.0,221442.0,453.376,2510.0,8952.0,11675.544,64630.0,230536.0,1837.085,10169.0,36274.0
2011-11-01,10556.343,58435.0,206922.0,0.0,0.0,0.0,12171.322,67375.0,238578.0,1597.335,8842.0,31310.0
2011-12-01,10352.715,57308.0,215887.0,0.0,0.0,0.0,11516.431,63750.0,240154.0,2375.854,13152.0,49544.0
2012-01-01,9011.191,49882.0,207542.0,273.233,1512.0,6293.0,9517.171,52683.0,219196.0,2388.405,13221.0,55009.0
2012-02-01,8046.976,44544.0,195898.0,285.652,1581.0,6954.0,8296.304,45924.0,201968.0,1726.068,9555.0,42020.0
2012-03-01,9151.077,50656.0,207116.0,11.267,62.0,255.0,10289.357,56957.0,232878.0,1616.299,8947.0,36582.0
2012-04-01,9240.12,51149.0,207444.0,0.0,0.0,0.0,10019.147,55461.0,224933.0,1180.733,6536.0,26508.0
2012-05-01,11490.431,63606.0,224500.0,0.0,0.0,0.0,12181.389,67430.0,238000.0,1760.18,9744.0,34390.0
2012-06-01,11314.211,62630.0,217099.0,0.0,0.0,0.0,10655.398,58983.0,204458.0,1785.391,9883.0,34258.0
2012-07-01,10530.408,58291.0,203491.0,317.583,1758.0,6137.0,10704.091,59253.0,206847.0,1965.918,10882.0,37990.0
2012-08-01,10837.08,59989.0,206754.0,249.077,1379.0,4752.0,12842.519,71090.0,245015.0,1474.324,8161.0,28128.0
2012-09-01,8849.634,48987.0,194554.0,2987.572,16538.0,65680.0,4728.489,26175.0,103953.0,994.305,5504.0,21859.0
2012-10-01,9781.442,54145.0,175555.0,604.753,3348.0,10854.0,10974.482,60750.0,196968.0,1299.323,7192.0,23320.0
2012-11-01,10136.862,56113.0,204256.0,0.0,0.0,0.0,10120.834,56024.0,203933.0,3190.304,17660.0,64284.0
2012-12-01,6903.855,38216.0,156129.0,1797.478,9950.0,40650.0,8890.167,49212.0,201049.0,2923.5,16183.0,66114.0
2013-01-01,10831.285,59957.0,221592.0,383.102,2121.0,7838.0,10423.188,57698.0,213243.0,2466.425,13653.0,50459.0
2013-02-01,9846.336,54505.0,199880.0,395.41,2189.0,8027.0,9388.111,51968.0,190578.0,3155.143,17465.0,64049.0
2013-03-01,7340.545,40634.0,175589.0,1415.527,7836.0,33860.0,6899.304,38191.0,165034.0,3194.624,17684.0,76417.0
2013-04-01,9996.16,55334.0,200643.0,736.947,4079.0,14792.0,7917.252,43826.0,158915.0,2926.641,16200.0,58744.0
2013-05-01,10549.468,58397.0,204440.0,619.429,3429.0,12004.0,9460.945,52371.0,183345.0,3157.158,17477.0,61183.0
2013-06-01,10833.337,59968.0,211807.0,0.0,0.0,0.0,9167.563,50747.0,179239.0,2801.1,15506.0,54766.0
2013-07-01,7093.447,39266.0,156619.0,0.0,0.0,0.0,8680.954,48054.0,191671.0,2049.599,11346.0,45254.0
2013-08-01,9114.031,50451.0,205185.0,0.0,0.0,0.0,6981.951,38649.0,157186.0,2291.018,12682.0,51578.0
2013-09-01,4544.964,25159.0,95138.0,1912.996,10589.0,40044.0,9022.631,49945.0,188867.0,2598.409,14384.0,54392.0
2013-10-01,9616.329,53231.0,199707.0,662.043,3665.0,13749.0,7462.187,41307.0,154971.0,2644.441,14638.0,54919.0
2013-11-01,5853.21,32401.0,146538.0,5.512,31.0,138.0,6311.024,34935.0,157999.0,1514.254,8382.0,37910.0
2013-12-01,8929.237,49428.0,183960.0,1439.133,7966.0,29649.0,10378.161,57449.0,213811.0,2494.469,13808.0,51391.0
2014-01-01,9758.043,54016.0,193353.0,725.368,4015.0,14373.0,11441.1,63333.0,226703.0,3424.489,18956.0,67856.0
2014-02-01,10671.862,59074.0,199317.0,0.0,0.0,0.0,10075.64,55774.0,188182.0,2018.498,11173.0,37699.0
2014-03-01,12603.98,69770.0,219997.0,0.0,0.0,0.0,11887.04,65801.0,207483.0,1297.98,7185.0,22656.0
2014-04-01,11909.02,65923.0,208227.0,151.903,841.0,2656.0,10835.152,59978.0,189451.0,2042.925,11309.0,35720.0
2014-05-01,12314.878,68169.0,222483.0,329.796,1826.0,5958.0,8847.668,48976.0,159843.0,1845.658,10217.0,33344.0
2014-06-01,11632.74,64393.0,202915.0,26.486,147.0,462.0,9488.966,52526.0,165520.0,1539.808,8524.0,26860.0
2014-07-01,11756.93,65081.0,221062.0,239.221,1324.0,4498.0,8909.475,49319.0,167522.0,2737.374,15153.0,51470.0
2014-08-01,10846.928,60285.0,195873.0,604.113,3358.0,10909.0,9063.212,50372.0,163662.0,2082.747,11576.0,37610.0
2014-09-01,10226.527,56609.0,230362.0,5171.473,28627.0,116492.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,11547.33,63921.0,236437.0,5318.641,29441.0,108902.0,1494.216,8271.0,30595.0,200.813,1112.0,4112.0
2014-11-01,11453.452,63401.0,213952.0,0.0,0.0,0.0,9908.275,54848.0,185088.0,2338.273,12944.0,43679.0
2014-12-01,13119.593,72624.0,222735.0,0.0,0.0,0.0,11769.407,65150.0,199812.0,0.0,0.0,0.0
2015-01-01,9462.36,52379.0,219385.0,18.158,101.0,421.0,7165.921,39667.0,166142.0,1774.561,9823.0,41143.0
2015-02-01,10366.11,57382.0,196965.0,421.401,2333.0,8007.0,9292.375,51438.0,176563.0,2304.114,12754.0,43780.0
2015-03-01,12001.61,66435.0,210843.0,99.671,552.0,1751.0,10708.615,59278.0,188127.0,2847.104,15760.0,50018.0
2015-04-01,10370.074,57404.0,204119.0,704.194,3898.0,13861.0,9887.287,54731.0,194616.0,2944.445,16299.0,57957.0
2015-05-01,10876.064,60205.0,204086.0,260.702,1443.0,4892.0,8857.1,49029.0,166201.0,2782.134,15401.0,52206.0
2015-06-01,11540.35,63882.0,215843.0,0.0,0.0,0.0,8302.816,45960.0,155290.0,2722.834,15072.0,50926.0
2015-07-01,12121.985,67107.0,217653.0,0.0,0.0,0.0,8455.316,46809.0,151817.0,2492.699,13800.0,44757.0
2015-08-01,11775.908,65186.0,221917.0,309.365,1712.0,5830.0,7879.071,43615.0,148481.0,2815.656,15586.0,53061.0
2015-09-01,10861.745,60125.0,205552.0,77.149,427.0,1460.0,6899.674,38193.0,130572.0,2634.432,14583.0,49855.0
2015-10-01,10812.445,59853.0,201731.0,729.207,4037.0,13605.0,8884.835,49182.0,165767.0,2124.513,11760.0,39638.0
2015-11-01,11213.193,62071.0,211470.0,0.0,0.0,0.0,9810.691,54307.0,185020.0,2530.116,14006.0,47716.0
2015-12-01,10905.263,60366.0,209063.0,257.736,1427.0,4941.0,9917.589,54899.0,190128.0,2766.412,15314.0,53034.0
2016-01-01,11233.543,127763.0,216496.0,0.0,0.0,0.0,10053.246,114339.0,193749.0,2878.211,32735.0,55470.0
2016-02-01,11179.402,127147.0,206573.0,0.0,0.0,0.0,9983.506,113546.0,184475.0,2341.092,26626.0,43259.0
2016-03-01,11864.484,134939.0,220392.0,96.739,1100.0,1797.0,10237.667,116436.0,190173.0,2153.11,24488.0,39996.0
2016-04-01,9191.259,104535.0,170873.0,1316.023,14968.0,24466.0,9800.709,111467.0,182204.0,2250.009,25590.0,41830.0
2016-05-01,3198.227,36375.0,61605.0,379.966,4321.0,7319.0,9675.876,110047.0,186379.0,1833.931,20858.0,35326.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,10838.269,123267.0,215083.0,1883.731,21424.0,37382.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,11048.762,125661.0,225044.0,2535.238,28834.0,51638.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,11555.538,131425.0,226544.0,2219.462,25243.0,43512.0
2016-09-01,0.0,0.0,0.0,63.074,717.0,1277.0,11167.83,127015.0,226103.0,2043.096,23237.0,41364.0
2016-10-01,0.0,0.0,0.0,92.046,1047.0,1760.0,12618.055,143509.0,241269.0,1556.899,17707.0,29769.0
2016-11-01,0.0,0.0,0.0,548.079,6233.0,11905.0,10540.726,119883.0,228958.0,1749.195,19894.0,37995.0
2016-12-01,0.0,0.0,0.0,1013.944,11532.0,22848.0,10671.275,121368.0,240464.0,1823.781,20742.0,41097.0
2017-01-01,0.0,0.0,0.0,1067.468,12643.0,20497.0,13368.532,158330.0,256696.0,,,
2017-02-01,0.0,0.0,0.0,1447.291,17141.0,28543.0,11943.709,141456.0,235550.0,,,
2017-03-01,0.0,0.0,0.0,1351.126,16002.0,25961.0,13016.874,154166.0,250111.0,,,
2017-04-01,0.0,0.0,0.0,838.517,9931.0,14943.0,12670.483,150063.0,225798.0,,,
2017-05-01,0.0,0.0,0.0,1319.723,15630.0,23830.0,12311.277,145809.0,222303.0,,,
2017-06-01,0.0,0.0,0.0,3869.178,45825.0,77097.0,7976.822,94474.0,158946.0,,,
2017-07-01,0.0,0.0,0.0,2095.053,24813.0,38691.0,10019.947,118671.0,185046.0,,,
2017-08-01,0.0,0.0,0.0,4635.669,54903.0,89301.0,8556.331,101337.0,164828.0,,,
2017-09-01,0.0,0.0,0.0,4560.117,54008.0,137883.0,2060.883,24408.0,62314.0,,,
2017-10-01,0.0,0.0,0.0,3284.646,38902.0,64857.0,8681.354,102818.0,171418.0,,,
2017-11-01,0.0,0.0,0.0,1172.436,13886.0,22510.0,11691.564,138469.0,224470.0,,,
2017-12-01,0.0,0.0,0.0,2354.684,27888.0,46045.0,12292.316,145584.0,240372.0,,,
2018-01-01,0.0,0.0,0.0,1097.106,12994.0,22130.0,12704.894,150471.0,256274.0,,,
2018-02-01,0.0,0.0,0.0,3721.428,44075.0,71389.0,8888.572,105272.0,170512.0,,,
2018-03-01,0.0,0.0,0.0,4243.003,50252.0,81774.0,9837.997,116517.0,189604.0,,,
2018-04-01,0.0,0.0,0.0,5460.393,64670.0,106964.0,8000.607,94755.0,156724.0,,,
2018-05-01,0.0,0.0,0.0,4597.857,54455.0,87818.0,7636.143,90439.0,145849.0,,,
2018-06-01,0.0,0.0,0.0,7447.098,88200.0,126543.0,11812.902,139906.0,200728.0,,,
2018-07-01,0.0,0.0,0.0,6032.905,71451.0,112543.0,9224.095,109246.0,172074.0,,,
2018-08-01,0.0,0.0,0.0,8023.814,95030.0,143369.0,11067.186,131074.0,197748.0,,,
2018-09-01,0.0,0.0,0.0,3722.814,44091.0,68651.0,10068.186,119243.0,185664.0,,,
2018-10-01,0.0,0.0,0.0,1434.316,16987.0,28229.0,11513.684,136363.0,226603.0,,,
2018-11-01,0.0,0.0,0.0,1093.257,12948.0,21483.0,12474.743,147745.0,245134.0,,,
2018-12-01,0.0,0.0,0.0,3177.808,37636.0,70167.0,9427.192,111651.0,208155.0,,,
2019-01-01,0.0,0.0,0.0,6831.001,80903.0,153859.0,7199.999,85273.0,162170.0,,,
2019-02-01,0.0,0.0,0.0,5329.175,63116.0,117583.0,6814.825,80712.0,150362.0,,,
2019-03-01,0.0,0.0,0.0,3646.023,43182.0,76835.0,8631.977,102233.0,181907.0,,,
