measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2013-08-01,,,,79.842,797.0,797.0
2013-09-01,,,,93.703,931.0,931.0
2013-10-01,,,,90.168,898.0,898.0
2013-11-01,,,,117.527,1167.0,1167.0
2013-12-01,,,,133.005,1324.0,1324.0
2014-01-01,,,,123.673,1279.0,1279.0
2014-02-01,,,,117.343,1206.0,1206.0
2014-03-01,,,,114.548,1178.0,1178.0
2014-04-01,,,,107.626,1105.0,1105.0
2014-05-01,,,,90.873,937.0,937.0
2014-06-01,,,,54.164,555.0,555.0
2014-07-01,,,,95.757,987.0,987.0
2014-08-01,,,,77.043,791.0,791.0
2014-09-01,,,,90.644,931.0,931.0
2014-10-01,,,,119.823,1234.0,1234.0
2014-11-01,,,,87.582,903.0,903.0
2014-12-01,,,,113.924,1172.0,1172.0
2015-01-01,,,,121.171,1144.0,1144.0
2015-02-01,,,,106.863,1004.0,1004.0
2015-03-01,,,,107.501,1010.0,1010.0
2015-04-01,,,,111.333,1043.0,1043.0
2015-05-01,,,,89.474,842.0,842.0
2015-06-01,,,,89.141,836.0,836.0
2015-07-01,,,,92.634,870.0,870.0
2015-08-01,,,,105.168,987.0,987.0
2015-09-01,,,,94.717,892.0,892.0
2015-10-01,,,,108.363,1015.0,1015.0
2015-11-01,,,,75.769,712.0,712.0
2015-12-01,0.0,0.0,0.0,72.866,684.0,684.0
2016-01-01,0.0,0.0,0.0,103.946,962.0,965.0
2016-02-01,0.0,0.0,0.0,115.355,1068.0,1072.0
2016-03-01,0.0,0.0,0.0,109.166,1011.0,1015.0
2016-04-01,0.0,0.0,0.0,89.401,828.0,830.0
2016-05-01,0.0,0.0,0.0,81.55,755.0,757.0
2016-06-01,0.0,0.0,0.0,82.03,760.0,763.0
2016-07-01,0.0,0.0,0.0,68.622,635.0,640.0
2016-08-01,0.0,0.0,0.0,89.934,833.0,836.0
2016-09-01,0.0,0.0,0.0,91.637,848.0,853.0
2016-10-01,0.0,0.0,0.0,105.23,974.0,976.0
2016-11-01,0.0,0.0,0.0,146.842,1360.0,1363.0
2016-12-01,0.0,0.0,0.0,198.287,1836.0,1840.0
2017-01-01,0.0,0.0,0.0,118.787,1096.0,1150.0
2017-02-01,0.0,0.0,0.0,95.912,885.0,926.0
2017-03-01,0.0,0.0,0.0,110.434,1019.0,1066.0
2017-04-01,0.0,0.0,0.0,101.819,940.0,982.0
2017-05-01,0.0,0.0,0.0,101.709,939.0,982.0
2017-06-01,0.0,0.0,0.0,107.277,990.0,1038.0
2017-07-01,0.0,0.0,0.0,109.321,1009.0,1055.0
2017-08-01,0.0,0.0,0.0,112.922,1042.0,1094.0
2017-09-01,0.0,0.0,0.0,112.319,1037.0,1088.0
2017-10-01,0.0,0.0,0.0,114.637,1058.0,1111.0
2017-11-01,0.0,0.0,0.0,101.536,937.0,982.0
2017-12-01,0.0,0.0,0.0,103.327,954.0,999.0
2018-01-01,0.0,0.0,0.0,101.036,932.0,1010.0
2018-02-01,0.0,0.0,0.0,94.229,869.0,937.0
2018-03-01,0.0,0.0,0.0,94.243,869.0,937.0
2018-04-01,0.0,0.0,0.0,95.196,878.0,948.0
2018-05-01,0.0,0.0,0.0,108.925,1004.0,1083.0
2018-06-01,0.0,0.0,0.0,101.693,938.0,1010.0
2018-07-01,0.0,0.0,0.0,109.579,1010.0,1088.0
2018-08-01,0.0,0.0,0.0,111.899,1032.0,1116.0
2018-09-01,0.0,0.0,0.0,113.905,1050.0,1133.0
2018-10-01,0.0,0.0,0.0,119.599,1103.0,1189.0
2018-11-01,0.0,0.0,0.0,107.61,992.0,1072.0
2018-12-01,0.0,0.0,0.0,103.086,951.0,1027.0
2019-01-01,0.0,0.0,0.0,115.931,1070.0,1100.0
2019-02-01,0.0,0.0,0.0,128.858,1189.0,1240.0
2019-03-01,0.0,0.0,0.0,127.701,1178.0,1229.0
2019-04-01,0.0,0.0,0.0,117.355,1083.0,1128.0
2019-05-01,0.0,0.0,0.0,127.721,1178.0,1229.0
2019-06-01,0.0,0.0,0.0,109.745,1013.0,1055.0
2019-07-01,0.0,0.0,0.0,125.002,1153.0,1201.0
2019-08-01,0.0,0.0,0.0,138.402,1277.0,1330.0
2019-09-01,0.0,0.0,0.0,164.342,1516.0,1576.0
2019-10-01,0.0,0.0,0.0,172.721,1594.0,1661.0
2019-11-01,0.0,0.0,0.0,131.199,1210.0,1262.0
2019-12-01,0.0,0.0,0.0,175.023,1615.0,1683.0
2020-01-01,217.326,2005.0,2036.0,0.0,0.0,0.0
2020-02-01,140.891,1300.0,1318.0,0.0,0.0,0.0
2020-03-01,142.243,1312.0,1330.0,0.0,0.0,0.0
2020-04-01,136.497,1259.0,1279.0,0.0,0.0,0.0
2020-05-01,115.577,1066.0,1083.0,0.0,0.0,0.0
2020-06-01,145.516,1343.0,1363.0,0.0,0.0,0.0
2020-07-01,189.684,1750.0,1773.0,0.0,0.0,0.0
2020-08-01,194.352,1793.0,1818.0,0.0,0.0,0.0
2020-09-01,123.584,1140.0,1156.0,0.0,0.0,0.0
2020-10-01,147.917,1365.0,1386.0,0.0,0.0,0.0
2020-11-01,114.707,1058.0,1072.0,0.0,0.0,0.0
2020-12-01,113.706,1049.0,1066.0,0.0,0.0,0.0
2021-01-01,139.892,1288.0,1374.0,0.0,0.0,0.0
2021-02-01,154.901,1426.0,1532.0,0.0,0.0,0.0
2021-03-01,167.527,1542.0,1655.0,0.0,0.0,0.0
2021-04-01,161.036,1482.0,1588.0,0.0,0.0,0.0
2021-05-01,83.398,768.0,825.0,0.0,0.0,0.0
2021-06-01,111.951,1030.0,1105.0,0.0,0.0,0.0
2021-07-01,109.404,1007.0,1077.0,0.0,0.0,0.0
2021-08-01,157.774,1452.0,1560.0,0.0,0.0,0.0
2021-09-01,204.35,1881.0,2020.0,0.0,0.0,0.0
2021-10-01,203.026,1869.0,2003.0,0.0,0.0,0.0
2021-11-01,158.521,1459.0,1565.0,0.0,0.0,0.0
2021-12-01,176.22,1622.0,1739.0,0.0,0.0,0.0
2022-01-01,201.019,1857.0,1935.0,0.0,0.0,0.0
2022-02-01,165.779,1532.0,1593.0,0.0,0.0,0.0
2022-03-01,191.978,1774.0,1846.0,0.0,0.0,0.0
2022-04-01,170.672,1577.0,1638.0,0.0,0.0,0.0
2022-05-01,159.943,1478.0,1537.0,0.0,0.0,0.0
2022-06-01,194.789,1800.0,1874.0,0.0,0.0,0.0
2022-07-01,177.415,1639.0,1705.0,0.0,0.0,0.0
2022-08-01,119.32,1103.0,1144.0,0.0,0.0,0.0
2022-09-01,139.777,1292.0,1341.0,0.0,0.0,0.0
2022-10-01,156.831,1449.0,1509.0,0.0,0.0,0.0
2022-11-01,148.896,1376.0,1431.0,0.0,0.0,0.0
2022-12-01,202.581,1872.0,1947.0,0.0,0.0,0.0
2023-01-01,174.723,1612.0,1717.0,0.0,0.0,0.0
2023-02-01,135.643,1251.0,1341.0,0.0,0.0,0.0
2023-03-01,128.009,1181.0,1268.0,0.0,0.0,0.0
2023-04-01,151.321,1396.0,1498.0,0.0,0.0,0.0
2023-05-01,149.524,1379.0,1481.0,0.0,0.0,0.0
2023-06-01,128.745,1188.0,1273.0,0.0,0.0,0.0
2023-07-01,121.909,1125.0,1206.0,0.0,0.0,0.0
2023-08-01,126.892,1171.0,1257.0,0.0,0.0,0.0
2023-09-01,110.054,1015.0,1088.0,0.0,0.0,0.0
2023-10-01,124.839,1152.0,1234.0,0.0,0.0,0.0
2023-11-01,157.437,1452.0,1560.0,0.0,0.0,0.0
2023-12-01,172.904,1595.0,1711.0,0.0,0.0,0.0
2024-01-01,134.424,1237.0,1352.0,0.0,0.0,0.0
2024-02-01,121.048,1114.0,1223.0,0.0,0.0,0.0
2024-03-01,145.894,1342.0,1470.0,0.0,0.0,0.0
2024-04-01,153.708,1414.0,1548.0,0.0,0.0,0.0
2024-05-01,90.106,829.0,909.0,0.0,0.0,0.0
2024-06-01,160.871,1480.0,1621.0,0.0,0.0,0.0
2024-07-01,94.368,868.0,954.0,0.0,0.0,0.0
2024-08-01,136.273,1254.0,1374.0,0.0,0.0,0.0
2024-09-01,90.503,833.0,914.0,0.0,0.0,0.0
2024-10-01,143.694,1322.0,1447.0,0.0,0.0,0.0
2024-11-01,140.569,1293.0,1419.0,0.0,0.0,0.0
2024-12-01,119.542,1100.0,1206.0,0.0,0.0,0.0
