measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-12-01,309441.0,3128387.0,3128387.0,442.0,6575.0,6575.0,1652.0,16702.0,16702.0,0.0,0.0,0.0,,,
2004-01-01,310769.0,3247821.0,3247821.0,-31.0,0.0,0.0,947.0,9892.0,9892.0,0.0,0.0,0.0,,,
2004-02-01,193295.0,2015451.0,2015451.0,2045.0,58307.0,58307.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-03-01,13717.0,306130.0,306130.0,-42.0,0.0,0.0,138.0,3089.0,3089.0,0.0,0.0,0.0,,,
2004-04-01,3728.0,162645.0,162645.0,-75.0,0.0,0.0,70.0,3054.0,3054.0,0.0,0.0,0.0,,,
2004-05-01,97978.0,1325587.0,1325587.0,285.0,4417.0,4417.0,4436.0,60273.0,60273.0,0.0,0.0,0.0,,,
2004-06-01,321745.0,3171773.0,3171773.0,50.0,989.0,989.0,875.0,8629.0,8629.0,0.0,0.0,0.0,,,
2004-07-01,319786.0,3220172.0,3220172.0,-24.0,0.0,0.0,1054.0,10612.0,10612.0,0.0,0.0,0.0,,,
2004-08-01,364410.0,3755365.0,3755365.0,-26.0,0.0,0.0,1630.0,16801.0,16801.0,0.0,0.0,0.0,,,
2004-09-01,279198.0,2708780.0,2708780.0,296.0,6300.0,6300.0,742.0,7201.0,7201.0,0.0,0.0,0.0,,,
2004-10-01,210090.0,2143455.0,2143455.0,518.0,13022.0,13022.0,1475.0,15052.0,15052.0,0.0,0.0,0.0,,,
2004-11-01,293926.0,2848442.0,2848442.0,-37.0,0.0,0.0,1412.0,13683.0,13683.0,-377.0,0.0,0.0,,,
2004-12-01,314468.0,3019750.0,3019750.0,-19.0,0.0,0.0,765.0,7342.0,7342.0,0.0,0.0,0.0,,,
2005-01-01,309211.0,3108307.88,3108307.88,-15.0,0.0,0.0,1833.0,18427.5,18427.5,0.0,0.0,0.0,,,
2005-02-01,308204.0,3030621.28,3030621.28,-27.0,415.35,415.35,1017.0,10003.5,10003.5,0.0,0.0,0.0,,,
2005-03-01,378033.0,3749656.68,3749656.68,270.0,6101.55,6101.55,1148.0,11384.1,11384.1,0.0,0.0,0.0,,,
2005-04-01,287160.0,2920867.24,2920867.24,122.0,2106.0,2106.0,1170.0,11904.75,11904.75,0.0,0.0,0.0,,,
2005-05-01,143947.0,1453310.28,1453310.28,-30.0,99.45,99.45,523.0,5300.1,5300.1,0.0,0.0,0.0,,,
2005-06-01,320522.0,3310938.36,3310938.36,448.0,7394.4,7394.4,2132.0,22118.85,22118.85,0.0,0.0,0.0,,,
2005-07-01,317778.0,3255887.6,3255887.6,106.0,2480.4,2480.4,1443.0,14847.3,14847.3,0.0,0.0,0.0,,,
2005-08-01,328962.0,3365467.9,3365467.9,185.0,4539.6,4539.6,1593.0,16292.25,16292.25,0.0,0.0,0.0,,,
2005-09-01,312662.0,3114785.9,3114785.9,-11.0,0.0,0.0,1331.0,13261.95,13261.95,0.0,0.0,0.0,,,
2005-10-01,339237.0,3233549.6,3233549.6,-31.0,0.0,0.0,886.0,8404.2,8404.2,0.0,0.0,0.0,,,
2005-11-01,335015.0,3206495.8,3206495.8,-30.0,0.0,0.0,823.0,7879.95,7879.95,0.0,0.0,0.0,,,
2005-12-01,144874.0,1585873.9,1585873.9,-31.0,0.0,0.0,2008.0,21978.45,21978.45,0.0,0.0,0.0,,,
2006-01-01,164564.0,1625775.0,1625775.0,-31.0,0.0,0.0,927.0,9162.0,9162.0,0.0,0.0,0.0,,,
2006-02-01,247077.0,2343700.0,2343700.0,-28.0,0.0,0.0,1611.0,15277.0,15277.0,0.0,0.0,0.0,,,
2006-03-01,349904.0,3513075.0,3513075.0,-27.0,0.0,0.0,0.0,9211.0,9211.0,0.0,0.0,0.0,,,
2006-04-01,375306.0,3805150.0,3805150.0,1.0,431.0,431.0,468.0,4745.0,4745.0,0.0,0.0,0.0,,,
2006-05-01,190831.0,2135225.0,2135225.0,-21.0,0.0,0.0,1073.0,12007.0,12007.0,0.0,0.0,0.0,,,
2006-06-01,313529.0,3296850.0,3296850.0,-16.0,0.0,0.0,1264.0,13290.0,13290.0,0.0,0.0,0.0,,,
2006-07-01,353136.0,3663075.0,3663075.0,309.0,5236.0,5236.0,1056.0,10958.0,10958.0,0.0,0.0,0.0,,,
2006-08-01,336176.0,3123125.0,3123125.0,457.0,8004.0,8004.0,1144.0,10629.0,10629.0,0.0,0.0,0.0,,,
2006-09-01,216112.0,2281150.0,2281150.0,10.0,284.0,284.0,1690.0,17841.0,17841.0,0.0,0.0,0.0,,,
2006-10-01,275113.0,2851200.0,2851200.0,-31.0,0.0,0.0,1356.0,14054.0,14054.0,0.0,0.0,0.0,,,
2006-11-01,364040.0,3606900.0,3606900.0,-30.0,0.0,0.0,873.0,8649.0,8649.0,0.0,0.0,0.0,,,
2006-12-01,350409.0,3570875.0,3570875.0,-31.0,0.0,0.0,562.0,5728.0,5728.0,0.0,0.0,0.0,,,
2007-01-01,273405.895,2750100.0,2750100.0,-31.0,0.0,0.0,1231.105,12383.0,12383.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,292993.379,2870000.0,2870000.0,-28.0,0.0,0.0,1428.621,13994.0,13994.0,0.0,0.0,0.0,,,
2007-03-01,50350.078,600475.0,600475.0,-31.0,0.0,0.0,331.922,3959.0,3959.0,0.0,0.0,0.0,,,
2007-04-01,32632.028,448500.0,448500.0,-30.0,0.0,0.0,148.972,2048.0,2048.0,0.0,0.0,0.0,,,
2007-05-01,100261.343,1108278.0,1108278.0,132.0,2495.0,2495.0,1740.6570000000002,19241.0,19241.0,0.0,0.0,0.0,,,
2007-06-01,320443.589,3038175.0,3038175.0,-30.0,0.0,0.0,940.4110000000001,8916.0,8916.0,0.0,0.0,0.0,,,
2007-07-01,280393.046,2651450.0,2651450.0,376.0,6590.0,6590.0,1155.954,10931.0,10931.0,0.0,0.0,0.0,,,
2007-08-01,410651.486,4058375.0,4058375.0,-31.0,0.0,0.0,605.514,5984.0,5984.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-01,262394.191,2599850.0,2599850.0,84.0,1583.0,1583.0,1616.809,16020.0,16020.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,368125.725,3649375.0,3649375.0,99.0,1900.0,1900.0,876.275,8687.0,8687.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,224280.106,2171750.0,2171750.0,-30.0,0.0,0.0,1636.894,15850.0,15850.0,0.0,0.0,0.0,,,
2007-12-01,287104.192,2763250.0,2763250.0,-31.0,0.0,0.0,575.808,5542.0,5542.0,0.0,0.0,0.0,,,
2008-01-01,293163.281,2940400.0,2940400.0,-31.0,0.0,0.0,1782.719,17881.0,17881.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,280007.516,2880550.0,2880550.0,-29.0,0.0,0.0,1157.4840000000002,11908.0,11908.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,195669.712,2037200.0,2037200.0,-88.0,0.0,0.0,1033.288,10758.0,10758.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,328291.2,3358040.0,3358040.0,-30.0,0.0,0.0,895.8000000000001,9163.0,9163.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,185247.203,1817572.0,1817572.0,-31.0,0.0,0.0,636.797,6248.0,6248.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,230599.228,2307375.0,2307375.0,-22.0,0.0,0.0,1463.7720000000002,14647.0,14647.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,280319.894,2835461.0,2835461.0,-31.0,0.0,0.0,1294.106,13090.0,13090.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,175681.323,1896675.0,1896675.0,-31.0,0.0,0.0,980.677,10588.0,10588.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,26260.725,326050.0,326050.0,-30.0,0.0,0.0,522.275,6485.0,6485.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,88103.181,1028673.0,1028673.0,-26.0,0.0,0.0,1931.8190000000002,22556.0,22556.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,326932.052,3233950.0,3233950.0,-30.0,0.0,0.0,1011.9480000000001,10010.0,10010.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,390889.004,3723539.0,3723539.0,-31.0,0.0,0.0,872.9960000000001,8316.0,8316.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,297559.356,3110050.0,3110050.0,-31.0,0.0,0.0,815.644,8525.0,8525.0,,,,0.0,0.0,0.0
2009-02-01,228275.776,2239608.0,2239608.0,-28.0,0.0,0.0,358.224,3515.0,3515.0,,,,0.0,0.0,0.0
2009-03-01,211890.331,2034625.0,2034625.0,-31.0,0.0,0.0,1197.669,11500.0,11500.0,,,,0.0,0.0,0.0
2009-04-01,315821.741,2942061.0,2942061.0,-30.0,0.0,0.0,821.259,7651.0,7651.0,,,,0.0,0.0,0.0
2009-05-01,275723.117,2732536.0,2732536.0,-31.0,0.0,0.0,1164.883,11545.0,11545.0,,,,0.0,0.0,0.0
2009-06-01,282130.071,2918526.0,2918526.0,18.0,539.0,539.0,1542.929,15961.0,15961.0,,,,0.0,0.0,0.0
2009-07-01,271688.08,2871175.0,2871175.0,-31.0,0.0,0.0,468.92,4956.0,4956.0,,,,0.0,0.0,0.0
2009-08-01,271033.201,2847100.0,2847100.0,-31.0,0.0,0.0,672.799,7068.0,7068.0,,,,0.0,0.0,0.0
2009-09-01,121634.666,1421531.0,1421531.0,-3.0,0.0,0.0,771.3340000000001,9015.0,9015.0,,,,,,
2009-10-01,287779.222,2580648.0,2580648.0,-31.0,0.0,0.0,1167.778,10472.0,10472.0,,,,,,
2009-11-01,211321.969,1946675.0,1946675.0,-30.0,0.0,0.0,1372.0310000000002,12639.0,12639.0,,,,,,
2009-12-01,313355.8,2963375.0,2963375.0,-31.0,0.0,0.0,1320.2,12485.0,12485.0,,,,,,
2010-01-01,312195.085,2957500.0,2957500.0,-31.0,0.0,0.0,1389.915,13167.0,13167.0,,,,,,
2010-02-01,337428.012,3108625.0,3108625.0,-28.0,0.0,0.0,519.988,4791.0,4791.0,,,,,,
2010-03-01,249613.223,2325550.0,2325550.0,-31.0,0.0,0.0,1370.777,12771.0,12771.0,,,,,,
2010-04-01,126863.289,1219250.0,1219250.0,-30.0,0.0,0.0,230.711,2217.0,2217.0,,,,,,
2010-05-01,271789.818,2615875.0,2615875.0,-31.0,0.0,0.0,1001.182,9636.0,9636.0,,,,,,
2010-06-01,335008.162,3238100.0,3238100.0,-30.0,0.0,0.0,645.8380000000001,6243.0,6243.0,,,,,,
2010-07-01,365971.878,3656300.0,3656300.0,3.0,512.0,512.0,933.1220000000001,9323.0,9323.0,,,,,,
2010-08-01,275816.561,2865706.0,2865706.0,174.0,3091.0,3091.0,936.4390000000001,9730.0,9730.0,,,,,,
2010-09-01,55107.761,610425.0,610425.0,-30.0,0.0,0.0,752.239,8333.0,8333.0,,,,,,
2010-10-01,-4506.942,0.0,0.0,-31.0,0.0,0.0,-17.058,0.0,0.0,,,,,,
2010-11-01,140223.674,1404750.0,1404750.0,-30.0,0.0,0.0,1185.326,11875.0,11875.0,,,,,,
2010-12-01,334947.544,3290075.0,3290075.0,-31.0,0.0,0.0,513.456,5044.0,5044.0,,,,,,
2011-01-01,310350.65,3031900.0,3031900.0,-31.0,0.0,0.0,405.353,3960.0,3960.0,,,,,,
2011-02-01,103505.27,1067750.0,1067750.0,-28.0,0.0,0.0,220.727,2277.0,2277.0,,,,,,
2011-03-01,-4648.131,0.0,0.0,-31.0,0.0,0.0,-15.869,0.0,0.0,,,,,,
2011-04-01,-4134.883,0.0,0.0,-40.0,0.0,0.0,-14.117,0.0,0.0,,,,,,
2011-05-01,-4007.319,0.0,0.0,73.0,2360.0,2360.0,-13.681,0.0,0.0,,,,,,
2011-06-01,270167.69,2713175.0,2713175.0,17.0,488.0,488.0,2077.309,20862.0,20862.0,,,,,,
2011-07-01,327620.11,3349875.0,3349875.0,-18.0,0.0,0.0,1885.891,19283.0,19283.0,,,,,,
2011-08-01,333064.03,3275900.0,3275900.0,-16.0,0.0,0.0,1260.975,12403.0,12403.0,,,,,,
2011-09-01,335866.76,3215375.0,3215375.0,-18.0,0.0,0.0,364.24,3487.0,3487.0,,,,,,
2011-10-01,381809.41,3565525.0,3565525.0,-24.0,0.0,0.0,384.591,3592.0,3592.0,,,,,,
2011-11-01,283257.41,2620075.0,2620075.0,-28.0,0.0,0.0,1213.594,11226.0,11226.0,,,,,,
2011-12-01,184403.2,1784525.0,1784525.0,-39.0,0.0,0.0,1141.796,11050.0,11050.0,,,,,,
2012-01-01,285973.68,2776450.0,2776450.0,-41.0,0.0,0.0,1046.323,10159.0,10159.0,,,,,,
2012-02-01,238684.46,2298775.0,2298775.0,-39.0,0.0,0.0,735.54,7084.0,7084.0,,,,,,
2012-03-01,84647.63,829900.0,829900.0,-33.0,0.0,0.0,256.37,2514.0,2514.0,,,,,,
2012-04-01,-4186.308,0.0,0.0,-30.0,0.0,0.0,-14.692,0.0,0.0,,,,,,
2012-05-01,187909.06,1750700.0,1750700.0,-19.0,0.0,0.0,626.936,5841.0,5841.0,,,,,,
2012-06-01,120354.32,1160925.0,1160925.0,-15.0,0.0,0.0,805.68,7772.0,7772.0,,,,,,
2012-07-01,359873.2,3406400.0,3406400.0,-17.0,0.0,0.0,1177.797,11149.0,11149.0,,,,,,
2012-08-01,265571.96,2562225.0,2562225.0,15.0,517.0,517.0,883.037,8520.0,8520.0,,,,,,
2012-09-01,246096.25,2423675.0,2423675.0,-18.0,0.0,0.0,656.751,6468.0,6468.0,,,,,,
2012-10-01,310006.19,2973000.0,2973000.0,-26.0,0.0,0.0,1129.807,10835.0,10835.0,,,,,,
2012-11-01,348524.6,3337150.0,3337150.0,-33.0,0.0,0.0,1207.405,11561.0,11561.0,,,,,,
2012-12-01,191248.82,1997200.0,1997200.0,-38.0,0.0,0.0,1672.182,17463.0,17463.0,,,,,,
2013-01-01,316923.01,3251450.0,3251450.0,-49.0,0.0,0.0,1098.989,11275.0,11275.0,,,,0.0,0.0,0.0
2013-02-01,274409.29,2671525.0,2671525.0,-47.0,0.0,0.0,771.708,7513.0,7513.0,,,,0.0,0.0,0.0
2013-03-01,150704.31,1513825.0,1513825.0,-46.0,0.0,0.0,1568.691,15758.0,15758.0,,,,0.0,0.0,0.0
2013-04-01,181059.26,1695550.0,1695550.0,-39.0,0.0,0.0,1549.736,14513.0,14513.0,,,,0.0,0.0,0.0
2013-05-01,250642.45,2354275.0,2354275.0,149.0,2823.0,2823.0,1548.547,14545.0,14545.0,,,,0.0,0.0,0.0
2013-06-01,202431.4,1969825.0,1969825.0,-18.0,0.0,0.0,1562.112,15201.0,15201.0,,,,8853.488,86152.0,86152.0
2013-07-01,256753.86,2553925.0,2553925.0,314.0,5291.0,5291.0,1234.144,12276.0,12276.0,,,,0.0,0.0,0.0
2013-08-01,233415.29,2264025.0,2264025.0,-16.0,0.0,0.0,940.146,9119.0,9119.0,,,,16631.561,161319.0,161319.0
2013-09-01,260695.36,2503475.0,2503475.0,330.0,5704.0,5704.0,493.124,4736.0,4736.0,,,,15744.52,151196.0,151196.0
2013-10-01,164790.57,1548450.0,1548450.0,-24.0,0.0,0.0,1300.594,12221.0,12221.0,,,,21454.841,201600.0,201600.0
2013-11-01,251850.36,2507075.0,2507075.0,-35.0,0.0,0.0,1136.507,11314.0,11314.0,,,,11065.132,110149.0,110149.0
2013-12-01,245288.32,2388250.0,2388250.0,-47.0,11.0,11.0,424.793,4136.0,4136.0,,,,16066.891,156435.0,156435.0
2014-01-01,293685.52,2933575.0,2933575.0,28.0,396.0,396.0,1534.013,15323.0,15323.0,,,,13346.467,133316.0,133316.0
2014-02-01,198821.29,2031550.0,2031550.0,0.0,0.0,0.0,2003.431,20471.0,20471.0,,,,14780.284,151025.0,151025.0
2014-03-01,235509.75,2197700.0,2197700.0,0.0,391.0,391.0,670.726,6259.0,6259.0,,,,43691.522,407715.0,407715.0
2014-04-01,-1939.224,54950.0,54950.0,0.0,0.0,0.0,-0.776,22.0,22.0,,,,0.0,0.0,0.0
2014-05-01,16766.378,217800.0,217800.0,0.0,154.0,154.0,626.622,8140.0,8140.0,,,,0.0,0.0,0.0
2014-06-01,182334.49,1790925.0,1790925.0,0.0,143.0,143.0,862.893,8476.0,8476.0,,,,12312.62,120937.0,120937.0
2014-07-01,263966.17,2694600.0,2694600.0,16.0,495.0,495.0,865.83,8839.0,8839.0,,,,0.0,0.0,0.0
2014-08-01,104468.82,1085550.0,1085550.0,12.0,2937.0,2937.0,2162.179,22468.0,22468.0,,,,0.0,0.0,0.0
2014-09-01,59517.089,615206.0,615206.0,0.0,0.0,0.0,87.911,909.0,909.0,,,,0.0,0.0,0.0
2014-10-01,119183.18,1122864.0,1122864.0,-38.0,216.0,216.0,1096.825,10334.0,10334.0,,,,0.0,0.0,0.0
2014-11-01,323529.67,3240025.0,3240025.0,-68.0,209.0,209.0,528.328,5291.0,5291.0,,,,0.0,0.0,0.0
2014-12-01,255510.75,2600294.0,2600294.0,0.0,0.0,0.0,1184.249,12052.0,12052.0,,,,0.0,0.0,0.0
2015-01-01,161735.39,1590325.0,1590325.0,0.0,198.0,198.0,1909.613,18777.0,18777.0,,,,0.0,0.0,0.0
2015-02-01,294426.09,2858625.0,2858625.0,0.0,39.0,39.0,1251.913,12155.0,12155.0,,,,0.0,0.0,0.0
2015-03-01,201537.1,1802050.0,1802050.0,0.0,27.0,27.0,1453.919,13000.0,13000.0,,,,67595.982,604412.0,604412.0
2015-04-01,201787.79,1954750.0,1954750.0,-38.0,259.0,259.0,413.899,4010.0,4010.0,,,,42427.309,411000.0,411000.0
2015-05-01,81377.392,825050.0,825050.0,-26.0,33.0,33.0,1792.254,18171.0,18171.0,,,,38548.354,390825.0,390825.0
2015-06-01,221329.19,2202475.0,2202475.0,10.0,465.0,465.0,1540.81,15333.0,15333.0,,,,0.0,0.0,0.0
2015-07-01,263222.24,2665171.0,2665171.0,5.0,349.0,349.0,1047.763,10609.0,10609.0,,,,0.0,0.0,0.0
2015-08-01,303074.92,3037155.0,3037155.0,13.0,355.0,355.0,1234.082,12367.0,12367.0,,,,0.0,0.0,0.0
2015-09-01,345183.38,3360302.0,3360302.0,-10.0,229.0,229.0,1014.618,9877.0,9877.0,,,,0.0,0.0,0.0
2015-10-01,303720.57,2908277.0,2908277.0,-5.0,333.0,333.0,799.427,7655.0,7655.0,,,,0.0,0.0,0.0
2015-11-01,165471.64,1562483.0,1562483.0,-19.0,202.0,202.0,1026.359,9692.0,9692.0,,,,0.0,0.0,0.0
2015-12-01,47916.227,494205.0,494205.0,-4.0,672.0,672.0,842.773,8692.0,8692.0,,,,0.0,0.0,0.0
2016-01-01,301660.82,2996845.0,2996845.0,-51.0,220.0,220.0,1447.181,14377.0,14377.0,,,,0.0,0.0,0.0
2016-02-01,137716.56,1467610.0,1467610.0,-45.0,218.0,218.0,1117.439,11908.0,11908.0,,,,0.0,0.0,0.0
2016-03-01,-4255.303,0.0,0.0,7.0,253.0,253.0,-23.739,0.0,0.0,,,,-244.958,0.0,0.0
2016-04-01,-814.653,22655.0,22655.0,-24.0,202.0,202.0,-142.347,3959.0,3959.0,,,,0.0,0.0,0.0
2016-05-01,-4335.254,0.0,0.0,-23.0,0.0,0.0,-24.185,0.0,0.0,,,,-249.561,0.0,0.0
2016-06-01,50271.884,558966.0,558966.0,-14.0,0.0,0.0,2349.116,26120.0,26120.0,,,,0.0,0.0,0.0
2016-07-01,229896.22,2290646.0,2290646.0,33.0,846.0,846.0,1292.776,12881.0,12881.0,,,,0.0,0.0,0.0
2016-08-01,185521.38,1881907.0,1881907.0,-22.0,0.0,0.0,1591.621,16145.0,16145.0,,,,0.0,0.0,0.0
2016-09-01,68005.88,742878.0,742878.0,-21.0,0.0,0.0,1676.12,18310.0,18310.0,,,,0.0,0.0,0.0
2016-10-01,7389.019,111141.0,111141.0,-20.0,207.0,207.0,321.981,4843.0,4843.0,,,,0.0,0.0,0.0
2016-11-01,-4468.82,0.0,0.0,-22.0,0.0,0.0,-24.93,0.0,0.0,,,,-257.25,0.0,0.0
2016-12-01,124384.98,1238591.0,1238591.0,-43.0,600.0,600.0,739.024,7359.0,7359.0,,,,0.0,0.0,0.0
2017-01-01,36857.169,395598.0,395598.0,0.0,0.0,0.0,691.831,7426.0,7426.0,,,,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-03-01,68109.073,689100.0,689100.0,-233.0,231.0,231.0,1064.927,10775.0,10775.0,,,,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-05-01,41862.101,465279.0,465279.0,0.0,0.0,0.0,1015.899,11291.0,11291.0,,,,0.0,0.0,0.0
2017-06-01,65323.231,705880.0,705880.0,0.0,0.0,0.0,791.769,8556.0,8556.0,,,,0.0,0.0,0.0
2017-07-01,40207.26,446202.0,446202.0,-101.0,380.0,380.0,536.74,5957.0,5957.0,,,,0.0,0.0,0.0
2017-08-01,25161.666,316013.0,316013.0,0.0,578.0,578.0,1447.334,18178.0,18178.0,,,,0.0,0.0,0.0
2017-09-01,99877.248,1041580.0,1041580.0,0.0,1881.0,1881.0,726.752,7579.0,7579.0,,,,0.0,0.0,0.0
2017-10-01,17433.958,214209.0,214209.0,0.0,0.0,0.0,427.042,5247.0,5247.0,,,,0.0,0.0,0.0
2017-11-01,67525.265,717437.0,717437.0,-260.0,0.0,0.0,651.735,6925.0,6925.0,,,,0.0,0.0,0.0
2017-12-01,66027.88,668082.0,668082.0,-41.0,649.0,649.0,544.12,5506.0,5506.0,,,,0.0,0.0,0.0
2018-01-01,228609.94,2305747.0,2305747.0,-100.0,0.0,0.0,1801.063,18165.0,18165.0,,,,0.0,0.0,0.0
2018-02-01,-3119.504,0.0,0.0,-48.0,0.0,0.0,-47.496,0.0,0.0,,,,0.0,0.0,0.0
2018-03-01,48214.548,566430.0,566430.0,-50.0,0.0,0.0,956.452,11237.0,11237.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,98488.815,1087084.0,1087084.0,-3.0,220.0,220.0,1261.185,13921.0,13921.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,44927.313,527482.0,527482.0,-34.0,0.0,0.0,1281.687,15048.0,15048.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,81342.518,909122.0,909122.0,17.0,528.0,528.0,1746.482,19520.0,19520.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,62040.381,673855.0,673855.0,-14.0,0.0,0.0,565.619,6144.0,6144.0,,,,0.0,0.0,0.0
2018-08-01,78020.018,899371.0,899371.0,-23.0,0.0,0.0,1282.982,14790.0,14790.0,,,,0.0,0.0,0.0
2018-09-01,100277.42,1106329.0,1106329.0,-22.0,0.0,0.0,981.583,10830.0,10830.0,,,,0.0,0.0,0.0
2018-10-01,46556.181,537937.0,537937.0,5.0,605.0,605.0,816.819,9438.0,9438.0,,,,0.0,0.0,0.0
