measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2008-05-01,2271.3740000000003,35917.0,35917.0,,,
2008-06-01,2439.8990000000003,38581.0,38581.0,,,
2008-07-01,2567.585,40600.0,40600.0,,,
2008-08-01,2641.239,41765.0,41765.0,,,
2008-09-01,2400.476,37958.0,37958.0,,,
2008-10-01,2559.822,40477.0,40477.0,,,
2008-11-01,2646.822,41853.0,41853.0,,,
2008-12-01,2709.75,42848.0,42848.0,,,
2009-01-01,1999.685,25116.0,25116.0,,,
2009-02-01,2417.494,30365.0,30365.0,,,
2009-03-01,2623.904,32957.0,32957.0,,,
2009-04-01,2382.376,29924.0,29924.0,,,
2009-05-01,2509.937,31526.0,31526.0,,,
2009-06-01,2671.356,33553.0,33553.0,,,
2009-07-01,2748.541,34523.0,34523.0,,,
2009-08-01,2439.434,30640.0,30640.0,,,
2009-09-01,2562.672,32188.0,32188.0,,,
2009-10-01,2631.2160000000003,33049.0,33049.0,,,
2009-11-01,2523.455,31695.0,31695.0,,,
2009-12-01,2636.93,33121.0,33121.0,,,
2010-01-01,2468.105,29474.0,29474.0,,,
2010-02-01,2182.895,26068.0,26068.0,,,
2010-03-01,2122.582,25347.0,25347.0,,,
2010-04-01,2196.735,26233.0,26233.0,,,
2010-05-01,2242.91,26784.0,26784.0,,,
2010-06-01,2527.26,30180.0,30180.0,,,
2010-07-01,2641.005,31539.0,31539.0,,,
2010-08-01,2656.8650000000002,31728.0,31728.0,,,
2010-09-01,2505.981,29926.0,29926.0,,,
2010-10-01,2392.856,28575.0,28575.0,,,
2010-11-01,2529.9590000000003,30212.0,30212.0,,,
2010-12-01,2349.847,28062.0,28062.0,,,
2011-01-01,2291.668,28518.0,28518.0,,,
2011-02-01,2283.042,28411.0,28411.0,,,
2011-03-01,2421.713,30136.0,30136.0,,,
2011-04-01,2297.132,28586.0,28586.0,,,
2011-05-01,2419.402,30108.0,30108.0,,,
2011-06-01,2349.551,29238.0,29238.0,,,
2011-07-01,2480.901,30873.0,30873.0,,,
2011-08-01,2532.186,31511.0,31511.0,,,
2011-09-01,2416.106,30067.0,30067.0,,,
2011-10-01,2301.952,28646.0,28646.0,,,
2011-11-01,2276.588,28331.0,28331.0,,,
2011-12-01,2292.759,28531.0,28531.0,,,
2012-01-01,2437.183,31335.0,31335.0,,,
2012-02-01,2399.591,30852.0,30852.0,,,
2012-03-01,2301.109,29586.0,29586.0,,,
2012-04-01,2161.937,27797.0,27797.0,,,
2012-05-01,2242.29,28830.0,28830.0,,,
2012-06-01,1945.652,25016.0,25016.0,,,
2012-07-01,2096.027,26949.0,26949.0,,,
2012-08-01,2423.772,31163.0,31163.0,,,
2012-09-01,2384.774,30662.0,30662.0,,,
2012-10-01,2393.691,30776.0,30776.0,,,
2012-11-01,2617.715,33657.0,33657.0,,,
2012-12-01,2623.259,33728.0,33728.0,,,
2013-01-01,2246.692,26301.0,26301.0,,,
2013-02-01,2024.027,23694.0,23694.0,,,
2013-03-01,2174.448,25455.0,25455.0,,,
2013-04-01,1973.502,23103.0,23103.0,,,
2013-05-01,2189.043,25626.0,25626.0,,,
2013-06-01,2131.73,24955.0,24955.0,,,
2013-07-01,2192.251,25663.0,25663.0,,,
2013-08-01,2422.275,28356.0,28356.0,,,
2013-09-01,2209.608,25867.0,25867.0,,,
2013-10-01,2412.29,28239.0,28239.0,,,
2013-11-01,2398.724,28080.0,28080.0,,,
2013-12-01,2504.41,29318.0,29318.0,,,
2014-01-01,2258.362,28540.0,28540.0,,,
2014-02-01,1971.057,24909.0,24909.0,,,
2014-03-01,2059.895,26032.0,26032.0,,,
2014-04-01,1808.988,22861.0,22861.0,,,
2014-05-01,1863.912,23555.0,23555.0,,,
2014-06-01,1976.954,24984.0,24984.0,,,
2014-07-01,1977.494,24990.0,24990.0,,,
2014-08-01,1938.191,24494.0,24494.0,,,
2014-09-01,1953.592,24689.0,24689.0,,,
2014-10-01,1963.398,24812.0,24812.0,,,
2014-11-01,1685.852,21305.0,21305.0,,,
2014-12-01,1797.305,22713.0,22713.0,,,
2015-01-01,2310.885,29015.0,29015.0,3.115,39.0,39.0
2015-02-01,2149.647,26990.0,26990.0,2.306,29.0,29.0
2015-03-01,2240.406,28129.0,28129.0,2.702,34.0,34.0
2015-04-01,1978.338,24839.0,24839.0,2.593,32.0,32.0
2015-05-01,2160.77,27129.0,27129.0,2.531,31.0,31.0
2015-06-01,2428.493,30491.0,30491.0,3.56,45.0,45.0
2015-07-01,2475.058,31076.0,31076.0,4.015,50.0,50.0
2015-08-01,2384.163,29934.0,29934.0,4.235,53.0,53.0
2015-09-01,2333.482,29298.0,29298.0,4.205,53.0,53.0
2015-10-01,2246.651,28208.0,28208.0,4.051,51.0,51.0
2015-11-01,2081.907,26139.0,26139.0,2.987,37.0,37.0
2015-12-01,2371.705,29778.0,29778.0,3.195,40.0,40.0
2016-01-01,2534.678,28938.0,28938.0,4.1,47.0,47.0
2016-02-01,2397.51,27372.0,27372.0,3.254,37.0,37.0
2016-03-01,2206.935,25196.0,25196.0,2.531,29.0,29.0
2016-04-01,2181.128,24901.0,24901.0,2.42,28.0,28.0
2016-05-01,2557.238,29195.0,29195.0,2.612,30.0,30.0
2016-06-01,2522.542,28799.0,28799.0,3.974,45.0,45.0
2016-07-01,2436.036,27812.0,27812.0,4.688,54.0,54.0
2016-08-01,2356.631,26905.0,26905.0,5.185,59.0,59.0
2016-09-01,2489.456,28422.0,28422.0,4.292,49.0,49.0
2016-10-01,2423.732,27671.0,27671.0,4.234,48.0,48.0
2016-11-01,2472.736,28231.0,28231.0,3.256,37.0,37.0
2016-12-01,2453.145,28007.0,28007.0,3.687,42.0,42.0
2017-01-01,2557.69,25355.0,25355.0,0.0,0.0,0.0
2017-02-01,2313.815,22937.0,22937.0,0.0,0.0,0.0
2017-03-01,2591.086,25686.0,25686.0,0.0,0.0,0.0
2017-04-01,2329.127,23089.0,23089.0,0.0,0.0,0.0
2017-05-01,2538.541,25165.0,25165.0,0.0,0.0,0.0
2017-06-01,2598.016,25755.0,25755.0,0.0,0.0,0.0
2017-07-01,2576.017,25536.0,25536.0,0.0,0.0,0.0
2017-08-01,2583.98,25615.0,25615.0,0.0,0.0,0.0
2017-09-01,2423.102,24021.0,24021.0,0.0,0.0,0.0
2017-10-01,2044.39,20266.0,20266.0,0.0,0.0,0.0
2017-11-01,2440.539,24193.0,24193.0,0.0,0.0,0.0
2017-12-01,2687.697,26644.0,26644.0,0.0,0.0,0.0
2018-01-01,2524.284,26494.0,26494.0,0.0,0.0,0.0
2018-02-01,2359.007,24759.0,24759.0,0.0,0.0,0.0
2018-03-01,2342.612,24588.0,24588.0,0.0,0.0,0.0
2018-04-01,2225.294,23356.0,23356.0,0.0,0.0,0.0
2018-05-01,2276.37,23892.0,23892.0,0.0,0.0,0.0
2018-06-01,2278.981,23920.0,23920.0,0.0,0.0,0.0
2018-07-01,2446.316,25676.0,25676.0,0.0,0.0,0.0
2018-08-01,2549.251,26756.0,26756.0,0.0,0.0,0.0
2018-09-01,2464.122,25863.0,25863.0,0.0,0.0,0.0
2018-10-01,2483.264,26064.0,26064.0,0.0,0.0,0.0
2018-11-01,2434.845,25556.0,25556.0,0.0,0.0,0.0
2018-12-01,2589.654,27180.0,27180.0,0.0,0.0,0.0
2019-01-01,2345.463,23867.0,23867.0,0.0,0.0,0.0
2019-02-01,2146.12,21839.0,21839.0,0.0,0.0,0.0
2019-03-01,2377.791,24197.0,24197.0,0.0,0.0,0.0
2019-04-01,2205.963,22448.0,22448.0,0.0,0.0,0.0
2019-05-01,2052.398,20885.0,20885.0,0.0,0.0,0.0
2019-06-01,2085.07,21218.0,21218.0,0.0,0.0,0.0
2019-07-01,2300.75,23413.0,23413.0,0.0,0.0,0.0
2019-08-01,2400.29,24425.0,24425.0,0.0,0.0,0.0
2019-09-01,2209.812,22487.0,22487.0,0.0,0.0,0.0
2019-10-01,1967.493,20022.0,20022.0,0.0,0.0,0.0
2019-11-01,2139.827,21775.0,21775.0,0.0,0.0,0.0
2019-12-01,2309.023,23497.0,23497.0,0.0,0.0,0.0
2020-01-01,1925.095,22611.0,22611.0,2.294,27.0,27.0
2020-02-01,1731.655,20340.0,20340.0,2.025,23.0,23.0
2020-03-01,1824.657,21432.0,21432.0,2.247,27.0,27.0
2020-04-01,1707.713,20059.0,20059.0,1.589,19.0,19.0
2020-05-01,1814.068,21308.0,21308.0,1.494,18.0,18.0
2020-06-01,1671.985,19639.0,19639.0,2.102,24.0,24.0
2020-07-01,1877.837,22057.0,22057.0,2.941,35.0,35.0
2020-08-01,1792.875,21059.0,21059.0,3.657,43.0,43.0
2020-09-01,1778.326,20888.0,20888.0,3.185,37.0,37.0
2020-10-01,1711.474,20103.0,20103.0,3.308,39.0,39.0
2020-11-01,1723.01,20239.0,20239.0,2.642,31.0,31.0
2020-12-01,1538.893,18076.0,18076.0,2.928,34.0,34.0
2021-01-01,1511.475,12827.0,12827.0,52.368,443.0,443.0
2021-02-01,1403.865,11914.0,11914.0,44.41,377.0,377.0
2021-03-01,1567.804,13305.0,13305.0,47.749,405.0,405.0
2021-04-01,1300.878,11040.0,11040.0,42.369,360.0,360.0
2021-05-01,1408.093,11950.0,11950.0,44.281,376.0,376.0
2021-06-01,1446.787,12278.0,12278.0,60.552,514.0,514.0
2021-07-01,1405.973,11932.0,11932.0,83.561,710.0,710.0
2021-08-01,1396.963,11855.0,11855.0,76.294,648.0,648.0
2021-09-01,1417.719,12031.0,12031.0,64.917,551.0,551.0
2021-10-01,1388.872,11787.0,11787.0,61.886,525.0,525.0
2021-11-01,1368.39,11613.0,11613.0,56.876,483.0,483.0
2021-12-01,1371.214,11637.0,11637.0,58.704,498.0,498.0
2022-01-01,131.141,1177.0,1177.0,19.9,178.0,178.0
2022-02-01,116.138,1043.0,1043.0,16.522,149.0,149.0
2022-03-01,125.31,1126.0,1126.0,15.288,138.0,138.0
2022-04-01,97.524,876.0,876.0,15.66,141.0,141.0
2022-05-01,100.668,904.0,904.0,14.37,129.0,129.0
2022-06-01,111.801,1004.0,1004.0,19.545,176.0,176.0
2022-07-01,120.206,1080.0,1080.0,26.11,234.0,234.0
2022-08-01,126.454,1136.0,1136.0,31.505,283.0,283.0
2022-09-01,122.575,1101.0,1101.0,28.874,260.0,260.0
2022-10-01,123.388,1108.0,1108.0,26.516,238.0,238.0
2022-11-01,104.78,941.0,941.0,24.351,219.0,219.0
2022-12-01,119.459,1073.0,1073.0,26.915,242.0,242.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
