measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Generation,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Total Fuel Consumed,Residual Fuel Oil - Combined Cycle Steam Part - Residual Fuel Oil - Generation,Residual Fuel Oil - Combined Cycle Steam Part - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combined Cycle Steam Part - Residual Fuel Oil - Total Fuel Consumed,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2018-06-01,,,,,,,22.433,122.0,265.0,0.665,4.0,6.0,0.0,0.0,0.0,,,,,,,8735.294,47520.0,103002.0,3686.0,20259.0,137770.0,,,,,,,0.0,0.0,0.0,,,
2018-07-01,,,,,,,20.655,112.0,242.0,0.612,3.0,6.0,0.0,0.0,0.0,,,,,,,12388.994,67397.0,146085.0,4310.68,23692.0,167377.0,,,,,,,0.0,0.0,0.0,,,
2018-08-01,,,,,,,17.791,97.0,207.0,0.527,3.0,6.0,0.0,0.0,0.0,,,,,,,12923.968,70307.0,152393.0,4829.63,26544.0,185230.0,,,,,,,0.0,0.0,0.0,,,
2018-09-01,,,,,,,20.429,111.0,242.0,0.605,3.0,6.0,0.0,0.0,0.0,,,,,,,9647.635,52484.0,113761.0,4080.79,22429.0,165789.0,,,,,,,0.0,0.0,0.0,,,
2018-10-01,,,,,,,22.115,120.0,259.0,0.655,4.0,6.0,0.0,0.0,0.0,,,,,,,8036.557,43719.0,94763.0,1043.72,5736.0,97421.0,,,,,,,0.0,0.0,0.0,,,
2018-11-01,,,,,,,23.22,126.0,276.0,0.688,4.0,6.0,1.007,6.0,86.0,,,,,,,6922.272,37658.0,81624.0,1721.713,9463.0,147648.0,,,,,,,0.0,0.0,0.0,,,
2018-12-01,,,,,,,42.886,233.0,506.0,1.271,7.0,17.0,0.0,0.0,0.0,,,,,,,6858.517,37311.0,80873.0,2069.01,11372.0,142352.0,,,,,,,0.0,0.0,0.0,,,
2019-01-01,,,,,,,2133.107,11604.0,33552.0,35.675,194.0,414.0,130.841,719.0,28948.0,,,,,,,9480.316,51573.0,149109.0,604.419,3322.0,133724.0,,,,,,,0.0,0.0,0.0,,,
2019-02-01,,,,,,,441.316,2401.0,6941.0,7.381,40.0,86.0,0.0,0.0,9979.0,,,,,,,9062.407,49300.0,142534.0,0.0,0.0,169085.0,,,,,,,0.0,0.0,0.0,,,
2019-03-01,,,,,,,7.279,40.0,115.0,0.122,0.0,0.0,243.83,1340.0,2964.0,,,,,,,8436.648,45896.0,132692.0,16617.68,91333.0,201993.0,,,,,,,,,,0.0,0.0,0.0
2019-04-01,,,,,,,3.655,20.0,58.0,0.061,0.0,0.0,0.017,0.0,6.0,,,,,,,7423.607,40385.0,116759.0,353.063,1940.0,116971.0,,,,,,,0.0,0.0,0.0,,,
2019-05-01,,,,,,,5.803,32.0,92.0,0.097,0.0,0.0,0.0,0.0,0.0,,,,,,,7196.682,39150.0,113190.0,1386.13,7618.0,169452.0,,,,,,,0.0,0.0,0.0,,,
2019-06-01,,,,,,,3.84,21.0,58.0,0.064,0.0,0.0,0.0,0.0,0.0,,,,,,,9587.153,52155.0,150788.0,3032.22,16665.0,169247.0,,,,,,,0.0,0.0,0.0,,,
2019-07-01,,,,,,,1.846,10.0,29.0,0.031,0.0,0.0,0.0,0.0,0.0,,,,,,,16315.575,88758.0,256613.0,4333.96,23820.0,223294.0,,,,,,,0.0,0.0,0.0,,,
2019-08-01,,,,,,,3.507,19.0,58.0,0.059,0.0,0.0,0.0,0.0,0.0,,,,,,,14263.214,77593.0,224334.0,4141.9,22764.0,181425.0,,,,,,,0.0,0.0,0.0,,,
2019-09-01,,,,,,,15.405,84.0,242.0,0.258,1.0,6.0,0.0,0.0,0.0,,,,,,,10189.543,55432.0,160262.0,2973.05,16340.0,181847.0,,,,,,,0.0,0.0,0.0,,,
2019-10-01,,,,,,,4.069,22.0,63.0,0.068,0.0,0.0,0.0,0.0,1531.0,,,,,,,8591.763,46740.0,135132.0,0.0,0.0,58501.0,,,,,,,0.0,0.0,0.0,,,
2019-11-01,,,,,,,8.021,44.0,127.0,0.134,0.0,0.0,34.947,192.0,2653.0,,,,,,,9071.753,49351.0,142681.0,1084.433,5960.0,82326.0,,,,,,,0.0,0.0,0.0,,,
2019-12-01,,,,,,,301.958,1643.0,4748.0,5.05,27.0,58.0,0.0,0.0,0.0,,,,,,,10120.093,55054.0,159170.0,3630.71,19955.0,198236.0,,,,,,,0.0,0.0,0.0,,,
2020-01-01,,,,,,,421.367,2292.0,7079.0,4.974,27.0,63.0,122.404,673.0,6095.0,,,,,,,9785.338,53233.0,164520.0,3346.316,18392.0,166615.0,,,,,,,0.0,0.0,0.0,,,
2020-02-01,,,,,,,315.938,1719.0,5312.0,3.73,20.0,40.0,0.0,0.0,0.0,,,,,,,9193.835,50015.0,154574.0,3261.14,17924.0,194617.0,,,,,,,0.0,0.0,0.0,,,
2020-03-01,,,,,,,267.548,1455.0,4500.0,3.158,17.0,35.0,0.0,0.0,0.0,,,,,,,9000.364,48962.0,151321.0,2437.61,13397.0,221874.0,,,,,,,0.0,0.0,0.0,,,
2020-04-01,,,,,,,190.102,1034.0,3194.0,2.244,12.0,23.0,0.0,0.0,0.0,,,,,,,6422.255,34937.0,107975.0,1701.38,9351.0,139582.0,,,,,,,0.0,0.0,0.0,,,
2020-05-01,,,,,,,401.932,2187.0,6756.0,4.745,26.0,52.0,945.316,5196.0,44279.0,,,,,,,7504.355,40824.0,126169.0,2247.924,12355.0,105294.0,,,,,,,0.0,0.0,0.0,,,
2020-06-01,,,,,,,166.626,906.0,2803.0,1.967,11.0,23.0,124.777,686.0,4915.0,,,,,,,11937.615,64941.0,200704.0,4635.013,25475.0,182566.0,,,,,,,0.0,0.0,0.0,,,
2020-07-01,,,,,,,277.108,1507.0,4662.0,3.271,18.0,40.0,0.0,0.0,0.0,,,,,,,17188.995,93509.0,288994.0,5673.53,31182.0,225984.0,,,,,,,0.0,0.0,0.0,,,
2020-08-01,,,,,,,112.145,610.0,1888.0,1.324,7.0,17.0,0.0,0.0,0.0,,,,,,,15310.679,83291.0,257414.0,5466.92,30047.0,212372.0,,,,,,,0.0,0.0,0.0,,,
2020-09-01,,,,,,,291.45,1586.0,4898.0,3.441,19.0,40.0,0.0,0.0,0.0,,,,,,,12014.049,65357.0,201989.0,5387.38,29610.0,219465.0,,,,,,,0.0,0.0,0.0,,,
2020-10-01,,,,,,,166.623,906.0,2803.0,1.967,11.0,23.0,0.708,4.0,40.0,,,,,,,8997.331,48946.0,151269.0,1476.602,8116.0,84034.0,,,,,,,0.0,0.0,0.0,,,
2020-11-01,,,,,,,403.26,2194.0,6779.0,4.76,26.0,52.0,67.01,368.0,3286.0,,,,,,,9274.884,50456.0,155937.0,4656.89,25595.0,228369.0,,,,,,,0.0,0.0,0.0,,,
2020-12-01,,,,,,,472.566,2571.0,7948.0,5.579,30.0,63.0,0.0,0.0,0.0,,,,,,,9453.355,51427.0,158937.0,5427.15,29828.0,139028.0,,,,,,,0.0,0.0,0.0,,,
2022-01-01,2580.541,14183.0,31894.0,0.0,0.0,84604.0,,,,22.908,125.0,368.0,,,,10775.389,59223.0,133178.0,0.0,0.0,182088.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-02-01,4.53,25.0,58.0,0.181,1.0,69.0,,,,2.585,14.0,40.0,,,,15278.79,83974.0,194090.0,669.119,3678.0,274422.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-03-01,0.0,0.0,0.0,8.225,45.0,984.0,,,,0.184,1.0,6.0,,,,12158.95,66827.0,157058.0,3385.805,18609.0,248065.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.114,0.0,0.0,,,,4061.39,22322.0,50346.0,3964.39,21789.0,123717.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-05-01,0.0,0.0,0.0,0.054,0.0,6.0,,,,0.335,2.0,6.0,,,,9947.35,54672.0,126843.0,2630.586,14458.0,151155.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-06-01,0.0,0.0,0.0,0.087,0.0,6.0,,,,0.04,0.0,0.0,,,,10642.84,58494.0,135379.0,5510.483,30286.0,228210.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-07-01,0.0,0.0,0.0,3.576,20.0,230.0,,,,0.055,0.0,0.0,,,,10573.0,58111.0,137570.0,6423.644,35305.0,275951.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-08-01,0.0,0.0,0.0,5.649,31.0,397.0,,,,0.037,0.0,0.0,,,,11646.79,64012.0,152466.0,5637.811,30986.0,243822.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.059,0.0,0.0,,,,13457.78,73966.0,181804.0,5011.02,27541.0,255402.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-10-01,6.613,36.0,86.0,0.872,5.0,98.0,,,,0.139,0.0,0.0,,,,6011.267,33039.0,78475.0,746.028,4100.0,79072.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-11-01,321.513,1767.0,4184.0,122.265,672.0,7234.0,,,,0.424,2.0,6.0,,,,11178.807,61440.0,145471.0,3459.945,19016.0,177642.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2022-12-01,8.261,45.0,104.0,154.825,851.0,13622.0,,,,14.28,78.0,230.0,,,,12954.819,71201.0,162445.0,4786.355,26306.0,261878.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-01-01,289.291,1590.0,1807.0,253.305,1392.0,8563.0,,,,0.795,4.0,12.0,,,,16039.689,88156.0,100193.0,7726.885,42468.0,216152.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-02-01,496.837,2731.0,3085.0,584.148,3211.0,18059.0,,,,17.923,97.0,282.0,,,,13326.633,73245.0,82740.0,7006.102,38506.0,170853.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-03-01,129.777,713.0,834.0,124.287,683.0,2797.0,,,,0.624,3.0,12.0,,,,9563.433,52562.0,61493.0,5467.763,30052.0,98263.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.294,2.0,6.0,,,,5362.16,29471.0,34125.0,742.05,4078.0,38876.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-05-01,0.0,0.0,0.0,2.2,12.0,98.0,,,,0.568,3.0,12.0,,,,10797.07,59342.0,71273.0,3662.46,20129.0,91626.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.089,0.0,0.0,,,,11034.72,60648.0,71646.0,3783.0,20792.0,104441.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-07-01,0.0,0.0,0.0,4.115,23.0,150.0,,,,0.114,0.0,0.0,,,,10443.02,57396.0,69811.0,5009.815,27535.0,112378.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.132,0.0,0.0,,,,10630.23,58425.0,68700.0,4633.69,25467.0,108515.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-09-01,0.0,0.0,0.0,1.7,9.0,81.0,,,,0.252,1.0,6.0,,,,11838.85,65068.0,75936.0,5407.99,29723.0,180411.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.443,2.0,6.0,,,,2743.16,15077.0,17146.0,12.61,69.0,29576.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-11-01,0.894,5.0,6.0,30.962,170.0,3885.0,,,,0.212,1.0,6.0,,,,8554.506,47017.0,55082.0,1227.128,6744.0,99106.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023-12-01,7.482,41.0,46.0,1.966,11.0,92.0,,,,0.114,0.0,0.0,,,,10025.228,55100.0,61693.0,2056.374,11302.0,82760.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-01-01,530.637,2916.0,7021.0,156.447,860.0,7038.0,,,,12.732,69.0,224.0,,,,11826.193,64998.0,156478.0,4487.913,24666.0,246837.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-02-01,0.886,5.0,12.0,398.261,2189.0,17179.0,,,,0.601,3.0,12.0,,,,8050.114,44245.0,104613.0,8152.289,44806.0,247265.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-03-01,0.0,0.0,0.0,0.312,2.0,17.0,,,,3.795,21.0,63.0,,,,4281.58,23532.0,53908.0,3510.118,19292.0,140603.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.916,5.0,17.0,,,,8593.23,47230.0,106400.0,7535.93,41418.0,248299.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-05-01,0.0,0.0,0.0,0.288,2.0,17.0,,,,0.461,3.0,6.0,,,,7023.77,38604.0,80685.0,4273.532,23488.0,175388.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-06-01,0.0,0.0,0.0,0.186,1.0,17.0,,,,0.373,2.0,6.0,,,,7846.33,43124.0,88828.0,2751.704,15124.0,166681.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-07-01,0.0,0.0,0.0,5.943,33.0,363.0,,,,0.745,4.0,12.0,,,,8590.32,47214.0,113002.0,4979.857,27370.0,190800.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-08-01,0.0,0.0,0.0,0.954,5.0,63.0,,,,0.492,3.0,6.0,,,,8523.39,46846.0,110761.0,4514.396,24812.0,188697.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.461,3.0,6.0,,,,8177.1,44942.0,104944.0,3804.34,20909.0,184207.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-10-01,0.0,0.0,0.0,0.388,2.0,17.0,,,,0.834,5.0,12.0,,,,320.1,1759.0,3632.0,1531.242,8416.0,64505.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,9041.0,,,,1.17,6.0,17.0,,,,8133.45,44703.0,94405.0,0.0,0.0,97648.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,22260.0,,,,8.78,48.0,144.0,,,,2047.67,11254.0,25237.0,0.0,0.0,114743.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
