measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2009-01-01,161.0,1524.0,1524.0,532.6410000000001,5038.0,5038.0
2009-02-01,122.271,1157.0,1157.0,416.612,3941.0,3941.0
2009-03-01,118.65100000000001,1122.0,1122.0,578.029,5469.0,5469.0
2009-04-01,145.83,1379.0,1379.0,524.899,4966.0,4966.0
2009-05-01,75.59,715.0,715.0,505.22700000000003,4780.0,4780.0
2009-06-01,131.326,1243.0,1243.0,573.839,5429.0,5429.0
2009-07-01,69.043,653.0,653.0,528.435,4999.0,4999.0
2009-08-01,146.89600000000002,1389.0,1389.0,484.144,4580.0,4580.0
2009-09-01,128.447,1215.0,1215.0,549.356,5197.0,5197.0
2009-10-01,96.63,914.0,914.0,217.65200000000002,2059.0,2059.0
2009-11-01,94.159,891.0,891.0,580.611,5493.0,5493.0
2009-12-01,125.96,1191.0,1191.0,483.752,4577.0,4577.0
2010-01-01,612.567,6068.0,6644.0,624.214,6183.0,6771.0
2010-02-01,524.2850000000001,5193.0,5687.0,571.176,5658.0,6196.0
2010-03-01,371.44100000000003,3679.0,4029.0,653.0060000000001,6469.0,7084.0
2010-04-01,187.767,1860.0,2037.0,676.183,6698.0,7335.0
2010-05-01,317.087,3141.0,3440.0,571.399,5660.0,6198.0
2010-06-01,489.80600000000004,4852.0,5314.0,659.69,6535.0,7156.0
2010-07-01,872.923,8647.0,9469.0,600.4540000000001,5948.0,6513.0
2010-08-01,870.9060000000001,8627.0,9448.0,672.6070000000001,6663.0,7296.0
2010-09-01,255.823,2534.0,2775.0,589.6410000000001,5841.0,6396.0
2010-10-01,202.097,2002.0,2193.0,602.871,5972.0,6540.0
2010-11-01,164.17000000000002,1626.0,1781.0,749.6310000000001,7426.0,8132.0
2010-12-01,236.20600000000002,2340.0,2562.0,588.0500000000001,5825.0,6379.0
2011-01-01,131.849,1299.0,1444.0,317.779,3131.0,3480.0
2011-02-01,134.908,1329.0,1477.0,335.096,3302.0,3670.0
2011-03-01,191.485,1887.0,2097.0,387.683,3820.0,4246.0
2011-04-01,122.099,1203.0,1337.0,395.644,3898.0,4334.0
2011-05-01,202.057,1991.0,2214.0,268.782,2648.0,2944.0
2011-06-01,161.089,1587.0,1764.0,403.838,3979.0,4423.0
2011-07-01,365.282,3599.0,4001.0,343.944,3389.0,3767.0
2011-08-01,257.081,2533.0,2816.0,382.678,3771.0,4192.0
2011-09-01,71.201,702.0,780.0,337.394,3324.0,3696.0
2011-10-01,160.107,1578.0,1753.0,378.394,3728.0,4145.0
2011-11-01,180.869,1782.0,1981.0,375.604,3701.0,4114.0
2011-12-01,215.481,2123.0,2361.0,386.656,3810.0,4235.0
2012-01-01,288.941,2777.0,3107.0,742.706,7138.0,7987.0
2012-02-01,390.778,3756.0,4201.0,738.388,7097.0,7939.0
2012-03-01,312.249,3001.0,3357.0,695.274,6682.0,7476.0
2012-04-01,328.22,3155.0,3529.0,779.435,7491.0,8380.0
2012-05-01,474.983,4565.0,5107.0,848.5,8155.0,9123.0
2012-06-01,484.939,4661.0,5214.0,776.77,7465.0,8352.0
2012-07-01,688.573,6618.0,7403.0,660.843,6351.0,7105.0
2012-08-01,390.024,3748.0,4193.0,878.823,8446.0,9449.0
2012-09-01,202.524,1946.0,2178.0,750.228,7210.0,8066.0
2012-10-01,116.908,1124.0,1257.0,781.48,7511.0,8402.0
2012-11-01,243.507,2340.0,2618.0,803.235,7720.0,8636.0
2012-12-01,234.941,2258.0,2527.0,725.731,6975.0,7803.0
2013-01-01,353.448,3371.0,3891.0,869.998,8297.0,9578.0
2013-02-01,303.088,2890.0,3336.0,732.565,6986.0,8065.0
2013-03-01,383.956,3662.0,4227.0,805.684,7683.0,8870.0
2013-04-01,349.649,3334.0,3849.0,830.849,7923.0,9147.0
2013-05-01,220.149,2099.0,2424.0,874.169,8336.0,9624.0
2013-06-01,306.224,2920.0,3371.0,812.295,7746.0,8942.0
2013-07-01,459.46,4382.0,5058.0,870.234,8299.0,9580.0
2013-08-01,470.035,4482.0,5175.0,853.521,8140.0,9397.0
2013-09-01,301.3,2873.0,3317.0,713.943,6808.0,7860.0
2013-10-01,307.684,2934.0,3388.0,787.928,7514.0,8674.0
2013-11-01,268.778,2563.0,2959.0,762.498,7271.0,8394.0
2013-12-01,257.701,2458.0,2837.0,736.844,7027.0,8112.0
2014-01-01,49.396,473.0,508.0,929.867,8907.0,9553.0
2014-02-01,39.301,376.0,404.0,1091.022,10450.0,11207.0
2014-03-01,34.314,329.0,353.0,1167.272,11181.0,11990.0
2014-04-01,39.254,376.0,404.0,1318.388,12628.0,13543.0
2014-05-01,59.129,566.0,607.0,1147.424,10990.0,11786.0
2014-06-01,45.438,435.0,467.0,1165.187,11161.0,11969.0
2014-07-01,44.984,431.0,462.0,1186.745,11367.0,12190.0
2014-08-01,60.653,581.0,623.0,1132.035,10843.0,11628.0
2014-09-01,42.451,407.0,436.0,996.105,9541.0,10232.0
2014-10-01,73.419,703.0,754.0,1137.351,10894.0,11683.0
2014-11-01,55.277,529.0,568.0,1697.676,16261.0,17439.0
2014-12-01,50.589,485.0,520.0,1256.723,12037.0,12909.0
2015-01-01,17.389,167.0,171.0,1348.138,12912.0,13049.0
2015-02-01,19.473,187.0,188.0,1243.736,11912.0,12038.0
2015-03-01,19.766,189.0,191.0,1538.497,14735.0,14891.0
2015-04-01,14.783,142.0,143.0,1617.482,15492.0,15655.0
2015-05-01,15.91,152.0,154.0,1527.821,14633.0,14787.0
2015-06-01,17.6,169.0,170.0,1454.344,13929.0,14076.0
2015-07-01,23.355,224.0,226.0,1463.807,14020.0,14167.0
2015-08-01,18.126,174.0,175.0,1481.551,14190.0,14339.0
2015-09-01,18.7,179.0,181.0,1495.324,14322.0,14473.0
2015-10-01,16.529,158.0,160.0,1587.055,15200.0,15360.0
2015-11-01,16.538,158.0,160.0,1291.301,12368.0,12498.0
2015-12-01,21.842,209.0,211.0,1475.933,14136.0,14285.0
2016-01-01,763.231,4051.0,8552.0,1643.013,8721.0,18407.0
2016-02-01,791.011,4199.0,8862.0,1701.433,9031.0,19062.0
2016-03-01,1025.645,5444.0,11491.0,2138.903,11353.0,23963.0
2016-04-01,703.222,3733.0,7878.0,1768.094,9385.0,19809.0
2016-05-01,693.994,3684.0,7775.0,1993.479,10581.0,22334.0
2016-06-01,855.63,4542.0,9585.0,1774.887,9421.0,19885.0
2016-07-01,964.433,5119.0,10805.0,1684.7,8942.0,18874.0
2016-08-01,1023.438,5432.0,11466.0,1874.779,9951.0,21004.0
2016-09-01,571.501,3034.0,6403.0,1604.091,8514.0,17971.0
2016-10-01,364.715,1936.0,4086.0,1601.413,8500.0,17941.0
2016-11-01,482.974,2564.0,5411.0,1712.222,9088.0,19183.0
2016-12-01,474.736,2520.0,5318.0,1636.456,8686.0,18334.0
2017-01-01,718.274,3809.0,7225.0,1862.921,9879.0,18739.0
2017-02-01,671.137,3559.0,6750.0,1716.848,9104.0,17269.0
2017-03-01,961.127,5097.0,9667.0,1908.211,10119.0,19195.0
2017-04-01,440.769,2337.0,4433.0,1834.469,9728.0,18453.0
2017-05-01,420.872,2232.0,4234.0,1810.469,9601.0,18211.0
2017-06-01,792.464,4202.0,7972.0,1541.499,8174.0,15506.0
2017-07-01,1086.78,5763.0,10932.0,1545.641,8196.0,15547.0
2017-08-01,948.749,5031.0,9543.0,1480.158,7849.0,14889.0
2017-09-01,782.249,4148.0,7869.0,1718.117,9111.0,17282.0
2017-10-01,771.488,4091.0,7761.0,1655.381,8778.0,16651.0
2017-11-01,792.57,4203.0,7973.0,1714.31,9091.0,17244.0
2017-12-01,849.996,4507.0,8550.0,2023.501,10730.0,20354.0
2018-01-01,1124.038,5960.0,12585.0,1605.415,8512.0,17976.0
2018-02-01,1201.788,6372.0,13457.0,1391.293,7377.0,15579.0
2018-03-01,1235.799,6552.0,13837.0,1589.789,8429.0,17802.0
2018-04-01,604.406,3205.0,6768.0,1601.944,8494.0,17938.0
2018-05-01,817.687,4335.0,9156.0,1531.873,8122.0,17153.0
2018-06-01,999.137,5298.0,11188.0,1268.107,6724.0,14200.0
2018-07-01,1489.584,7898.0,16680.0,1277.282,6772.0,14302.0
2018-08-01,1523.273,8077.0,17056.0,1259.192,6676.0,14099.0
2018-09-01,1171.225,6210.0,13115.0,1279.038,6782.0,14322.0
2018-10-01,1108.242,5876.0,12410.0,1414.647,7501.0,15841.0
2018-11-01,879.224,4662.0,9844.0,1383.64,7336.0,15493.0
2018-12-01,1169.1,6199.0,13091.0,1157.277,6136.0,12958.0
2019-01-01,427.816,2270.0,4616.0,1691.21,8972.0,18252.0
2019-02-01,399.312,2118.0,4310.0,1379.294,7317.0,14886.0
2019-03-01,432.167,2293.0,4664.0,1860.015,9868.0,20074.0
2019-04-01,443.229,2351.0,4784.0,1634.939,8674.0,17645.0
2019-05-01,342.897,1819.0,3701.0,1828.701,9701.0,19737.0
2019-06-01,445.774,2365.0,4811.0,1606.968,8525.0,17344.0
2019-07-01,508.853,2700.0,5492.0,1646.743,8736.0,17773.0
2019-08-01,496.626,2635.0,5360.0,1512.19,8022.0,16320.0
2019-09-01,432.391,2294.0,4666.0,1484.988,7878.0,16027.0
2019-10-01,464.071,2462.0,5009.0,1662.244,8818.0,17940.0
2019-11-01,416.028,2207.0,4490.0,1450.029,7693.0,15649.0
2019-12-01,489.664,2598.0,5285.0,1454.851,7718.0,15702.0
2020-01-01,376.625,2002.0,3646.0,1910.526,10155.0,18487.0
2020-02-01,341.868,1817.0,3307.0,1812.834,9636.0,17541.0
2020-03-01,361.419,1921.0,3497.0,1961.769,10427.0,18982.0
2020-04-01,309.362,1644.0,2993.0,1939.771,10310.0,18769.0
2020-05-01,304.711,1620.0,2948.0,1715.17,9116.0,16596.0
2020-06-01,353.379,1878.0,3419.0,1674.907,8902.0,16207.0
2020-07-01,348.836,1854.0,3375.0,1592.408,8464.0,15408.0
2020-08-01,429.823,2285.0,4159.0,1508.489,8018.0,14596.0
2020-09-01,271.981,1446.0,2632.0,1777.283,9447.0,17197.0
2020-10-01,318.086,1691.0,3078.0,1828.397,9718.0,17692.0
2020-11-01,238.387,1267.0,2306.0,1512.653,8040.0,14636.0
2020-12-01,294.199,1564.0,2847.0,1644.117,8739.0,15908.0
2021-01-01,491.511,2604.0,3854.0,2853.04,15116.0,22375.0
2021-02-01,329.592,1746.0,2585.0,2326.548,12326.0,18246.0
2021-03-01,399.488,2117.0,3133.0,2291.993,12143.0,17975.0
2021-04-01,411.339,2179.0,3226.0,2073.581,10986.0,16262.0
2021-05-01,337.858,1790.0,2650.0,2429.177,12870.0,19051.0
2021-06-01,496.725,2632.0,3896.0,2532.321,13417.0,19860.0
2021-07-01,531.393,2815.0,4167.0,2635.579,13964.0,20670.0
2021-08-01,531.942,2818.0,4172.0,2131.862,11295.0,16719.0
2021-09-01,381.667,2022.0,2994.0,2614.721,13853.0,20506.0
2021-10-01,446.385,2365.0,3501.0,2088.847,11067.0,16382.0
2021-11-01,384.476,2037.0,3015.0,2282.549,12093.0,17901.0
2021-12-01,418.732,2219.0,3284.0,2489.674,13191.0,19525.0
2022-01-01,421.026,2223.0,3006.0,2325.862,12280.0,16611.0
2022-02-01,362.446,1914.0,2588.0,1931.892,10200.0,13797.0
2022-03-01,293.152,1548.0,2094.0,2313.668,12216.0,16524.0
2022-04-01,333.977,1763.0,2386.0,2184.018,11531.0,15598.0
2022-05-01,317.811,1678.0,2269.0,2042.678,10785.0,14589.0
2022-06-01,422.439,2230.0,3017.0,1930.588,10193.0,13788.0
2022-07-01,469.146,2477.0,3351.0,2218.196,11712.0,15842.0
2022-08-01,453.727,2396.0,3241.0,2328.762,12295.0,16632.0
2022-09-01,301.056,1590.0,2150.0,2337.996,12344.0,16698.0
2022-10-01,301.891,1594.0,2156.0,2418.749,12771.0,17275.0
2022-11-01,214.677,1133.0,1533.0,2335.018,12328.0,16676.0
2022-12-01,376.323,1987.0,2688.0,2421.902,12787.0,17297.0
2023-01-01,691.548,3666.0,7132.0,2129.108,11287.0,21959.0
2023-02-01,615.799,3264.0,6351.0,1833.915,9722.0,18913.0
2023-03-01,613.171,3250.0,6323.0,1649.64,8745.0,17013.0
2023-04-01,474.712,2516.0,4896.0,1940.737,10288.0,20015.0
2023-05-01,495.149,2625.0,5107.0,1816.036,9627.0,18729.0
2023-06-01,600.5,3183.0,6193.0,1889.775,10018.0,19489.0
2023-07-01,684.004,3626.0,7054.0,1857.295,9846.0,19155.0
2023-08-01,667.599,3539.0,6885.0,1935.671,10261.0,19963.0
2023-09-01,548.324,2907.0,5655.0,1802.854,9557.0,18593.0
2023-10-01,516.661,2739.0,5329.0,2051.245,10874.0,21155.0
2023-11-01,569.457,3019.0,5872.0,2173.193,11520.0,22412.0
2023-12-01,643.132,3409.0,6633.0,1981.475,10504.0,20435.0
2024-01-01,272.986,1460.0,2774.0,1997.952,10688.0,20290.0
2024-02-01,227.57,1217.0,2311.0,2030.861,10864.0,20623.0
2024-03-01,255.592,1367.0,2596.0,1935.331,10353.0,19653.0
2024-04-01,165.746,887.0,1683.0,1741.044,9314.0,17680.0
2024-05-01,250.366,1339.0,2542.0,1993.826,10666.0,20248.0
2024-06-01,285.847,1529.0,2903.0,1831.904,9800.0,18603.0
2024-07-01,303.213,1622.0,3079.0,1955.459,10461.0,19858.0
2024-08-01,291.392,1559.0,2960.0,1965.736,10516.0,19962.0
2024-09-01,250.577,1341.0,2544.0,1883.321,10075.0,19125.0
2024-10-01,192.298,1029.0,1952.0,2164.717,11580.0,21983.0
2024-11-01,227.939,1219.0,2315.0,1995.05,10673.0,20260.0
2024-12-01,263.228,1408.0,2673.0,1863.045,9967.0,18919.0
