measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2005-06-01,1795.9920000000002,23263.69,23263.69,,,,8334.977,132843.04,132843.04
2005-07-01,2875.859,37251.33,37251.33,,,,10258.711,163503.55,163503.55
2005-08-01,3182.561,41224.07,41224.07,,,,11152.342,177746.28,177746.28
2005-09-01,3160.4750000000004,40937.98,40937.98,,,,10346.587,164904.13,164904.13
2005-10-01,1885.8480000000002,24427.59,24427.59,,,,7424.89,118338.06,118338.06
2005-11-01,1503.1580000000001,19470.57,19470.57,,,,4935.927000000001,78668.91,78668.91
2005-12-01,3274.38,42413.41,42413.41,,,,8686.299,138442.42,138442.42
2006-01-01,1613.597,20637.0,20637.0,,,,6282.72,101378.0,101378.0
2006-02-01,1596.778,20422.0,20422.0,,,,4615.225,74472.0,74472.0
2006-03-01,1400.038,17906.0,17906.0,,,,4122.005,66513.0,66513.0
2006-04-01,1846.893,23621.0,23621.0,,,,6810.063,109888.0,109888.0
2006-05-01,1669.135,21347.0,21347.0,,,,6600.135,106500.0,106500.0
2006-06-01,1996.215,25530.0,25530.0,,,,9607.532000000001,155028.0,155028.0
2006-07-01,1936.472,24766.0,24766.0,,,,9737.644,157127.0,157127.0
2006-08-01,2084.041,26653.0,26653.0,,,,15527.524000000001,250553.0,250553.0
2006-09-01,1480.521,18935.0,18935.0,,,,7735.069,124814.0,124814.0
2006-10-01,1905.6,24371.0,24371.0,,,,7486.957,120810.0,120810.0
2006-11-01,1663.2920000000001,21272.0,21272.0,,,,6663.461,107522.0,107522.0
2006-12-01,1850.42,23666.0,23666.0,,,,4864.665,78497.0,78497.0
2007-01-01,802.022,11775.0,11775.0,,,,7066.0,114415.0,114415.0
2007-02-01,708.558,10400.0,10400.0,,,,7819.0,123031.0,123031.0
2007-03-01,815.4530000000001,11970.0,11970.0,,,,9276.0,150293.0,150293.0
2007-04-01,768.125,11273.0,11273.0,,,,6290.0,101636.0,101636.0
2007-05-01,840.7220000000001,12340.0,12340.0,,,,7767.0,127635.0,127635.0
2007-06-01,827.195,12139.0,12139.0,,,,8626.0,136973.0,136973.0
2007-07-01,878.145,12893.0,12893.0,,,,8511.0,133657.0,133657.0
2007-08-01,915.5640000000001,13439.0,13439.0,,,,0.0,0.0,0.0
2007-09-01,869.268,12761.0,12761.0,,,,1822.0,29704.0,29704.0
2007-10-01,926.6310000000001,13602.0,13602.0,,,,8490.0,133965.0,133965.0
2007-11-01,805.282,11819.0,11819.0,,,,7102.0,114353.0,114353.0
2007-12-01,792.037,11624.0,11624.0,,,,7922.0,126504.0,126504.0
2008-01-01,516.288,6642.0,6642.0,,,,7594.0,122876.0,122876.0
2008-02-01,503.90500000000003,6487.0,6487.0,,,,6368.0,104339.0,104339.0
2008-03-01,558.171,7184.0,7184.0,,,,7760.0,127292.0,127292.0
2008-04-01,527.489,6792.0,6792.0,,,,7428.0,121201.0,121201.0
2008-05-01,559.457,7201.0,7201.0,,,,3966.0,67366.0,67366.0
2008-06-01,545.851,7028.0,7028.0,,,,4783.0,75332.0,75332.0
2008-07-01,581.9,7489.0,7489.0,,,,8282.0,133119.0,133119.0
2008-08-01,557.5500000000001,7178.0,7178.0,,,,8488.0,135365.0,135365.0
2008-09-01,564.631,7270.0,7270.0,,,,7071.0,112506.0,112506.0
2008-10-01,580.9340000000001,7478.0,7478.0,,,,7658.0,122574.0,122574.0
2008-11-01,527.546,6792.0,6792.0,,,,7848.0,126426.0,126426.0
2008-12-01,524.278,6746.0,6746.0,,,,8477.0,138238.0,138238.0
2009-01-01,679.55,7830.0,7830.0,,,,8296.0,133046.0,133046.0
2009-02-01,618.115,7132.0,7132.0,,,,8733.0,136540.0,136540.0
2009-03-01,638.912,7368.0,7368.0,,,,8896.0,141417.0,141417.0
2009-04-01,627.846,7241.0,7241.0,,,,5237.0,84121.0,84121.0
2009-05-01,738.705,8522.0,8522.0,,,,8777.0,139082.0,139082.0
2009-06-01,705.8280000000001,8141.0,8141.0,,,,8904.0,138164.0,138164.0
2009-07-01,748.384,8632.0,8632.0,,,,8779.0,146876.0,146876.0
2009-08-01,750.743,8661.0,8661.0,,,,8362.0,132557.0,132557.0
2009-09-01,719.13,8297.0,8297.0,,,,6414.0,104778.0,104778.0
2009-10-01,777.4060000000001,8967.0,8967.0,,,,6389.0,104625.0,104625.0
2009-11-01,679.1270000000001,7836.0,7836.0,,,,6290.0,106217.0,106217.0
2009-12-01,688.254,7940.0,7940.0,,,,6575.0,109303.0,109303.0
2010-01-01,867.652,10097.0,10097.0,,,,7021.0,114292.0,114292.0
2010-02-01,764.837,8888.0,8888.0,,,,4557.0,76135.0,76135.0
2010-03-01,828.293,9629.0,9629.0,,,,6285.0,105433.0,105433.0
2010-04-01,810.404,9421.0,9421.0,,,,6214.0,102648.0,102648.0
2010-05-01,887.167,10311.0,10311.0,,,,6048.0,101627.0,101627.0
2010-06-01,851.789,9900.0,9900.0,,,,6254.0,104965.0,104965.0
2010-07-01,901.48,10479.0,10479.0,,,,7338.0,119890.0,119890.0
2010-08-01,905.072,10519.0,10519.0,,,,6598.0,111465.0,111465.0
2010-09-01,883.589,10271.0,10271.0,,,,6054.0,103596.0,103596.0
2010-10-01,902.541,10490.0,10490.0,,,,6819.0,115727.0,115727.0
2010-11-01,856.404,9958.0,9958.0,,,,1171.0,20097.0,20097.0
2010-12-01,858.772,9981.0,9981.0,,,,312.0,4695.0,4695.0
2011-01-01,1064.784,12840.0,12840.0,,,,6936.0,102657.0,102657.0
2011-02-01,1004.258,12109.0,12109.0,,,,6204.0,91074.0,91074.0
2011-03-01,1101.707,13284.0,13284.0,,,,4620.0,71883.0,71883.0
2011-04-01,1081.885,13045.0,13045.0,,,,6972.0,101464.0,101464.0
2011-05-01,1050.247,12665.0,12665.0,,,,7500.0,107387.0,107387.0
2011-06-01,1020.801,12308.0,12308.0,,,,5448.0,81641.0,81641.0
2011-07-01,1096.833,13226.0,13226.0,,,,6840.0,101494.0,101494.0
2011-08-01,1128.318,13606.0,13606.0,,,,6672.0,98443.0,98443.0
2011-09-01,1136.452,13705.0,13705.0,,,,636.0,9209.0,9209.0
2011-10-01,1113.492,13425.0,13425.0,,,,4421.0,64457.0,64457.0
2011-11-01,1049.859,12659.0,12659.0,,,,6390.0,93676.0,93676.0
2011-12-01,1130.364,13629.0,13629.0,,,,5400.0,79014.0,79014.0
2012-01-01,221.354,2758.0,2758.0,,,,6915.0,102723.0,102723.0
2012-02-01,196.827,2452.0,2452.0,,,,6472.0,94057.0,94057.0
2012-03-01,204.358,2545.0,2545.0,,,,5753.0,85252.0,85252.0
2012-04-01,196.923,2452.0,2452.0,,,,6236.0,92183.0,92183.0
2012-05-01,202.268,2522.0,2522.0,,,,7010.0,102152.0,102152.0
2012-06-01,202.604,2522.0,2522.0,,,,6834.0,100395.0,100395.0
2012-07-01,202.652,2522.0,2522.0,,,,7046.0,103524.0,103524.0
2012-08-01,219.702,2735.0,2735.0,,,,6880.0,99915.0,99915.0
2012-09-01,201.533,2510.0,2510.0,,,,3343.0,48685.0,48685.0
2012-10-01,222.439,2769.0,2769.0,,,,756.0,10948.0,10948.0
2012-11-01,202.3,2522.0,2522.0,,,,7272.0,101913.0,101913.0
2012-12-01,295.04,3673.0,3673.0,,,,7284.0,103914.0,103914.0
2013-01-01,571.703,6852.0,6852.0,0.0,0.0,0.0,7596.0,108397.0,108397.0
2013-02-01,476.12,5710.0,5710.0,0.0,0.0,0.0,5292.0,75678.0,75678.0
2013-03-01,556.77,6674.0,6674.0,0.0,0.0,0.0,7908.0,111859.0,111859.0
2013-04-01,527.432,6324.0,6324.0,0.0,0.0,0.0,7128.0,102226.0,102226.0
2013-05-01,541.386,6491.0,6491.0,0.0,0.0,0.0,7536.0,107754.0,107754.0
2013-06-01,513.983,6164.0,6164.0,0.0,0.0,0.0,7080.0,102006.0,102006.0
2013-07-01,556.028,6663.0,6663.0,0.0,0.0,0.0,7044.0,101834.0,101834.0
2013-08-01,562.292,6743.0,6743.0,0.0,0.0,0.0,5568.0,80739.0,80739.0
2013-09-01,535.898,6422.0,6422.0,0.0,0.0,0.0,108.0,1711.0,1711.0
2013-10-01,591.873,7093.0,7093.0,0.0,0.0,0.0,7671.0,109574.0,109574.0
2013-11-01,537.938,6451.0,6451.0,0.0,0.0,0.0,7006.0,99998.0,99998.0
2013-12-01,542.577,6502.0,6502.0,0.0,0.0,0.0,6704.0,99502.0,99502.0
2014-01-01,160.546,2038.0,2038.0,0.0,0.0,0.0,7073.0,103879.0,103879.0
2014-02-01,163.497,2061.0,2061.0,0.0,0.0,0.0,5642.0,82932.0,82932.0
2014-03-01,157.63,1991.0,1991.0,0.0,0.0,0.0,6807.0,101784.0,101784.0
2014-04-01,143.367,1807.0,1807.0,0.0,0.0,0.0,6721.0,98800.0,98800.0
2014-05-01,162.632,2055.0,2055.0,0.0,0.0,0.0,6440.0,96725.0,96725.0
2014-06-01,155.297,1957.0,1957.0,0.0,0.0,0.0,5194.0,76328.0,76328.0
2014-07-01,163.428,2061.0,2061.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,176.163,2222.0,2222.0,0.0,0.0,0.0,4230.0,63368.0,63368.0
2014-09-01,183.613,2315.0,2315.0,0.0,0.0,0.0,396.0,6911.0,6911.0
2014-10-01,178.078,2245.0,2245.0,0.0,0.0,0.0,539.0,8440.0,8440.0
2014-11-01,155.558,1962.0,1962.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,156.191,1968.0,1968.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,1315.489,15716.0,15716.0,0.0,0.0,0.0,2060.0,30882.0,30882.0
2015-02-01,1175.197,14041.0,14041.0,0.0,0.0,0.0,209.0,3706.0,3706.0
2015-03-01,1185.754,14169.0,14169.0,0.0,0.0,0.0,800.0,14746.0,14746.0
2015-04-01,1303.963,15584.0,15584.0,0.0,0.0,0.0,5.0,340.0,340.0
2015-05-01,1300.358,15537.0,15537.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,1335.074,15953.0,15953.0,0.0,0.0,0.0,387.0,6810.0,6810.0
2015-07-01,1494.932,17865.0,17865.0,0.0,0.0,0.0,57.0,1110.0,1110.0
2015-08-01,1539.585,18397.0,18397.0,0.0,0.0,0.0,402.0,6206.0,6206.0
2015-09-01,1448.326,17305.0,17305.0,0.0,0.0,0.0,518.0,7922.0,7922.0
2015-10-01,1478.073,17663.0,17663.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,1338.163,15988.0,15988.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,1334.086,15942.0,15942.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,474.411,6422.0,6422.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,422.426,5722.0,5722.0,0.0,0.0,0.0,103.0,2036.0,2036.0
2016-03-01,433.259,5865.0,5865.0,0.0,0.0,0.0,0.0,13.0,13.0
2016-04-01,407.232,5515.0,5515.0,0.0,0.0,0.0,1104.0,17060.0,17060.0
2016-05-01,455.816,6175.0,6175.0,0.0,0.0,0.0,780.0,12567.0,12567.0
2016-06-01,434.753,5888.0,5888.0,0.0,0.0,0.0,1561.0,24994.0,24994.0
2016-07-01,482.506,6537.0,6537.0,0.0,0.0,0.0,2217.0,33695.0,33695.0
2016-08-01,493.974,6692.0,6692.0,0.0,0.0,0.0,1580.0,25415.0,25415.0
2016-09-01,466.885,6324.0,6324.0,0.0,0.0,0.0,1106.0,18768.0,18768.0
2016-10-01,448.515,6072.0,6072.0,0.0,0.0,0.0,715.0,12057.0,12057.0
2016-11-01,418.529,5670.0,5670.0,0.0,0.0,0.0,939.0,15758.0,15758.0
2016-12-01,454.694,6158.0,6158.0,0.0,0.0,0.0,562.0,11013.0,11013.0
2017-01-01,680.169,9215.0,9215.0,0.0,0.0,0.0,828.0,14751.0,14751.0
2017-02-01,556.742,7546.0,7546.0,0.0,0.0,0.0,668.0,12659.0,12659.0
2017-03-01,644.991,8744.0,8744.0,0.0,0.0,0.0,1126.0,18566.0,18566.0
2017-04-01,615.982,8349.0,8349.0,0.0,0.0,0.0,999.0,16590.0,16590.0
2017-05-01,616.246,8354.0,8354.0,0.0,0.0,0.0,1377.0,21848.0,21848.0
2017-06-01,650.328,8813.0,8813.0,0.0,0.0,0.0,1093.0,18056.0,18056.0
2017-07-01,653.689,8859.0,8859.0,0.0,0.0,0.0,1341.0,21995.0,21995.0
2017-08-01,676.821,9174.0,9174.0,0.0,0.0,0.0,669.0,11183.0,11183.0
2017-09-01,679.82,9215.0,9215.0,0.0,0.0,0.0,595.0,11124.0,11124.0
2017-10-01,694.939,9421.0,9421.0,0.0,0.0,0.0,1037.0,17320.0,17320.0
2017-11-01,605.209,8205.0,8205.0,0.0,0.0,0.0,829.0,14344.0,14344.0
2017-12-01,612.064,8297.0,8297.0,0.0,0.0,0.0,1045.0,17384.0,17384.0
2018-01-01,1532.309,19725.0,19725.0,0.0,0.0,0.0,1061.0,17496.0,17496.0
2018-02-01,1447.97,18636.0,18636.0,0.0,0.0,0.0,791.0,13692.0,13692.0
2018-03-01,1465.564,18865.0,18865.0,0.0,0.0,0.0,190.0,3513.0,3513.0
2018-04-01,1487.053,19140.0,19140.0,0.0,0.0,0.0,808.0,14914.0,14914.0
2018-05-01,1721.666,22156.0,22156.0,0.0,0.0,0.0,1752.0,27696.0,27696.0
2018-06-01,1627.649,20946.0,20946.0,0.0,0.0,0.0,2405.0,36366.0,36366.0
2018-07-01,1740.024,22397.0,22397.0,0.0,0.0,0.0,2821.0,42639.0,42639.0
2018-08-01,1771.841,22804.0,22804.0,0.0,0.0,0.0,2248.0,36745.0,36745.0
2018-09-01,1804.948,23228.0,23228.0,0.0,0.0,0.0,4201.0,62196.0,62196.0
2018-10-01,1896.18,24404.0,24404.0,0.0,0.0,0.0,774.0,12415.0,12415.0
2018-11-01,1701.822,21904.0,21904.0,0.0,0.0,0.0,2048.0,31846.0,31846.0
2018-12-01,1569.974,20207.0,20207.0,0.0,0.0,0.0,1354.0,22268.0,22268.0
2019-01-01,2226.608,28623.0,28623.0,0.0,0.0,0.0,1793.0,29268.0,29268.0
2019-02-01,1846.921,23739.0,23739.0,0.0,0.0,0.0,2051.0,31981.0,31981.0
2019-03-01,1937.169,24899.0,24899.0,0.0,0.0,0.0,2593.0,40138.0,40138.0
2019-04-01,1957.646,25166.0,25166.0,0.0,0.0,0.0,3152.0,48286.0,48286.0
2019-05-01,2281.79,29331.0,29331.0,0.0,0.0,0.0,4001.0,61917.0,61917.0
2019-06-01,2402.133,30879.0,30879.0,0.0,0.0,0.0,2082.0,32823.0,32823.0
2019-07-01,2433.455,31279.0,31279.0,0.0,0.0,0.0,2487.0,37489.0,37489.0
2019-08-01,2578.587,33147.0,33147.0,0.0,0.0,0.0,3154.0,47146.0,47146.0
2019-09-01,2502.067,32161.0,32161.0,0.0,0.0,0.0,6537.0,94636.0,94636.0
2019-10-01,2504.042,32190.0,32190.0,0.0,0.0,0.0,4545.0,66568.0,66568.0
2019-11-01,2332.86,29986.0,29986.0,0.0,0.0,0.0,529.0,7300.0,7300.0
2019-12-01,2326.722,29911.0,29911.0,0.0,0.0,0.0,1821.0,27337.0,27337.0
2020-01-01,2367.623,28199.0,28199.0,0.0,0.0,0.0,3611.0,51563.0,51563.0
2020-02-01,1988.479,23692.0,23692.0,0.0,0.0,0.0,1550.0,24340.0,24340.0
2020-03-01,1970.113,23471.0,23471.0,0.0,0.0,0.0,1654.0,27826.0,27826.0
2020-04-01,1795.834,21397.0,21397.0,0.0,0.0,0.0,1707.0,28530.0,28530.0
2020-05-01,1883.103,22434.0,22434.0,0.0,0.0,0.0,2834.0,46728.0,46728.0
2020-06-01,2094.489,24955.0,24955.0,0.0,0.0,0.0,1661.0,27242.0,27242.0
2020-07-01,2153.836,25662.0,25662.0,0.0,0.0,0.0,2283.0,35601.0,35601.0
2020-08-01,2188.268,26073.0,26073.0,0.0,0.0,0.0,2353.0,36422.0,36422.0
2020-09-01,2164.71,25789.0,25789.0,0.0,0.0,0.0,5724.0,85698.0,85698.0
2020-10-01,2496.387,29741.0,29741.0,0.0,0.0,0.0,2041.0,32696.0,32696.0
2020-11-01,2147.159,25581.0,25581.0,0.0,0.0,0.0,2019.0,34535.0,34535.0
2020-12-01,2161.999,25760.0,25760.0,0.0,0.0,0.0,1232.0,21369.0,21369.0
2021-01-01,3665.931,42969.0,42969.0,0.0,0.0,0.0,2589.0,41192.0,41192.0
2021-02-01,3340.085,39140.0,39140.0,0.0,0.0,0.0,2859.0,46936.0,46936.0
2021-03-01,3688.618,43224.0,43224.0,0.0,0.0,0.0,2888.0,47863.0,47863.0
2021-04-01,3426.533,40153.0,40153.0,0.0,0.0,0.0,2918.0,48460.0,48460.0
2021-05-01,3792.372,44444.0,44444.0,0.0,0.0,0.0,2498.0,41675.0,41675.0
2021-06-01,3872.177,45375.0,45375.0,0.0,0.0,0.0,4280.0,69702.0,69702.0
2021-07-01,3947.128,46255.0,46255.0,0.0,0.0,0.0,2775.0,46090.0,46090.0
2021-08-01,4272.402,50066.0,50066.0,0.0,0.0,0.0,4222.0,65745.0,65745.0
2021-09-01,3923.391,45977.0,45977.0,0.0,0.0,0.0,4800.0,76821.0,76821.0
2021-10-01,3905.615,45769.0,45769.0,0.0,0.0,0.0,3493.0,57749.0,57749.0
2021-11-01,4054.947,47521.0,47521.0,0.0,0.0,0.0,908.0,16348.0,16348.0
2021-12-01,3966.801,46486.0,46486.0,0.0,0.0,0.0,658.0,10775.0,10775.0
2022-01-01,5168.182,66516.0,66516.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,4225.554,54389.0,54389.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,5019.421,64605.0,64605.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,4325.976,55677.0,55677.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,4765.465,61336.0,61336.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,4396.254,56583.0,56583.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,4786.114,61602.0,61602.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,5267.982,67804.0,67804.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,6126.473,78852.0,78852.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,6382.433,82149.0,82149.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,5508.419,70900.0,70900.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,5925.727,76270.0,76270.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,4492.979,58905.0,58905.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,3650.111,47852.0,47852.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,4424.427,58004.0,58004.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,4173.117,54707.0,54707.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,4086.399,53575.0,53575.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,4050.561,53101.0,53101.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,4249.857,55717.0,55717.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,4377.485,57386.0,57386.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,4332.937,56803.0,56803.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,4726.695,61966.0,61966.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,4327.549,56734.0,56734.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,4237.883,55556.0,55556.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,5416.255,67342.0,67342.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,4634.847,57615.0,57615.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,4734.032,58850.0,58850.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,4834.725,60101.0,60101.0,0.0,0.0,0.0,593.0,8276.0,8276.0
2024-05-01,5256.143,65340.0,65340.0,0.0,0.0,0.0,3989.0,63597.0,63597.0
2024-06-01,5025.021,62467.0,62467.0,0.0,0.0,0.0,3893.0,62780.0,62780.0
2024-07-01,5443.688,67670.0,67670.0,0.0,0.0,0.0,3274.0,52941.0,52941.0
2024-08-01,5748.14,71455.0,71455.0,0.0,0.0,0.0,6028.0,94337.0,94337.0
2024-09-01,5567.907,69216.0,69216.0,0.0,0.0,0.0,7911.0,118749.0,118749.0
2024-10-01,6018.403,74818.0,74818.0,0.0,0.0,0.0,6672.0,101130.0,101130.0
2024-11-01,5428.781,67486.0,67486.0,0.0,0.0,0.0,3820.0,60207.0,60207.0
2024-12-01,5789.058,71968.0,71968.0,0.0,0.0,0.0,5866.0,92119.0,92119.0
