measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2005-03-01,150.959,3156.03,3156.03,7028.513,146964.5,146964.5
2005-04-01,151.684,3171.18,3171.18,6922.104,144739.5,144739.5
2005-05-01,166.596,3482.93,3482.93,6932.704000000001,144961.16,144961.16
2005-06-01,213.983,4473.62,4473.62,7178.485000000001,150100.38,150100.38
2005-07-01,274.009,5728.55,5728.55,7481.491,156436.16,156436.16
2005-08-01,283.96,5936.61,5936.61,7388.497,154491.66,154491.66
2005-09-01,214.167,4477.47,4477.47,7129.674,149079.74,149079.74
2005-10-01,166.235,3475.38,3475.38,7276.871,152157.6,152157.6
2005-11-01,148.321,3100.87,3100.87,7050.89,147432.4,147432.4
2005-12-01,169.23,3538.0,3538.0,7179.9580000000005,150131.17,150131.17
2006-01-01,357.933,7551.0,7551.0,8308.067000000001,175253.0,175253.0
2006-02-01,424.655,8958.0,8958.0,7751.226000000001,163507.0,163507.0
2006-03-01,484.358,10218.0,10218.0,7961.729,167947.0,167947.0
2006-04-01,541.765,11429.0,11429.0,6582.251,138848.0,138848.0
2006-05-01,627.499,13238.0,13238.0,6312.339,133155.0,133155.0
2006-06-01,799.605,16868.0,16868.0,7829.93,165167.0,165167.0
2006-07-01,1005.277,21207.0,21207.0,8423.546,177689.0,177689.0
2006-08-01,1017.955,21475.0,21475.0,8341.386,175956.0,175956.0
2006-09-01,692.619,14611.0,14611.0,7528.972000000001,158819.0,158819.0
2006-10-01,627.105,13229.0,13229.0,7098.309,149734.0,149734.0
2006-11-01,465.723,9825.0,9825.0,7806.987,164683.0,164683.0
2006-12-01,485.505,10242.0,10242.0,7812.258000000001,164794.0,164794.0
2007-01-01,54.523,1055.0,1055.0,9701.477,187720.0,187720.0
2007-02-01,4432.392,8770.0,8770.0,4265.608,8440.0,8440.0
2007-03-01,268.017,6859.0,6859.0,8991.983,230120.0,230120.0
2007-04-01,191.728,4811.0,4811.0,6721.272,168656.0,168656.0
2007-05-01,136.62,3516.0,3516.0,9711.38,249928.0,249928.0
2007-06-01,45.64,830.0,830.0,10329.36,187848.0,187848.0
2007-07-01,2.717,45.0,45.0,11069.283,183360.0,183360.0
2007-08-01,63.745,1308.0,1308.0,10944.255,224568.0,224568.0
2007-09-01,49.837,1026.0,1026.0,10373.163,213552.0,213552.0
2007-10-01,82.322,1922.0,1922.0,10506.678,245304.0,245304.0
2007-11-01,50.686,1125.0,1125.0,6157.314,136664.0,136664.0
2007-12-01,99.423,2121.0,2121.0,7555.577,161184.0,161184.0
2008-01-01,484.26800000000003,10748.0,10748.0,9118.732,202384.0,202384.0
2008-02-01,400.548,9171.0,9171.0,4597.452,105264.0,105264.0
2008-03-01,83.843,1898.0,1898.0,4976.157,112648.0,112648.0
2008-04-01,200.03,4797.0,4797.0,9825.97,235640.0,235640.0
2008-05-01,75.13,1828.0,1828.0,10369.87,252312.0,252312.0
2008-06-01,52.253,1150.0,1150.0,10464.747,230312.0,230312.0
2008-07-01,42.759,842.0,842.0,11061.241,217816.0,217816.0
2008-08-01,18.014,344.0,344.0,11258.986,215008.0,215008.0
2008-09-01,36.448,636.0,636.0,10606.552,185080.0,185080.0
2008-10-01,49.467000000000006,913.0,913.0,9452.533000000001,174464.0,174464.0
2008-11-01,95.464,1872.0,1872.0,10323.536,202440.0,202440.0
2008-12-01,72.977,1403.0,1403.0,11125.023000000001,213880.0,213880.0
2009-01-01,115.799,2020.0,2020.0,11120.201000000001,193942.0,193942.0
2009-02-01,27.256,451.0,451.0,10036.744,166075.0,166075.0
2009-03-01,184.567,2963.0,2963.0,9523.433,152908.0,152908.0
2009-04-01,18.055,306.0,306.0,8642.945,146384.0,146384.0
2009-05-01,169.41400000000002,2299.0,2299.0,9174.586000000001,124502.0,124502.0
2009-06-01,37.099000000000004,479.0,479.0,10301.901,132874.0,132874.0
2009-07-01,28.303,394.0,394.0,9283.697,129171.0,129171.0
2009-08-01,1.775,26.0,26.0,8975.225,133483.0,133483.0
2009-09-01,82.751,1287.0,1287.0,6102.249000000001,94906.0,94906.0
2009-10-01,39.352000000000004,620.0,620.0,10252.648,161637.0,161637.0
2009-11-01,97.59100000000001,1433.0,1433.0,7575.409000000001,111258.0,111258.0
2009-12-01,3.6430000000000002,52.0,52.0,12190.357,173005.0,173005.0
2010-01-01,211.41400000000002,3820.0,3820.0,10014.586,180952.0,180952.0
2010-02-01,13.922,255.0,255.0,10375.078,190032.0,190032.0
2010-03-01,69.759,1362.0,1362.0,10302.241,201144.0,201144.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,407.45500000000004,8990.0,8990.0,7522.545,165976.0,165976.0
2010-06-01,316.06600000000003,6278.0,6278.0,9534.934000000001,189392.0,189392.0
2010-07-01,105.07300000000001,1703.0,1703.0,10594.927,171720.0,171720.0
2010-08-01,76.60600000000001,1137.0,1137.0,10970.394,162824.0,162824.0
2010-09-01,28.953000000000003,470.0,470.0,10624.047,172464.0,172464.0
2010-10-01,207.12400000000002,3485.0,3485.0,9100.876,153128.0,153128.0
2010-11-01,112.144,2174.0,2174.0,6715.856000000001,130192.0,130192.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,347.963,6367.0,6367.0,6792.037,124280.0,124280.0
2011-03-01,239.487,4340.0,4340.0,10608.513,192248.0,192248.0
2011-04-01,73.801,1310.0,1310.0,10733.199,190520.0,190520.0
2011-05-01,34.96,588.0,588.0,11735.04,197376.0,197376.0
2011-06-01,60.216,1126.0,1126.0,9244.784,172872.0,172872.0
2011-07-01,27.271,433.0,433.0,11931.729,189448.0,189448.0
2011-08-01,1.987,31.0,31.0,12312.013,192096.0,192096.0
2011-09-01,55.831,927.0,927.0,10913.169,181200.0,181200.0
2011-10-01,58.468,1077.0,1077.0,10339.532,190456.0,190456.0
2011-11-01,104.443,1888.0,1888.0,9452.557,170872.0,170872.0
2011-12-01,2.936,51.0,51.0,12158.064,211192.0,211192.0
2012-01-01,189.463,3442.0,3442.0,9106.537,165440.0,165440.0
2012-02-01,61.789,1048.0,1048.0,10870.211,184368.0,184368.0
2012-03-01,125.952,2287.0,2287.0,9443.048,171464.0,171464.0
2012-04-01,485.951,9709.0,9709.0,7034.049,140536.0,140536.0
2012-05-01,111.142,2135.0,2135.0,10356.858,198952.0,198952.0
2012-06-01,142.495,2862.0,2862.0,10863.505,218192.0,218192.0
2012-07-01,190.065,3733.0,3733.0,11239.935,220760.0,220760.0
2012-08-01,88.587,1461.0,1461.0,11686.413,192736.0,192736.0
2012-09-01,18.429,253.0,253.0,11848.571,162664.0,162664.0
2012-10-01,51.67,775.0,775.0,12088.33,181312.0,181312.0
2012-11-01,164.221,2685.0,2685.0,10114.779,165376.0,165376.0
2012-12-01,533.874,10192.0,10192.0,9416.126,179760.0,179760.0
2013-01-01,97.691,1879.0,1879.0,10825.309,208216.0,208216.0
2013-02-01,72.494,1394.0,1394.0,4107.506,78984.0,78984.0
2013-03-01,106.797,2290.0,2290.0,8770.203,188056.0,188056.0
2013-04-01,127.967,2628.0,2628.0,9773.033,200704.0,200704.0
2013-05-01,112.497,2398.0,2398.0,11808.503,251712.0,251712.0
2013-06-01,102.083,1715.0,1715.0,10760.917,180784.0,180784.0
2013-07-01,272.546,4467.0,4467.0,9255.454,151696.0,151696.0
2013-08-01,209.438,3446.0,3446.0,9646.562,158720.0,158720.0
2013-09-01,430.757,6799.0,6799.0,9271.243,146336.0,146336.0
2013-10-01,227.153,3842.0,3842.0,9904.847,167528.0,167528.0
2013-11-01,411.719,7139.0,7139.0,10036.281,174024.0,174024.0
2013-12-01,221.789,3434.0,3434.0,8969.211,138872.0,138872.0
2014-01-01,54.025,832.0,832.0,12046.975,185528.0,185528.0
2014-02-01,148.385,2740.0,2740.0,7783.615,143728.0,143728.0
2014-03-01,303.794,5629.0,5629.0,11146.206,206528.0,206528.0
2014-04-01,65.628,1127.0,1127.0,10938.372,187840.0,187840.0
2014-05-01,120.086,2292.0,2292.0,6314.914,120528.0,120528.0
2014-06-01,121.481,2018.0,2018.0,9770.519,162304.0,162304.0
2014-07-01,112.392,1818.0,1818.0,9967.608,161232.0,161232.0
2014-08-01,214.196,3708.0,3708.0,10215.804,176848.0,176848.0
2014-09-01,142.185,2504.0,2504.0,10604.815,186760.0,186760.0
2014-10-01,167.865,2993.0,2993.0,11633.135,207416.0,207416.0
2014-11-01,221.414,3613.0,3613.0,10189.586,166272.0,166272.0
2014-12-01,604.054,13177.0,13177.0,10880.946,237360.0,237360.0
2015-01-01,194.66,3494.0,3494.0,8632.34,154944.0,154944.0
2015-02-01,157.498,2915.0,2915.0,7935.502,146872.0,146872.0
2015-03-01,167.71,2671.0,2671.0,11025.29,175592.0,175592.0
2015-04-01,384.746,6959.0,6959.0,10492.254,189776.0,189776.0
2015-05-01,348.875,5447.0,5447.0,5711.125,89168.0,89168.0
2015-06-01,6.889,109.0,109.0,11965.111,189320.0,189320.0
2015-07-01,38.944,573.0,573.0,12175.056,179136.0,179136.0
2015-08-01,117.711,1761.0,1761.0,9638.289,144192.0,144192.0
2015-09-01,191.471,2947.0,2947.0,9490.529,146072.0,146072.0
2015-10-01,183.916,2898.0,2898.0,11472.084,180768.0,180768.0
2015-11-01,378.814,6341.0,6341.0,8861.186,148328.0,148328.0
2015-12-01,1290.744,25674.0,25674.0,8585.256,170768.0,170768.0
2016-01-01,141.659,2981.0,2981.0,825.341,17368.0,17368.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,148.064,2503.0,2503.0,6419.936,108528.0,108528.0
2016-06-01,108.812,1794.0,1794.0,10389.188,171288.0,171288.0
2016-07-01,378.208,6326.0,6326.0,4498.792,75248.0,75248.0
2016-08-01,1015.076,17605.0,17605.0,8890.924,154200.0,154200.0
2016-09-01,544.59,9577.0,9577.0,9006.41,158384.0,158384.0
2016-10-01,495.039,9137.0,9137.0,7491.961,138280.0,138280.0
2016-11-01,682.683,13017.0,13017.0,8010.317,152736.0,152736.0
2016-12-01,982.521,18501.0,18501.0,8607.479,162080.0,162080.0
2017-01-01,199.466,4023.0,4023.0,813.534,16408.0,16408.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,613.05,14127.0,14127.0,2583.95,59544.0,59544.0
2018-06-01,287.72,6601.0,6601.0,1761.28,40408.0,40408.0
2018-07-01,218.058,4310.0,4310.0,4580.942,90544.0,90544.0
2018-08-01,142.044,2615.0,2615.0,4398.956,80984.0,80984.0
2018-09-01,274.661,6023.0,6023.0,6624.339,145264.0,145264.0
2018-10-01,195.66,4798.0,4798.0,5439.34,133384.0,133384.0
2018-11-01,142.715,2967.0,2967.0,9267.285,192664.0,192664.0
2018-12-01,179.807,3877.0,3877.0,2909.193,62728.0,62728.0
2019-01-01,482.158,13463.0,13463.0,4324.842,120760.0,120760.0
2019-02-01,310.156,9510.0,9510.0,3284.844,100720.0,100720.0
2019-03-01,422.554,14049.0,14049.0,4989.446,165888.0,165888.0
2019-04-01,172.935,5603.0,5603.0,3199.065,103648.0,103648.0
2019-05-01,227.981,6550.0,6550.0,4752.019,136528.0,136528.0
2019-06-01,311.896,9276.0,9276.0,3514.104,104512.0,104512.0
2019-07-01,277.287,5493.0,5493.0,6720.713,133136.0,133136.0
2019-08-01,185.404,3333.0,3333.0,6113.596,109904.0,109904.0
2019-09-01,171.116,2989.0,2989.0,6487.884,113328.0,113328.0
2019-10-01,236.854,4436.0,4436.0,6129.146,114792.0,114792.0
2019-11-01,167.654,3374.0,3374.0,5904.346,118824.0,118824.0
2019-12-01,381.025,8646.0,8646.0,5782.975,131224.0,131224.0
2020-01-01,967.004,26006.0,26006.0,3787.996,101872.0,101872.0
2020-02-01,551.237,14133.0,14133.0,2761.763,70808.0,70808.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0
