measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed","Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2008-01-01,,,,877.8950000000001,8651.0,8651.0
2008-02-01,,,,684.0160000000001,6740.0,6740.0
2008-03-01,,,,790.6980000000001,7792.0,7792.0
2008-04-01,,,,671.52,6617.0,6617.0
2008-05-01,,,,743.351,7325.0,7325.0
2008-06-01,,,,452.09200000000004,4455.0,4455.0
2008-07-01,,,,312.132,3076.0,3076.0
2008-08-01,,,,345.04,3400.0,3400.0
2008-09-01,,,,402.47700000000003,3966.0,3966.0
2008-10-01,,,,781.395,7700.0,7700.0
2008-11-01,,,,994.714,9802.0,9802.0
2008-12-01,,,,1243.67,12255.0,12255.0
2009-01-01,,,,446.091,4354.0,4354.0
2009-02-01,,,,536.052,5232.0,5232.0
2009-03-01,,,,413.25100000000003,4033.0,4033.0
2009-04-01,,,,470.701,4594.0,4594.0
2009-05-01,,,,576.0590000000001,5622.0,5622.0
2009-06-01,,,,332.695,3247.0,3247.0
2009-07-01,,,,358.125,3495.0,3495.0
2009-08-01,,,,308.802,3014.0,3014.0
2009-09-01,,,,661.6320000000001,6458.0,6458.0
2009-10-01,,,,920.412,8983.0,8983.0
2009-11-01,,,,1289.758,12588.0,12588.0
2009-12-01,,,,1495.422,14595.0,14595.0
2010-01-01,,,,1127.529,11000.0,11000.0
2010-02-01,,,,957.47,9341.0,9341.0
2010-03-01,,,,890.8770000000001,8691.0,8691.0
2010-04-01,,,,759.38,7409.0,7409.0
2010-05-01,,,,643.669,6280.0,6280.0
2010-06-01,,,,583.2810000000001,5690.0,5690.0
2010-07-01,,,,387.637,3782.0,3782.0
2010-08-01,,,,368.12800000000004,3591.0,3591.0
2010-09-01,,,,667.1460000000001,6509.0,6509.0
2010-10-01,,,,936.316,9135.0,9135.0
2010-11-01,,,,900.4580000000001,8785.0,8785.0
2010-12-01,,,,1116.1090000000002,10889.0,10889.0
2011-01-01,,,,951.687,9247.0,9247.0
2011-02-01,,,,1158.835,11259.0,11259.0
2011-03-01,,,,1177.281,11438.0,11438.0
2011-04-01,,,,1192.503,11586.0,11586.0
2011-05-01,,,,624.052,6063.0,6063.0
2011-06-01,,,,501.035,4868.0,4868.0
2011-07-01,,,,375.535,3649.0,3649.0
2011-08-01,,,,494.501,4805.0,4805.0
2011-09-01,,,,476.08,4626.0,4626.0
2011-10-01,,,,788.05,7657.0,7657.0
2011-11-01,,,,1065.677,10354.0,10354.0
2011-12-01,,,,1025.764,9966.0,9966.0
2012-01-01,,,,843.999,8031.0,8031.0
2012-02-01,,,,650.978,6195.0,6195.0
2012-03-01,,,,694.326,6607.0,6607.0
2012-04-01,,,,705.011,6709.0,6709.0
2012-05-01,,,,361.525,3440.0,3440.0
2012-06-01,,,,504.191,4798.0,4798.0
2012-07-01,,,,356.373,3391.0,3391.0
2012-08-01,,,,257.923,2454.0,2454.0
2012-09-01,,,,407.161,3875.0,3875.0
2012-10-01,,,,694.015,6604.0,6604.0
2012-11-01,,,,696.597,6629.0,6629.0
2012-12-01,,,,988.901,9410.0,9410.0
2013-01-01,,,,640.53,6111.0,6111.0
2013-02-01,,,,603.933,5762.0,5762.0
2013-03-01,,,,710.531,6779.0,6779.0
2013-04-01,,,,651.856,6219.0,6219.0
2013-05-01,,,,528.329,5041.0,5041.0
2013-06-01,,,,363.219,3465.0,3465.0
2013-07-01,,,,217.581,2076.0,2076.0
2013-08-01,,,,231.132,2205.0,2205.0
2013-09-01,,,,283.362,2704.0,2704.0
2013-10-01,,,,430.489,4107.0,4107.0
2013-11-01,,,,730.4,6969.0,6969.0
2013-12-01,,,,634.638,6055.0,6055.0
2014-01-01,,,,604.427,5748.0,5748.0
2014-02-01,,,,498.315,4739.0,4739.0
2014-03-01,,,,603.102,5736.0,5736.0
2014-04-01,,,,599.976,5706.0,5706.0
2014-05-01,,,,343.413,3266.0,3266.0
2014-06-01,,,,236.389,2248.0,2248.0
2014-07-01,,,,266.226,2532.0,2532.0
2014-08-01,,,,241.699,2299.0,2299.0
2014-09-01,,,,269.92,2567.0,2567.0
2014-10-01,,,,529.789,5038.0,5038.0
2014-11-01,,,,596.069,5669.0,5669.0
2014-12-01,,,,574.675,5465.0,5465.0
2015-01-01,,,,625.763,5831.0,5831.0
2015-02-01,,,,506.842,4723.0,4723.0
2015-03-01,,,,666.272,6209.0,6209.0
2015-04-01,,,,559.39,5213.0,5213.0
2015-05-01,,,,332.027,3094.0,3094.0
2015-06-01,,,,368.815,3437.0,3437.0
2015-07-01,,,,215.016,2004.0,2004.0
2015-08-01,,,,189.907,1770.0,1770.0
2015-09-01,,,,251.999,2348.0,2348.0
2015-10-01,,,,510.647,4759.0,4759.0
2015-11-01,,,,583.322,5436.0,5436.0
2016-05-01,-124.838,0.0,0.0,,,
2016-06-01,-111.692,0.0,0.0,,,
2016-07-01,-130.097,0.0,0.0,,,
2016-08-01,-129.905,0.0,0.0,,,
2016-09-01,-97.624,0.0,0.0,,,
2016-10-01,-100.816,0.0,0.0,,,
2016-11-01,-112.567,0.0,0.0,,,
2016-12-01,-124.461,0.0,0.0,,,
2017-01-01,-387.592,0.0,0.0,,,
2017-02-01,-339.459,0.0,0.0,,,
2017-03-01,-392.516,0.0,0.0,,,
2017-04-01,-305.076,0.0,0.0,,,
2017-05-01,-385.532,0.0,0.0,,,
2017-06-01,-401.252,0.0,0.0,,,
2017-07-01,-397.003,0.0,0.0,,,
2017-08-01,-420.693,0.0,0.0,,,
2017-09-01,-345.277,0.0,0.0,,,
2017-10-01,-375.401,0.0,0.0,,,
2017-11-01,-392.351,0.0,0.0,,,
2017-12-01,-419.848,0.0,0.0,,,
2018-01-01,-224.659,0.0,0.0,,,
2018-02-01,-210.95,0.0,0.0,,,
2018-03-01,-225.823,0.0,0.0,,,
2018-04-01,-206.899,0.0,0.0,,,
2018-05-01,-239.559,0.0,0.0,,,
2018-06-01,-242.179,0.0,0.0,,,
2018-07-01,-237.356,0.0,0.0,,,
2018-08-01,-242.392,0.0,0.0,,,
2018-09-01,-215.591,0.0,0.0,,,
2018-10-01,-242.134,0.0,0.0,,,
2018-11-01,-242.941,0.0,0.0,,,
2018-12-01,-236.517,0.0,0.0,,,
2019-01-01,-173.221,0.0,0.0,,,
2019-02-01,-152.132,0.0,0.0,,,
2019-03-01,-149.677,0.0,0.0,,,
2019-04-01,-157.155,0.0,0.0,,,
2019-05-01,-157.093,0.0,0.0,,,
2019-06-01,-160.477,0.0,0.0,,,
2019-07-01,-172.606,0.0,0.0,,,
2019-08-01,-177.248,0.0,0.0,,,
2019-09-01,-150.358,0.0,0.0,,,
2019-10-01,-147.559,0.0,0.0,,,
2019-11-01,-158.19,0.0,0.0,,,
2019-12-01,-174.284,0.0,0.0,,,
2020-01-01,-254.938,0.0,0.0,,,
2020-02-01,-217.533,0.0,0.0,,,
2020-03-01,-239.72,0.0,0.0,,,
2020-04-01,-239.262,0.0,0.0,,,
2020-05-01,-242.555,0.0,0.0,,,
2020-06-01,-242.751,0.0,0.0,,,
2020-07-01,-259.531,0.0,0.0,,,
2020-08-01,-249.247,0.0,0.0,,,
2020-09-01,-232.411,0.0,0.0,,,
2020-10-01,-214.908,0.0,0.0,,,
2020-11-01,-241.952,0.0,0.0,,,
2020-12-01,-260.192,0.0,0.0,,,
2021-01-01,-268.736,0.0,0.0,,,
2021-02-01,-211.506,0.0,0.0,,,
2021-03-01,-254.798,0.0,0.0,,,
2021-04-01,-252.324,0.0,0.0,,,
2021-05-01,-263.465,0.0,0.0,,,
2021-06-01,-265.656,0.0,0.0,,,
2021-07-01,-264.657,0.0,0.0,,,
2021-08-01,-250.329,0.0,0.0,,,
2021-09-01,-237.061,0.0,0.0,,,
2021-10-01,-264.737,0.0,0.0,,,
2021-11-01,-254.863,0.0,0.0,,,
2021-12-01,-274.868,0.0,0.0,,,
2022-01-01,-236.488,0.0,0.0,,,
2022-02-01,-198.464,0.0,0.0,,,
2022-03-01,-257.229,0.0,0.0,,,
2022-04-01,-240.328,0.0,0.0,,,
2022-05-01,-238.538,0.0,0.0,,,
2022-06-01,-234.891,0.0,0.0,,,
2022-07-01,-257.949,0.0,0.0,,,
2022-08-01,-248.733,0.0,0.0,,,
2022-09-01,-211.029,0.0,0.0,,,
2022-10-01,-240.126,0.0,0.0,,,
2022-11-01,-256.135,0.0,0.0,,,
2022-12-01,-268.09,0.0,0.0,,,
2023-01-01,-259.0,0.0,0.0,,,
2023-02-01,-231.0,0.0,0.0,,,
2023-03-01,-251.0,0.0,0.0,,,
2023-04-01,-230.0,0.0,0.0,,,
2023-05-01,-220.0,0.0,0.0,,,
2023-06-01,-201.0,0.0,0.0,,,
2023-07-01,-212.0,0.0,0.0,,,
2023-08-01,-162.0,0.0,0.0,,,
2023-09-01,-180.0,0.0,0.0,,,
2023-10-01,-127.0,0.0,0.0,,,
2023-11-01,-127.0,0.0,0.0,,,
2023-12-01,-117.0,0.0,0.0,,,
2024-01-01,-103.0,0.0,0.0,,,
2024-02-01,-83.0,0.0,0.0,,,
2024-03-01,-61.0,0.0,0.0,,,
2024-04-01,-67.0,0.0,0.0,,,
2024-05-01,-116.0,0.0,0.0,,,
2024-06-01,-63.0,0.0,0.0,,,
2024-07-01,-55.0,0.0,0.0,,,
2024-08-01,-46.0,0.0,0.0,,,
2024-09-01,-43.0,0.0,0.0,,,
2024-10-01,-45.0,0.0,0.0,,,
2024-11-01,-40.0,0.0,0.0,,,
2024-12-01,-29.0,0.0,0.0,,,
