measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2009-07-01,61.221000000000004,644.0,644.0,943.004,9204.0,9204.0
2009-08-01,60.904,638.0,638.0,1033.584,10088.0,10088.0
2009-09-01,40.57,429.0,429.0,775.2280000000001,7566.0,7566.0
2009-10-01,40.198,423.0,423.0,1236.6970000000001,12070.0,12070.0
2009-11-01,76.409,806.0,806.0,1154.299,11266.0,11266.0
2009-12-01,77.507,818.0,818.0,1343.393,13112.0,13112.0
2010-01-01,83.098,858.0,858.0,993.186,9690.0,9690.0
2010-02-01,66.023,684.0,684.0,711.364,6940.0,6940.0
2010-03-01,58.438,609.0,609.0,886.9050000000001,8653.0,8653.0
2010-04-01,51.737,539.0,539.0,984.436,9604.0,9604.0
2010-05-01,43.022000000000006,447.0,447.0,801.22,7817.0,7817.0
2010-06-01,33.771,354.0,354.0,938.8240000000001,9159.0,9159.0
2010-07-01,38.746,406.0,406.0,1019.349,9945.0,9945.0
2010-08-01,39.503,412.0,412.0,941.2230000000001,9183.0,9183.0
2010-09-01,36.171,377.0,377.0,804.229,7846.0,7846.0
2010-10-01,43.358000000000004,452.0,452.0,802.2090000000001,7826.0,7826.0
2010-11-01,49.384,516.0,516.0,802.8340000000001,7832.0,7832.0
2010-12-01,89.82900000000001,934.0,934.0,1194.221,11651.0,11651.0
2011-01-01,72.641,771.0,771.0,1081.79,10511.0,10511.0
2011-02-01,64.871,690.0,690.0,1040.437,10109.0,10109.0
2011-03-01,56.794,603.0,603.0,1203.049,11689.0,11689.0
2011-04-01,36.797,394.0,394.0,811.858,7888.0,7888.0
2011-05-01,38.567,412.0,412.0,807.301,7844.0,7844.0
2011-06-01,35.832,383.0,383.0,745.587,7244.0,7244.0
2011-07-01,37.865,400.0,400.0,699.322,6795.0,6795.0
2011-08-01,34.176,365.0,365.0,696.324,6765.0,6765.0
2011-09-01,37.875,400.0,400.0,737.185,7162.0,7162.0
2011-10-01,66.959,713.0,713.0,707.844,6877.0,6877.0
2011-11-01,61.994,661.0,661.0,1073.099,10426.0,10426.0
2011-12-01,61.269,650.0,650.0,1199.204,11651.0,11651.0
2012-01-01,89.221,940.0,940.0,1361.39,12955.0,12955.0
2012-02-01,52.623,557.0,557.0,1186.106,11287.0,11287.0
2012-03-01,79.812,847.0,847.0,1124.172,10698.0,10698.0
2012-04-01,50.536,534.0,534.0,898.935,8554.0,8554.0
2012-05-01,63.239,667.0,667.0,898.454,8550.0,8550.0
2012-06-01,51.605,545.0,545.0,929.0,8840.0,8840.0
2012-07-01,80.688,853.0,853.0,617.901,5880.0,5880.0
2012-08-01,75.186,795.0,795.0,998.618,9503.0,9503.0
2012-09-01,69.995,742.0,742.0,1049.156,9984.0,9984.0
2012-10-01,51.991,551.0,551.0,1640.276,15609.0,15609.0
2012-11-01,55.76,592.0,592.0,1304.183,12411.0,12411.0
2012-12-01,85.884,911.0,911.0,1250.809,11903.0,11903.0
2013-01-01,76.413,812.0,812.0,1066.9,10179.0,10179.0
2013-02-01,52.722,551.0,551.0,995.778,9501.0,9501.0
2013-03-01,53.328,563.0,563.0,917.817,8757.0,8757.0
2013-04-01,61.512,644.0,644.0,919.351,8772.0,8772.0
2013-05-01,61.993,650.0,650.0,836.358,7980.0,7980.0
2013-06-01,44.52,470.0,470.0,742.099,7080.0,7080.0
2013-07-01,42.154,441.0,441.0,771.325,7359.0,7359.0
2013-08-01,41.591,435.0,435.0,880.523,8401.0,8401.0
2013-09-01,48.811,510.0,510.0,739.287,7054.0,7054.0
2013-10-01,46.97,493.0,493.0,1622.239,15478.0,15478.0
2013-11-01,61.222,644.0,644.0,1062.744,10140.0,10140.0
2013-12-01,69.284,725.0,725.0,1162.579,11092.0,11092.0
2014-01-01,75.89,795.0,795.0,1204.346,11453.0,11453.0
2014-02-01,72.005,760.0,760.0,1086.946,10337.0,10337.0
2014-03-01,70.29,742.0,742.0,983.223,9350.0,9350.0
2014-04-01,66.042,696.0,696.0,1053.901,10023.0,10023.0
2014-05-01,55.762,586.0,586.0,921.49,8763.0,8763.0
2014-06-01,33.237,348.0,348.0,855.724,8138.0,8138.0
2014-07-01,58.759,621.0,621.0,809.229,7696.0,7696.0
2014-08-01,47.276,499.0,499.0,1006.17,9569.0,9569.0
2014-09-01,55.622,586.0,586.0,1555.945,14797.0,14797.0
2014-10-01,73.527,777.0,777.0,1133.002,10775.0,10775.0
2014-11-01,53.743,568.0,568.0,1166.65,11095.0,11095.0
2014-12-01,69.907,737.0,737.0,1331.374,12661.0,12661.0
2015-01-01,83.173,887.0,887.0,1226.96,11434.0,11434.0
2015-02-01,73.353,777.0,777.0,1031.586,9613.0,9613.0
2015-03-01,73.791,783.0,783.0,852.744,7947.0,7947.0
2015-04-01,76.421,812.0,812.0,1032.693,9624.0,9624.0
2015-05-01,61.417,650.0,650.0,1002.52,9342.0,9342.0
2015-06-01,61.188,650.0,650.0,868.272,8091.0,8091.0
2015-07-01,63.585,673.0,673.0,764.796,7127.0,7127.0
2015-08-01,72.189,766.0,766.0,894.048,8332.0,8332.0
2015-09-01,65.015,690.0,690.0,1091.395,10171.0,10171.0
2015-10-01,74.382,789.0,789.0,1100.73,10258.0,10258.0
2015-11-01,52.009,551.0,551.0,1374.85,12812.0,12812.0
2015-12-01,50.017,534.0,534.0,1428.406,13311.0,13311.0
2016-01-01,8.979,99.0,99.0,1102.294,10176.0,10176.0
2016-02-01,9.964,110.0,110.0,909.244,8394.0,8394.0
2016-03-01,9.43,104.0,104.0,1161.345,10722.0,10722.0
2016-04-01,7.722,87.0,87.0,729.418,6734.0,6734.0
2016-05-01,7.044,81.0,81.0,483.638,4465.0,4465.0
2016-06-01,7.086,81.0,81.0,560.146,5171.0,5171.0
2016-07-01,5.928,64.0,64.0,726.22,6704.0,6704.0
2016-08-01,7.769,87.0,87.0,1053.111,9722.0,9722.0
2016-09-01,7.916,87.0,87.0,1378.463,12726.0,12726.0
2016-10-01,9.09,104.0,104.0,1276.684,11786.0,11786.0
2016-11-01,12.684,145.0,145.0,1065.132,9833.0,9833.0
2016-12-01,17.128,191.0,191.0,1175.305,10850.0,10850.0
2017-01-01,87.533,928.0,928.0,1061.785,9782.0,9782.0
2017-02-01,70.678,748.0,748.0,952.205,8773.0,8773.0
2017-03-01,81.379,864.0,864.0,1197.838,11036.0,11036.0
2017-04-01,75.03,795.0,795.0,1166.272,10745.0,10745.0
2017-05-01,74.95,795.0,795.0,1254.764,11560.0,11560.0
2017-06-01,79.052,835.0,835.0,1212.916,11175.0,11175.0
2017-07-01,80.559,853.0,853.0,998.536,9200.0,9200.0
2017-08-01,83.212,882.0,882.0,813.97,7499.0,7499.0
2017-09-01,82.768,876.0,876.0,742.953,6845.0,6845.0
2017-10-01,84.476,893.0,893.0,665.658,6133.0,6133.0
2017-11-01,74.822,795.0,795.0,762.583,7026.0,7026.0
2017-12-01,76.141,806.0,806.0,896.52,8260.0,8260.0
2018-01-01,33.058,354.0,354.0,807.444,7351.0,7351.0
2018-02-01,30.83,325.0,325.0,800.142,7284.0,7284.0
2018-03-01,30.835,325.0,325.0,813.199,7403.0,7403.0
2018-04-01,31.147,331.0,331.0,858.195,7813.0,7813.0
2018-05-01,35.638,377.0,377.0,961.268,8751.0,8751.0
2018-06-01,33.272,354.0,354.0,875.616,7972.0,7972.0
2018-07-01,35.853,383.0,383.0,746.645,6797.0,6797.0
2018-08-01,36.612,389.0,389.0,647.42,5894.0,5894.0
2018-09-01,37.268,394.0,394.0,553.599,5040.0,5040.0
2018-10-01,39.131,418.0,418.0,546.515,4975.0,4975.0
2018-11-01,35.208,371.0,371.0,637.76,5806.0,5806.0
2018-12-01,33.728,360.0,360.0,658.197,5992.0,5992.0
2019-01-01,237.111,3428.0,3428.0,796.447,7092.0,7092.0
2019-02-01,263.552,3805.0,3805.0,744.992,6634.0,6634.0
2019-03-01,261.185,3770.0,3770.0,872.327,7768.0,7768.0
2019-04-01,240.026,3468.0,3468.0,893.97,7961.0,7961.0
2019-05-01,261.226,3770.0,3770.0,1067.962,9510.0,9510.0
2019-06-01,224.46,3242.0,3242.0,932.298,8302.0,8302.0
2019-07-01,255.665,3695.0,3695.0,805.324,7171.0,7171.0
2019-08-01,283.072,4089.0,4089.0,772.986,6883.0,6883.0
2019-09-01,336.126,4855.0,4855.0,619.487,5517.0,5517.0
2019-10-01,353.265,5104.0,5104.0,617.789,5501.0,5501.0
2019-11-01,268.34,3874.0,3874.0,719.229,6405.0,6405.0
2019-12-01,357.972,5168.0,5168.0,755.189,6725.0,6725.0
2020-01-01,105.892,1067.0,1067.0,1133.67,9939.0,9939.0
2020-02-01,68.649,696.0,696.0,1183.82,10379.0,10379.0
2020-03-01,69.308,702.0,702.0,1038.547,9105.0,9105.0
2020-04-01,66.508,673.0,673.0,959.796,8415.0,8415.0
2020-05-01,56.315,568.0,568.0,1407.939,12343.0,12343.0
2020-06-01,70.903,719.0,719.0,1371.511,12024.0,12024.0
2020-07-01,92.424,934.0,934.0,1290.806,11316.0,11316.0
2020-08-01,94.698,957.0,957.0,1093.606,9588.0,9588.0
2020-09-01,60.216,609.0,609.0,876.196,7682.0,7682.0
2020-10-01,72.072,731.0,731.0,871.4,7640.0,7640.0
2020-11-01,55.891,568.0,568.0,1002.757,8791.0,8791.0
2020-12-01,55.404,563.0,563.0,1042.952,9144.0,9144.0
2021-01-01,66.072,702.0,702.0,1371.347,12128.0,12128.0
2021-02-01,73.161,766.0,766.0,1141.062,10092.0,10092.0
2021-03-01,79.124,829.0,829.0,1094.337,9678.0,9678.0
2021-04-01,76.059,795.0,795.0,965.287,8537.0,8537.0
2021-05-01,39.39,412.0,412.0,1195.897,10577.0,10577.0
2021-06-01,52.875,557.0,557.0,1287.616,11388.0,11388.0
2021-07-01,51.673,539.0,539.0,1146.462,10139.0,10139.0
2021-08-01,74.518,783.0,783.0,1081.788,9567.0,9567.0
2021-09-01,96.516,1009.0,1009.0,887.304,7847.0,7847.0
2021-10-01,95.891,1003.0,1003.0,910.523,8053.0,8053.0
2021-11-01,74.871,783.0,783.0,1067.151,9438.0,9438.0
2021-12-01,83.23,870.0,870.0,1371.226,12127.0,12127.0
2022-01-01,79.061,818.0,818.0,1354.566,4622.0,4622.0
2022-02-01,65.2,673.0,673.0,1165.4,3976.0,3976.0
2022-03-01,75.504,783.0,783.0,1269.55,4332.0,4332.0
2022-04-01,67.125,696.0,696.0,951.595,3247.0,3247.0
2022-05-01,62.905,650.0,650.0,1197.961,4087.0,4087.0
2022-06-01,76.61,795.0,795.0,1429.514,4878.0,4878.0
2022-07-01,69.777,725.0,725.0,1365.514,4659.0,4659.0
2022-08-01,46.928,487.0,487.0,1146.438,3912.0,3912.0
2022-09-01,54.974,568.0,568.0,879.906,3002.0,3002.0
2022-10-01,61.681,638.0,638.0,764.789,2609.0,2609.0
2022-11-01,58.56,603.0,603.0,964.789,3292.0,3292.0
2022-12-01,79.675,824.0,824.0,1074.978,3668.0,3668.0
2023-01-01,75.934,789.0,789.0,7.0,24.0,24.0
2023-02-01,58.951,615.0,615.0,6.0,20.0,20.0
2023-03-01,55.633,580.0,580.0,7.0,24.0,24.0
2023-04-01,65.764,684.0,684.0,5.0,17.0,17.0
2023-05-01,64.984,679.0,679.0,5.0,17.0,17.0
2023-06-01,55.953,580.0,580.0,1.0,3.0,3.0
2023-07-01,52.982,551.0,551.0,0.0,0.0,0.0
2023-08-01,55.147,574.0,574.0,0.0,0.0,0.0
2023-09-01,47.83,499.0,499.0,0.0,0.0,0.0
2023-10-01,54.255,563.0,563.0,0.0,0.0,0.0
2023-11-01,68.423,713.0,713.0,0.0,0.0,0.0
2023-12-01,75.144,783.0,783.0,18.0,61.0,61.0
2024-01-01,39.688,505.0,505.0,1005.0,3429.0,3429.0
2024-02-01,35.737,458.0,458.0,1065.0,3634.0,3634.0
2024-03-01,43.073,551.0,551.0,1185.0,4043.0,4043.0
2024-04-01,45.379,580.0,580.0,1073.0,3661.0,3661.0
2024-05-01,26.602,336.0,336.0,1126.0,3842.0,3842.0
2024-06-01,47.494,603.0,603.0,1290.0,4401.0,4401.0
2024-07-01,27.86,354.0,354.0,1184.0,4040.0,4040.0
2024-08-01,40.232,510.0,510.0,1023.0,3490.0,3490.0
2024-09-01,26.719,342.0,342.0,910.0,3105.0,3105.0
2024-10-01,42.423,539.0,539.0,884.0,3016.0,3016.0
2024-11-01,41.5,528.0,528.0,821.0,2801.0,2801.0
2024-12-01,35.293,452.0,452.0,985.0,3361.0,3361.0
