measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-12-01,848.0,12024.0,12024.0,0.0,0.0,0.0,,,,,,,5424.0,76960.0,76960.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,127.0,1678.29,1678.29,0.0,86.02,86.02
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2509.0,31801.18,31801.18,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9406.0,116410.92,116410.92,78250.0,976908.84,976908.84
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12404.0,154979.82,154979.82,50028.0,736884.72,736884.72
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,26174.0,335200.56,335200.56,49583.0,693300.12,693300.12
2005-09-01,626.0,7308.0,7308.0,0.0,0.0,0.0,,,,,,,15224.0,177673.8,177673.8,66020.0,829768.98,829768.98
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5261.0,67952.4,67952.4,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1161.0,15323.46,15323.46,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7895.0,81883.56,81883.56,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4107.0,51621.0,51621.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1545.0,19078.0,19078.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5202.0,63555.0,63555.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6890.0,58598.0,58598.0,24118.0,353514.0,353514.0
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,11450.0,110023.0,110023.0,27571.0,351786.0,351786.0
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16923.0,248931.0,248931.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10040.0,164880.0,164880.0,0.0,0.0,0.0
2006-09-01,64.0,1810.0,1810.0,0.0,0.0,0.0,,,,,,,4123.0,116456.0,116456.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,833.0,12921.0,12921.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,402.0,4987.0,4987.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1211.0,15558.0,15558.0,0.0,0.0,0.0
2007-01-01,938.4680000000001,11362.0,11362.0,0.0,0.0,0.0,,,,,,,2698.532,32672.0,32672.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1513.0,21079.0,21079.0,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,923.0,11983.0,11983.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1022.0,13025.0,13025.0,0.0,0.0,0.0
2007-06-01,184.39,2419.0,2419.0,0.0,0.0,0.0,,,,,,,5296.61,69474.0,69474.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8343.0,112406.0,112406.0,14076.0,213504.0,213504.0
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8248.0,120453.0,120453.0,96172.0,1097166.0,1097166.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6796.0,91696.0,91696.0,34489.0,417244.0,417244.0
2007-10-01,535.839,7273.0,7273.0,0.0,0.0,0.0,,,,,,,3494.161,47428.0,47428.0,3432.0,48320.0,48320.0
2007-11-01,396.39300000000003,4634.0,4634.0,0.0,0.0,0.0,,,,,,,3171.607,37079.0,37079.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3940.0,48388.0,48388.0,1713.0,29554.0,29554.0
2008-01-01,0.0,0.0,0.0,,,,,,,,,,0.0,10164.0,10164.0,0.0,1047.0,1047.0
2008-02-01,0.0,0.0,0.0,,,,,,,,,,1939.0,17861.0,17861.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,,,,,,,3980.0,52862.0,52862.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,,,,,,,1930.0,13179.0,13179.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,,,,,,,3823.0,47438.0,47438.0,50760.0,616446.0,616446.0
2008-06-01,0.0,0.0,0.0,,,,,,,,,,4267.0,107581.0,107581.0,80071.0,930769.0,930769.0
2008-07-01,,,,0.0,0.0,0.0,,,,,,,3798.0,50442.0,50442.0,119425.0,1428037.0,1428037.0
2008-08-01,,,,0.0,0.0,0.0,,,,,,,8910.0,112775.0,112775.0,110295.0,1235824.0,1235824.0
2008-09-01,0.0,0.0,0.0,,,,,,,,,,1729.0,22582.0,22582.0,24810.0,322041.0,322041.0
2008-10-01,0.0,0.0,0.0,-183.5,0.0,0.0,,,,,,,2068.0,27697.0,27697.0,-183.5,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2222.0,29288.0,29288.0,0.0,0.0,0.0
2008-12-01,3.994,52.0,52.0,0.0,0.0,0.0,,,,,,,5269.006,68857.0,68857.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1174.0,15067.0,15067.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13182.0,161953.0,161953.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1240.0,15634.0,15634.0,0.0,281.0,281.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4755.0,57911.0,57911.0,16640.0,235968.0,235968.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5965.0,83730.0,83730.0,92521.0,1190736.0,1190736.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,9166.0,123648.0,123648.0,100702.0,1198047.0,1198047.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7762.0,105270.0,105270.0,86592.0,1067321.0,1067321.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2602.0,36277.0,36277.0,23907.0,305566.0,305566.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2438.0,33940.0,33940.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,154.0,3274.0,3274.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2600.0,33710.0,33710.0,0.0,0.0,0.0
2010-01-01,4.939,70.0,70.0,0.0,0.0,0.0,,,,,,,635.061,8949.0,8949.0,0.0,0.0,0.0
2010-02-01,329.69300000000004,4072.0,4072.0,0.0,0.0,0.0,,,,,,,860.307,10625.0,10625.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,413.0,5175.0,5175.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,349.0,5686.0,5686.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1465.0,19166.0,19166.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2128.0,23484.0,23484.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2054.0,25267.0,25267.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8124.0,106490.0,106490.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2028.0,27195.0,27195.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1987.0,26565.0,26565.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,232.0,3119.0,3119.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1816.0,23963.0,23963.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,,,,,,,,,,4328.0,53952.0,53952.0,,,
2011-02-01,0.0,0.0,0.0,,,,,,,,,,20205.0,241895.0,241895.0,,,
2011-03-01,0.0,0.0,0.0,,,,,,,,,,5300.0,55361.0,55361.0,,,
2011-04-01,86.765,1079.0,1079.0,,,,,,,,,,2032.235,25268.0,25268.0,,,
2011-05-01,0.0,0.0,0.0,,,,,,,,,,3498.0,31542.0,31542.0,,,
2011-06-01,0.0,0.0,0.0,,,,,,,,,,2359.0,28642.0,28642.0,,,
2011-07-01,0.0,0.0,0.0,,,,,,,,,,7381.0,90286.0,90286.0,,,
2011-08-01,0.0,0.0,0.0,,,,,,,,,,22451.0,283983.0,283983.0,,,
2011-09-01,0.0,0.0,0.0,,,,,,,,,,3876.0,56396.0,56396.0,,,
2011-10-01,0.0,0.0,0.0,,,,,,,,,,76.0,1080.0,1080.0,,,
2011-11-01,0.0,0.0,0.0,,,,,,,,,,2316.0,32720.0,32720.0,,,
2011-12-01,0.0,0.0,0.0,,,,,,,,,,1372.0,32591.0,32591.0,,,
2012-01-01,0.0,0.0,0.0,,,,,,,,,,2832.0,37630.0,37630.0,,,
2012-02-01,0.0,0.0,0.0,,,,,,,,,,217.0,4399.0,4399.0,,,
2012-03-01,0.0,0.0,0.0,,,,,,,,,,4164.0,54790.0,54790.0,,,
2012-04-01,0.0,0.0,0.0,,,,,,,,,,1745.0,23369.0,23369.0,,,
2012-05-01,0.0,0.0,0.0,,,,,,,,,,682.0,9029.0,9029.0,,,
2012-06-01,0.0,0.0,0.0,,,,,,,,,,2130.0,27688.0,27688.0,,,
2012-07-01,0.0,0.0,0.0,,,,,,,,,,2509.0,32711.0,32711.0,,,
2012-08-01,0.0,0.0,0.0,,,,,,,,,,4980.0,56310.0,56310.0,,,
2012-09-01,0.0,0.0,0.0,,,,,,,,,,342.0,5401.0,5401.0,,,
2012-10-01,0.0,0.0,0.0,,,,,,,,,,888.0,11499.0,11499.0,,,
2012-11-01,0.0,0.0,0.0,,,,,,,,,,648.0,8779.0,8779.0,,,
2012-12-01,734.596,9854.0,9854.0,,,,,,,,,,1117.404,14989.0,14989.0,,,
2013-01-01,0.0,0.0,0.0,,,,,,,,,,562.0,7432.0,7432.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,,,,,,,,862.0,9729.0,9729.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,,,,,,,,,,809.0,11143.0,11143.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,,,,,,,,,,1867.0,24741.0,24741.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,,,,,,,,,,330.0,4580.0,4580.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,,,,,,,,,,438.0,6239.0,6239.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,,,,,,,,,,321.0,4524.0,4524.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,,,,,,,,,,840.0,11217.0,11217.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,,,,,,,,,,525.0,7230.0,7230.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,,,,,,,,,,2365.0,32222.0,32222.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,,,,,,,,,,1274.0,6998.0,6998.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,,,,,,,,,,2678.0,25523.0,25523.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,,,,,,,,,,4711.0,59669.0,59669.0,,,
2014-02-01,0.0,0.0,0.0,,,,,,,,,,2990.0,39049.0,39049.0,,,
2014-03-01,0.0,0.0,0.0,,,,,,,,,,9132.0,116257.0,116257.0,,,
2014-04-01,0.0,0.0,0.0,,,,,,,,,,1506.0,20281.0,20281.0,,,
2014-05-01,0.0,0.0,0.0,,,,,,,,,,696.0,20289.0,20289.0,,,
2014-06-01,0.0,0.0,0.0,,,,,,,,,,61.0,19247.0,19247.0,,,
2014-07-01,0.0,0.0,0.0,,,,,,,,,,424.0,14521.0,14521.0,,,
2014-08-01,0.0,0.0,0.0,,,,,,,,,,3038.0,40026.0,40026.0,,,
2014-09-01,0.0,0.0,0.0,,,,,,,,,,1080.0,17307.0,17307.0,,,
2014-10-01,0.0,0.0,0.0,,,,,,,,,,3012.0,41224.0,41224.0,,,
2014-11-01,0.0,0.0,0.0,,,,,,,,,,2599.0,34183.0,34183.0,,,
2014-12-01,0.0,0.0,0.0,,,,,,,,,,1283.0,17654.0,17654.0,,,
2015-01-01,0.0,0.0,0.0,,,,,,,,,,941.0,12593.0,12593.0,,,
2015-02-01,0.0,0.0,0.0,,,,,,,,,,1808.0,24506.0,24506.0,,,
2015-03-01,0.0,0.0,0.0,,,,,,,,,,2072.0,28390.0,28390.0,,,
2015-04-01,0.0,0.0,0.0,,,,,,,,,,456.0,6137.0,6137.0,,,
2015-05-01,0.0,0.0,0.0,,,,,,,,,,1456.0,24057.0,24057.0,,,
2015-07-01,0.0,0.0,0.0,,,,,,,,,,2668.0,36244.0,36244.0,,,
2015-08-01,0.0,0.0,0.0,,,,,,,,,,4641.0,58943.0,58943.0,,,
2015-09-01,0.0,0.0,0.0,,,,,,,,,,1622.0,21245.0,21245.0,,,
2015-10-01,0.0,0.0,0.0,,,,,,,,,,672.0,8948.0,8948.0,,,
2015-11-01,0.0,0.0,0.0,,,,,,,,,,1342.0,17327.0,17327.0,,,
2015-12-01,0.0,0.0,0.0,,,,,,,,,,40.0,642.0,642.0,,,
2016-01-01,0.0,0.0,0.0,,,,,,,,,,1487.0,19443.0,19443.0,,,
2016-02-01,0.0,0.0,0.0,,,,,,,,,,387.0,5329.0,5329.0,,,
2016-03-01,0.0,0.0,0.0,,,,,,,,,,1107.0,15451.0,15451.0,,,
2016-04-01,0.0,0.0,0.0,,,,,,,,,,1364.0,19391.0,19391.0,,,
2016-05-01,0.0,0.0,0.0,,,,,,,,,,452.0,6103.0,6103.0,,,
2016-06-01,0.0,0.0,0.0,,,,,,,,,,193.0,2774.0,2774.0,,,
2016-07-01,0.0,0.0,0.0,,,,,,,,,,735.0,9955.0,9955.0,,,
2016-08-01,0.0,0.0,0.0,,,,,,,,,,989.0,13643.0,13643.0,,,
2016-09-01,0.0,0.0,0.0,,,,,,,,,,124.0,1561.0,1561.0,,,
2016-10-01,0.0,0.0,0.0,,,,,,,,,,1319.0,18164.0,18164.0,,,
2016-11-01,0.0,0.0,0.0,,,,,,,,,,408.0,6534.0,6534.0,,,
2016-12-01,47.283,638.0,638.0,,,,,,,,,,1429.717,19291.0,19291.0,,,
2017-01-01,12.123,157.0,157.0,,,,,,,,,,779.847,10719.0,10719.0,,,
2017-02-01,12.597,174.0,174.0,,,,,,,,,,691.119,9502.0,9502.0,,,
2017-03-01,19.937,273.0,273.0,,,,,,,,,,814.298,11196.0,11196.0,,,
2017-04-01,13.35,186.0,186.0,,,,,,,,,,804.933,11067.0,11067.0,,,
2017-05-01,18.982,261.0,261.0,,,,,,,,,,918.609,12629.0,12629.0,,,
2017-06-01,12.727,174.0,174.0,,,,,,,,,,1176.681,16178.0,16178.0,,,
2017-07-01,16.265,226.0,226.0,,,,,,,,,,1443.491,19846.0,19846.0,,,
2017-08-01,22.28,307.0,307.0,,,,,,,,,,1378.008,18945.0,18945.0,,,
2017-09-01,8.463,116.0,116.0,,,,,,,,,,1016.262,13972.0,13972.0,,,
2017-10-01,12.918,180.0,180.0,,,,,,,,,,898.087,12347.0,12347.0,,,
2017-11-01,12.138,168.0,168.0,,,,,,,,,,746.903,10269.0,10269.0,,,
2017-12-01,11.187,157.0,157.0,,,,,,,,,,976.795,13429.0,13429.0,,,
2018-01-01,34.168,440.0,440.0,,,,,,,,,,941.52,12254.0,12254.0,,,
2018-02-01,52.84,690.0,690.0,,,,,,,,,,846.86,11021.0,11021.0,,,
2018-03-01,51.782,672.0,672.0,,,,,,,,,,856.19,11143.0,11143.0,,,
2018-04-01,137.595,1791.0,1791.0,,,,,,,,,,794.846,10344.0,10344.0,,,
2018-05-01,136.707,1779.0,1779.0,,,,,,,,,,1075.517,13997.0,13997.0,,,
2018-06-01,73.635,956.0,956.0,,,,,,,,,,1173.013,15266.0,15266.0,,,
2018-07-01,42.794,556.0,556.0,,,,,,,,,,1458.69,18983.0,18983.0,,,
2018-08-01,49.304,643.0,643.0,,,,,,,,,,1358.058,17674.0,17674.0,,,
2018-09-01,32.675,423.0,423.0,,,,,,,,,,1152.153,14994.0,14994.0,,,
2018-10-01,58.15,759.0,759.0,,,,,,,,,,967.986,12597.0,12597.0,,,
2018-11-01,64.017,835.0,835.0,,,,,,,,,,835.633,10875.0,10875.0,,,
2018-12-01,45.725,597.0,597.0,,,,,,,,,,904.142,11767.0,11767.0,,,
2019-01-01,22.271,330.0,330.0,,,,,,,,,,1731.433,25415.0,25415.0,,,
2019-02-01,39.682,580.0,580.0,,,,,,,,,,1391.949,20432.0,20432.0,,,
2019-03-01,25.963,383.0,383.0,,,,,,,,,,1495.67,21954.0,21954.0,,,
2019-04-01,61.756,904.0,904.0,,,,,,,,,,1347.669,19782.0,19782.0,,,
2019-05-01,67.451,991.0,991.0,,,,,,,,,,1833.194,26909.0,26909.0,,,
2019-06-01,42.447,620.0,620.0,,,,,,,,,,2114.83,31043.0,31043.0,,,
2019-07-01,24.229,354.0,354.0,,,,,,,,,,2433.509,35721.0,35721.0,,,
2019-08-01,23.672,348.0,348.0,,,,,,,,,,2619.94,38457.0,38457.0,,,
2019-09-01,19.195,284.0,284.0,,,,,,,,,,2264.337,33238.0,33238.0,,,
2019-10-01,24.772,365.0,365.0,,,,,,,,,,1755.783,25772.0,25772.0,,,
2019-11-01,64.003,939.0,939.0,,,,,,,,,,1592.595,23377.0,23377.0,,,
2019-12-01,14.953,220.0,220.0,,,,,,,,,,1770.697,25992.0,25992.0,,,
2020-01-01,2.935,52.0,52.0,,,,,,,,,,1771.034,25196.0,25196.0,,,
2020-02-01,6.531,93.0,93.0,,,,,,,,,,1684.989,23972.0,23972.0,,,
2020-03-01,2.921,41.0,41.0,,,,,,,,,,1641.956,23359.0,23359.0,,,
2020-04-01,4.205,58.0,58.0,,,,,,,,,,1462.002,20798.0,20798.0,,,
2020-05-01,4.64,64.0,64.0,,,,,,,,,,1750.284,24900.0,24900.0,,,
2020-06-01,4.056,58.0,58.0,,,,,,,,,,2070.189,29451.0,29451.0,,,
2020-07-01,3.327,46.0,46.0,,,,,,,,,,2518.709,35832.0,35832.0,,,
2020-08-01,2.472,35.0,35.0,,,,,,,,,,2437.78,34680.0,34680.0,,,
2020-09-01,4.267,58.0,58.0,,,,,,,,,,2011.609,28618.0,28618.0,,,
2020-10-01,3.035,41.0,41.0,,,,,,,,,,1739.57,24747.0,24747.0,,,
2020-11-01,2.848,41.0,41.0,,,,,,,,,,1362.564,19384.0,19384.0,,,
2020-12-01,3.579,52.0,52.0,,,,,,,,,,1497.498,21303.0,21303.0,,,
2021-01-01,1679.733,22929.0,22929.0,,,,,,,,,,3072.323,41933.0,41933.0,,,
2021-02-01,2694.375,36776.0,36776.0,,,,,,,,,,2987.696,40777.0,40777.0,,,
2021-03-01,1333.82,18205.0,18205.0,,,,,,,,,,2328.478,31779.0,31779.0,,,
2021-04-01,1291.627,17626.0,17626.0,,,,,,,,,,2652.486,36202.0,36202.0,,,
2021-05-01,3276.536,44722.0,44722.0,,,,,,,,,,3036.052,41437.0,41437.0,,,
2021-06-01,1353.515,18472.0,18472.0,,,,,,,,,,4132.658,56404.0,56404.0,,,
2021-07-01,1305.569,17817.0,17817.0,,,,,,,,,,4552.73,62137.0,62137.0,,,
