measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2008-08-01,,,,58.651,997.0,997.0,,,
2008-09-01,,,,40.278,687.0,687.0,,,
2008-10-01,,,,14.868,254.0,254.0,,,
2008-11-01,,,,105.72,1797.0,1797.0,,,
2008-12-01,,,,297.346,5059.0,5059.0,,,
2009-01-01,,,,180.422,3108.0,3108.0,,,
2009-02-01,,,,29.001,501.0,501.0,,,
2009-03-01,,,,18.504,321.0,321.0,,,
2009-04-01,,,,5.38,90.0,90.0,,,
2009-05-01,,,,4.431,79.0,79.0,,,
2009-06-01,,,,13.631,237.0,237.0,,,
2009-07-01,,,,19.227,332.0,332.0,,,
2009-08-01,,,,31.822000000000003,546.0,546.0,,,
2009-09-01,,,,6.289000000000001,107.0,107.0,,,
2009-10-01,,,,2.958,51.0,51.0,,,
2009-11-01,,,,2.5940000000000003,45.0,45.0,,,
2009-12-01,,,,20.741,360.0,360.0,,,
2010-01-01,,,,110.471,2063.0,2063.0,,,
2010-02-01,,,,30.719,569.0,569.0,,,
2010-03-01,,,,19.882,372.0,372.0,,,
2010-04-01,,,,18.694000000000003,349.0,349.0,,,
2010-05-01,,,,25.639000000000003,479.0,479.0,,,
2010-06-01,,,,94.99600000000001,1764.0,1764.0,,,
2010-07-01,,,,188.068,3494.0,3494.0,,,
2010-08-01,,,,102.49300000000001,1905.0,1905.0,,,
2010-09-01,,,,46.826,868.0,868.0,,,
2010-10-01,,,,10.98,203.0,203.0,,,
2010-11-01,,,,11.041,203.0,203.0,,,
2010-12-01,,,,66.191,1229.0,1229.0,,,
2011-01-01,,,,179.641,2814.0,2814.0,,,
2011-02-01,,,,44.798,699.0,699.0,,,
2011-03-01,,,,32.465,509.0,509.0,,,
2011-04-01,,,,18.791,296.0,296.0,,,
2011-05-01,,,,30.149,470.0,470.0,,,
2011-06-01,,,,96.01,1505.0,1505.0,,,
2011-07-01,,,,173.262,2713.0,2713.0,,,
2011-08-01,,,,62.305,979.0,979.0,,,
2011-09-01,,,,32.381,509.0,509.0,,,
2011-10-01,,,,23.393,369.0,369.0,,,
2011-11-01,,,,16.523,257.0,257.0,,,
2011-12-01,,,,23.282,364.0,364.0,,,
2012-01-01,,,,34.563,507.0,507.0,,,
2012-02-01,,,,24.836,353.0,353.0,,,
2012-03-01,,,,22.146,314.0,314.0,,,
2012-04-01,,,,11.293,160.0,160.0,,,
2012-05-01,,,,28.202,403.0,403.0,,,
2012-06-01,,,,90.602,1296.0,1296.0,,,
2012-07-01,,,,205.657,2946.0,2946.0,,,
2012-08-01,,,,93.398,1335.0,1335.0,,,
2012-09-01,,,,29.16,419.0,419.0,,,
2012-10-01,,,,26.711,381.0,381.0,,,
2012-11-01,,,,43.308,618.0,618.0,,,
2012-12-01,,,,21.124,303.0,303.0,,,
2013-01-01,,,,118.691,1922.0,1922.0,,,
2013-02-01,,,,37.887,609.0,609.0,,,
2013-03-01,,,,11.303,180.0,180.0,,,
2013-04-01,,,,8.729,141.0,141.0,,,
2013-05-01,,,,19.988,321.0,321.0,,,
2013-06-01,,,,34.127,547.0,547.0,,,
2013-07-01,,,,99.081,1595.0,1595.0,,,
2013-08-01,,,,16.566,265.0,265.0,,,
2013-09-01,,,,21.795,349.0,349.0,,,
2013-10-01,,,,7.263,118.0,118.0,,,
2013-11-01,,,,7.843,124.0,124.0,,,
2013-12-01,,,,18.727,299.0,299.0,,,
2014-01-01,,,,29.969,518.0,518.0,16.08,280.0,280.0
2014-02-01,,,,10.674,188.0,188.0,18.206,317.0,317.0
2014-03-01,,,,8.432,148.0,148.0,19.339,337.0,337.0
2014-04-01,,,,0.22,6.0,6.0,16.003,279.0,279.0
2014-05-01,,,,0.193,6.0,6.0,17.24,301.0,301.0
2014-06-01,,,,0.461,6.0,6.0,22.669,395.0,395.0
2014-07-01,,,,0.758,11.0,11.0,26.566,463.0,463.0
2014-08-01,,,,0.567,11.0,11.0,24.321,424.0,424.0
2014-09-01,,,,0.41,6.0,6.0,22.67,395.0,395.0
2014-10-01,,,,0.368,6.0,6.0,19.102,333.0,333.0
2014-11-01,,,,0.545,11.0,11.0,17.99,313.0,313.0
2014-12-01,,,,0.634,11.0,11.0,19.583,341.0,341.0
2015-01-01,,,,0.0,0.0,0.0,3.292,110.0,110.0
2015-02-01,,,,0.0,0.0,0.0,2.751,91.0,91.0
2015-03-01,,,,0.0,0.0,0.0,3.778,125.0,125.0
2015-04-01,,,,0.0,0.0,0.0,2.747,91.0,91.0
2015-05-01,,,,0.0,0.0,0.0,3.754,124.0,124.0
2015-06-01,,,,0.0,0.0,0.0,3.705,123.0,123.0
2015-07-01,,,,0.0,0.0,0.0,4.905,162.0,162.0
2015-08-01,,,,0.0,0.0,0.0,4.939,164.0,164.0
2015-09-01,,,,0.0,0.0,0.0,4.468,148.0,148.0
2015-10-01,,,,0.0,0.0,0.0,3.719,123.0,123.0
2015-11-01,,,,0.0,0.0,0.0,3.023,100.0,100.0
2015-12-01,,,,0.0,0.0,0.0,2.919,97.0,97.0
2016-01-01,,,,0.0,0.0,0.0,3.799,70.0,70.0
2016-02-01,,,,0.0,0.0,0.0,3.604,65.0,65.0
2016-03-01,,,,0.0,0.0,0.0,3.943,70.0,70.0
2016-04-01,,,,0.0,0.0,0.0,4.152,74.0,74.0
2016-05-01,,,,0.0,0.0,0.0,4.693,83.0,83.0
2016-06-01,,,,0.0,0.0,0.0,5.327,95.0,95.0
2016-07-01,,,,0.0,0.0,0.0,6.911,123.0,123.0
2016-08-01,,,,0.0,0.0,0.0,7.46,132.0,132.0
2016-09-01,,,,0.0,0.0,0.0,5.402,96.0,96.0
2016-10-01,,,,0.0,0.0,0.0,3.941,70.0,70.0
2016-11-01,,,,0.0,0.0,0.0,3.592,64.0,64.0
2016-12-01,,,,0.0,0.0,0.0,4.176,74.0,74.0
2017-01-01,,,,0.0,0.0,0.0,7.64,159.0,159.0
2017-02-01,,,,0.0,0.0,0.0,6.634,137.0,137.0
2017-03-01,,,,0.0,0.0,0.0,7.238,149.0,149.0
2017-04-01,,,,0.0,0.0,0.0,6.279,129.0,129.0
2017-05-01,,,,0.0,0.0,0.0,6.797,140.0,140.0
2017-06-01,,,,0.0,0.0,0.0,8.505,175.0,175.0
2017-07-01,,,,0.0,0.0,0.0,10.825,223.0,223.0
2017-08-01,,,,0.0,0.0,0.0,10.242,211.0,211.0
2017-09-01,,,,0.0,0.0,0.0,8.484,174.0,174.0
2017-10-01,,,,0.0,0.0,0.0,6.793,140.0,140.0
2017-11-01,,,,0.0,0.0,0.0,6.15,126.0,126.0
2017-12-01,,,,0.0,0.0,0.0,7.413,152.0,152.0
2018-01-01,,,,80.26,1250.0,1250.0,7.355,116.0,116.0
2018-02-01,,,,1.684,28.0,28.0,6.401,100.0,100.0
2018-03-01,,,,1.678,28.0,28.0,7.115,110.0,110.0
2018-04-01,,,,1.335,23.0,23.0,7.357,115.0,115.0
2018-05-01,,,,0.317,6.0,6.0,8.167,127.0,127.0
2018-06-01,,,,0.816,11.0,11.0,9.489,148.0,148.0
2018-07-01,,,,0.751,11.0,11.0,13.458,209.0,209.0
2018-08-01,,,,0.647,11.0,11.0,14.039,219.0,219.0
2018-09-01,,,,0.743,11.0,11.0,10.48,164.0,164.0
2018-10-01,,,,0.804,11.0,11.0,8.73,137.0,137.0
2018-11-01,,,,0.845,11.0,11.0,7.519,117.0,117.0
2018-12-01,,,,1.56,23.0,23.0,7.45,116.0,116.0
2019-01-01,,,,0.0,0.0,0.0,9.421,146.0,146.0
2019-02-01,,,,0.0,0.0,0.0,9.006,138.0,138.0
2019-03-01,,,,0.0,0.0,0.0,8.385,129.0,129.0
2019-04-01,,,,0.0,0.0,0.0,7.378,113.0,113.0
2019-05-01,,,,0.0,0.0,0.0,7.152,110.0,110.0
2019-06-01,,,,0.0,0.0,0.0,9.528,147.0,147.0
2019-07-01,,,,0.0,0.0,0.0,16.215,250.0,250.0
2019-08-01,,,,0.0,0.0,0.0,14.175,218.0,218.0
2019-09-01,,,,0.0,0.0,0.0,10.127,155.0,155.0
2019-10-01,,,,0.0,0.0,0.0,8.539,131.0,131.0
2019-11-01,,,,0.0,0.0,0.0,9.016,138.0,138.0
2019-12-01,,,,0.0,0.0,0.0,10.058,154.0,154.0
2020-01-01,,,,0.0,0.0,0.0,14.28,225.0,225.0
2020-02-01,,,,0.0,0.0,0.0,13.417,213.0,213.0
2020-03-01,,,,0.0,0.0,0.0,13.135,208.0,208.0
2020-04-01,,,,0.0,0.0,0.0,9.372,148.0,148.0
2020-05-01,,,,0.0,0.0,0.0,10.952,174.0,174.0
2020-06-01,,,,0.0,0.0,0.0,17.421,276.0,276.0
2020-07-01,,,,0.0,0.0,0.0,25.085,397.0,397.0
2020-08-01,,,,0.0,0.0,0.0,22.344,354.0,354.0
2020-09-01,,,,0.0,0.0,0.0,17.533,277.0,277.0
2020-10-01,,,,0.0,0.0,0.0,13.13,208.0,208.0
2020-11-01,,,,0.0,0.0,0.0,13.535,215.0,215.0
2020-12-01,,,,0.0,0.0,0.0,13.796,219.0,219.0
2021-01-01,,,,0.0,0.0,0.0,77.508,1335.0,1335.0
2021-02-01,,,,0.0,0.0,0.0,65.139,1122.0,1122.0
2021-03-01,,,,0.0,0.0,0.0,64.223,1106.0,1106.0
2021-04-01,,,,0.0,0.0,0.0,54.623,941.0,941.0
2021-05-01,,,,0.0,0.0,0.0,69.081,1189.0,1189.0
2021-06-01,,,,0.0,0.0,0.0,98.168,1691.0,1691.0
2021-07-01,,,,0.0,0.0,0.0,109.223,1881.0,1881.0
2021-08-01,,,,0.0,0.0,0.0,118.84,2047.0,2047.0
2021-09-01,,,,0.0,0.0,0.0,80.823,1392.0,1392.0
2021-10-01,,,,0.0,0.0,0.0,79.966,1378.0,1378.0
2021-11-01,,,,0.0,0.0,0.0,80.571,1388.0,1388.0
2021-12-01,,,,0.0,0.0,0.0,79.835,1375.0,1375.0
2022-01-01,,,,0.0,0.0,0.0,15.395,352.0,352.0
2022-02-01,,,,0.0,0.0,0.0,14.15,325.0,325.0
2022-03-01,,,,0.0,0.0,0.0,15.498,356.0,356.0
2022-04-01,,,,0.0,0.0,0.0,16.969,390.0,390.0
2022-05-01,,,,0.0,0.0,0.0,19.898,457.0,457.0
2022-06-01,,,,0.0,0.0,0.0,20.848,479.0,479.0
2022-07-01,,,,0.0,0.0,0.0,28.14,646.0,646.0
2022-08-01,,,,0.0,0.0,0.0,28.03,644.0,644.0
2022-09-01,,,,0.0,0.0,0.0,19.017,437.0,437.0
2022-10-01,,,,0.0,0.0,0.0,17.879,411.0,411.0
2022-11-01,,,,0.0,0.0,0.0,16.531,380.0,380.0
2022-12-01,,,,0.0,0.0,0.0,17.645,405.0,405.0
2023-01-01,,,,0.0,0.0,0.0,47.224,730.0,730.0
2023-02-01,,,,0.0,0.0,0.0,42.572,658.0,658.0
2023-03-01,,,,0.0,0.0,0.0,41.315,639.0,639.0
2023-04-01,,,,0.0,0.0,0.0,36.502,564.0,564.0
2023-05-01,,,,0.0,0.0,0.0,41.259,638.0,638.0
2023-06-01,,,,0.0,0.0,0.0,54.886,848.0,848.0
2023-07-01,,,,0.0,0.0,0.0,79.854,1234.0,1234.0
2023-08-01,,,,0.0,0.0,0.0,62.823,971.0,971.0
2023-09-01,,,,0.0,0.0,0.0,56.674,876.0,876.0
2023-10-01,,,,0.0,0.0,0.0,44.445,687.0,687.0
2023-11-01,,,,0.0,0.0,0.0,53.366,825.0,825.0
2023-12-01,,,,0.0,0.0,0.0,51.08,790.0,790.0
2024-01-01,,,,0.0,0.0,0.0,39.473,664.0,664.0
2024-02-01,,,,0.0,0.0,0.0,35.823,604.0,604.0
2024-03-01,,,,0.0,0.0,0.0,34.42,580.0,580.0
2024-04-01,,,,0.0,0.0,0.0,29.597,499.0,499.0
2024-05-01,,,,0.0,0.0,0.0,35.01,590.0,590.0
2024-06-01,,,,0.0,0.0,0.0,43.447,731.0,731.0
2024-07-01,,,,0.0,0.0,0.0,55.518,935.0,935.0
2024-08-01,,,,0.0,0.0,0.0,49.403,832.0,832.0
2024-09-01,,,,0.0,0.0,0.0,40.755,687.0,687.0
2024-10-01,,,,0.0,0.0,0.0,34.667,584.0,584.0
2024-11-01,,,,0.0,0.0,0.0,36.251,611.0,611.0
2024-12-01,,,,0.0,0.0,0.0,42.636,718.0,718.0
