measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2008-02-01,,,,,,,6312.0,65346.0,65346.0,4562.0,330.0,330.0,5443.0,63247.0,76141.0
2008-03-01,,,,,,,14527.0,155308.0,176379.0,5761.0,268.0,268.0,,,
2008-04-01,,,,,,,4873.0,64547.0,155348.0,3746.0,570.0,570.0,,,
2008-05-01,,,,,,,28982.0,315568.0,410403.0,12830.0,2252.0,2252.0,,,
2008-06-01,,,,,,,60248.0,659357.0,775267.0,27627.0,7467.0,7467.0,,,
2008-07-01,,,,,,,43766.0,478425.0,537002.0,19764.0,6546.0,6546.0,,,
2008-08-01,,,,,,,58208.0,635672.0,711913.0,26630.0,8484.0,8484.0,,,
2008-09-01,,,,,,,50874.0,553772.0,620975.0,22988.0,6414.0,6414.0,,,
2008-10-01,,,,,,,57287.0,614997.0,688569.0,25791.0,14553.0,14553.0,,,
2008-11-01,,,,,,,9620.0,99761.0,120259.0,3445.0,269.0,269.0,,,
2008-12-01,,,,,,,32341.0,338716.0,386489.0,12429.0,941.0,941.0,,,
2009-01-01,,,,,,,33854.0,407731.0,407731.0,13324.0,698.0,698.0,,,
2009-02-01,,,,,,,10981.0,133438.0,133438.0,4299.0,922.0,922.0,,,
2009-03-01,,,,,,,648.0,8512.0,8512.0,200.0,16.0,16.0,,,
2009-04-01,,,,,,,8641.0,108162.0,108162.0,3562.0,239.0,239.0,,,
2009-05-01,,,,,,,31994.0,395953.0,395953.0,13943.0,2495.0,2495.0,,,
2009-06-01,,,,,,,45072.0,558592.0,558592.0,20666.0,7934.0,7934.0,,,
2009-07-01,,,,,,,55797.0,691180.0,691180.0,25566.0,9386.0,9386.0,,,
2009-08-01,,,,,,,58132.0,714871.0,714871.0,26364.0,7414.0,7414.0,,,
2009-09-01,,,,,,,24121.0,298208.0,298208.0,10662.0,1742.0,1742.0,,,
2009-10-01,,,,,,,2602.0,32522.0,32522.0,1021.0,0.0,0.0,,,
2009-11-01,,,,,,,7164.0,93065.0,93065.0,2847.0,81.0,81.0,,,
2009-12-01,,,,,,,28623.0,345094.0,345094.0,10711.0,351.0,351.0,,,
2010-01-01,,,,,,,26206.0,313128.0,313128.0,9997.0,708.0,708.0,,,
2010-02-01,,,,,,,24485.0,294615.0,294615.0,9604.0,1064.0,1064.0,,,
2010-03-01,,,,,,,14181.0,170323.0,170323.0,5647.0,1164.0,1164.0,,,
2010-04-01,,,,,,,10770.0,131742.0,131742.0,4534.0,406.0,406.0,,,
2010-05-01,,,,,,,32512.0,402857.0,402857.0,14522.0,3185.0,3185.0,,,
2010-06-01,,,,,,,44572.0,555629.0,555629.0,20165.0,5699.0,5699.0,,,
2010-07-01,,,,,,,39467.0,485439.0,485439.0,17785.0,5718.0,5718.0,,,
2010-08-01,,,,,,,27064.0,334629.0,334629.0,12103.0,10710.0,10710.0,,,
2010-09-01,,,,,,,11641.0,145003.0,145003.0,4863.0,3130.0,3130.0,,,
2010-10-01,,,,,,,8693.0,106599.0,106599.0,3682.0,875.0,875.0,,,
2010-11-01,,,,,,,7833.0,98807.0,98807.0,3276.0,169.0,169.0,,,
2010-12-01,,,,,,,4431.0,57334.0,57334.0,1647.0,0.0,0.0,,,
2011-01-01,,,,,,,14158.0,178056.0,178056.0,5373.0,8.0,8.0,,,
2011-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-03-01,,,,,,,7635.0,97630.0,97630.0,3262.0,1522.0,1522.0,,,
2011-04-01,,,,,,,11404.0,144047.0,144047.0,5133.0,4299.0,4299.0,,,
2011-05-01,,,,,,,19685.0,243953.0,243953.0,9243.0,7498.0,7498.0,,,
2011-06-01,,,,,,,45867.0,566462.0,566462.0,23087.0,29528.0,29528.0,,,
2011-07-01,,,,,,,54020.0,665480.0,665480.0,28227.0,42736.0,42736.0,,,
2011-08-01,,,,,,,61434.0,763532.0,763532.0,32778.0,49191.0,49191.0,,,
2011-09-01,,,,,,,18892.0,233361.0,233361.0,9140.0,11139.0,11139.0,,,
2011-10-01,,,,,,,10958.0,139070.0,139070.0,4782.0,2376.0,2376.0,,,
2011-11-01,,,,,,,1463.0,17912.0,17912.0,712.0,1115.0,1115.0,,,
2011-12-01,,,,,,,3678.0,44314.0,44314.0,1498.0,201.0,201.0,,,
2012-01-01,,,,,,,4845.0,59062.0,59062.0,2016.0,1244.0,1244.0,,,
2012-02-01,,,,,,,4437.0,54000.0,54000.0,1747.0,920.0,920.0,,,
2012-03-01,,,,,,,24864.0,304212.0,304212.0,11608.0,12218.0,12218.0,,,
2012-04-01,,,,,,,48439.0,592867.0,592867.0,23623.0,30230.0,30230.0,,,
2012-05-01,,,,,,,30763.0,381068.0,381068.0,15817.0,24588.0,24588.0,,,
2012-06-01,,,,,,,33604.0,415641.0,415641.0,17705.0,31232.0,31232.0,,,
2012-07-01,,,,,,,38437.0,476076.0,476076.0,20005.0,32247.0,32247.0,,,
2012-08-01,,,,,,,37391.0,460946.0,460946.0,19556.0,33167.0,33167.0,,,
2012-09-01,,,,,,,23700.0,292363.0,292363.0,12281.0,20035.0,20035.0,,,
2012-10-01,,,,,,,8347.0,103837.0,103837.0,3927.0,5182.0,5182.0,,,
2012-11-01,,,,,,,3556.0,42721.0,42721.0,1389.0,918.0,918.0,,,
2012-12-01,,,,,,,10896.0,130657.0,130657.0,4560.0,2695.0,2695.0,,,
2013-01-01,,,,,,,6755.0,81689.0,81689.0,2955.0,2924.0,2924.0,,,
2013-02-01,,,,,,,2213.0,27112.0,27112.0,919.0,1100.0,1100.0,,,
2013-03-01,,,,,,,8165.0,98734.0,98734.0,3609.0,5255.0,5255.0,,,
2013-04-01,,,,,,,10405.0,127998.0,127998.0,5080.0,6740.0,6740.0,,,
2013-05-01,,,,,,,12748.0,161183.0,161183.0,6206.0,7857.0,7857.0,,,
2013-06-01,,,,,,,22883.0,287552.0,287552.0,11706.0,16860.0,16860.0,,,
2013-07-01,,,,,,,32829.0,407397.0,407397.0,16900.0,25994.0,25994.0,,,
2013-08-01,,,,,,,37481.0,465481.0,465481.0,19510.0,30250.0,30250.0,,,
2013-09-01,,,,,,,26970.0,334611.0,334611.0,14122.0,23666.0,23666.0,,,
2013-10-01,,,,,,,4945.0,61656.0,61656.0,2438.0,4154.0,4154.0,,,
2013-11-01,,,,,,,12745.0,157349.0,157349.0,6079.0,9890.0,9890.0,,,
2013-12-01,,,,,,,21488.0,273132.0,273132.0,10040.0,12959.0,12959.0,,,
2014-01-01,,,,,,,16671.0,206762.0,206762.0,6939.0,5897.0,5897.0,,,
2014-02-01,,,,,,,11528.0,147448.0,147448.0,4696.0,5356.0,5356.0,,,
2014-03-01,,,,,,,7267.0,81088.0,81088.0,3362.0,4012.0,4012.0,,,
2014-04-01,,,,,,,42954.0,544478.0,544478.0,21946.0,33014.0,33014.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,29080.0,368965.0,368965.0,15217.0,24652.0,24652.0,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,47110.0,574760.0,574760.0,24581.0,32675.0,32675.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,44439.0,574296.0,574296.0,22132.0,15634.0,15634.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,49811.0,643847.0,643847.0,24964.0,17833.0,17833.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,31925.0,417678.0,417678.0,15412.0,4732.0,4732.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,16167.0,209799.0,209799.0,7626.0,4522.0,4522.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,24912.0,311931.0,311931.0,11564.0,11203.0,11203.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,7925.0,114384.0,114384.0,3495.0,2175.0,2175.0,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,27686.0,331230.0,331230.0,12346.0,7466.0,7466.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,20161.0,252524.0,252524.0,9512.0,10016.0,10016.0,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,20109.0,253666.0,253666.0,9228.0,7150.0,7150.0,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,37816.0,488751.0,488751.0,18158.0,6255.0,6255.0,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,23020.0,310438.0,310438.0,11186.0,5393.0,5393.0,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,31043.0,387235.0,387235.0,14993.0,15870.0,15870.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,44407.0,564683.0,564683.0,22436.0,26699.0,26699.0,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,45581.0,575630.0,575630.0,22946.0,31813.0,31813.0,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,29939.0,375858.0,375858.0,14946.0,20135.0,20135.0,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,21282.0,268087.0,268087.0,10164.0,12016.0,12016.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,16217.0,208118.0,208118.0,7306.0,11772.0,11772.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,35693.0,457147.0,457147.0,16513.0,8594.0,8594.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,32466.0,418692.0,418692.0,14602.0,713.0,713.0,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13695.0,176325.0,176325.0,5809.0,0.0,0.0,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13166.0,167712.0,167712.0,5947.0,4446.0,4446.0,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,39190.0,506040.0,506040.0,18512.0,1424.0,1424.0,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,33731.0,441410.0,441410.0,16106.0,2253.0,2253.0,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,31534.0,416050.0,416050.0,15374.0,1283.0,1283.0,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,37942.0,497010.0,497010.0,17965.0,2591.0,2591.0,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,24569.0,322963.0,322963.0,10830.0,1372.0,1372.0,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,11122.0,147371.0,147371.0,4987.0,1450.0,1450.0,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,11834.0,153290.0,153290.0,5496.0,3390.0,3390.0,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,18148.0,244182.0,244182.0,7906.0,598.0,598.0,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,12867.0,165903.0,165903.0,5770.0,3714.0,3714.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2575.0,40442.0,40442.0,1151.0,48.0,48.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3719.0,46574.0,46574.0,1526.0,585.0,585.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,6935.0,84626.0,84626.0,3111.0,1418.0,1418.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,9164.0,116888.0,116888.0,4412.0,4534.0,4534.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,22286.0,287203.0,287203.0,10640.0,4908.0,4908.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,46589.0,608651.0,608651.0,22451.0,2301.0,2301.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,33569.0,438652.0,438652.0,16216.0,3679.0,3679.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,14530.0,189112.0,189112.0,7057.0,5874.0,5874.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,4166.0,53513.0,53513.0,1899.0,2489.0,2489.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,29526.0,29526.0,1036.0,767.0,767.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,7889.0,114321.0,114321.0,3026.0,2050.0,2050.0,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,31497.0,387508.0,387508.0,15093.0,20125.0,20125.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,11836.0,151133.0,151133.0,5100.0,3438.0,3438.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,7848.0,100740.0,100740.0,3394.0,631.0,631.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9115.0,126092.0,126092.0,4106.0,6467.0,6467.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,53242.0,669406.0,669406.0,26305.0,33182.0,33182.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,40300.0,524351.0,524351.0,19455.0,8092.0,8092.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,56257.0,725692.0,725692.0,25827.0,13429.0,13429.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,34075.0,430469.0,430469.0,14681.0,6999.0,6999.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,27697.0,359185.0,359185.0,13091.0,5071.0,5071.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,25120.0,320324.0,320324.0,11951.0,11052.0,11052.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,14462.0,181730.0,181730.0,6893.0,9447.0,9447.0,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3006.0,39864.0,39864.0,1311.0,1416.0,1416.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,12034.0,161960.0,161960.0,5077.0,5886.0,5886.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,12185.0,153727.0,153727.0,5320.0,6418.0,6418.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,11955.0,161894.0,161894.0,5660.0,7701.0,7701.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,25504.0,325947.0,325947.0,11789.0,4260.0,4260.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,30479.0,395147.0,395147.0,14311.0,2231.0,2231.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,34667.0,450694.0,450694.0,16420.0,5949.0,5949.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,39110.0,504807.0,504807.0,19117.0,18511.0,18511.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,55598.0,713994.0,713994.0,27735.0,31665.0,31665.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,43623.0,562289.0,562289.0,21579.0,26036.0,26036.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,23424.0,297622.0,297622.0,11453.0,16176.0,16176.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,15717.0,203328.0,203328.0,7226.0,6464.0,6464.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,7596.0,103892.0,103892.0,3235.0,590.0,590.0,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5518.0,66749.0,66749.0,2632.0,3808.0,3808.0,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,18312.0,230148.0,230148.0,8412.0,9848.0,9848.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2237.0,31843.0,31843.0,356.0,0.0,0.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,56868.0,742599.0,742599.0,29098.0,23640.0,23640.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,58968.0,745363.0,745363.0,30820.0,29695.0,29695.0,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,34830.0,436520.0,436520.0,17337.0,22220.0,22220.0,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,45078.0,549163.0,549163.0,20538.0,29195.0,29195.0,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,25766.0,323776.0,323776.0,12798.0,18291.0,18291.0,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,16049.0,211110.0,211110.0,6943.0,6013.0,6013.0,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,22889.0,282470.0,282470.0,11085.0,17381.0,17381.0,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,36222.0,432569.0,432569.0,16417.0,22956.0,22956.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,14603.0,195645.0,195645.0,7136.0,10267.0,10267.0,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,39450.0,487664.0,487664.0,19903.0,33781.0,33781.0,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10707.0,130768.0,130768.0,5427.0,7674.0,7674.0,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,39697.0,490437.0,490437.0,19834.0,23274.0,23274.0,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,48185.0,615299.0,615299.0,23414.0,20387.0,20387.0,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,58725.0,747595.0,747595.0,28864.0,29406.0,29406.0,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,34579.0,438089.0,438089.0,16726.0,17104.0,17104.0,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,20732.0,263178.0,263178.0,9919.0,13288.0,13288.0,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,20447.0,255012.0,255012.0,9764.0,15247.0,15247.0,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,32272.0,406311.0,406311.0,15515.0,19720.0,19720.0,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,39293.0,493552.0,493552.0,19247.0,33365.0,33365.0,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,35954.0,451040.0,451040.0,17725.0,31053.0,31053.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,8568.0,109699.0,109699.0,4157.0,5707.0,5707.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,26018.0,331649.0,331649.0,12710.0,16612.0,16612.0,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,35661.0,457542.0,457542.0,17881.0,21879.0,21879.0,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,52512.0,667044.0,667044.0,25287.0,19707.0,19707.0,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,63086.0,798039.0,798039.0,30937.0,28220.0,28220.0,,,
