measured_on,"Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Generation","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Quantity Consumed For Electricity","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Total Fuel Consumed"
2006-10-01,50047.0,496416.19,496416.19
2006-11-01,46982.0,466014.46,466014.46
2006-12-01,46307.0,459319.13,459319.13
2007-01-01,39454.0,389963.34,389963.34
2007-02-01,40967.0,404917.83,404917.83
2007-03-01,40895.0,404206.18,404206.18
2007-04-01,35709.0,352947.76,352947.76
2007-05-01,43079.0,425792.84,425792.84
2007-06-01,44018.0,435073.91,435073.91
2007-07-01,43840.0,433314.56,433314.56
2007-08-01,41523.0,410413.33,410413.33
2007-09-01,38518.0,380711.91,380711.91
2007-10-01,43064.0,425644.58,425644.58
2007-11-01,40147.0,396812.95,396812.95
2007-12-01,43111.0,426109.12,426109.12
2008-01-01,43231.0,425998.27,425998.27
2008-02-01,35696.0,351748.38,351748.38
2008-03-01,38208.0,376501.63,376501.63
2008-04-01,34760.0,342525.04,342525.04
2008-05-01,36238.0,357089.25,357089.25
2008-06-01,43448.0,428136.59,428136.59
2008-07-01,43136.0,425062.14,425062.14
2008-08-01,43808.0,431684.03,431684.03
2008-09-01,43229.0,425978.57,425978.57
2008-10-01,43379.0,427456.67,427456.67
2008-11-01,41106.0,405058.52,405058.52
2008-12-01,40394.0,398042.48,398042.48
2009-01-01,41681.0,406806.56,406806.56
2009-02-01,38994.0,380581.44,380581.44
2009-03-01,42426.0,414077.76,414077.76
2009-04-01,38820.0,378883.2,378883.2
2009-05-01,42879.0,418499.04,418499.04
2009-06-01,43502.0,424579.52,424579.52
2009-07-01,44230.0,431684.8,431684.8
2009-08-01,43915.0,428610.4,428610.4
2009-09-01,44375.0,433100.0,433100.0
2009-10-01,45495.0,444031.2,444031.2
2009-11-01,39365.0,384202.4,384202.4
2009-12-01,41603.0,406045.28,406045.28
2010-01-01,41805.0,407850.0,407850.0
2010-02-01,37029.0,361255.0,361255.0
2010-03-01,39953.0,389781.0,389781.0
2010-04-01,38322.0,373869.0,373869.0
2010-05-01,37812.0,368894.0,368894.0
2010-06-01,38274.0,373401.0,373401.0
2010-07-01,41478.0,404659.0,404659.0
2010-08-01,42994.0,419449.0,419449.0
2010-09-01,41122.0,401186.0,401186.0
2010-10-01,31322.0,305577.0,305577.0
2010-11-01,38907.0,379577.0,379577.0
2010-12-01,40265.0,392825.0,392825.0
2011-01-01,39497.0,383753.0,383753.0
2011-02-01,33269.0,323242.0,323242.0
2011-03-01,34435.0,334570.0,334570.0
2011-04-01,30178.0,293209.0,293209.0
2011-05-01,33718.0,327604.0,327604.0
2011-06-01,35443.0,344364.0,344364.0
2011-07-01,33887.0,329246.0,329246.0
2011-08-01,34395.0,334182.0,334182.0
2011-09-01,32878.0,319443.0,319443.0
2011-10-01,34131.0,331617.0,331617.0
2011-11-01,32093.0,311816.0,311816.0
2011-12-01,31963.0,310553.0,310553.0
2012-01-01,30943.0,294454.0,294454.0
2012-02-01,29547.0,281169.0,281169.0
2012-03-01,31966.0,304188.0,304188.0
2012-04-01,28429.0,270530.0,270530.0
2012-05-01,28848.0,274518.0,274518.0
2012-06-01,29190.0,277772.0,277772.0
2012-07-01,29669.0,282330.0,282330.0
2012-08-01,30897.0,294016.0,294016.0
2012-09-01,30877.0,293826.0,293826.0
2012-10-01,30285.0,288192.0,288192.0
2012-11-01,28518.0,271377.0,271377.0
2012-12-01,29680.0,282435.0,282435.0
2013-01-01,29504.0,281498.0,281498.0
2013-02-01,27399.0,261414.0,261414.0
2013-03-01,31438.0,299950.0,299950.0
2013-04-01,27126.0,258809.0,258809.0
2013-05-01,33041.0,315244.0,315244.0
2013-06-01,33260.0,317334.0,317334.0
2013-07-01,33662.0,321169.0,321169.0
2013-08-01,33106.0,315864.0,315864.0
2013-09-01,31350.0,299110.0,299110.0
2013-10-01,32333.0,308489.0,308489.0
2013-11-01,30363.0,289693.0,289693.0
2013-12-01,30608.0,292031.0,292031.0
2014-01-01,30209.0,287288.0,287288.0
2014-02-01,26944.0,256237.0,256237.0
2014-03-01,30466.0,289732.0,289732.0
2014-04-01,29513.0,280669.0,280669.0
2014-05-01,26547.0,252462.0,252462.0
2014-06-01,29239.0,278063.0,278063.0
2014-07-01,28784.0,273736.0,273736.0
2014-08-01,30177.0,286983.0,286983.0
2014-09-01,29555.0,281068.0,281068.0
2014-10-01,27045.0,257198.0,257198.0
2014-11-01,25685.0,244264.0,244264.0
2014-12-01,26830.0,255153.0,255153.0
2015-01-01,24433.0,227691.0,227691.0
2015-02-01,20397.0,190080.0,190080.0
2015-03-01,24803.0,231139.0,231139.0
2015-04-01,22201.0,206891.0,206891.0
2015-05-01,25737.0,239843.0,239843.0
2015-06-01,27228.0,253738.0,253738.0
2015-07-01,27267.0,254101.0,254101.0
2015-08-01,28186.0,262665.0,262665.0
2015-09-01,27769.0,258779.0,258779.0
2015-10-01,23366.0,217748.0,217748.0
2015-11-01,22813.0,212594.0,212594.0
2015-12-01,21378.0,199222.0,199222.0
2016-01-01,21007.0,193937.0,193937.0
2016-02-01,18508.0,170866.0,170866.0
2016-03-01,17836.0,164662.0,164662.0
2016-04-01,18716.0,172786.0,172786.0
2016-05-01,18633.0,172020.0,172020.0
2016-06-01,25448.0,234936.0,234936.0
2016-07-01,26840.0,247787.0,247787.0
2016-08-01,27260.0,251664.0,251664.0
2016-09-01,26133.0,241260.0,241260.0
2016-10-01,23087.0,213139.0,213139.0
2016-11-01,21456.0,198082.0,198082.0
2016-12-01,22227.0,205200.0,205200.0
2017-01-01,24117.419,222194.0,222194.0
2017-02-01,21113.585,194519.0,194519.0
2017-03-01,23617.98,217592.0,217592.0
2017-04-01,22895.551,210937.0,210937.0
2017-05-01,22212.831,204647.0,204647.0
2017-06-01,22110.268,203702.0,203702.0
2017-07-01,23446.151,216009.0,216009.0
2017-08-01,23303.263,214693.0,214693.0
2017-09-01,22900.077,210978.0,210978.0
2017-10-01,20581.845,189621.0,189621.0
2017-11-01,22292.213,205378.0,205378.0
2017-12-01,23130.817,213104.0,213104.0
2018-01-01,23839.866,217038.0,217038.0
2018-02-01,22703.121,206689.0,206689.0
2018-03-01,24243.653,220714.0,220714.0
2018-04-01,21065.04,191776.0,191776.0
2018-05-01,24787.486,225665.0,225665.0
2018-06-01,23670.416,215495.0,215495.0
2018-07-01,24656.169,224470.0,224470.0
2018-08-01,24525.067,223276.0,223276.0
2018-09-01,23782.881,216519.0,216519.0
2018-10-01,22806.393,207629.0,207629.0
2018-11-01,23648.953,215300.0,215300.0
2018-12-01,25080.955,228337.0,228337.0
2019-01-01,24719.272,220125.0,220125.0
2019-02-01,22988.114,204709.0,204709.0
2019-03-01,25354.59,225783.0,225783.0
2019-04-01,23183.003,206445.0,206445.0
2019-05-01,24622.971,219268.0,219268.0
2019-06-01,24138.546,214954.0,214954.0
2019-07-01,25028.221,222876.0,222876.0
2019-08-01,25348.444,225728.0,225728.0
2019-09-01,24840.495,221205.0,221205.0
2019-10-01,19803.68,176352.0,176352.0
2019-11-01,17344.761,154455.0,154455.0
2019-12-01,21668.903,192962.0,192962.0
2020-01-01,17663.964,154860.0,154860.0
2020-02-01,19361.931,169746.0,169746.0
2020-03-01,24565.904,215369.0,215369.0
2020-04-01,23606.523,206958.0,206958.0
2020-05-01,23387.487,205038.0,205038.0
2020-06-01,21783.034,190972.0,190972.0
2020-07-01,23542.72,206399.0,206399.0
2020-08-01,23623.156,207104.0,207104.0
2020-09-01,22173.505,194395.0,194395.0
2020-10-01,21299.518,186733.0,186733.0
2020-11-01,23437.315,205475.0,205475.0
2020-12-01,22947.943,201185.0,201185.0
2021-01-01,25057.872,221612.0,221612.0
2021-02-01,24834.865,219640.0,219640.0
2021-03-01,24765.478,219026.0,219026.0
2021-04-01,24856.73,219833.0,219833.0
2021-05-01,25061.705,221646.0,221646.0
2021-06-01,24982.999,220950.0,220950.0
2021-07-01,27107.334,239737.0,239737.0
2021-08-01,26701.782,236151.0,236151.0
2021-09-01,26452.554,233946.0,233946.0
2021-10-01,24888.479,220114.0,220114.0
2021-11-01,25811.933,228281.0,228281.0
2021-12-01,27591.269,244017.0,244017.0
2022-01-01,25480.88,86941.0,86941.0
2022-02-01,21106.131,72014.0,72014.0
2022-03-01,23094.018,78797.0,78797.0
2022-04-01,23809.266,81237.0,81237.0
2022-05-01,24207.598,82596.0,82596.0
2022-06-01,23239.12,79292.0,79292.0
2022-07-01,24498.33,83588.0,83588.0
2022-08-01,24252.154,82748.0,82748.0
2022-09-01,23428.062,79937.0,79937.0
2022-10-01,23894.229,81527.0,81527.0
2022-11-01,23423.459,79921.0,79921.0
2022-12-01,25000.753,85303.0,85303.0
2023-01-01,22591.0,77080.0,77080.0
2023-02-01,17611.0,60089.0,60089.0
2023-03-01,23851.0,81380.0,81380.0
2023-04-01,19421.0,66264.0,66264.0
2023-05-01,20715.0,70680.0,70680.0
2023-06-01,23895.0,81530.0,81530.0
2023-07-01,25320.0,86392.0,86392.0
2023-08-01,25632.0,87456.0,87456.0
2023-09-01,24366.0,83137.0,83137.0
2023-10-01,24470.0,83492.0,83492.0
2023-11-01,24494.0,83574.0,83574.0
2023-12-01,24889.0,84921.0,84921.0
2024-01-01,23267.0,79387.0,79387.0
2024-02-01,21950.0,74893.0,74893.0
2024-03-01,19980.0,68172.0,68172.0
2024-04-01,19290.0,65817.0,65817.0
2024-05-01,18272.0,62344.0,62344.0
2024-06-01,18978.0,64753.0,64753.0
2024-07-01,20783.0,70912.0,70912.0
2024-08-01,20979.0,71580.0,71580.0
2024-09-01,20714.0,70676.0,70676.0
2024-10-01,22515.0,76821.0,76821.0
2024-11-01,18055.0,61604.0,61604.0
2024-12-01,19417.0,66251.0,66251.0
