measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2006-04-01,,,,49.674,1299.0,1299.0
2006-05-01,,,,46.433,1214.0,1214.0
2006-06-01,,,,42.204,1104.0,1104.0
2006-07-01,,,,61.134,1599.0,1599.0
2006-08-01,,,,59.3,1551.0,1551.0
2006-09-01,,,,27.243000000000002,712.0,712.0
2006-10-01,,,,28.778000000000002,753.0,753.0
2006-11-01,,,,33.887,886.0,886.0
2006-12-01,,,,37.547000000000004,982.0,982.0
2007-01-01,315.927,7074.0,7074.0,,,
2007-02-01,509.94,11418.0,11418.0,,,
2007-03-01,5.534000000000001,126.0,126.0,,,
2007-04-01,8.032,180.0,180.0,,,
2007-05-01,6.216,138.0,138.0,,,
2007-06-01,4.864,108.0,108.0,,,
2007-07-01,0.136,6.0,6.0,,,
2007-08-01,3.176,72.0,72.0,,,
2007-09-01,0.664,12.0,12.0,,,
2007-10-01,0.128,0.0,0.0,,,
2007-11-01,81.921,1836.0,1836.0,,,
2007-12-01,143.464,3210.0,3210.0,,,
2008-01-01,,,,106.07000000000001,2946.0,2946.0
2008-02-01,,,,46.385000000000005,1290.0,1290.0
2008-03-01,,,,0.9560000000000001,24.0,24.0
2008-04-01,,,,7.497000000000001,210.0,210.0
2008-05-01,,,,6.6530000000000005,186.0,186.0
2008-06-01,,,,4.535,126.0,126.0
2008-07-01,,,,0.917,24.0,24.0
2008-08-01,,,,4.8,132.0,132.0
2008-09-01,,,,5.611000000000001,156.0,156.0
2008-10-01,,,,1.608,42.0,42.0
2008-11-01,,,,9.006,252.0,252.0
2008-12-01,,,,121.962,3390.0,3390.0
2009-01-01,,,,163.059,3444.0,3444.0
2009-02-01,,,,38.34,810.0,810.0
2009-03-01,,,,23.259,492.0,492.0
2009-04-01,,,,2.572,54.0,54.0
2009-05-01,,,,11.561,246.0,246.0
2009-06-01,,,,30.79,648.0,648.0
2009-07-01,,,,6.82,144.0,144.0
2009-08-01,,,,15.738000000000001,330.0,330.0
2009-09-01,,,,19.902,420.0,420.0
2009-10-01,,,,6.118,132.0,132.0
2009-11-01,,,,16.896,354.0,354.0
2009-12-01,,,,8.945,186.0,186.0
2010-01-01,,,,2.7640000000000002,48.0,48.0
2010-02-01,,,,7.369000000000001,150.0,150.0
2010-03-01,,,,14.996,306.0,306.0
2010-04-01,,,,61.098000000000006,1254.0,1254.0
2010-05-01,,,,120.239,2466.0,2466.0
2010-06-01,,,,88.004,1800.0,1800.0
2010-07-01,,,,17.147000000000002,354.0,354.0
2010-08-01,,,,59.055,1212.0,1212.0
2010-09-01,,,,68.986,1416.0,1416.0
2010-10-01,,,,389.663,7980.0,7980.0
2010-11-01,,,,14.539000000000001,300.0,300.0
2010-12-01,,,,138.14000000000001,2832.0,2832.0
2011-01-01,,,,3.573,114.0,114.0
2011-02-01,,,,19.116,612.0,612.0
2011-03-01,,,,1.502,48.0,48.0
2011-04-01,,,,7.304,234.0,234.0
2011-05-01,,,,1.687,54.0,54.0
2011-06-01,,,,1.76,54.0,54.0
2011-07-01,,,,1.011,30.0,30.0
2011-08-01,,,,15.584,498.0,498.0
2011-09-01,,,,7.2,228.0,228.0
2011-10-01,,,,16.037,510.0,510.0
2011-11-01,,,,30.852,984.0,984.0
2011-12-01,,,,13.374,426.0,426.0
2012-01-01,,,,12.485,618.0,618.0
2012-02-01,,,,34.742,1734.0,1734.0
2012-03-01,,,,13.678,684.0,684.0
2012-04-01,,,,8.779,438.0,438.0
2012-05-01,,,,1.086,54.0,54.0
2012-06-01,,,,7.656,384.0,384.0
2012-07-01,,,,15.708,786.0,786.0
2012-08-01,,,,16.303,816.0,816.0
2012-09-01,,,,16.873,840.0,840.0
2012-10-01,,,,0.341,18.0,18.0
2012-11-01,,,,0.192,12.0,12.0
2012-12-01,,,,7.157,360.0,360.0
2013-01-01,,,,22.1,474.0,474.0
2013-02-01,,,,38.431,834.0,834.0
2013-03-01,,,,21.302,462.0,462.0
2013-04-01,,,,10.935,240.0,240.0
2013-05-01,,,,17.706,384.0,384.0
2013-06-01,,,,5.47,120.0,120.0
2013-07-01,,,,9.062,198.0,198.0
2013-08-01,,,,34.696,756.0,756.0
2013-09-01,,,,12.581,276.0,276.0
2013-10-01,,,,20.006,432.0,432.0
2013-11-01,,,,0.713,18.0,18.0
2013-12-01,,,,16.998,372.0,372.0
2014-01-01,,,,75.073,2196.0,2196.0
2014-02-01,,,,175.913,5136.0,5136.0
2014-03-01,,,,70.241,2052.0,2052.0
2014-04-01,,,,2.824,84.0,84.0
2014-05-01,,,,53.762,1566.0,1566.0
2014-06-01,,,,4.379,126.0,126.0
2014-07-01,,,,24.453,714.0,714.0
2014-08-01,,,,28.404,828.0,828.0
2014-09-01,,,,42.842,1248.0,1248.0
2014-10-01,,,,23.949,696.0,696.0
2014-11-01,,,,31.515,918.0,918.0
2014-12-01,,,,7.645,222.0,222.0
2015-01-01,,,,2.551,66.0,66.0
2015-02-01,,,,1.57,42.0,42.0
2015-03-01,,,,93.186,2412.0,2412.0
2015-04-01,,,,2.153,54.0,54.0
2015-05-01,,,,15.948,414.0,414.0
2015-06-01,,,,0.23,6.0,6.0
2015-07-01,,,,1.136,30.0,30.0
2015-08-01,,,,13.353,348.0,348.0
2015-09-01,,,,2.524,66.0,66.0
2015-10-01,,,,7.524,192.0,192.0
2015-11-01,,,,4.258,108.0,108.0
2015-12-01,,,,0.567,12.0,12.0
2016-01-01,,,,32.467,876.0,876.0
2016-02-01,,,,3.368,90.0,90.0
2016-03-01,,,,53.953,1452.0,1452.0
2016-04-01,,,,15.665,420.0,420.0
2016-05-01,,,,6.808,186.0,186.0
2016-06-01,,,,5.281,144.0,144.0
2016-07-01,,,,16.611,450.0,450.0
2016-08-01,,,,20.012,540.0,540.0
2016-09-01,,,,72.256,1944.0,1944.0
2016-10-01,,,,104.942,2826.0,2826.0
2016-11-01,,,,5.741,156.0,156.0
2016-12-01,,,,72.896,1962.0,1962.0
2017-01-01,,,,41.471,972.0,972.0
2017-02-01,,,,22.615,534.0,534.0
2017-03-01,,,,29.071,684.0,684.0
2017-04-01,,,,35.26,828.0,828.0
2017-05-01,,,,37.585,882.0,882.0
2017-06-01,,,,25.818,606.0,606.0
2017-07-01,,,,20.297,480.0,480.0
2017-08-01,,,,16.798,396.0,396.0
2017-09-01,,,,26.287,618.0,618.0
2017-10-01,,,,30.515,720.0,720.0
2017-11-01,,,,47.723,1122.0,1122.0
2017-12-01,,,,46.56,1092.0,1092.0
2018-01-01,,,,44.427,1002.0,1002.0
2018-02-01,,,,33.249,756.0,756.0
2018-03-01,,,,48.563,1104.0,1104.0
2018-04-01,,,,34.543,786.0,786.0
2018-05-01,,,,44.654,1014.0,1014.0
2018-06-01,,,,62.472,1416.0,1416.0
2018-07-01,,,,26.635,606.0,606.0
2018-08-01,,,,36.268,822.0,822.0
2018-09-01,,,,39.049,888.0,888.0
2018-10-01,,,,42.015,954.0,954.0
2018-11-01,,,,40.655,924.0,924.0
2018-12-01,,,,43.47,990.0,990.0
2019-01-01,,,,20.085,606.0,606.0
2019-02-01,,,,18.7,558.0,558.0
2019-03-01,,,,27.029,810.0,810.0
2019-04-01,,,,15.727,474.0,474.0
2019-05-01,,,,27.709,828.0,828.0
2019-06-01,,,,23.726,708.0,708.0
2019-07-01,,,,14.164,426.0,426.0
2019-08-01,,,,18.674,558.0,558.0
2019-09-01,,,,21.439,642.0,642.0
2019-10-01,,,,22.695,678.0,678.0
2019-11-01,,,,19.857,594.0,594.0
2019-12-01,,,,21.195,636.0,636.0
2020-01-01,,,,8.288,378.0,378.0
2020-02-01,,,,8.617,378.0,378.0
2020-03-01,,,,7.362,324.0,324.0
2020-04-01,,,,8.35,366.0,366.0
2020-05-01,,,,9.623,426.0,426.0
2020-06-01,,,,11.6,510.0,510.0
2020-07-01,,,,5.919,258.0,258.0
2020-08-01,,,,9.594,420.0,420.0
2020-09-01,,,,7.348,324.0,324.0
2020-10-01,,,,9.168,402.0,402.0
2020-11-01,,,,12.314,540.0,540.0
2020-12-01,,,,9.817,432.0,432.0
2021-01-01,,,,100.718,2004.0,2004.0
2021-02-01,,,,166.697,3306.0,3306.0
2021-03-01,,,,128.902,2556.0,2556.0
2021-04-01,,,,100.574,1998.0,1998.0
2021-05-01,,,,98.872,1962.0,1962.0
2021-06-01,,,,114.046,2262.0,2262.0
2021-07-01,,,,40.919,810.0,810.0
2021-08-01,,,,63.646,1260.0,1260.0
2021-09-01,,,,88.415,1752.0,1752.0
2021-10-01,,,,111.301,2208.0,2208.0
2021-11-01,,,,107.137,2124.0,2124.0
2021-12-01,,,,160.773,3192.0,3192.0
2022-01-01,,,,15.112,528.0,528.0
2022-02-01,,,,16.207,564.0,564.0
2022-03-01,,,,13.441,468.0,468.0
2022-04-01,,,,8.979,312.0,312.0
2022-05-01,,,,17.629,612.0,612.0
2022-06-01,,,,12.174,426.0,426.0
2022-07-01,,,,8.777,306.0,306.0
2022-08-01,,,,9.387,330.0,330.0
2022-09-01,,,,11.085,384.0,384.0
2022-10-01,,,,13.191,462.0,462.0
2022-11-01,,,,15.292,534.0,534.0
2022-12-01,,,,17.726,618.0,618.0
2023-01-01,,,,8.377,168.0,168.0
2023-02-01,,,,8.316,168.0,168.0
2023-03-01,,,,7.778,156.0,156.0
2023-04-01,,,,6.265,126.0,126.0
2023-05-01,,,,5.906,120.0,120.0
2023-06-01,,,,4.797,96.0,96.0
2023-07-01,,,,4.901,96.0,96.0
2023-08-01,,,,3.954,78.0,78.0
2023-09-01,,,,6.668,132.0,132.0
2023-10-01,,,,5.043,102.0,102.0
2023-11-01,,,,6.148,126.0,126.0
2023-12-01,,,,7.847,156.0,156.0
2024-01-01,,,,14.841,732.0,732.0
2024-02-01,,,,9.519,462.0,462.0
2024-03-01,,,,7.555,366.0,366.0
2024-04-01,,,,6.07,294.0,294.0
2024-05-01,,,,7.385,360.0,360.0
2024-06-01,,,,5.091,246.0,246.0
2024-07-01,,,,5.013,246.0,246.0
2024-08-01,,,,6.079,294.0,294.0
2024-09-01,,,,4.558,222.0,222.0
2024-10-01,,,,6.894,336.0,336.0
2024-11-01,,,,6.709,324.0,324.0
2024-12-01,,,,6.286,306.0,306.0
