measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2007-02-01,1.8070000000000002,24.0,16879.0,,,
2007-03-01,2.4610000000000003,32.0,22981.0,,,
2007-04-01,2.476,32.0,23125.0,,,
2007-05-01,2.593,34.0,24216.0,,,
2007-06-01,2.285,30.0,21342.0,,,
2007-07-01,1.975,26.0,18448.0,,,
2007-08-01,2.7840000000000003,36.0,25999.0,,,
2007-09-01,1.931,25.0,18029.0,,,
2007-10-01,1.927,25.0,17993.0,,,
2007-11-01,2.303,30.0,21504.0,,,
2007-12-01,2.2430000000000003,29.0,20950.0,,,
2008-01-01,2804.083,26003.0,26003.0,,,
2008-02-01,3071.143,28480.0,28480.0,,,
2008-03-01,2687.193,24919.0,24919.0,,,
2008-04-01,3128.376,29011.0,29011.0,,,
2008-05-01,2161.393,20044.0,20044.0,,,
2008-06-01,2312.929,21449.0,21449.0,,,
2008-07-01,2731.147,25327.0,25327.0,,,
2008-08-01,1908.45,17698.0,17698.0,,,
2008-09-01,2557.552,23717.0,23717.0,,,
2008-10-01,2570.388,23836.0,23836.0,,,
2008-11-01,1677.1870000000001,15553.0,15553.0,,,
2008-12-01,2234.159,20719.0,20719.0,,,
2009-01-01,2282.312,21319.0,21319.0,,,
2009-02-01,1785.132,16676.0,16676.0,,,
2009-03-01,2476.783,23137.0,23137.0,,,
2009-04-01,2249.127,21010.0,21010.0,,,
2009-05-01,2164.835,20223.0,20223.0,,,
2009-06-01,2458.8320000000003,22969.0,22969.0,,,
2009-07-01,2264.279,21152.0,21152.0,,,
2009-08-01,2074.498,19379.0,19379.0,,,
2009-09-01,2353.9230000000002,21989.0,21989.0,,,
2009-10-01,932.614,8712.0,8712.0,,,
2009-11-01,2487.847,23240.0,23240.0,,,
2009-12-01,2072.818,19363.0,19363.0,,,
2010-01-01,1951.8580000000002,18458.0,18458.0,,,
2010-02-01,1786.0120000000002,16889.0,16889.0,,,
2010-03-01,2041.8860000000002,19308.0,19308.0,,,
2010-04-01,2114.358,19994.0,19994.0,,,
2010-05-01,1786.708,16895.0,16895.0,,,
2010-06-01,2062.7850000000003,19506.0,19506.0,,,
2010-07-01,1877.5590000000002,17754.0,17754.0,,,
2010-08-01,2103.174,19888.0,19888.0,,,
2010-09-01,1843.75,17435.0,17435.0,,,
2010-10-01,1885.1170000000002,17826.0,17826.0,,,
2010-11-01,2344.02,22165.0,22165.0,,,
2010-12-01,1838.7730000000001,17387.0,17387.0,,,
2011-01-01,1845.226,17735.0,17735.0,,,
2011-02-01,1945.792,18702.0,18702.0,,,
2011-03-01,2251.147,21637.0,21637.0,,,
2011-04-01,2297.371,22081.0,22081.0,,,
2011-05-01,1560.729,15001.0,15001.0,,,
2011-06-01,2344.951,22538.0,22538.0,,,
2011-07-01,1997.17,19196.0,19196.0,,,
2011-08-01,2222.085,21358.0,21358.0,,,
2011-09-01,1959.132,18830.0,18830.0,,,
2011-10-01,2197.21,21118.0,21118.0,,,
2011-11-01,2181.007,20963.0,20963.0,,,
2011-12-01,2245.18,21579.0,21579.0,,,
2012-01-01,1932.032,17523.0,17523.0,,,
2012-02-01,1920.8,17421.0,17421.0,,,
2012-03-01,1808.646,16404.0,16404.0,,,
2012-04-01,2027.578,18390.0,18390.0,,,
2012-05-01,2207.24,20019.0,20019.0,,,
2012-06-01,2020.645,18327.0,18327.0,,,
2012-07-01,1719.078,15591.0,15591.0,,,
2012-08-01,2286.12,20734.0,20734.0,,,
2012-09-01,1951.601,17700.0,17700.0,,,
2012-10-01,2032.896,18438.0,18438.0,,,
2012-11-01,2089.489,18951.0,18951.0,,,
2012-12-01,1887.875,17122.0,17122.0,,,
2013-01-01,2208.235,19809.0,19809.0,,,
2013-02-01,1859.398,16680.0,16680.0,,,
2013-03-01,2044.99,18345.0,18345.0,,,
2013-04-01,2108.863,18918.0,18918.0,,,
2013-05-01,2218.819,19905.0,19905.0,,,
2013-06-01,2061.769,18495.0,18495.0,,,
2013-07-01,2208.83,19815.0,19815.0,,,
2013-08-01,2166.41,19434.0,19434.0,,,
2013-09-01,1812.132,16256.0,16256.0,,,
2013-10-01,1999.921,17941.0,17941.0,,,
2013-11-01,1935.374,17362.0,17362.0,,,
2013-12-01,1870.259,16778.0,16778.0,,,
2014-01-01,1991.078,18173.0,18173.0,,,
2014-02-01,2336.153,21323.0,21323.0,,,
2014-03-01,2499.422,22813.0,22813.0,,,
2014-04-01,2822.999,25767.0,25767.0,,,
2014-05-01,2456.923,22425.0,22425.0,,,
2014-06-01,2494.957,22773.0,22773.0,,,
2014-07-01,2541.119,23194.0,23194.0,,,
2014-08-01,2423.971,22124.0,22124.0,,,
2014-09-01,2132.912,19468.0,19468.0,,,
2014-10-01,2435.354,22229.0,22229.0,,,
2014-11-01,3635.152,33180.0,33180.0,,,
2014-12-01,2690.96,24561.0,24561.0,,,
2015-01-01,2712.585,23886.0,23886.0,,,
2015-02-01,2502.519,22038.0,22038.0,,,
2015-03-01,3095.607,27260.0,27260.0,,,
2015-04-01,3254.532,28660.0,28660.0,,,
2015-05-01,3074.126,27071.0,27071.0,,,
2015-06-01,2926.284,25769.0,25769.0,,,
2015-07-01,2945.324,25937.0,25937.0,,,
2015-08-01,2981.026,26251.0,26251.0,,,
2015-09-01,3008.739,26495.0,26495.0,,,
2015-10-01,3193.31,28121.0,28121.0,,,
2015-11-01,2598.225,22880.0,22880.0,,,
2015-12-01,2969.723,26152.0,26152.0,,,
2016-01-01,3370.928,29588.0,29600.0,,,
2016-02-01,3490.786,30640.0,30653.0,,,
2016-03-01,4388.333,38518.0,38534.0,,,
2016-04-01,3627.554,31841.0,31854.0,,,
2016-05-01,4089.97,35899.0,35914.0,,,
2016-06-01,3641.49,31963.0,31976.0,,,
2016-07-01,3456.456,30339.0,30351.0,,,
2016-08-01,3846.436,33762.0,33775.0,,,
2016-09-01,3291.073,28887.0,28899.0,,,
2016-10-01,3285.578,28839.0,28851.0,,,
2016-11-01,3512.921,30834.0,30847.0,,,
2016-12-01,3357.475,29470.0,29482.0,,,
2017-01-01,4466.3,39193.0,39452.0,,,
2017-02-01,4116.091,36120.0,36360.0,,,
2017-03-01,4574.877,40146.0,40413.0,,,
2017-04-01,4398.085,38594.0,38851.0,,,
2017-05-01,4340.544,38090.0,38342.0,,,
2017-06-01,3695.696,32431.0,32646.0,,,
2017-07-01,3705.627,32518.0,32734.0,,,
2017-08-01,3548.633,31140.0,31347.0,,,
2017-09-01,4119.133,36147.0,36387.0,,,
2017-10-01,3968.726,34827.0,35058.0,,,
2017-11-01,4110.006,36066.0,36306.0,,,
2017-12-01,4851.282,42571.0,42854.0,,,
2018-01-01,4686.403,41097.0,41097.0,,,
2018-02-01,4061.352,35616.0,35616.0,,,
2018-03-01,4640.788,40697.0,40697.0,,,
2018-04-01,4676.267,41008.0,41008.0,,,
2018-05-01,4471.722,39214.0,39214.0,,,
2018-06-01,3701.757,32463.0,32463.0,,,
2018-07-01,3728.54,32697.0,32697.0,,,
2018-08-01,3675.734,32234.0,32234.0,,,
2018-09-01,3733.667,32742.0,32742.0,,,
2018-10-01,4129.525,36214.0,36214.0,,,
2018-11-01,4039.014,35420.0,35420.0,,,
2018-12-01,3378.231,29625.0,29625.0,,,
2019-01-01,3847.703,33782.0,33782.0,,,
2019-02-01,3138.059,27552.0,27552.0,,,
2019-03-01,4231.757,37154.0,37154.0,,,
2019-04-01,3719.683,32658.0,32658.0,,,
2019-05-01,4160.516,36529.0,36529.0,,,
2019-06-01,3656.045,32100.0,32100.0,,,
2019-07-01,3746.539,32894.0,32894.0,,,
2019-08-01,3440.413,30207.0,30207.0,,,
2019-09-01,3378.526,29663.0,29663.0,,,
2019-10-01,3781.806,33204.0,33204.0,,,
2019-11-01,3298.991,28965.0,28965.0,,,
2019-12-01,3309.962,29061.0,29061.0,,,
2020-01-01,1818.622,15082.0,15082.0,,,
2020-02-01,1725.63,14311.0,14311.0,,,
2020-03-01,1867.401,15487.0,15487.0,,,
2020-04-01,1846.461,15313.0,15313.0,,,
2020-05-01,1632.664,13540.0,13540.0,,,
2020-06-01,1594.337,13222.0,13222.0,,,
2020-07-01,1515.807,12571.0,12571.0,,,
2020-08-01,1435.925,11908.0,11908.0,,,
2020-09-01,1691.79,14030.0,14030.0,,,
2020-10-01,1740.445,14434.0,14434.0,,,
2020-11-01,1439.889,11941.0,11941.0,,,
2020-12-01,1565.029,12979.0,12979.0,,,
