measured_on,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed
2004-03-01,0.0,0.0,0.0,,,,24.917,634.0,634.0,0.0,0.0,0.0
2004-04-01,15.309000000000001,390.0,390.0,,,,27.39,697.0,697.0,0.0,0.0,0.0
2004-05-01,35.55,905.0,905.0,,,,53.565,1363.0,1363.0,0.0,0.0,0.0
2004-06-01,62.22,1583.0,1583.0,,,,73.849,1879.0,1879.0,0.0,0.0,0.0
2004-07-01,8.734,222.0,222.0,,,,83.96,2136.0,2136.0,0.0,0.0,0.0
2004-08-01,8.734,222.0,222.0,,,,99.24300000000001,2525.0,2525.0,0.0,0.0,0.0
2004-09-01,13.859,353.0,353.0,,,,68.659,1747.0,1747.0,0.0,0.0,0.0
2004-10-01,30.57,778.0,778.0,,,,38.319,975.0,975.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,,,,39.863,1014.0,1014.0,0.0,0.0,0.0
2004-12-01,32.021,815.0,815.0,,,,48.813,1242.0,1242.0,0.0,0.0,0.0
2005-01-01,48.775,1392.13,1392.13,,,,92.071,2629.72,2629.72,,,
2005-02-01,11.227,320.44,320.44,,,,81.62400000000001,2331.31,2331.31,,,
2005-03-01,9.634,274.98,274.98,,,,97.40400000000001,2782.01,2782.01,,,
2005-04-01,9.64,275.13,275.13,,,,99.86200000000001,2852.25,2852.25,,,
2005-05-01,9.719000000000001,277.4,277.4,,,,81.012,2313.85,2313.85,,,
2005-06-01,11.773,336.03,336.03,,,,137.826,3936.55,3936.55,,,
2005-07-01,22.297,636.41,636.41,,,,177.608,5072.8,5072.8,,,
2005-08-01,19.749000000000002,563.68,563.68,,,,189.89,5423.58,5423.58,,,
2005-09-01,10.989,313.64,313.64,,,,125.614,3587.75,3587.75,,,
2005-10-01,15.406,439.73,439.73,,,,86.86800000000001,2481.11,2481.11,,,
2005-11-01,10.374,296.1,296.1,,,,77.974,2227.08,2227.08,,,
2005-12-01,28.417,811.07,811.07,,,,84.24600000000001,2406.21,2406.21,,,
2006-01-01,34.787,764.0,764.0,,,,209.18200000000002,4539.0,4539.0,,,
2006-02-01,18.203,400.0,400.0,,,,236.461,5131.0,5131.0,,,
2006-03-01,15.291,336.0,336.0,,,,311.599,6761.0,6761.0,,,
2006-04-01,29.29,643.0,643.0,,,,257.85900000000004,5595.0,5595.0,,,
2006-05-01,27.379,601.0,601.0,,,,339.666,7371.0,7371.0,,,
2006-06-01,24.885,546.0,546.0,,,,437.529,9494.0,9494.0,,,
2006-07-01,36.047000000000004,791.0,791.0,,,,782.943,16989.0,16989.0,,,
2006-08-01,34.966,768.0,768.0,,,,695.714,15097.0,15097.0,,,
2006-09-01,16.064,353.0,353.0,,,,409.233,8880.0,8880.0,,,
2006-10-01,16.968,372.0,372.0,,,,443.28,9619.0,9619.0,,,
2006-11-01,19.981,439.0,439.0,,,,298.014,6467.0,6467.0,,,
2006-12-01,22.139,486.0,486.0,,,,302.521,6565.0,6565.0,,,
2007-01-01,0.0,0.0,0.0,13.048,290.0,290.0,56.234,1239.0,1239.0,,,
2007-02-01,0.0,0.0,0.0,22.225,491.0,491.0,51.521,1135.0,1135.0,,,
2007-03-01,0.0,0.0,0.0,10.727,234.0,234.0,74.522,1641.0,1641.0,,,
2007-04-01,0.0,0.0,0.0,7.746,173.0,173.0,60.977000000000004,1343.0,1343.0,,,
2007-05-01,0.0,0.0,0.0,3.874,84.0,84.0,73.256,1614.0,1614.0,,,
2007-06-01,0.0,0.0,0.0,5.163,112.0,112.0,90.36800000000001,1991.0,1991.0,,,
2007-07-01,0.0,0.0,0.0,5.26,117.0,117.0,104.908,2311.0,2311.0,,,
2007-08-01,0.0,0.0,0.0,5.304,117.0,117.0,122.95800000000001,2708.0,2708.0,,,
2007-09-01,0.0,0.0,0.0,3.5540000000000003,78.0,78.0,90.113,1986.0,1986.0,,,
2007-10-01,0.0,0.0,0.0,2.023,45.0,45.0,73.421,1618.0,1618.0,,,
2007-11-01,0.0,0.0,0.0,1.235,28.0,28.0,58.929,1298.0,1298.0,,,
2007-12-01,0.0,0.0,0.0,4.692,106.0,106.0,62.941,1386.0,1386.0,,,
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,19.872,207.0,207.0,,,
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,18.131,189.0,189.0,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,21.03,219.0,219.0,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,19.537000000000003,203.0,203.0,,,
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,19.072,199.0,199.0,,,
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,27.978,292.0,292.0,,,
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,35.672000000000004,372.0,372.0,,,
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,28.733,300.0,300.0,,,
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,26.754,278.0,278.0,,,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,24.396,254.0,254.0,,,
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,21.154,220.0,220.0,,,
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,19.671,205.0,205.0,,,
2009-01-01,0.0,0.0,0.0,69.964,760.0,760.0,0.0,0.0,0.0,,,
2009-02-01,0.0,0.0,0.0,11.246,122.0,122.0,0.0,0.0,0.0,,,
2009-03-01,0.0,0.0,0.0,7.175,75.0,75.0,0.0,0.0,0.0,,,
2009-04-01,0.0,0.0,0.0,2.0860000000000003,23.0,23.0,0.0,0.0,0.0,,,
2009-05-01,0.0,0.0,0.0,1.718,17.0,17.0,0.0,0.0,0.0,,,
2009-06-01,0.0,0.0,0.0,5.2860000000000005,58.0,58.0,0.0,0.0,0.0,,,
2009-07-01,0.0,0.0,0.0,7.456,81.0,81.0,0.0,0.0,0.0,,,
2009-08-01,0.0,0.0,0.0,12.34,133.0,133.0,0.0,0.0,0.0,,,
2009-09-01,0.0,0.0,0.0,2.439,29.0,29.0,0.0,0.0,0.0,,,
2009-10-01,0.0,0.0,0.0,1.147,12.0,12.0,0.0,0.0,0.0,,,
2009-11-01,0.0,0.0,0.0,1.006,12.0,12.0,0.0,0.0,0.0,,,
2009-12-01,0.0,0.0,0.0,8.043000000000001,87.0,87.0,0.094,1.0,1.0,,,
2010-01-01,0.0,0.0,0.0,158.404,3420.0,3420.0,0.0,0.0,0.0,,,
2010-02-01,0.0,0.0,0.0,44.048,952.0,952.0,0.0,0.0,0.0,,,
2010-03-01,0.0,0.0,0.0,28.508000000000003,616.0,616.0,0.0,0.0,0.0,,,
2010-04-01,0.0,0.0,0.0,26.805,576.0,576.0,0.0,0.0,0.0,,,
2010-05-01,0.0,0.0,0.0,36.763000000000005,792.0,792.0,0.0,0.0,0.0,,,
2010-06-01,0.0,0.0,0.0,136.213,2936.0,2936.0,0.0,0.0,0.0,,,
2010-07-01,0.0,0.0,0.0,269.66700000000003,5814.0,5814.0,0.0,0.0,0.0,,,
2010-08-01,0.0,0.0,0.0,146.963,3169.0,3169.0,0.0,0.0,0.0,,,
2010-09-01,0.0,0.0,0.0,67.143,1448.0,1448.0,0.0,0.0,0.0,,,
2010-10-01,0.0,0.0,0.0,15.744000000000002,342.0,342.0,0.0,0.0,0.0,,,
2010-11-01,0.0,0.0,0.0,15.832,342.0,342.0,0.0,0.0,0.0,,,
2010-12-01,0.0,0.0,0.0,94.91,2046.0,2046.0,0.0,0.0,0.0,,,
2011-01-01,0.0,0.0,0.0,331.1,5563.0,5563.0,0.0,0.0,0.0,,,
2011-02-01,0.0,0.0,0.0,82.568,1385.0,1385.0,0.0,0.0,0.0,,,
2011-03-01,0.0,0.0,0.0,59.836,1003.0,1003.0,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,34.634,581.0,581.0,0.0,0.0,0.0,,,
2011-05-01,0.0,0.0,0.0,55.568,935.0,935.0,0.0,0.0,0.0,,,
2011-06-01,0.0,0.0,0.0,176.957,2975.0,2975.0,0.0,0.0,0.0,,,
2011-07-01,0.0,0.0,0.0,319.34,5369.0,5369.0,0.0,0.0,0.0,,,
2011-08-01,0.0,0.0,0.0,114.835,1932.0,1932.0,0.0,0.0,0.0,,,
2011-09-01,0.0,0.0,0.0,59.681,1003.0,1003.0,0.0,0.0,0.0,,,
2011-10-01,0.0,0.0,0.0,43.116,724.0,724.0,0.0,0.0,0.0,,,
2011-11-01,0.0,0.0,0.0,30.453,513.0,513.0,0.0,0.0,0.0,,,
2011-12-01,0.0,0.0,0.0,42.912,724.0,724.0,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,30.877,559.0,559.0,19.51,352.0,352.0,,,
2012-02-01,0.0,0.0,0.0,22.187,399.0,399.0,18.677,335.0,335.0,,,
2012-03-01,0.0,0.0,0.0,19.784,353.0,353.0,18.078,324.0,324.0,,,
2012-04-01,0.0,0.0,0.0,10.089,182.0,182.0,19.689,354.0,354.0,,,
2012-05-01,0.0,0.0,0.0,25.194,450.0,450.0,24.379,437.0,437.0,,,
2012-06-01,0.0,0.0,0.0,80.939,1454.0,1454.0,27.692,497.0,497.0,,,
2012-07-01,0.0,0.0,0.0,183.723,3300.0,3300.0,35.846,643.0,643.0,,,
2012-08-01,0.0,0.0,0.0,83.437,1499.0,1499.0,31.485,566.0,566.0,,,
2012-09-01,0.0,0.0,0.0,26.05,467.0,467.0,23.694,425.0,425.0,,,
2012-10-01,0.0,0.0,0.0,23.862,428.0,428.0,22.395,402.0,402.0,,,
2012-11-01,0.0,0.0,0.0,38.689,695.0,695.0,22.304,401.0,401.0,,,
2012-12-01,0.0,0.0,0.0,18.871,336.0,336.0,20.549,369.0,369.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,157.481,2409.0,2409.0,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,161.452,2469.0,2469.0,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,167.963,2569.0,2569.0,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,139.391,2132.0,2132.0,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,163.641,2503.0,2503.0,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,190.425,2913.0,2913.0,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,276.507,4230.0,4230.0,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,204.888,3134.0,3134.0,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,161.303,2467.0,2467.0,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,138.255,2115.0,2115.0,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,148.568,2273.0,2273.0,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,172.126,2633.0,2633.0,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,26.621,446.0,446.0,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,30.145,508.0,508.0,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,32.021,539.0,539.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,26.497,446.0,446.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,28.546,481.0,481.0,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,37.535,632.0,632.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,43.987,740.0,740.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,40.27,678.0,678.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,37.536,632.0,632.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,31.628,532.0,532.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,29.788,502.0,502.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,32.426,546.0,546.0,,,
2015-01-01,0.0,0.0,0.0,9.364,148.0,148.0,147.447,2307.0,2307.0,,,
2015-02-01,0.0,0.0,0.0,33.827,530.0,530.0,123.315,1930.0,1930.0,,,
2015-03-01,0.0,0.0,0.0,2.604,40.0,40.0,169.311,2650.0,2650.0,,,
2015-04-01,0.0,0.0,0.0,0.32,6.0,6.0,123.137,1927.0,1927.0,,,
2015-05-01,0.0,0.0,0.0,0.455,6.0,6.0,168.264,2634.0,2634.0,,,
2015-06-01,0.0,0.0,0.0,0.39,6.0,6.0,166.052,2599.0,2599.0,,,
2015-07-01,0.0,0.0,0.0,0.999,17.0,17.0,219.849,3441.0,3441.0,,,
2015-08-01,0.0,0.0,0.0,1.113,17.0,17.0,221.371,3465.0,3465.0,,,
2015-09-01,0.0,0.0,0.0,0.946,17.0,17.0,200.268,3135.0,3135.0,,,
2015-10-01,0.0,0.0,0.0,0.363,6.0,6.0,166.686,2609.0,2609.0,,,
2015-11-01,0.0,0.0,0.0,0.166,0.0,0.0,135.489,2121.0,2121.0,,,
2015-12-01,0.0,0.0,0.0,0.438,6.0,6.0,130.826,2047.0,2047.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13.268,348.0,348.0,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,12.591,330.0,330.0,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,13.776,362.0,362.0,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,14.504,381.0,381.0,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,16.395,430.0,430.0,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,18.611,489.0,489.0,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,24.144,634.0,634.0,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,26.062,684.0,684.0,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,18.874,496.0,496.0,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,13.77,362.0,362.0,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,12.547,329.0,329.0,,,
2016-12-01,0.0,0.0,0.0,0.868,23.0,23.0,14.59,383.0,383.0,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,31.133,657.0,657.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,27.037,570.0,570.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,29.496,622.0,622.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,25.588,539.0,539.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,27.702,584.0,584.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,34.662,730.0,730.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,44.114,930.0,930.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,41.739,880.0,880.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,34.573,728.0,728.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,27.683,584.0,584.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,25.064,528.0,528.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,30.209,636.0,636.0,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,24.622,562.0,562.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,21.423,488.0,488.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,23.813,542.0,542.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,24.623,562.0,562.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,27.335,623.0,623.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,31.759,724.0,724.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,45.042,1026.0,1026.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,46.987,1071.0,1071.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,35.076,800.0,800.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,29.218,666.0,666.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,25.167,574.0,574.0,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,24.935,569.0,569.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,88.44,1412.0,1412.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,84.54,1350.0,1350.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,78.702,1257.0,1257.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,69.252,1106.0,1106.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,67.135,1073.0,1073.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,89.435,1429.0,1429.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,152.202,2431.0,2431.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,133.056,2126.0,2126.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,95.055,1519.0,1519.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,80.149,1281.0,1281.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,84.627,1352.0,1352.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,94.407,1508.0,1508.0,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,7.063,124.0,124.0,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,6.636,116.0,116.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,6.496,114.0,114.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4.635,81.0,81.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,5.416,95.0,95.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,8.616,152.0,152.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,12.406,217.0,217.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,11.05,194.0,194.0,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8.671,152.0,152.0,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6.494,114.0,114.0,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6.694,117.0,117.0,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6.823,119.0,119.0,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.415,33.0,33.0,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3.197,74.0,74.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.042,1.0,1.0,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,72.549,1692.0,1692.0,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,42.633,995.0,995.0,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,18.515,432.0,432.0,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,9.171,214.0,214.0,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.731,40.0,40.0,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.747,41.0,41.0,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,14.378,265.0,265.0,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,92.39,1704.0,1704.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,10.012,185.0,185.0,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,39.613,730.0,730.0,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.966,36.0,36.0,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.68,31.0,31.0,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,68.613,1266.0,1266.0,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,30.579,564.0,564.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1.888,34.0,34.0,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.958,36.0,36.0,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,144.923,2673.0,2673.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,43.445,588.0,588.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,39.164,531.0,531.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,38.007,515.0,515.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,33.58,456.0,456.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,37.955,515.0,515.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,50.491,684.0,684.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,73.46,996.0,996.0,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,57.793,783.0,783.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,52.136,707.0,707.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,40.886,554.0,554.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,49.093,666.0,666.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,46.99,638.0,638.0,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,79.386,1500.0,1500.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.824,35.0,35.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,66.775,1262.0,1262.0,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,9.249,174.0,174.0,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,40.1,758.0,758.0,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,79.885,1510.0,1510.0,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2.015,38.0,38.0,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,7.93,150.0,150.0,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.836,35.0,35.0,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
