measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Other - Combined Cycle Combustion Turbine Part - Other - Generation,Other - Combined Cycle Combustion Turbine Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Combustion Turbine Part - Other - Total Fuel Consumed,Other - Combined Cycle Steam Part - Other - Generation,Other - Combined Cycle Steam Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Steam Part - Other - Total Fuel Consumed
2010-04-01,8.306000000000001,110.0,110.0,2.275,0.0,0.0,,,,53608.694,712510.0,712510.0,14679.725,0.0,0.0,19278.0,248731.0,248731.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,86.85000000000001,1181.0,1181.0,30.325000000000003,0.0,0.0,,,,59896.15,814675.0,814675.0,20913.675,0.0,0.0,9664.0,136424.0,136424.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,9.808,138.0,138.0,3.354,0.0,0.0,,,,57515.192,809282.0,809282.0,19666.646,0.0,0.0,6769.0,90419.0,90419.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,9.05,127.0,127.0,3.1590000000000003,0.0,0.0,,,,63122.950000000004,885552.0,885552.0,22034.841,0.0,0.0,5273.0,68058.0,68058.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,5.939,77.0,77.0,1.19,0.0,0.0,,,,41859.061,544659.0,544659.0,8387.81,0.0,0.0,41514.0,558902.0,558902.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,5.649,77.0,77.0,1.874,0.0,0.0,,,,62159.351,850418.0,850418.0,20622.126,0.0,0.0,5978.0,80390.0,80390.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50942.0,695381.0,695381.0,17322.0,0.0,0.0,21767.0,284281.0,284281.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,35.545,486.0,486.0,11.854000000000001,0.0,0.0,,,,61393.455,839005.0,839005.0,20474.146,0.0,0.0,6437.0,83678.0,83678.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,207.17600000000002,2898.0,2898.0,64.577,0.0,0.0,,,,60446.824,845536.0,845536.0,18841.423000000003,0.0,0.0,-84.0,1422.0,1422.0,,,,,,
2011-01-01,22.865,309.0,309.0,7.508,0.0,0.0,,,,67000.135,905800.0,905800.0,21999.492,0.0,0.0,2587.0,39458.0,39458.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,12.119,166.0,166.0,3.933,0.0,0.0,,,,60270.881,823558.0,823558.0,19557.067,0.0,0.0,-86.0,1.0,1.0,,,,,,
2011-03-01,94.172,1264.0,1264.0,31.411,0.0,0.0,,,,64696.828,868433.0,868433.0,21579.589,0.0,0.0,8171.0,109071.0,109071.0,,,,,,
2011-04-01,12.505,166.0,166.0,4.325,0.0,0.0,,,,58979.495,781031.0,781031.0,20396.675,0.0,0.0,17629.0,232391.0,232391.0,,,,,,
2011-05-01,7.256,99.0,99.0,2.493,0.0,0.0,,,,66174.744,906189.0,906189.0,22737.507,0.0,0.0,1102.0,17060.0,17060.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,60873.0,839518.0,839518.0,20569.0,0.0,0.0,2628.0,35451.0,35451.0,,,,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,63172.0,882015.0,882015.0,23373.0,0.0,0.0,-76.0,0.0,0.0,,,,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,42271.0,573026.0,573026.0,5389.0,0.0,0.0,40901.0,530074.0,530074.0,,,,,,
2011-09-01,6.623,88.0,88.0,-0.014,0.0,0.0,,,,37391.377,498613.0,498613.0,-80.986,0.0,0.0,47750.0,615640.0,615640.0,,,,,,
2011-10-01,19.829,270.0,270.0,5.688,0.0,0.0,,,,61979.171,845448.0,845448.0,17780.312,0.0,0.0,6036.0,79089.0,79089.0,,,,,,
2011-11-01,7.052,94.0,94.0,2.31,0.0,0.0,,,,73506.948,978180.0,978180.0,24075.69,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-12-01,4.148,55.0,55.0,1.39,0.0,0.0,,,,75801.852,1008746.0,1008746.0,25409.61,0.0,0.0,570.0,9928.0,9928.0,,,,,,
2012-01-01,24.11,320.0,320.0,7.531,0.0,0.0,,,,76308.89,1013299.0,1013299.0,23836.469,0.0,0.0,295.0,4710.0,4710.0,,,,,,
2012-02-01,120.424,1617.0,1617.0,40.461,0.0,0.0,,,,68301.576,917327.0,917327.0,22948.539,0.0,0.0,1490.0,22501.0,22501.0,,,,,,
2012-03-01,1.23,17.0,17.0,0.409,0.0,0.0,,,,67359.77,907150.0,907150.0,22428.591,0.0,0.0,9785.0,125799.0,125799.0,,,,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,44695.0,586465.0,586465.0,15654.0,0.0,0.0,47863.0,614550.0,614550.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,2.38,33.0,33.0,0.865,0.0,0.0,,,,56763.62,789954.0,789954.0,20626.135,0.0,0.0,16665.0,211378.0,211378.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,472.105,6569.0,6569.0,171.261,0.0,0.0,,,,61138.895,850678.0,850678.0,22178.739,0.0,0.0,2140.0,35097.0,35097.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,3.622,55.0,55.0,0.511,0.0,0.0,,,,27438.378,418182.0,418182.0,3871.489,0.0,0.0,36900.0,485584.0,485584.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,1.02,17.0,17.0,-0.008,0.0,0.0,,,,17693.98,287134.0,287134.0,-138.992,0.0,0.0,47315.0,620513.0,620513.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,176.941,2666.0,2666.0,28.11,0.0,0.0,,,,35066.059,528377.0,528377.0,5570.89,0.0,0.0,19038.0,253776.0,253776.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,3.161,44.0,44.0,0.973,0.0,0.0,,,,63281.839,883927.0,883927.0,19474.027,0.0,0.0,-88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,3.175,44.0,44.0,1.023,0.0,0.0,,,,61933.825,861377.0,861377.0,19955.977,0.0,0.0,1099.0,16349.0,16349.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,108.038,1606.0,1606.0,31.829,0.0,0.0,,,,51630.962,767655.0,767655.0,15211.171,0.0,0.0,158.0,3872.0,3872.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,105.288,1540.0,1540.0,31.294,0.0,0.0,,,,54325.712,794638.0,794638.0,16146.706,0.0,0.0,75.0,2840.0,2840.0,,,,,,
2013-02-01,99.413,1369.0,1369.0,32.052,0.0,0.0,,,,33292.587,458455.0,458455.0,10733.948,0.0,0.0,701.0,11198.0,11198.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,89.109,1203.0,1203.0,29.255,0.0,0.0,,,,40698.891,549613.0,549613.0,13361.745,0.0,0.0,-99.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,105.93,1380.0,1380.0,35.411,0.0,0.0,,,,40075.07,522077.0,522077.0,13396.589,0.0,0.0,7022.0,90254.0,90254.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,28.659,386.0,386.0,10.053,0.0,0.0,,,,30360.341,409333.0,409333.0,10649.947,0.0,0.0,14048.0,180618.0,180618.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,118.491,1684.0,1684.0,37.104,0.0,0.0,,,,31528.509,447980.0,447980.0,9872.896,0.0,0.0,5677.0,80138.0,80138.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,108.702,1518.0,1518.0,39.352,0.0,0.0,,,,34345.298,479623.0,479623.0,12433.648,0.0,0.0,-84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,36.704,546.0,546.0,9.034,0.0,0.0,,,,27244.296,405639.0,405639.0,6705.966,0.0,0.0,2311.0,34137.0,34137.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,363.759,5349.0,5349.0,104.506,0.0,0.0,,,,27301.241,401451.0,401451.0,7843.494,0.0,0.0,-91.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,36.623,519.0,519.0,0.814,0.0,0.0,,,,16472.377,233382.0,233382.0,366.186,0.0,0.0,13815.0,220655.0,220655.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,32.847,458.0,458.0,9.496,0.0,0.0,,,,30882.153,430749.0,430749.0,8927.504,0.0,0.0,38.0,2373.0,2373.0,0.0,0.0,0.0,0.0,0.0,0.0
