measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-07-01,0.0,0.0,0.0,,,,152.71200000000002,2582.31,2582.31,830.305,9677.74,9677.74
2005-08-01,0.0,0.0,0.0,,,,151.704,2565.27,2565.27,824.825,9613.87,9613.87
2005-09-01,0.0,0.0,0.0,,,,91.84700000000001,1553.11,1553.11,499.379,5820.58,5820.58
2005-10-01,0.0,0.0,0.0,,,,65.125,1101.25,1101.25,354.089,4127.14,4127.14
2005-11-01,0.0,0.0,0.0,,,,57.077000000000005,965.15,965.15,310.331,3617.11,3617.11
2005-12-01,0.0,0.0,0.0,,,,71.351,1206.53,1206.53,387.94100000000003,4521.7,4521.7
2006-01-01,0.0,0.0,0.0,,,,153.477,2850.0,2850.0,166.407,1972.0,1972.0
2006-02-01,0.0,0.0,0.0,,,,173.491,3222.0,3222.0,188.108,2229.0,2229.0
2006-03-01,0.0,0.0,0.0,,,,228.62,4245.0,4245.0,247.881,2938.0,2938.0
2006-04-01,0.0,0.0,0.0,,,,189.191,3513.0,3513.0,205.13,2431.0,2431.0
2006-05-01,0.0,0.0,0.0,,,,249.21300000000002,4628.0,4628.0,270.209,3203.0,3203.0
2006-06-01,0.0,0.0,0.0,,,,321.015,5961.0,5961.0,348.059,4125.0,4125.0
2006-07-01,0.0,0.0,0.0,,,,574.445,10667.0,10667.0,622.841,7382.0,7382.0
2006-08-01,0.0,0.0,0.0,,,,510.445,9479.0,9479.0,553.4490000000001,6560.0,6560.0
2006-09-01,0.0,0.0,0.0,,,,300.254,5576.0,5576.0,325.55,3858.0,3858.0
2006-10-01,0.0,0.0,0.0,,,,325.235,6039.0,6039.0,352.635,4179.0,4179.0
2006-11-01,0.0,0.0,0.0,,,,218.65300000000002,4060.0,4060.0,237.074,2810.0,2810.0
2006-12-01,0.0,0.0,0.0,,,,221.96,4122.0,4122.0,240.66,2852.0,2852.0
2007-01-01,0.0,0.0,0.0,,,,337.612,6226.0,6226.0,0.0,0.0,0.0
2007-02-01,,,,0.0,0.0,0.0,619.794,11428.0,11428.0,788.0,8882.0,8882.0
2007-03-01,0.0,0.0,0.0,,,,354.627,6539.0,6539.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,,,,452.279,8340.0,8340.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,,,,231.675,4271.0,4271.0,0.0,0.0,0.0
2007-06-01,,,,0.0,0.0,0.0,441.305,8138.0,8138.0,904.0,10603.0,10603.0
2007-07-01,,,,0.0,0.0,0.0,445.875,8221.0,8221.0,858.0,10056.0,10056.0
2007-08-01,0.0,0.0,0.0,,,,503.705,9288.0,9288.0,405.0,4619.0,4619.0
2007-09-01,0.0,0.0,0.0,,,,279.04400000000004,5145.0,5145.0,0.0,0.0,0.0
2007-10-01,,,,0.0,0.0,0.0,292.655,5397.0,5397.0,2973.0,32777.0,32777.0
2007-11-01,,,,0.0,0.0,0.0,296.861,5474.0,5474.0,4103.0,45096.0,45096.0
2007-12-01,0.0,0.0,0.0,,,,502.57,9267.0,9267.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,90.45100000000001,1661.0,1661.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,89.492,1643.0,1643.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,144.919,2661.0,2661.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,47.49,872.0,872.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,104.705,1923.0,1923.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,67.57900000000001,1240.0,1240.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,149.25900000000001,2740.0,2740.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,123.36500000000001,2264.0,2264.0,0.0,0.0,0.0
2008-09-01,,,,0.0,0.0,0.0,72.078,1323.0,1323.0,268.0,3113.0,3113.0
2008-10-01,,,,0.0,0.0,0.0,53.428000000000004,981.0,981.0,110.0,1170.0,1170.0
2008-11-01,0.0,0.0,0.0,,,,92.08,1690.0,1690.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,196.154,3601.0,3601.0,0.0,0.0,0.0
2009-01-01,,,,0.0,0.0,0.0,83.40100000000001,1570.0,1570.0,300.0,3494.0,3494.0
2009-02-01,0.0,0.0,0.0,,,,52.642,991.0,991.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,47.704,898.0,898.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,,,,47.85,901.0,901.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,37.747,711.0,711.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,,,,84.684,1594.0,1594.0,0.0,0.0,0.0
2009-07-01,,,,0.0,0.0,0.0,37.4,704.0,704.0,261.0,3238.0,3238.0
2009-08-01,0.0,0.0,0.0,,,,76.903,1447.0,1447.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,,,,101.671,1914.0,1914.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,,,,61.866,1164.0,1164.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,,,,42.779,805.0,805.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,85.35300000000001,1607.0,1607.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,,,,18.836000000000002,388.0,388.0,,,
2010-02-01,0.0,0.0,0.0,,,,13.523000000000001,279.0,279.0,,,
2010-03-01,0.0,0.0,0.0,,,,7.2780000000000005,151.0,151.0,,,
2010-04-01,0.0,0.0,0.0,,,,9.369,193.0,193.0,,,
2010-05-01,0.0,0.0,0.0,,,,27.05,558.0,558.0,,,
2010-06-01,0.0,0.0,0.0,,,,19.408,401.0,401.0,,,
2010-07-01,0.0,0.0,0.0,,,,43.245000000000005,892.0,892.0,,,
2010-08-01,0.0,0.0,0.0,,,,45.395,937.0,937.0,,,
2010-09-01,0.0,0.0,0.0,,,,10.053,207.0,207.0,,,
2010-10-01,0.0,0.0,0.0,,,,17.769000000000002,366.0,366.0,,,
2010-11-01,0.0,0.0,0.0,,,,14.002,289.0,289.0,,,
2010-12-01,0.0,0.0,0.0,,,,13.072000000000001,270.0,270.0,,,
2011-01-01,0.0,0.0,0.0,,,,149.45,2346.0,2346.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,,,,99.682,1563.0,1563.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,,,,124.049,1946.0,1946.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,,,,91.525,1436.0,1436.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,,,,51.082,801.0,801.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,,,,112.145,1759.0,1759.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,,,,447.04,7013.0,7013.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,,,,251.1,3939.0,3939.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,,,,82.485,1294.0,1294.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,,,,86.802,1361.0,1361.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,52.15,818.0,818.0,,,
2011-12-01,0.0,0.0,0.0,,,,129.49,2031.0,2031.0,,,
2012-01-01,0.0,0.0,0.0,,,,32.41,493.0,493.0,,,
2012-02-01,0.0,0.0,0.0,,,,63.44,966.0,966.0,,,
2012-03-01,0.0,0.0,0.0,,,,67.768,1032.0,1032.0,,,
2012-04-01,0.0,0.0,0.0,,,,81.747,1245.0,1245.0,,,
2012-05-01,0.0,0.0,0.0,,,,101.863,1551.0,1551.0,,,
2012-06-01,0.0,0.0,0.0,,,,113.831,1733.0,1733.0,,,
2012-07-01,0.0,0.0,0.0,,,,192.863,2937.0,2937.0,,,
2012-08-01,0.0,0.0,0.0,,,,92.41,1408.0,1408.0,,,
2012-09-01,0.0,0.0,0.0,,,,40.753,620.0,620.0,,,
2012-10-01,0.0,0.0,0.0,,,,31.791,484.0,484.0,,,
2012-11-01,0.0,0.0,0.0,,,,52.194,794.0,794.0,,,
2012-12-01,0.0,0.0,0.0,,,,81.93,1248.0,1248.0,,,
2013-01-01,0.0,0.0,0.0,,,,38.87,631.0,631.0,,,
2013-02-01,0.0,0.0,0.0,,,,28.394,461.0,461.0,,,
2013-03-01,0.0,0.0,0.0,,,,42.084,684.0,684.0,,,
2013-04-01,0.0,0.0,0.0,,,,42.538,691.0,691.0,,,
2013-05-01,0.0,0.0,0.0,,,,32.274,524.0,524.0,,,
2013-06-01,0.0,0.0,0.0,,,,26.64,433.0,433.0,,,
2013-07-01,0.0,0.0,0.0,,,,53.472,868.0,868.0,,,
2013-08-01,0.0,0.0,0.0,,,,50.178,815.0,815.0,,,
2013-09-01,0.0,0.0,0.0,,,,41.843,679.0,679.0,,,
2013-10-01,0.0,0.0,0.0,,,,24.971,405.0,405.0,,,
2013-11-01,0.0,0.0,0.0,,,,34.363,558.0,558.0,,,
2013-12-01,0.0,0.0,0.0,,,,44.373,720.0,720.0,,,
2014-01-01,0.0,0.0,0.0,,,,70.676,1106.0,1106.0,,,
2014-02-01,0.0,0.0,0.0,,,,34.691,543.0,543.0,,,
2014-03-01,0.0,0.0,0.0,,,,33.294,521.0,521.0,,,
2014-04-01,0.0,0.0,0.0,,,,28.95,454.0,454.0,,,
2014-05-01,0.0,0.0,0.0,,,,87.207,1365.0,1365.0,,,
2014-06-01,0.0,0.0,0.0,,,,63.812,999.0,999.0,,,
2014-07-01,0.0,0.0,0.0,,,,43.261,677.0,677.0,,,
2014-08-01,0.0,0.0,0.0,,,,78.262,1225.0,1225.0,,,
2014-09-01,0.0,0.0,0.0,,,,37.263,583.0,583.0,,,
2014-10-01,0.0,0.0,0.0,,,,110.701,1733.0,1733.0,,,
2014-11-01,0.0,0.0,0.0,,,,51.306,803.0,803.0,,,
2014-12-01,0.0,0.0,0.0,,,,84.797,1327.0,1327.0,,,
2015-01-01,0.0,0.0,0.0,,,,20.077,339.0,339.0,,,
2015-02-01,0.0,0.0,0.0,,,,27.658,466.0,466.0,,,
2015-03-01,0.0,0.0,0.0,,,,37.949,640.0,640.0,,,
2015-04-01,0.0,0.0,0.0,,,,36.067,608.0,608.0,,,
2015-05-01,0.0,0.0,0.0,,,,16.734,282.0,282.0,,,
2015-06-01,0.0,0.0,0.0,,,,36.393,614.0,614.0,,,
2015-07-01,0.0,0.0,0.0,,,,56.781,958.0,958.0,,,
2015-08-01,0.0,0.0,0.0,,,,48.232,814.0,814.0,,,
2015-09-01,0.0,0.0,0.0,,,,48.928,826.0,826.0,,,
2015-10-01,0.0,0.0,0.0,,,,26.738,452.0,452.0,,,
2015-11-01,0.0,0.0,0.0,,,,24.375,411.0,411.0,,,
2015-12-01,0.0,0.0,0.0,,,,49.308,832.0,832.0,,,
2016-01-01,0.0,0.0,0.0,,,,97.062,1514.0,1514.0,,,
2016-02-01,0.0,0.0,0.0,,,,95.029,1482.0,1482.0,,,
2016-03-01,0.0,0.0,0.0,,,,93.095,1452.0,1452.0,,,
2016-04-01,0.0,0.0,0.0,,,,103.925,1620.0,1620.0,,,
2016-05-01,0.0,0.0,0.0,,,,105.267,1641.0,1641.0,,,
2016-06-01,0.0,0.0,0.0,,,,104.526,1630.0,1630.0,,,
2016-07-01,0.0,0.0,0.0,,,,136.846,2134.0,2134.0,,,
2016-08-01,0.0,0.0,0.0,,,,165.894,2587.0,2587.0,,,
2016-09-01,0.0,0.0,0.0,,,,55.26,862.0,862.0,,,
2016-10-01,0.0,0.0,0.0,,,,55.096,859.0,859.0,,,
2016-11-01,0.0,0.0,0.0,,,,59.383,926.0,926.0,,,
2016-12-01,0.0,0.0,0.0,,,,48.757,760.0,760.0,,,
2017-01-01,0.0,0.0,0.0,,,,90.925,1399.0,1399.0,,,
2017-02-01,0.0,0.0,0.0,,,,40.665,625.0,625.0,,,
2017-03-01,0.0,0.0,0.0,,,,117.601,1809.0,1809.0,,,
2017-04-01,0.0,0.0,0.0,,,,103.908,1598.0,1598.0,,,
2017-05-01,0.0,0.0,0.0,,,,81.075,1247.0,1247.0,,,
2017-06-01,0.0,0.0,0.0,,,,108.126,1663.0,1663.0,,,
2017-07-01,0.0,0.0,0.0,,,,141.906,2182.0,2182.0,,,
2017-08-01,0.0,0.0,0.0,,,,88.731,1364.0,1364.0,,,
2017-09-01,0.0,0.0,0.0,,,,65.986,1014.0,1014.0,,,
2017-10-01,0.0,0.0,0.0,,,,56.598,870.0,870.0,,,
2017-11-01,0.0,0.0,0.0,,,,62.065,955.0,955.0,,,
2017-12-01,0.0,0.0,0.0,,,,91.014,1399.0,1399.0,,,
2018-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2018-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2019-01-01,0.0,0.0,0.0,,,,9.253,138.0,138.0,,,
2019-02-01,0.0,0.0,0.0,,,,15.14,226.0,226.0,,,
2019-03-01,0.0,0.0,0.0,,,,14.02,209.0,209.0,,,
2019-04-01,0.0,0.0,0.0,,,,15.639,233.0,233.0,,,
2019-05-01,0.0,0.0,0.0,,,,12.852,192.0,192.0,,,
2019-06-01,0.0,0.0,0.0,,,,17.175,256.0,256.0,,,
2019-07-01,0.0,0.0,0.0,,,,22.099,330.0,330.0,,,
2019-08-01,0.0,0.0,0.0,,,,22.673,338.0,338.0,,,
2019-09-01,0.0,0.0,0.0,,,,17.402,259.0,259.0,,,
2019-10-01,0.0,0.0,0.0,,,,16.8,251.0,251.0,,,
2019-11-01,0.0,0.0,0.0,,,,14.229,212.0,212.0,,,
2019-12-01,0.0,0.0,0.0,,,,18.718,279.0,279.0,,,
2021-01-01,0.0,0.0,0.0,,,,23.638,370.0,370.0,,,
2021-02-01,0.0,0.0,0.0,,,,16.349,255.0,255.0,,,
2021-03-01,0.0,0.0,0.0,,,,16.044,251.0,251.0,,,
2021-04-01,0.0,0.0,0.0,,,,15.311,239.0,239.0,,,
2021-05-01,0.0,0.0,0.0,,,,19.989,312.0,312.0,,,
2021-06-01,0.0,0.0,0.0,,,,23.765,371.0,371.0,,,
2021-07-01,0.0,0.0,0.0,,,,30.282,473.0,473.0,,,
2021-08-01,0.0,0.0,0.0,,,,27.466,429.0,429.0,,,
2021-09-01,0.0,0.0,0.0,,,,17.999,281.0,281.0,,,
2021-10-01,0.0,0.0,0.0,,,,25.653,400.0,400.0,,,
2021-11-01,0.0,0.0,0.0,,,,26.115,408.0,408.0,,,
2021-12-01,0.0,0.0,0.0,,,,28.389,443.0,443.0,,,
2022-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-12-01,0.0,0.0,0.0,,,,368.0,5.0,5.0,,,
2023-01-01,0.0,0.0,0.0,,,,89.841,1369.0,1369.0,,,
2023-02-01,0.0,0.0,0.0,,,,51.057,778.0,778.0,,,
2023-03-01,0.0,0.0,0.0,,,,126.776,1932.0,1932.0,,,
2023-04-01,0.0,0.0,0.0,,,,84.044,1281.0,1281.0,,,
2023-05-01,0.0,0.0,0.0,,,,72.528,1105.0,1105.0,,,
2023-06-01,0.0,0.0,0.0,,,,176.087,2682.0,2682.0,,,
2023-07-01,0.0,0.0,0.0,,,,190.94,2909.0,2909.0,,,
2023-08-01,0.0,0.0,0.0,,,,168.579,2569.0,2569.0,,,
2023-09-01,0.0,0.0,0.0,,,,119.59,1823.0,1823.0,,,
2023-10-01,0.0,0.0,0.0,,,,81.525,1242.0,1242.0,,,
2023-11-01,0.0,0.0,0.0,,,,117.863,1796.0,1796.0,,,
2023-12-01,0.0,0.0,0.0,,,,157.17,2395.0,2395.0,,,
2024-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2024-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
