measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2008-11-01,,,,,,,394.0,7441.0,7441.0
2008-12-01,,,,,,,284.0,4370.0,4370.0
2009-01-01,,,,,,,1335.0,19820.0,19820.0
2009-02-01,,,,,,,0.0,0.0,0.0
2009-03-01,,,,,,,2436.0,35482.0,35482.0
2009-04-01,,,,,,,2123.0,36997.0,36997.0
2009-05-01,,,,,,,4844.0,74841.0,74841.0
2009-06-01,,,,,,,3601.0,53661.0,53661.0
2009-07-01,,,,,,,2957.0,47426.0,47426.0
2009-08-01,,,,,,,1304.0,21316.0,21316.0
2009-09-01,,,,,,,4652.0,94645.0,94645.0
2009-10-01,,,,,,,7550.0,119049.0,119049.0
2009-11-01,,,,,,,894.0,14386.0,14386.0
2009-12-01,,,,,,,2681.0,42612.0,42612.0
2010-01-01,,,,,,,1764.0,28707.0,28707.0
2010-02-01,,,,,,,3292.0,62724.0,62724.0
2010-03-01,,,,,,,232.0,3917.0,3917.0
2010-04-01,,,,,,,596.0,9985.0,9985.0
2010-05-01,,,,,,,461.0,7611.0,7611.0
2010-06-01,,,,,,,2574.0,41166.0,41166.0
2010-07-01,,,,,,,5195.0,81149.0,81149.0
2010-08-01,,,,,,,4318.0,67408.0,67408.0
2010-09-01,,,,,,,3004.0,48614.0,48614.0
2010-10-01,,,,,,,6811.0,103052.0,103052.0
2010-11-01,,,,,,,4046.0,62995.0,62995.0
2010-12-01,,,,,,,3926.0,63555.0,63555.0
2011-01-01,,,,,,,646.0,10743.0,10743.0
2011-02-01,,,,,,,743.0,11248.0,11248.0
2011-03-01,,,,,,,507.0,8348.0,8348.0
2011-04-01,,,,,,,1138.0,17872.0,17872.0
2011-05-01,,,,,,,2709.0,43847.0,43847.0
2011-06-01,,,,,,,1384.0,22250.0,22250.0
2011-07-01,,,,,,,2741.0,43141.0,43141.0
2011-08-01,,,,,,,987.0,15986.0,15986.0
2011-09-01,,,,,,,3760.0,59909.0,59909.0
2011-10-01,,,,,,,4129.0,66263.0,66263.0
2011-11-01,,,,,,,1737.0,28817.0,28817.0
2011-12-01,,,,,,,428.0,7199.0,7199.0
2012-01-01,,,,,,,1055.0,16289.0,16289.0
2012-02-01,,,,,,,211.0,3644.0,3644.0
2012-03-01,,,,,,,424.0,7270.0,7270.0
2012-04-01,,,,,,,4581.0,72052.0,72052.0
2012-05-01,,,,,,,4734.0,75668.0,75668.0
2012-06-01,,,,,,,5461.0,86130.0,86130.0
2012-07-01,,,,,,,19045.0,301980.0,301980.0
2012-08-01,,,,,,,25759.0,407391.0,407391.0
2012-09-01,,,,,,,21771.0,361704.0,361704.0
2012-10-01,,,,,,,12497.0,200551.0,200551.0
2012-11-01,,,,,,,2851.0,46611.0,46611.0
2012-12-01,,,,,,,1668.0,27356.0,27356.0
2013-01-01,,,,,,,1592.0,26614.0,26614.0
2013-02-01,,,,,,,1830.0,30687.0,30687.0
2013-03-01,,,,,,,1036.0,16854.0,16854.0
2013-04-01,,,,,,,582.0,9881.0,9881.0
2013-05-01,,,,,,,2306.0,36447.0,36447.0
2013-06-01,,,,,,,2743.0,44411.0,44411.0
2013-07-01,,,,,,,1949.0,32047.0,32047.0
2013-08-01,,,,,,,3314.0,52536.0,52536.0
2013-09-01,,,,,,,975.0,16184.0,16184.0
2013-10-01,,,,,,,3858.0,60806.0,60806.0
2013-11-01,,,,,,,1655.0,26575.0,26575.0
2013-12-01,,,,,,,2595.0,42032.0,42032.0
2014-01-01,,,,,,,115.0,1999.0,1999.0
2014-02-01,,,,,,,1229.0,20053.0,20053.0
2014-03-01,,,,,,,1062.0,17690.0,17690.0
2014-04-01,,,,,,,182.0,3375.0,3375.0
2014-05-01,,,,,,,148.0,2365.0,2365.0
2014-06-01,,,,,,,1419.0,22657.0,22657.0
2014-07-01,,,,,,,597.0,9757.0,9757.0
2014-08-01,,,,,,,1559.0,26180.0,26180.0
2014-09-01,,,,,,,3160.0,52260.0,52260.0
2014-10-01,,,,,,,8520.0,142480.0,142480.0
2014-11-01,,,,,,,1380.0,23739.0,23739.0
2014-12-01,,,,,,,1012.0,16839.0,16839.0
2015-01-01,,,,,,,4652.0,78420.0,78420.0
2015-02-01,,,,,,,150.0,2530.0,2530.0
2015-03-01,,,,,,,2805.0,44720.0,44720.0
2015-04-01,,,,,,,347.0,7240.0,7240.0
2015-05-01,,,,,,,0.0,0.0,0.0
2015-06-01,,,,,,,3392.0,55880.0,55880.0
2015-07-01,,,,,,,1583.0,26400.0,26400.0
2015-08-01,,,,,,,517.0,8839.0,8839.0
2015-09-01,,,,,,,950.0,16115.0,16115.0
2015-10-01,,,,,,,2044.0,34019.0,34019.0
2015-11-01,,,,,,,2111.0,34510.0,34510.0
2015-12-01,,,,,,,1952.0,30815.0,30815.0
2016-01-01,,,,,,,3167.0,51929.0,51929.0
2016-02-01,,,,,,,237.0,4160.0,4160.0
2016-03-01,,,,,,,514.0,8739.0,8739.0
2016-04-01,,,,,,,348.0,6100.0,6100.0
2016-05-01,,,,,,,3041.0,48020.0,48020.0
2016-06-01,,,,,,,2709.0,46053.0,46053.0
2016-07-01,,,,,,,2781.0,46115.0,46115.0
2016-08-01,,,,,,,1468.0,24980.0,24980.0
2016-09-01,,,,,,,3834.0,65199.0,65199.0
2016-10-01,,,,,,,4844.0,80532.0,80532.0
2016-11-01,,,,,,,2089.0,35540.0,35540.0
2016-12-01,,,,,,,0.0,0.0,0.0
2017-01-01,,,,,,,2813.447,46735.0,46735.0
2017-02-01,,,,,,,2147.445,35671.0,35671.0
2017-03-01,,,,,,,1778.375,29541.0,29541.0
2017-04-01,,,,,,,1588.627,26389.0,26389.0
2017-05-01,,,,,,,1970.842,32738.0,32738.0
2017-06-01,,,,,,,2592.939,43072.0,43072.0
2017-07-01,,,,,,,3535.918,58736.0,58736.0
2017-08-01,,,,,,,3991.557,66304.0,66304.0
2017-09-01,,,,,,,3284.307,54557.0,54557.0
2017-10-01,,,,,,,3110.46,51668.0,51668.0
2017-11-01,,,,,,,2703.229,44903.0,44903.0
2017-12-01,,,,,,,2865.854,47605.0,47605.0
2018-01-01,,,,,,,1808.892,30958.0,30958.0
2018-02-01,,,,,,,1588.248,27181.0,27181.0
2018-03-01,,,,,,,1651.835,28269.0,28269.0
2018-04-01,,,,,,,1243.144,21275.0,21275.0
2018-05-01,,,,,,,1134.815,19421.0,19421.0
2018-06-01,,,,,,,1552.379,26567.0,26567.0
2018-07-01,,,,,,,2708.894,46359.0,46359.0
2018-08-01,,,,,,,2505.968,42887.0,42887.0
2018-09-01,,,,,,,2016.807,34515.0,34515.0
2018-10-01,,,,,,,2254.332,38580.0,38580.0
2018-11-01,,,,,,,2015.285,34490.0,34490.0
2018-12-01,,,,,,,2030.401,34748.0,34748.0
2019-01-01,,,,,,,1322.875,22748.0,22748.0
2019-02-01,,,,,,,1226.584,21091.0,21091.0
2019-03-01,,,,,,,1069.641,18393.0,18393.0
2019-04-01,,,,,,,750.564,12906.0,12906.0
2019-05-01,,,,,,,646.772,11121.0,11121.0
2019-06-01,,,,,,,864.85,14871.0,14871.0
2019-07-01,,,,,,,1363.353,23443.0,23443.0
2019-08-01,,,,,,,1601.421,27536.0,27536.0
2019-09-01,,,,,,,1409.132,24230.0,24230.0
2019-10-01,,,,,,,1443.255,24817.0,24817.0
2019-11-01,,,,,,,1415.457,24339.0,24339.0
2019-12-01,,,,,,,1468.096,25244.0,25244.0
2020-01-01,,,,,,,2572.423,43867.0,43867.0
2020-02-01,,,,,,,2271.692,38738.0,38738.0
2020-03-01,,,,,,,2521.73,43003.0,43003.0
2020-04-01,,,,,,,1783.368,30411.0,30411.0
2020-05-01,,,,,,,1676.85,28595.0,28595.0
2020-06-01,,,,,,,2358.842,40225.0,40225.0
2020-07-01,,,,,,,3299.771,56270.0,56270.0
2020-08-01,,,,,,,4103.495,69976.0,69976.0
2020-09-01,,,,,,,3573.505,60938.0,60938.0
2020-10-01,,,,,,,3711.174,63285.0,63285.0
2020-11-01,,,,,,,2964.354,50550.0,50550.0
2020-12-01,,,,,,,3285.796,56032.0,56032.0
2021-01-01,,,,,,,0.0,0.0,0.0
2021-02-01,,,,,,,46.836,794.0,794.0
2021-03-01,,,,,,,0.0,0.0,0.0
2021-04-01,,,,,,,0.0,0.0,0.0
2021-05-01,,,,,,,0.0,0.0,0.0
2021-06-01,,,,,,,5069.17,85916.0,85916.0
2021-07-01,,,,,,,2902.85,49200.0,49200.0
2021-08-01,,,,,,,1860.233,31528.0,31528.0
2021-09-01,,,,,,,1623.453,27515.0,27515.0
2021-10-01,,,,,,,0.0,0.0,0.0
2021-11-01,,,,,,,925.319,15683.0,15683.0
2021-12-01,,,,,,,3089.139,52357.0,52357.0
2022-01-01,,,,,,,0.0,0.0,0.0
2022-02-01,,,,,,,37.306,616.0,616.0
2022-03-01,,,,,,,0.0,0.0,0.0
2022-04-01,,,,,,,0.0,0.0,0.0
2022-05-01,,,,,,,0.0,0.0,0.0
2022-06-01,,,,,,,3070.289,50667.0,50667.0
2022-07-01,,,,,,,484.12,7989.0,7989.0
2022-08-01,,,,,,,1366.825,22556.0,22556.0
2022-09-01,,,,,,,7587.086,125204.0,125204.0
2022-10-01,,,,,,,1231.118,20316.0,20316.0
2022-11-01,,,,,,,1447.92,23894.0,23894.0
2022-12-01,,,,,,,997.336,16459.0,16459.0
2023-01-01,,,,,,,0.0,0.0,0.0
2023-02-01,,,,,,,0.0,0.0,0.0
2023-03-01,,,,,,,0.0,0.0,0.0
2023-04-01,,,,,,,0.0,0.0,0.0
2023-05-01,,,,,,,2894.721,49649.0,49649.0
2023-06-01,,,,,,,0.0,0.0,0.0
2023-07-01,,,,,,,1159.37,19885.0,19885.0
2023-08-01,,,,,,,2668.384,45767.0,45767.0
2023-09-01,,,,,,,0.0,0.0,0.0
2023-10-01,,,,,,,2280.618,39116.0,39116.0
2023-11-01,,,,,,,62.702,1075.0,1075.0
2023-12-01,,,,,,,1046.205,17944.0,17944.0
2024-01-01,,,,,,,0.0,0.0,0.0
2024-02-01,,,,,,,0.0,0.0,0.0
2024-03-01,,,,,,,0.0,0.0,0.0
2024-04-01,,,,,,,0.0,0.0,0.0
2024-05-01,,,,,,,2146.942,35446.0,35446.0
2024-06-01,,,,,,,2601.841,42956.0,42956.0
2024-07-01,,,,,,,3507.995,57917.0,57917.0
2024-08-01,,,,,,,0.0,0.0,0.0
2024-09-01,,,,,,,0.0,0.0,0.0
2024-10-01,,,,,,,222.672,3676.0,3676.0
2024-11-01,,,,,,,1115.513,18417.0,18417.0
2024-12-01,,,,,,,754.036,12449.0,12449.0
