measured_on,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2009-01-01,4715.0,46642.0,46642.0,0.0,0.0,0.0
2009-02-01,1344.0,12617.0,12617.0,0.0,0.0,0.0
2009-03-01,1025.0,8781.0,8781.0,0.0,0.0,0.0
2009-04-01,843.0,9903.0,9903.0,0.0,0.0,0.0
2009-05-01,48.0,580.0,580.0,0.0,0.0,0.0
2009-06-01,2964.0,36508.0,36508.0,0.0,0.0,0.0
2009-07-01,143.0,1869.0,1869.0,0.0,0.0,0.0
2009-08-01,503.0,5913.0,5913.0,0.0,0.0,0.0
2009-09-01,,,,1213.0,13766.0,13766.0
2009-10-01,,,,0.0,0.0,0.0
2009-11-01,,,,76.0,1008.0,1008.0
2009-12-01,,,,753.0,8177.0,8177.0
2010-01-01,,,,417.0,5022.0,5022.0
2010-02-01,,,,84.0,933.0,933.0
2010-03-01,,,,377.0,3474.0,3474.0
2010-04-01,,,,67.0,533.0,533.0
2010-05-01,,,,215.0,2296.0,2296.0
2010-06-01,,,,3316.0,35592.0,35592.0
2010-07-01,,,,6263.0,66440.0,66440.0
2010-08-01,,,,10696.0,131231.0,131231.0
2010-09-01,,,,1234.0,15888.0,15888.0
2010-10-01,,,,0.0,0.0,0.0
2010-11-01,,,,0.0,66.0,66.0
2010-12-01,,,,0.0,0.0,0.0
2011-01-01,,,,888.0,11335.0,11335.0
2011-02-01,,,,212.0,2604.0,2604.0
2011-03-01,,,,79.0,1105.0,1105.0
2011-04-01,,,,0.0,163.0,163.0
2011-05-01,,,,727.0,10558.0,10558.0
2011-06-01,,,,2311.0,29894.0,29894.0
2011-07-01,,,,7415.0,95912.0,95912.0
2011-08-01,,,,1738.0,21859.0,21859.0
2011-09-01,,,,3214.0,39466.0,39466.0
2011-10-01,,,,0.0,259.0,259.0
2011-11-01,,,,17.0,344.0,344.0
2011-12-01,,,,0.0,0.0,0.0
2012-01-01,,,,18.0,380.0,380.0
2012-02-01,,,,0.0,86.0,86.0
2012-03-01,,,,0.0,4.0,4.0
2012-04-01,,,,1844.0,23152.0,23152.0
2012-05-01,,,,1906.0,24358.0,24358.0
2012-06-01,,,,1473.0,18618.0,18618.0
2012-07-01,,,,10312.0,124019.0,124019.0
2012-08-01,,,,979.0,12252.0,12252.0
2012-09-01,,,,0.0,0.0,0.0
2012-10-01,,,,0.0,357.0,357.0
2012-11-01,,,,0.0,0.0,0.0
2012-12-01,,,,0.0,0.0,0.0
2013-01-01,,,,0.0,2258.0,2258.0
2013-02-01,,,,340.0,2267.0,2267.0
2013-03-01,,,,0.0,60.0,60.0
2013-04-01,,,,50.0,809.0,809.0
2013-05-01,,,,594.0,7634.0,7634.0
2013-06-01,,,,83.0,1090.0,1090.0
2013-07-01,,,,362.0,4274.0,4274.0
2013-08-01,,,,253.0,3117.0,3117.0
2013-09-01,,,,0.0,0.0,0.0
2013-10-01,,,,0.0,135.0,135.0
2013-11-01,,,,94.0,1155.0,1155.0
2013-12-01,,,,2109.0,25926.0,25926.0
2014-01-01,,,,129.0,1846.0,1846.0
2014-02-01,,,,60.0,872.0,872.0
2014-03-01,,,,1628.0,18681.0,18681.0
2014-04-01,,,,80.0,1059.0,1059.0
2014-05-01,,,,25.0,562.0,562.0
2014-06-01,,,,268.0,3747.0,3747.0
2014-07-01,,,,1039.0,12846.0,12846.0
2014-08-01,,,,257.0,2906.0,2906.0
2014-09-01,,,,503.0,6431.0,6431.0
2014-10-01,,,,47.0,750.0,750.0
2014-11-01,,,,2107.0,24825.0,24825.0
2014-12-01,,,,449.0,6238.0,6238.0
2015-01-01,,,,974.0,11967.0,11967.0
2015-02-01,,,,9349.0,107878.0,107878.0
2015-03-01,,,,5231.0,60907.0,60907.0
2015-04-01,,,,36.0,526.0,526.0
2015-05-01,,,,2265.0,27221.0,27221.0
2015-06-01,,,,2632.0,34402.0,34402.0
2015-07-01,,,,5347.0,62690.0,62690.0
2015-08-01,,,,2669.0,32017.0,32017.0
2015-09-01,,,,3998.0,47716.0,47716.0
2015-10-01,,,,0.0,0.0,0.0
2015-11-01,,,,1557.0,23312.0,23312.0
2015-12-01,,,,383.0,5046.0,5046.0
2016-01-01,,,,0.0,0.0,0.0
2016-02-01,,,,0.0,0.0,0.0
2016-03-01,,,,8.0,151.0,151.0
2016-04-01,,,,6181.0,69520.0,69520.0
2016-05-01,,,,3193.0,35677.0,35677.0
2016-06-01,,,,5851.0,65956.0,65956.0
2016-07-01,,,,8342.0,97107.0,97107.0
2016-08-01,,,,13372.0,145908.0,145908.0
2016-09-01,,,,7846.0,85485.0,85485.0
2016-10-01,,,,1843.0,20107.0,20107.0
2016-11-01,,,,1894.0,21694.0,21694.0
2016-12-01,,,,4195.0,45207.0,45207.0
2017-01-01,,,,3927.183,46899.0,46899.0
2017-02-01,,,,3568.271,42612.0,42612.0
2017-03-01,,,,4355.629,52014.0,52014.0
2017-04-01,,,,3125.662,37326.0,37326.0
2017-05-01,,,,2335.832,27894.0,27894.0
2017-06-01,,,,3599.314,42983.0,42983.0
2017-07-01,,,,4420.901,52794.0,52794.0
2017-08-01,,,,4053.407,48405.0,48405.0
2017-09-01,,,,3988.684,47632.0,47632.0
2017-10-01,,,,3860.844,46106.0,46106.0
2017-11-01,,,,4054.791,48422.0,48422.0
2017-12-01,,,,5400.482,64491.0,64491.0
2018-01-01,,,,10672.53,113752.0,113752.0
2018-02-01,,,,8989.171,95810.0,95810.0
2018-03-01,,,,10011.524,106706.0,106706.0
2018-04-01,,,,9721.569,103616.0,103616.0
2018-05-01,,,,12799.566,136422.0,136422.0
2018-06-01,,,,12968.011,138218.0,138218.0
2018-07-01,,,,14265.49,152047.0,152047.0
2018-08-01,,,,13286.383,141611.0,141611.0
2018-09-01,,,,10574.337,112705.0,112705.0
2018-10-01,,,,10226.165,108994.0,108994.0
2018-11-01,,,,11312.207,120569.0,120569.0
2018-12-01,,,,11555.047,123157.0,123157.0
2019-01-01,,,,5081.478,55388.0,55388.0
2019-02-01,,,,4796.454,52280.0,52280.0
2019-03-01,,,,4978.029,54259.0,54259.0
2019-04-01,,,,3902.363,42535.0,42535.0
2019-05-01,,,,4300.53,46875.0,46875.0
2019-06-01,,,,4661.083,50805.0,50805.0
2019-07-01,,,,5427.664,59161.0,59161.0
2019-08-01,,,,5725.43,62406.0,62406.0
2019-09-01,,,,5312.24,57903.0,57903.0
2019-10-01,,,,5337.158,58174.0,58174.0
2019-11-01,,,,5411.841,58988.0,58988.0
2019-12-01,,,,5858.73,63860.0,63860.0
2020-01-01,,,,8320.216,89379.0,89379.0
2020-02-01,,,,7512.531,80703.0,80703.0
2020-03-01,,,,7046.615,75698.0,75698.0
2020-04-01,,,,6877.664,73883.0,73883.0
2020-05-01,,,,7118.089,76465.0,76465.0
2020-06-01,,,,8187.063,87948.0,87948.0
2020-07-01,,,,8781.911,94339.0,94339.0
2020-08-01,,,,7783.561,83614.0,83614.0
2020-09-01,,,,6459.342,69389.0,69389.0
2020-10-01,,,,6531.59,70165.0,70165.0
2020-11-01,,,,5374.323,57733.0,57733.0
2020-12-01,,,,7582.095,81450.0,81450.0
2021-01-01,,,,1868.017,20026.0,20026.0
2021-02-01,,,,9579.909,102701.0,102701.0
2021-03-01,,,,11.37,122.0,122.0
2021-04-01,,,,2277.694,24418.0,24418.0
2021-05-01,,,,2666.154,28583.0,28583.0
2021-06-01,,,,22930.241,245824.0,245824.0
2021-07-01,,,,21945.632,235269.0,235269.0
2021-08-01,,,,28387.385,304327.0,304327.0
2021-09-01,,,,10565.485,113267.0,113267.0
2021-10-01,,,,28103.997,301289.0,301289.0
2021-11-01,,,,60306.233,646513.0,646513.0
2021-12-01,,,,1198.882,12853.0,12853.0
2022-01-01,,,,3844.884,41222.0,41222.0
2022-02-01,,,,3251.034,34856.0,34856.0
2022-03-01,,,,7688.553,82432.0,82432.0
2022-04-01,,,,1519.329,16289.0,16289.0
2022-05-01,,,,7307.083,78342.0,78342.0
2022-06-01,,,,13023.34,139629.0,139629.0
2022-07-01,,,,17764.125,190456.0,190456.0
2022-08-01,,,,13194.268,141461.0,141461.0
2022-09-01,,,,4349.36,46632.0,46632.0
2022-10-01,,,,0.0,0.0,0.0
2022-11-01,,,,4155.614,44554.0,44554.0
2022-12-01,,,,849.408,9106.0,9106.0
2023-01-01,,,,482.2,5532.0,5532.0
2023-02-01,,,,1960.291,22488.0,22488.0
2023-03-01,,,,718.609,8244.0,8244.0
2023-04-01,,,,10150.753,116446.0,116446.0
2023-05-01,,,,12790.856,146733.0,146733.0
2023-06-01,,,,3994.942,45829.0,45829.0
2023-07-01,,,,6709.358,76968.0,76968.0
2023-08-01,,,,7429.502,85229.0,85229.0
2023-09-01,,,,3197.269,36678.0,36678.0
2023-10-01,,,,5864.435,67275.0,67275.0
2023-11-01,,,,3103.835,35606.0,35606.0
2023-12-01,,,,2504.949,28737.0,28737.0
2024-01-01,,,,16126.208,176226.0,176226.0
2024-02-01,,,,15952.352,174326.0,174326.0
2024-03-01,,,,16067.648,175586.0,175586.0
2024-04-01,,,,13364.008,146041.0,146041.0
2024-05-01,,,,15620.044,170694.0,170694.0
2024-06-01,,,,16425.528,179497.0,179497.0
2024-07-01,,,,19211.642,209944.0,209944.0
2024-08-01,,,,18347.722,200502.0,200502.0
2024-09-01,,,,14629.568,159871.0,159871.0
2024-10-01,,,,18094.817,197739.0,197739.0
2024-11-01,,,,14745.558,161138.0,161138.0
2024-12-01,,,,16750.905,183053.0,183053.0
