measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2005-01-01,126.54545999999999,862.4,2596.04,11.95181,0.0,0.0,2503.67754,17062.35,51362.07,236.46419,0.0,0.0,,,
2005-02-01,28.62682,196.02,597.54,2.85261,0.0,0.0,2181.42618,14936.89,45533.8,217.37539,0.0,0.0,,,
2005-03-01,24.521279999999997,167.99,512.76,2.45683,0.0,0.0,2598.4817199999998,17801.39,54336.61,260.34617000000003,0.0,0.0,,,
2005-04-01,24.53237,168.07,513.05,2.45877,0.0,0.0,2663.78563,18249.33,55708.36,266.97923000000003,0.0,0.0,,,
2005-05-01,24.760959999999997,169.58,517.27,2.47348,0.0,0.0,2163.32804,14816.29,45192.81,216.10452,0.0,0.0,,,
2005-06-01,29.948500000000003,205.2,626.65,3.00631,0.0,0.0,3674.5345,25177.46,76886.32,368.85969,0.0,0.0,,,
2005-07-01,56.82362,389.15,1186.76,5.67192,0.0,0.0,4744.01438,32488.68,99078.84,473.53008,0.0,0.0,,,
2005-08-01,50.27796,344.42,1051.11,5.03381,0.0,0.0,5066.98704,34710.07,105930.1,507.30519,0.0,0.0,,,
2005-09-01,27.95572,191.54,584.89,2.80546,0.0,0.0,3349.27128,22948.19,70073.74,336.11154,0.0,0.0,,,
2005-10-01,39.35611,269.35,819.99,3.8999699999999997,0.0,0.0,2325.85489,15917.81,48459.64,230.47903,0.0,0.0,,,
2005-11-01,26.44669,181.1,552.15,2.6370299999999998,0.0,0.0,2083.46031,14266.91,43497.99,207.74397,0.0,0.0,,,
2005-12-01,73.11622,499.41,1512.47,7.0871,0.0,0.0,2271.92478,15518.09,46996.73,220.2159,0.0,0.0,,,
2006-01-01,27.753919999999997,190.43,583.51,2.8283899999999997,0.0,0.0,2471.73908,15985.85,51967.16,256.76061,1004.01,1004.01,,,
2006-02-01,34.70755,238.13,731.45,3.5355499999999997,0.0,0.0,2458.67645,15898.32,51815.68,255.29645,1001.09,1001.09,,,
2006-03-01,62.706329999999994,430.18,1331.76,6.378959999999999,0.0,0.0,2661.63667,17199.94,56528.11,275.99304,1092.13,1092.13,,,
2006-04-01,29.982779999999998,205.72,631.44,3.05462,0.0,0.0,2256.70922,14593.16,47526.79,234.35338000000002,918.22,918.22,,,
2006-05-01,20.7753,142.55,436.15,2.11775,0.0,0.0,2196.0867000000003,14204.75,46104.29,228.18525,890.74,890.74,,,
2006-06-01,20.03847,137.5,419.87,2.04333,0.0,0.0,2814.67153,18208.71,58976.28,292.55767000000003,1139.43,1139.43,,,
2006-07-01,24.86673,170.63,520.51,2.53612,0.0,0.0,4219.43827,27298.67,88320.68,438.64788,1706.37,1706.37,,,
2006-08-01,26.444239999999997,181.46,553.88,2.69671,0.0,0.0,3969.95676,25683.29,83151.56,412.66629,1606.49,1606.49,,,
2006-09-01,15.47609,106.2,323.84,1.5784699999999998,0.0,0.0,2818.62791,18236.28,58979.4,293.03853,1139.49,1139.49,,,
2006-10-01,15.414900000000001,105.78,322.4,1.5723699999999998,0.0,0.0,3145.0051000000003,20348.72,65776.55,326.99863,1270.81,1270.81,,,
2006-11-01,24.959159999999997,171.26,523.9,2.54431,0.0,0.0,2695.36284,17434.41,56576.62,280.07069,1093.06,1093.06,,,
2006-12-01,27.7775,190.59,583.69,2.83108,0.0,0.0,2630.9265,17016.14,55283.39,273.32392,1068.09,1068.09,,,
2007-01-01,0.15,0.0,0.0,0.017,0.0,0.0,2560.511,15944.0,36766.0,448.932,2795.0,20138.0,,,
2007-02-01,0.17700000000000002,0.0,0.0,0.02,0.0,0.0,2487.272,15488.0,35714.0,436.08700000000005,2716.0,19562.0,,,
2007-03-01,0.165,0.0,0.0,0.019,0.0,0.0,2739.99,17061.0,39343.0,480.399,2992.0,21550.0,,,
2007-04-01,0.054,0.0,0.0,0.006,0.0,0.0,3013.62,18765.0,43272.0,528.389,3290.0,23702.0,,,
2007-05-01,0.055,0.0,0.0,0.006,0.0,0.0,3383.002,21066.0,48576.0,593.155,3694.0,26607.0,,,
2007-06-01,0.075,0.0,0.0,0.008,0.0,0.0,2878.5150000000003,17924.0,41332.0,504.69800000000004,3143.0,22639.0,,,
2007-07-01,0.075,0.0,0.0,0.009000000000000001,0.0,0.0,3970.0860000000002,24721.0,57006.0,696.0880000000001,4335.0,31224.0,,,
2007-08-01,0.08900000000000001,0.0,0.0,0.01,0.0,0.0,4257.415,26510.0,61131.0,746.466,4648.0,33484.0,,,
2007-09-01,0.063,0.0,0.0,0.007,0.0,0.0,3433.319,21379.0,49298.0,601.976,3749.0,27002.0,,,
2007-10-01,0.079,0.0,0.0,0.009000000000000001,0.0,0.0,3147.255,19597.0,45191.0,551.817,3436.0,24753.0,,,
2007-11-01,0.015,0.0,0.0,0.002,0.0,0.0,2525.324,15725.0,36260.0,442.77700000000004,2757.0,19861.0,,,
2007-12-01,0.153,0.0,0.0,0.017,0.0,0.0,2625.5,16349.0,37699.0,460.326,2866.0,20649.0,,,
2008-01-01,7.079000000000001,48.0,98.0,0.622,0.0,0.0,3515.811,21892.0,48568.0,479.29400000000004,2984.0,26696.0,,,
2008-02-01,8.452,58.0,116.0,0.743,0.0,0.0,2707.379,16858.0,37400.0,369.084,2298.0,20558.0,,,
2008-03-01,18.858,127.0,260.0,1.659,0.0,0.0,1840.585,11461.0,25426.0,250.918,1562.0,13976.0,,,
2008-04-01,8.137,55.0,110.0,0.7160000000000001,0.0,0.0,2751.8030000000003,17135.0,38014.0,375.14,2336.0,20896.0,,,
2008-05-01,7.324000000000001,50.0,104.0,0.644,0.0,0.0,3475.8230000000003,21643.0,48016.0,473.843,2951.0,26393.0,,,
2008-06-01,16.787,114.0,231.0,1.477,0.0,0.0,3015.8210000000004,18779.0,41661.0,411.13300000000004,2560.0,22900.0,,,
2008-07-01,13.979000000000001,95.0,191.0,1.23,0.0,0.0,4872.485000000001,30340.0,67309.0,664.243,4136.0,36999.0,,,
2008-08-01,3.577,24.0,52.0,0.315,0.0,0.0,3591.152,22361.0,49608.0,489.565,3048.0,27269.0,,,
2008-09-01,2.472,16.0,35.0,0.217,0.0,0.0,2964.264,18458.0,40948.0,404.10400000000004,2516.0,22509.0,,,
2008-10-01,2.814,20.0,40.0,0.248,0.0,0.0,4265.786,26562.0,58928.0,581.5350000000001,3621.0,32391.0,,,
2008-11-01,2.511,17.0,35.0,0.221,0.0,0.0,2723.165,16957.0,37618.0,371.236,2312.0,20678.0,,,
2008-12-01,19.63,133.0,271.0,1.727,0.0,0.0,2776.126,17286.0,38350.0,378.456,2357.0,21081.0,,,
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2454.781,15285.0,33184.0,415.88100000000003,2590.0,21887.0,,,
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2735.723,17035.0,36982.0,463.47700000000003,2886.0,24394.0,,,
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3147.069,19596.0,42543.0,533.165,3320.0,28062.0,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2384.159,14846.0,32230.0,403.916,2515.0,21259.0,,,
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2505.233,15600.0,33867.0,424.428,2643.0,22338.0,,,
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2442.637,15210.0,33020.0,413.82300000000004,2577.0,21781.0,,,
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3956.1510000000003,24634.0,53480.0,670.2370000000001,4173.0,35277.0,,,
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4327.513,26947.0,58500.0,733.152,4565.0,38588.0,,,
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3047.583,18977.0,41198.0,516.311,3215.0,27175.0,,,
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3453.503,21504.0,46685.0,585.081,3643.0,30794.0,,,
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2738.396,17051.0,37018.0,463.92900000000003,2889.0,24418.0,,,
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3198.742,19918.0,43241.0,541.92,3374.0,28523.0,,,
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3048.797,18984.0,41814.0,387.536,2413.0,24768.0,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2379.485,14817.0,32634.0,302.459,1883.0,19332.0,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1964.8290000000002,12235.0,26947.0,249.751,1555.0,15963.0,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1851.009,11526.0,25386.0,235.28400000000002,1465.0,15038.0,,,
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2728.157,16988.0,37416.0,346.779,2159.0,22165.0,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3495.003,21763.0,47933.0,444.25300000000004,2766.0,28395.0,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4508.027,28071.0,61827.0,573.02,3568.0,36624.0,,,
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3845.1820000000002,23943.0,52736.0,488.76500000000004,3043.0,31240.0,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3711.846,23113.0,50907.0,471.817,2938.0,30156.0,,,
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3211.871,20000.0,44050.0,408.264,2542.0,26095.0,,,
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4053.867,25243.0,55598.0,515.291,3209.0,32935.0,,,
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2937.837,18293.0,40292.0,373.43100000000004,2325.0,23868.0,,,
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2912.68,18137.0,38869.0,337.623,2102.0,19794.0,,,
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2947.201,18352.0,39327.0,341.622,2127.0,20027.0,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2553.037,15897.0,34068.0,295.933,1843.0,17349.0,,,
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2631.352,16385.0,35113.0,305.011,1899.0,17882.0,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3152.705,19631.0,42070.0,365.443,2276.0,21424.0,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3204.633,19955.0,42763.0,371.462,2313.0,21777.0,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4084.88,25436.0,54509.0,473.495,2948.0,27759.0,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4288.671,26705.0,57229.0,497.118,3095.0,29143.0,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4196.168,26129.0,55995.0,486.395,3029.0,28514.0,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3744.711,23318.0,49969.0,434.065,2703.0,25447.0,,,
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3622.754,22558.0,48343.0,419.928,2615.0,24618.0,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3523.428,21940.0,47017.0,408.415,2543.0,23943.0,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3134.897,19520.0,41179.0,387.378,2412.0,19423.0,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2929.393,18241.0,38480.0,361.984,2254.0,18151.0,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3113.056,19384.0,40893.0,384.679,2395.0,19288.0,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2783.676,17333.0,36566.0,343.978,2142.0,17248.0,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2763.155,17206.0,36296.0,341.442,2126.0,17120.0,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3513.991,21881.0,46160.0,434.222,2704.0,21773.0,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4659.0,29011.0,61200.0,575.71,3585.0,28867.0,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4698.204,29255.0,61716.0,580.555,3615.0,29109.0,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4058.447,25271.0,53312.0,501.5,3123.0,25146.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,4105.698,25565.0,53933.0,507.339,3159.0,25439.0,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4234.781,26369.0,55628.0,523.29,3258.0,26238.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3658.612,22781.0,48059.0,452.093,2815.0,22669.0,,,
2013-01-01,6.752,42.0,87.0,0.174,0.0,0.0,3750.88,22655.0,46751.0,143.061,864.0,22667.0,,,
2013-02-01,4.825,30.0,58.0,0.124,0.0,0.0,3573.842,21586.0,44545.0,136.308,823.0,21596.0,,,
2013-03-01,0.206,0.0,0.0,0.005,0.0,0.0,3828.764,23126.0,47723.0,146.031,882.0,23137.0,,,
2013-04-01,0.098,0.0,0.0,0.003,0.0,0.0,3604.91,21774.0,44932.0,137.493,830.0,21784.0,,,
2013-05-01,0.091,0.0,0.0,0.002,0.0,0.0,4118.359,24875.0,51333.0,157.076,949.0,24886.0,,,
2013-06-01,0.378,2.0,6.0,0.01,0.0,0.0,3607.861,21792.0,44969.0,137.606,831.0,21801.0,,,
2013-07-01,2.796,17.0,35.0,0.072,0.0,0.0,4763.05,28769.0,59368.0,181.665,1097.0,28782.0,,,
2013-08-01,0.517,3.0,6.0,0.013,0.0,0.0,4225.519,25522.0,52668.0,161.164,973.0,25534.0,,,
2013-09-01,0.327,2.0,6.0,0.008,0.0,0.0,3934.705,23766.0,49043.0,150.072,906.0,23777.0,,,
2013-10-01,0.049,0.0,0.0,0.001,0.0,0.0,3526.985,21303.0,43961.0,134.521,813.0,21313.0,,,
2013-11-01,0.329,2.0,6.0,0.008,0.0,0.0,3608.834,21797.0,44982.0,137.643,831.0,21808.0,,,
2013-12-01,6.335,39.0,81.0,0.163,0.0,0.0,3402.588,20552.0,42411.0,129.777,784.0,20561.0,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2651.685,16016.0,33041.0,172.703,1043.0,8654.0,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2900.617,17520.0,36141.0,188.916,1141.0,9467.0,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3067.338,18527.0,38219.0,199.775,1207.0,10011.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3836.494,23172.0,47803.0,249.87,1509.0,12521.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3540.591,21385.0,44116.0,230.598,1393.0,11555.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3947.312,23842.0,49184.0,257.087,1553.0,12883.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4932.461,29792.0,61458.0,321.25,1940.0,16097.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4695.422,28360.0,58505.0,305.811,1847.0,15324.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3549.685,21440.0,44229.0,231.19,1396.0,11585.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,3105.239,18756.0,38691.0,202.243,1222.0,10134.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3759.912,22710.0,46848.0,244.882,1479.0,12271.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4386.244,26493.0,54653.0,285.675,1725.0,14315.0,0.0,0.0,0.0
2015-01-01,0.356,2.0,6.0,0.023,0.0,0.0,3489.661,23289.0,49471.0,275.106,1854.0,9426.0,992.268,8680.0,8680.0
2015-02-01,7.891,57.0,121.0,0.522,0.0,0.0,2442.554,16301.0,34629.0,192.559,1298.0,6598.0,694.528,6075.0,6075.0
2015-03-01,0.121,0.0,0.0,0.008,0.0,0.0,2743.251,18308.0,38892.0,216.264,1458.0,7410.0,780.03,6823.0,6823.0
2015-04-01,0.167,0.0,0.0,0.011,0.0,0.0,2914.368,19450.0,41317.0,229.754,1548.0,7872.0,828.686,7248.0,7248.0
2015-05-01,0.096,0.0,0.0,0.006,0.0,0.0,2778.73,18544.0,39395.0,219.061,1476.0,7505.0,790.118,6911.0,6911.0
2015-06-01,0.026,0.0,0.0,0.002,0.0,0.0,2996.256,19996.0,42479.0,236.21,1592.0,8093.0,851.97,7452.0,7452.0
2015-07-01,0.477,3.0,6.0,0.032,0.0,0.0,3597.726,24010.0,51006.0,283.626,1911.0,9718.0,1022.995,8948.0,8948.0
2015-08-01,0.164,0.0,0.0,0.011,0.0,0.0,3861.47,25770.0,54745.0,304.419,2052.0,10430.0,1097.989,9604.0,9604.0
2015-09-01,0.353,2.0,6.0,0.023,0.0,0.0,3367.205,22472.0,47738.0,265.453,1789.0,9095.0,957.448,8375.0,8375.0
2015-10-01,0.042,0.0,0.0,0.003,0.0,0.0,3355.856,22396.0,47577.0,264.559,1783.0,9065.0,954.221,8346.0,8346.0
2015-11-01,0.028,0.0,0.0,0.002,0.0,0.0,3221.247,21498.0,45669.0,253.947,1711.0,8701.0,915.945,8011.0,8011.0
2015-12-01,0.055,0.0,0.0,0.004,0.0,0.0,3670.9,24499.0,52044.0,289.395,1950.0,9915.0,1043.802,9130.0,9130.0
2016-01-01,1.005,6.0,17.0,0.008,0.0,0.0,3633.79,21005.0,48817.0,43.766,253.0,10196.0,806.479,4300.0,7661.0
2016-02-01,0.564,3.0,6.0,0.006,0.0,0.0,3330.103,19249.0,44735.0,40.11,232.0,9343.0,739.08,3940.0,7018.0
2016-03-01,0.157,0.0,0.0,0.002,0.0,0.0,3056.223,17666.0,41056.0,36.811,213.0,8576.0,678.296,3616.0,6441.0
2016-04-01,0.356,2.0,6.0,0.004,0.0,0.0,3883.825,22450.0,52174.0,46.779,270.0,10898.0,861.973,4595.0,8185.0
2016-05-01,1.998,12.0,29.0,0.02,0.0,0.0,3490.214,20175.0,46886.0,42.038,243.0,9793.0,774.615,4130.0,7355.0
2016-06-01,0.369,2.0,6.0,0.004,0.0,0.0,3142.279,18164.0,42213.0,37.847,219.0,8817.0,697.395,3718.0,6622.0
2016-07-01,2.069,12.0,29.0,0.021,0.0,0.0,3814.563,22050.0,51244.0,45.945,266.0,10704.0,846.601,4514.0,8039.0
2016-08-01,3.809,22.0,52.0,0.038,0.0,0.0,4093.715,23663.0,54994.0,49.307,285.0,11486.0,908.556,4844.0,8628.0
2016-09-01,0.607,4.0,6.0,0.006,0.0,0.0,3369.715,19478.0,45268.0,40.587,235.0,9455.0,747.872,3987.0,7101.0
2016-10-01,0.085,0.0,0.0,0.001,0.0,0.0,3312.17,19146.0,44495.0,39.894,231.0,9293.0,735.1,3919.0,6980.0
2016-11-01,0.572,3.0,6.0,0.006,0.0,0.0,3378.943,19532.0,45391.0,40.698,235.0,9481.0,749.92,3998.0,7121.0
2016-12-01,2.225,13.0,29.0,0.022,0.0,0.0,3244.644,18755.0,43587.0,39.08,226.0,9104.0,720.113,3839.0,6838.0
2017-01-01,0.703,4.0,17.0,0.0,0.0,0.0,3948.153,22093.0,52286.0,0.0,0.0,28217.0,762.92,4448.0,7679.0
2017-02-01,1.274,7.0,17.0,0.0,0.0,0.0,3158.541,17674.0,41830.0,0.0,0.0,22573.0,610.34,3559.0,6142.0
2017-03-01,8.207,46.0,110.0,0.0,0.0,0.0,2988.405,16722.0,39576.0,0.0,0.0,21357.0,577.464,3367.0,5812.0
2017-04-01,1.445,8.0,17.0,0.0,0.0,0.0,2715.341,15194.0,35960.0,0.0,0.0,19406.0,524.698,3059.0,5281.0
2017-05-01,1.693,9.0,23.0,0.0,0.0,0.0,2453.917,13731.0,32498.0,0.0,0.0,17538.0,474.182,2765.0,4772.0
2017-06-01,1.502,8.0,17.0,0.0,0.0,0.0,2876.225,16094.0,38090.0,0.0,0.0,20555.0,555.787,3241.0,5593.0
2017-07-01,1.867,10.0,23.0,0.0,0.0,0.0,3922.874,21951.0,51952.0,0.0,0.0,28036.0,758.036,4420.0,7629.0
2017-08-01,1.648,9.0,23.0,0.0,0.0,0.0,3911.909,21890.0,51807.0,0.0,0.0,27958.0,755.917,4407.0,7608.0
2017-09-01,1.933,11.0,23.0,0.0,0.0,0.0,2893.643,16192.0,38321.0,0.0,0.0,20681.0,559.153,3260.0,5627.0
2017-10-01,1.466,8.0,17.0,0.0,0.0,0.0,3436.209,19228.0,45506.0,0.0,0.0,24558.0,663.995,3871.0,6683.0
2017-11-01,2.98,17.0,40.0,0.0,0.0,0.0,3853.042,21560.0,51028.0,0.0,0.0,27537.0,744.542,4341.0,7493.0
2017-12-01,14.562,81.0,191.0,0.0,0.0,0.0,3891.461,21775.0,51536.0,0.0,0.0,27811.0,751.966,4384.0,7568.0
2018-01-01,236.626,1251.0,3289.0,0.0,0.0,0.0,2732.375,14451.0,38024.0,0.0,0.0,18984.0,766.668,4110.0,6816.0
2018-02-01,9.107,48.0,128.0,0.0,0.0,0.0,2679.369,14171.0,37284.0,0.0,0.0,18616.0,751.794,4031.0,6684.0
2018-03-01,10.111,53.0,139.0,0.0,0.0,0.0,3169.768,16765.0,44109.0,0.0,0.0,22024.0,889.393,4768.0,7906.0
2018-04-01,7.751,41.0,110.0,0.0,0.0,0.0,2679.574,14172.0,37287.0,0.0,0.0,18618.0,751.851,4031.0,6684.0
2018-05-01,8.596,45.0,122.0,0.0,0.0,0.0,2513.132,13292.0,34971.0,0.0,0.0,17461.0,705.15,3780.0,6269.0
2018-06-01,7.398,39.0,104.0,0.0,0.0,0.0,3414.229,18057.0,47510.0,0.0,0.0,23723.0,957.986,5136.0,8516.0
2018-07-01,10.195,54.0,139.0,0.0,0.0,0.0,4111.345,21744.0,57211.0,0.0,0.0,28566.0,1153.587,6185.0,10256.0
2018-08-01,18.366,97.0,255.0,0.0,0.0,0.0,4298.544,22735.0,59816.0,0.0,0.0,29867.0,1206.112,6466.0,10722.0
2018-09-01,9.032,48.0,128.0,0.0,0.0,0.0,3564.342,18851.0,49599.0,0.0,0.0,24765.0,1000.105,5362.0,8891.0
2018-10-01,8.178,43.0,116.0,0.0,0.0,0.0,3557.473,18815.0,49503.0,0.0,0.0,24718.0,998.178,5351.0,8873.0
2018-11-01,17.585,93.0,244.0,0.0,0.0,0.0,3765.13,19913.0,52393.0,0.0,0.0,26161.0,1056.443,5664.0,9392.0
2018-12-01,9.671,51.0,133.0,0.0,0.0,0.0,3930.103,20786.0,54689.0,0.0,0.0,27307.0,1102.733,5912.0,9804.0
2019-01-01,,,,0.0,0.0,0.0,3175.379,18757.0,43630.0,0.0,0.0,1465.0,895.862,4797.0,7830.0
2019-02-01,,,,0.0,0.0,0.0,2837.524,16761.0,38989.0,0.0,0.0,1309.0,800.544,4286.0,6996.0
2019-03-01,,,,0.0,0.0,0.0,2862.162,16907.0,39327.0,0.0,0.0,1321.0,807.495,4324.0,7057.0
2019-04-01,,,,0.0,0.0,0.0,3127.46,18474.0,42973.0,0.0,0.0,1443.0,882.344,4724.0,7711.0
2019-05-01,,,,0.0,0.0,0.0,2981.023,17609.0,40960.0,0.0,0.0,1375.0,841.03,4503.0,7349.0
2019-06-01,,,,0.0,0.0,0.0,3260.121,19257.0,44796.0,0.0,0.0,1505.0,919.771,4925.0,8037.0
