measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2022-06-01,102.959,1175.0,1175.0,66282.041,756398.0,756398.0
2022-07-01,63.856,727.0,727.0,74577.144,848509.0,848509.0
2022-08-01,114.021,1306.0,1306.0,71520.979,819029.0,819029.0
2022-09-01,261.141,2946.0,2946.0,67926.859,766362.0,766362.0
2022-10-01,439.541,4995.0,4995.0,68240.459,775456.0,775456.0
2022-11-01,0.0,0.0,0.0,73258.0,833844.0,833844.0
2022-12-01,0.0,0.0,0.0,76132.0,868213.0,868213.0
2023-01-01,16.501,189.0,189.0,75649.499,866464.0,866464.0
2023-02-01,237.474,2739.0,2739.0,64527.526,744255.0,744255.0
2023-03-01,330.642,3878.0,3878.0,40174.358,471227.0,471227.0
2023-04-01,144.174,1652.0,1652.0,68829.826,788775.0,788775.0
2023-05-01,2.986,34.0,34.0,66826.014,766287.0,766287.0
2023-06-01,9.994,114.0,114.0,66015.006,755636.0,755636.0
2023-07-01,167.842,1925.0,1925.0,71517.158,820053.0,820053.0
2023-08-01,0.0,0.0,0.0,73438.0,836309.0,836309.0
2023-09-01,99.322,1132.0,1132.0,69383.678,790449.0,790449.0
2023-10-01,58.338,675.0,675.0,65312.662,755886.0,755886.0
2023-11-01,15.392,180.0,180.0,62487.608,729775.0,729775.0
2023-12-01,66.49,771.0,771.0,69397.51,804330.0,804330.0
2024-01-01,138.488,1618.0,1618.0,65021.512,759712.0,759712.0
2024-02-01,293.055,3463.0,3463.0,54527.945,644313.0,644313.0
2024-03-01,2.424,29.0,29.0,58718.576,692660.0,692660.0
2024-04-01,189.707,2555.0,2555.0,8208.293,110563.0,110563.0
2024-05-01,9.434,112.0,112.0,58767.566,698922.0,698922.0
2024-06-01,94.604,1110.0,1110.0,60368.396,708246.0,708246.0
2024-07-01,2.735,32.0,32.0,67663.265,789133.0,789133.0
2024-08-01,24.364,285.0,285.0,64053.636,748996.0,748996.0
2024-09-01,0.0,0.0,0.0,65013.0,754991.0,754991.0
2024-10-01,969.876,11914.0,11914.0,43562.124,535123.0,535123.0
2024-11-01,302.75,3625.0,3625.0,56901.25,681217.0,681217.0
2024-12-01,294.98,3464.0,3464.0,65522.02,769414.0,769414.0
