measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2017-12-01,0.0,0.0,0.0,273.776,2536.0,2536.0
2018-01-01,0.0,0.0,0.0,277.388,2654.0,2654.0
2018-02-01,0.0,0.0,0.0,258.701,2485.0,2485.0
2018-03-01,0.0,0.0,0.0,258.739,2485.0,2485.0
2018-04-01,0.0,0.0,0.0,261.356,2508.0,2508.0
2018-05-01,0.0,0.0,0.0,299.046,2872.0,2872.0
2018-06-01,0.0,0.0,0.0,279.192,2682.0,2682.0
2018-07-01,0.0,0.0,0.0,300.842,2889.0,2889.0
2018-08-01,0.0,0.0,0.0,307.212,2951.0,2951.0
2018-09-01,0.0,0.0,0.0,312.72,3001.0,3001.0
2018-10-01,0.0,0.0,0.0,328.351,3153.0,3153.0
2018-11-01,0.0,0.0,0.0,295.437,2833.0,2833.0
2018-12-01,0.0,0.0,0.0,283.016,2715.0,2715.0
2019-01-01,0.0,0.0,0.0,241.156,2250.0,2250.0
2019-02-01,0.0,0.0,0.0,268.047,2502.0,2502.0
2019-03-01,0.0,0.0,0.0,265.639,2480.0,2480.0
2019-04-01,0.0,0.0,0.0,244.119,2278.0,2278.0
2019-05-01,0.0,0.0,0.0,265.681,2480.0,2480.0
2019-06-01,0.0,0.0,0.0,228.288,2132.0,2132.0
2019-07-01,0.0,0.0,0.0,260.026,2429.0,2429.0
2019-08-01,0.0,0.0,0.0,287.9,2687.0,2687.0
2019-09-01,0.0,0.0,0.0,341.859,3192.0,3192.0
2019-10-01,0.0,0.0,0.0,359.29,3355.0,3355.0
2019-11-01,0.0,0.0,0.0,272.917,2547.0,2547.0
2019-12-01,0.0,0.0,0.0,364.078,3400.0,3400.0
2020-01-01,418.065,3905.0,3905.0,0.0,0.0,0.0
2020-02-01,271.029,2530.0,2530.0,0.0,0.0,0.0
2020-03-01,273.631,2553.0,2553.0,0.0,0.0,0.0
2020-04-01,262.577,2452.0,2452.0,0.0,0.0,0.0
2020-05-01,222.333,2076.0,2076.0,0.0,0.0,0.0
2020-06-01,279.927,2614.0,2614.0,0.0,0.0,0.0
2020-07-01,364.892,3405.0,3405.0,0.0,0.0,0.0
2020-08-01,373.871,3489.0,3489.0,0.0,0.0,0.0
2020-09-01,237.735,2222.0,2222.0,0.0,0.0,0.0
2020-10-01,284.544,2654.0,2654.0,0.0,0.0,0.0
2020-11-01,220.661,2059.0,2059.0,0.0,0.0,0.0
2020-12-01,218.735,2042.0,2042.0,0.0,0.0,0.0
2021-01-01,265.703,2513.0,2513.0,0.0,0.0,0.0
2021-02-01,294.21,2783.0,2783.0,0.0,0.0,0.0
2021-03-01,318.191,3013.0,3013.0,0.0,0.0,0.0
2021-04-01,305.863,2895.0,2895.0,0.0,0.0,0.0
2021-05-01,158.401,1498.0,1498.0,0.0,0.0,0.0
2021-06-01,212.633,2014.0,2014.0,0.0,0.0,0.0
2021-07-01,207.796,1969.0,1969.0,0.0,0.0,0.0
2021-08-01,299.668,2839.0,2839.0,0.0,0.0,0.0
2021-09-01,388.13,3675.0,3675.0,0.0,0.0,0.0
2021-10-01,385.616,3652.0,3652.0,0.0,0.0,0.0
2021-11-01,301.086,2850.0,2850.0,0.0,0.0,0.0
2021-12-01,334.703,3170.0,3170.0,0.0,0.0,0.0
2022-01-01,352.105,3355.0,3355.0,0.0,0.0,0.0
2022-02-01,290.379,2766.0,2766.0,0.0,0.0,0.0
2022-03-01,336.269,3203.0,3203.0,0.0,0.0,0.0
2022-04-01,298.949,2850.0,2850.0,0.0,0.0,0.0
2022-05-01,280.156,2670.0,2670.0,0.0,0.0,0.0
2022-06-01,341.193,3254.0,3254.0,0.0,0.0,0.0
2022-07-01,310.761,2962.0,2962.0,0.0,0.0,0.0
2022-08-01,209.001,1992.0,1992.0,0.0,0.0,0.0
2022-09-01,244.834,2334.0,2334.0,0.0,0.0,0.0
2022-10-01,274.706,2620.0,2620.0,0.0,0.0,0.0
2022-11-01,260.806,2485.0,2485.0,0.0,0.0,0.0
2022-12-01,354.841,3383.0,3383.0,0.0,0.0,0.0
2023-01-01,366.793,3394.0,3394.0,0.0,0.0,0.0
2023-02-01,284.754,2642.0,2642.0,0.0,0.0,0.0
2023-03-01,268.728,2491.0,2491.0,0.0,0.0,0.0
2023-04-01,317.665,2945.0,2945.0,0.0,0.0,0.0
2023-05-01,313.895,2912.0,2912.0,0.0,0.0,0.0
2023-06-01,270.272,2508.0,2508.0,0.0,0.0,0.0
2023-07-01,255.922,2373.0,2373.0,0.0,0.0,0.0
2023-08-01,266.382,2468.0,2468.0,0.0,0.0,0.0
2023-09-01,231.035,2143.0,2143.0,0.0,0.0,0.0
2023-10-01,262.073,2429.0,2429.0,0.0,0.0,0.0
2023-11-01,330.506,3063.0,3063.0,0.0,0.0,0.0
2023-12-01,362.975,3366.0,3366.0,0.0,0.0,0.0
2024-01-01,308.709,1806.0,1806.0,0.0,0.0,0.0
2024-02-01,277.992,1627.0,1627.0,0.0,0.0,0.0
2024-03-01,335.052,1958.0,1958.0,0.0,0.0,0.0
2024-04-01,352.996,2064.0,2064.0,0.0,0.0,0.0
2024-05-01,206.932,1212.0,1212.0,0.0,0.0,0.0
2024-06-01,369.446,2160.0,2160.0,0.0,0.0,0.0
2024-07-01,216.719,1268.0,1268.0,0.0,0.0,0.0
2024-08-01,312.957,1829.0,1829.0,0.0,0.0,0.0
2024-09-01,207.843,1217.0,1217.0,0.0,0.0,0.0
2024-10-01,329.999,1930.0,1930.0,0.0,0.0,0.0
2024-11-01,322.822,1891.0,1891.0,0.0,0.0,0.0
2024-12-01,274.533,1604.0,1604.0,0.0,0.0,0.0
