measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,136209.0,2525767.0,2525767.0,106349.0,17916.0,17916.0,7976.0,97133.0,97133.0,,,,99214.0,1208222.0,1208222.0
2003-12-01,9.0,187.0,187.0,0.0,0.0,0.0,337365.0,3755317.0,3755317.0,160445.0,14199.0,14199.0,3417.0,39163.0,39163.0,,,,68270.0,782405.0,782405.0
2004-01-01,5.0,100.0,100.0,0.0,0.0,0.0,518673.0,5700995.0,5700995.0,252761.0,27444.0,27444.0,4373.0,43471.0,43471.0,,,,274902.0,2709356.0,2709356.0
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,332069.0,3823834.0,3823834.0,196115.0,13876.0,13876.0,2024.0,20997.0,20997.0,,,,166847.0,1705143.0,1705143.0
2004-03-01,0.0,29.0,29.0,0.0,0.0,0.0,487615.0,5293698.0,5293698.0,241792.0,81393.0,81393.0,1530.0,17845.0,17845.0,,,,122301.0,1388971.0,1388971.0
2004-04-01,43.0,839.0,839.0,0.0,0.0,0.0,499120.0,5677514.0,5677514.0,269522.0,13666.0,13666.0,410.0,5064.0,5064.0,,,,7063.0,85858.0,85858.0
2004-05-01,1.0,41.0,41.0,0.0,0.0,0.0,296889.0,3311257.0,3311257.0,165829.0,4182.0,4182.0,2317.0,30560.0,30560.0,,,,51587.0,680256.0,680256.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,454890.0,5229123.0,5229123.0,256326.0,4052.0,4052.0,797.0,10766.0,10766.0,,,,25211.0,340563.0,340563.0
2004-07-01,9.0,175.0,175.0,0.0,0.0,0.0,472199.0,5465256.0,5465256.0,261458.0,7127.0,7127.0,1410.0,19155.0,19155.0,,,,40725.0,553256.0,553256.0
2004-08-01,57.0,1043.0,1043.0,0.0,0.0,0.0,475856.0,5486932.0,5486932.0,259666.0,5044.0,5044.0,7585.0,95942.0,95942.0,,,,26939.0,340724.0,340724.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,482285.0,5608088.0,5608088.0,268810.0,1092.0,1092.0,1692.0,24061.0,24061.0,,,,23502.0,334287.0,334287.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,371918.0,4368872.0,4368872.0,205081.0,2213.0,2213.0,34044.0,552920.0,552920.0,,,,7341.0,119230.0,119230.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,479544.0,5511508.0,5511508.0,259652.0,0.0,0.0,7217.0,119365.0,119365.0,,,,0.0,0.0,0.0
2004-12-01,17.0,385.0,385.0,0.0,0.0,0.0,442671.0,4999203.0,4999203.0,229675.0,0.0,0.0,23971.0,355495.0,355495.0,,,,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,382821.0,4383662.04,4383662.04,199591.0,0.0,0.0,6816.0,77126.54,77126.54,,,,46148.0,522149.54,522149.54
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,332740.0,3820007.48,3820007.48,177281.0,201.49,201.49,28198.0,436117.43,436117.43,,,,890.0,13768.48,13768.48
2005-03-01,2.0,46.37,46.37,0.0,0.0,0.0,390950.0,4425729.66,4425729.66,201574.0,3225.92,3225.92,36338.0,531779.15,531779.15,,,,2456.0,35940.11,35940.11
2005-04-01,21.0,347.76,347.76,0.0,0.0,0.0,445413.0,5149395.32,5149395.32,353132.0,2002.39,2002.39,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,227057.0,2627584.09,2627584.09,122907.0,0.0,0.0,52759.0,803517.81,803517.81,,,,1858.0,28298.0,28298.0
2005-06-01,4.0,115.92,115.92,0.0,0.0,0.0,326948.0,3805855.02,3805855.02,179926.0,6701.44,6701.44,64217.0,922047.23,922047.23,,,,0.0,0.0,0.0
2005-07-01,44.0,967.93,967.93,0.0,0.0,0.0,418516.0,4894170.07,4894170.07,237581.0,18824.06,18824.06,69760.0,985980.23,985980.23,,,,7938.0,112196.32,112196.32
2005-08-01,49.0,991.12,991.12,0.0,0.0,0.0,441260.0,5163392.03,5163392.03,253057.0,30619.55,30619.55,55280.0,817182.69,817182.69,,,,8514.0,101782.76,101782.76
2005-09-01,0.0,0.0,0.0,0.0,0.0,0.0,369907.0,4282150.19,4282150.19,204689.0,12723.56,12723.56,65816.0,989657.21,989657.21,,,,1470.0,13819.22,13819.22
2005-10-01,12.0,197.06,197.06,0.0,0.0,0.0,454114.0,5205340.78,5205340.78,250248.0,16946.66,16946.66,46675.0,707053.87,707053.87,,,,0.0,0.0,0.0
2005-11-01,4.0,81.14,81.14,0.0,0.0,0.0,450679.0,5133234.02,5133234.02,240667.0,7541.93,7541.93,59535.0,861148.78,861148.78,,,,10882.0,157396.47,157396.47
2005-12-01,1.0,28.98,28.98,0.0,0.0,0.0,548332.0,6126292.49,6126292.49,278658.0,3591.68,3591.68,1871.0,18807.52,18807.52,,,,323923.0,3255874.2,3255874.2
2006-01-01,35.0,581.0,581.0,0.0,0.0,0.0,541737.0,5921236.0,5921236.0,267057.0,2189.0,2189.0,1917.0,23782.0,23782.0,,,,94540.0,1172826.0,1172826.0
2006-02-01,29.0,518.0,518.0,0.0,0.0,0.0,491172.0,5390386.0,5390386.0,241617.0,626.0,626.0,1007.0,13385.0,13385.0,,,,48992.0,651110.0,651110.0
2006-03-01,3.0,88.0,88.0,0.0,0.0,0.0,556834.0,6058552.0,6058552.0,281838.0,31398.0,31398.0,2581.0,39214.0,39214.0,,,,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,442449.0,4807725.0,4807725.0,232419.0,34858.0,34858.0,14504.0,214784.0,214784.0,,,,0.0,0.0,0.0
2006-05-01,89.0,1543.0,1543.0,0.0,0.0,0.0,512092.0,5653077.0,5653077.0,272037.0,47938.0,47938.0,11315.0,173152.0,173152.0,,,,0.0,0.0,0.0
2006-06-01,38.0,782.0,782.0,0.0,0.0,0.0,513222.0,5717041.0,5717041.0,274716.0,63162.0,63162.0,23675.0,294893.0,294893.0,,,,34330.0,428669.0,428669.0
2006-07-01,35.0,543.0,543.0,0.0,0.0,0.0,554008.0,6233321.0,6233321.0,301436.0,72756.0,72756.0,0.0,22070.0,22070.0,,,,72574.0,882626.0,882626.0
2006-08-01,37.0,846.0,846.0,0.0,0.0,0.0,528537.0,5944483.0,5944483.0,283772.0,30559.0,30559.0,17233.0,260067.0,260067.0,,,,20577.0,203352.0,203352.0
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,388821.0,4289684.0,4289684.0,213366.0,60899.0,60899.0,14749.0,216900.0,216900.0,,,,35745.0,468395.0,468395.0
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,543289.0,6011647.0,6011647.0,293239.0,79294.0,79294.0,908.0,11427.0,11427.0,,,,18390.0,230767.0,230767.0
2006-11-01,2.0,64.0,64.0,0.0,0.0,0.0,555936.0,6081054.0,6081054.0,287360.0,59943.0,59943.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,584916.0,6402094.0,6402094.0,288937.0,12825.0,12825.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2007-01-01,4.0,99.0,99.0,0.0,0.0,0.0,469618.0,5154100.0,5154100.0,229591.0,22899.0,22899.0,1935.295,22109.0,22109.0,,,,51383.705,587008.0,587008.0
2007-02-01,1.0,17.0,17.0,0.0,0.0,0.0,412057.0,4580853.0,4580853.0,199354.0,13297.0,13297.0,19492.741,206191.0,206191.0,,,,178784.259,1891154.0,1891154.0
2007-03-01,29.0,508.0,508.0,0.0,0.0,0.0,481754.0,5284881.0,5284881.0,241082.0,52923.0,52923.0,26333.02,314211.0,314211.0,,,,34549.98,412258.0,412258.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,485326.0,5466710.0,5466710.0,257674.0,21342.0,21342.0,14860.682,221862.0,221862.0,,,,93.318,1393.0,1393.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,303369.0,3405806.0,3405806.0,161767.0,50703.0,50703.0,65760.633,935131.0,935131.0,,,,7929.367,112757.0,112757.0
2007-06-01,4.0,82.0,82.0,0.0,0.0,0.0,506191.0,5735820.0,5735820.0,273713.0,38776.0,38776.0,52161.267,742385.0,742385.0,,,,19243.733,273886.0,273886.0
2007-07-01,26.0,549.0,549.0,0.0,0.0,0.0,523511.0,5928404.0,5928404.0,281100.0,28246.0,28246.0,98395.804,1316182.0,1316182.0,,,,656.196,8778.0,8778.0
2007-08-01,16.0,327.0,327.0,0.0,0.0,0.0,534829.0,6074541.0,6074541.0,287535.0,9874.0,9874.0,105894.0,1398315.0,1398315.0,,,,0.0,0.0,0.0
2007-09-01,8.0,198.0,198.0,0.0,0.0,0.0,323835.0,3653361.0,3653361.0,170783.0,19020.0,19020.0,76441.48,1020312.0,1020312.0,,,,14193.52,189450.0,189450.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,442223.0,4983468.0,4983468.0,234680.0,36000.0,36000.0,58975.978,877567.0,877567.0,,,,6916.022,102911.0,102911.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,553763.0,6134625.0,6134625.0,284638.0,8029.0,8029.0,47344.0,694565.0,694565.0,,,,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,579537.0,6266106.0,6266106.0,280643.0,12932.0,12932.0,35675.388,494836.0,494836.0,,,,13675.612000000001,189688.0,189688.0
2008-01-01,36.0,473.0,473.0,,,,486141.0,5644640.0,5644640.0,248601.0,15692.0,15692.0,51616.412,677733.0,677733.0,,,,32220.588,423062.0,423062.0
2008-02-01,0.0,0.0,0.0,,,,469743.0,5208281.0,5208281.0,232922.0,14133.0,14133.0,60850.705,882620.0,882620.0,,,,12450.295,180587.0,180587.0
2008-03-01,13.0,356.0,356.0,,,,423417.0,4648275.0,4648275.0,206597.0,21222.0,21222.0,60122.417,865014.0,865014.0,,,,17208.583,247589.0,247589.0
2008-04-01,0.0,0.0,0.0,,,,453334.0,4957726.0,4957726.0,230628.0,60342.0,60342.0,197.92000000000002,3328.0,3328.0,,,,1445.08,24302.0,24302.0
2008-05-01,18.0,263.0,263.0,,,,363743.0,4013331.0,4013331.0,187922.0,50226.0,50226.0,3738.467,43084.0,43084.0,,,,1939.5330000000001,22352.0,22352.0
2008-06-01,0.0,0.0,0.0,,,,500544.0,5630118.0,5630118.0,265770.0,31452.0,31452.0,15803.026,180350.0,180350.0,,,,5238.974,59789.0,59789.0
2008-07-01,32.0,544.0,544.0,,,,510850.0,5739310.0,5739310.0,273030.0,84984.0,84984.0,21906.962,257902.0,257902.0,,,,3003.038,35354.0,35354.0
2008-08-01,20.0,380.0,380.0,,,,483775.0,5424415.0,5424415.0,252215.0,18864.0,18864.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-09-01,22.0,403.0,403.0,,,,439297.0,4919814.0,4919814.0,228030.0,23194.0,23194.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-10-01,8.0,187.0,187.0,,,,396083.0,4374003.0,4374003.0,195921.0,20194.0,20194.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,479111.0,5284145.0,5284145.0,237496.0,14295.0,14295.0,4059.4480000000003,51784.0,51784.0,,,,14893.552,189987.0,189987.0
2008-12-01,0.0,0.0,0.0,,,,511962.0,5584542.0,5584542.0,250028.0,21934.0,21934.0,15485.769,188940.0,188940.0,,,,24888.231,303659.0,303659.0
2009-01-01,50.0,760.0,760.0,,,,503844.0,5520314.0,5520314.0,240524.0,38261.0,38261.0,1255.465,13461.0,13461.0,,,,66695.535,715081.0,715081.0
2009-02-01,0.0,0.0,0.0,,,,456403.0,5040946.0,5040946.0,224429.0,26562.0,26562.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,486389.0,5422866.0,5422866.0,242141.0,13355.0,13355.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,,,,477464.0,5340531.0,5340531.0,247177.0,21751.0,21751.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,327925.0,3657366.0,3657366.0,171774.0,25481.0,25481.0,4972.0,64389.0,64389.0,,,,0.0,0.0,0.0
2009-06-01,7.0,111.0,111.0,,,,470174.0,5290700.0,5290700.0,245832.0,13423.0,13423.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,,,,518228.0,5842039.0,5842039.0,273245.0,38708.0,38708.0,6933.419000000001,76042.0,76042.0,,,,661.581,7256.0,7256.0
2009-08-01,25.0,386.0,386.0,,,,510240.0,5759448.0,5759448.0,275516.0,94749.0,94749.0,44666.487,517204.0,517204.0,,,,17.513,203.0,203.0
2009-09-01,15.0,316.0,316.0,,,,481973.0,5417638.0,5417638.0,255766.0,57211.0,57211.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,,,,318582.0,3564538.0,3564538.0,176530.0,72603.0,72603.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-11-01,1.0,70.0,70.0,,,,457714.0,5104864.0,5104864.0,247915.0,89289.0,89289.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,540243.0,5957662.0,5957662.0,274845.0,79890.0,79890.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-01-01,32.0,474.0,474.0,,,,537706.0,5923299.0,5923299.0,263450.0,38506.0,38506.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-02-01,1.0,23.0,23.0,,,,492556.0,5422537.0,5422537.0,244260.0,17479.0,17479.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-03-01,7.0,146.0,146.0,,,,482961.0,5504612.0,5504612.0,253180.0,19959.0,19959.0,4893.0,53603.0,53603.0,,,,0.0,0.0,0.0
2010-04-01,53.0,859.0,859.0,,,,429245.0,4786222.0,4786222.0,224963.0,34028.0,34028.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-05-01,0.0,18.0,18.0,,,,459632.0,5144241.0,5144241.0,244395.0,55557.0,55557.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,,,,547542.0,6172265.0,6172265.0,297121.0,71152.0,71152.0,16489.0,196050.0,196050.0,,,,0.0,0.0,0.0
2010-07-01,3.0,94.0,94.0,,,,550037.0,6258459.0,6258459.0,304777.0,120976.0,120976.0,136525.641,1545447.0,1545447.0,,,,429.35900000000004,4860.0,4860.0
2010-08-01,75.0,1333.0,1333.0,,,,545722.0,6168614.0,6168614.0,299399.0,105812.0,105812.0,29400.0,321330.0,321330.0,,,,0.0,0.0,0.0
2010-09-01,85.0,1444.0,1444.0,,,,443155.0,4953510.0,4953510.0,239182.0,68183.0,68183.0,14715.0,162126.0,162126.0,,,,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,,,,343928.0,3752992.0,3752992.0,179648.0,38656.0,38656.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-11-01,12.0,197.0,197.0,,,,518100.0,5663369.0,5663369.0,269814.0,42461.0,42461.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,,,,616270.0,6707137.0,6707137.0,306517.0,23258.0,23258.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,,,,556352.0,6043880.0,6043880.0,276129.0,11822.0,11822.0,269.164,3346.0,3346.0,,,,3465.836,43083.0,43083.0
2011-02-01,0.0,0.0,0.0,,,,551439.0,5966744.0,5966744.0,269168.0,9917.0,9917.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-03-01,31.0,471.0,471.0,,,,396745.0,4263419.0,4263419.0,206144.0,79166.0,79166.0,4587.0,51441.0,51441.0,,,,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,,,,562566.0,6158948.0,6158948.0,301111.0,104725.0,104725.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-05-01,8.0,198.0,198.0,,,,438030.0,4874416.0,4874416.0,235294.0,81525.0,81525.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,,,,500578.0,5575361.0,5575361.0,264934.0,59756.0,59756.0,6453.0,77569.0,77569.0,,,,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,,,,562841.0,6271583.0,6271583.0,296169.0,66802.0,66802.0,34437.0,385617.0,385617.0,,,,0.0,0.0,0.0
2011-08-01,24.0,448.0,448.0,,,,588739.0,6533072.0,6533072.0,315710.0,90032.0,90032.0,15001.0,174251.0,174251.0,,,,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,,,,559354.0,6235480.0,6235480.0,302751.0,75391.0,75391.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,,,,495539.0,5434223.0,5434223.0,265629.0,61888.0,61888.0,35521.0,401756.0,401756.0,,,,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,462141.0,5135417.0,5135417.0,240270.0,17875.0,17875.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,387145.0,4242268.0,4242268.0,199490.0,43667.0,43667.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,,,,553224.0,6100649.0,6100649.0,270591.0,11071.0,11071.0,4270.0,49559.0,49559.0,,,,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,,,,514542.0,5641724.0,5641724.0,261004.0,13235.0,13235.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-03-01,14.0,268.0,268.0,,,,526818.0,5792917.0,5792917.0,268539.0,45388.0,45388.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,,,,427435.0,4730955.0,4730955.0,222290.0,61593.0,61593.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-05-01,5.0,279.0,279.0,,,,348166.0,3862995.0,3862995.0,183735.0,49531.0,49531.0,161.0,2521.0,2521.0,,,,0.0,0.0,0.0
2012-06-01,3.0,115.0,115.0,,,,372532.0,4170460.0,4170460.0,193750.0,17786.0,17786.0,23726.0,290180.0,290180.0,,,,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,,,,548048.0,6214400.0,6214400.0,292489.0,37982.0,37982.0,58782.0,658748.0,658748.0,,,,0.0,0.0,0.0
2012-08-01,29.0,747.0,747.0,,,,561788.0,6323948.0,6323948.0,298254.0,20637.0,20637.0,44840.0,511981.0,511981.0,,,,0.0,0.0,0.0
2012-09-01,7.0,132.0,132.0,,,,479655.0,5370375.0,5370375.0,253164.0,40521.0,40521.0,9126.0,108119.0,108119.0,,,,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,,,,454683.0,5078673.0,5078673.0,234966.0,7900.0,7900.0,8809.0,118483.0,118483.0,,,,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,,448547.0,4905362.0,4905362.0,227626.0,46394.0,46394.0,13960.1,182994.0,182994.0,,,,2576.9,33779.0,33779.0
2012-12-01,0.0,0.0,0.0,,,,351438.0,3906858.0,3906858.0,172968.0,3564.0,3564.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-01-01,42.0,689.0,689.0,,,,426993.0,4665271.0,4665271.0,208074.0,36414.0,36414.0,380.452,4121.0,4121.0,,,,30507.548,330492.0,330492.0
2013-02-01,50.0,806.0,806.0,,,,270273.0,2923063.0,2923063.0,132221.0,34068.0,34068.0,8995.818,125814.0,125814.0,,,,10952.182,153175.0,153175.0
2013-03-01,17.0,267.0,267.0,,,,349135.0,3813266.0,3813266.0,169601.0,21024.0,21024.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,,,,418189.0,4616340.0,4616340.0,206737.0,8248.0,8248.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-05-01,11.0,195.0,195.0,,,,378368.0,4195796.0,4195796.0,192708.0,45046.0,45046.0,16915.0,190709.0,190709.0,,,,0.0,0.0,0.0
2013-06-01,68.0,1240.0,1240.0,,,,462262.0,5177546.0,5177546.0,238361.0,35283.0,35283.0,20458.0,242000.0,242000.0,,,,0.0,0.0,0.0
2013-07-01,146.0,3061.0,3061.0,,,,513223.0,5864347.0,5864347.0,278559.0,58895.0,58895.0,103563.88,1167779.0,1167779.0,,,,748.116,8436.0,8436.0
2013-08-01,11.0,236.0,236.0,,,,522486.0,5956445.0,5956445.0,285763.0,58161.0,58161.0,13201.0,164354.0,164354.0,,,,0.0,0.0,0.0
2013-09-01,57.0,1009.0,1009.0,,,,393777.0,4367251.0,4367251.0,207707.0,43533.0,43533.0,19987.348,248838.0,248838.0,,,,11850.652,147538.0,147538.0
2013-10-01,70.0,1246.0,1246.0,,,,317988.0,3405325.0,3405325.0,166294.0,48411.0,48411.0,5200.527,63334.0,63334.0,,,,2659.473,32388.0,32388.0
2013-11-01,38.0,611.0,611.0,,,,291578.0,3341211.0,3341211.0,144966.0,19808.0,19808.0,1099.611,13268.0,13268.0,,,,2642.389,31884.0,31884.0
2013-12-01,151.0,2486.0,2486.0,,,,104395.0,1169187.0,1169187.0,50385.0,7004.0,7004.0,1619.681,17059.0,17059.0,,,,72586.319,764492.0,764492.0
2014-01-01,368.0,5369.0,5369.0,,,,293046.0,3168919.0,3168919.0,139332.0,15335.0,15335.0,2540.121,27675.0,27675.0,,,,113294.88,1234384.0,1234384.0
2014-02-01,44.0,669.0,669.0,,,,215630.0,2455630.0,2455630.0,104078.0,13893.0,13893.0,753.703,8252.0,8252.0,,,,22552.297,246910.0,246910.0
2014-03-01,188.0,2935.0,2935.0,,,,131008.0,1454927.0,1454927.0,59672.0,6802.0,6802.0,568.713,6429.0,6429.0,,,,28452.287,321659.0,321659.0
2014-04-01,0.0,0.0,0.0,,,,12271.0,150125.0,150125.0,5734.0,66.0,66.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
