measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Generation,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Steam Part Generation,Municiapl Landfill Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.0,51307.0,51307.0,1585.0,12591.0,12591.0,0.0,0.0,0.0,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3026.0,52041.0,52041.0,1493.0,13422.0,13422.0,0.0,0.0,0.0,,,,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4095.0,68067.0,68067.0,1762.0,9669.0,9669.0,0.0,0.0,0.0,,,,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,72559.0,72559.0,1691.0,6403.0,6403.0,0.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4706.0,76332.0,76332.0,1557.0,5544.0,5544.0,0.0,0.0,0.0,,,,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4807.0,79988.0,79988.0,1288.0,1753.0,1753.0,0.0,0.0,0.0,,,,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4802.0,79830.0,79830.0,1168.0,1083.0,1083.0,0.0,0.0,0.0,,,,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3979.0,67778.0,67778.0,1056.0,1625.0,1625.0,0.0,0.0,0.0,,,,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3882.0,64699.0,64699.0,1503.0,7380.0,7380.0,0.0,0.0,0.0,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4385.0,72511.0,72511.0,1583.0,3202.0,3202.0,0.0,0.0,0.0,,,,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4061.0,67495.0,67495.0,1521.0,4691.0,4691.0,0.0,0.0,0.0,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.0,67221.0,67221.0,1684.0,5869.0,5869.0,0.0,0.0,0.0,,,,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4108.0,70780.0,70780.0,1817.0,7523.0,7523.0,0.0,0.0,0.0,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3989.0,70171.0,70171.0,1791.0,8264.0,8264.0,0.0,0.0,0.0,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2523.0,44897.0,44897.0,1332.0,10784.0,10784.0,0.0,0.0,0.0,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,34732.0,34732.0,1208.0,13802.0,13802.0,0.0,0.0,0.0,,,,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.0,35848.0,35848.0,1102.0,13560.0,13560.0,0.0,0.0,0.0,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.0,26691.0,26691.0,733.0,8051.0,8051.0,0.0,0.0,0.0,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,35700.0,35700.0,1059.0,12321.0,12321.0,0.0,0.0,0.0,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183.0,37468.0,37468.0,1062.0,9412.0,9412.0,0.0,0.0,0.0,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2799.0,46180.0,46180.0,1252.0,10157.0,10157.0,0.0,0.0,0.0,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056.0,68609.0,68609.0,1348.0,168.0,168.0,0.0,0.0,0.0,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4163.0,71677.0,71677.0,1420.0,262.0,262.0,0.0,0.0,0.0,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3494.0,57472.0,57472.0,1204.0,2614.0,2614.0,0.0,0.0,0.0,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616.0,66185.0,66185.0,1581.0,4134.0,4134.0,0.0,0.0,0.0,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4016.0,68515.0,68515.0,1549.0,2712.0,2712.0,0.0,0.0,0.0,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3524.0,58645.0,58645.0,1661.0,7899.0,7899.0,0.0,0.0,0.0,,,,,,
