measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2008-12-01,4222.867,54471.0,54471.0,,,
2009-01-01,3331.0820000000003,39464.0,39464.0,,,
2009-02-01,4027.072,47710.0,47710.0,,,
2009-03-01,4370.911,51784.0,51784.0,,,
2009-04-01,3968.572,47017.0,47017.0,,,
2009-05-01,4181.064,49535.0,49535.0,,,
2009-06-01,4449.956,52720.0,52720.0,,,
2009-07-01,4578.531,54243.0,54243.0,,,
2009-08-01,4063.619,48143.0,48143.0,,,
2009-09-01,4268.91,50575.0,50575.0,,,
2009-10-01,4383.091,51928.0,51928.0,,,
2009-11-01,4203.582,49801.0,49801.0,,,
2009-12-01,4392.61,52041.0,52041.0,,,
2010-01-01,4452.729,53832.0,54966.0,,,
2010-02-01,3938.181,47611.0,48614.0,,,
2010-03-01,3829.3680000000004,46296.0,47271.0,,,
2010-04-01,3963.148,47913.0,48923.0,,,
2010-05-01,4046.453,48920.0,49951.0,,,
2010-06-01,4559.452,55122.0,56284.0,,,
2010-07-01,4764.66,57603.0,58817.0,,,
2010-08-01,4793.273,57949.0,59170.0,,,
2010-09-01,4521.062,54658.0,55810.0,,,
2010-10-01,4316.973,52191.0,53291.0,,,
2010-11-01,4564.322,55181.0,56344.0,,,
2010-12-01,4239.379,51253.0,52332.0,,,
2011-01-01,3975.572,46668.0,46668.0,,,
2011-02-01,3960.611,46493.0,46493.0,,,
2011-03-01,4201.177,49317.0,49317.0,,,
2011-04-01,3985.054,46779.0,46779.0,,,
2011-05-01,4197.168,49269.0,49269.0,,,
2011-06-01,4075.99,47847.0,47847.0,,,
2011-07-01,4303.856,50522.0,50522.0,,,
2011-08-01,4392.825,51566.0,51566.0,,,
2011-09-01,4191.449,49202.0,49202.0,,,
2011-10-01,3993.416,46878.0,46878.0,,,
2011-11-01,3949.415,46361.0,46361.0,,,
2011-12-01,3977.467,46690.0,46690.0,,,
2012-01-01,4287.657,49074.0,49074.0,,,
2012-02-01,4221.524,48317.0,48317.0,,,
2012-03-01,4048.267,46334.0,46334.0,,,
2012-04-01,3803.426,43532.0,43532.0,,,
2012-05-01,3944.788,45150.0,45150.0,,,
2012-06-01,3422.923,39176.0,39176.0,,,
2012-07-01,3687.474,42204.0,42204.0,,,
2012-08-01,4264.064,48804.0,48804.0,,,
2012-09-01,4195.456,48019.0,48019.0,,,
2012-10-01,4211.144,48198.0,48198.0,,,
2012-11-01,4605.262,52709.0,52709.0,,,
2012-12-01,4615.015,52821.0,52821.0,,,
2013-01-01,3594.886,41121.0,41121.0,359.206,4108.0,4108.0
2013-02-01,3238.603,37046.0,37046.0,323.607,3702.0,3702.0
2013-03-01,3479.288,39799.0,39799.0,347.657,3977.0,3977.0
2013-04-01,3157.758,36121.0,36121.0,315.529,3610.0,3610.0
2013-05-01,3502.64,40067.0,40067.0,349.99,4004.0,4004.0
2013-06-01,3410.936,39018.0,39018.0,340.827,3899.0,3899.0
2013-07-01,3507.774,40125.0,40125.0,350.503,4009.0,4009.0
2013-08-01,3875.83,44335.0,44335.0,387.28,4430.0,4430.0
2013-09-01,3535.546,40443.0,40443.0,353.278,4041.0,4041.0
2013-10-01,3859.854,44153.0,44153.0,385.683,4412.0,4412.0
2013-11-01,3838.146,43904.0,43904.0,383.514,4387.0,4387.0
2013-12-01,4007.253,45839.0,45839.0,400.412,4580.0,4580.0
2014-01-01,4073.68,49249.0,52295.0,402.062,4861.0,5162.0
2014-02-01,3555.434,42984.0,45642.0,350.912,4242.0,4505.0
2014-03-01,3715.681,44921.0,47700.0,366.728,4434.0,4708.0
2014-04-01,3263.09,39450.0,41889.0,322.059,3894.0,4134.0
2014-05-01,3362.164,40647.0,43161.0,331.837,4012.0,4260.0
2014-06-01,3566.071,43113.0,45779.0,351.962,4255.0,4518.0
2014-07-01,3567.045,43124.0,45791.0,352.058,4256.0,4519.0
2014-08-01,3496.149,42267.0,44881.0,345.061,4172.0,4430.0
2014-09-01,3523.93,42603.0,45238.0,347.803,4205.0,4465.0
2014-10-01,3541.619,42817.0,45465.0,349.549,4226.0,4488.0
2014-11-01,3040.975,36764.0,39038.0,300.136,3629.0,3853.0
2014-12-01,3242.016,39195.0,41619.0,319.979,3868.0,4108.0
2015-01-01,3976.571,48075.0,58332.0,363.16,4390.0,5327.0
2015-02-01,3699.113,44721.0,54262.0,337.821,4084.0,4955.0
2015-03-01,3855.291,46609.0,56553.0,352.084,4257.0,5165.0
2015-04-01,3404.325,41157.0,49938.0,310.899,3759.0,4561.0
2015-05-01,3718.254,44953.0,54543.0,339.569,4105.0,4981.0
2015-06-01,4178.951,50522.0,61301.0,381.642,4614.0,5599.0
2015-07-01,4259.079,51491.0,62477.0,388.96,4702.0,5706.0
2015-08-01,4102.668,49600.0,60182.0,374.676,4530.0,5496.0
2015-09-01,4015.455,48546.0,58903.0,366.711,4433.0,5379.0
2015-10-01,3866.037,46739.0,56711.0,353.065,4268.0,5179.0
2015-11-01,3582.545,43312.0,52552.0,327.175,3955.0,4799.0
2015-12-01,4081.231,49341.0,59867.0,372.718,4506.0,5468.0
2016-01-01,4112.408,42094.0,61555.0,324.974,3326.0,4865.0
2016-02-01,3889.858,39816.0,58225.0,307.388,3146.0,4601.0
2016-03-01,3580.658,36651.0,53597.0,282.954,2896.0,4236.0
2016-04-01,3538.786,36223.0,52970.0,279.645,2862.0,4186.0
2016-05-01,4149.009,42469.0,62104.0,327.867,3356.0,4908.0
2016-06-01,4092.716,41893.0,61261.0,323.418,3310.0,4841.0
2016-07-01,3952.365,40456.0,59160.0,312.327,3197.0,4675.0
2016-08-01,3823.533,39138.0,57232.0,302.147,3093.0,4522.0
2016-09-01,4039.036,41343.0,60458.0,319.176,3267.0,4777.0
2016-10-01,3932.402,40252.0,58862.0,310.75,3181.0,4652.0
2016-11-01,4011.908,41066.0,60052.0,317.032,3245.0,4745.0
2016-12-01,3980.122,40740.0,59576.0,314.521,3219.0,4708.0
2017-01-01,4077.607,41738.0,55171.0,336.053,3440.0,4546.0
2017-02-01,3688.809,37759.0,49910.0,304.011,3112.0,4113.0
2017-03-01,4130.849,42283.0,55891.0,340.441,3485.0,4606.0
2017-04-01,3713.22,38008.0,50240.0,306.023,3132.0,4141.0
2017-05-01,4047.08,41426.0,54757.0,333.537,3414.0,4513.0
2017-06-01,4141.898,42396.0,56040.0,341.352,3494.0,4619.0
2017-07-01,4106.825,42037.0,55566.0,338.461,3464.0,4580.0
2017-08-01,4119.52,42167.0,55737.0,339.508,3475.0,4594.0
2017-09-01,3863.041,39542.0,52267.0,318.37,3259.0,4308.0
2017-10-01,3259.278,33362.0,44098.0,268.611,2749.0,3634.0
2017-11-01,3890.839,39826.0,52643.0,320.661,3282.0,4339.0
2017-12-01,4284.871,43860.0,57975.0,353.135,3615.0,4778.0
2018-01-01,3914.562,40070.0,46992.0,514.302,5264.0,6175.0
2018-02-01,3658.256,37446.0,43915.0,480.63,4920.0,5770.0
2018-03-01,3632.833,37186.0,43609.0,477.29,4886.0,5729.0
2018-04-01,3450.9,35324.0,41426.0,453.387,4641.0,5443.0
2018-05-01,3530.107,36134.0,42376.0,463.794,4747.0,5567.0
2018-06-01,3534.156,36176.0,42425.0,464.326,4753.0,5574.0
2018-07-01,3793.653,38832.0,45540.0,498.419,5102.0,5983.0
2018-08-01,3953.28,40466.0,47456.0,519.391,5317.0,6235.0
2018-09-01,3821.266,39115.0,45871.0,502.047,5139.0,6026.0
2018-10-01,3850.949,39419.0,46228.0,505.947,5179.0,6073.0
2018-11-01,3775.864,38650.0,45326.0,496.082,5078.0,5955.0
2018-12-01,4015.936,41107.0,48208.0,527.623,5401.0,6334.0
2019-01-01,3809.429,38993.0,49066.0,481.686,4931.0,6204.0
2019-02-01,3485.665,35679.0,44895.0,440.749,4512.0,5677.0
2019-03-01,3861.937,39531.0,49742.0,488.327,4999.0,6289.0
2019-04-01,3582.86,36674.0,46147.0,453.039,4637.0,5835.0
2019-05-01,3333.444,34121.0,42935.0,421.501,4315.0,5429.0
2019-06-01,3386.51,34664.0,43618.0,428.211,4383.0,5516.0
2019-07-01,3736.809,38250.0,48130.0,472.505,4837.0,6086.0
2019-08-01,3898.481,39905.0,50212.0,492.948,5046.0,6349.0
2019-09-01,3589.112,36738.0,46228.0,453.829,4645.0,5845.0
2019-10-01,3195.544,32710.0,41159.0,404.064,4136.0,5204.0
2019-11-01,3475.443,35575.0,44764.0,439.456,4498.0,5660.0
2019-12-01,3750.247,38388.0,48303.0,474.204,4854.0,6108.0
2020-01-01,3947.344,40406.0,51266.0,409.255,4189.0,5315.0
2020-02-01,3550.699,36346.0,46114.0,368.132,3768.0,4781.0
2020-03-01,3741.397,38298.0,48591.0,387.903,3971.0,5038.0
2020-04-01,3501.606,35843.0,45477.0,363.042,3716.0,4715.0
2020-05-01,3719.685,38075.0,48309.0,385.652,3948.0,5009.0
2020-06-01,3428.348,35093.0,44525.0,355.446,3638.0,4616.0
2020-07-01,3850.44,39414.0,50007.0,399.208,4086.0,5185.0
2020-08-01,3676.227,37630.0,47744.0,381.146,3901.0,4950.0
2020-09-01,3646.395,37325.0,47357.0,378.053,3870.0,4910.0
2020-10-01,3509.317,35922.0,45577.0,363.841,3724.0,4725.0
2020-11-01,3532.972,36164.0,45884.0,366.294,3749.0,4757.0
2020-12-01,3155.446,32300.0,40981.0,327.152,3349.0,4249.0
2021-01-01,3435.218,35163.0,46195.0,434.038,4443.0,5839.0
2021-02-01,3190.644,32659.0,42906.0,403.136,4126.0,5421.0
2021-03-01,3563.239,36473.0,47917.0,450.213,4608.0,6054.0
2021-04-01,2956.581,30263.0,39759.0,373.562,3824.0,5023.0
2021-05-01,3200.255,32758.0,43036.0,404.35,4139.0,5437.0
2021-06-01,3288.197,33658.0,44219.0,415.462,4253.0,5587.0
2021-07-01,3195.437,32708.0,42971.0,403.742,4133.0,5429.0
2021-08-01,3174.959,32499.0,42695.0,401.154,4106.0,5394.0
2021-09-01,3222.132,32981.0,43330.0,407.115,4167.0,5475.0
2021-10-01,3156.569,32310.0,42448.0,398.831,4082.0,5363.0
2021-11-01,3110.02,31834.0,41822.0,392.949,4022.0,5284.0
2021-12-01,3116.437,31900.0,41909.0,393.76,4030.0,5295.0
2022-01-01,3654.939,37412.0,51426.0,426.027,4361.0,5995.0
2022-02-01,3236.776,33132.0,45542.0,377.286,3862.0,5308.0
2022-03-01,3492.41,35749.0,49138.0,407.083,4167.0,5728.0
2022-04-01,2718.025,27822.0,38243.0,316.819,3243.0,4458.0
2022-05-01,2805.629,28719.0,39475.0,327.03,3348.0,4601.0
2022-06-01,3115.922,31895.0,43841.0,363.199,3718.0,5110.0
2022-07-01,3350.174,34293.0,47137.0,390.503,3997.0,5494.0
2022-08-01,3524.296,36075.0,49587.0,410.8,4205.0,5780.0
2022-09-01,3416.182,34968.0,48066.0,398.197,4076.0,5602.0
2022-10-01,3438.833,35200.0,48385.0,400.838,4103.0,5640.0
2022-11-01,2920.231,29892.0,41088.0,340.388,3484.0,4789.0
2022-12-01,3329.338,34080.0,46844.0,388.075,3972.0,5460.0
2023-01-01,2483.934,25426.0,35007.0,268.466,2748.0,3784.0
2023-02-01,2412.277,24692.0,33997.0,260.723,2669.0,3675.0
2023-03-01,2548.704,26089.0,35920.0,275.468,2820.0,3882.0
2023-04-01,2429.531,24869.0,34240.0,262.587,2688.0,3701.0
2023-05-01,2981.681,30520.0,42022.0,322.265,3299.0,4542.0
2023-06-01,2665.633,27285.0,37567.0,288.106,2949.0,4060.0
2023-07-01,2782.498,28482.0,39214.0,300.737,3078.0,4238.0
2023-08-01,2988.008,30585.0,42111.0,322.948,3306.0,4552.0
2023-09-01,2784.435,28501.0,39242.0,300.946,3080.0,4241.0
2023-10-01,2624.651,26866.0,36990.0,283.676,2904.0,3998.0
2023-11-01,2668.427,27314.0,37607.0,288.408,2952.0,4064.0
2023-12-01,3010.51,30816.0,42428.0,325.381,3331.0,4586.0
2024-01-01,3668.473,37550.0,49793.0,321.694,3293.0,4366.0
2024-02-01,3192.983,32683.0,43338.0,279.996,2866.0,3800.0
2024-03-01,3829.35,39197.0,51976.0,335.8,3437.0,4558.0
2024-04-01,3137.84,32119.0,42590.0,275.161,2817.0,3735.0
2024-05-01,3703.924,37913.0,50273.0,324.801,3325.0,4409.0
2024-06-01,3455.984,35375.0,46908.0,303.059,3102.0,4113.0
2024-07-01,3582.177,36667.0,48621.0,314.125,3215.0,4264.0
2024-08-01,3620.132,37055.0,49136.0,317.453,3249.0,4309.0
2024-09-01,3471.136,35530.0,47114.0,304.388,3116.0,4132.0
2024-10-01,3359.089,34383.0,45593.0,294.562,3015.0,3998.0
2024-11-01,3582.54,36671.0,48626.0,314.157,3216.0,4264.0
2024-12-01,3747.549,38360.0,50865.0,328.627,3364.0,4461.0
