measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-06-01,1615.532,12832.0,199962.0,3.468,28.0,429.0,,,
2012-07-01,719.992,5860.0,118089.0,2.008,16.0,329.0,,,
2012-08-01,576.033,4790.0,103317.0,1.967,16.0,353.0,,,
2012-09-01,1981.823,13178.0,186778.0,6.177,41.0,582.0,,,
2012-10-01,2393.533,14577.0,181664.0,22.467,137.0,1705.0,,,
2012-11-01,4367.416,27621.0,233906.0,34.584,219.0,1852.0,,,
2012-12-01,2888.739,17831.0,330788.0,23.261,144.0,2664.0,,,
2013-01-01,3401.647,20359.0,234405.0,29.353,176.0,2023.0,,,
2013-02-01,3945.588,23439.0,274995.0,6.412,38.0,447.0,,,
2013-03-01,3125.779,20516.0,330913.0,4.221,28.0,447.0,,,
2013-04-01,2227.107,14486.0,232855.0,4.893,32.0,512.0,,,
2013-05-01,1832.706,12676.0,190057.0,6.294,44.0,653.0,,,
2013-06-01,1389.316,11522.0,217316.0,8.684,72.0,1358.0,,,
2013-07-01,1012.672,8235.0,120447.0,6.328,51.0,753.0,,,
2013-08-01,1160.755,8995.0,214535.0,3.245,25.0,600.0,,,
2013-09-01,1983.139,13573.0,170082.0,11.861,81.0,1017.0,,,
2013-10-01,1911.311,12616.0,179748.0,3.689,24.0,347.0,,,
2013-11-01,3924.735,24371.0,240552.0,10.265,64.0,629.0,,,
2013-12-01,3047.004,19022.0,392501.0,52.996,331.0,6827.0,,,
2014-01-01,2353.317,15855.0,245230.0,22.683,153.0,2364.0,,,
2014-02-01,2271.221,16231.0,295137.0,38.779,277.0,5039.0,,,
2014-03-01,1898.892,15744.0,359759.0,16.108,134.0,3052.0,,,
2014-04-01,2389.217,18284.0,250138.0,10.783,83.0,1129.0,,,
2014-05-01,2128.262,16234.0,195686.0,7.738,59.0,711.0,,,
2014-06-01,1606.883,12637.0,229305.0,8.117,64.0,1158.0,,,
2014-07-01,1341.831,11399.0,107562.0,9.169,78.0,735.0,,,
2014-08-01,1393.573,11810.0,170843.0,6.427,54.0,788.0,,,
2014-09-01,1283.24,11653.0,199585.0,2.76,25.0,429.0,,,
2014-10-01,1866.523,14404.0,181232.0,10.477,81.0,1017.0,,,
2014-11-01,2609.958,19762.0,250641.0,10.042,76.0,964.0,,,
2014-12-01,2189.77,17278.0,382759.0,14.23,112.0,2487.0,,,
2015-01-01,3041.036,21268.0,251834.0,5.964,42.0,494.0,,,
2015-02-01,3151.29,21837.0,323404.0,19.71,137.0,2023.0,,,
2015-03-01,2980.13,19389.0,358965.0,89.87,585.0,10825.0,,,
2015-04-01,2404.153,16087.0,241973.0,30.847,206.0,3105.0,,,
2015-05-01,1998.858,15245.0,192274.0,13.142,100.0,1264.0,,,
2015-06-01,1676.81,11553.0,217361.0,18.19,125.0,2358.0,,,
2015-07-01,1455.138,10228.0,109504.0,20.862,147.0,1570.0,,,
2015-08-01,2154.878,13692.0,173369.0,21.122,134.0,1699.0,,,
2015-09-01,1845.075,12629.0,205684.0,13.925,95.0,1552.0,,,
2015-10-01,2643.089,16804.0,185634.0,34.911,222.0,2452.0,,,
2015-11-01,2727.025,17348.0,227165.0,121.975,776.0,10161.0,,,
2015-12-01,3077.316,19568.0,368464.0,58.684,373.0,7027.0,,,
2016-01-01,4752.093,69321.0,352052.0,31.907,465.0,2364.0,,,
2016-02-01,4466.443,66067.0,354524.0,21.557,319.0,1711.0,,,
2016-03-01,3587.705,55874.0,366520.0,5.295,82.0,541.0,,,
2016-04-01,2071.099,40363.0,240718.0,12.901,251.0,1499.0,,,
2016-05-01,1875.052,37780.0,201966.0,2.948,59.0,318.0,,,
2016-06-01,1381.81,29186.0,193937.0,4.19,88.0,588.0,,,
2016-07-01,1520.76,29981.0,159392.0,13.24,261.0,1388.0,,,
2016-08-01,1493.929,30027.0,180464.0,1.071,22.0,129.0,,,
2016-09-01,1034.147,23962.0,159439.0,12.853,298.0,1982.0,,,
2016-10-01,1892.004,37102.0,212690.0,25.996,510.0,2922.0,,,
2016-11-01,1946.542,38527.0,251181.0,1.458,29.0,188.0,,,
2016-12-01,3817.355,58378.0,395273.0,24.645,377.0,2552.0,,,
2017-01-01,3894.584,269831.0,269831.0,41.416,2869.0,2869.0,0.0,0.0,0.0
2017-02-01,3441.059,295842.0,295842.0,2.941,253.0,253.0,0.0,0.0,0.0
2017-03-01,3661.143,380136.0,380136.0,15.857,1646.0,1646.0,0.0,0.0,0.0
2017-04-01,1389.538,233342.0,233342.0,5.462,917.0,917.0,0.0,0.0,0.0
2017-05-01,83.411,33841.0,33841.0,6.841,2775.0,2775.0,137.748,55887.0,55887.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,978.0,47992.0,47992.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,664.0,139404.0,139404.0
2017-08-01,0.0,0.0,0.0,0.391,100.0,100.0,501.609,128253.0,128253.0
2017-09-01,0.0,0.0,0.0,7.403,1864.0,1864.0,517.597,130319.0,130319.0
2017-10-01,0.0,0.0,0.0,14.076,2246.0,2246.0,1185.924,189248.0,189248.0
2017-11-01,0.0,0.0,0.0,3.25,247.0,247.0,3430.75,260678.0,260678.0
2017-12-01,0.0,0.0,0.0,13.998,917.0,917.0,4682.002,306806.0,306806.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4791.0,346969.0,346969.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3728.0,274472.0,274472.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4279.0,310417.0,310417.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3485.0,268880.0,268880.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1947.0,166947.0,166947.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,140620.0,140620.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,858.0,149531.0,149531.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,712.0,141293.0,141293.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1022.0,148416.0,148416.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2349.0,208798.0,208798.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3157.0,271955.0,271955.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4326.0,319459.0,319459.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4487.0,339787.0,339787.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3993.0,215584.0,215584.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3028.0,241709.0,241709.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1431.0,207068.0,207068.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1227.0,163892.0,163892.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1319.0,146859.0,146859.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1648.0,151925.0,151925.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,115326.0,115326.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,701.0,120213.0,120213.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2125.0,184316.0,184316.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3665.0,259170.0,259170.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3887.0,280896.0,280896.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3870.0,310613.0,310613.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2827.0,289561.0,289561.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3454.0,292044.0,292044.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3088.0,262519.0,262519.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3008.0,258907.0,258907.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2467.0,238178.0,238178.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2047.0,178606.0,178606.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,166176.0,166176.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1570.0,145664.0,145664.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2807.0,220474.0,220474.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2662.0,245970.0,245970.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2754.0,304288.0,304288.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4052.0,351106.0,351106.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,4566.0,325548.0,325548.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4206.0,319003.0,319003.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3172.0,267177.0,267177.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,582.0,158331.0,158331.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1497.0,162085.0,162085.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,740.0,156233.0,156233.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,150610.0,150610.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1885.0,162415.0,162415.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2402.0,190351.0,190351.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3582.0,269319.0,269319.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,288682.0,288682.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4187.0,56082.0,326977.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,4363.0,58311.0,304724.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4546.0,60904.0,319012.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3727.0,50463.0,275280.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2411.0,39136.0,217396.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1811.0,26375.0,153651.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1561.0,23964.0,158996.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2248.0,32380.0,184039.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2114.0,29969.0,177386.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2781.0,39761.0,233210.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3350.0,46346.0,275517.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4212.0,57310.0,328019.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4174.0,56912.0,327835.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3939.0,53091.0,293310.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3994.0,54717.0,314225.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3053.0,43276.0,263513.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2106.0,30719.0,213116.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2069.0,29480.0,189572.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,495.0,11828.0,174541.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,18459.0,138995.0
2023-09-01,0.0,0.0,0.0,79.042,1349.0,15811.0,699.958,11946.0,140018.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2495.0,35917.0,264766.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3538.0,47688.0,318709.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,4449.0,60245.0,369691.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,68740.0,404019.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,4409.0,60097.0,363759.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4041.0,55411.0,318954.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3736.0,51294.0,291709.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,32232.0,219633.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,24635.0,178865.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1535.0,22951.0,163141.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,968.0,15445.0,134842.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,948.0,16298.0,150560.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1746.0,26022.0,210554.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3036.0,42752.0,257864.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,3877.0,53148.0,322387.0
