measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-07-01,3995.8940000000002,44033.0,331978.0,28.106,310.0,2335.0
2008-08-01,3240.851,37154.0,263501.0,33.149,380.0,2695.0
2008-09-01,3673.2780000000002,40377.0,305452.0,36.722,404.0,3054.0
2008-10-01,3503.7490000000003,39340.0,298393.0,38.251000000000005,429.0,3258.0
2008-11-01,3161.059,35098.0,283281.0,38.941,432.0,3490.0
2008-12-01,4035.492,43879.0,366020.0,40.508,440.0,3674.0
2009-01-01,3867.925,39412.0,312074.0,89.39,911.0,7212.0
2009-02-01,3529.916,38279.0,326499.0,48.084,521.0,4448.0
2009-03-01,3912.438,39735.0,306364.0,137.562,1397.0,10772.0
2009-04-01,4084.5170000000003,41810.0,339893.0,100.483,1029.0,8362.0
2009-05-01,3985.802,41638.0,346631.0,68.19800000000001,712.0,5931.0
2009-06-01,3737.0330000000004,39630.0,302770.0,93.967,996.0,7613.0
2009-07-01,4086.456,41897.0,316969.0,42.544000000000004,436.0,3300.0
2009-08-01,4145.0740000000005,43748.0,341330.0,25.926000000000002,274.0,2135.0
2009-09-01,2184.283,26647.0,193083.0,28.717000000000002,350.0,2538.0
2009-10-01,3135.1240000000003,41780.0,335241.0,58.876000000000005,785.0,6296.0
2009-11-01,4084.958,43379.0,370512.0,107.042,1137.0,9709.0
2009-12-01,3956.681,43943.0,363040.0,290.319,3224.0,26638.0
2010-01-01,4315.296,45708.0,401314.0,164.20100000000002,1739.0,15270.0
2010-02-01,3723.252,40232.0,353021.0,252.74800000000002,2731.0,23964.0
2010-03-01,3282.516,37929.0,345134.0,287.48400000000004,3322.0,30227.0
2010-04-01,3982.0530000000003,39443.0,246021.0,162.131,1606.0,10017.0
2010-05-01,817.1120000000001,15291.0,91240.0,19.888,372.0,2221.0
2010-06-01,715.565,14249.0,99342.0,44.435,885.0,6169.0
2010-07-01,1635.249,23718.0,191336.0,65.751,954.0,7693.0
2010-08-01,4857.401,33595.0,256299.0,225.59900000000002,1560.0,11904.0
2010-09-01,4522.89,39415.0,328007.0,143.11,1247.0,10379.0
2010-10-01,2985.362,39379.0,323211.0,96.819,1277.0,10482.0
2010-11-01,4736.827,45805.0,402258.0,22.157,214.0,1882.0
2010-12-01,4848.191,46673.0,441804.0,15.488000000000001,149.0,1411.0
2011-01-01,4527.342,47232.0,433502.0,32.579,340.0,3120.0
2011-02-01,4017.183,41719.0,352850.0,58.514,608.0,5140.0
2011-03-01,4130.323,45020.0,402972.0,7.677,84.0,749.0
2011-04-01,4661.711,41602.0,377658.0,78.589,701.0,6367.0
2011-05-01,4016.255,39584.0,325711.0,56.885,561.0,4613.0
2011-06-01,4126.143,32547.0,200915.0,125.609,991.0,6116.0
2011-07-01,5679.346,38929.0,399557.0,112.244,769.0,7897.0
2011-08-01,4222.276,43803.0,370671.0,88.162,915.0,7740.0
2011-09-01,1127.256,13214.0,104073.0,92.744,1087.0,8563.0
2011-10-01,3107.812,33598.0,346829.0,195.188,2110.0,21783.0
2011-11-01,4212.376,45472.0,397708.0,98.624,1065.0,9312.0
2011-12-01,5288.992,46667.0,406921.0,155.147,1369.0,11937.0
2012-01-01,4539.029,47752.0,429952.0,35.984,379.0,3408.0
2012-02-01,3657.399,39732.0,344408.0,111.894,1216.0,10537.0
2012-03-01,4287.725,47634.0,409280.0,38.275,425.0,3654.0
2012-04-01,4811.28,44634.0,372673.0,96.191,892.0,7451.0
2012-05-01,3532.323,39899.0,313086.0,48.097,543.0,4263.0
2012-06-01,3227.815,37749.0,301961.0,199.272,2330.0,18642.0
2012-07-01,3276.368,37711.0,287221.0,30.632,353.0,2685.0
2012-08-01,3772.06,44826.0,404527.0,109.94,1306.0,11790.0
2012-09-01,3544.478,44298.0,413177.0,63.522,794.0,7405.0
2012-10-01,3431.633,34158.0,320720.0,760.367,7569.0,71064.0
2012-11-01,3158.721,38006.0,331712.0,218.279,2626.0,22923.0
2012-12-01,3502.326,41016.0,347833.0,125.674,1472.0,12481.0
2013-01-01,3962.093,42753.0,400039.0,120.907,1305.0,12208.0
2013-02-01,3973.378,42206.0,393029.0,27.622,293.0,2732.0
2013-03-01,3989.227,43606.0,389330.0,152.773,1670.0,14910.0
2013-04-01,2860.126,32408.0,263963.0,223.596,2534.0,20636.0
2013-05-01,2599.547,34249.0,290281.0,76.453,1007.0,8537.0
2013-06-01,2817.644,36665.0,316402.0,167.356,2178.0,18793.0
2013-07-01,3911.501,43810.0,344343.0,114.499,1282.0,10080.0
2013-08-01,3553.736,43490.0,378835.0,187.264,2292.0,19963.0
2013-09-01,3026.016,34652.0,259577.0,179.984,2061.0,15439.0
2013-10-01,3936.262,43316.0,360791.0,79.222,872.0,7261.0
2013-11-01,4274.519,45432.0,366526.0,28.481,303.0,2442.0
2013-12-01,4016.811,44811.0,355830.0,41.189,459.0,3649.0
2014-01-01,4216.565,47066.0,392555.0,80.435,898.0,7488.0
2014-02-01,3829.047,41737.0,321757.0,27.953,305.0,2349.0
2014-03-01,3568.369,42986.0,361462.0,34.631,417.0,3508.0
2014-04-01,614.0,13414.0,106250.0,67.0,1464.0,11594.0
2014-05-01,3246.58,41635.0,365719.0,79.42,1019.0,8946.0
2014-06-01,3551.268,40953.0,365517.0,55.732,643.0,5736.0
2014-07-01,3787.745,41157.0,329640.0,160.255,1741.0,13947.0
2014-08-01,2938.565,36321.0,280630.0,166.435,2057.0,15894.0
2014-09-01,2795.033,33871.0,268132.0,55.967,678.0,5369.0
2014-10-01,3809.582,42189.0,330738.0,40.418,448.0,3509.0
2014-11-01,3257.243,36200.0,327656.0,390.757,4343.0,39307.0
2014-12-01,2932.987,32467.0,283497.0,888.013,9830.0,85834.0
2015-01-01,3777.038,41433.0,343834.0,170.962,1875.0,15563.0
2015-02-01,3259.601,36288.0,294452.0,236.399,2632.0,21355.0
2015-03-01,4014.245,42932.0,351314.0,125.755,1345.0,11006.0
2015-04-01,3957.322,41847.0,310121.0,20.678,219.0,1620.0
2015-05-01,3026.909,35342.0,270565.0,70.091,818.0,6265.0
2015-06-01,3500.542,38412.0,283855.0,87.458,960.0,7092.0
2015-07-01,3794.026,40386.0,283302.0,154.369,1643.0,11527.0
2015-08-01,3509.392,37312.0,280545.0,112.608,1197.0,9002.0
2015-09-01,3665.11,39618.0,298881.0,94.89,1026.0,7738.0
2015-10-01,2656.09,30310.0,221181.0,653.91,7462.0,54453.0
2015-11-01,0.0,0.0,0.0,4240.442,39978.0,313655.0
2015-12-01,0.0,0.0,0.0,4166.0,41536.0,331130.0
2016-01-01,0.0,0.0,0.0,3492.0,28603.0,300854.0
2016-02-01,0.0,0.0,0.0,4010.0,27479.0,311006.0
2016-03-01,0.0,0.0,0.0,4162.0,28694.0,311497.0
2016-04-01,0.0,0.0,0.0,3378.0,26872.0,308319.0
2016-05-01,0.0,0.0,0.0,4012.0,27529.0,319210.0
2016-06-01,0.0,0.0,0.0,4035.0,24271.0,311533.0
2016-07-01,0.0,0.0,0.0,2107.0,15595.0,165458.0
2016-08-01,0.0,0.0,0.0,1129.0,5189.0,34809.0
2016-09-01,0.0,0.0,0.0,2228.123,12949.0,127652.0
2016-10-01,0.0,0.0,0.0,4264.0,26963.0,309143.0
2016-11-01,0.0,0.0,0.0,4105.951,28257.0,231029.0
2016-12-01,0.0,0.0,0.0,4481.0,25149.0,317404.0
2017-01-01,0.0,0.0,0.0,6391.757,27695.0,343734.0
2017-02-01,0.0,0.0,0.0,5800.212,25132.0,315310.0
2017-03-01,0.0,0.0,0.0,6391.757,27695.0,310697.0
2017-04-01,0.0,0.0,0.0,5695.539,24679.0,280306.0
2017-05-01,0.0,0.0,0.0,6652.959,28827.0,311754.0
2017-06-01,0.0,0.0,0.0,2853.052,12362.0,253391.0
2017-07-01,0.0,0.0,0.0,8358.451,36217.0,326503.0
2017-08-01,0.0,0.0,0.0,6949.692,30113.0,322197.0
2017-09-01,0.0,0.0,0.0,6177.61,26768.0,303127.0
2017-10-01,0.0,0.0,0.0,7029.396,30458.0,331091.0
2017-11-01,0.0,0.0,0.0,6772.996,29347.0,238704.0
2017-12-01,0.0,0.0,0.0,6739.385,29202.0,197791.0
2018-01-01,0.0,0.0,0.0,7145.592,30962.0,341404.0
2018-02-01,0.0,0.0,0.0,6460.898,27995.0,336576.0
2018-03-01,0.0,0.0,0.0,5276.849,22865.0,268328.0
2018-04-01,0.0,0.0,0.0,4013.094,17389.0,258952.0
2018-05-01,0.0,0.0,0.0,4940.743,21408.0,285794.0
2018-06-01,0.0,0.0,0.0,4990.679,21625.0,289974.0
2018-07-01,0.0,0.0,0.0,4014.054,17393.0,237942.0
2018-08-01,0.0,0.0,0.0,2606.254,11293.0,179861.0
2018-09-01,0.0,0.0,0.0,1457.735,6316.0,145023.0
2018-10-01,0.0,0.0,0.0,566.577,2455.0,236272.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,240029.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,251421.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,219386.0
2019-02-01,0.0,0.0,0.0,106.593,462.0,233410.0
2019-03-01,0.0,0.0,0.0,2728.212,11821.0,248522.0
2019-04-01,0.0,0.0,0.0,3260.219,14127.0,256884.0
2019-05-01,0.0,0.0,0.0,2684.999,11634.0,236362.0
2019-06-01,0.0,0.0,0.0,2518.867,10914.0,197704.0
2019-07-01,0.0,0.0,0.0,2989.414,12953.0,218048.0
2019-08-01,0.0,0.0,0.0,3507.976,15200.0,234546.0
2019-09-01,0.0,0.0,0.0,22.087,96.0,20558.0
2019-10-01,0.0,0.0,0.0,2783.91,12063.0,225975.0
2019-11-01,0.0,0.0,0.0,3432.112,14871.0,219541.0
2019-12-01,0.0,0.0,0.0,3542.547,15350.0,251415.0
2020-01-01,0.0,0.0,0.0,3238.132,14031.0,259536.0
2020-02-01,0.0,0.0,0.0,3277.504,14201.0,240206.0
2020-03-01,0.0,0.0,0.0,2932.756,12708.0,252759.0
2020-04-01,0.0,0.0,0.0,3206.442,13893.0,264738.0
2020-05-01,0.0,0.0,0.0,3587.681,15545.0,245047.0
2020-06-01,0.0,0.0,0.0,3467.643,15025.0,205198.0
2020-07-01,0.0,0.0,0.0,3395.621,14713.0,260011.0
2020-08-01,0.0,0.0,0.0,3285.186,14235.0,270984.0
2020-09-01,0.0,0.0,0.0,3128.657,13556.0,209900.0
2020-10-01,0.0,0.0,0.0,3047.992,13207.0,272446.0
2020-11-01,0.0,0.0,0.0,2838.647,12300.0,280082.0
2020-12-01,0.0,0.0,0.0,3461.882,15000.0,293085.0
2021-01-01,0.0,0.0,0.0,3478.207,15071.0,285889.0
2021-02-01,0.0,0.0,0.0,3173.792,13752.0,237040.0
2021-03-01,0.0,0.0,0.0,3490.691,15125.0,259290.0
2021-04-01,0.0,0.0,0.0,3330.32,14430.0,259956.0
2021-05-01,0.0,0.0,0.0,3399.462,14730.0,268534.0
2021-06-01,0.0,0.0,0.0,3265.02,14147.0,247071.0
2021-07-01,0.0,0.0,0.0,3259.258,14122.0,249800.0
2021-08-01,0.0,0.0,0.0,3144.022,13623.0,207997.0
2021-09-01,0.0,0.0,0.0,2124.184,9204.0,219044.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,86329.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,60833.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,91453.0
