measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2008-04-01,0.0,0.0,0.0,18.284000000000002,336.0,336.0
2008-05-01,0.0,0.0,0.0,16.032,297.0,297.0
2008-06-01,0.0,0.0,0.0,35.676,661.0,661.0
2008-07-01,0.0,0.0,0.0,33.849000000000004,627.0,627.0
2008-08-01,0.0,0.0,0.0,20.139,375.0,375.0
2008-09-01,0.0,0.0,0.0,23.561,437.0,437.0
2008-10-01,0.0,0.0,0.0,15.485000000000001,286.0,286.0
2008-11-01,0.0,0.0,0.0,18.515,342.0,342.0
2008-12-01,0.0,0.0,0.0,40.451,750.0,750.0
2009-01-01,0.0,0.0,0.0,90.649,1717.0,1717.0
2009-02-01,0.0,0.0,0.0,24.051000000000002,452.0,452.0
2009-03-01,0.0,0.0,0.0,23.352,441.0,441.0
2009-04-01,0.0,0.0,0.0,5.731,110.0,110.0
2009-05-01,0.0,0.0,0.0,5.054,93.0,93.0
2009-06-01,0.0,0.0,0.0,3.238,64.0,64.0
2009-07-01,0.0,0.0,0.0,5.316,99.0,99.0
2009-08-01,0.0,0.0,0.0,16.437,307.0,307.0
2009-09-01,0.0,0.0,0.0,2.905,52.0,52.0
2009-10-01,0.0,0.0,0.0,4.073,75.0,75.0
2009-11-01,0.0,0.0,0.0,5.237,99.0,99.0
2009-12-01,0.0,0.0,0.0,9.957,186.0,186.0
2010-01-01,0.0,0.0,0.0,8.531,158.0,158.0
2010-02-01,0.0,0.0,0.0,9.013,170.0,170.0
2010-03-01,0.0,0.0,0.0,8.318,158.0,158.0
2010-04-01,0.0,0.0,0.0,4.811,90.0,90.0
2010-05-01,0.0,0.0,0.0,13.665000000000001,254.0,254.0
2010-06-01,0.0,0.0,0.0,13.153,249.0,249.0
2010-07-01,0.0,0.0,0.0,49.819,938.0,938.0
2010-08-01,0.0,0.0,0.0,29.48,554.0,554.0
2010-09-01,0.0,0.0,0.0,21.761000000000003,407.0,407.0
2010-10-01,0.0,0.0,0.0,8.989,170.0,170.0
2010-11-01,0.0,0.0,0.0,11.374,215.0,215.0
2010-12-01,0.0,0.0,0.0,17.086000000000002,322.0,322.0
2011-01-01,0.0,0.0,0.0,40.764,721.0,721.0
2011-02-01,0.0,0.0,0.0,24.384,431.0,431.0
2011-03-01,0.0,0.0,0.0,12.738,227.0,227.0
2011-04-01,0.0,0.0,0.0,9.099,165.0,165.0
2011-05-01,0.0,0.0,0.0,2.548,45.0,45.0
2011-06-01,0.0,0.0,0.0,4.731,85.0,85.0
2011-07-01,0.0,0.0,0.0,45.493,811.0,811.0
2011-08-01,0.0,0.0,0.0,25.515,454.0,454.0
2011-09-01,0.0,0.0,0.0,26.249,465.0,465.0
2011-10-01,0.0,0.0,0.0,15.051,267.0,267.0
2011-11-01,0.0,0.0,0.0,14.425,255.0,255.0
2011-12-01,0.0,0.0,0.0,4.003,74.0,74.0
2012-01-01,0.0,0.0,0.0,25.371,457.0,457.0
2012-02-01,0.0,0.0,0.0,5.318,97.0,97.0
2012-03-01,0.0,0.0,0.0,6.847,120.0,120.0
2012-04-01,0.0,0.0,0.0,5.446,97.0,97.0
2012-05-01,0.0,0.0,0.0,6.541,114.0,114.0
2012-06-01,0.0,0.0,0.0,31.185,559.0,559.0
2012-07-01,0.0,0.0,0.0,24.678,440.0,440.0
2012-08-01,0.0,0.0,0.0,11.743,211.0,211.0
2012-09-01,0.0,0.0,0.0,4.951,86.0,86.0
2012-10-01,0.0,0.0,0.0,8.261,148.0,148.0
2012-11-01,0.0,0.0,0.0,12.087,217.0,217.0
2012-12-01,0.0,0.0,0.0,5.572,97.0,97.0
2013-01-01,50.086,1021.0,1021.0,0.0,0.0,0.0
2013-02-01,38.821,785.0,785.0,0.0,0.0,0.0
2013-03-01,2.562,50.0,50.0,0.0,0.0,0.0
2013-04-01,4.504,90.0,90.0,0.0,0.0,0.0
2013-05-01,2.988,62.0,62.0,0.0,0.0,0.0
2013-06-01,4.747,95.0,95.0,0.0,0.0,0.0
2013-07-01,22.339,454.0,454.0,0.0,0.0,0.0
2013-08-01,3.843,79.0,79.0,0.0,0.0,0.0
2013-09-01,4.433,90.0,90.0,0.0,0.0,0.0
2013-10-01,2.881,56.0,56.0,0.0,0.0,0.0
2013-11-01,5.869,118.0,118.0,0.0,0.0,0.0
2013-12-01,57.927,1172.0,1172.0,0.0,0.0,0.0
2014-01-01,117.803,2464.0,2464.0,0.0,0.0,0.0
2014-02-01,27.692,581.0,581.0,0.0,0.0,0.0
2014-03-01,37.881,795.0,795.0,0.0,0.0,0.0
2014-04-01,0.725,17.0,17.0,0.0,0.0,0.0
2014-05-01,0.821,17.0,17.0,0.0,0.0,0.0
2014-06-01,0.744,17.0,17.0,0.0,0.0,0.0
2014-07-01,2.2,45.0,45.0,0.0,0.0,0.0
2014-08-01,3.241,68.0,68.0,0.0,0.0,0.0
2014-09-01,0.774,17.0,17.0,0.0,0.0,0.0
2014-10-01,0.742,17.0,17.0,0.0,0.0,0.0
2014-11-01,1.581,34.0,34.0,0.0,0.0,0.0
2014-12-01,2.796,56.0,56.0,0.0,0.0,0.0
2015-01-01,27.329,628.0,628.0,0.0,0.0,0.0
2015-02-01,163.025,3715.0,3715.0,0.0,0.0,0.0
2015-03-01,6.791,153.0,153.0,0.0,0.0,0.0
2015-04-01,1.492,34.0,34.0,0.0,0.0,0.0
2015-05-01,1.814,40.0,40.0,0.0,0.0,0.0
2015-06-01,0.878,23.0,23.0,0.0,0.0,0.0
2015-07-01,5.682,130.0,130.0,0.0,0.0,0.0
2015-08-01,2.837,62.0,62.0,0.0,0.0,0.0
2015-09-01,6.164,141.0,141.0,0.0,0.0,0.0
2015-10-01,1.531,34.0,34.0,0.0,0.0,0.0
2015-11-01,1.788,40.0,40.0,0.0,0.0,0.0
2015-12-01,1.669,40.0,40.0,0.0,0.0,0.0
2016-01-01,35.699,691.0,691.0,0.0,0.0,0.0
2016-02-01,72.699,1398.0,1398.0,0.0,0.0,0.0
2016-03-01,4.839,91.0,91.0,0.0,0.0,0.0
2016-04-01,6.453,126.0,126.0,0.0,0.0,0.0
2016-05-01,15.496,297.0,297.0,0.0,0.0,0.0
2016-06-01,13.249,257.0,257.0,0.0,0.0,0.0
2016-07-01,40.502,782.0,782.0,0.0,0.0,0.0
2016-08-01,43.565,839.0,839.0,0.0,0.0,0.0
2016-09-01,32.905,633.0,633.0,0.0,0.0,0.0
2016-10-01,45.522,879.0,879.0,0.0,0.0,0.0
2016-11-01,122.832,2368.0,2368.0,0.0,0.0,0.0
2016-12-01,57.239,1101.0,1101.0,0.0,0.0,0.0
2017-01-01,22.625,459.0,459.0,0.0,0.0,0.0
2017-02-01,12.256,252.0,252.0,0.0,0.0,0.0
2017-03-01,14.721,304.0,304.0,0.0,0.0,0.0
2017-04-01,10.19,212.0,212.0,0.0,0.0,0.0
2017-05-01,10.445,212.0,212.0,0.0,0.0,0.0
2017-06-01,10.395,212.0,212.0,0.0,0.0,0.0
2017-07-01,7.135,149.0,149.0,0.0,0.0,0.0
2017-08-01,6.982,143.0,143.0,0.0,0.0,0.0
2017-09-01,11.858,247.0,247.0,0.0,0.0,0.0
2017-10-01,11.522,235.0,235.0,0.0,0.0,0.0
2017-11-01,19.374,401.0,401.0,0.0,0.0,0.0
2017-12-01,268.497,5527.0,5527.0,0.0,0.0,0.0
2018-01-01,325.463,6659.0,6659.0,0.0,0.0,0.0
2018-02-01,12.526,258.0,258.0,0.0,0.0,0.0
2018-03-01,13.907,286.0,286.0,0.0,0.0,0.0
2018-04-01,10.661,218.0,218.0,0.0,0.0,0.0
2018-05-01,11.823,240.0,240.0,0.0,0.0,0.0
2018-06-01,10.176,206.0,206.0,0.0,0.0,0.0
2018-07-01,14.023,286.0,286.0,0.0,0.0,0.0
2018-08-01,25.261,515.0,515.0,0.0,0.0,0.0
2018-09-01,12.423,252.0,252.0,0.0,0.0,0.0
2018-10-01,11.248,229.0,229.0,0.0,0.0,0.0
2018-11-01,24.187,492.0,492.0,0.0,0.0,0.0
2018-12-01,13.302,269.0,269.0,0.0,0.0,0.0
2019-01-01,10.745,206.0,206.0,0.0,0.0,0.0
2019-02-01,6.72,126.0,126.0,0.0,0.0,0.0
2019-03-01,7.005,132.0,132.0,0.0,0.0,0.0
2019-04-01,5.441,103.0,103.0,0.0,0.0,0.0
2019-05-01,2.782,52.0,52.0,0.0,0.0,0.0
2019-06-01,3.388,63.0,63.0,0.0,0.0,0.0
2019-07-01,4.607,86.0,86.0,0.0,0.0,0.0
2019-08-01,8.787,166.0,166.0,0.0,0.0,0.0
2019-09-01,4.233,80.0,80.0,0.0,0.0,0.0
2019-10-01,6.658,126.0,126.0,0.0,0.0,0.0
2019-11-01,9.202,172.0,172.0,0.0,0.0,0.0
2019-12-01,10.432,195.0,195.0,0.0,0.0,0.0
2020-01-01,31.151,590.0,590.0,0.0,0.0,0.0
2020-02-01,33.246,619.0,619.0,0.0,0.0,0.0
2020-03-01,25.837,481.0,481.0,0.0,0.0,0.0
2020-04-01,28.705,533.0,533.0,0.0,0.0,0.0
2020-05-01,20.083,372.0,372.0,0.0,0.0,0.0
2020-06-01,19.508,361.0,361.0,0.0,0.0,0.0
2020-07-01,23.176,430.0,430.0,0.0,0.0,0.0
2020-08-01,21.866,407.0,407.0,0.0,0.0,0.0
2020-09-01,24.793,464.0,464.0,0.0,0.0,0.0
2020-10-01,38.923,727.0,727.0,0.0,0.0,0.0
2020-11-01,39.195,727.0,727.0,0.0,0.0,0.0
2020-12-01,219.517,4089.0,4089.0,0.0,0.0,0.0
2021-01-01,40.628,765.0,765.0,0.0,0.0,0.0
2021-02-01,89.881,1678.0,1678.0,0.0,0.0,0.0
2021-03-01,22.676,424.0,424.0,0.0,0.0,0.0
2021-04-01,11.652,215.0,215.0,0.0,0.0,0.0
2021-05-01,10.078,187.0,187.0,0.0,0.0,0.0
2021-06-01,9.864,182.0,182.0,0.0,0.0,0.0
2021-07-01,14.889,275.0,275.0,0.0,0.0,0.0
2021-08-01,17.751,330.0,330.0,0.0,0.0,0.0
2021-09-01,11.354,209.0,209.0,0.0,0.0,0.0
2021-10-01,19.691,369.0,369.0,0.0,0.0,0.0
2021-11-01,23.852,446.0,446.0,0.0,0.0,0.0
2021-12-01,102.684,1914.0,1914.0,0.0,0.0,0.0
2022-01-01,17.403,319.0,319.0,0.0,0.0,0.0
2022-02-01,14.616,270.0,270.0,0.0,0.0,0.0
2022-03-01,165.646,3047.0,3047.0,0.0,0.0,0.0
2022-04-01,10.056,187.0,187.0,0.0,0.0,0.0
2022-05-01,26.512,490.0,490.0,0.0,0.0,0.0
2022-06-01,54.397,1001.0,1001.0,0.0,0.0,0.0
2022-07-01,68.37,1260.0,1260.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,31.813,599.0,599.0,0.0,0.0,0.0
2023-02-01,212.635,4054.0,4054.0,0.0,0.0,0.0
2023-03-01,24.46,465.0,465.0,0.0,0.0,0.0
2023-04-01,20.284,386.0,386.0,0.0,0.0,0.0
2023-05-01,13.974,269.0,269.0,0.0,0.0,0.0
2023-06-01,15.852,302.0,302.0,0.0,0.0,0.0
2023-07-01,20.166,386.0,386.0,0.0,0.0,0.0
2023-08-01,13.953,269.0,269.0,0.0,0.0,0.0
2023-09-01,23.117,442.0,442.0,0.0,0.0,0.0
2023-10-01,28.259,538.0,538.0,0.0,0.0,0.0
2023-11-01,28.741,549.0,549.0,0.0,0.0,0.0
2023-12-01,38.746,739.0,739.0,0.0,0.0,0.0
2024-01-01,32.954,609.0,609.0,0.0,0.0,0.0
2024-02-01,16.864,310.0,310.0,0.0,0.0,0.0
2024-03-01,10.674,199.0,199.0,0.0,0.0,0.0
2024-04-01,11.405,210.0,210.0,0.0,0.0,0.0
2024-05-01,12.824,238.0,238.0,0.0,0.0,0.0
2024-06-01,32.796,609.0,609.0,0.0,0.0,0.0
2024-07-01,38.762,719.0,719.0,0.0,0.0,0.0
2024-08-01,25.745,476.0,476.0,0.0,0.0,0.0
2024-09-01,8.89,166.0,166.0,0.0,0.0,0.0
2024-10-01,10.569,194.0,194.0,0.0,0.0,0.0
2024-11-01,18.686,349.0,349.0,0.0,0.0,0.0
2024-12-01,137.831,2551.0,2551.0,0.0,0.0,0.0
