measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-05-01,4172.15143,28704.07,176293.26,1.66561,11.46,70.38,20.56004,141.45,868.76,287.65792,1979.06,12154.92
2004-06-01,4670.02745,32129.42,197281.16,0.93102,6.41,39.33,18.76071,129.07,792.53,110.97582,763.5,4688.08
2004-07-01,5246.11204,36092.84,221538.7,1.15329,7.93,48.7,16.31102,112.22,688.8,250.55065,1723.77,10580.53
2004-08-01,4993.93702,34357.9,211046.21,1.1606,7.98,49.05,25.61712,176.24,1082.59,160.05725999999999,1101.18,6764.1
2004-09-01,4762.63388,32766.57,201294.31,0.6761499999999999,4.65,28.58,25.454439999999998,175.12,1075.84,60.11354,413.58,2540.72
2004-10-01,4248.98661,29232.7,179455.84,0.6848000000000001,4.71,28.92,14.204279999999999,97.72,599.92,2.8233,19.42,119.24
2004-11-01,4590.81677,31584.46,193929.78,0.75817,5.22,32.03,17.68668,121.68,747.14,2.17238,14.95,91.77
2004-12-01,5023.10849,34558.6,212218.2,1.2412299999999998,8.54,52.44,21.667859999999997,149.07,915.43,136.82342,941.33,5780.57
2005-01-01,363.98834,2504.21,182608.3,0.14201,0.98,71.24,2405.44102,16549.24,1206779.05,22.92164,157.7,11499.49
2005-02-01,311.5176,2143.22,159541.66,0.033909999999999996,0.23,17.37,2126.83422,14632.45,1089243.97,18.765269999999997,129.1,9610.51
2005-03-01,336.60712,2315.83,173000.46,0.04833,0.33,24.84,2287.20019,15735.75,1175514.92,18.86936,129.82,9697.98
2005-04-01,260.46763,1792.0,145679.95,0.036500000000000005,0.25,20.41,2111.84933,14529.36,1181160.58,14.88354,102.4,8324.39
2005-05-01,319.69532,2199.48,173212.7,0.03895,0.27,21.1,2394.35648,16472.99,1297275.67,16.80125,115.59,9103.01
2005-06-01,296.67774,2041.12,178531.78,0.03067,0.21,18.46,2768.95643,19050.2,1666275.06,15.17915,104.43,9134.36
2005-07-01,294.61339,2026.92,190221.02,0.08335999999999999,0.57,53.82,3304.65833,22735.79,2133696.25,17.501929999999998,120.41,11300.35
2005-08-01,286.64462,1972.09,187320.21,0.09969,0.69,65.15,3383.6459,23279.21,2211188.46,19.398789999999998,133.46,12676.97
2005-09-01,299.37535,2059.68,175764.66,0.09157,0.63,53.76,2840.56369,19542.85,1667708.12,22.94139,157.83,13468.99
2005-10-01,326.75682,2248.06,173114.17,0.04276,0.29,22.66,2443.32887,16809.9,1294463.74,22.31155,153.5,11820.55
2005-11-01,330.40238,2273.14,171826.61,0.04367,0.3,22.71,2220.87286,15279.43,1154970.67,14.60708,100.5,7596.45
2005-12-01,349.02501,2401.26,185864.88,0.09630999999999999,0.66,51.29,2474.59761,17025.03,1317787.51,15.976059999999999,109.91,8507.67
2006-01-01,2273.76443,15643.32,182086.82,0.0,0.0,0.0,300.3886,2066.65,24055.62,93.07297,640.33,7453.44
2006-02-01,2122.50487,14602.67,169973.89,0.0,0.0,0.0,264.84477,1822.11,21209.23,87.73535,603.61,7026.0
2006-03-01,2074.94538,14275.46,166165.2,0.0,0.0,0.0,293.3515,2018.23,23492.09,92.84812,638.79,7435.44
2006-04-01,1870.72776,12870.46,149810.76,0.0,0.0,0.0,279.50643,1922.98,22383.31,60.493809999999996,416.19,4844.44
2006-05-01,2105.25473,14483.99,168592.3,0.0,0.0,0.0,325.78734,2241.39,26089.59,84.53793,581.61,6769.94
2006-06-01,2322.58923,15979.23,185996.58,0.0,0.0,0.0,345.31926,2375.77,27653.71,77.22751,531.32,6184.5
2006-07-01,2445.74755,16826.55,195859.29,0.0,0.0,0.0,388.81423,2675.01,31136.85,86.79822,597.17,6950.94
2006-08-01,2482.00989,17076.04,198763.22,0.0,0.0,0.0,401.66881,2763.45,32166.26,88.6323,609.78,7097.81
2006-09-01,2117.14119,14565.76,169544.06,0.0,0.0,0.0,327.05331,2250.1,26190.95,83.81451,576.64,6712.0
2006-10-01,1787.70476,12299.27,143162.26,0.0,0.0,0.0,342.84576,2358.75,27455.64,86.17148,592.85,6900.75
2006-11-01,1766.00246,12149.96,141424.47,0.0,0.0,0.0,289.60714,1992.47,23192.23,96.0964,661.14,7695.56
2006-12-01,2146.72913,14769.32,171913.56,0.0,0.0,0.0,324.76291,2234.34,26007.54,99.24795999999999,682.82,7947.94
2007-01-01,121.798,1078.0,105182.0,0.0,0.0,0.0,19.403000000000002,171.0,16756.0,626.46,5499.0,540996.0
2007-02-01,132.994,1166.0,114840.0,0.0,0.0,0.0,16.914,149.0,14606.0,2387.821,20972.0,2062061.0
2007-03-01,116.586,1034.0,100672.0,0.0,0.0,0.0,22.01,194.0,19007.0,697.0540000000001,6119.0,601959.0
2007-04-01,104.51700000000001,924.0,90266.0,0.0,0.0,0.0,16.775,147.0,14487.0,502.71,4417.0,434129.0
2007-05-01,126.51100000000001,1100.0,109252.0,0.0,0.0,0.0,15.695,138.0,13554.0,103.57300000000001,907.0,89441.0
2007-06-01,134.013,1166.0,115720.0,0.0,0.0,0.0,29.649,261.0,25604.0,316.80400000000003,2785.0,273587.0
2007-07-01,141.00900000000001,1232.0,121770.0,0.0,0.0,0.0,47.585,418.0,41093.0,139.814,1229.0,120738.0
2007-08-01,144.42700000000002,1276.0,124718.0,0.0,0.0,0.0,63.352000000000004,557.0,54710.0,664.159,5832.0,573552.0
2007-09-01,121.013,1056.0,104500.0,0.0,0.0,0.0,35.404,311.0,30573.0,83.59400000000001,731.0,72189.0
2007-10-01,118.54400000000001,1034.0,102366.0,0.0,0.0,0.0,34.648,305.0,29921.0,164.11100000000002,1439.0,141722.0
2007-11-01,116.464,1012.0,100584.0,0.0,0.0,0.0,18.073,158.0,15607.0,52.25,456.0,45121.0
2007-12-01,121.409,1056.0,104852.0,0.0,0.0,0.0,26.884,237.0,23217.0,109.975,965.0,94969.0
2008-01-01,241.014,2285.0,130466.0,0.0,0.0,0.0,3.463,33.0,1875.0,6.706,64.0,3625.0
2008-02-01,222.95000000000002,2114.0,120735.0,0.0,0.0,0.0,2.96,28.0,1603.0,2.6270000000000002,25.0,1425.0
2008-03-01,199.83,1895.0,108222.0,0.0,0.0,0.0,1.4520000000000002,14.0,786.0,0.379,4.0,206.0
2008-04-01,154.116,1461.0,83470.0,0.0,0.0,0.0,1.6860000000000002,16.0,913.0,0.792,8.0,432.0
2008-05-01,182.298,1728.0,98708.0,0.0,0.0,0.0,0.8450000000000001,8.0,457.0,0.662,6.0,361.0
2008-06-01,221.543,2100.0,119971.0,0.0,0.0,0.0,7.054,67.0,3820.0,7.113,67.0,3851.0
2008-07-01,233.394,2213.0,126377.0,0.0,0.0,0.0,9.604000000000001,91.0,5201.0,3.471,33.0,1877.0
2008-08-01,196.005,1858.0,106150.0,0.0,0.0,0.0,7.628,72.0,4130.0,1.377,13.0,748.0
2008-09-01,178.785,1695.0,96828.0,0.0,0.0,0.0,5.727,54.0,3101.0,1.7630000000000001,17.0,955.0
2008-10-01,153.985,1460.0,83388.0,0.0,0.0,0.0,3.407,32.0,1846.0,0.506,5.0,271.0
2008-11-01,172.952,1640.0,93665.0,0.0,0.0,0.0,2.4970000000000003,24.0,1352.0,7.553,72.0,4089.0
2008-12-01,207.297,1965.0,112257.0,0.0,0.0,0.0,3.476,33.0,1882.0,6.083,58.0,3296.0
2009-01-01,10.682,75.0,145126.0,0.298,2.0,4043.0,0.194,1.0,2636.0,0.541,4.0,7343.0
2009-02-01,8.337,58.0,113291.0,0.109,1.0,1491.0,0.14700000000000002,1.0,2004.0,0.198,1.0,2694.0
2009-03-01,6.668,47.0,90633.0,0.08600000000000001,1.0,1177.0,0.17700000000000002,1.0,2411.0,0.157,1.0,2128.0
2009-04-01,5.771,40.0,78416.0,0.008,0.0,110.0,0.127,1.0,1723.0,0.015,0.0,199.0
2009-05-01,5.884,41.0,79977.0,0.023,0.0,307.0,0.111,1.0,1506.0,0.041,0.0,559.0
2009-06-01,7.096,50.0,96445.0,0.016,0.0,215.0,0.185,1.0,2516.0,0.028,0.0,386.0
2009-07-01,7.279,51.0,98921.0,0.028,0.0,383.0,0.268,2.0,3641.0,0.051000000000000004,0.0,694.0
2009-08-01,7.831,55.0,106429.0,0.056,0.0,760.0,0.378,3.0,5135.0,0.101,1.0,1376.0
2009-09-01,5.228000000000001,37.0,71042.0,0.007,0.0,99.0,0.29200000000000004,2.0,3963.0,0.013000000000000001,0.0,174.0
2009-10-01,4.643,32.0,63104.0,0.009000000000000001,0.0,128.0,0.11800000000000001,1.0,1605.0,0.017,0.0,225.0
2009-11-01,5.627000000000001,39.0,76478.0,0.012,0.0,162.0,0.10700000000000001,1.0,1450.0,0.021,0.0,289.0
2009-12-01,8.801,61.0,119615.0,0.015,0.0,197.0,0.17300000000000001,1.0,2356.0,0.026000000000000002,0.0,360.0
2010-01-01,0.0,0.0,105068.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,573.0
2010-02-01,0.0,0.0,94077.0,0.0,0.0,0.0,0.0,0.0,1129.0,0.0,0.0,309.0
2010-03-01,0.0,0.0,86203.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,0.0,69.0
2010-04-01,0.0,0.0,65425.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,69.0
2010-05-01,0.0,0.0,80489.0,0.0,0.0,0.0,0.0,0.0,887.0,0.0,0.0,170.0
2010-06-01,0.0,0.0,109524.0,0.0,0.0,0.0,0.0,0.0,1733.0,0.0,0.0,857.0
2010-07-01,0.0,0.0,110946.0,0.0,0.0,0.0,0.0,0.0,2332.0,0.0,0.0,1210.0
2010-08-01,0.0,0.0,92792.0,0.0,0.0,0.0,0.0,0.0,2013.0,0.0,0.0,674.0
2010-09-01,0.0,0.0,58808.0,0.0,0.0,0.0,0.0,0.0,1547.0,0.0,0.0,536.0
2010-10-01,0.0,0.0,42404.0,0.0,0.0,0.0,0.0,0.0,1515.0,0.0,0.0,120.0
2010-11-01,0.0,0.0,44209.0,0.0,0.0,0.0,0.0,0.0,1088.0,0.0,0.0,208.0
2010-12-01,0.0,0.0,87734.0,0.0,0.0,0.0,0.0,0.0,1551.0,0.0,0.0,1323.0
