measured_on,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2022-12-01,2874.808,43113.0,43113.0,0.0,0.0,0.0
2023-01-01,3635.962,33542.0,33542.0,0.0,0.0,0.0
2023-02-01,3531.07,32574.0,32574.0,0.0,0.0,0.0
2023-03-01,3730.772,34417.0,34417.0,0.0,0.0,0.0
2023-04-01,3556.327,32808.0,32808.0,0.0,0.0,0.0
2023-05-01,4364.56,40263.0,40263.0,0.0,0.0,0.0
2023-06-01,3901.932,35996.0,35996.0,0.0,0.0,0.0
2023-07-01,4072.998,37574.0,37574.0,0.0,0.0,0.0
2023-08-01,4373.822,40349.0,40349.0,0.0,0.0,0.0
2023-09-01,4075.833,37600.0,37600.0,0.0,0.0,0.0
2023-10-01,3841.942,35442.0,35442.0,0.0,0.0,0.0
2023-11-01,3906.022,36034.0,36034.0,0.0,0.0,0.0
2023-12-01,4406.76,40653.0,40653.0,0.0,0.0,0.0
2024-01-01,3141.978,47412.0,47412.0,0.0,0.0,0.0
2024-02-01,2734.731,41266.0,41266.0,0.0,0.0,0.0
2024-03-01,3279.768,49491.0,49491.0,0.0,0.0,0.0
2024-04-01,2687.502,40554.0,40554.0,0.0,0.0,0.0
2024-05-01,3172.343,47870.0,47870.0,0.0,0.0,0.0
2024-06-01,2959.986,44666.0,44666.0,0.0,0.0,0.0
2024-07-01,3068.069,46297.0,46297.0,0.0,0.0,0.0
2024-08-01,3100.576,46787.0,46787.0,0.0,0.0,0.0
2024-09-01,2972.964,44861.0,44861.0,0.0,0.0,0.0
2024-10-01,2876.998,43413.0,43413.0,0.0,0.0,0.0
2024-11-01,3068.379,46301.0,46301.0,0.0,0.0,0.0
2024-12-01,3209.706,48434.0,48434.0,0.0,0.0,0.0
