measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2009-10-01,0.0,0.0,0.0,75.90700000000001,718.0,718.0
2009-11-01,0.0,0.0,0.0,144.287,1363.0,1363.0
2009-12-01,0.0,0.0,0.0,146.359,1386.0,1386.0
2010-01-01,0.0,0.0,0.0,210.40900000000002,2788.0,2788.0
2010-02-01,0.0,0.0,0.0,167.173,2210.0,2210.0
2010-03-01,0.0,0.0,0.0,147.96800000000002,1958.0,1958.0
2010-04-01,0.0,0.0,0.0,131.002,1733.0,1733.0
2010-05-01,0.0,0.0,0.0,108.93400000000001,1442.0,1442.0
2010-06-01,0.0,0.0,0.0,85.51100000000001,1133.0,1133.0
2010-07-01,0.0,0.0,0.0,98.108,1296.0,1296.0
2010-08-01,0.0,0.0,0.0,100.024,1324.0,1324.0
2010-09-01,0.0,0.0,0.0,91.587,1212.0,1212.0
2010-10-01,0.0,0.0,0.0,109.78500000000001,1453.0,1453.0
2010-11-01,0.0,0.0,0.0,125.045,1655.0,1655.0
2010-12-01,0.0,0.0,0.0,227.454,3013.0,3013.0
2011-01-01,0.0,0.0,0.0,191.188,1773.0,1773.0
2011-02-01,0.0,0.0,0.0,170.736,1582.0,1582.0
2011-03-01,0.0,0.0,0.0,149.478,1386.0,1386.0
2011-04-01,0.0,0.0,0.0,96.848,898.0,898.0
2011-05-01,0.0,0.0,0.0,101.505,937.0,937.0
2011-06-01,0.0,0.0,0.0,94.306,875.0,875.0
2011-07-01,0.0,0.0,0.0,99.658,920.0,920.0
2011-08-01,0.0,0.0,0.0,89.949,830.0,830.0
2011-09-01,0.0,0.0,0.0,99.683,920.0,920.0
2011-10-01,0.0,0.0,0.0,176.23,1633.0,1633.0
2011-11-01,0.0,0.0,0.0,163.163,1509.0,1509.0
2011-12-01,0.0,0.0,0.0,161.256,1492.0,1492.0
2012-01-01,0.0,0.0,0.0,176.996,1795.0,1795.0
2012-02-01,0.0,0.0,0.0,104.392,1055.0,1055.0
2012-03-01,0.0,0.0,0.0,158.33,1599.0,1599.0
2012-04-01,0.0,0.0,0.0,100.252,1015.0,1015.0
2012-05-01,0.0,0.0,0.0,125.451,1268.0,1268.0
2012-06-01,0.0,0.0,0.0,102.373,1038.0,1038.0
2012-07-01,0.0,0.0,0.0,160.067,1621.0,1621.0
2012-08-01,0.0,0.0,0.0,149.152,1509.0,1509.0
2012-09-01,0.0,0.0,0.0,138.855,1403.0,1403.0
2012-10-01,0.0,0.0,0.0,103.14,1043.0,1043.0
2012-11-01,0.0,0.0,0.0,110.616,1116.0,1116.0
2012-12-01,0.0,0.0,0.0,170.376,1722.0,1722.0
2013-01-01,188.685,2014.0,2014.0,0.0,0.0,0.0
2013-02-01,130.185,1391.0,1391.0,0.0,0.0,0.0
2013-03-01,131.682,1403.0,1403.0,0.0,0.0,0.0
2013-04-01,151.89,1621.0,1621.0,0.0,0.0,0.0
2013-05-01,153.077,1633.0,1633.0,0.0,0.0,0.0
2013-06-01,109.931,1172.0,1172.0,0.0,0.0,0.0
2013-07-01,104.089,1111.0,1111.0,0.0,0.0,0.0
2013-08-01,102.699,1094.0,1094.0,0.0,0.0,0.0
2013-09-01,120.528,1285.0,1285.0,0.0,0.0,0.0
2013-10-01,115.981,1240.0,1240.0,0.0,0.0,0.0
2013-11-01,151.172,1610.0,1610.0,0.0,0.0,0.0
2013-12-01,171.081,1823.0,1823.0,0.0,0.0,0.0
2014-01-01,168.455,1733.0,1733.0,0.0,0.0,0.0
2014-02-01,159.834,1649.0,1649.0,0.0,0.0,0.0
2014-03-01,156.027,1610.0,1610.0,0.0,0.0,0.0
2014-04-01,146.598,1515.0,1515.0,0.0,0.0,0.0
2014-05-01,123.779,1279.0,1279.0,0.0,0.0,0.0
2014-06-01,73.778,763.0,763.0,0.0,0.0,0.0
2014-07-01,130.432,1346.0,1346.0,0.0,0.0,0.0
2014-08-01,104.942,1083.0,1083.0,0.0,0.0,0.0
2014-09-01,123.468,1273.0,1273.0,0.0,0.0,0.0
2014-10-01,163.213,1683.0,1683.0,0.0,0.0,0.0
2014-11-01,119.297,1229.0,1229.0,0.0,0.0,0.0
2014-12-01,155.177,1599.0,1599.0,0.0,0.0,0.0
2015-01-01,167.576,1610.0,1610.0,0.0,0.0,0.0
2015-02-01,147.79,1419.0,1419.0,0.0,0.0,0.0
2015-03-01,148.672,1431.0,1431.0,0.0,0.0,0.0
2015-04-01,153.97,1481.0,1481.0,0.0,0.0,0.0
2015-05-01,123.741,1189.0,1189.0,0.0,0.0,0.0
2015-06-01,123.28,1184.0,1184.0,0.0,0.0,0.0
2015-07-01,128.11,1229.0,1229.0,0.0,0.0,0.0
2015-08-01,145.446,1397.0,1397.0,0.0,0.0,0.0
2015-09-01,130.992,1257.0,1257.0,0.0,0.0,0.0
2015-10-01,149.863,1442.0,1442.0,0.0,0.0,0.0
2015-11-01,104.787,1010.0,1010.0,0.0,0.0,0.0
2015-12-01,100.773,971.0,971.0,0.0,0.0,0.0
2016-01-01,132.813,1257.0,1257.0,0.0,0.0,0.0
2016-02-01,147.388,1386.0,1386.0,0.0,0.0,0.0
2016-03-01,139.48,1307.0,1307.0,0.0,0.0,0.0
2016-04-01,114.226,1072.0,1072.0,0.0,0.0,0.0
2016-05-01,104.195,976.0,976.0,0.0,0.0,0.0
2016-06-01,104.809,982.0,982.0,0.0,0.0,0.0
2016-07-01,87.677,825.0,825.0,0.0,0.0,0.0
2016-08-01,114.908,1077.0,1077.0,0.0,0.0,0.0
2016-09-01,117.084,1100.0,1100.0,0.0,0.0,0.0
2016-10-01,134.452,1262.0,1262.0,0.0,0.0,0.0
2016-11-01,187.618,1762.0,1762.0,0.0,0.0,0.0
2016-12-01,253.35,2379.0,2379.0,0.0,0.0,0.0
2017-01-01,147.791,1537.0,1537.0,0.0,0.0,0.0
2017-02-01,119.332,1240.0,1240.0,0.0,0.0,0.0
2017-03-01,137.401,1425.0,1425.0,0.0,0.0,0.0
2017-04-01,126.682,1313.0,1313.0,0.0,0.0,0.0
2017-05-01,126.545,1313.0,1313.0,0.0,0.0,0.0
2017-06-01,133.473,1386.0,1386.0,0.0,0.0,0.0
2017-07-01,136.016,1414.0,1414.0,0.0,0.0,0.0
2017-08-01,140.496,1459.0,1459.0,0.0,0.0,0.0
2017-09-01,139.746,1453.0,1453.0,0.0,0.0,0.0
2017-10-01,142.63,1481.0,1481.0,0.0,0.0,0.0
2017-11-01,126.33,1313.0,1313.0,0.0,0.0,0.0
2017-12-01,128.558,1335.0,1335.0,0.0,0.0,0.0
2018-01-01,127.397,1369.0,1369.0,0.0,0.0,0.0
2018-02-01,118.814,1279.0,1279.0,0.0,0.0,0.0
2018-03-01,118.831,1279.0,1279.0,0.0,0.0,0.0
2018-04-01,120.034,1290.0,1290.0,0.0,0.0,0.0
2018-05-01,137.344,1481.0,1481.0,0.0,0.0,0.0
2018-06-01,128.225,1380.0,1380.0,0.0,0.0,0.0
2018-07-01,138.168,1487.0,1487.0,0.0,0.0,0.0
2018-08-01,141.094,1520.0,1520.0,0.0,0.0,0.0
2018-09-01,143.623,1548.0,1548.0,0.0,0.0,0.0
2018-10-01,150.803,1627.0,1627.0,0.0,0.0,0.0
2018-11-01,135.686,1464.0,1464.0,0.0,0.0,0.0
2018-12-01,129.981,1403.0,1403.0,0.0,0.0,0.0
2019-01-01,117.987,1150.0,1150.0,0.0,0.0,0.0
2019-02-01,131.145,1285.0,1285.0,0.0,0.0,0.0
2019-03-01,129.967,1273.0,1273.0,0.0,0.0,0.0
2019-04-01,119.438,1167.0,1167.0,0.0,0.0,0.0
2019-05-01,129.988,1273.0,1273.0,0.0,0.0,0.0
2019-06-01,111.693,1094.0,1094.0,0.0,0.0,0.0
2019-07-01,127.221,1245.0,1245.0,0.0,0.0,0.0
2019-08-01,140.859,1380.0,1380.0,0.0,0.0,0.0
2019-09-01,167.258,1638.0,1638.0,0.0,0.0,0.0
2019-10-01,175.787,1722.0,1722.0,0.0,0.0,0.0
2019-11-01,133.528,1307.0,1307.0,0.0,0.0,0.0
2019-12-01,178.129,1745.0,1745.0,0.0,0.0,0.0
2020-01-01,212.812,2165.0,2165.0,0.0,0.0,0.0
2020-02-01,137.965,1403.0,1403.0,0.0,0.0,0.0
2020-03-01,139.29,1414.0,1414.0,0.0,0.0,0.0
2020-04-01,133.663,1358.0,1358.0,0.0,0.0,0.0
2020-05-01,113.177,1150.0,1150.0,0.0,0.0,0.0
2020-06-01,142.495,1447.0,1447.0,0.0,0.0,0.0
2020-07-01,185.746,1885.0,1885.0,0.0,0.0,0.0
2020-08-01,190.317,1935.0,1935.0,0.0,0.0,0.0
2020-09-01,121.018,1229.0,1229.0,0.0,0.0,0.0
2020-10-01,144.845,1470.0,1470.0,0.0,0.0,0.0
2020-11-01,112.326,1139.0,1139.0,0.0,0.0,0.0
2020-12-01,111.346,1133.0,1133.0,0.0,0.0,0.0
2021-01-01,137.596,1386.0,1386.0,0.0,0.0,0.0
2021-02-01,152.359,1537.0,1537.0,0.0,0.0,0.0
2021-03-01,164.777,1661.0,1661.0,0.0,0.0,0.0
2021-04-01,158.393,1599.0,1599.0,0.0,0.0,0.0
2021-05-01,82.029,830.0,830.0,0.0,0.0,0.0
2021-06-01,110.114,1111.0,1111.0,0.0,0.0,0.0
2021-07-01,107.609,1088.0,1088.0,0.0,0.0,0.0
2021-08-01,155.185,1565.0,1565.0,0.0,0.0,0.0
2021-09-01,200.996,2031.0,2031.0,0.0,0.0,0.0
2021-10-01,199.694,2014.0,2014.0,0.0,0.0,0.0
2021-11-01,155.92,1571.0,1571.0,0.0,0.0,0.0
2021-12-01,173.328,1750.0,1750.0,0.0,0.0,0.0
2022-01-01,175.656,1806.0,1806.0,0.0,0.0,0.0
2022-02-01,144.863,1492.0,1492.0,0.0,0.0,0.0
2022-03-01,167.756,1728.0,1728.0,0.0,0.0,0.0
2022-04-01,149.138,1537.0,1537.0,0.0,0.0,0.0
2022-05-01,139.763,1436.0,1436.0,0.0,0.0,0.0
2022-06-01,170.212,1750.0,1750.0,0.0,0.0,0.0
2022-07-01,155.031,1593.0,1593.0,0.0,0.0,0.0
2022-08-01,104.265,1072.0,1072.0,0.0,0.0,0.0
2022-09-01,122.141,1257.0,1257.0,0.0,0.0,0.0
2022-10-01,137.044,1408.0,1408.0,0.0,0.0,0.0
2022-11-01,130.11,1341.0,1341.0,0.0,0.0,0.0
2022-12-01,177.021,1823.0,1823.0,0.0,0.0,0.0
2023-01-01,183.448,1891.0,1891.0,0.0,0.0,0.0
2023-02-01,142.417,1475.0,1475.0,0.0,0.0,0.0
2023-03-01,134.402,1391.0,1391.0,0.0,0.0,0.0
2023-04-01,158.878,1644.0,1644.0,0.0,0.0,0.0
2023-05-01,156.992,1627.0,1627.0,0.0,0.0,0.0
2023-06-01,135.174,1397.0,1397.0,0.0,0.0,0.0
2023-07-01,127.997,1324.0,1324.0,0.0,0.0,0.0
2023-08-01,133.229,1380.0,1380.0,0.0,0.0,0.0
2023-09-01,115.55,1195.0,1195.0,0.0,0.0,0.0
2023-10-01,131.074,1358.0,1358.0,0.0,0.0,0.0
2023-11-01,165.3,1711.0,1711.0,0.0,0.0,0.0
2023-12-01,181.539,1879.0,1879.0,0.0,0.0,0.0
2024-01-01,152.51,1576.0,1576.0,0.0,0.0,0.0
2024-02-01,137.336,1425.0,1425.0,0.0,0.0,0.0
2024-03-01,165.525,1717.0,1717.0,0.0,0.0,0.0
2024-04-01,174.39,1806.0,1806.0,0.0,0.0,0.0
2024-05-01,102.23,1060.0,1060.0,0.0,0.0,0.0
2024-06-01,182.517,1891.0,1891.0,0.0,0.0,0.0
2024-07-01,107.065,1111.0,1111.0,0.0,0.0,0.0
2024-08-01,154.609,1599.0,1599.0,0.0,0.0,0.0
2024-09-01,102.68,1066.0,1066.0,0.0,0.0,0.0
2024-10-01,163.028,1689.0,1689.0,0.0,0.0,0.0
2024-11-01,159.483,1649.0,1649.0,0.0,0.0,0.0
2024-12-01,135.627,1403.0,1403.0,0.0,0.0,0.0
