measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Waste/Other Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Waste/Other Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Waste/Other Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-04-01,1561.0,26186.0,26186.0,0.0,0.0,0.0,869.0,14570.0,14570.0,,,,0.0,0.0,0.0
2004-05-01,393.0,7229.0,7229.0,0.0,0.0,0.0,4807.0,88498.0,88498.0,,,,0.0,0.0,0.0
2004-06-01,2455.0,44935.0,44935.0,0.0,0.0,0.0,7545.0,138068.0,138068.0,,,,0.0,0.0,0.0
2004-07-01,2667.0,48696.0,48696.0,0.0,0.0,0.0,9473.0,172983.0,172983.0,,,,0.0,0.0,0.0
2004-08-01,8155.0,146980.0,146980.0,0.0,0.0,0.0,19375.0,349173.0,349173.0,,,,0.0,0.0,0.0
2004-09-01,679.0,12974.0,12974.0,0.0,0.0,0.0,24391.0,465837.0,465837.0,,,,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,390.0,7745.0,7745.0,,,,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1125.0,1125.0,,,,0.0,0.0,0.0
2004-12-01,466.0,11201.0,11201.0,14.0,333.0,333.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2005-01-01,2629.0,45422.01,45422.01,79.0,1371.1,1371.1,2.0,30.99,30.99,,,,,,
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2005-03-01,1921.0,31117.17,31117.17,58.0,938.12,938.12,582.0,9423.34,9423.34,,,,,,
2005-04-01,2089.0,34565.71,34565.71,185.0,3080.0,3080.0,1437.0,23779.66,23779.66,,,,,,
2005-05-01,85.0,1497.62,1497.62,4.0,77.71,77.71,320.0,5625.48,5625.48,,,,,,
2005-06-01,5216.0,85636.42,85636.42,497.0,10619.06,10619.06,19127.0,345175.82,345175.82,,,,,,
2005-07-01,5718.0,110041.46,110041.46,0.0,0.0,0.0,29462.0,567007.75,567007.75,,,,,,
2005-08-01,28969.0,514946.08,514946.08,0.0,0.0,0.0,82451.0,1489821.84,1489821.84,,,,,,
2005-09-01,33510.0,559454.02,559454.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2005-10-01,2061.0,38673.12,38673.12,0.0,0.0,0.0,29.0,542.88,542.88,,,,,,
2005-11-01,2450.0,41439.24,41439.24,0.0,0.0,0.0,0.0,167.04,167.04,,,,,,
2005-12-01,3170.0,52739.39,52739.39,0.0,0.0,0.0,32.0,660.24,660.24,,,,,,
2006-01-01,1301.0,25770.0,25770.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-02-01,651.0,12038.0,12038.0,0.0,0.0,0.0,229.0,4303.0,4303.0,,,,,,
2006-03-01,719.0,11639.0,11639.0,0.0,0.0,0.0,371.0,6008.0,6008.0,,,,,,
2006-04-01,684.0,10803.0,10803.0,0.0,0.0,0.0,385.0,6063.0,6063.0,,,,,,
2006-05-01,1341.0,22013.0,22013.0,0.0,0.0,0.0,2189.0,36550.0,36550.0,,,,,,
2006-06-01,2218.0,38007.0,38007.0,0.0,0.0,0.0,11642.0,204360.0,204360.0,,,,,,
2006-07-01,4959.0,88308.0,88308.0,0.0,0.0,0.0,24211.0,431015.0,431015.0,,,,,,
2006-08-01,8003.0,138870.0,138870.0,0.0,0.0,0.0,21637.0,365809.0,365809.0,,,,,,
2006-09-01,348.0,6932.0,6932.0,0.0,0.0,0.0,312.0,6208.0,6208.0,,,,,,
2006-10-01,1025.0,18626.0,18626.0,0.0,0.0,0.0,195.0,3629.0,3629.0,,,,,,
2006-11-01,160.0,4845.0,4845.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2006-12-01,3480.0,56508.0,56508.0,0.0,0.0,0.0,520.0,8336.0,8336.0,,,,,,
2007-01-01,8110.0,127945.0,127945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-02-01,1220.0,19846.0,19846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2007-03-01,722.8960000000001,14454.0,14454.0,0.0,0.0,0.0,154.104,3081.0,3081.0,0.0,0.0,0.0,,,
2007-04-01,506.672,8270.0,8270.0,0.0,0.0,0.0,2173.328,35474.0,35474.0,0.0,0.0,0.0,,,
2007-05-01,1842.6360000000002,30330.0,30330.0,0.0,0.0,0.0,4037.364,66454.0,66454.0,0.0,0.0,0.0,,,
2007-06-01,1815.425,30077.0,30077.0,0.0,0.0,0.0,4254.575,70488.0,70488.0,0.0,0.0,0.0,,,
2007-07-01,957.305,16863.0,16863.0,0.0,0.0,0.0,6372.695000000001,112255.0,112255.0,0.0,0.0,0.0,,,
2007-08-01,2858.826,48755.0,48755.0,0.0,0.0,0.0,8171.174,139352.0,139352.0,0.0,0.0,0.0,,,
2007-09-01,2015.65,35352.0,35352.0,0.0,0.0,0.0,2274.35,39889.0,39889.0,0.0,0.0,0.0,,,
2007-10-01,780.883,13255.0,13255.0,0.0,0.0,0.0,1128.117,19150.0,19150.0,0.0,0.0,0.0,,,
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,350.0,5438.0,5438.0,0.0,0.0,0.0,,,
2007-12-01,638.4920000000001,12244.0,12244.0,0.0,0.0,0.0,171.508,3289.0,3289.0,0.0,0.0,0.0,,,
2008-01-01,87.894,2938.0,2938.0,0.0,0.0,0.0,32.106,1073.0,1073.0,0.0,0.0,0.0,,,
2008-02-01,2996.75,48343.0,48343.0,0.0,0.0,0.0,1573.25,25379.0,25379.0,0.0,0.0,0.0,,,
2008-03-01,270.92400000000004,3542.0,3542.0,0.0,0.0,0.0,119.07600000000001,1557.0,1557.0,0.0,0.0,0.0,,,
2008-04-01,618.0,11597.0,11597.0,0.0,0.0,0.0,402.0,7544.0,7544.0,0.0,0.0,0.0,,,
2008-05-01,103.515,1702.0,1702.0,0.0,0.0,0.0,726.485,11947.0,11947.0,0.0,0.0,0.0,,,
2008-06-01,2331.32,39770.0,39770.0,0.0,0.0,0.0,19248.68,328363.0,328363.0,0.0,0.0,0.0,,,
2008-07-01,539.235,9168.0,9168.0,0.0,0.0,0.0,22520.765,382903.0,382903.0,0.0,0.0,0.0,,,
2008-08-01,267.446,4495.0,4495.0,0.0,0.0,0.0,812.5540000000001,13658.0,13658.0,0.0,0.0,0.0,,,
2008-09-01,293.188,5176.0,5176.0,0.0,0.0,0.0,1966.8120000000001,34724.0,34724.0,0.0,0.0,0.0,,,
2008-10-01,87.38900000000001,1698.0,1698.0,0.0,0.0,0.0,72.611,1411.0,1411.0,0.0,0.0,0.0,,,
2008-11-01,360.0,5868.0,5868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2008-12-01,1610.0,27315.0,27315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-01-01,3227.63,55511.0,55511.0,,,,2.37,41.0,41.0,0.0,0.0,0.0,,,
2009-02-01,600.0,7777.0,7777.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-03-01,607.32,9202.0,9202.0,,,,952.68,14435.0,14435.0,0.0,0.0,0.0,,,
2009-04-01,0.0,0.0,0.0,,,,0.0,266.0,266.0,0.0,0.0,0.0,,,
2009-05-01,0.0,0.0,0.0,,,,0.0,21.0,21.0,0.0,0.0,0.0,,,
2009-06-01,363.742,6008.0,6008.0,,,,1486.258,24549.0,24549.0,0.0,0.0,0.0,,,
2009-07-01,312.434,5758.0,5758.0,,,,847.566,15621.0,15621.0,0.0,0.0,0.0,,,
2009-08-01,666.7280000000001,11546.0,11546.0,,,,7483.272,129591.0,129591.0,0.0,0.0,0.0,,,
2009-09-01,13.916,257.0,257.0,,,,96.084,1775.0,1775.0,0.0,0.0,0.0,,,
2009-10-01,89.91600000000001,2632.0,2632.0,,,,30.084000000000003,881.0,881.0,0.0,0.0,0.0,,,
2009-11-01,0.0,0.0,0.0,,,,0.0,20.0,20.0,0.0,0.0,0.0,,,
2009-12-01,1735.5330000000001,29790.0,29790.0,,,,2044.467,35092.0,35092.0,0.0,0.0,0.0,,,
2010-01-01,1038.883,19898.0,19898.0,,,,1601.1170000000002,30667.0,30667.0,0.0,0.0,0.0,,,
2010-02-01,1050.0,13444.0,13444.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-03-01,127.917,2945.0,2945.0,,,,243.083,5596.0,5596.0,0.0,0.0,0.0,,,
2010-04-01,418.637,7620.0,7620.0,,,,241.363,4393.0,4393.0,0.0,0.0,0.0,,,
2010-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-06-01,1829.77,31020.0,31020.0,,,,7780.2300000000005,131896.0,131896.0,0.0,0.0,0.0,,,
2010-07-01,2452.5570000000002,42069.0,42069.0,,,,13447.443,230664.0,230664.0,0.0,0.0,0.0,,,
2010-08-01,314.827,5507.0,5507.0,,,,2325.1730000000002,40676.0,40676.0,0.0,0.0,0.0,,,
2010-09-01,254.369,4439.0,4439.0,,,,835.6310000000001,14584.0,14584.0,0.0,0.0,0.0,,,
2010-10-01,135.729,3241.0,3241.0,,,,34.271,818.0,818.0,0.0,0.0,0.0,,,
2010-11-01,0.0,0.0,0.0,,,,710.0,12087.0,12087.0,0.0,0.0,0.0,,,
2010-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-01-01,800.0,17509.0,17509.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-02-01,750.0,11541.0,11541.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-03-01,1131.997,18704.0,18704.0,,,,2628.003,43423.0,43423.0,0.0,0.0,0.0,,,
2011-04-01,23.938,411.0,411.0,,,,356.062,6120.0,6120.0,0.0,0.0,0.0,,,
2011-05-01,57.729,964.0,964.0,,,,432.271,7222.0,7222.0,0.0,0.0,0.0,,,
2011-06-01,1450.778,23887.0,23887.0,,,,3289.222,54158.0,54158.0,0.0,0.0,0.0,,,
2011-07-01,2114.938,36439.0,36439.0,,,,10755.062,185302.0,185302.0,0.0,0.0,0.0,,,
2011-08-01,498.379,8694.0,8694.0,,,,4221.621,73646.0,73646.0,0.0,0.0,0.0,,,
2011-09-01,911.505,15020.0,15020.0,,,,2638.495,43478.0,43478.0,0.0,0.0,0.0,,,
2011-10-01,70.0,2011.0,2011.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-11-01,880.0,16762.0,16762.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-12-01,60.0,1917.0,1917.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,,,,370.0,6236.0,6236.0,0.0,0.0,0.0,,,
2012-03-01,140.056,2397.0,2397.0,,,,430.944,7376.0,7376.0,0.0,0.0,0.0,,,
2012-04-01,0.0,0.0,0.0,,,,280.0,4074.0,4074.0,0.0,0.0,0.0,,,
2012-05-01,1654.273,28736.0,28736.0,,,,3275.727,56901.0,56901.0,0.0,0.0,0.0,,,
2012-06-01,482.186,8442.0,8442.0,,,,7547.814,132143.0,132143.0,0.0,0.0,0.0,,,
2012-07-01,532.504,9842.0,9842.0,,,,10627.496,196425.0,196425.0,0.0,0.0,0.0,,,
2012-08-01,570.715,10695.0,10695.0,,,,4229.285,79256.0,79256.0,0.0,0.0,0.0,,,
2012-09-01,623.689,10281.0,10281.0,,,,1336.311,22027.0,22027.0,0.0,0.0,0.0,,,
2012-10-01,277.044,5474.0,5474.0,,,,842.956,16656.0,16656.0,0.0,0.0,0.0,,,
2012-11-01,5167.411,75807.0,75807.0,,,,10912.589,160091.0,160091.0,0.0,0.0,0.0,,,
2012-12-01,150.0,3093.0,3093.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,183.004,4062.0,4062.0,,,,377.996,8389.0,8389.0,0.0,0.0,0.0,,,
2013-02-01,1540.0,23574.0,23574.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-03-01,166.988,2908.0,2908.0,,,,833.012,14504.0,14504.0,0.0,0.0,0.0,,,
2013-04-01,65.791,1111.0,1111.0,,,,14.209,240.0,240.0,0.0,0.0,0.0,,,
2013-05-01,0.0,0.0,0.0,,,,230.0,4251.0,4251.0,0.0,0.0,0.0,,,
2013-06-01,0.0,0.0,0.0,,,,1840.0,32087.0,32087.0,0.0,0.0,0.0,,,
2013-07-01,6188.032,110900.0,110900.0,,,,39281.968,703997.0,703997.0,0.0,0.0,0.0,,,
2013-08-01,483.949,8854.0,8854.0,,,,226.051,4136.0,4136.0,0.0,0.0,0.0,,,
2013-09-01,71.442,1297.0,1297.0,,,,1148.558,20844.0,20844.0,0.0,0.0,0.0,,,
2013-10-01,64.312,1190.0,1190.0,,,,565.688,10466.0,10466.0,0.0,0.0,0.0,,,
2013-11-01,0.0,0.0,0.0,,,,380.0,7010.0,7010.0,0.0,0.0,0.0,,,
2013-12-01,0.0,0.0,0.0,,,,190.0,3840.0,3840.0,0.0,0.0,0.0,,,
2014-01-01,3548.211,62675.0,62675.0,,,,161.789,2858.0,2858.0,0.0,0.0,0.0,,,
2014-02-01,289.451,5487.0,5487.0,,,,0.549,10.0,10.0,0.0,0.0,0.0,,,
2014-03-01,530.0,8582.0,8582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,,,,12.0,424.0,424.0,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,,,
2014-06-01,365.253,5065.0,5065.0,0.0,0.0,0.0,642.747,8913.0,8913.0,0.0,0.0,0.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,19144.0,19144.0,0.0,0.0,0.0,,,
2014-08-01,56.177,1175.0,1175.0,0.0,0.0,0.0,83.823,1754.0,1754.0,0.0,0.0,0.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,33672.0,33672.0,0.0,0.0,0.0,,,
2014-10-01,73.866,1437.0,1437.0,0.0,0.0,0.0,506.134,9850.0,9850.0,0.0,0.0,0.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,490.0,8871.0,8871.0,0.0,0.0,0.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,770.0,13455.0,13455.0,0.0,0.0,0.0,,,
2015-01-01,29.383,522.0,522.0,,,,890.617,15809.0,15809.0,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1048.0,1048.0,0.0,0.0,0.0,,,
2015-03-01,893.23,17651.0,17651.0,,,,206.77,4086.0,4086.0,0.0,0.0,0.0,,,
2015-04-01,74.514,1258.0,1258.0,,,,195.486,3300.0,3300.0,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,,,,960.0,16192.0,16192.0,0.0,0.0,0.0,,,
2015-06-01,269.49,4397.0,4397.0,,,,1150.51,18772.0,18772.0,0.0,0.0,0.0,,,
2015-07-01,450.243,6406.0,6406.0,0.0,0.0,0.0,6119.757,87069.0,87069.0,0.0,0.0,0.0,,,
2015-08-01,3.017,58.0,58.0,,,,576.983,11025.0,11025.0,0.0,0.0,0.0,,,
2015-09-01,205.25,3672.0,3672.0,0.0,0.0,0.0,2664.75,47677.0,47677.0,0.0,0.0,0.0,,,
2015-10-01,40.894,1090.0,1090.0,,,,110.106,2935.0,2935.0,0.0,0.0,0.0,,,
2015-11-01,7.426,139.0,139.0,0.0,0.0,0.0,112.574,2107.0,2107.0,0.0,0.0,0.0,,,
2015-12-01,482.29,8474.0,8474.0,,,,857.71,15070.0,15070.0,0.0,0.0,0.0,,,
2016-01-01,24.231,439.0,439.0,0.0,0.0,0.0,298.769,5408.0,5408.0,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,,,,700.0,10910.0,10910.0,0.0,0.0,0.0,,,
2016-03-01,316.962,4844.0,4844.0,,,,673.038,10286.0,10286.0,0.0,0.0,0.0,,,
2016-04-01,66.212,1276.0,1276.0,,,,353.788,6821.0,6821.0,0.0,0.0,0.0,,,
2016-05-01,37.685,653.0,653.0,,,,82.315,1426.0,1426.0,0.0,0.0,0.0,,,
2016-06-01,736.048,13449.0,13449.0,,,,633.952,11583.0,11583.0,0.0,0.0,0.0,,,
2016-07-01,241.167,4269.0,4269.0,,,,3228.833,57154.0,57154.0,0.0,0.0,0.0,,,
2016-08-01,67.096,1167.0,1167.0,,,,7122.904,123863.0,123863.0,0.0,0.0,0.0,,,
2016-09-01,110.411,2230.0,2230.0,,,,709.589,14331.0,14331.0,0.0,0.0,0.0,,,
2016-10-01,21.763,370.0,370.0,,,,698.237,11873.0,11873.0,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,,,,340.0,5061.0,5061.0,0.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,,,,200.0,3322.0,3322.0,0.0,0.0,0.0,,,
2017-01-01,104.219,1872.0,1872.0,,,,406.221,7326.0,7326.0,0.0,0.0,0.0,,,
2017-02-01,86.809,1567.0,1567.0,,,,352.772,6362.0,6362.0,0.0,0.0,0.0,,,
2017-03-01,132.343,2385.0,2385.0,,,,384.866,6941.0,6941.0,0.0,0.0,0.0,,,
2017-04-01,125.199,2258.0,2258.0,,,,333.867,6021.0,6021.0,0.0,0.0,0.0,,,
2017-05-01,64.405,1164.0,1164.0,,,,361.446,6519.0,6519.0,0.0,0.0,0.0,,,
2017-06-01,49.669,899.0,899.0,,,,452.264,8156.0,8156.0,0.0,0.0,0.0,,,
2017-07-01,46.949,847.0,847.0,,,,575.596,10380.0,10380.0,0.0,0.0,0.0,,,
2017-08-01,36.018,651.0,651.0,,,,544.6,9822.0,9822.0,0.0,0.0,0.0,,,
2017-09-01,39.121,703.0,703.0,,,,451.105,8135.0,8135.0,0.0,0.0,0.0,,,
2017-10-01,70.451,1273.0,1273.0,,,,361.202,6514.0,6514.0,0.0,0.0,0.0,,,
2017-11-01,81.759,1475.0,1475.0,,,,327.036,5898.0,5898.0,0.0,0.0,0.0,,,
2017-12-01,1251.925,22579.0,22579.0,,,,394.158,7108.0,7108.0,0.0,0.0,0.0,,,
2018-01-01,2512.808,43865.0,43865.0,,,,1037.452,18108.0,18108.0,0.0,0.0,0.0,,,
2018-02-01,52.719,921.0,921.0,,,,902.7,15756.0,15756.0,0.0,0.0,0.0,,,
2018-03-01,52.539,915.0,915.0,,,,1003.414,17514.0,17514.0,0.0,0.0,0.0,,,
2018-04-01,41.781,729.0,729.0,,,,1037.521,18109.0,18109.0,0.0,0.0,0.0,,,
2018-05-01,9.92,175.0,175.0,,,,1151.805,20105.0,20105.0,0.0,0.0,0.0,,,
2018-06-01,25.546,443.0,443.0,,,,1338.202,23357.0,23357.0,0.0,0.0,0.0,,,
2018-07-01,23.521,408.0,408.0,,,,1897.93,33127.0,33127.0,0.0,0.0,0.0,,,
2018-08-01,20.26,356.0,356.0,,,,1979.885,34558.0,34558.0,0.0,0.0,0.0,,,
2018-09-01,23.264,408.0,408.0,,,,1477.968,25797.0,25797.0,0.0,0.0,0.0,,,
2018-10-01,25.183,437.0,437.0,,,,1231.159,21489.0,21489.0,0.0,0.0,0.0,,,
2018-11-01,26.441,461.0,461.0,,,,1060.456,18510.0,18510.0,0.0,0.0,0.0,,,
2018-12-01,48.837,851.0,851.0,,,,1050.689,18339.0,18339.0,0.0,0.0,0.0,,,
2019-01-01,856.375,14855.0,14855.0,,,,498.152,8642.0,8642.0,0.0,0.0,0.0,,,
2019-02-01,177.174,3072.0,3072.0,,,,476.192,8261.0,8261.0,0.0,0.0,0.0,,,
2019-03-01,2.922,52.0,52.0,,,,443.311,7691.0,7691.0,0.0,0.0,0.0,,,
2019-04-01,1.467,23.0,23.0,,,,390.08,6767.0,6767.0,0.0,0.0,0.0,,,
2019-05-01,2.33,41.0,41.0,,,,378.156,6560.0,6560.0,0.0,0.0,0.0,,,
2019-06-01,1.542,29.0,29.0,,,,503.765,8740.0,8740.0,0.0,0.0,0.0,,,
2019-07-01,0.741,12.0,12.0,,,,857.316,14872.0,14872.0,0.0,0.0,0.0,,,
2019-08-01,1.408,23.0,23.0,,,,749.473,13002.0,13002.0,0.0,0.0,0.0,,,
2019-09-01,6.185,105.0,105.0,,,,535.418,9289.0,9289.0,0.0,0.0,0.0,,,
2019-10-01,1.633,29.0,29.0,,,,451.462,7832.0,7832.0,0.0,0.0,0.0,,,
2019-11-01,3.22,58.0,58.0,,,,476.683,8270.0,8270.0,0.0,0.0,0.0,,,
2019-12-01,121.226,2105.0,2105.0,,,,531.769,9225.0,9225.0,0.0,0.0,0.0,,,
2020-01-01,206.42,3620.0,3620.0,,,,1193.022,20872.0,20872.0,0.0,0.0,0.0,,,
2020-02-01,154.771,2705.0,2705.0,,,,1120.906,19612.0,19612.0,0.0,0.0,0.0,,,
2020-03-01,131.066,2291.0,2291.0,,,,1097.318,19199.0,19199.0,0.0,0.0,0.0,,,
2020-04-01,93.127,1627.0,1627.0,,,,782.997,13700.0,13700.0,0.0,0.0,0.0,,,
2020-05-01,196.898,3446.0,3446.0,,,,914.926,16008.0,16008.0,0.0,0.0,0.0,,,
2020-06-01,81.627,1428.0,1428.0,,,,1455.425,25465.0,25465.0,0.0,0.0,0.0,,,
2020-07-01,135.749,2373.0,2373.0,,,,2095.67,36667.0,36667.0,0.0,0.0,0.0,,,
2020-08-01,54.938,962.0,962.0,,,,1866.667,32660.0,32660.0,0.0,0.0,0.0,,,
2020-09-01,142.775,2495.0,2495.0,,,,1464.744,25627.0,25627.0,0.0,0.0,0.0,,,
2020-10-01,81.625,1428.0,1428.0,,,,1096.948,19193.0,19193.0,0.0,0.0,0.0,,,
2020-11-01,197.548,3457.0,3457.0,,,,1130.787,19784.0,19784.0,0.0,0.0,0.0,,,
2020-12-01,231.5,4052.0,4052.0,,,,1152.546,20165.0,20165.0,0.0,0.0,0.0,,,
2021-01-01,63.335,1102.0,1102.0,,,,1130.749,19627.0,19627.0,0.0,0.0,0.0,,,
2021-02-01,519.669,9020.0,9020.0,,,,950.314,16497.0,16497.0,0.0,0.0,0.0,,,
2021-03-01,77.852,1350.0,1350.0,,,,936.951,16265.0,16265.0,0.0,0.0,0.0,,,
2021-04-01,618.962,10746.0,10746.0,,,,796.896,13833.0,13833.0,0.0,0.0,0.0,,,
2021-05-01,24.161,421.0,421.0,,,,1007.825,17495.0,17495.0,0.0,0.0,0.0,,,
2021-06-01,22.027,381.0,381.0,,,,1432.173,24861.0,24861.0,0.0,0.0,0.0,,,
2021-07-01,19.827,346.0,346.0,,,,1593.463,27661.0,27661.0,0.0,0.0,0.0,,,
2021-08-01,3.388,58.0,58.0,,,,1733.764,30097.0,30097.0,0.0,0.0,0.0,,,
2021-09-01,44.654,773.0,773.0,,,,1179.129,20469.0,20469.0,0.0,0.0,0.0,,,
2021-10-01,56.61,981.0,981.0,,,,1166.624,20252.0,20252.0,0.0,0.0,0.0,,,
2021-11-01,83.145,1443.0,1443.0,,,,1175.453,20405.0,20405.0,0.0,0.0,0.0,,,
2021-12-01,238.314,4138.0,4138.0,,,,1164.715,20219.0,20219.0,0.0,0.0,0.0,,,
2022-01-01,195.798,3440.0,3440.0,,,,1402.084,24651.0,24651.0,0.0,0.0,0.0,,,
2022-02-01,73.811,1300.0,1300.0,,,,528.554,9293.0,9293.0,0.0,0.0,0.0,,,
2022-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,31.251,548.0,548.0,,,,223.786,3934.0,3934.0,0.0,0.0,0.0,,,
2022-05-01,135.963,2390.0,2390.0,,,,973.613,17118.0,17118.0,0.0,0.0,0.0,,,
