measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2005-08-01,19941.0,262489.31,262489.31,0.0,0.0,0.0
2005-09-01,551.0,24622.49,24622.49,0.0,0.0,0.0
2005-10-01,91036.0,990874.05,990874.05,0.0,0.0,0.0
2005-11-01,-626.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,-722.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,-559.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,-780.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,-703.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,-683.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,-456.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,-384.0,0.0,0.0,0.0,0.0,0.0
2006-08-01,-398.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,-379.0,0.0,0.0,0.0,0.0,0.0
2006-10-01,-379.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,-360.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,-375.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,-187.5,0.0,0.0,-187.5,0.0,0.0
2007-02-01,-158.5,0.0,0.0,-158.5,0.0,0.0
2007-03-01,-186.0,0.0,0.0,-186.0,0.0,0.0
2007-04-01,-180.0,0.0,0.0,-180.0,0.0,0.0
2007-05-01,-199.0,0.0,0.0,-199.0,0.0,0.0
2007-06-01,-213.5,0.0,0.0,-213.5,0.0,0.0
2007-07-01,-239.0,0.0,0.0,-239.0,0.0,0.0
2007-08-01,-255.0,0.0,0.0,-255.0,0.0,0.0
2007-09-01,-204.5,0.0,0.0,-204.5,0.0,0.0
2007-10-01,-132.0,0.0,0.0,-132.0,0.0,0.0
2007-11-01,-115.5,0.0,0.0,-115.5,0.0,0.0
2007-12-01,-110.0,0.0,0.0,-110.0,0.0,0.0
2008-01-01,-197.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,-184.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,-191.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,-168.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,-174.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,-177.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,-189.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,-203.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,-176.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,-160.0,0.0,0.0,0.0,0.0,0.0
2008-11-01,-180.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,-189.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,-186.0,0.0,0.0,,,
2009-02-01,-168.0,0.0,0.0,,,
2009-03-01,-174.0,0.0,0.0,,,
2009-04-01,-151.0,0.0,0.0,,,
2009-05-01,-154.0,0.0,0.0,,,
2009-06-01,-150.0,0.0,0.0,,,
2009-07-01,-155.0,0.0,0.0,,,
2009-08-01,-155.0,0.0,0.0,,,
2009-09-01,-199.0,0.0,0.0,,,
2009-10-01,-208.0,0.0,0.0,,,
2009-11-01,-175.0,0.0,0.0,,,
2009-12-01,0.0,0.0,0.0,,,
