measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Waste/Other Oil-Combined Cycle Combustion Turbine Part Generation,Waste/Other Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Waste/Other Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Waste/Other Oil-Combined Cycle Steam Part Generation,Waste/Other Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Waste/Other Oil-Combined Cycle Steam Part Total Fuel Consumed
2008-02-01,0.0,0.0,0.0,,,,22769.0,248636.0,248636.0,3283.0,66235.0,66235.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,16363.0,177967.0,177967.0,3288.0,30358.0,30358.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,1726.0,23776.0,23776.0,603.0,3566.0,3566.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,2967.0,35476.0,35476.0,924.0,3917.0,3917.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,9987.0,112324.0,112324.0,11381.0,18082.0,18082.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,15809.0,177091.0,177091.0,17804.0,41955.0,41955.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,12872.0,144679.0,144679.0,4760.0,21283.0,21283.0,,,,,,
2008-09-01,0.0,0.0,0.0,,,,8304.0,95655.0,95655.0,3221.0,15439.0,15439.0,,,,,,
2008-10-01,0.0,0.0,0.0,,,,12506.0,135971.0,135971.0,2649.0,6284.0,6284.0,,,,,,
2008-11-01,0.0,0.0,0.0,,,,1907.0,33041.0,33041.0,80.0,5103.0,5103.0,,,,,,
2008-12-01,0.0,0.0,0.0,,,,10344.0,122227.0,122227.0,2121.0,25886.0,25886.0,,,,,,
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,5210.0,63511.0,63511.0,486.0,4436.0,4436.0,,,,,,
2009-02-01,0.0,0.0,0.0,,,,10015.0,114734.0,114734.0,2226.0,23897.0,23897.0,,,,,,
2009-03-01,0.0,0.0,0.0,,,,3541.0,43596.0,43596.0,743.0,2300.0,2300.0,,,,,,
2009-04-01,0.0,0.0,0.0,,,,5092.0,60539.0,60539.0,1003.0,5422.0,5422.0,,,,,,
2009-05-01,0.0,0.0,0.0,,,,4583.0,54553.0,54553.0,1118.0,3601.0,3601.0,,,,,,
2009-06-01,0.0,0.0,0.0,,,,7826.0,90907.0,90907.0,3868.0,24460.0,24460.0,,,,,,
2009-07-01,0.0,0.0,0.0,,,,1233.0,19159.0,19159.0,480.0,1416.0,1416.0,,,,,,
2009-08-01,0.0,0.0,0.0,,,,7081.0,84405.0,84405.0,2750.0,14722.0,14722.0,,,,,,
2009-09-01,0.0,0.0,0.0,,,,2993.0,37429.0,37429.0,898.0,3631.0,3631.0,,,,,,
2009-10-01,0.0,0.0,0.0,,,,9687.0,107894.0,107894.0,2423.0,9250.0,9250.0,,,,,,
2009-11-01,0.0,0.0,0.0,,,,3593.0,44795.0,44795.0,791.0,3252.0,3252.0,,,,,,
2009-12-01,0.0,0.0,0.0,,,,12742.0,144342.0,144342.0,3520.0,41375.0,41375.0,,,,,,
2010-01-01,0.0,0.0,0.0,,,,32810.0,355570.0,355570.0,6077.0,93386.0,93386.0,,,,,,
2010-02-01,0.0,0.0,0.0,,,,7877.0,82922.0,82922.0,1752.0,12499.0,12499.0,,,,,,
2010-03-01,-47.434000000000005,522.0,522.0,0.0,0.0,0.0,-186.566,2053.0,2053.0,0.0,0.0,0.0,,,,,,
2010-04-01,0.0,0.0,0.0,,,,-349.0,188.0,188.0,0.0,0.0,0.0,,,,,,
2010-05-01,0.0,0.0,0.0,,,,3560.0,44991.0,44991.0,1176.0,5642.0,5642.0,,,,,,
2010-06-01,0.0,0.0,0.0,,,,7362.0,89595.0,89595.0,2870.0,15238.0,15238.0,,,,,,
2010-07-01,0.0,0.0,0.0,,,,20751.0,234864.0,234864.0,10700.0,73611.0,73611.0,,,,,,
2010-08-01,0.0,0.0,0.0,,,,20756.0,235678.0,235678.0,10074.0,64117.0,64117.0,,,,,,
2010-09-01,325.509,3985.0,3985.0,127.801,0.0,0.0,4187.491,51260.0,51260.0,2044.199,12474.0,12474.0,,,,,,
2010-10-01,0.0,0.0,0.0,,,,1205.0,19005.0,19005.0,0.0,2508.0,2508.0,,,,,,
2010-11-01,0.0,0.0,0.0,,,,209.0,8041.0,8041.0,0.0,792.0,792.0,,,,,,
2010-12-01,0.0,0.0,0.0,,,,6090.0,74710.0,74710.0,308.0,9734.0,9734.0,,,,,,
2011-01-01,0.0,0.0,0.0,,,,80.0,6999.0,6999.0,132.0,1478.0,1478.0,,,,,,
2011-02-01,0.0,0.0,0.0,,,,2429.0,33056.0,33056.0,160.0,10970.0,10970.0,,,,,,
2011-03-01,0.0,0.0,0.0,,,,196.0,7471.0,7471.0,0.0,2908.0,2908.0,,,,,,
2011-04-01,0.0,0.0,0.0,,,,3385.0,41768.0,41768.0,1041.0,4154.0,4154.0,,,,,,
2011-05-01,0.0,0.0,0.0,,,,6457.0,77041.0,77041.0,2725.0,13385.0,13385.0,,,,,,
2011-06-01,0.0,0.0,0.0,,,,9077.0,106703.0,106703.0,4026.0,19857.0,19857.0,,,,,,
2011-07-01,0.0,0.0,0.0,,,,28505.0,323523.0,323523.0,14775.0,86568.0,86568.0,,,,,,
2011-08-01,0.0,0.0,0.0,,,,12134.0,143374.0,143374.0,6414.0,38581.0,38581.0,,,,,,
2011-09-01,0.0,0.0,0.0,,,,3181.0,40682.0,40682.0,1655.0,8662.0,8662.0,,,,,,
2011-10-01,0.0,0.0,0.0,,,,19503.0,224990.0,224990.0,3280.0,59588.0,59588.0,,,,,,
2011-11-01,0.0,0.0,0.0,,,,19931.0,239140.0,239140.0,486.0,64497.0,64497.0,,,,,,
2011-12-01,0.0,0.0,0.0,,,,19733.0,234861.0,234861.0,552.0,43785.0,43785.0,,,,,,
2012-01-01,0.0,0.0,0.0,,,,18928.0,231495.0,231495.0,89.0,68112.0,68112.0,,,,,,
2012-02-01,0.0,0.0,0.0,,,,20222.0,313084.0,313084.0,1301.0,66857.0,66857.0,,,,,,
2012-03-01,0.0,0.0,0.0,,,,4370.0,58807.0,58807.0,1236.0,4311.0,4311.0,,,,,,
2012-04-01,0.0,0.0,0.0,,,,9615.0,130820.0,130820.0,3754.0,20019.0,20019.0,,,,,,
2012-05-01,0.0,0.0,0.0,,,,20627.0,257954.0,257954.0,7334.0,20709.0,20709.0,,,,,,
2012-06-01,0.0,0.0,0.0,,,,24177.0,330892.0,330892.0,10188.0,54371.0,54371.0,,,,,,
2012-07-01,0.0,0.0,0.0,,,,41324.0,588840.0,588840.0,21890.0,121641.0,121641.0,,,,,,
2012-08-01,0.0,0.0,0.0,,,,19848.0,260522.0,260522.0,6926.0,29622.0,29622.0,,,,,,
2012-09-01,0.0,0.0,0.0,,,,6666.0,129813.0,129813.0,4112.0,18466.0,18466.0,,,,,,
2012-10-01,0.0,0.0,0.0,,,,16722.0,230906.0,230906.0,2213.0,37374.0,37374.0,,,,,,
2012-11-01,0.0,0.0,0.0,,,,10353.0,163427.0,163427.0,1375.0,38276.0,38276.0,,,,,,
2012-12-01,0.0,0.0,0.0,,,,546.0,16203.0,16203.0,0.0,3986.0,3986.0,,,,,,
2013-01-01,0.0,0.0,0.0,,,,17691.0,214183.0,214183.0,1478.0,86515.0,86515.0,,,,,,
2013-02-01,0.0,0.0,0.0,,,,20976.0,252281.0,252281.0,1015.0,98094.0,98094.0,,,,,,
2013-03-01,0.0,0.0,0.0,,,,24366.0,287859.0,287859.0,1550.0,93782.0,93782.0,,,,,,
2013-04-01,0.0,0.0,0.0,,,,9830.0,118872.0,118872.0,3314.0,11490.0,11490.0,,,,,,
2013-05-01,0.0,0.0,0.0,,,,15906.0,183567.0,183567.0,7973.0,35974.0,35974.0,,,,,,
2013-06-01,0.0,0.0,0.0,,,,7071.0,86680.0,86680.0,3524.0,15324.0,15324.0,,,,,,
2013-07-01,0.0,0.0,0.0,,,,11165.0,130223.0,130223.0,6417.0,33255.0,33255.0,,,,,,
2013-08-01,0.0,0.0,0.0,,,,11513.0,137426.0,137426.0,6060.0,28492.0,28492.0,,,,,,
2013-09-01,0.0,0.0,0.0,,,,5898.0,73767.0,73767.0,3374.0,17008.0,17008.0,,,,,,
2013-10-01,0.0,0.0,0.0,,,,9541.0,111129.0,111129.0,1730.0,7086.0,7086.0,,,,,,
2013-11-01,0.0,0.0,0.0,,,,7539.0,88905.0,88905.0,829.0,3399.0,3399.0,,,,,,
2013-12-01,0.0,0.0,0.0,,,,7990.0,98710.0,98710.0,1387.0,21490.0,21490.0,,,,,,
2014-01-01,0.0,0.0,0.0,,,,12749.0,148028.0,148028.0,2769.0,31493.0,36410.0,,,,,,
2014-02-01,0.0,0.0,0.0,,,,5711.0,72152.0,72152.0,1558.0,11205.0,11205.0,,,,,,
2014-03-01,658.463,8864.0,8864.0,196.698,0.0,0.0,2920.537,39313.0,39313.0,996.302,5582.0,5582.0,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,4818.0,59222.0,59222.0,2049.0,8675.0,8675.0,,,,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,7148.0,87676.0,87676.0,3190.0,11710.0,11710.0,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,5282.0,66679.0,66679.0,2466.0,9909.0,9909.0,,,,,,
2014-07-01,358.878,4703.0,4703.0,165.698,0.0,0.0,3314.122,43426.0,43426.0,1887.302,10135.0,10135.0,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9029.0,108478.0,108478.0,4417.0,19230.0,19230.0,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2553.0,33429.0,33429.0,1698.0,9464.0,9464.0,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,4464.0,53422.0,53422.0,1227.0,6422.0,6422.0,,,,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6031.0,71947.0,71947.0,1383.0,10345.0,10345.0,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,278.0,7856.0,7856.0,59.0,322.0,322.0,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,17811.0,17811.0,344.0,3912.0,4469.0,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,19229.0,213540.0,213540.0,6015.0,68411.0,72210.0,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,11720.0,139181.0,139181.0,1126.0,12806.0,32353.0,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,17245.0,17245.0,510.0,4582.0,4582.0,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,6956.0,82277.0,82277.0,4815.0,31426.0,31426.0,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,13339.0,152762.0,152762.0,9934.0,67348.0,67348.0,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,7541.0,146310.0,146310.0,9659.0,66952.0,66952.0,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,5977.0,117956.0,117956.0,7746.0,53140.0,53140.0,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,16554.0,243962.0,243962.0,13848.0,85137.0,85137.0,,,,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,13979.0,172725.0,172725.0,7252.0,41179.0,41179.0,,,,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,10506.0,127285.0,127285.0,5188.0,44757.0,44757.0,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,29532.0,337597.0,337597.0,12838.0,115271.0,115271.0,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,40642.0,330556.0,456248.0,14650.0,108665.0,178367.0,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,39272.0,319126.0,439252.0,16831.0,124842.0,161338.0,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,30587.0,252362.0,343960.0,16787.0,124516.0,134175.0,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,32135.0,281949.0,370958.0,18926.0,129813.0,129813.0,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,36732.0,368637.0,453194.0,26123.0,157479.0,157479.0,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,26672.0,291776.0,370373.0,22719.0,146088.0,146088.0,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,23885.0,282561.0,356573.0,22183.0,141877.0,141877.0,,,,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,25081.0,296686.0,373815.0,23793.0,153068.0,153068.0,,,,,,
2016-09-01,2.987,45.0,46.0,1.784,0.0,0.0,15666.013,191961.0,239173.0,11961.216,66623.0,66623.0,,,,,,
2016-10-01,45.595,541.0,644.0,11.976,0.0,0.0,10413.405,103191.0,147106.0,3290.024,24403.0,29841.0,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,17024.0,154040.0,207580.0,7510.0,50376.0,50376.0,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,32897.0,271388.0,380720.0,5799.0,43013.0,106329.0,,,,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,25463.0,212731.0,305030.0,2419.0,17943.0,40755.0,,,,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,20541.0,173211.0,248458.0,1816.0,13470.0,34660.0,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,30104.0,248742.0,349524.0,9033.0,67001.0,68608.0,,,,,,
2017-04-01,68.056,784.0,864.0,23.762,0.0,0.0,17032.944,183143.0,216353.0,6399.238,16447.0,16447.0,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,19813.0,226131.0,266195.0,8773.0,26105.0,26105.0,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,17034.0,214895.0,258612.0,11119.0,51004.0,51004.0,,,,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,17535.0,225425.0,276179.0,14517.0,81202.0,81202.0,,,,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,15096.0,192912.0,233314.0,9872.0,45453.0,45453.0,,,,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,13237.0,166239.0,199918.0,9128.0,45008.0,45008.0,,,,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,9462.0,102974.0,124533.0,3053.0,4830.0,4830.0,,,,,,
2017-11-01,31.6,295.0,390.0,3.519,0.0,0.0,22301.4,190479.0,275136.0,2656.481,19190.0,19190.0,,,,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,25187.0,210825.0,307311.0,1994.0,14790.0,50320.0,,,,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,32325.0,266499.0,381863.0,5169.0,38340.0,78255.0,,,,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,19203.0,164273.0,234976.0,1921.0,14249.0,46594.0,,,,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,14763.0,128981.0,185515.0,438.0,3249.0,19613.0,,,,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,11827.0,107307.0,147627.0,5067.0,37584.0,41636.0,,,,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,12779.0,166259.0,205721.0,12122.0,72307.0,72307.0,,,,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,17061.0,229922.0,275572.0,13206.0,63428.0,63428.0,,,,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,20680.0,264309.0,320901.0,17640.0,96236.0,96236.0,,,,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,19683.0,260998.0,314815.0,16205.0,83036.0,83036.0,,,,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,13734.0,175530.0,212521.0,11467.0,60773.0,60773.0,,,,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,12755.0,129283.0,164406.0,3053.0,6611.0,6611.0,,,,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,21659.0,183321.0,262561.0,2322.0,17223.0,37150.0,,,,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,23346.0,197006.0,290618.0,1750.0,12980.0,53514.0,,,,,,
2019-01-01,1230.775,10802.0,15248.0,77.624,0.0,0.0,26180.225,217518.0,324335.0,2103.376,15602.0,88829.0,,,,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,20009.0,166498.0,245374.0,2239.0,16608.0,50202.0,,,,,,
2019-03-01,0.477,5.0,6.0,0.082,0.0,0.0,28445.523,234638.0,340064.0,5740.918,42583.0,59882.0,,,,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,9772.0,95044.0,120910.0,3638.0,15764.0,15764.0,,,,,,
2019-05-01,392.014,5162.0,5683.0,168.802,0.0,0.0,10855.986,126937.0,157376.0,5285.198,20557.0,20557.0,,,,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9195.0,128174.0,144619.0,6364.0,20136.0,20136.0,,,,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,27901.0,366681.0,417328.0,22651.0,108098.0,108098.0,,,,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,27062.0,360105.0,414602.0,22929.0,116855.0,116855.0,,,,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,29068.0,371093.0,428628.0,20790.0,95773.0,95773.0,,,,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,19039.0,205804.0,245175.0,11497.0,54613.0,54613.0,,,,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,26140.0,218435.0,313995.0,3747.0,27793.0,46535.0,,,,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,23810.0,199031.0,283662.0,3573.0,26502.0,49141.0,,,,,,
2020-01-01,2265.818,21535.0,28426.0,399.493,0.0,0.0,29215.182,239471.0,366520.0,6185.507,45880.0,73609.0,,,,,,
2020-02-01,2526.449,24578.0,31823.0,525.09,0.0,0.0,27629.551,226197.0,348021.0,7238.91,53694.0,90693.0,,,,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,32678.0,286749.0,373463.0,10023.0,52130.0,52130.0,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,20594.0,209020.0,248746.0,6133.0,9133.0,9133.0,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,16703.0,198047.0,227711.0,8349.0,23422.0,23422.0,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,20702.0,256898.0,305520.0,16149.0,80259.0,80259.0,,,,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,34389.0,449344.0,536079.0,28274.0,133885.0,133885.0,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,21164.0,280692.0,327567.0,15461.0,63475.0,63475.0,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,6225.0,80023.0,93004.0,3280.0,8711.0,8711.0,,,,,,
2020-10-01,76.08,780.0,912.0,18.34,0.0,0.0,14873.92,133613.0,178299.0,4031.66,22188.0,22188.0,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,11177.0,97450.0,140650.0,1152.0,8545.0,14458.0,,,,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,29079.0,241340.0,342076.0,4018.0,29803.0,65203.0,,,,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,25725.0,215238.0,310561.0,1607.0,11920.0,57023.0,,,,,,
2021-02-01,9.136,81.0,108.0,0.768,0.0,0.0,25175.864,206433.0,298443.0,2485.232,18434.0,52232.0,,,,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,14427.0,123470.0,179469.0,1863.0,13819.0,23628.0,,,,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,6476.0,66029.0,86330.0,1613.0,6275.0,6275.0,,,,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4799.0,73125.0,87106.0,2892.0,8600.0,8600.0,,,,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,16650.0,226798.0,266014.0,12989.0,59505.0,59505.0,,,,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,18196.0,253567.0,297180.0,15298.0,72027.0,72027.0,,,,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17934.0,251245.0,299938.0,17406.0,92351.0,92351.0,,,,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,15650.0,197131.0,232371.0,11064.0,49267.0,49267.0,,,,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,18405.0,223407.0,265708.0,13634.0,65337.0,65337.0,,,,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,31872.0,276986.0,366050.0,11228.0,67737.0,67737.0,,,,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,41188.0,342439.0,470872.0,11103.0,69552.0,69552.0,,,,,,
