measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-07-01,,,,13356.981,153560.84,153560.84,10646.946,114080.78,114080.78
2005-08-01,,,,13836.385,159072.39,159072.39,11574.396,124018.3,124018.3
2005-09-01,,,,10528.624,121044.15,121044.15,10738.148,115058.0,115058.0
2005-10-01,,,,8411.086000000001,96699.5,96699.5,7705.881,82567.61,82567.61
2005-11-01,,,,7176.049,82500.68,82500.68,5122.724,54889.39,54889.39
2005-12-01,,,,7003.086,80512.19,80512.19,9015.027,96594.96,96594.96
2006-01-01,,,,8739.178,106453.0,106453.0,4650.941,57220.0,57220.0
2006-02-01,,,,10368.238,126297.0,126297.0,3416.5370000000003,42033.0,42033.0
2006-03-01,,,,11825.925,144053.0,144053.0,3051.418,37541.0,37541.0
2006-04-01,,,,13227.556,161126.0,161126.0,5041.321,62023.0,62023.0
2006-05-01,,,,15320.814,186625.0,186625.0,4885.916,60111.0,60111.0
2006-06-01,,,,19522.883,237811.0,237811.0,7112.217000000001,87501.0,87501.0
2006-07-01,,,,24544.523,298980.0,298980.0,7208.536,88686.0,88686.0
2006-08-01,,,,24854.061,302750.0,302750.0,11494.641,141417.0,141417.0
2006-09-01,,,,16910.759,205992.0,205992.0,5726.079000000001,70447.0,70447.0
2006-10-01,,,,15311.198,186508.0,186508.0,5542.409000000001,68188.0,68188.0
2006-11-01,,,,11370.946,138511.0,138511.0,4932.795,60688.0,60688.0
2006-12-01,,,,11853.919,144394.0,144394.0,3601.1910000000003,44305.0,44305.0
2007-01-01,,,,1701.553,19042.0,19042.0,13272.447,148529.0,148529.0
2007-02-01,,,,111.336,1269.0,1269.0,19056.664,217158.0,217158.0
2007-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,,,,75.0,1022.0,1022.0,0.0,0.0,0.0
2007-05-01,,,,10915.0,143077.0,143077.0,0.0,0.0,0.0
2007-06-01,,,,16278.929,209830.0,209830.0,6798.071,87625.0,87625.0
2007-07-01,,,,23366.0,300519.0,300519.0,0.0,0.0,0.0
2007-08-01,,,,28493.0,355878.0,355878.0,0.0,0.0,0.0
2007-09-01,,,,22887.041,301639.0,301639.0,141.959,1871.0,1871.0
2007-10-01,,,,3684.0,45450.0,45450.0,0.0,0.0,0.0
2007-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,,,,13961.0,193095.0,193095.0,0.0,0.0,0.0
2008-01-01,,,,22839.0,307342.0,307342.0,0.0,0.0,0.0
2008-02-01,,,,20862.0,276825.0,276825.0,0.0,0.0,0.0
2008-03-01,,,,12649.094000000001,158820.0,158820.0,4367.906,54843.0,54843.0
2008-04-01,,,,5456.0,68635.0,68635.0,0.0,0.0,0.0
2008-05-01,,,,8234.011,109388.0,109388.0,421.98900000000003,5606.0,5606.0
2008-06-01,,,,24061.0,296839.0,296839.0,0.0,0.0,0.0
2008-07-01,,,,23328.0,292490.0,292490.0,0.0,0.0,0.0
2008-08-01,,,,22594.0,284204.0,284204.0,0.0,0.0,0.0
2008-09-01,,,,21961.0,268907.0,268907.0,0.0,0.0,0.0
2008-10-01,,,,8220.0,93285.0,93285.0,0.0,0.0,0.0
2008-11-01,,,,233.18800000000002,2544.0,2544.0,6173.812,67359.0,67359.0
2008-12-01,,,,413.916,4195.0,4195.0,21116.084,213986.0,213986.0
2009-01-01,,,,282.812,3011.0,3011.0,17438.188000000002,185647.0,185647.0
2009-02-01,,,,162.02100000000002,1740.0,1740.0,4956.979,53238.0,53238.0
2009-03-01,,,,0.0,0.0,0.0,12847.0,143751.0,143751.0
2009-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,,,,156.88,1675.0,1675.0,2743.12,29285.0,29285.0
2009-06-01,,,,19413.877,245053.0,245053.0,984.123,12422.0,12422.0
2009-07-01,,,,21732.0,287589.0,287589.0,0.0,0.0,0.0
2009-08-01,,,,22787.0,294433.0,294433.0,0.0,0.0,0.0
2009-09-01,,,,14073.0,175410.0,175410.0,0.0,0.0,0.0
2009-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,,,,16627.0,211136.0,211136.0,0.0,0.0,0.0
2010-01-01,,,,12176.016,139470.0,139470.0,5345.984,61235.0,61235.0
2010-02-01,,,,23351.0,279189.0,279189.0,0.0,0.0,0.0
2010-03-01,,,,9213.0,110929.0,110929.0,0.0,0.0,0.0
2010-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,,,,11957.036,151339.0,151339.0,144.964,1835.0,1835.0
2010-06-01,,,,31840.0,380683.0,380683.0,0.0,0.0,0.0
2010-07-01,,,,37078.0,440315.0,440315.0,0.0,0.0,0.0
2010-08-01,,,,34245.0,412049.0,412049.0,0.0,0.0,0.0
2010-09-01,,,,22332.0,284365.0,284365.0,0.0,0.0,0.0
2010-10-01,,,,6667.0,75026.0,75026.0,0.0,0.0,0.0
2010-11-01,,,,809.0,14581.0,14581.0,0.0,0.0,0.0
2010-12-01,,,,17471.0,224223.0,224223.0,0.0,0.0,0.0
2011-01-01,,,,25997.0,325004.0,325004.0,0.0,0.0,0.0
2011-02-01,,,,10465.851,124816.0,124816.0,2232.149,26621.0,26621.0
2011-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,,,,17441.0,205488.0,205488.0,0.0,0.0,0.0
2011-05-01,,,,26021.0,299311.0,299311.0,0.0,0.0,0.0
2011-06-01,,,,27695.047,334623.0,334623.0,184.953,2235.0,2235.0
2011-07-01,,,,28365.0,376029.0,376029.0,0.0,0.0,0.0
2011-08-01,,,,36339.0,434051.0,434051.0,0.0,0.0,0.0
2011-09-01,,,,11193.0,140947.0,140947.0,0.0,0.0,0.0
2011-10-01,,,,9717.0,110882.0,110882.0,0.0,0.0,0.0
2011-11-01,,,,10785.0,143508.0,143508.0,0.0,0.0,0.0
2011-12-01,,,,23249.0,297169.0,297169.0,0.0,0.0,0.0
2012-01-01,,,,23169.0,297169.0,297169.0,0.0,0.0,0.0
2012-02-01,,,,20923.0,265695.0,265695.0,0.0,0.0,0.0
2012-03-01,,,,1366.0,14089.0,14089.0,0.0,0.0,0.0
2012-04-01,,,,11388.012,137881.0,137881.0,1025.988,12422.0,12422.0
2012-05-01,,,,31085.0,382988.0,382988.0,0.0,0.0,0.0
2012-06-01,,,,22647.0,301108.0,301108.0,0.0,0.0,0.0
2012-07-01,,,,22987.0,305795.0,305795.0,0.0,0.0,0.0
2012-08-01,,,,22321.0,298394.0,298394.0,0.0,0.0,0.0
2012-09-01,,,,21618.0,292036.0,292036.0,0.0,0.0,0.0
2012-10-01,,,,8988.0,120159.0,120159.0,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,,,,11777.0,149399.0,149399.0,0.0,0.0,0.0
2013-01-01,,,,22348.0,281382.0,281382.0,0.0,0.0,0.0
2013-02-01,,,,20187.0,254829.0,254829.0,0.0,0.0,0.0
2013-03-01,,,,13591.0,170551.0,170551.0,0.0,0.0,0.0
2013-04-01,,,,16126.0,199132.0,199132.0,0.0,0.0,0.0
2013-05-01,,,,21043.774,260024.0,260024.0,2225.226,27496.0,27496.0
2013-06-01,,,,21284.0,266039.0,266039.0,0.0,0.0,0.0
2013-07-01,,,,23153.0,289788.0,289788.0,0.0,0.0,0.0
2013-08-01,,,,20969.0,264560.0,264560.0,0.0,0.0,0.0
2013-09-01,,,,21665.0,277626.0,277626.0,0.0,0.0,0.0
2013-10-01,,,,12191.0,150022.0,150022.0,0.0,0.0,0.0
2013-11-01,,,,7966.0,99899.0,99899.0,0.0,0.0,0.0
2013-12-01,,,,13009.0,153096.0,153096.0,0.0,0.0,0.0
2014-01-01,,,,8353.0,104111.0,104111.0,0.0,0.0,0.0
2014-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,,,,535.0,10227.0,10227.0,0.0,0.0,0.0
2014-04-01,,,,15014.0,177190.0,177190.0,0.0,0.0,0.0
2014-05-01,,,,1865.0,24500.0,24500.0,0.0,0.0,0.0
2014-06-01,,,,19869.617,248814.0,248814.0,121.383,1520.0,1520.0
2014-07-01,,,,20831.0,262310.0,262310.0,0.0,0.0,0.0
2014-08-01,,,,23075.0,290010.0,290010.0,0.0,0.0,0.0
2014-09-01,,,,21086.0,255812.0,255812.0,0.0,0.0,0.0
2014-10-01,,,,5207.0,63169.0,63169.0,0.0,0.0,0.0
2014-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,,,,1595.0,20577.0,20577.0,0.0,0.0,0.0
2015-01-01,,,,5908.0,71609.0,71609.0,0.0,0.0,0.0
2015-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,,,,9729.0,116535.0,116535.0,0.0,0.0,0.0
2015-06-01,,,,18132.325,225920.0,225920.0,106.675,1329.0,1329.0
2015-07-01,,,,22582.0,276753.0,276753.0,0.0,0.0,0.0
2015-08-01,,,,15099.0,192479.0,192479.0,0.0,0.0,0.0
2015-09-01,,,,3856.0,48314.0,48314.0,0.0,0.0,0.0
2015-10-01,,,,13514.0,160136.0,160136.0,0.0,0.0,0.0
2015-11-01,,,,26.0,1965.0,1965.0,0.0,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,,,,18553.0,237670.0,237670.0,0.0,0.0,0.0
2016-07-01,,,,23109.0,308033.0,308033.0,0.0,0.0,0.0
2016-08-01,,,,9944.0,126126.0,126126.0,0.0,0.0,0.0
2016-09-01,,,,844.0,13199.0,13199.0,0.0,0.0,0.0
2016-10-01,,,,6855.0,90295.0,90295.0,0.0,0.0,0.0
2016-11-01,,,,2009.0,24093.0,24093.0,0.0,0.0,0.0
2016-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,,,,7342.0,95999.0,95999.0,0.0,0.0,0.0
2017-05-01,,,,23855.0,309658.0,309658.0,0.0,0.0,0.0
2017-06-01,,,,20834.0,268078.0,268078.0,0.0,0.0,0.0
2017-07-01,,,,1272.0,16572.0,16572.0,0.0,0.0,0.0
2017-08-01,,,,718.0,8640.0,8640.0,0.0,0.0,0.0
2017-09-01,,,,7960.0,105732.0,105732.0,0.0,0.0,0.0
2017-10-01,,,,5394.0,68310.0,68310.0,0.0,0.0,0.0
2017-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,,,,860.0,9673.0,9673.0,0.0,0.0,0.0
2018-01-01,,,,2391.0,33730.0,33730.0,0.0,0.0,0.0
2018-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,,,,19845.0,250252.0,250252.0,0.0,0.0,0.0
2018-04-01,,,,7826.0,96872.0,96872.0,0.0,0.0,0.0
2018-05-01,,,,6595.0,86158.0,86158.0,0.0,0.0,0.0
2018-06-01,,,,12391.0,142992.0,142992.0,0.0,0.0,0.0
2018-07-01,,,,6118.0,78641.0,78641.0,0.0,0.0,0.0
2018-08-01,,,,1460.0,17913.0,17913.0,0.0,0.0,0.0
2018-09-01,,,,4420.0,53491.0,53491.0,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,,,,1342.0,19845.0,19845.0,0.0,0.0,0.0
2019-02-01,,,,174.0,3995.0,3995.0,0.0,0.0,0.0
2019-03-01,,,,2657.0,34340.0,34340.0,0.0,0.0,0.0
2019-04-01,,,,79.0,2276.0,2276.0,0.0,0.0,0.0
2019-05-01,,,,7600.0,99841.0,99841.0,0.0,0.0,0.0
2019-06-01,,,,7935.0,98836.0,98836.0,0.0,0.0,0.0
2019-07-01,,,,5898.0,68146.0,68146.0,0.0,0.0,0.0
2019-08-01,,,,2296.0,32326.0,32326.0,0.0,0.0,0.0
2019-09-01,,,,4062.0,49978.0,49978.0,0.0,0.0,0.0
2019-10-01,,,,2030.0,25701.0,25701.0,0.0,0.0,0.0
2019-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,,,,801.0,10788.0,10788.0,0.0,0.0,0.0
2020-04-01,,,,5935.0,75121.0,75121.0,0.0,0.0,0.0
2020-05-01,,,,3722.0,47169.0,47169.0,0.0,0.0,0.0
2020-06-01,,,,793.0,10308.0,10308.0,0.0,0.0,0.0
2020-07-01,,,,1342.0,16872.0,16872.0,0.0,0.0,0.0
2020-08-01,,,,9191.0,114621.0,114621.0,0.0,0.0,0.0
2020-09-01,,,,7621.0,98870.0,98870.0,0.0,0.0,0.0
2020-10-01,,,,2157.0,25796.0,25796.0,0.0,0.0,0.0
2020-11-01,,,,3901.0,48170.0,48170.0,0.0,0.0,0.0
2020-12-01,,,,3070.0,40207.0,40207.0,0.0,0.0,0.0
2021-01-01,,,,884.0,12144.0,12144.0,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,,,,195.0,3470.0,3470.0,0.0,0.0,0.0
2021-05-01,,,,824.0,11207.0,11207.0,0.0,0.0,0.0
2021-06-01,,,,4164.0,49979.0,49979.0,0.0,0.0,0.0
2021-07-01,,,,1965.0,26257.0,26257.0,0.0,0.0,0.0
2021-08-01,,,,2368.0,30567.0,30567.0,0.0,0.0,0.0
2021-09-01,,,,215.0,1374.0,1374.0,0.0,0.0,0.0
2021-10-01,,,,171.0,2800.0,2800.0,0.0,0.0,0.0
2021-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,,,,2898.0,34787.0,34787.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,90.142,1307.0,1307.0,469.858,6812.0,6812.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,1005.0,13492.0,13492.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,12752.0,159493.0,159493.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,13902.0,181129.0,181129.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,4347.0,56242.0,56242.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,3028.0,39210.0,39210.0,0.0,0.0,0.0
2022-10-01,28.414,230.0,230.0,244.586,1980.0,1980.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,5355.0,62714.0,62714.0,0.0,0.0,0.0
2022-12-01,2445.442,32283.0,32283.0,2325.558,30700.0,30700.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,2090.0,27420.0,27420.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,644.0,8355.0,8355.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,3816.0,47561.0,47561.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,2678.0,28978.0,28978.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,11458.0,142067.0,142067.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,7549.0,93970.0,93970.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,10514.0,138940.0,138940.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,1961.0,16299.0,16299.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,398.0,5659.0,5659.0,0.0,0.0,0.0
2024-01-01,3343.318,41090.0,41090.0,570.682,7014.0,7014.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,424.0,5963.0,5963.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,981.0,12657.0,12657.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,1048.0,13201.0,13201.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,11374.0,145356.0,145356.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,8062.0,104745.0,104745.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,7793.0,101923.0,101923.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,5618.0,68148.0,68148.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,1201.0,17451.0,17451.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,1844.0,23462.0,23462.0,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0,1060.0,12792.0,12792.0,0.0,0.0,0.0
