measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2014-11-01,710.643,8682.0,8682.0
2014-12-01,736.189,8995.0,8995.0
2015-01-01,723.388,8728.0,8728.0
2015-02-01,627.771,7576.0,7576.0
2015-03-01,694.047,8375.0,8375.0
2015-04-01,691.876,8349.0,8349.0
2015-05-01,714.287,8619.0,8619.0
2015-06-01,715.25,8631.0,8631.0
2015-07-01,791.696,9554.0,9554.0
2015-08-01,782.301,9440.0,9440.0
2015-09-01,723.885,8735.0,8735.0
2015-10-01,751.555,9069.0,9069.0
2015-11-01,756.892,9133.0,9133.0
2015-12-01,787.052,9497.0,9497.0
2016-01-01,730.883,8976.0,8976.0
2016-02-01,685.759,8423.0,8423.0
2016-03-01,723.301,8883.0,8883.0
2016-04-01,720.943,8855.0,8855.0
2016-05-01,752.396,9241.0,9241.0
2016-06-01,710.74,8729.0,8729.0
2016-07-01,737.133,9053.0,9053.0
2016-08-01,746.215,9165.0,9165.0
2016-09-01,702.877,8633.0,8633.0
2016-10-01,688.324,8454.0,8454.0
2016-11-01,729.317,8957.0,8957.0
2016-12-01,764.112,9385.0,9385.0
2017-01-01,842.089,9272.0,9272.0
2017-02-01,769.711,8475.0,8475.0
2017-03-01,831.083,9151.0,9151.0
2017-04-01,776.938,8555.0,8555.0
2017-05-01,817.776,9005.0,9005.0
2017-06-01,804.051,8854.0,8854.0
2017-07-01,824.259,9076.0,9076.0
2017-08-01,828.101,9119.0,9119.0
2017-09-01,766.163,8436.0,8436.0
2017-10-01,784.314,8636.0,8636.0
2017-11-01,816.76,8994.0,8994.0
2017-12-01,849.755,9357.0,9357.0
2018-01-01,751.81,5126.0,5126.0
2018-02-01,707.63,4826.0,4826.0
2018-03-01,763.739,5208.0,5208.0
2018-04-01,713.564,4866.0,4866.0
2018-05-01,717.886,4896.0,4896.0
2018-06-01,727.096,4958.0,4958.0
2018-07-01,748.174,5102.0,5102.0
2018-08-01,751.192,5123.0,5123.0
2018-09-01,679.337,4633.0,4633.0
2018-10-01,742.85,5066.0,5066.0
2018-11-01,737.828,5031.0,5031.0
2018-12-01,771.894,5264.0,5264.0
2019-01-01,827.763,8047.0,8047.0
2019-02-01,745.374,7246.0,7246.0
2019-03-01,801.171,7789.0,7789.0
2019-04-01,755.643,7346.0,7346.0
2019-05-01,781.328,7595.0,7595.0
2019-06-01,788.218,7663.0,7663.0
2019-07-01,811.886,7893.0,7893.0
2019-08-01,823.983,8011.0,8011.0
2019-09-01,773.115,7516.0,7516.0
2019-10-01,793.941,7718.0,7718.0
2019-11-01,780.898,7591.0,7591.0
2019-12-01,829.68,8065.0,8065.0
2020-01-01,859.132,9789.0,9789.0
2020-02-01,786.438,8960.0,8960.0
2020-03-01,865.225,9858.0,9858.0
2020-04-01,813.621,9270.0,9270.0
2020-05-01,838.767,9556.0,9556.0
2020-06-01,768.93,8760.0,8760.0
2020-07-01,825.168,9402.0,9402.0
2020-08-01,835.579,9520.0,9520.0
2020-09-01,784.59,8939.0,8939.0
2020-10-01,794.623,9053.0,9053.0
2020-11-01,778.943,8874.0,8874.0
2020-12-01,829.984,9456.0,9456.0
2021-01-01,863.011,9010.0,9010.0
2021-02-01,758.965,7924.0,7924.0
2021-03-01,862.438,9005.0,9005.0
2021-04-01,807.455,8430.0,8430.0
2021-05-01,828.748,8653.0,8653.0
2021-06-01,799.406,8346.0,8346.0
2021-07-01,818.807,8549.0,8549.0
2021-08-01,810.88,8466.0,8466.0
2021-09-01,792.232,8272.0,8272.0
2021-10-01,795.924,8310.0,8310.0
2021-11-01,766.926,8007.0,8007.0
2021-12-01,853.208,8908.0,8908.0
2022-01-01,810.72,8761.0,8761.0
2022-02-01,738.779,7985.0,7985.0
2022-03-01,811.587,8772.0,8772.0
2022-04-01,764.499,8263.0,8263.0
2022-05-01,770.707,8330.0,8330.0
2022-06-01,778.071,8410.0,8410.0
2022-07-01,801.079,8658.0,8658.0
2022-08-01,787.821,8515.0,8515.0
2022-09-01,741.704,8017.0,8017.0
2022-10-01,770.402,8327.0,8327.0
2022-11-01,752.071,8129.0,8129.0
2022-12-01,779.56,8426.0,8426.0
2023-01-01,802.156,9068.0,9068.0
2023-02-01,713.381,8064.0,8064.0
2023-03-01,772.063,8727.0,8727.0
2023-04-01,716.31,8097.0,8097.0
2023-05-01,807.184,9124.0,9124.0
2023-06-01,782.083,8840.0,8840.0
2023-07-01,797.532,9015.0,9015.0
2023-08-01,797.01,9009.0,9009.0
2023-09-01,738.512,8348.0,8348.0
2023-10-01,792.642,8960.0,8960.0
2023-11-01,791.814,8950.0,8950.0
2023-12-01,850.313,9611.0,9611.0
2024-01-01,766.119,9790.0,9790.0
2024-02-01,712.708,9108.0,9108.0
2024-03-01,741.178,9472.0,9472.0
2024-04-01,690.295,8821.0,8821.0
2024-05-01,758.222,9689.0,9689.0
2024-06-01,704.862,9008.0,9008.0
2024-07-01,743.074,9496.0,9496.0
2024-08-01,762.686,9746.0,9746.0
2024-09-01,718.935,9187.0,9187.0
2024-10-01,734.564,9387.0,9387.0
2024-11-01,722.225,9229.0,9229.0
2024-12-01,736.132,9407.0,9407.0
