measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-11-01,11873.858,141319.0,141319.0,50.552,602.0,602.0,23862.591,284006.0,284006.0
2008-12-01,11575.427,136428.0,136428.0,39.38,464.0,464.0,35302.193,416071.0,416071.0
2009-01-01,11218.619,126575.0,126575.0,73.94800000000001,834.0,834.0,35321.433,398518.0,398518.0
2009-02-01,3723.029,42064.0,42064.0,46.853,529.0,529.0,30895.118,349067.0,349067.0
2009-03-01,308.688,3454.0,3454.0,33.938,380.0,380.0,35395.374,396071.0,396071.0
2009-04-01,0.0,0.0,0.0,9.308,104.0,104.0,33225.692,369691.0,369691.0
2009-05-01,0.0,0.0,0.0,23.519000000000002,265.0,265.0,19647.481,221117.0,221117.0
2009-06-01,5683.85,64620.0,64620.0,35.428000000000004,403.0,403.0,31288.722,355721.0,355721.0
2009-07-01,11112.527,128462.0,128462.0,19.412000000000003,224.0,224.0,31959.061,369449.0,369449.0
2009-08-01,1085.682,12549.0,12549.0,90.105,1041.0,1041.0,23769.213,274734.0,274734.0
2009-09-01,0.0,0.0,0.0,31.553,357.0,357.0,22558.447,255056.0,255056.0
2009-10-01,0.0,0.0,0.0,38.777,437.0,437.0,31422.222999999998,354357.0,354357.0
2009-11-01,0.0,0.0,0.0,44.192,489.0,489.0,33899.808,375183.0,375183.0
2009-12-01,6492.48,72119.0,72119.0,40.404,449.0,449.0,35130.116,390227.0,390227.0
2010-01-01,8113.427000000001,96652.0,96652.0,36.091,430.0,430.0,34663.482,412934.0,412934.0
2010-02-01,3801.443,44788.0,44788.0,55.724000000000004,657.0,657.0,29767.833,350722.0,350722.0
2010-03-01,0.0,0.0,0.0,19.209,221.0,221.0,35231.791,404932.0,404932.0
2010-04-01,0.0,0.0,0.0,5.488,64.0,64.0,31971.512,372344.0,372344.0
2010-05-01,0.0,0.0,0.0,25.830000000000002,308.0,308.0,15263.17,181961.0,181961.0
2010-06-01,5872.113,71610.0,71610.0,49.549,604.0,604.0,31327.338,382032.0,382032.0
2010-07-01,7996.12,98986.0,98986.0,51.158,633.0,633.0,31909.722,395017.0,395017.0
2010-08-01,10944.425,135790.0,135790.0,58.535000000000004,726.0,726.0,32757.04,406423.0,406423.0
2010-09-01,0.0,0.0,0.0,38.838,459.0,459.0,31871.162,376655.0,376655.0
2010-10-01,0.0,0.0,0.0,67.101,779.0,779.0,34679.899,402372.0,402372.0
2010-11-01,0.0,0.0,0.0,56.72,657.0,657.0,24844.28,287570.0,287570.0
2010-12-01,11528.295,137824.0,137824.0,114.20500000000001,1365.0,1365.0,34074.5,407369.0,407369.0
2011-01-01,13047.711,147765.0,147765.0,55.284,626.0,626.0,35117.005,397700.0,397700.0
2011-02-01,4438.014,50377.0,50377.0,37.952,431.0,431.0,24268.034,275472.0,275472.0
2011-03-01,0.0,0.0,0.0,14.455,161.0,161.0,35620.545,396337.0,396337.0
2011-04-01,0.0,0.0,0.0,17.396,195.0,195.0,24645.604,276686.0,276686.0
2011-05-01,1544.236,17662.0,17662.0,79.852,913.0,913.0,26198.912,299646.0,299646.0
2011-06-01,11545.405,134710.0,134710.0,44.306,517.0,517.0,31214.289,364205.0,364205.0
2011-07-01,12395.419,147579.0,147579.0,35.219,419.0,419.0,28121.362,334810.0,334810.0
2011-08-01,12501.84,147496.0,147496.0,20.935,247.0,247.0,33249.225,392272.0,392272.0
2011-09-01,774.311,8821.0,8821.0,10.085,115.0,115.0,32506.604,370296.0,370296.0
2011-10-01,0.0,0.0,0.0,31.975,362.0,362.0,27062.025,306266.0,306266.0
2011-11-01,0.0,0.0,0.0,5.162,57.0,57.0,33687.838,374852.0,374852.0
2011-12-01,0.0,0.0,0.0,2.067,23.0,23.0,36036.933,400591.0,400591.0
2012-01-01,0.0,0.0,0.0,8.124,92.0,92.0,35553.876,402402.0,402402.0
2012-02-01,0.0,0.0,0.0,10.107,115.0,115.0,31212.893,354980.0,354980.0
2012-03-01,0.0,0.0,0.0,5.961,69.0,69.0,11380.039,131664.0,131664.0
2012-04-01,-27.759,0.0,0.0,-0.175,0.0,0.0,-181.066,0.0,0.0
2012-05-01,0.0,0.0,0.0,66.987,1241.0,1241.0,676.013,12527.0,12527.0
2012-06-01,0.0,0.0,0.0,4.347,52.0,52.0,30036.653,357362.0,357362.0
2012-07-01,1797.285,22040.0,22040.0,115.285,1414.0,1414.0,31579.43,387263.0,387263.0
2012-08-01,497.811,5958.0,5958.0,43.218,517.0,517.0,30038.971,359508.0,359508.0
2012-09-01,0.0,0.0,0.0,15.808,184.0,184.0,30666.192,356748.0,356748.0
2012-10-01,0.0,0.0,0.0,12.486,144.0,144.0,19397.514,223201.0,223201.0
2012-11-01,0.0,0.0,0.0,32.468,368.0,368.0,32367.532,366670.0,366670.0
2012-12-01,0.0,0.0,0.0,11.689,132.0,132.0,32541.311,367988.0,367988.0
