measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Solar-Other Generation,Solar-Other Quantity Consumed For Electricity,Solar-Other Total Fuel Consumed,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed,"Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-07-01,0.0,0.0,0.0,,,,2754.0,43811.82,43811.82,18269.0,243553.05,243553.05,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2005-08-01,0.0,0.0,0.0,,,,2174.0,33047.46,33047.46,1561.0,22706.97,22706.97,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2005-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2005-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1300.0,18134.28,18134.28,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2005-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2005-12-01,0.0,0.0,0.0,,,,523.0,8876.72,8876.72,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2006-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,,,,2652.0,35447.0,35447.0,14868.0,194488.0,194488.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,,,,6378.0,89200.0,89200.0,28514.0,357889.0,357889.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,,,,195.0,2358.0,2358.0,2674.0,35688.0,35688.0,,,,0.0,0.0,0.0,,,,,,,53.0,526.0,526.0
2006-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,1600.0,20665.0,20665.0,,,,0.0,0.0,0.0,,,,,,,57.0,565.0,565.0
2006-10-01,0.0,0.0,0.0,,,,178.0,2606.0,2606.0,3383.0,44171.0,44171.0,,,,0.0,0.0,0.0,,,,,,,36.0,357.0,357.0
2006-11-01,0.0,0.0,0.0,,,,127.0,1944.0,1944.0,263.0,3693.0,3693.0,,,,0.0,0.0,0.0,,,,,,,24.0,238.0,238.0
2006-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,14.0,139.0,139.0
2007-01-01,0.0,0.0,0.0,,,,207.0,4211.0,4211.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1.0,10.0,10.0
2007-02-01,0.0,0.0,0.0,,,,93.0,1635.0,1635.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,55.0,544.0,544.0
2007-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,92.0,909.0,909.0
2007-04-01,0.0,0.0,0.0,,,,129.0,2534.0,2534.0,3417.0,44259.0,44259.0,,,,0.0,0.0,0.0,,,,,,,173.0,1710.0,1710.0
2007-05-01,0.0,0.0,0.0,,,,785.0,10206.0,10206.0,19459.0,250239.0,250239.0,,,,0.0,0.0,0.0,,,,,,,201.0,1987.0,1987.0
2007-06-01,0.0,0.0,0.0,,,,1303.0,17856.0,17856.0,11229.0,148238.0,148238.0,,,,0.0,0.0,0.0,,,,,,,207.0,2046.0,2046.0
2007-07-01,0.0,0.0,0.0,,,,5168.0,74425.0,74425.0,22185.0,282029.0,282029.0,,,,0.0,0.0,0.0,,,,,,,79.0,781.0,781.0
2007-08-01,0.0,0.0,0.0,,,,4819.0,62204.0,62204.0,18948.0,243934.0,243934.0,,,,0.0,0.0,0.0,,,,,,,94.0,929.0,929.0
2007-09-01,0.0,0.0,0.0,,,,1339.0,18632.0,18632.0,14301.0,185230.0,185230.0,,,,0.0,0.0,0.0,,,,,,,86.0,850.0,850.0
2007-10-01,0.0,0.0,0.0,,,,1427.0,21033.0,21033.0,7820.0,106056.0,106056.0,,,,0.0,0.0,0.0,,,,,,,51.0,504.0,504.0
2007-11-01,0.0,0.0,0.0,,,,1178.0,16975.0,16975.0,273.0,4245.0,4245.0,,,,0.0,0.0,0.0,,,,,,,21.0,208.0,208.0
2007-12-01,0.0,0.0,0.0,,,,1173.0,17040.0,17040.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,26.0,257.0,257.0
2008-01-01,0.0,0.0,0.0,,,,1623.0,25295.0,25295.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,23.0,227.0,227.0
2008-02-01,0.0,0.0,0.0,,,,166.0,2706.0,2706.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,62.0,611.0,611.0
2008-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,113.0,1114.0,1114.0
2008-04-01,0.0,0.0,0.0,,,,159.0,2183.0,2183.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,145.0,1429.0,1429.0
2008-05-01,0.0,0.0,0.0,,,,3851.0,51731.0,51731.0,1082.0,13858.0,13858.0,0.0,0.0,0.0,,,,,,,,,,114.0,1123.0,1123.0
2008-06-01,0.0,0.0,0.0,,,,1687.0,24461.0,24461.0,8324.0,114023.0,114023.0,,,,0.0,0.0,0.0,,,,,,,69.0,680.0,680.0
2008-07-01,,,,0.0,0.0,0.0,2916.0,38610.0,38610.0,10782.0,143002.0,143002.0,,,,0.0,0.0,0.0,,,,,,,47.0,463.0,463.0
2008-08-01,,,,0.0,0.0,0.0,2390.0,33067.0,33067.0,12314.0,160973.0,160973.0,,,,0.0,0.0,0.0,,,,,,,69.0,680.0,680.0
2008-09-01,,,,0.0,0.0,0.0,2420.0,33815.0,33815.0,3347.0,46461.0,46461.0,,,,0.0,0.0,0.0,,,,,,,67.0,660.0,660.0
2008-10-01,0.0,0.0,0.0,,,,1752.0,23511.0,23511.0,3776.0,50255.0,50255.0,0.0,0.0,0.0,,,,,,,,,,51.0,503.0,503.0
2008-11-01,0.0,0.0,0.0,,,,348.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,11.0,108.0,108.0
2008-12-01,0.0,0.0,0.0,,,,19398.0,300021.0,300021.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,3.0,30.0,30.0
2009-01-01,0.0,0.0,0.0,,,,120.0,1619.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,68.0,68.0
2009-02-01,0.0,0.0,0.0,,,,2864.0,44700.0,44700.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,34.0,332.0,332.0
2009-03-01,0.0,0.0,0.0,,,,4538.0,65564.0,65564.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,48.0,468.0,468.0
2009-04-01,0.0,0.0,0.0,,,,2472.0,35844.0,35844.0,1487.0,22962.0,22962.0,0.0,0.0,0.0,,,,,,,,,,48.0,468.0,468.0
2009-05-01,0.0,0.0,0.0,,,,1698.0,25661.0,25661.0,20127.0,263528.0,263528.0,0.0,0.0,0.0,,,,,,,,,,90.0,878.0,878.0
2009-06-01,0.0,0.0,0.0,,,,1494.0,23963.0,23963.0,4716.0,64413.0,64413.0,0.0,0.0,0.0,,,,,,,,,,9.0,88.0,88.0
2009-07-01,0.0,0.0,0.0,,,,2787.0,39140.0,39140.0,21443.0,273439.0,273439.0,0.0,0.0,0.0,,,,,,,,,,54.0,527.0,527.0
2009-08-01,0.0,0.0,0.0,,,,3632.0,50765.0,50765.0,13832.0,179057.0,179057.0,0.0,0.0,0.0,,,,,,,,,,106.0,1035.0,1035.0
2009-09-01,0.0,0.0,0.0,,,,715.0,9748.0,9748.0,3768.0,50461.0,50461.0,0.0,0.0,0.0,,,,,,,,,,72.0,703.0,703.0
2009-10-01,0.0,0.0,0.0,,,,1156.0,16887.0,16887.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,34.0,332.0,332.0
2009-11-01,0.0,0.0,0.0,,,,2648.0,38674.0,38674.0,406.0,5253.0,5253.0,0.0,0.0,0.0,,,,,,,,,,11.0,107.0,107.0
2009-12-01,0.0,0.0,0.0,,,,521.0,8319.0,8319.0,323.0,6434.0,6434.0,0.0,0.0,0.0,,,,,,,,,,16.0,156.0,156.0
2010-01-01,0.0,0.0,0.0,,,,90.0,1467.0,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2.0,20.0,20.0
2010-02-01,0.0,0.0,0.0,,,,388.0,6943.0,6943.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6.0,59.0,59.0
2010-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,22.0,215.0,215.0
2010-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,51.0,498.0,498.0
2010-05-01,0.0,0.0,0.0,,,,82.0,1290.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,97.0,946.0,946.0
2010-06-01,0.0,0.0,0.0,,,,147.0,2138.0,2138.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,57.0,556.0,556.0
2010-07-01,0.0,0.0,0.0,,,,1807.0,27293.0,27293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,34.0,332.0,332.0
2010-08-01,0.0,0.0,0.0,,,,3524.0,49860.0,49860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12.0,117.0,117.0
2010-09-01,0.0,0.0,0.0,,,,1774.0,31852.0,31852.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,41.0,400.0,400.0
2010-10-01,0.0,0.0,0.0,,,,268.0,4086.0,4086.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,33.0,322.0,322.0
2010-11-01,0.0,0.0,0.0,,,,69.0,1483.0,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12.0,117.0,117.0
2010-12-01,0.0,0.0,0.0,,,,224.0,3750.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1.0,10.0,10.0
2011-01-01,0.0,0.0,0.0,,,,5.0,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2.0,19.0,19.0
2011-02-01,0.0,0.0,0.0,,,,231.0,3910.0,3910.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,,,,108.0,1818.0,1818.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,4.0,39.0,39.0
2011-04-01,0.0,0.0,0.0,,,,6.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3.0,29.0,29.0
2011-05-01,0.0,0.0,0.0,,,,142.0,2099.0,2099.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,42.0,408.0,408.0
2011-06-01,0.0,0.0,0.0,,,,899.0,11471.0,11471.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,23.0,223.0,223.0
2011-07-01,0.0,0.0,0.0,,,,2817.0,34707.0,34707.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,,,,1604.0,22015.0,22015.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1.0,10.0,10.0
2011-09-01,0.0,0.0,0.0,,,,737.0,9705.0,9705.0,1140.0,17260.0,17260.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1.0,10.0,10.0
2011-10-01,0.0,0.0,0.0,,,,1756.0,23944.0,23944.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,145.0,1978.0,1978.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5.0,48.0,48.0
2012-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12.0,114.0,114.0
2012-03-01,0.0,0.0,0.0,,,,156.0,2226.0,2226.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,,,,1793.0,26276.0,26276.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,,,,2059.0,34459.0,34459.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,,,,4825.0,62768.0,62768.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,,,,1265.0,16321.0,16321.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,,,,4933.0,71749.0,71749.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,,,,971.0,14304.0,14304.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,,,,295.0,4353.0,4353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,,,,431.0,6052.0,6052.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,,,,1782.0,26192.0,26192.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,,188.0,3131.0,3131.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,,,,538.0,7765.0,7765.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,,,,894.0,10897.0,10897.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,,,,751.0,11532.0,11532.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,,,,2363.0,35514.0,35514.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,,,,3958.0,62275.0,62275.0,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,,,,4943.0,74350.0,74350.0,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,,,,1437.0,24206.0,24206.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-10-01,0.0,0.0,0.0,,,,494.0,8048.0,8048.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-11-01,0.0,0.0,0.0,,,,338.0,4909.0,4909.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2013-12-01,0.0,0.0,0.0,,,,85.0,1909.0,1909.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-01-01,0.0,0.0,0.0,,,,71.0,3539.0,3539.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-02-01,0.0,0.0,0.0,,,,172.0,3821.0,3821.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-03-01,0.0,0.0,0.0,,,,314.0,4726.0,4726.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-04-01,0.0,0.0,0.0,,,,1136.0,19929.0,19929.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-05-01,0.0,0.0,0.0,,,,487.0,9922.0,9922.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-06-01,0.0,0.0,0.0,,,,651.0,9773.0,9773.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-07-01,0.0,0.0,0.0,,,,5181.0,94003.0,94003.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-08-01,0.0,0.0,0.0,,,,486.0,7205.0,7205.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-09-01,0.0,0.0,0.0,,,,278.0,4280.0,4280.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-10-01,0.0,0.0,0.0,,,,605.0,8778.0,8778.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-11-01,0.0,0.0,0.0,,,,1367.0,20568.0,20568.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2014-12-01,0.0,0.0,0.0,,,,224.0,4383.0,4383.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-01-01,0.0,0.0,0.0,,,,235.0,3428.0,3428.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-02-01,0.0,0.0,0.0,,,,908.0,12366.0,12366.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-03-01,0.0,0.0,0.0,,,,192.0,4626.0,4626.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-04-01,0.0,0.0,0.0,,,,1364.0,20941.0,20941.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-05-01,0.0,0.0,0.0,,,,840.0,12874.0,12874.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-06-01,0.0,0.0,0.0,,,,2897.0,53294.0,53294.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-07-01,0.0,0.0,0.0,,,,753.0,10436.0,10436.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-08-01,0.0,0.0,0.0,,,,5203.0,76967.0,76967.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-09-01,0.0,0.0,0.0,,,,1302.0,19301.0,19301.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-10-01,0.0,0.0,0.0,,,,2456.0,37797.0,37797.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-11-01,0.0,0.0,0.0,,,,942.0,13873.0,13873.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-12-01,0.0,0.0,0.0,,,,1052.0,18770.0,18770.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-01-01,0.0,0.0,0.0,,,,288.0,4190.0,4190.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-02-01,0.0,0.0,0.0,,,,656.0,9327.0,9327.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-03-01,0.0,0.0,0.0,,,,1760.0,26982.0,26982.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
