measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2004-07-01,,,,0.0,0.0,0.0,2.0,64.0,64.0,,,,,,,67955.0,797691.0,797691.0
2004-08-01,,,,0.0,0.0,0.0,2.0,64.0,64.0,,,,,,,60928.0,730481.0,730481.0
2004-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,63990.0,705714.0,705714.0
2004-10-01,,,,0.0,0.0,0.0,2.0,64.0,64.0,,,,,,,53971.0,674864.0,674864.0
2004-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,39456.0,490085.0,490085.0
2004-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,58536.0,675425.0,675425.0
2005-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,74716.0,869393.66,869393.66
2005-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,58210.0,650073.47,650073.47
2005-03-01,,,,0.0,0.0,0.0,11.0,406.0,406.0,,,,,,,17408.0,211576.71,211576.71
2005-04-01,,,,0.0,0.0,0.0,2.0,63.8,63.8,,,,,,,25978.0,315912.06,315912.06
2005-05-01,,,,0.0,0.0,0.0,2.0,63.8,63.8,,,,,,,70915.0,807377.81,807377.81
2005-06-01,,,,0.0,0.0,0.0,14.0,153.14,153.14,,,,,,,89050.0,1009301.88,1009301.88
2005-07-01,,,,0.0,0.0,0.0,5.0,197.2,197.2,,,,,,,104230.0,1194648.9,1194648.9
2005-08-01,,,,0.0,0.0,0.0,2.0,63.8,63.8,,,,,,,105382.0,1203627.23,1203627.23
2005-09-01,,,,0.0,0.0,0.0,2.0,63.8,63.8,,,,,,,76164.0,914413.12,914413.12
2005-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,62450.0,728048.08,728048.08
2005-11-01,,,,7.0,261.0,261.0,0.0,0.0,0.0,,,,,,,23771.0,286065.38,286065.38
2005-12-01,,,,99.0,1247.0,1247.0,0.0,0.0,0.0,,,,,,,19365.0,243176.11,243176.11
2006-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6137.0,88484.0,88484.0
2006-02-01,,,,16.0,597.0,597.0,0.0,0.0,0.0,,,,,,,67432.0,763857.0,763857.0
2006-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,67996.0,751152.0,751152.0
2006-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,23555.0,287763.0,287763.0
2006-05-01,,,,2.0,75.0,75.0,0.0,0.0,0.0,,,,,,,72056.0,835153.0,835153.0
2006-06-01,,,,2.0,46.0,46.0,0.0,0.0,0.0,,,,,,,52680.0,624501.0,624501.0
2006-07-01,,,,2.0,75.0,75.0,0.0,0.0,0.0,,,,,,,92084.0,1087604.0,1087604.0
2006-08-01,,,,2.0,93.0,93.0,0.0,0.0,0.0,,,,,,,82645.0,998404.0,998404.0
2006-09-01,,,,0.0,75.0,75.0,0.0,0.0,0.0,,,,,,,46297.0,582247.0,582247.0
2006-10-01,,,,2.0,87.0,87.0,0.0,0.0,0.0,,,,,,,81638.0,941224.0,941224.0
2006-11-01,,,,2.0,75.0,75.0,0.0,0.0,0.0,,,,,,,29852.0,347384.0,347384.0
2006-12-01,,,,6.0,232.0,232.0,0.0,0.0,0.0,,,,,,,25878.0,357519.0,357519.0
2007-01-01,,,,0.0,81.0,81.0,0.0,0.0,0.0,,,,,,,75675.0,859225.0,859225.0
2007-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,32295.0,374848.0,374848.0
2007-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2638.0,39571.0,39571.0
2007-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2007-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4321.0,70410.0,70410.0
2007-06-01,,,,0.0,75.0,75.0,0.0,0.0,0.0,,,,,,,41694.0,519032.0,519032.0
2007-07-01,,,,0.0,75.0,75.0,0.0,0.0,0.0,,,,,,,84941.0,970417.0,970417.0
2007-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,106342.0,1213704.0,1213704.0
2007-09-01,,,,0.0,0.0,0.0,6.022,70.0,70.0,,,,,,,77454.978,895240.0,895240.0
2007-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,73006.001,841213.0,841213.0
2007-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,99818.0,1090178.0,1090178.0
2007-12-01,,,,0.0,99.0,99.0,0.0,0.0,0.0,,,,,,,64891.0,769866.0,769866.0
2008-01-01,,,,0.0,0.0,0.0,,,,,,,,,,53230.0,631596.0,631596.0
2008-02-01,,,,0.0,6.0,6.0,48.332,631.0,631.0,0.0,0.0,0.0,,,,48957.668,639574.0,639574.0
2008-03-01,,,,0.0,6.0,6.0,58.83,718.0,718.0,0.0,0.0,0.0,,,,47750.17,582369.0,582369.0
2008-04-01,,,,0.0,11.0,11.0,271.13,3725.0,3725.0,5237.0,0.0,0.0,,,,47318.87,650150.0,650150.0
2008-05-01,,,,0.0,11.0,11.0,50.417,580.0,580.0,2449.0,30963.0,30963.0,,,,61667.583,709110.0,709110.0
2008-06-01,,,,,,,0.0,0.0,0.0,13729.0,171238.0,171238.0,0.0,0.0,0.0,76231.0,878838.0,878838.0
2008-07-01,,,,,,,64.73400000000001,725.0,725.0,5583.0,69285.0,69285.0,0.0,0.0,0.0,121228.266,1357732.0,1357732.0
2008-08-01,,,,0.0,0.0,0.0,93.991,1076.0,1076.0,3404.0,42935.0,42935.0,,,,86322.009,988207.0,988207.0
2008-09-01,,,,0.0,0.0,0.0,,,,4680.0,55700.0,55700.0,,,,61135.0,717913.0,717913.0
2008-10-01,,,,0.0,0.0,0.0,,,,1012.0,13228.0,13228.0,,,,67677.0,837817.0,837817.0
2008-11-01,,,,0.0,0.0,0.0,,,,2172.0,28793.0,28793.0,,,,27646.0,324541.0,324541.0
2008-12-01,,,,0.0,0.0,0.0,,,,2380.0,31731.0,31731.0,,,,53398.0,658130.0,658130.0
2009-01-01,,,,0.0,0.0,0.0,,,,2966.0,41568.0,41568.0,,,,57164.0,701277.0,701277.0
2009-02-01,,,,0.0,0.0,0.0,,,,677.0,8811.0,8811.0,,,,40882.0,518997.0,518997.0
2009-03-01,,,,0.0,0.0,0.0,,,,0.0,100.0,100.0,,,,66395.0,781607.0,781607.0
2009-04-01,,,,0.0,69.0,69.0,,,,2029.0,26909.0,26909.0,,,,54789.0,651930.0,651930.0
2009-05-01,,,,0.0,22.0,22.0,,,,2278.0,29119.0,29119.0,,,,59084.0,693219.0,693219.0
2009-06-01,,,,0.0,52.0,52.0,32.854,420.0,420.0,6870.0,85774.0,85774.0,,,,83468.146,1066400.0,1066400.0
2009-07-01,,,,0.0,52.0,52.0,,,,3839.0,49758.0,49758.0,,,,104966.0,1260198.0,1260198.0
2009-08-01,,,,0.0,259.0,259.0,,,,846.0,10947.0,10947.0,,,,79473.0,918290.0,918290.0
2009-09-01,,,,0.0,268.0,268.0,,,,4615.0,60979.0,60979.0,,,,59399.0,715777.0,715777.0
2009-10-01,,,,0.0,0.0,0.0,,,,1707.0,22390.0,22390.0,,,,7122.0,94891.0,94891.0
2009-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,51429.0,641696.0,641696.0
2009-12-01,,,,0.0,0.0,0.0,,,,3586.0,48676.0,48676.0,,,,70764.0,930879.0,930879.0
2010-01-01,,,,0.0,51.0,51.0,668.061,8342.0,8342.0,5905.0,74486.0,74486.0,,,,69834.939,872053.0,872053.0
2010-02-01,,,,0.0,0.0,0.0,41.457,514.0,514.0,255.0,3605.0,3605.0,,,,45873.543,568653.0,568653.0
2010-03-01,,,,0.0,23.0,23.0,,,,2418.0,31068.0,31068.0,,,,55524.0,676280.0,676280.0
2010-04-01,,,,0.0,11.0,11.0,0.923,11.0,11.0,1552.0,20788.0,20788.0,,,,17163.077,212306.0,212306.0
2010-05-01,,,,0.0,51.0,51.0,373.879,4505.0,4505.0,4751.0,60554.0,60554.0,,,,67019.121,807570.0,807570.0
2010-06-01,,,,0.0,0.0,0.0,,,,5766.0,72326.0,72326.0,,,,80974.0,1051092.0,1051092.0
2010-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,5917.0,73668.0,73668.0,,,,99257.0,1226696.0,1226696.0
2010-08-01,,,,0.0,64.0,64.0,31.238000000000003,370.0,370.0,13708.0,170273.0,170273.0,,,,120268.762,1423813.0,1423813.0
2010-09-01,,,,0.0,29.0,29.0,,,,1815.0,22610.0,22610.0,,,,77488.0,978150.0,978150.0
2010-10-01,,,,0.0,17.0,17.0,,,,1735.0,22266.0,22266.0,,,,69062.0,867942.0,867942.0
2010-11-01,,,,0.0,17.0,17.0,,,,0.0,1.0,1.0,,,,42898.0,538190.0,538190.0
2010-12-01,,,,0.0,17.0,17.0,,,,2144.0,27504.0,27504.0,,,,46461.0,569271.0,569271.0
2011-01-01,,,,0.0,17.0,17.0,,,,2103.0,28708.0,28708.0,,,,50768.0,680004.0,680004.0
2011-02-01,,,,0.0,40.0,40.0,443.377,5528.0,5528.0,9782.0,130459.0,130459.0,,,,61859.623,771214.0,771214.0
2011-03-01,,,,0.0,12.0,12.0,220.326,2753.0,2753.0,4337.0,51383.0,51383.0,,,,60857.674,760431.0,760431.0
2011-04-01,,,,0.0,12.0,12.0,121.998,1485.0,1485.0,3564.0,46038.0,46038.0,,,,48536.002,590640.0,590640.0
2011-05-01,,,,0.0,64.0,64.0,178.767,3169.0,3169.0,3747.0,48258.0,48258.0,,,,16288.233,288716.0,288716.0
2011-06-01,,,,0.0,46.0,46.0,,,,9279.0,119960.0,119960.0,,,,71061.0,907209.0,907209.0
2011-07-01,,,,0.0,0.0,0.0,,,,18822.0,235952.0,235952.0,,,,135640.0,1647701.0,1647701.0
2011-08-01,,,,0.0,17.0,17.0,,,,21710.0,272479.0,272479.0,,,,139284.0,1708071.0,1708071.0
2011-09-01,,,,0.0,0.0,0.0,129.538,1592.0,1592.0,4036.0,50760.0,50760.0,,,,65420.462,804077.0,804077.0
2011-10-01,,,,0.0,0.0,0.0,,,,1808.0,23408.0,23408.0,,,,63190.0,743823.0,743823.0
2011-11-01,,,,0.0,0.0,0.0,5.109,68.0,68.0,1436.0,19259.0,19259.0,,,,46405.891,617584.0,617584.0
2011-12-01,,,,0.0,0.0,0.0,,,,229.0,3076.0,3076.0,,,,41580.0,581894.0,581894.0
2012-01-01,,,,0.0,0.0,0.0,40.436,533.0,533.0,2980.0,37915.0,37915.0,,,,41014.564,540220.0,540220.0
2012-02-01,,,,0.0,0.0,0.0,230.587,3077.0,3077.0,1905.0,24663.0,24663.0,,,,55073.413,734825.0,734825.0
2012-03-01,,,,0.0,0.0,0.0,41.221,504.0,504.0,781.0,9787.0,9787.0,,,,98405.779,1203825.0,1203825.0
2012-04-01,,,,0.0,0.0,0.0,,,,6056.0,76053.0,76053.0,,,,94087.0,1170906.0,1170906.0
2012-05-01,,,,0.0,0.0,0.0,,,,17237.0,215028.0,215028.0,,,,57023.0,739715.0,739715.0
2012-06-01,,,,0.0,0.0,0.0,131.957,1643.0,1643.0,5379.0,67650.0,67650.0,,,,93779.043,1167749.0,1167749.0
2012-07-01,,,,0.0,17.0,17.0,,,,9924.0,124535.0,124535.0,,,,91658.0,1119996.0,1119996.0
2012-08-01,,,,0.0,0.0,0.0,,,,9237.0,115505.0,115505.0,,,,86720.0,1029039.0,1029039.0
2012-09-01,,,,0.0,0.0,0.0,,,,7804.0,98147.0,98147.0,,,,40421.0,550163.0,550163.0
2012-10-01,,,,0.0,819.0,819.0,,,,535.0,6814.0,6814.0,,,,52740.0,672847.0,672847.0
2012-11-01,,,,0.0,0.0,0.0,,,,0.0,5.0,5.0,,,,36164.0,500056.0,500056.0
2012-12-01,,,,,,,0.0,0.0,0.0,1211.0,16347.0,16347.0,,,,28757.0,423064.0,423064.0
2013-01-01,,,,0.0,369.0,369.0,,,,0.0,0.0,0.0,,,,31672.0,475446.0,475446.0
2013-02-01,,,,0.0,17.0,17.0,,,,436.0,5971.0,5971.0,,,,23314.0,300070.0,300070.0
2013-03-01,,,,0.0,17.0,17.0,,,,1100.0,14335.0,14335.0,,,,31459.0,435445.0,435445.0
2013-04-01,,,,0.0,0.0,0.0,,,,1892.0,24571.0,24571.0,,,,8916.0,151311.0,151311.0
2013-05-01,,,,0.0,17.0,17.0,,,,1230.0,17209.0,17209.0,,,,19616.0,286916.0,286916.0
2013-06-01,,,,0.0,6.0,6.0,,,,6181.0,81210.0,81210.0,,,,62646.0,798937.0,798937.0
2013-07-01,,,,0.0,12.0,12.0,,,,2014.0,25741.0,25741.0,,,,53427.0,702424.0,702424.0
2013-08-01,,,,0.0,17.0,17.0,,,,1231.0,15595.0,15595.0,,,,67372.0,818826.0,818826.0
2013-09-01,,,,0.0,17.0,17.0,,,,965.0,12384.0,12384.0,,,,44658.0,595984.0,595984.0
2013-10-01,,,,0.0,29.0,29.0,,,,1000.0,13255.0,13255.0,,,,41914.0,563102.0,563102.0
2013-11-01,,,,0.0,0.0,0.0,,,,3351.0,43032.0,43032.0,,,,34715.0,438406.0,438406.0
2013-12-01,,,,0.0,0.0,0.0,,,,444.0,7031.0,7031.0,,,,30470.0,424067.0,424067.0
2014-01-01,,,,0.0,0.0,0.0,,,,2909.0,36772.0,36772.0,,,,41200.0,599273.0,599273.0
2014-02-01,,,,0.0,0.0,0.0,,,,1715.0,22597.0,22597.0,,,,39379.0,571101.0,571101.0
2014-03-01,,,,0.0,0.0,0.0,,,,4747.0,55748.0,55748.0,,,,9888.0,123002.0,123002.0
2014-04-01,,,,0.0,0.0,0.0,,,,4420.0,54336.0,54336.0,,,,3711.0,72779.0,72779.0
2014-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,5089.0,61557.0,61557.0,,,,13132.0,156885.0,156885.0
2014-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1906.0,23758.0,23758.0,,,,23741.0,329691.0,329691.0
2014-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2452.0,30460.0,30460.0,,,,33479.0,469029.0,469029.0
2014-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,21902.0,21902.0,,,,51363.0,667101.0,667101.0
2014-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,719.0,9133.0,9133.0,,,,29142.0,410596.0,410596.0
2014-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,465.0,5822.0,5822.0,,,,33853.0,493413.0,493413.0
2014-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2244.0,26862.0,26862.0,,,,25255.0,348417.0,348417.0
2014-12-01,,,,,,,0.0,0.0,0.0,879.0,13067.0,13067.0,,,,18965.0,293082.0,293082.0
2015-01-01,,,,,,,0.0,0.0,0.0,4219.0,51071.0,51071.0,,,,30698.0,450469.0,450469.0
2015-02-01,,,,,,,0.0,0.0,0.0,5160.0,61179.0,61179.0,,,,18097.0,256447.0,256447.0
2015-03-01,,,,,,,0.0,0.0,0.0,929.0,11006.0,11006.0,,,,15019.0,232244.0,232244.0
2015-04-01,,,,,,,0.0,0.0,0.0,3527.0,43557.0,43557.0,,,,5205.0,80488.0,80488.0
2015-05-01,,,,,,,0.0,0.0,0.0,401.0,4940.0,4940.0,,,,10653.0,169446.0,169446.0
2015-06-01,,,,,,,0.0,0.0,0.0,2939.0,40274.0,40274.0,,,,30447.0,412520.0,412520.0
2015-07-01,,,,,,,0.0,0.0,0.0,5990.0,73241.0,73241.0,,,,51423.0,700806.0,700806.0
2015-08-01,,,,,,,0.0,0.0,0.0,3839.0,48313.0,48313.0,,,,50835.0,741670.0,741670.0
2015-09-01,,,,,,,0.0,0.0,0.0,1379.0,16940.0,16940.0,,,,52701.0,708247.0,708247.0
2015-10-01,,,,,,,0.0,0.0,0.0,916.0,10795.0,10795.0,,,,17977.0,240275.0,240275.0
2015-11-01,0.0,0.0,0.0,,,,,,,3012.0,36917.0,36917.0,,,,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,,,,,,,6158.0,71177.0,71177.0,,,,1712.0,33632.0,33632.0
2016-01-01,,,,,,,0.0,0.0,0.0,2014.0,23940.0,23940.0,,,,4590.0,57711.0,57711.0
2016-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,3258.0,50690.0,50690.0
2016-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,1177.0,1177.0
2016-04-01,,,,,,,0.0,0.0,0.0,6088.0,72761.0,72761.0,,,,32795.0,418575.0,418575.0
2016-05-01,,,,,,,0.0,0.0,0.0,1213.0,15028.0,15028.0,,,,20832.0,282765.0,282765.0
2016-06-01,,,,,,,0.0,0.0,0.0,8938.0,110934.0,110934.0,,,,82080.0,1032909.0,1032909.0
2016-07-01,,,,,,,0.0,0.0,0.0,8445.0,105225.0,105225.0,,,,68182.0,903879.0,903879.0
2016-08-01,,,,,,,0.0,0.0,0.0,5322.0,66884.0,66884.0,,,,72347.0,971335.0,971335.0
2016-09-01,,,,,,,0.0,0.0,0.0,8299.0,140837.0,140837.0,,,,53388.0,661693.0,661693.0
2016-10-01,,,,,,,0.0,0.0,0.0,4028.0,49156.0,49156.0,,,,32002.0,421927.0,421927.0
2016-11-01,,,,,,,0.0,0.0,0.0,3880.0,67263.0,67263.0,,,,3490.0,48437.0,48437.0
2016-12-01,,,,,,,0.0,0.0,0.0,3838.0,43759.0,43759.0,,,,25270.0,367085.0,367085.0
2017-01-01,,,,,,,,,,1746.943,49859.0,49859.0,,,,7354.0,103008.0,103008.0
2017-02-01,,,,,,,,,,1220.927,34846.0,34846.0,,,,3329.0,55662.0,55662.0
2017-03-01,,,,,,,,,,1464.853,41808.0,41808.0,,,,12192.0,156762.0,156762.0
2017-04-01,,,,,,,,,,1940.729,55389.0,55389.0,,,,33749.0,445806.0,445806.0
2017-05-01,,,,,,,,,,2028.539,57895.0,57895.0,,,,17930.0,234180.0,234180.0
2017-06-01,,,,,,,,,,2540.708,72513.0,72513.0,,,,28265.0,354864.0,354864.0
2017-07-01,,,,,,,,,,3507.841,100116.0,100116.0,,,,95272.0,1181610.0,1181610.0
2017-08-01,,,,,,,,,,2919.185,83315.0,83315.0,,,,53143.0,660019.0,660019.0
2017-09-01,,,,,,,,,,2163.344,61743.0,61743.0,,,,436.0,5577.0,5577.0
2017-10-01,,,,,,,,,,1713.559,48905.0,48905.0,,,,410.0,5455.0,5455.0
2017-11-01,,,,,,,,,,1586.643,45284.0,45284.0,,,,1710.0,21280.0,21280.0
2017-12-01,0.0,0.0,0.0,,,,,,,2097.729,59870.0,59870.0,,,,429.0,7742.0,7742.0
2018-01-01,,,,,,,,,,4967.926,61787.0,61787.0,,,,17206.0,207896.0,207896.0
2018-02-01,,,,,,,,,,5142.176,63952.0,63952.0,,,,9313.0,122343.0,122343.0
2018-03-01,,,,,,,,,,4454.031,55393.0,55393.0,,,,10121.0,145476.0,145476.0
2018-04-01,,,,,,,,,,5774.393,71814.0,71814.0,,,,0.0,0.0,0.0
2018-05-01,,,,,,,,,,8933.047,111097.0,111097.0,,,,40534.0,533404.0,533404.0
2018-06-01,,,,,,,,,,9119.798,113420.0,113420.0,,,,69250.0,852115.0,852115.0
2018-07-01,,,,,,,,,,10657.061,132539.0,132539.0,,,,112180.0,1257383.0,1257383.0
2018-08-01,,,,,,,,,,9564.196,118947.0,118947.0,,,,70946.0,863999.0,863999.0
2018-09-01,,,,,,,,,,8673.198,107866.0,107866.0,,,,69470.0,788295.0,788295.0
2018-10-01,,,,,,,,,,5611.982,69795.0,69795.0,,,,96901.0,1078475.0,1078475.0
2018-11-01,,,,,,,,,,5968.345,74226.0,74226.0,,,,22354.0,287104.0,287104.0
2018-12-01,,,,,,,,,,5470.847,68039.0,68039.0,,,,7698.0,96091.0,96091.0
2019-01-01,,,,,,,,,,9045.69,113710.0,113710.0,,,,0.0,0.0,0.0
2019-02-01,,,,,,,,,,7645.93,96113.0,96113.0,,,,3723.0,46342.0,46342.0
2019-03-01,,,,,,,,,,7008.469,88100.0,88100.0,,,,16863.0,249054.0,249054.0
2019-04-01,,,,,,,,,,6394.745,80385.0,80385.0,,,,12104.0,167403.0,167403.0
2019-05-01,,,,,,,,,,6932.12,87141.0,87141.0,,,,54650.0,686114.0,686114.0
2019-06-01,,,,,,,,,,10370.379,130361.0,130361.0,,,,80009.0,975585.0,975585.0
2019-07-01,,,,,,,,,,12677.021,159357.0,159357.0,,,,82646.0,1051153.0,1051153.0
2019-08-01,,,,,,,,,,13486.726,169536.0,169536.0,,,,111058.0,1312410.0,1312410.0
2019-09-01,,,,,,,,,,10516.992,132205.0,132205.0,,,,75158.0,944603.0,944603.0
2019-10-01,,,,,,,,,,6461.542,81225.0,81225.0,,,,19440.0,238701.0,238701.0
2019-11-01,,,,,,,,,,7500.97,94291.0,94291.0,,,,24428.0,283639.0,283639.0
2019-12-01,,,,,,,,,,10029.416,126075.0,126075.0,,,,39143.0,479889.0,479889.0
2020-01-01,,,,,,,,,,9588.853,125528.0,125528.0,,,,13399.0,187492.0,187492.0
2020-02-01,,,,,,,,,,8733.735,114332.0,114332.0,,,,27179.0,333558.0,333558.0
2020-03-01,,,,,,,,,,8112.278,106197.0,106197.0,,,,6938.0,88171.0,88171.0
2020-04-01,,,,,,,,,,6353.204,83168.0,83168.0,,,,10699.0,153670.0,153670.0
2020-05-01,,,,,,,,,,8323.561,108963.0,108963.0,,,,8233.0,119186.0,119186.0
2020-06-01,,,,,,,,,,9506.082,124443.0,124443.0,,,,47899.0,608931.0,608931.0
2020-07-01,,,,,,,,,,13236.13,173272.0,173272.0,,,,81616.0,1020512.0,1020512.0
