measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2011-05-01,11448.623,165719.0,165719.0,,,,,,,3032.377,43894.0,43894.0
2011-06-01,20758.01,317302.0,317302.0,,,,,,,5498.99,84056.0,84056.0
2011-07-01,17968.306,197272.0,197272.0,,,,,,,4759.694,52256.0,52256.0
2011-08-01,20999.43,305172.0,305172.0,,,,,,,5559.57,80794.0,80794.0
2011-09-01,11279.772,147618.0,147618.0,,,,,,,2987.228,39094.0,39094.0
2011-10-01,9448.585,121540.0,121540.0,,,,,,,1482.415,19069.0,19069.0
2011-11-01,7919.621,109221.0,109221.0,,,,,,,2697.379,37200.0,37200.0
2011-12-01,10255.479,167395.0,167395.0,,,,,,,3263.521,53269.0,53269.0
2012-01-01,10060.668,130621.0,130621.0,,,,,,,5720.332,74269.0,74269.0
2012-02-01,5854.224,77779.0,77779.0,,,,,,,3327.776,44213.0,44213.0
2012-03-01,4358.632,61440.0,61440.0,,,,,,,1238.368,17456.0,17456.0
2012-04-01,496.8,6729.0,6729.0,,,,,,,141.2,1913.0,1913.0
2012-05-01,-64.904,0.0,0.0,,,,,,,-18.096,0.0,0.0
2012-06-01,-64.904,0.0,0.0,,,,,,,-18.096,0.0,0.0
2012-07-01,2141.022,29335.0,29335.0,,,,,,,608.978,8344.0,8344.0
2012-08-01,5652.431,67685.0,67685.0,,,,,,,2594.569,31069.0,31069.0
2012-09-01,211.944,3145.0,3145.0,,,,,,,120.056,1781.0,1781.0
2012-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-11-01,2956.164,43056.0,43056.0,,,,,,,1683.836,24525.0,24525.0
2012-12-01,6831.827,97570.0,97570.0,,,,,,,3882.173,55444.0,55444.0
2013-01-01,6267.226,87336.0,87336.0,,,,0.0,0.0,0.0,2654.774,36995.0,36995.0
2013-02-01,10077.736,138415.0,138415.0,,,,0.0,0.0,0.0,4229.264,58088.0,58088.0
2013-03-01,6615.305,89512.0,89512.0,,,,0.0,0.0,0.0,2799.695,37883.0,37883.0
2013-04-01,2970.821,44920.0,44920.0,,,,0.0,0.0,0.0,1273.179,19251.0,19251.0
2013-05-01,-283.719,0.0,0.0,,,,0.0,0.0,0.0,-143.281,0.0,0.0
2013-06-01,1735.367,31546.0,31546.0,,,,0.0,0.0,0.0,737.633,13409.0,13409.0
2013-07-01,-207.972,0.0,0.0,,,,0.0,0.0,0.0,-105.028,0.0,0.0
2013-08-01,-180.065,0.0,0.0,,,,0.0,0.0,0.0,-90.935,0.0,0.0
2013-09-01,1126.224,19610.0,19610.0,,,,0.0,0.0,0.0,478.776,8337.0,8337.0
2013-10-01,2095.933,28920.0,28920.0,,,,0.0,0.0,0.0,1349.067,18615.0,18615.0
2013-11-01,5509.062,76228.0,76228.0,,,,0.0,0.0,0.0,2334.938,32308.0,32308.0
2013-12-01,3581.727,58190.0,58190.0,,,,0.0,0.0,0.0,1535.273,24943.0,24943.0
2014-01-01,4934.943,71090.0,71090.0,,,,0.0,0.0,0.0,2087.057,30065.0,30065.0
2014-02-01,3174.982,50220.0,50220.0,,,,0.0,0.0,0.0,1361.018,21528.0,21528.0
2014-03-01,3588.966,56487.0,56487.0,,,,0.0,0.0,0.0,1539.034,24223.0,24223.0
2014-04-01,950.757,18212.0,18212.0,,,,0.0,0.0,0.0,407.243,7801.0,7801.0
2014-05-01,-236.754,0.0,0.0,,,,0.0,0.0,0.0,-103.246,0.0,0.0
2014-06-01,-222.827,0.0,0.0,,,,0.0,0.0,0.0,-97.173,0.0,0.0
2014-07-01,1796.853,29129.0,29129.0,,,,0.0,0.0,0.0,764.147,12388.0,12388.0
2014-08-01,4341.257,71423.0,71423.0,,,,0.0,0.0,0.0,1845.743,30366.0,30366.0
2014-09-01,5912.764,95782.0,95782.0,,,,0.0,0.0,0.0,2514.236,40728.0,40728.0
2014-10-01,374.81,8395.0,8395.0,,,,0.0,0.0,0.0,159.19,3566.0,3566.0
2014-11-01,2967.665,46266.0,46266.0,,,,0.0,0.0,0.0,1271.335,19820.0,19820.0
2014-12-01,8382.727,106103.0,106103.0,,,,0.0,0.0,0.0,3523.273,44595.0,44595.0
2015-01-01,9543.57,120204.0,120204.0,,,,0.0,0.0,0.0,4016.43,50588.0,50588.0
2015-02-01,10800.781,129915.0,129915.0,,,,0.0,0.0,0.0,4534.219,54539.0,54539.0
2015-03-01,7854.17,101866.0,101866.0,,,,0.0,0.0,0.0,3315.83,43005.0,43005.0
2015-04-01,1220.465,18654.0,18654.0,,,,0.0,0.0,0.0,523.535,8002.0,8002.0
2015-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,1290.303,19801.0,19801.0,,,,0.0,0.0,0.0,548.697,8420.0,8420.0
2015-07-01,1839.707,28344.0,28344.0,,,,0.0,0.0,0.0,782.293,12053.0,12053.0
2015-08-01,5936.671,91966.0,91966.0,,,,0.0,0.0,0.0,2524.329,39105.0,39105.0
2015-09-01,5753.237,91160.0,91160.0,,,,0.0,0.0,0.0,2445.763,38753.0,38753.0
2015-10-01,3058.257,41604.0,41604.0,,,,0.0,0.0,0.0,1295.743,17627.0,17627.0
2015-11-01,7361.079,98455.0,98455.0,,,,0.0,0.0,0.0,3108.921,41582.0,41582.0
2015-12-01,6632.543,94347.0,94347.0,,,,0.0,0.0,0.0,2798.457,39808.0,39808.0
2016-01-01,4339.914,65284.0,65284.0,,,,0.0,0.0,0.0,1845.086,27755.0,27755.0
2016-02-01,2536.825,42186.0,42186.0,,,,0.0,0.0,0.0,1087.175,18079.0,18079.0
2016-03-01,3491.059,53183.0,53183.0,,,,0.0,0.0,0.0,1488.941,22683.0,22683.0
2016-04-01,1093.272,21514.0,21514.0,,,,0.0,0.0,0.0,468.728,9224.0,9224.0
2016-05-01,0.0,0.0,0.0,,,,124.0,3194.0,3194.0,0.0,0.0,0.0
2016-06-01,-246.009,0.0,0.0,,,,0.0,0.0,0.0,-103.991,0.0,0.0
2016-07-01,-264.284,0.0,0.0,,,,0.0,0.0,0.0,-111.716,0.0,0.0
2016-08-01,-243.198,0.0,0.0,,,,0.0,0.0,0.0,-102.802,0.0,0.0
2016-09-01,-231.249,0.0,0.0,,,,0.0,0.0,0.0,-97.751,0.0,0.0
2016-10-01,-249.524,0.0,0.0,,,,0.0,0.0,0.0,-105.476,0.0,0.0
2016-11-01,-267.096,0.0,0.0,,,,0.0,0.0,0.0,-112.904,0.0,0.0
2016-12-01,-298.023,0.0,0.0,,,,0.0,0.0,0.0,-125.977,0.0,0.0
2017-01-01,-135.677,0.0,0.0,,,,-2.426,0.0,0.0,-57.897,0.0,0.0
2017-02-01,-67.839,0.0,0.0,,,,-1.213,0.0,0.0,-28.948,0.0,0.0
2017-03-01,-60.917,0.0,0.0,,,,-1.089,0.0,0.0,-25.994,0.0,0.0
2017-04-01,-73.376,0.0,0.0,,,,-1.312,0.0,0.0,-31.312,0.0,0.0
2017-05-01,-62.301,0.0,0.0,,,,-1.114,0.0,0.0,-26.585,0.0,0.0
2017-06-01,-53.994,0.0,0.0,,,,-0.965,0.0,0.0,-23.041,0.0,0.0
2017-07-01,-261.664,0.0,0.0,,,,-4.678,0.0,0.0,-111.658,0.0,0.0
2017-08-01,-221.515,0.0,0.0,,,,-3.96,0.0,0.0,-94.525,0.0,0.0
2017-09-01,-224.283,0.0,0.0,,,,-4.01,0.0,0.0,-95.707,0.0,0.0
2017-10-01,-163.367,0.0,0.0,,,,-2.921,0.0,0.0,-69.712,0.0,0.0
2017-11-01,-110.757,0.0,0.0,,,,-1.98,0.0,0.0,-47.263,0.0,0.0
2017-12-01,-70.608,0.0,0.0,,,,-1.262,0.0,0.0,-30.13,0.0,0.0
