measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2014-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,6727.0,66017.0,66017.0,19130.0,210850.0,210850.0,0.0,0.0,0.0
2014-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,14737.0,149290.0,149290.0,101517.0,1171009.0,1171009.0,,,
2014-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,13260.0,134394.0,134394.0,107759.0,1211961.0,1211961.0,,,
2014-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,16725.0,169611.0,169611.0,137151.0,1536679.0,1536679.0,,,
2014-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,11032.0,112942.0,112942.0,24699.0,291917.0,291917.0,,,
2014-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1971.0,19809.0,19809.0,67300.0,737434.0,737434.0,,,
2014-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,6228.0,63314.0,63314.0,19386.0,241347.0,241347.0,,,
2014-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1408.0,15320.0,15320.0,0.0,0.0,0.0,,,
2015-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,3644.0,36856.0,36856.0,29427.0,335575.0,335575.0,,,
2015-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,7928.0,81836.0,81836.0,0.0,0.0,0.0,,,
2015-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,6490.0,62960.0,62960.0,8160.0,92043.0,92043.0,,,
2015-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,7579.0,75618.0,75618.0,24641.0,284693.0,284693.0,,,
2015-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,6970.0,69858.0,69858.0,7589.0,98052.0,98052.0,,,
2015-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15921.0,161067.0,161067.0,24811.0,282988.0,282988.0,,,
2015-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,19429.0,196339.0,196339.0,93808.0,1065569.0,1065569.0,,,
2015-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,16282.0,165382.0,165382.0,38236.0,438221.0,438221.0,,,
2015-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,8863.0,90274.0,90274.0,18033.0,197773.0,197773.0,,,
2015-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1808.0,19184.0,19184.0,22744.0,247839.0,247839.0,,,
2015-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,2989.0,29926.0,29926.0,19363.0,219549.0,219549.0,,,
2015-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,883.0,8658.0,8658.0,89974.0,1107676.0,1107676.0,,,
2016-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,2948.0,29322.0,29322.0,43204.0,585226.0,585226.0,0.0,0.0,0.0
2016-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,138.0,1755.0,1755.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,2644.0,26690.0,26690.0,25527.0,280487.0,280487.0,0.0,0.0,0.0
2016-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,9374.0,94062.0,94062.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,7605.0,75076.0,75076.0,28900.0,326373.0,326373.0,0.0,0.0,0.0
2016-06-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,16808.0,169231.0,169231.0,137620.0,1551864.0,1551864.0,0.0,0.0,0.0
2016-07-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,20963.0,211932.0,211932.0,155181.0,1781890.0,1781890.0,0.0,0.0,0.0
2016-08-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,23435.0,236722.0,236722.0,136483.0,1580398.0,1580398.0,0.0,0.0,0.0
2016-09-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,14669.0,148402.0,148402.0,73930.0,865481.0,865481.0,0.0,0.0,0.0
2016-10-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,13629.0,137704.0,137704.0,2067.0,21976.0,21976.0,0.0,0.0,0.0
2016-11-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,1881.0,19203.0,19203.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,5764.895,60858.0,60858.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,4029.043,42534.0,42534.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,4833.998,51032.0,51032.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,6404.382,67610.0,67610.0,5499.0,59459.0,59459.0,0.0,0.0,0.0
2017-05-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,6694.156,70668.0,70668.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,8384.306,88511.0,88511.0,50610.0,590968.0,590968.0,0.0,0.0,0.0
2017-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,11575.833,122204.0,122204.0,135688.0,1575394.0,1575394.0,0.0,0.0,0.0
2017-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,9633.274,101696.0,101696.0,25807.0,310707.0,310707.0,0.0,0.0,0.0
2017-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,7139.008,75365.0,75365.0,33341.0,387687.0,387687.0,0.0,0.0,0.0
2017-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,5654.723,59696.0,59696.0,17760.0,194624.0,194624.0,0.0,0.0,0.0
2017-11-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,5235.902,55274.0,55274.0,331.0,6317.0,6317.0,0.0,0.0,0.0
2017-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,6922.48,73079.0,73079.0,5628.0,63865.0,63865.0,0.0,0.0,0.0
2018-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,8532.659,89458.0,89458.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,8831.943,92596.0,92596.0,0.0,562.0,562.0,0.0,0.0,0.0
2018-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,7650.02,80205.0,80205.0,17739.0,197212.0,197212.0,0.0,0.0,0.0
2018-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,9917.808,103981.0,103981.0,51825.0,575047.0,575047.0,0.0,0.0,0.0
2018-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15342.954,160860.0,160860.0,97773.0,1079946.0,1079946.0,0.0,0.0,0.0
2018-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15663.707,164223.0,164223.0,129653.0,1505876.0,1505876.0,0.0,0.0,0.0
2018-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,18304.034,191904.0,191904.0,121505.0,1425756.0,1425756.0,0.0,0.0,0.0
2018-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,16426.984,172224.0,172224.0,104208.0,1217015.0,1217015.0,0.0,0.0,0.0
2018-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,14896.65,156180.0,156180.0,30988.0,349518.0,349518.0,0.0,0.0,0.0
2018-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,9638.858,101057.0,101057.0,39960.0,440209.0,440209.0,0.0,0.0,0.0
2018-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,10250.931,107473.0,107473.0,31956.0,352150.0,352150.0,0.0,0.0,0.0
2018-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,9396.452,98515.0,98515.0,7191.0,90584.0,90584.0,0.0,0.0,0.0
2019-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,20635.089,209247.0,209247.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,17441.946,176868.0,176868.0,367.0,6502.0,6502.0,0.0,0.0,0.0
2019-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,15987.765,162122.0,162122.0,14323.0,159560.0,159560.0,0.0,0.0,0.0
2019-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,14587.734,147926.0,147926.0,71599.0,778770.0,778770.0,0.0,0.0,0.0
2019-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15813.598,160357.0,160357.0,92343.0,988880.0,988880.0,0.0,0.0,0.0
2019-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,23656.977,239892.0,239892.0,110350.0,1193958.0,1193958.0,0.0,0.0,0.0
2019-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,28918.904,293250.0,293250.0,146094.0,1582269.0,1582269.0,0.0,0.0,0.0
2019-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,30766.009,311980.0,311980.0,145212.0,1583221.0,1583221.0,0.0,0.0,0.0
2019-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,23991.432,243283.0,243283.0,92927.0,1023826.0,1023826.0,0.0,0.0,0.0
2019-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,14740.113,149470.0,149470.0,98783.0,1078791.0,1078791.0,0.0,0.0,0.0
2019-11-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,17111.262,173516.0,173516.0,4684.0,52033.0,52033.0,0.0,0.0,0.0
2019-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,22879.171,232004.0,232004.0,14355.0,183695.0,183695.0,0.0,0.0,0.0
2020-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,17994.3,183078.0,183078.0,8206.0,92170.0,92170.0,0.0,0.0,0.0
2020-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,16389.6,166752.0,166752.0,21486.0,238149.0,238149.0,0.0,0.0,0.0
2020-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15223.381,154887.0,154887.0,74226.0,847275.0,847275.0,0.0,0.0,0.0
2020-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,11922.33,121301.0,121301.0,6844.0,75887.0,75887.0,0.0,0.0,0.0
2020-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15619.873,158920.0,158920.0,41892.0,487296.0,487296.0,0.0,0.0,0.0
2020-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,17838.975,181499.0,181499.0,139852.0,1587068.0,1587068.0,0.0,0.0,0.0
2020-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,24838.728,252716.0,252716.0,192602.0,2193090.0,2193090.0,0.0,0.0,0.0
2020-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,20906.969,212714.0,212714.0,144316.0,1676882.0,1676882.0,0.0,0.0,0.0
2020-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,16172.892,164547.0,164547.0,106926.0,1240580.0,1240580.0,0.0,0.0,0.0
2020-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,12101.866,123128.0,123128.0,104394.0,1192854.0,1192854.0,0.0,0.0,0.0
2020-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,8760.923,89136.0,89136.0,15826.0,179813.0,179813.0,0.0,0.0,0.0
2020-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,14139.163,143856.0,143856.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,18828.129,187253.0,187253.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,15740.764,156548.0,156548.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,11390.484,113283.0,113283.0,562.0,8276.0,8276.0,0.0,0.0,0.0
2021-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,10115.402,100601.0,100601.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,13578.233,135041.0,135041.0,2588.0,30383.0,30383.0,0.0,0.0,0.0
2021-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,19526.518,194198.0,194198.0,110913.0,1306285.0,1306285.0,0.0,0.0,0.0
2021-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,22528.377,224053.0,224053.0,164000.0,2011196.0,2011196.0,0.0,0.0,0.0
2021-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,23199.905,230732.0,230732.0,137640.0,1628098.0,1628098.0,0.0,0.0,0.0
2021-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,17651.03,175546.0,175546.0,55554.0,687952.0,687952.0,0.0,0.0,0.0
2021-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,13116.473,130449.0,130449.0,74969.0,922373.0,922373.0,0.0,0.0,0.0
2021-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,10465.522,104084.0,104084.0,33111.0,425704.0,425704.0,0.0,0.0,0.0
2021-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,11023.163,109629.0,109629.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,13618.564,158389.0,158389.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,11516.264,133938.0,133938.0,12544.0,159836.0,159836.0,0.0,0.0,0.0
2022-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,7399.437,86058.0,86058.0,4814.0,57870.0,57870.0,0.0,0.0,0.0
2022-04-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,7865.599,91480.0,91480.0,5196.0,70527.0,70527.0,0.0,0.0,0.0
2022-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,14316.466,166506.0,166506.0,46077.0,549386.0,549386.0,0.0,0.0,0.0
2022-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,17725.034,206148.0,206148.0,47600.0,564926.0,564926.0,0.0,0.0,0.0
2022-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,24833.381,288821.0,288821.0,25056.0,281042.0,281042.0,0.0,0.0,0.0
2022-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,23762.553,276367.0,276367.0,111260.0,1282198.0,1282198.0,0.0,0.0,0.0
2022-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,17719.89,206089.0,206089.0,56192.0,623748.0,623748.0,0.0,0.0,0.0
2022-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,13780.651,160273.0,160273.0,17703.0,197359.0,197359.0,0.0,0.0,0.0
2022-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,12081.987,140517.0,140517.0,37743.0,409262.0,409262.0,0.0,0.0,0.0
2022-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15905.174,184983.0,184983.0,19462.0,243424.0,243424.0,0.0,0.0,0.0
2023-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,13528.404,65249.0,65249.0,0.0,863.0,863.0,0.0,0.0,0.0
2023-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,12622.394,60879.0,60879.0,10933.0,158434.0,158434.0,0.0,0.0,0.0
2023-03-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,12522.273,60395.0,60395.0,1430.0,22411.0,22411.0,0.0,0.0,0.0
2023-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,11206.499,54050.0,54050.0,39291.0,476999.0,476999.0,0.0,0.0,0.0
2023-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,16554.826,79845.0,79845.0,27217.0,330685.0,330685.0,0.0,0.0,0.0
2023-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,20565.501,99189.0,99189.0,155351.0,1804530.0,1804530.0,0.0,0.0,0.0
2023-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,22317.714,107640.0,107640.0,118072.0,1440896.0,1440896.0,0.0,0.0,0.0
2023-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,23557.531,113620.0,113620.0,109920.0,1289540.0,1289540.0,0.0,0.0,0.0
2023-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,19285.958,93018.0,93018.0,116311.0,1454381.0,1454381.0,0.0,0.0,0.0
2023-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,10923.345,52684.0,52684.0,21629.0,279025.0,279025.0,0.0,0.0,0.0
2023-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,11787.878,56854.0,56854.0,49533.0,604429.0,604429.0,0.0,0.0,0.0
2023-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,15715.677,75797.0,75797.0,24916.0,301419.0,301419.0,0.0,0.0,0.0
2024-01-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,14726.239,146892.0,146892.0,3943.0,61403.0,61403.0,0.0,0.0,0.0
2024-02-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,9177.828,91547.0,91547.0,0.0,148.0,148.0,0.0,0.0,0.0
2024-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,7875.993,78561.0,78561.0,15674.0,208407.0,208407.0,0.0,0.0,0.0
2024-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,8620.301,85985.0,85985.0,33242.0,375818.0,375818.0,0.0,0.0,0.0
2024-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,12063.775,120333.0,120333.0,89123.0,1106273.0,1106273.0,0.0,0.0,0.0
2024-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,14277.401,142413.0,142413.0,84832.0,1006074.0,1006074.0,0.0,0.0,0.0
2024-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,16234.327,161933.0,161933.0,76761.0,932341.0,932341.0,0.0,0.0,0.0
2024-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,17099.583,170564.0,170564.0,109826.0,1339103.0,1339103.0,0.0,0.0,0.0
2024-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,12410.179,123789.0,123789.0,34738.0,403213.0,403213.0,0.0,0.0,0.0
2024-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,9737.122,97125.0,97125.0,23127.0,271705.0,271705.0,0.0,0.0,0.0
2024-11-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,10324.699,102986.0,102986.0,0.0,190.0,190.0,0.0,0.0,0.0
2024-12-01,,,,,,,0.0,0.0,0.0,,,,,,,,,,11130.553,111024.0,111024.0,0.0,136.0,136.0,0.0,0.0,0.0
