measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Generation","Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Total Fuel Consumed","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2012-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18.138,186.0,186.0,20.0,386.0,386.0,139.862,1431.0,1431.0,0.0,0.0,0.0,,,
2012-07-01,,,,,,,136.909,2006.0,2006.0,0.0,0.0,0.0,27.845,283.0,283.0,87.0,1543.0,1543.0,800.155,8138.0,8138.0,553.091,8102.0,8102.0,,,
2012-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.853,65.0,65.0,17.0,337.0,337.0,15.147,168.0,168.0,0.0,0.0,0.0,,,
2012-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.032,64.0,64.0,20.0,344.0,344.0,6.968,74.0,74.0,0.0,0.0,0.0,,,
2013-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.624,18.0,18.0,0.0,0.0,0.0,8.376,91.0,91.0,0.0,0.0,0.0,,,
2013-07-01,,,,,,,1987.781,26125.0,26125.0,0.0,0.0,0.0,4.832,53.0,53.0,20.0,399.0,399.0,17.168,189.0,189.0,114.219,1501.0,1501.0,,,
2013-08-01,,,,,,,3786.771,51710.0,51710.0,0.0,0.0,0.0,9.942,112.0,112.0,36.0,625.0,625.0,31.058,350.0,350.0,164.229,2243.0,2243.0,,,
2013-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.53,35.0,35.0,0.0,0.0,0.0,58.47,586.0,586.0,0.0,0.0,0.0,,,
2013-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.794,71.0,71.0,14.0,287.0,287.0,11.206,166.0,166.0,0.0,0.0,0.0,,,
2013-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,,,,,,,0.0,0.0,0.0,5.24,118.0,118.0,13.994,148.0,148.0,23.76,535.0,535.0,15.006,158.0,158.0,0.0,0.0,0.0,,,
2014-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.206,53.0,53.0,17.0,388.0,388.0,13.794,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.789,89.0,89.0,4.0,126.0,126.0,16.211,184.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.777,59.0,59.0,0.0,0.0,0.0,18.223,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.652,100.0,100.0,0.0,0.0,0.0,49.348,513.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,,,,,,,3256.558,43899.0,43899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.442,1812.0,1812.0,0.0,0.0,0.0
2015-03-01,,,,,,,935.782,12964.0,12964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.218,529.0,529.0,0.0,0.0,0.0
2015-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.426,59.0,59.0,0.0,0.0,0.0,15.574,169.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,550.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.75,71.0,71.0,30.0,604.0,604.0,20.25,212.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.065,18.0,18.0,21.0,396.0,396.0,17.935,154.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.959,71.0,71.0,17.0,323.0,323.0,15.041,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.681,136.0,136.0,19.0,349.0,349.0,16.319,162.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1652.0,1652.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
2016-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.683,65.0,65.0,0.0,0.0,0.0,16.317,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.054,83.0,83.0,0.0,154.0,154.0,13.946,143.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,838.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.456,18.0,18.0,4.979,97.0,97.0,6.542,63.0,63.0,,,,,,
2017-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.888,29.0,29.0,4.719,90.0,90.0,6.203,59.0,59.0,,,,,,
2017-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.92,29.0,29.0,5.874,112.0,112.0,7.721,74.0,74.0,,,,,,
2017-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.398,23.0,23.0,3.435,65.0,65.0,4.516,44.0,44.0,,,,,,
2017-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.199,23.0,23.0,5.292,101.0,101.0,6.957,67.0,67.0,,,,,,
2017-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.783,6.0,6.0,8.565,164.0,164.0,11.258,108.0,108.0,,,,,,
2017-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.795,6.0,6.0,12.02,229.0,229.0,15.801,152.0,152.0,,,,,,
2017-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.959,12.0,12.0,7.543,144.0,144.0,9.915,95.0,95.0,,,,,,
2017-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.173,23.0,23.0,7.528,144.0,144.0,9.896,95.0,95.0,,,,,,
2017-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.694,35.0,35.0,4.467,86.0,86.0,5.872,56.0,56.0,,,,,,
2017-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.32,41.0,41.0,4.101,78.0,78.0,5.391,52.0,52.0,,,,,,
2017-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.514,53.0,53.0,7.477,143.0,143.0,9.829,95.0,95.0,,,,,,
2018-01-01,0.0,0.0,0.0,,,,,,,1.148,17.0,17.0,3.816,47.0,47.0,51.564,794.0,794.0,4.744,48.0,48.0,,,,,,
2018-02-01,0.0,0.0,0.0,,,,,,,0.488,6.0,6.0,1.622,17.0,17.0,40.093,617.0,617.0,3.69,37.0,37.0,,,,,,
2018-03-01,0.0,0.0,0.0,,,,,,,0.697,12.0,12.0,2.313,23.0,23.0,44.712,689.0,689.0,4.115,42.0,42.0,,,,,,
2018-04-01,0.0,0.0,0.0,,,,,,,0.557,6.0,6.0,1.85,17.0,17.0,19.038,293.0,293.0,1.752,17.0,17.0,,,,,,
2018-05-01,0.0,0.0,0.0,,,,,,,0.594,12.0,12.0,1.973,17.0,17.0,62.629,965.0,965.0,5.764,58.0,58.0,,,,,,
2018-06-01,0.0,0.0,0.0,,,,,,,2.313,35.0,35.0,7.682,76.0,76.0,63.736,982.0,982.0,5.866,59.0,59.0,,,,,,
2018-07-01,0.0,0.0,0.0,,,,,,,0.702,12.0,12.0,2.332,23.0,23.0,68.536,1056.0,1056.0,6.307,64.0,64.0,,,,,,
2018-08-01,0.0,0.0,0.0,,,,,,,0.538,6.0,6.0,1.785,17.0,17.0,59.592,917.0,917.0,5.484,55.0,55.0,,,,,,
2018-09-01,0.0,0.0,0.0,,,,,,,0.579,12.0,12.0,1.924,17.0,17.0,47.758,736.0,736.0,4.395,44.0,44.0,,,,,,
2018-10-01,0.0,0.0,0.0,,,,,,,0.963,17.0,17.0,3.199,35.0,35.0,52.165,804.0,804.0,4.801,48.0,48.0,,,,,,
2018-11-01,0.0,0.0,0.0,,,,,,,1.063,17.0,17.0,3.53,35.0,35.0,44.657,688.0,688.0,4.11,42.0,42.0,,,,,,
2018-12-01,0.0,0.0,0.0,,,,,,,0.933,12.0,12.0,3.098,29.0,29.0,30.945,477.0,477.0,2.848,29.0,29.0,,,,,,
2019-01-01,0.0,0.0,0.0,,,,,,,33.564,535.0,535.0,5.625,52.0,52.0,342.702,5494.0,5494.0,16.109,157.0,157.0,,,,,,
2019-02-01,0.0,0.0,0.0,,,,,,,36.29,582.0,582.0,6.081,58.0,58.0,325.565,5218.0,5218.0,15.304,150.0,150.0,,,,,,
2019-03-01,0.0,0.0,0.0,,,,,,,57.643,925.0,925.0,9.659,93.0,93.0,483.413,7748.0,7748.0,22.724,222.0,222.0,,,,,,
2019-04-01,0.0,0.0,0.0,,,,,,,16.893,273.0,273.0,2.831,29.0,29.0,363.304,5824.0,5824.0,17.078,167.0,167.0,,,,,,
2019-05-01,0.0,0.0,0.0,,,,,,,34.359,553.0,553.0,5.757,58.0,58.0,571.332,9158.0,9158.0,26.856,263.0,263.0,,,,,,
2019-06-01,0.0,0.0,0.0,,,,,,,60.531,971.0,971.0,10.143,99.0,99.0,577.605,9259.0,9259.0,27.151,266.0,266.0,,,,,,
2019-07-01,0.0,0.0,0.0,,,,,,,35.315,564.0,564.0,5.918,58.0,58.0,666.767,10688.0,10688.0,31.342,307.0,307.0,,,,,,
2019-08-01,0.0,0.0,0.0,,,,,,,16.024,256.0,256.0,2.685,29.0,29.0,691.968,11092.0,11092.0,32.527,318.0,318.0,,,,,,
2019-09-01,0.0,0.0,0.0,,,,,,,32.963,529.0,529.0,5.523,52.0,52.0,639.598,10252.0,10252.0,30.065,293.0,293.0,,,,,,
2019-10-01,0.0,0.0,0.0,,,,,,,26.629,425.0,425.0,4.462,41.0,41.0,444.992,7133.0,7133.0,20.918,204.0,204.0,,,,,,
2019-11-01,0.0,0.0,0.0,,,,,,,13.681,221.0,221.0,2.292,23.0,23.0,202.083,3239.0,3239.0,9.499,92.0,92.0,,,,,,
2019-12-01,0.0,0.0,0.0,,,,,,,37.475,599.0,599.0,6.279,64.0,64.0,365.304,5855.0,5855.0,17.172,168.0,168.0,,,,,,
2020-01-01,0.0,0.0,0.0,,,,,,,,,,2.961,28.0,28.0,208.342,3359.0,3359.0,18.955,195.0,195.0,,,,,,
2020-02-01,0.0,0.0,0.0,,,,,,,,,,3.08,34.0,34.0,164.671,2655.0,2655.0,14.983,154.0,154.0,,,,,,
2020-03-01,0.0,0.0,0.0,,,,,,,,,,2.632,28.0,28.0,157.649,2542.0,2542.0,14.344,147.0,147.0,,,,,,
2020-04-01,0.0,0.0,0.0,,,,,,,,,,2.985,28.0,28.0,124.086,2001.0,2001.0,11.29,115.0,115.0,,,,,,
2020-05-01,0.0,0.0,0.0,,,,,,,,,,3.44,34.0,34.0,99.853,1611.0,1611.0,9.085,93.0,93.0,,,,,,
2020-06-01,0.0,0.0,0.0,,,,,,,,,,4.147,45.0,45.0,200.771,3237.0,3237.0,18.267,188.0,188.0,,,,,,
2020-07-01,0.0,0.0,0.0,,,,,,,,,,2.116,23.0,23.0,298.24,4809.0,4809.0,27.135,278.0,278.0,,,,,,
2020-08-01,0.0,0.0,0.0,,,,,,,,,,3.43,34.0,34.0,235.655,3800.0,3800.0,21.441,219.0,219.0,,,,,,
2020-09-01,0.0,0.0,0.0,,,,,,,,,,2.627,28.0,28.0,179.893,2901.0,2901.0,16.368,167.0,167.0,,,,,,
2020-10-01,0.0,0.0,0.0,,,,,,,,,,3.277,34.0,34.0,95.366,1538.0,1538.0,8.677,89.0,89.0,,,,,,
2020-11-01,0.0,0.0,0.0,,,,,,,,,,4.402,45.0,45.0,104.594,1686.0,1686.0,9.516,98.0,98.0,,,,,,
2020-12-01,0.0,0.0,0.0,,,,,,,0.351,6.0,6.0,3.509,34.0,34.0,157.529,2540.0,2540.0,14.333,147.0,147.0,,,,,,
2021-01-01,0.0,0.0,0.0,,,,,,,150.522,2337.0,2337.0,9.053,96.0,96.0,694.246,10780.0,10780.0,32.434,340.0,340.0,,,,,,
2021-02-01,0.0,0.0,0.0,,,,,,,228.585,3548.0,3548.0,13.748,146.0,146.0,712.533,11065.0,11065.0,33.289,348.0,348.0,,,,,,
2021-03-01,0.0,0.0,0.0,,,,,,,212.02,3294.0,3294.0,12.752,135.0,135.0,146.981,2283.0,2283.0,6.867,71.0,71.0,,,,,,
2021-04-01,0.0,0.0,0.0,,,,,,,190.953,2968.0,2968.0,11.485,118.0,118.0,352.62,5476.0,5476.0,16.474,172.0,172.0,,,,,,
2021-05-01,0.0,0.0,0.0,,,,,,,207.439,3221.0,3221.0,12.477,130.0,130.0,308.199,4787.0,4787.0,14.399,151.0,151.0,,,,,,
2021-06-01,0.0,0.0,0.0,,,,,,,140.913,2190.0,2190.0,8.475,90.0,90.0,1003.445,15583.0,15583.0,46.881,491.0,491.0,,,,,,
2021-07-01,0.0,0.0,0.0,,,,,,,65.623,1019.0,1019.0,3.947,39.0,39.0,1022.607,15881.0,15881.0,47.776,500.0,500.0,,,,,,
2021-08-01,0.0,0.0,0.0,,,,,,,68.559,1064.0,1064.0,4.124,45.0,45.0,985.081,15297.0,15297.0,46.023,482.0,482.0,,,,,,
2021-09-01,0.0,0.0,0.0,,,,,,,172.454,2680.0,2680.0,10.372,107.0,107.0,599.286,9307.0,9307.0,27.998,293.0,293.0,,,,,,
2021-10-01,0.0,0.0,0.0,,,,,,,276.055,4285.0,4285.0,16.604,175.0,175.0,494.522,7680.0,7680.0,23.104,241.0,241.0,,,,,,
2021-11-01,0.0,0.0,0.0,,,,,,,171.6,2663.0,2663.0,10.321,107.0,107.0,479.278,7442.0,7442.0,22.392,234.0,234.0,,,,,,
2021-12-01,0.0,0.0,0.0,,,,,,,298.541,4634.0,4634.0,17.956,186.0,186.0,471.938,7329.0,7329.0,22.049,230.0,230.0,,,,,,
2022-01-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,8.162,73.0,73.0,468.787,7917.0,7917.0,154.023,1502.0,1502.0,,,,,,
2022-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,13.031,124.0,124.0,310.669,5247.0,5247.0,102.071,995.0,995.0,,,,,,
2022-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,10.365,102.0,102.0,191.308,3231.0,3231.0,62.855,613.0,613.0,,,,,,
2022-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,5.645,57.0,57.0,241.936,4086.0,4086.0,79.489,775.0,775.0,,,,,,
2022-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,12.515,124.0,124.0,372.458,6290.0,6290.0,122.372,1193.0,1193.0,,,,,,
2022-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,6.26,62.0,62.0,572.622,9671.0,9671.0,188.137,1834.0,1834.0,,,,,,
2022-07-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,5.105,51.0,51.0,829.559,14011.0,14011.0,272.555,2657.0,2657.0,,,,,,
2022-08-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,3.333,34.0,34.0,719.748,12156.0,12156.0,236.476,2306.0,2306.0,,,,,,
2022-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,5.941,57.0,57.0,523.632,8843.0,8843.0,172.041,1677.0,1677.0,,,,,,
2022-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,9.579,96.0,96.0,402.706,6801.0,6801.0,132.31,1290.0,1290.0,,,,,,
2022-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,10.108,96.0,96.0,333.243,5628.0,5628.0,109.488,1068.0,1068.0,,,,,,
2022-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,9.681,96.0,96.0,485.332,8196.0,8196.0,159.458,1554.0,1554.0,,,,,,
2023-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,10.826,107.0,107.0,19.921,407.0,407.0,80.458,812.0,812.0,,,,,,
2023-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,8.466,85.0,85.0,15.031,308.0,308.0,60.709,614.0,614.0,,,,,,
2023-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,7.364,73.0,73.0,16.619,342.0,342.0,67.123,679.0,679.0,,,,,,
2023-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.644,40.0,40.0,18.341,377.0,377.0,74.075,749.0,749.0,,,,,,
2023-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.468,56.0,56.0,26.287,540.0,540.0,106.169,1073.0,1073.0,,,,,,
2023-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.332,34.0,34.0,37.684,774.0,774.0,152.201,1539.0,1539.0,,,,,,
2023-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.907,40.0,40.0,45.441,934.0,934.0,183.528,1856.0,1856.0,,,,,,
2023-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.88,17.0,17.0,45.962,944.0,944.0,185.634,1877.0,1877.0,,,,,,
2023-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.879,68.0,68.0,33.582,689.0,689.0,135.633,1371.0,1371.0,,,,,,
2023-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.221,23.0,23.0,25.043,514.0,514.0,101.144,1023.0,1023.0,,,,,,
2023-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.262,45.0,45.0,18.983,390.0,390.0,76.671,775.0,775.0,,,,,,
2023-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.93,62.0,62.0,27.106,557.0,557.0,109.476,1107.0,1107.0,,,,,,
2024-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,11.044,124.0,124.0,0.0,0.0,0.0,44.019,466.0,466.0,,,,,,
2024-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,7.086,73.0,73.0,0.0,0.0,0.0,25.154,266.0,266.0,,,,,,
2024-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.624,62.0,62.0,0.0,0.0,0.0,17.413,185.0,185.0,,,,,,
2024-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.518,45.0,45.0,0.0,0.0,0.0,18.885,200.0,200.0,,,,,,
2024-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.497,57.0,57.0,0.0,0.0,0.0,24.758,262.0,262.0,,,,,,
2024-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.789,40.0,40.0,0.0,0.0,0.0,38.288,406.0,406.0,,,,,,
2024-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,3.732,40.0,40.0,0.0,0.0,0.0,52.39,555.0,555.0,,,,,,
