measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-11-01,746.129,35466.65,35466.65,,,
2005-12-01,806.144,38319.4,38319.4,,,
2006-01-01,0.0,0.0,0.0,954.92,54379.0,54379.0
2006-02-01,0.0,0.0,0.0,891.907,50791.0,50791.0
2006-03-01,0.0,0.0,0.0,1044.124,59459.0,59459.0
2006-04-01,0.0,0.0,0.0,994.518,56634.0,56634.0
2006-05-01,0.0,0.0,0.0,1007.3470000000001,57365.0,57365.0
2006-06-01,0.0,0.0,0.0,940.124,53537.0,53537.0
2006-07-01,0.0,0.0,0.0,1014.5920000000001,57777.0,57777.0
2006-08-01,0.0,0.0,0.0,1063.207,60546.0,60546.0
2006-09-01,0.0,0.0,0.0,966.801,55056.0,55056.0
2006-10-01,0.0,0.0,0.0,954.176,54337.0,54337.0
2006-11-01,0.0,0.0,0.0,759.0830000000001,43227.0,43227.0
2006-12-01,0.0,0.0,0.0,801.201,45626.0,45626.0
2007-01-01,0.0,0.0,0.0,1428.01,71453.0,71453.0
2007-02-01,0.0,0.0,0.0,1003.0740000000001,50190.0,50190.0
2007-03-01,0.0,0.0,0.0,1312.347,65665.0,65665.0
2007-04-01,0.0,0.0,0.0,862.023,43133.0,43133.0
2007-05-01,0.0,0.0,0.0,1151.236,57604.0,57604.0
2007-06-01,0.0,0.0,0.0,955.993,47834.0,47834.0
2007-07-01,0.0,0.0,0.0,952.8710000000001,47678.0,47678.0
2007-08-01,0.0,0.0,0.0,967.86,48429.0,48429.0
2007-09-01,0.0,0.0,0.0,1011.099,50592.0,50592.0
2007-10-01,0.0,0.0,0.0,1096.68,54874.0,54874.0
2007-11-01,0.0,0.0,0.0,952.625,47666.0,47666.0
2007-12-01,0.0,0.0,0.0,1338.182,66958.0,66958.0
2008-01-01,0.0,0.0,0.0,1464.1860000000001,16653.0,70498.0
2008-02-01,0.0,0.0,0.0,1438.949,16366.0,69283.0
2008-03-01,0.0,0.0,0.0,1361.136,15481.0,65536.0
2008-04-01,0.0,0.0,0.0,979.687,11142.0,47170.0
2008-05-01,0.0,0.0,0.0,1023.186,11637.0,49264.0
2008-06-01,0.0,0.0,0.0,954.8710000000001,10860.0,45975.0
2008-07-01,0.0,0.0,0.0,957.7320000000001,10893.0,46113.0
2008-08-01,0.0,0.0,0.0,1033.201,11751.0,49746.0
2008-09-01,0.0,0.0,0.0,527.8050000000001,6003.0,25413.0
2008-10-01,0.0,0.0,0.0,1022.715,11632.0,49242.0
2008-11-01,0.0,0.0,0.0,971.735,11052.0,46787.0
2008-12-01,0.0,0.0,0.0,1278.797,14544.0,61571.0
2009-01-01,0.0,0.0,0.0,1068.92,12157.0,54235.0
2009-02-01,0.0,0.0,0.0,1252.7740000000001,14248.0,63563.0
2009-03-01,0.0,0.0,0.0,1357.304,15437.0,68867.0
2009-04-01,0.0,0.0,0.0,1138.335,12947.0,57756.0
2009-05-01,0.0,0.0,0.0,1024.796,11655.0,51996.0
2009-06-01,0.0,0.0,0.0,1035.671,11779.0,52547.0
2009-07-01,0.0,0.0,0.0,363.00300000000004,4129.0,18418.0
2009-08-01,0.0,0.0,0.0,1025.725,11666.0,52043.0
2009-09-01,0.0,0.0,0.0,1085.424,12345.0,55072.0
2009-10-01,0.0,0.0,0.0,1083.528,12323.0,54975.0
2009-11-01,0.0,0.0,0.0,1117.613,12711.0,56705.0
2009-12-01,0.0,0.0,0.0,1478.9070000000002,16820.0,75036.0
2010-01-01,0.0,0.0,0.0,986.7,11222.0,68333.0
2010-02-01,0.0,0.0,0.0,1030.9470000000001,11725.0,71396.0
2010-03-01,0.0,0.0,0.0,1173.144,13343.0,81244.0
2010-04-01,0.0,0.0,0.0,1008.142,11466.0,69817.0
2010-05-01,0.0,0.0,0.0,836.557,9514.0,57934.0
2010-06-01,0.0,0.0,0.0,415.93100000000004,4731.0,28805.0
2010-07-01,0.0,0.0,0.0,743.562,8457.0,51494.0
2010-08-01,0.0,0.0,0.0,775.36,8818.0,53696.0
2010-09-01,0.0,0.0,0.0,800.7270000000001,9107.0,55453.0
2010-10-01,0.0,0.0,0.0,649.85,7391.0,45004.0
2010-11-01,0.0,0.0,0.0,909.363,10342.0,62976.0
2010-12-01,0.0,0.0,0.0,1173.717,13349.0,81284.0
2011-01-01,0.0,0.0,0.0,1260.649,14338.0,87228.0
2011-02-01,0.0,0.0,0.0,1168.728,13292.0,80867.0
2011-03-01,0.0,0.0,0.0,1227.746,13964.0,84951.0
2011-04-01,0.0,0.0,0.0,927.611,10550.0,64183.0
2011-05-01,0.0,0.0,0.0,915.954,10417.0,63377.0
2011-06-01,0.0,0.0,0.0,858.002,9758.0,59367.0
2011-07-01,0.0,0.0,0.0,821.82,9347.0,56864.0
2011-08-01,0.0,0.0,0.0,0.312,4.0,22.0
2011-09-01,0.0,0.0,0.0,666.902,7585.0,46144.0
2011-10-01,0.0,0.0,0.0,843.808,9597.0,58385.0
2011-11-01,0.0,0.0,0.0,953.404,10843.0,65968.0
2011-12-01,0.0,0.0,0.0,1244.064,14149.0,86080.0
2012-01-01,0.0,0.0,0.0,1155.313,13140.0,88565.0
2012-02-01,0.0,0.0,0.0,1064.635,12108.0,81613.0
2012-03-01,0.0,0.0,0.0,1074.059,12216.0,82336.0
2012-04-01,0.0,0.0,0.0,918.318,10444.0,70397.0
2012-05-01,0.0,0.0,0.0,786.075,8940.0,60259.0
2012-06-01,0.0,0.0,0.0,690.827,7857.0,52958.0
2012-07-01,0.0,0.0,0.0,792.014,9008.0,60715.0
2012-08-01,0.0,0.0,0.0,778.95,8859.0,59713.0
2012-09-01,0.0,0.0,0.0,765.263,8704.0,58664.0
2012-10-01,0.0,0.0,0.0,769.385,8750.0,58980.0
2012-11-01,0.0,0.0,0.0,876.009,9963.0,67154.0
2012-12-01,0.0,0.0,0.0,1117.152,12706.0,85639.0
2013-01-01,0.0,0.0,0.0,1156.764,13156.0,82469.0
2013-02-01,0.0,0.0,0.0,966.034,10987.0,68871.0
2013-03-01,0.0,0.0,0.0,1144.801,13020.0,81616.0
2013-04-01,0.0,0.0,0.0,1056.448,12015.0,75318.0
2013-05-01,0.0,0.0,0.0,939.498,10685.0,66980.0
2013-06-01,0.0,0.0,0.0,838.672,9538.0,59792.0
2013-07-01,0.0,0.0,0.0,864.642,9834.0,61643.0
2013-08-01,0.0,0.0,0.0,979.836,11144.0,69856.0
2013-09-01,0.0,0.0,0.0,121.587,1383.0,8668.0
2013-10-01,0.0,0.0,0.0,724.665,8242.0,51663.0
2013-11-01,0.0,0.0,0.0,1025.257,11661.0,73094.0
2013-12-01,0.0,0.0,0.0,1321.796,15033.0,94235.0
2014-01-01,0.0,0.0,0.0,1088.073,12758.0,24807.0
2014-02-01,0.0,0.0,0.0,924.52,10840.0,21078.0
2014-03-01,0.0,0.0,0.0,1038.28,12174.0,23672.0
2014-04-01,0.0,0.0,0.0,738.463,8659.0,16836.0
2014-05-01,0.0,0.0,0.0,712.825,8358.0,16252.0
2014-06-01,0.0,0.0,0.0,687.429,8060.0,15673.0
2014-07-01,0.0,0.0,0.0,668.946,7843.0,15251.0
2014-08-01,0.0,0.0,0.0,767.858,9003.0,17506.0
2014-09-01,0.0,0.0,0.0,714.719,8380.0,16295.0
2014-10-01,0.0,0.0,0.0,754.215,8843.0,17195.0
2014-11-01,0.0,0.0,0.0,957.2,11223.0,21823.0
2014-12-01,0.0,0.0,0.0,951.082,11152.0,21683.0
2015-01-01,0.0,0.0,0.0,1.014,12.0,118.0
2015-02-01,0.0,0.0,0.0,0.95,11.0,111.0
2015-03-01,0.0,0.0,0.0,1.002,11.0,117.0
2015-04-01,0.0,0.0,0.0,0.974,11.0,114.0
2015-05-01,0.0,0.0,0.0,0.751,9.0,88.0
2015-06-01,0.0,0.0,0.0,1.039,12.0,121.0
2015-07-01,0.0,0.0,0.0,1.039,12.0,121.0
2015-08-01,0.0,0.0,0.0,0.937,11.0,109.0
2015-09-01,0.0,0.0,0.0,1.015,12.0,118.0
2015-10-01,0.0,0.0,0.0,1.084,12.0,127.0
2015-11-01,0.0,0.0,0.0,1.086,12.0,127.0
2015-12-01,0.0,0.0,0.0,1.109,13.0,129.0
2016-01-01,0.0,0.0,0.0,1.266,6.0,131.0
2016-02-01,0.0,0.0,0.0,1.202,5.0,124.0
2016-03-01,0.0,0.0,0.0,1.255,6.0,130.0
2016-04-01,0.0,0.0,0.0,1.244,6.0,129.0
2016-05-01,0.0,0.0,0.0,1.282,6.0,133.0
2016-06-01,0.0,0.0,0.0,0.899,4.0,93.0
2016-07-01,0.0,0.0,0.0,0.191,1.0,20.0
2016-08-01,0.0,0.0,0.0,0.247,1.0,26.0
2016-09-01,0.0,0.0,0.0,0.763,3.0,79.0
2016-10-01,0.0,0.0,0.0,1.2,5.0,124.0
2016-11-01,0.0,0.0,0.0,1.196,5.0,124.0
2016-12-01,0.0,0.0,0.0,1.255,6.0,130.0
2017-01-01,0.0,0.0,0.0,0.907,4.0,99.0
2017-02-01,0.0,0.0,0.0,0.934,4.0,103.0
2017-03-01,0.0,0.0,0.0,1.026,5.0,113.0
2017-04-01,0.0,0.0,0.0,0.906,4.0,99.0
2017-05-01,0.0,0.0,0.0,0.882,4.0,97.0
2017-06-01,0.0,0.0,0.0,0.95,4.0,104.0
2017-07-01,0.0,0.0,0.0,0.989,4.0,109.0
2017-08-01,0.0,0.0,0.0,1.038,5.0,114.0
2017-09-01,0.0,0.0,0.0,0.8,4.0,88.0
2017-10-01,0.0,0.0,0.0,0.732,3.0,80.0
2017-11-01,0.0,0.0,0.0,0.978,4.0,107.0
2017-12-01,0.0,0.0,0.0,0.858,4.0,94.0
2018-01-01,0.0,0.0,0.0,864.412,89.0,89.0
2018-02-01,0.0,0.0,0.0,935.881,97.0,97.0
2018-03-01,0.0,0.0,0.0,1001.869,103.0,103.0
2018-04-01,0.0,0.0,0.0,728.879,75.0,75.0
2018-05-01,0.0,0.0,0.0,741.051,76.0,76.0
2018-06-01,0.0,0.0,0.0,887.436,92.0,92.0
2018-07-01,0.0,0.0,0.0,1061.638,110.0,110.0
2018-08-01,0.0,0.0,0.0,1159.81,120.0,120.0
2018-09-01,0.0,0.0,0.0,862.299,89.0,89.0
2018-10-01,0.0,0.0,0.0,763.492,79.0,79.0
2018-11-01,0.0,0.0,0.0,797.956,82.0,82.0
2018-12-01,0.0,0.0,0.0,962.277,99.0,99.0
2019-01-01,0.0,0.0,0.0,782.022,3465.0,51092.0
2019-02-01,0.0,0.0,0.0,757.583,3357.0,49495.0
2019-03-01,0.0,0.0,0.0,828.481,3671.0,54127.0
2019-04-01,0.0,0.0,0.0,752.059,3333.0,49134.0
2019-05-01,0.0,0.0,0.0,717.914,3181.0,46904.0
2019-06-01,0.0,0.0,0.0,689.847,3057.0,45069.0
2019-07-01,0.0,0.0,0.0,890.818,3947.0,58200.0
2019-08-01,0.0,0.0,0.0,800.674,3548.0,52310.0
2019-09-01,0.0,0.0,0.0,715.827,3172.0,46767.0
2019-10-01,0.0,0.0,0.0,669.594,2967.0,43747.0
2019-11-01,0.0,0.0,0.0,849.647,3765.0,55510.0
2019-12-01,0.0,0.0,0.0,731.534,3242.0,47793.0
2020-01-01,0.0,0.0,0.0,946.172,4322.0,59815.0
2020-02-01,0.0,0.0,0.0,937.719,4284.0,59281.0
2020-03-01,0.0,0.0,0.0,875.744,4001.0,55363.0
2020-04-01,0.0,0.0,0.0,720.436,3291.0,45545.0
2020-05-01,0.0,0.0,0.0,728.393,3327.0,46048.0
2020-06-01,0.0,0.0,0.0,555.739,2539.0,35133.0
2020-07-01,0.0,0.0,0.0,615.034,2810.0,38881.0
2020-08-01,0.0,0.0,0.0,619.068,2828.0,39136.0
2020-09-01,0.0,0.0,0.0,675.221,3085.0,42686.0
2020-10-01,0.0,0.0,0.0,845.701,3863.0,53463.0
2020-11-01,0.0,0.0,0.0,872.483,3986.0,55157.0
2020-12-01,0.0,0.0,0.0,846.57,3867.0,53519.0
2021-01-01,0.0,0.0,0.0,861.582,3936.0,58163.0
2021-02-01,0.0,0.0,0.0,742.202,3391.0,50105.0
2021-03-01,0.0,0.0,0.0,784.352,3583.0,52950.0
2021-04-01,0.0,0.0,0.0,658.111,3006.0,44428.0
2021-05-01,0.0,0.0,0.0,634.193,2897.0,42814.0
2021-06-01,0.0,0.0,0.0,697.067,3184.0,47058.0
2021-07-01,0.0,0.0,0.0,774.699,3539.0,52299.0
2021-08-01,0.0,0.0,0.0,746.093,3408.0,50367.0
2021-09-01,0.0,0.0,0.0,726.673,3320.0,49057.0
2021-10-01,0.0,0.0,0.0,724.544,3310.0,48913.0
2021-11-01,0.0,0.0,0.0,724.578,3310.0,48916.0
2021-12-01,0.0,0.0,0.0,740.296,3382.0,49976.0
2022-01-01,0.0,0.0,0.0,602.129,2668.0,48782.0
2022-02-01,0.0,0.0,0.0,525.047,2327.0,42537.0
2022-03-01,0.0,0.0,0.0,597.798,2649.0,48432.0
2022-04-01,0.0,0.0,0.0,584.866,2592.0,47384.0
2022-05-01,0.0,0.0,0.0,695.43,3082.0,56341.0
2022-06-01,0.0,0.0,0.0,673.177,2983.0,54538.0
2022-07-01,0.0,0.0,0.0,762.913,3381.0,61808.0
2022-08-01,0.0,0.0,0.0,679.578,3011.0,55057.0
2022-09-01,0.0,0.0,0.0,672.835,2981.0,54511.0
2022-10-01,0.0,0.0,0.0,585.446,2594.0,47431.0
2022-11-01,0.0,0.0,0.0,660.393,2926.0,53502.0
2022-12-01,0.0,0.0,0.0,649.388,2878.0,52611.0
2023-01-01,0.0,0.0,0.0,655.793,2906.0,61670.0
2023-02-01,0.0,0.0,0.0,605.238,2682.0,56916.0
2023-03-01,0.0,0.0,0.0,551.688,2445.0,51880.0
2023-04-01,0.0,0.0,0.0,425.695,1886.0,40032.0
2023-05-01,0.0,0.0,0.0,501.538,2222.0,47164.0
2023-06-01,0.0,0.0,0.0,481.77,2135.0,45305.0
2023-07-01,0.0,0.0,0.0,615.562,2728.0,57887.0
2023-08-01,0.0,0.0,0.0,770.239,3413.0,72432.0
2023-09-01,0.0,0.0,0.0,612.071,2712.0,57559.0
2023-10-01,0.0,0.0,0.0,631.738,2799.0,59408.0
2023-11-01,0.0,0.0,0.0,697.154,3089.0,65559.0
2023-12-01,0.0,0.0,0.0,713.514,3162.0,67098.0
2024-01-01,0.0,0.0,0.0,736.927,3265.0,51347.0
2024-02-01,0.0,0.0,0.0,479.057,2123.0,33380.0
2024-03-01,0.0,0.0,0.0,478.943,2122.0,33372.0
2024-04-01,0.0,0.0,0.0,478.9,2122.0,33368.0
2024-05-01,0.0,0.0,0.0,499.92,2215.0,34833.0
2024-06-01,0.0,0.0,0.0,573.34,2541.0,39949.0
2024-07-01,0.0,0.0,0.0,571.607,2533.0,39828.0
2024-08-01,0.0,0.0,0.0,594.432,2634.0,41418.0
2024-09-01,0.0,0.0,0.0,592.613,2626.0,41292.0
2024-10-01,0.0,0.0,0.0,463.255,2053.0,32279.0
2024-11-01,0.0,0.0,0.0,574.005,2544.0,39995.0
2024-12-01,0.0,0.0,0.0,685.001,3035.0,47729.0
