measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2004-12-01,51236.0,536319.0,536319.0,27670.0,0.0,0.0,,,
2005-01-01,3990.0,69699.51,69699.51,1670.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,1563.0,44553.71,44553.71,1224.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,66027.0,725697.5,725697.5,34633.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,19982.0,243381.83,243381.83,11062.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,21991.0,254919.03,254919.03,9915.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,55327.0,648344.87,648344.87,29873.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,81226.0,960014.06,960014.06,45027.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,78779.0,930677.38,930677.38,44027.0,0.0,0.0,0.0,0.0,0.0
2005-09-01,58406.0,710202.24,710202.24,32799.0,0.0,0.0,0.0,0.0,0.0
2005-10-01,10516.0,147137.81,147137.81,5330.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,3524.0,52660.94,52660.94,1941.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,40573.0,461953.91,461953.91,19628.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,4076.0,73410.0,73410.0,2359.0,0.0,0.0,,,
2006-02-01,-1277.0,0.0,0.0,0.0,0.0,0.0,,,
2006-03-01,-1218.0,0.0,0.0,0.0,0.0,0.0,,,
2006-04-01,18019.0,207624.0,207624.0,9552.0,0.0,0.0,,,
2006-05-01,53242.0,639439.0,639439.0,29825.0,0.0,0.0,,,
2006-06-01,62994.0,768383.0,768383.0,35335.0,0.0,0.0,,,
2006-07-01,104222.0,1277900.0,1277900.0,59099.0,0.0,0.0,,,
2006-08-01,80557.0,966785.0,966785.0,45608.0,0.0,0.0,,,
2006-09-01,12779.0,173499.0,173499.0,6890.0,0.0,0.0,,,
2006-10-01,95853.0,1130149.0,1130149.0,51214.0,0.0,0.0,,,
2006-11-01,72096.0,822617.0,822617.0,36864.0,0.0,0.0,,,
2006-12-01,25998.0,287894.0,287894.0,13028.0,0.0,0.0,,,
2007-01-01,89070.0,1041998.0,1041998.0,44923.0,0.0,0.0,,,
2007-02-01,90984.0,1038271.0,1038271.0,45173.0,0.0,0.0,,,
2007-03-01,18872.0,224178.0,224178.0,9933.0,0.0,0.0,,,
2007-04-01,6703.0,95039.0,95039.0,3430.0,0.0,0.0,,,
2007-05-01,93888.0,1054929.0,1054929.0,52114.0,0.0,0.0,,,
2007-06-01,69905.0,792391.0,792391.0,39418.0,0.0,0.0,,,
2007-07-01,58563.0,697084.0,697084.0,33156.0,0.0,0.0,,,
2007-08-01,89068.0,980517.0,980517.0,50888.0,0.0,0.0,,,
2007-09-01,12531.0,161772.0,161772.0,7516.0,0.0,0.0,,,
2007-10-01,67256.0,796411.0,796411.0,36223.0,0.0,0.0,,,
2007-11-01,26996.0,307148.0,307148.0,13054.0,0.0,0.0,,,
2007-12-01,93585.0,1048234.0,1048234.0,47946.0,0.0,0.0,,,
2008-01-01,91677.0,1012883.0,1012883.0,47054.0,0.0,0.0,,,
2008-02-01,77536.0,870542.0,870542.0,39090.0,0.0,0.0,,,
2008-03-01,26509.0,314708.0,314708.0,14400.0,0.0,0.0,,,
2008-04-01,-714.0,8472.0,8472.0,24.0,0.0,0.0,,,
2008-05-01,-1036.0,0.0,0.0,0.0,0.0,0.0,,,
2008-06-01,54247.0,635764.0,635764.0,31248.0,0.0,0.0,,,
2008-07-01,76980.0,925621.0,925621.0,43403.0,0.0,0.0,,,
2008-08-01,83091.0,975782.0,975782.0,45855.0,0.0,0.0,,,
2008-09-01,20073.0,242232.0,242232.0,10761.0,0.0,0.0,,,
2008-10-01,80078.0,938151.0,938151.0,41899.0,0.0,0.0,,,
2008-11-01,71819.0,801488.0,801488.0,37066.0,0.0,0.0,,,
2008-12-01,101127.0,1120002.0,1120002.0,50938.0,0.0,0.0,,,
2009-01-01,20391.0,248022.0,248022.0,10063.0,0.0,0.0,,,
2009-02-01,-1215.0,1079.0,1079.0,0.0,0.0,0.0,,,
2009-03-01,16554.0,199317.0,199317.0,8561.0,0.0,0.0,,,
2009-04-01,22294.0,258508.0,258508.0,11728.0,0.0,0.0,,,
2009-05-01,7447.0,102837.0,102837.0,4306.0,0.0,0.0,,,
2009-06-01,36020.0,361687.0,361687.0,20101.0,0.0,0.0,,,
2009-07-01,56578.0,685800.0,685800.0,29203.0,0.0,0.0,,,
2009-08-01,52390.0,645899.0,645899.0,31155.0,0.0,0.0,,,
2009-09-01,4525.0,69101.0,69101.0,3084.0,0.0,0.0,,,
2009-10-01,-998.0,2420.0,2420.0,0.0,0.0,0.0,,,
2009-11-01,-601.0,0.0,0.0,0.0,0.0,0.0,,,
2009-12-01,5810.0,97029.0,97029.0,980.0,0.0,0.0,,,
2010-01-01,-793.0,17700.0,17700.0,124.0,0.0,0.0,,,
2010-02-01,868.0,32715.0,32715.0,618.0,0.0,0.0,,,
2010-03-01,-1169.0,1546.0,1546.0,0.0,0.0,0.0,,,
2010-04-01,-1043.0,1206.0,1206.0,0.0,0.0,0.0,,,
2010-05-01,15618.0,198700.0,198700.0,9245.0,0.0,0.0,,,
2010-06-01,38961.0,471849.0,471849.0,21935.0,0.0,0.0,,,
2010-07-01,104730.0,1237444.0,1237444.0,59647.0,0.0,0.0,,,
2010-08-01,107675.0,1261517.0,1261517.0,61363.0,0.0,0.0,,,
2010-09-01,10110.0,134042.0,134042.0,5941.0,0.0,0.0,,,
2010-10-01,-1038.0,681.0,681.0,0.0,0.0,0.0,,,
2010-11-01,1092.0,30196.0,30196.0,883.0,0.0,0.0,,,
2010-12-01,9159.0,122374.0,122374.0,4978.0,0.0,0.0,,,
2011-01-01,-1415.0,4772.0,4772.0,0.0,0.0,0.0,,,
2011-02-01,-1225.0,2425.0,2425.0,0.0,0.0,0.0,,,
2011-03-01,-1273.0,1643.0,1643.0,0.0,0.0,0.0,,,
2011-04-01,-1087.0,1526.0,1526.0,0.0,0.0,0.0,,,
2011-05-01,-988.0,2388.0,2388.0,0.0,0.0,0.0,,,
2011-06-01,16645.0,207038.0,207038.0,9518.0,0.0,0.0,,,
2011-07-01,98355.0,1163663.0,1163663.0,55558.0,0.0,0.0,,,
2011-08-01,55502.0,676334.0,676334.0,31393.0,0.0,0.0,,,
2011-09-01,-142.0,9207.0,9207.0,106.0,0.0,0.0,,,
2011-10-01,-1119.0,1416.0,1416.0,0.0,0.0,0.0,,,
2011-11-01,-1176.0,1472.0,1472.0,0.0,0.0,0.0,,,
2011-12-01,-866.0,8746.0,8746.0,0.0,0.0,0.0,,,
2012-01-01,-1363.0,1988.0,1988.0,0.0,0.0,0.0,,,
2012-02-01,-1280.0,2431.0,2431.0,0.0,0.0,0.0,,,
2012-03-01,-1116.0,1847.0,1847.0,0.0,0.0,0.0,,,
2012-04-01,5639.0,80532.0,80532.0,3384.0,0.0,0.0,,,
2012-05-01,32711.0,393877.0,393877.0,19265.0,0.0,0.0,,,
2012-06-01,51764.0,620423.0,620423.0,30302.0,0.0,0.0,,,
2012-07-01,195817.0,2227634.0,2227634.0,117293.0,0.0,0.0,,,
2012-08-01,54550.0,551118.0,551118.0,31359.0,0.0,0.0,,,
2012-09-01,4307.0,64750.0,64750.0,3014.0,0.0,0.0,,,
2012-10-01,-570.0,597.0,597.0,0.0,0.0,0.0,,,
2012-11-01,-1767.0,1706.0,1706.0,0.0,0.0,0.0,,,
2012-12-01,-1369.0,1909.0,1909.0,0.0,0.0,0.0,,,
2013-01-01,-1389.0,2378.0,2378.0,0.0,0.0,0.0,,,
2013-02-01,-1250.0,2146.0,2146.0,0.0,0.0,0.0,,,
2013-03-01,-1359.0,2060.0,2060.0,0.0,0.0,0.0,,,
2013-04-01,-1152.0,1757.0,1757.0,0.0,0.0,0.0,,,
2013-05-01,-1059.0,1218.0,1218.0,0.0,0.0,0.0,,,
2013-06-01,1039.0,29934.0,29934.0,806.0,0.0,0.0,,,
2013-07-01,48842.0,579941.0,579941.0,29032.0,0.0,0.0,,,
2013-08-01,45112.0,528780.0,528780.0,22753.0,0.0,0.0,,,
2013-09-01,19133.0,230750.0,230750.0,8868.0,0.0,0.0,,,
2013-10-01,-1228.0,607.0,607.0,0.0,0.0,0.0,,,
2013-11-01,10781.0,145815.0,145815.0,7513.0,0.0,0.0,,,
2013-12-01,13693.0,216145.0,216145.0,15123.0,0.0,0.0,,,
2014-01-01,5721.0,103748.0,103748.0,4738.0,0.0,0.0,,,
2014-02-01,-1845.0,3910.0,3910.0,0.0,0.0,0.0,,,
2014-03-01,-1454.0,2357.0,2357.0,0.0,0.0,0.0,,,
2014-04-01,1134.0,31068.0,31068.0,962.0,0.0,0.0,,,
2014-05-01,28861.0,352527.0,352527.0,16926.0,0.0,0.0,,,
2014-06-01,-1102.0,816.0,816.0,0.0,0.0,0.0,,,
2014-07-01,2418.0,49536.0,49536.0,1637.0,0.0,0.0,,,
2014-08-01,16666.0,208005.0,208005.0,9426.0,0.0,0.0,,,
2014-09-01,-1050.0,716.0,716.0,0.0,0.0,0.0,,,
2014-10-01,-1102.0,820.0,820.0,0.0,0.0,0.0,,,
2014-11-01,-1314.0,2251.0,2251.0,0.0,0.0,0.0,,,
2014-12-01,-1351.0,2166.0,2166.0,0.0,0.0,0.0,,,
2015-01-01,-1395.0,2623.0,2623.0,0.0,0.0,0.0,,,
2015-02-01,-1240.0,2806.0,2806.0,0.0,0.0,0.0,,,
2015-03-01,-1347.0,1413.0,1413.0,0.0,0.0,0.0,,,
2015-04-01,-785.0,550.0,550.0,0.0,0.0,0.0,,,
2015-05-01,-1077.0,225.0,225.0,,,,,,
2015-06-01,3637.0,61968.0,61968.0,2387.0,0.0,0.0,,,
2015-07-01,45234.0,588304.0,588304.0,29421.0,0.0,0.0,,,
2015-08-01,39854.0,454034.0,454034.0,20937.0,0.0,0.0,,,
2015-09-01,18857.0,240684.0,240684.0,8508.0,0.0,0.0,,,
2015-10-01,10614.0,138723.0,138723.0,5266.0,0.0,0.0,,,
2015-11-01,-1169.0,1552.0,1552.0,0.0,0.0,0.0,,,
2015-12-01,-1284.0,1833.0,1833.0,0.0,0.0,0.0,,,
2016-01-01,13113.0,161187.0,161187.0,7000.0,0.0,0.0,,,
2016-02-01,6438.0,87213.0,87213.0,3620.0,0.0,0.0,,,
2016-03-01,-1205.0,1368.0,1368.0,0.0,0.0,0.0,,,
2016-04-01,17037.0,212391.0,212391.0,9198.0,0.0,0.0,,,
2016-05-01,53572.0,606139.0,606139.0,25005.0,0.0,0.0,,,
2016-06-01,66433.0,515781.0,515781.0,0.0,0.0,0.0,,,
2016-07-01,83472.0,938821.0,938821.0,36594.0,0.0,0.0,,,
2016-08-01,74242.0,891574.0,891574.0,40495.0,0.0,0.0,,,
2016-09-01,27937.0,341284.0,341284.0,15939.0,0.0,0.0,,,
2016-10-01,-1045.0,101.0,101.0,0.0,0.0,0.0,,,
2016-11-01,8677.0,118657.0,118657.0,4933.0,0.0,0.0,,,
2016-12-01,10397.0,130386.0,130386.0,5324.0,0.0,0.0,,,
2017-01-01,4550.0,71900.0,71900.0,2569.0,0.0,0.0,,,
2017-02-01,-1139.0,1306.0,1306.0,0.0,0.0,0.0,,,
2017-03-01,-1243.0,1561.0,1561.0,0.0,0.0,0.0,,,
2017-04-01,-1076.0,77.0,77.0,0.0,0.0,0.0,,,
2017-05-01,-1056.0,70.0,70.0,0.0,0.0,0.0,,,
2017-06-01,4609.0,70270.0,70270.0,2978.0,0.0,0.0,,,
2017-07-01,99361.0,1184519.0,1184519.0,56406.0,0.0,0.0,,,
2017-08-01,13660.0,173961.0,173961.0,8070.0,0.0,0.0,,,
2017-09-01,41060.0,494781.0,494781.0,24009.0,0.0,0.0,,,
2017-10-01,5400.0,79480.0,79480.0,3055.0,0.0,0.0,,,
2017-11-01,34408.0,429544.0,429544.0,18789.0,0.0,0.0,,,
2017-12-01,14928.0,202667.0,202667.0,8050.0,0.0,0.0,,,
2018-01-01,6172.0,93671.0,93671.0,3561.0,0.0,0.0,,,
2018-02-01,2430.0,47059.0,47059.0,1516.0,0.0,0.0,,,
2018-03-01,23499.0,285325.0,285325.0,12922.0,0.0,0.0,,,
2018-04-01,52608.0,630105.0,630105.0,28042.0,0.0,0.0,,,
2018-05-01,80240.0,868841.0,868841.0,48582.0,0.0,0.0,,,
2018-06-01,7489.0,103460.0,103460.0,4666.0,0.0,0.0,,,
2018-07-01,78805.0,948642.0,948642.0,46410.0,0.0,0.0,,,
2018-08-01,53545.0,628445.0,628445.0,31043.0,0.0,0.0,,,
2018-09-01,27684.0,334349.0,334349.0,16879.0,0.0,0.0,,,
2018-10-01,55939.0,705773.0,705773.0,32472.0,0.0,0.0,,,
2018-11-01,9723.0,122820.0,122820.0,5460.0,0.0,0.0,,,
2018-12-01,5706.0,89873.0,89873.0,3555.0,0.0,0.0,,,
2019-01-01,3384.0,62017.0,62017.0,2650.0,0.0,0.0,,,
2019-02-01,6393.0,92247.0,92247.0,4008.0,0.0,0.0,,,
2019-03-01,1319.0,33171.0,33171.0,1282.0,0.0,0.0,,,
2019-04-01,8245.0,108542.0,108542.0,4403.0,0.0,0.0,,,
2019-05-01,18757.0,220085.0,220085.0,11160.0,0.0,0.0,,,
2019-06-01,3353.0,56032.0,56032.0,2419.0,0.0,0.0,,,
2019-07-01,65909.0,761700.0,761700.0,38996.0,0.0,0.0,,,
2019-08-01,78183.0,847967.0,847967.0,44986.0,0.0,0.0,,,
2019-09-01,39349.0,462641.0,462641.0,23093.0,0.0,0.0,,,
2019-10-01,42978.0,494177.0,494177.0,24425.0,0.0,0.0,,,
2019-11-01,9136.0,133355.0,133355.0,5517.0,0.0,0.0,,,
2019-12-01,-1303.0,1733.0,1733.0,0.0,0.0,0.0,,,
2020-01-01,30863.0,359220.0,359220.0,16732.0,0.0,0.0,,,
2020-02-01,14993.0,187693.0,187693.0,8105.0,0.0,0.0,,,
2020-03-01,30799.0,364110.0,364110.0,16808.0,0.0,0.0,,,
2020-04-01,5051.0,74151.0,74151.0,3320.0,0.0,0.0,,,
2020-05-01,6159.0,84679.0,84679.0,3851.0,0.0,0.0,,,
2020-06-01,37992.0,450229.0,450229.0,22551.0,0.0,0.0,,,
2020-07-01,126555.0,1445630.0,1445630.0,74631.0,0.0,0.0,,,
2020-08-01,70321.0,807601.0,807601.0,41883.0,0.0,0.0,,,
2020-09-01,1892.0,32511.0,32511.0,1463.0,0.0,0.0,,,
2020-10-01,-723.0,343.0,343.0,0.0,0.0,0.0,,,
2020-11-01,48583.0,600146.0,600146.0,27865.0,0.0,0.0,,,
2020-12-01,53539.0,660305.0,660305.0,29072.0,0.0,0.0,,,
2021-01-01,21100.0,257959.0,257959.0,11767.0,0.0,0.0,,,
2021-02-01,4516.0,73772.0,73772.0,2936.0,0.0,0.0,,,
2021-03-01,64968.0,779005.0,779005.0,35273.0,0.0,0.0,,,
2021-04-01,53090.0,609786.0,609786.0,30483.0,0.0,0.0,,,
2021-05-01,33968.0,401474.0,401474.0,20000.0,0.0,0.0,,,
2021-06-01,116832.0,1408043.0,1408043.0,69477.0,0.0,0.0,,,
2021-07-01,133525.0,1591741.0,1591741.0,77685.0,0.0,0.0,,,
2021-08-01,114545.0,1352390.0,1352390.0,67428.0,0.0,0.0,,,
2021-09-01,57786.0,686823.0,686823.0,33534.0,0.0,0.0,,,
2021-10-01,92140.0,1073340.0,1073340.0,53039.0,0.0,0.0,,,
2021-11-01,79472.0,944380.0,944380.0,42224.0,0.0,0.0,,,
2021-12-01,94826.0,1161526.0,1161526.0,50902.0,0.0,0.0,,,
2022-01-01,53066.0,617602.0,617602.0,28007.0,0.0,0.0,,,
2022-02-01,59061.0,680014.0,680014.0,31488.0,0.0,0.0,,,
2022-03-01,39663.0,466809.0,466809.0,21863.0,0.0,0.0,,,
2022-04-01,29879.0,358706.0,358706.0,16119.0,0.0,0.0,,,
2022-05-01,93045.0,1069262.0,1069262.0,54478.0,0.0,0.0,,,
2022-06-01,121129.0,1511153.0,1511153.0,72840.0,0.0,0.0,,,
2022-07-01,143264.0,1586881.0,1586881.0,82722.0,0.0,0.0,,,
2022-08-01,149916.0,1747163.0,1747163.0,85612.0,0.0,0.0,,,
2022-09-01,93394.0,1105131.0,1105131.0,53192.0,0.0,0.0,,,
2022-10-01,80018.0,934530.0,934530.0,44975.0,0.0,0.0,,,
2022-11-01,40088.0,471511.0,471511.0,21423.0,0.0,0.0,,,
2022-12-01,39324.0,458659.0,458659.0,20729.0,0.0,0.0,,,
2023-01-01,86652.0,1007403.0,1007403.0,47610.0,0.0,0.0,,,
2023-02-01,38032.0,334757.0,334757.0,20144.0,0.0,0.0,,,
2023-03-01,95108.0,1108118.0,1108118.0,52006.0,0.0,0.0,,,
2023-04-01,51940.0,599392.0,599392.0,28879.0,0.0,0.0,,,
2023-05-01,130576.0,1444576.0,1444576.0,75637.0,0.0,0.0,,,
2023-06-01,169235.0,1783822.0,1783822.0,98803.0,0.0,0.0,,,
2023-07-01,194641.0,2078434.0,2078434.0,115002.0,0.0,0.0,,,
2023-08-01,168142.0,1832064.0,1832064.0,98180.0,0.0,0.0,,,
2023-09-01,132390.0,1348549.0,1348549.0,75836.0,0.0,0.0,,,
2023-10-01,97409.0,1057827.0,1057827.0,54178.0,0.0,0.0,,,
2023-11-01,89963.0,1040542.0,1040542.0,49168.0,0.0,0.0,,,
2023-12-01,112231.0,1227340.0,1227340.0,59464.0,0.0,0.0,,,
2024-01-01,113757.0,1289395.0,1289395.0,60696.0,0.0,0.0,,,
2024-02-01,110760.0,1296733.0,1296733.0,60289.0,0.0,0.0,,,
2024-03-01,68789.0,787159.0,787159.0,36804.0,0.0,0.0,,,
2024-04-01,48480.0,565411.0,565411.0,28555.0,0.0,0.0,,,
2024-05-01,130932.0,1477557.0,1477557.0,75763.0,0.0,0.0,,,
2024-06-01,113936.0,1299325.0,1299325.0,66968.0,0.0,0.0,,,
2024-07-01,202514.0,2265840.0,2265840.0,120605.0,0.0,0.0,,,
2024-08-01,204529.0,2283082.0,2283082.0,122679.0,0.0,0.0,,,
2024-09-01,103873.0,1167481.0,1167481.0,59119.0,0.0,0.0,,,
2024-10-01,74178.0,818152.0,818152.0,41056.0,0.0,0.0,,,
2024-11-01,97070.0,1136319.0,1136319.0,53097.0,0.0,0.0,,,
2024-12-01,119142.0,1314123.0,1314123.0,64879.0,0.0,0.0,,,
