measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-05-01,,,,,,,,,,56610.0,691376.0,691376.0
2007-06-01,,,,,,,,,,51480.0,649540.0,649540.0
2007-07-01,,,,0.0,0.0,0.0,,,,54158.0,683405.0,683405.0
2007-08-01,,,,0.0,0.0,0.0,,,,52075.0,664713.0,664713.0
2007-09-01,,,,0.0,0.0,0.0,,,,52441.0,661986.0,661986.0
2007-10-01,,,,0.0,0.0,0.0,,,,46279.0,583786.0,583786.0
2007-11-01,,,,0.0,0.0,0.0,,,,61190.0,736828.0,736828.0
2007-12-01,,,,0.0,0.0,0.0,,,,57696.0,788845.0,788845.0
2008-01-01,,,,0.0,0.0,0.0,89.81,1126.0,1126.0,59398.19,745032.0,745032.0
2008-02-01,,,,8.259,104.0,104.0,6.245,78.0,78.0,61742.496,774262.0,774262.0
2008-03-01,,,,0.0,0.0,0.0,94.754,1106.0,1106.0,54718.246,638404.0,638404.0
2008-04-01,,,,0.0,0.0,0.0,38.128,488.0,488.0,37639.872,481433.0,481433.0
2008-05-01,,,,0.0,0.0,0.0,192.161,2426.0,2426.0,58992.839,744799.0,744799.0
2008-06-01,,,,0.0,0.0,0.0,16.877000000000002,215.0,215.0,54123.123,690278.0,690278.0
2008-07-01,,,,0.0,0.0,0.0,37.651,492.0,492.0,55550.349,725363.0,725363.0
2008-08-01,,,,1.362,17.0,17.0,151.112,1916.0,1916.0,52887.527,670536.0,670536.0
2008-09-01,,,,1.362,17.0,17.0,66.558,844.0,844.0,57741.081,731967.0,731967.0
2008-10-01,,,,2.338,29.0,29.0,68.938,848.0,848.0,53469.724,657866.0,657866.0
2008-11-01,,,,1.37,17.0,17.0,8.909,112.0,112.0,49852.721000000005,627973.0,627973.0
2008-12-01,,,,0.911,12.0,12.0,57.463,726.0,726.0,63479.625,801745.0,801745.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,51.977000000000004,672.0,672.0,59994.023,776019.0,776019.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,23.447000000000003,302.0,302.0,54233.553,698310.0,698310.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3.604,46.0,46.0,56069.396,718484.0,718484.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,30.153000000000002,435.0,435.0,4409.847000000001,63578.0,63578.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,123.405,1477.0,1477.0,46644.595,558321.0,558321.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,81.38900000000001,1074.0,1074.0,40172.611,530027.0,530027.0
2009-07-01,2365.503,31492.0,31492.0,0.0,0.0,0.0,87.536,1165.0,1165.0,38809.961,516672.0,516672.0
2009-08-01,2047.873,28439.0,28439.0,0.0,0.0,0.0,83.059,1153.0,1153.0,37346.068,518632.0,518632.0
2009-09-01,0.0,0.0,0.0,0.765,12.0,12.0,65.652,988.0,988.0,36331.583,546743.0,546743.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,254.23700000000002,2563.0,2563.0,30145.763,303918.0,303918.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,36.201,471.0,471.0,47888.799,622983.0,622983.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,117.595,1481.0,1481.0,53056.405,668174.0,668174.0
2010-01-01,6559.985000000001,88369.0,88369.0,0.0,0.0,0.0,109.56500000000001,1476.0,1476.0,42751.450000000004,575902.0,575902.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,36.126000000000005,467.0,467.0,44497.873999999996,575714.0,575714.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,93.42,1210.0,1210.0,42910.58,555616.0,555616.0
2010-04-01,817.244,10928.0,10928.0,0.0,0.0,0.0,66.98100000000001,896.0,896.0,36280.775,485151.0,485151.0
2010-05-01,3204.141,42106.0,42106.0,0.0,0.0,0.0,35.568000000000005,467.0,467.0,35056.291,460679.0,460679.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,168.93,2193.0,2193.0,39525.07,512999.0,512999.0
2010-07-01,0.0,0.0,0.0,4.813000000000001,63.0,63.0,30.89,406.0,406.0,41142.297,541036.0,541036.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,76.806,1019.0,1019.0,43821.194,581408.0,581408.0
2010-09-01,0.0,0.0,0.0,1.2790000000000001,17.0,17.0,216.954,2929.0,2929.0,28785.767,388592.0,388592.0
2010-10-01,0.0,0.0,0.0,0.899,12.0,12.0,175.52800000000002,2247.0,2247.0,44671.573000000004,571786.0,571786.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,51.22,646.0,646.0,54483.78,687087.0,687087.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,110.40400000000001,1438.0,1438.0,50681.596,660259.0,660259.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,157.351,1957.0,1957.0,57886.649,719848.0,719848.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,52.582,653.0,653.0,44037.418,547094.0,547094.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,262.388,3162.0,3162.0,55608.612,670174.0,670174.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,82.046,1047.0,1047.0,31775.954,405630.0,405630.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,142.321,1816.0,1816.0,43302.679,552600.0,552600.0
2011-06-01,669.028,9240.0,9240.0,0.0,0.0,0.0,114.206,1577.0,1577.0,27972.766,386334.0,386334.0
2011-07-01,13745.131,188780.0,188780.0,0.0,0.0,0.0,217.98,2994.0,2994.0,32039.889,440046.0,440046.0
2011-08-01,0.0,0.0,0.0,0.411,6.0,6.0,260.496,3645.0,3645.0,27736.093,388134.0,388134.0
2011-09-01,3445.758,47640.0,47640.0,0.0,0.0,0.0,106.485,1472.0,1472.0,13439.757,185814.0,185814.0
2011-10-01,7967.591,100640.0,100640.0,0.0,0.0,0.0,80.202,1013.0,1013.0,14873.207,187866.0,187866.0
2011-11-01,3014.724,39600.0,39600.0,0.0,0.0,0.0,62.527,821.0,821.0,34030.749,447012.0,447012.0
2011-12-01,7005.824,94360.0,94360.0,0.0,0.0,0.0,212.756,2866.0,2866.0,40270.42,542394.0,542394.0
2012-01-01,0.0,0.0,0.0,1.875,23.0,23.0,107.559,1320.0,1320.0,40810.566,500842.0,500842.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,110.948,1566.0,1566.0,24247.052,342241.0,342241.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,105.918,1460.0,1460.0,23446.082,323188.0,323188.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,103.368,2059.0,2059.0,3262.632,64989.0,64989.0
2012-05-01,0.0,0.0,0.0,39.32,506.0,506.0,83.323,1073.0,1073.0,40024.357,515419.0,515419.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,563.109,7584.0,7584.0,34315.891,462170.0,462170.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,221.957,2997.0,2997.0,39025.043,526941.0,526941.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,785.576,11258.0,11258.0,29514.424,422968.0,422968.0
2012-09-01,0.0,0.0,0.0,0.812,12.0,12.0,233.809,3312.0,3312.0,26296.379,372499.0,372499.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,215.602,3044.0,3044.0,4387.398,61944.0,61944.0
2012-11-01,0.0,0.0,0.0,1.843,23.0,23.0,35.789,447.0,447.0,48831.368,609905.0,609905.0
2012-12-01,0.0,0.0,0.0,0.442,6.0,6.0,771.529,10039.0,10039.0,50822.029,661287.0,661287.0
2013-01-01,,,,0.433,6.0,6.0,376.959,5004.0,5004.0,51079.608,678026.0,678026.0
2013-02-01,,,,0.0,0.0,0.0,687.407,8394.0,8394.0,43813.593,534993.0,534993.0
2013-03-01,,,,0.0,0.0,0.0,133.548,1714.0,1714.0,53477.452,686420.0,686420.0
2013-04-01,,,,0.0,0.0,0.0,307.925,4078.0,4078.0,10856.075,143757.0,143757.0
2013-05-01,,,,0.0,0.0,0.0,147.366,1973.0,1973.0,34668.634,464128.0,464128.0
2013-06-01,,,,0.0,0.0,0.0,100.828,1360.0,1360.0,35947.172,484988.0,484988.0
2013-07-01,,,,0.0,0.0,0.0,139.472,1815.0,1815.0,43516.528,566387.0,566387.0
2013-08-01,,,,0.0,0.0,0.0,208.273,2756.0,2756.0,38530.727,509950.0,509950.0
2013-09-01,,,,0.0,0.0,0.0,194.323,2371.0,2371.0,22303.677,272078.0,272078.0
2013-10-01,,,,0.0,0.0,0.0,271.817,3553.0,3553.0,38377.183,501607.0,501607.0
2013-11-01,,,,0.0,0.0,0.0,266.239,3468.0,3468.0,45859.761,597446.0,597446.0
2013-12-01,,,,0.0,0.0,0.0,412.835,5491.0,5491.0,50271.165,668588.0,668588.0
2014-01-01,,,,0.0,0.0,0.0,679.127,9581.0,9581.0,46593.873,657343.0,657343.0
2014-02-01,,,,0.0,0.0,0.0,668.155,9054.0,9054.0,42338.845,573738.0,573738.0
2014-03-01,,,,0.0,0.0,0.0,402.775,5419.0,5419.0,46559.225,626470.0,626470.0
2014-04-01,,,,0.0,0.0,0.0,181.523,2453.0,2453.0,29018.477,392213.0,392213.0
2014-05-01,,,,0.0,0.0,0.0,146.861,1920.0,1920.0,32042.139,418888.0,418888.0
2014-06-01,,,,0.0,0.0,0.0,1103.202,15060.0,15060.0,28096.798,383548.0,383548.0
2014-07-01,,,,0.0,0.0,0.0,127.462,1777.0,1777.0,31555.538,440029.0,440029.0
2014-08-01,,,,0.0,0.0,0.0,319.09,4515.0,4515.0,28140.91,398164.0,398164.0
2014-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,16265.0,235881.0,235881.0
2014-12-01,,,,0.0,0.0,0.0,154.754,2012.0,2012.0,42452.246,551835.0,551835.0
2015-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,42163.0,595716.0,595716.0
2015-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,42686.0,577116.0,577116.0
2015-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,456.0,9898.0,9898.0
2015-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,,,,0.0,0.0,0.0,681.0,14863.0,14863.0,0.0,0.0,0.0
2015-06-01,,,,0.0,0.0,0.0,671.0,11603.0,11603.0,0.0,0.0,0.0
2015-07-01,,,,0.0,0.0,0.0,1930.0,27470.0,27470.0,0.0,0.0,0.0
2015-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,,,,0.0,0.0,0.0,2608.0,41990.0,41990.0,0.0,0.0,0.0
2016-07-01,,,,0.0,0.0,0.0,3561.0,60498.0,60498.0,0.0,0.0,0.0
2016-08-01,,,,0.0,0.0,0.0,5057.0,85995.0,85995.0,0.0,0.0,0.0
2016-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,,,,0.0,0.0,0.0,566.0,10242.0,10242.0,0.0,0.0,0.0
2017-07-01,,,,0.0,0.0,0.0,2221.0,37182.0,37182.0,0.0,0.0,0.0
2017-08-01,,,,0.0,0.0,0.0,536.0,11834.0,11834.0,0.0,0.0,0.0
2017-09-01,,,,0.0,0.0,0.0,2295.0,45226.0,45226.0,0.0,0.0,0.0
2017-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,,,,0.0,0.0,0.0,1019.0,14633.0,14633.0,0.0,0.0,0.0
2018-02-01,,,,0.0,0.0,0.0,896.0,12670.0,12670.0,0.0,0.0,0.0
2018-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,,,,0.0,0.0,0.0,2114.0,31326.0,31326.0,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,0.0,1796.0,26692.0,26692.0,0.0,0.0,0.0
2018-06-01,,,,0.0,0.0,0.0,717.0,12549.0,12549.0,0.0,0.0,0.0
2018-07-01,,,,0.0,0.0,0.0,3219.0,55092.0,55092.0,0.0,0.0,0.0
2018-08-01,,,,0.0,0.0,0.0,1405.0,21645.0,21645.0,0.0,0.0,0.0
2018-09-01,,,,0.0,0.0,0.0,1161.0,18573.0,18573.0,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0,1566.0,25762.0,25762.0,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,,,,0.0,0.0,0.0,1535.0,25518.0,25518.0,0.0,0.0,0.0
2019-02-01,,,,0.0,0.0,0.0,392.0,4668.0,4668.0,0.0,0.0,0.0
2019-03-01,,,,0.0,0.0,0.0,2123.0,27576.0,27576.0,0.0,0.0,0.0
2019-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,,,,0.0,0.0,0.0,1700.0,25567.0,25567.0,0.0,0.0,0.0
2019-07-01,,,,0.0,0.0,0.0,9794.0,138461.0,138461.0,0.0,0.0,0.0
2019-08-01,,,,0.0,0.0,0.0,1190.0,20328.0,20328.0,0.0,0.0,0.0
2019-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,,,,0.0,0.0,0.0,2721.0,39378.0,39378.0,0.0,0.0,0.0
2019-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,,,,0.0,0.0,0.0,1407.0,20423.0,20423.0,0.0,0.0,0.0
2020-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,,,,0.0,0.0,0.0,12022.0,169452.0,169452.0,0.0,0.0,0.0
2020-08-01,,,,0.0,0.0,0.0,3044.0,45812.0,45812.0,0.0,0.0,0.0
2020-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0,638.0,9785.0,9785.0,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0,2172.0,34269.0,34269.0,0.0,0.0,0.0
2021-04-01,,,,0.0,0.0,0.0,1590.0,27762.0,27762.0,0.0,0.0,0.0
2021-05-01,,,,0.0,0.0,0.0,2822.0,43325.0,43325.0,0.0,0.0,0.0
2021-06-01,,,,0.0,0.0,0.0,14391.0,221716.0,221716.0,0.0,0.0,0.0
2021-07-01,,,,0.0,0.0,0.0,5546.0,86913.0,86913.0,0.0,0.0,0.0
2021-08-01,,,,0.0,0.0,0.0,20086.0,320461.0,320461.0,0.0,0.0,0.0
2021-09-01,,,,0.0,0.0,0.0,27564.0,427665.0,427665.0,0.0,0.0,0.0
2021-10-01,,,,0.0,0.0,0.0,12637.0,167966.0,167966.0,0.0,0.0,0.0
2021-11-01,,,,0.0,0.0,0.0,498.0,7831.0,7831.0,0.0,0.0,0.0
2021-12-01,,,,0.0,0.0,0.0,2222.0,31934.0,31934.0,0.0,0.0,0.0
2022-01-01,,,,0.0,0.0,0.0,23546.0,354457.0,354457.0,0.0,0.0,0.0
2022-02-01,,,,0.0,0.0,0.0,20632.0,309131.0,309131.0,0.0,0.0,0.0
2022-03-01,,,,0.0,0.0,0.0,12280.0,185901.0,185901.0,0.0,0.0,0.0
2022-04-01,,,,0.0,0.0,0.0,13069.0,183778.0,183778.0,0.0,0.0,0.0
2022-05-01,,,,0.0,0.0,0.0,13083.0,187924.0,187924.0,0.0,0.0,0.0
2022-06-01,,,,0.0,0.0,0.0,10528.0,142585.0,142585.0,0.0,0.0,0.0
2022-07-01,,,,0.0,0.0,0.0,7133.0,101309.0,101309.0,0.0,0.0,0.0
2022-08-01,,,,0.0,0.0,0.0,2569.0,40959.0,40959.0,0.0,0.0,0.0
2022-09-01,,,,0.0,0.0,0.0,18551.0,264383.0,264383.0,0.0,0.0,0.0
2022-10-01,,,,0.0,0.0,0.0,889.0,13849.0,13849.0,0.0,0.0,0.0
2022-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,,,,0.0,0.0,0.0,5754.0,81743.0,81743.0,0.0,0.0,0.0
2023-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,,,,0.0,0.0,0.0,3005.0,45855.0,45855.0,0.0,0.0,0.0
2023-06-01,,,,0.0,0.0,0.0,12351.0,169333.0,169333.0,0.0,0.0,0.0
2023-07-01,,,,0.0,0.0,0.0,9557.0,126705.0,126705.0,0.0,0.0,0.0
2023-08-01,,,,0.0,0.0,0.0,20120.0,273137.0,273137.0,0.0,0.0,0.0
2023-09-01,,,,0.0,0.0,0.0,12371.0,161891.0,161891.0,0.0,0.0,0.0
2023-10-01,,,,0.0,0.0,0.0,38791.0,508468.0,508468.0,0.0,0.0,0.0
2023-11-01,,,,0.0,0.0,0.0,5905.0,69378.0,69378.0,0.0,0.0,0.0
2023-12-01,,,,0.0,0.0,0.0,2436.0,33371.0,33371.0,0.0,0.0,0.0
2024-01-01,,,,0.0,0.0,0.0,39795.0,528080.0,528080.0,0.0,0.0,0.0
2024-02-01,,,,0.0,0.0,0.0,34381.0,438834.0,438834.0,0.0,0.0,0.0
2024-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,,,,0.0,0.0,0.0,15057.0,195907.0,195907.0,0.0,0.0,0.0
2024-06-01,,,,0.0,0.0,0.0,2492.0,33952.0,33952.0,0.0,0.0,0.0
2024-07-01,,,,0.0,0.0,0.0,30657.0,411552.0,411552.0,0.0,0.0,0.0
2024-08-01,,,,0.0,0.0,0.0,13962.0,181996.0,181996.0,0.0,0.0,0.0
