measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,15.482,232.0,232.0,36298.518,543745.0,543745.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2.782,37.0,37.0,1103.218,14847.0,14847.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,134.173,1923.0,1923.0,2519.827,36114.0,36114.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34678.0,533854.0,533854.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,88.175,1363.0,1363.0,25729.825,397856.0,397856.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,90.801,1485.0,1485.0,11031.199,180425.0,180425.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,158.666,2501.0,2501.0,19230.334,303145.0,303145.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,85.871,1231.0,1231.0,23638.129,338964.0,338964.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,73.372,1150.0,1150.0,33757.628,529212.0,529212.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,128.942,2163.0,2163.0,24557.058,411983.0,411983.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36111.0,573324.0,573324.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,90.302,1465.0,1465.0,32255.698,523424.0,523424.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,75.358,1310.0,1310.0,29714.642,516708.0,516708.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,29.568,510.0,510.0,7426.432,127995.0,127995.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,191.585,2890.0,2890.0,27075.415,408446.0,408446.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,112.938,1756.0,1756.0,13032.062,202572.0,202572.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,97.322,1404.0,1404.0,15104.678,217906.0,217906.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,142.034,2189.0,2189.0,18614.966,286916.0,286916.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,75.475,1342.0,1342.0,12930.525,229845.0,229845.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,81.176,895.0,895.0,9064.824,99993.0,99993.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,291.996,4358.0,4358.0,21536.004,321393.0,321393.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,164.092,2493.0,2493.0,29555.908,449013.0,449013.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,207.193,3204.0,3204.0,17644.807,272877.0,272877.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,24.466,384.0,384.0,33375.534,523503.0,523503.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,161.435,2759.0,2759.0,26739.565,457012.0,457012.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,7.613,114.0,114.0,35169.387,528519.0,528519.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,46.607,670.0,670.0,36380.393,522802.0,522802.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.37,20.0,20.0,9706.63,140016.0,140016.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,183.608,2684.0,2684.0,20351.392,297525.0,297525.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,81.376,1288.0,1288.0,27518.624,435398.0,435398.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,138.941,2317.0,2317.0,26865.059,448029.0,448029.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,106.521,1849.0,1849.0,24123.479,418764.0,418764.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,79.38,1270.0,1270.0,16973.62,271525.0,271525.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33456.0,480704.0,480704.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,128.625,2034.0,2034.0,31501.375,498202.0,498202.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37694.0,610786.0,610786.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,82.727,1284.0,1284.0,26062.273,404635.0,404635.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2.076,30.0,30.0,28898.924,419938.0,419938.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,122.936,2046.0,2046.0,7506.064,124902.0,124902.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,185.614,3111.0,3111.0,21874.386,366586.0,366586.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,80.416,1273.0,1273.0,14420.584,228273.0,228273.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,103.234,1753.0,1753.0,31063.766,527620.0,527620.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,98.757,1768.0,1768.0,21212.243,379754.0,379754.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,146.88,2599.0,2599.0,11747.12,207858.0,207858.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,70.796,1179.0,1179.0,32564.204,542471.0,542471.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,74.773,1174.0,1174.0,36118.227,567165.0,567165.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,31.282,434.0,434.0,34712.718,481249.0,481249.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,76.356,1271.0,1271.0,32658.644,543575.0,543575.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,160.277,2564.0,2564.0,29087.723,465252.0,465252.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,158.445,2661.0,2661.0,16732.555,281052.0,281052.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,152.565,2453.0,2453.0,6367.435,102393.0,102393.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,122.432,2120.0,2120.0,33064.568,572409.0,572409.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,42.895,706.0,706.0,36241.105,596619.0,596619.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,34.344,609.0,609.0,33069.656,586828.0,586828.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,13.778,236.0,236.0,29245.222,501111.0,501111.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,107.827,1797.0,1797.0,8267.173,137786.0,137786.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,77.913,1310.0,1310.0,29265.087,492206.0,492206.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,11.287,178.0,178.0,36743.713,578965.0,578965.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,39.649,646.0,646.0,35138.351,572360.0,572360.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,214.081,3344.0,3344.0,27775.919,433816.0,433816.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37091.0,565508.0,565508.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,180.244,2941.0,2941.0,12565.756,205041.0,205041.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,18.174,304.0,304.0,33342.826,557148.0,557148.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,90.298,1569.0,1569.0,20419.702,354890.0,354890.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,32.685,573.0,573.0,30358.315,532242.0,532242.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,173.802,2905.0,2905.0,20457.198,341898.0,341898.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,207.157,3346.0,3346.0,22624.843,365402.0,365402.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,10.431,147.0,147.0,3478.569,48901.0,48901.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,135.824,2349.0,2349.0,26208.176,453326.0,453326.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35587.0,600758.0,600758.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,50.874,798.0,798.0,31855.126,499469.0,499469.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,99.045,1673.0,1673.0,27120.955,458208.0,458208.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,177.545,3066.0,3066.0,31448.455,543065.0,543065.0
