measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2006-10-01,4.586,51.0,51.0,6.325,63.0,63.0
2006-11-01,5.4,60.0,60.0,7.409000000000001,73.0,73.0
2006-12-01,5.984,66.0,66.0,7.845,78.0,78.0
2007-01-01,17.478,197.0,197.0,1.155,11.0,11.0
2007-02-01,37.496,423.0,423.0,0.6890000000000001,7.0,7.0
2007-03-01,6.107,70.0,70.0,1.483,15.0,15.0
2007-04-01,4.332,46.0,46.0,2.494,25.0,25.0
2007-05-01,5.343,58.0,58.0,2.714,27.0,27.0
2007-06-01,5.7,64.0,64.0,2.539,25.0,25.0
2007-07-01,4.514,52.0,52.0,0.752,7.0,7.0
2007-08-01,0.4,6.0,6.0,0.725,7.0,7.0
2007-09-01,1.451,17.0,17.0,1.3840000000000001,14.0,14.0
2007-10-01,1.2730000000000001,12.0,12.0,2.4570000000000003,24.0,24.0
2007-11-01,4.948,58.0,58.0,3.927,39.0,39.0
2007-12-01,7.958,93.0,93.0,2.68,26.0,26.0
2008-01-01,13.581000000000001,222.0,222.0,20.2,199.0,199.0
2008-02-01,17.358,270.0,270.0,11.315000000000001,111.0,111.0
2008-03-01,6.865,108.0,108.0,18.526,183.0,183.0
2008-04-01,7.6850000000000005,120.0,120.0,20.461000000000002,202.0,202.0
2008-05-01,3.1750000000000003,48.0,48.0,22.075,218.0,218.0
2008-06-01,3.148,48.0,48.0,33.199,327.0,327.0
2008-07-01,1.493,24.0,24.0,18.199,179.0,179.0
2008-08-01,1.818,30.0,30.0,7.6850000000000005,76.0,76.0
2008-09-01,2.645,42.0,42.0,7.271,72.0,72.0
2008-10-01,2.043,30.0,30.0,16.728,165.0,165.0
2008-11-01,6.836,108.0,108.0,12.678,125.0,125.0
2008-12-01,17.353,270.0,270.0,18.663,184.0,184.0
2009-01-01,2.7470000000000003,36.0,36.0,26.669,260.0,260.0
2009-02-01,0.47,6.0,6.0,27.511000000000003,269.0,269.0
2009-03-01,0.278,0.0,0.0,54.923,536.0,536.0
2009-04-01,0.395,6.0,6.0,50.608000000000004,494.0,494.0
2009-05-01,0.276,0.0,0.0,72.31,706.0,706.0
2009-06-01,0.269,0.0,0.0,53.542,523.0,523.0
2009-07-01,0.21,0.0,0.0,30.445,297.0,297.0
2009-08-01,0.264,0.0,0.0,23.396,228.0,228.0
2009-09-01,0.21100000000000002,0.0,0.0,22.513,220.0,220.0
2009-10-01,0.31,0.0,0.0,22.556,220.0,220.0
2009-11-01,0.152,0.0,0.0,62.399,609.0,609.0
2009-12-01,0.41800000000000004,6.0,6.0,40.128,392.0,392.0
2010-01-01,1.1440000000000001,12.0,12.0,42.024,410.0,410.0
2010-02-01,0.7260000000000001,6.0,6.0,41.893,409.0,409.0
2010-03-01,0.192,0.0,0.0,73.657,719.0,719.0
2010-04-01,0.51,6.0,6.0,54.472,531.0,531.0
2010-05-01,0.759,6.0,6.0,47.72,466.0,466.0
2010-06-01,0.42300000000000004,6.0,6.0,57.313,559.0,559.0
2010-07-01,0.444,6.0,6.0,61.305,598.0,598.0
2010-08-01,0.56,6.0,6.0,55.527,542.0,542.0
2010-09-01,0.5710000000000001,6.0,6.0,58.984,575.0,575.0
2010-10-01,0.8510000000000001,12.0,12.0,63.205000000000005,617.0,617.0
2010-11-01,0.389,6.0,6.0,74.631,728.0,728.0
2010-12-01,0.431,6.0,6.0,63.269000000000005,617.0,617.0
2011-01-01,0.419,6.0,6.0,64.047,622.0,622.0
2011-02-01,0.459,6.0,6.0,58.546,569.0,569.0
2011-03-01,0.739,12.0,12.0,83.142,808.0,808.0
2011-04-01,0.736,12.0,12.0,80.679,784.0,784.0
2011-05-01,0.347,6.0,6.0,93.032,904.0,904.0
2011-06-01,0.233,6.0,6.0,96.088,934.0,934.0
2011-07-01,0.562,12.0,12.0,76.233,741.0,741.0
2011-08-01,0.295,6.0,6.0,80.919,786.0,786.0
2011-09-01,0.377,6.0,6.0,33.505,326.0,326.0
2011-10-01,0.117,0.0,0.0,27.3,265.0,265.0
2011-11-01,0.646,12.0,12.0,26.782,260.0,260.0
2011-12-01,4.07,72.0,72.0,33.727,328.0,328.0
2012-01-01,0.162,0.0,0.0,1.32,13.0,13.0
2012-02-01,1.616,12.0,12.0,1.341,13.0,13.0
2012-03-01,0.384,6.0,6.0,2.788,27.0,27.0
2012-04-01,0.403,6.0,6.0,3.114,30.0,30.0
2012-05-01,5.109,46.0,46.0,4.213,40.0,40.0
2012-06-01,2.624,23.0,23.0,3.652,35.0,35.0
2012-07-01,6.384,64.0,64.0,1.007,10.0,10.0
2012-08-01,0.619,6.0,6.0,0.547,5.0,5.0
2012-09-01,0.433,6.0,6.0,0.432,4.0,4.0
2012-10-01,1.365,12.0,12.0,0.53,5.0,5.0
2012-11-01,0.567,6.0,6.0,0.477,5.0,5.0
2012-12-01,0.334,6.0,6.0,0.579,6.0,6.0
2013-01-01,0.845,12.0,12.0,,,
2013-02-01,0.085,0.0,0.0,,,
2013-03-01,0.226,0.0,0.0,,,
2013-04-01,0.244,6.0,6.0,,,
2013-05-01,0.846,12.0,12.0,,,
2013-06-01,0.643,6.0,6.0,,,
2013-07-01,0.738,12.0,12.0,,,
2013-08-01,0.23,0.0,0.0,,,
2013-09-01,1.843,23.0,23.0,,,
2013-10-01,1.137,12.0,12.0,,,
2013-11-01,0.854,12.0,12.0,,,
2013-12-01,2.309,29.0,29.0,,,
2014-01-01,0.0,0.0,0.0,20.671,197.0,197.0
2014-02-01,0.0,0.0,0.0,18.088,172.0,172.0
2014-03-01,0.0,0.0,0.0,27.65,263.0,263.0
2014-04-01,0.0,0.0,0.0,44.142,420.0,420.0
2014-05-01,0.0,0.0,0.0,46.251,440.0,440.0
2014-06-01,0.0,0.0,0.0,42.155,401.0,401.0
2014-07-01,0.0,0.0,0.0,32.23,307.0,307.0
2014-08-01,0.0,0.0,0.0,18.452,175.0,175.0
2014-09-01,0.0,0.0,0.0,19.59,186.0,186.0
2014-10-01,0.0,0.0,0.0,18.181,173.0,173.0
2014-11-01,0.0,0.0,0.0,16.325,155.0,155.0
2014-12-01,3.0,70.0,70.0,18.265,174.0,174.0
2015-01-01,0.163,6.0,6.0,16.068,150.0,150.0
2015-02-01,0.548,12.0,12.0,11.748,109.0,109.0
2015-03-01,0.844,23.0,23.0,23.995,224.0,224.0
2015-04-01,0.115,6.0,6.0,30.296,282.0,282.0
2015-05-01,0.526,12.0,12.0,37.909,353.0,353.0
2015-06-01,0.22,6.0,6.0,48.844,455.0,455.0
2015-07-01,0.231,6.0,6.0,39.892,372.0,372.0
2015-08-01,0.265,6.0,6.0,25.413,237.0,237.0
2015-09-01,0.393,12.0,12.0,52.296,487.0,487.0
2015-10-01,0.195,6.0,6.0,41.795,389.0,389.0
2015-11-01,0.256,6.0,6.0,47.255,440.0,440.0
2015-12-01,0.244,6.0,6.0,59.489,554.0,554.0
2016-01-01,0.734,17.0,17.0,0.763,7.0,7.0
2016-02-01,0.602,17.0,17.0,0.505,5.0,5.0
2016-03-01,0.266,6.0,6.0,1.16,11.0,11.0
2016-04-01,0.484,12.0,12.0,0.866,8.0,8.0
2016-05-01,0.577,17.0,17.0,0.699,6.0,6.0
2016-06-01,1.254,35.0,35.0,0.725,7.0,7.0
2016-07-01,1.9,46.0,46.0,1.045,10.0,10.0
2016-08-01,1.013,29.0,29.0,1.009,9.0,9.0
2016-09-01,0.362,12.0,12.0,1.075,10.0,10.0
2016-10-01,1.678,41.0,41.0,1.207,11.0,11.0
2016-11-01,0.538,12.0,12.0,0.833,8.0,8.0
2016-12-01,1.592,41.0,41.0,1.113,10.0,10.0
2017-01-01,0.519,6.0,6.0,0.461,4.0,4.0
2017-02-01,0.193,0.0,0.0,0.426,4.0,4.0
2017-03-01,0.068,0.0,0.0,0.436,4.0,4.0
2017-04-01,0.479,6.0,6.0,0.48,4.0,4.0
2017-05-01,0.336,6.0,6.0,0.899,8.0,8.0
2017-06-01,1.282,6.0,6.0,0.518,5.0,5.0
2017-07-01,0.872,12.0,12.0,0.611,6.0,6.0
2017-08-01,0.443,6.0,6.0,0.445,4.0,4.0
2017-09-01,0.377,6.0,6.0,0.339,3.0,3.0
2017-10-01,0.832,12.0,12.0,0.493,5.0,5.0
2017-11-01,0.402,6.0,6.0,0.423,4.0,4.0
2017-12-01,0.197,0.0,0.0,0.469,4.0,4.0
2018-01-01,0.0,0.0,0.0,0.132,1.0,1.0
2018-02-01,0.0,0.0,0.0,0.119,1.0,1.0
2018-03-01,0.0,0.0,0.0,0.135,1.0,1.0
2018-04-01,0.0,0.0,0.0,0.162,1.0,1.0
2018-05-01,0.0,0.0,0.0,0.137,1.0,1.0
2018-06-01,0.0,0.0,0.0,0.147,1.0,1.0
2018-07-01,0.0,0.0,0.0,0.242,2.0,2.0
2018-08-01,0.0,0.0,0.0,0.114,1.0,1.0
2018-09-01,0.0,0.0,0.0,0.136,1.0,1.0
2018-10-01,0.0,0.0,0.0,0.234,2.0,2.0
2018-11-01,0.0,0.0,0.0,0.229,2.0,2.0
2018-12-01,2.0,23.0,23.0,0.213,2.0,2.0
2019-01-01,0.177,0.0,0.0,10.512,94.0,94.0
2019-02-01,0.564,6.0,6.0,6.11,54.0,54.0
2019-03-01,0.133,0.0,0.0,10.594,94.0,94.0
2019-04-01,0.434,6.0,6.0,10.639,95.0,95.0
2019-05-01,0.733,6.0,6.0,12.337,110.0,110.0
2019-06-01,0.342,6.0,6.0,10.273,91.0,91.0
2019-07-01,0.197,0.0,0.0,7.128,63.0,63.0
2019-08-01,0.242,0.0,0.0,5.317,47.0,47.0
2019-09-01,0.455,6.0,6.0,6.013,54.0,54.0
2019-10-01,0.79,6.0,6.0,6.47,58.0,58.0
2019-11-01,0.569,6.0,6.0,6.446,57.0,57.0
2019-12-01,0.364,6.0,6.0,7.161,64.0,64.0
2020-01-01,0.525,6.0,6.0,0.0,0.0,0.0
2020-02-01,0.687,6.0,6.0,0.0,0.0,0.0
2020-03-01,0.062,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.284,0.0,0.0,0.0,0.0,0.0
2020-05-01,1.807,12.0,12.0,0.0,0.0,0.0
2020-06-01,1.197,12.0,12.0,0.0,0.0,0.0
2020-07-01,0.5,6.0,6.0,0.0,0.0,0.0
2020-08-01,2.112,17.0,17.0,0.0,0.0,0.0
2020-09-01,0.521,6.0,6.0,0.0,0.0,0.0
2020-10-01,0.641,6.0,6.0,0.0,0.0,0.0
2020-11-01,0.366,6.0,6.0,0.0,0.0,0.0
2020-12-01,1.298,12.0,12.0,0.0,0.0,0.0
2021-01-01,0.932,17.0,17.0,18.257,161.0,161.0
2021-02-01,0.81,12.0,12.0,15.192,134.0,134.0
2021-03-01,0.268,6.0,6.0,14.57,129.0,129.0
2021-04-01,1.896,29.0,29.0,12.851,114.0,114.0
2021-05-01,0.423,6.0,6.0,15.922,141.0,141.0
2021-06-01,1.791,23.0,23.0,17.143,152.0,152.0
2021-07-01,0.561,6.0,6.0,15.264,135.0,135.0
2021-08-01,0.511,6.0,6.0,14.402,127.0,127.0
2021-09-01,0.452,6.0,6.0,11.813,104.0,104.0
2021-10-01,1.005,17.0,17.0,12.122,107.0,107.0
2021-11-01,0.854,12.0,12.0,14.208,126.0,126.0
2021-12-01,1.277,17.0,17.0,18.256,161.0,161.0
2022-01-01,1.066,12.0,12.0,30.956,106.0,106.0
2022-02-01,1.704,12.0,12.0,26.633,91.0,91.0
2022-03-01,1.545,12.0,12.0,29.013,99.0,99.0
2022-04-01,0.838,6.0,6.0,21.747,74.0,74.0
2022-05-01,1.341,12.0,12.0,27.377,93.0,93.0
2022-06-01,2.766,23.0,23.0,32.669,111.0,111.0
2022-07-01,1.057,12.0,12.0,31.206,106.0,106.0
2022-08-01,2.953,23.0,23.0,26.199,89.0,89.0
2022-09-01,4.435,35.0,35.0,20.108,69.0,69.0
2022-10-01,3.824,29.0,29.0,17.478,60.0,60.0
2022-11-01,2.445,23.0,23.0,22.048,75.0,75.0
2022-12-01,2.486,23.0,23.0,24.566,84.0,84.0
2023-01-01,0.211,6.0,6.0,1.0,3.0,3.0
2023-02-01,0.147,6.0,6.0,0.0,0.0,0.0
2023-03-01,0.147,6.0,6.0,0.0,0.0,0.0
2023-04-01,0.171,6.0,6.0,0.0,0.0,0.0
2023-05-01,0.107,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.272,6.0,6.0,0.0,0.0,0.0
2023-07-01,0.161,6.0,6.0,0.0,0.0,0.0
2023-08-01,0.25,6.0,6.0,0.0,0.0,0.0
2023-09-01,0.111,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.116,6.0,6.0,0.0,0.0,0.0
2023-11-01,0.231,6.0,6.0,0.0,0.0,0.0
2023-12-01,0.076,0.0,0.0,0.0,0.0,0.0
2024-01-01,3.801,46.0,46.0,0.0,0.0,0.0
2024-02-01,1.625,23.0,23.0,0.0,0.0,0.0
2024-03-01,1.791,23.0,23.0,0.0,0.0,0.0
2024-04-01,3.061,46.0,46.0,23.0,78.0,78.0
2024-05-01,4.153,57.0,57.0,14.0,48.0,48.0
2024-06-01,1.46,23.0,23.0,62.0,212.0,212.0
2024-07-01,3.904,57.0,57.0,50.0,171.0,171.0
2024-08-01,4.639,68.0,68.0,0.0,0.0,0.0
2024-09-01,2.672,40.0,40.0,0.0,0.0,0.0
2024-10-01,1.302,17.0,17.0,0.0,0.0,0.0
2024-11-01,3.148,46.0,46.0,0.0,0.0,0.0
2024-12-01,3.444,51.0,51.0,0.0,0.0,0.0
