measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Generation","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Quantity Consumed For Electricity","Jet Fuel - Internal Combustion Engine (diesel, piston, reciprocating) - Waste Oil - Total Fuel Consumed"
2017-05-01,0.0,0.0,0.0,130.33,1240.0,1240.0
2017-06-01,0.0,0.0,0.0,137.464,1313.0,1313.0
2017-07-01,0.0,0.0,0.0,140.084,1335.0,1335.0
2017-08-01,0.0,0.0,0.0,144.698,1380.0,1380.0
2017-09-01,0.0,0.0,0.0,143.925,1369.0,1369.0
2017-10-01,0.0,0.0,0.0,146.896,1403.0,1403.0
2017-11-01,0.0,0.0,0.0,130.108,1240.0,1240.0
2017-12-01,0.0,0.0,0.0,132.402,1262.0,1262.0
2018-01-01,0.0,0.0,0.0,131.483,1306.0,1313.0
2018-02-01,0.0,0.0,0.0,122.625,1218.0,1229.0
2018-03-01,0.0,0.0,0.0,122.643,1218.0,1234.0
2018-04-01,0.0,0.0,0.0,123.884,1231.0,1245.0
2018-05-01,0.0,0.0,0.0,141.749,1408.0,1425.0
2018-06-01,0.0,0.0,0.0,132.338,1314.0,1330.0
2018-07-01,0.0,0.0,0.0,142.6,1416.0,1431.0
2018-08-01,0.0,0.0,0.0,145.62,1446.0,1464.0
2018-09-01,0.0,0.0,0.0,148.23,1472.0,1487.0
2018-10-01,0.0,0.0,0.0,155.64,1546.0,1565.0
2018-11-01,0.0,0.0,0.0,140.038,1391.0,1408.0
2018-12-01,0.0,0.0,0.0,134.15,1332.0,1346.0
2019-01-01,0.0,0.0,0.0,114.3,1128.0,1128.0
2019-02-01,0.0,0.0,0.0,127.044,1263.0,1268.0
2019-03-01,0.0,0.0,0.0,125.903,1252.0,1257.0
2019-04-01,0.0,0.0,0.0,115.704,1150.0,1156.0
2019-05-01,0.0,0.0,0.0,125.923,1252.0,1257.0
2019-06-01,0.0,0.0,0.0,108.2,1076.0,1077.0
2019-07-01,0.0,0.0,0.0,123.243,1225.0,1229.0
2019-08-01,0.0,0.0,0.0,136.454,1357.0,1358.0
2019-09-01,0.0,0.0,0.0,162.028,1611.0,1616.0
2019-10-01,0.0,0.0,0.0,170.29,1693.0,1700.0
2019-11-01,0.0,0.0,0.0,129.352,1286.0,1290.0
2019-12-01,0.0,0.0,0.0,172.559,1716.0,1722.0
2020-01-01,198.422,1968.0,2008.0,0.0,0.0,0.0
2020-02-01,128.636,1276.0,1307.0,0.0,0.0,0.0
2020-03-01,129.871,1288.0,1318.0,0.0,0.0,0.0
2020-04-01,124.625,1236.0,1262.0,0.0,0.0,0.0
2020-05-01,105.524,1046.0,1072.0,0.0,0.0,0.0
2020-06-01,132.859,1317.0,1346.0,0.0,0.0,0.0
2020-07-01,173.185,1717.0,1756.0,0.0,0.0,0.0
2020-08-01,177.447,1760.0,1801.0,0.0,0.0,0.0
2020-09-01,112.834,1119.0,1144.0,0.0,0.0,0.0
2020-10-01,135.051,1339.0,1369.0,0.0,0.0,0.0
2020-11-01,104.73,1039.0,1060.0,0.0,0.0,0.0
2020-12-01,103.816,1029.0,1055.0,0.0,0.0,0.0
2021-01-01,128.336,1276.0,1341.0,0.0,0.0,0.0
2021-02-01,142.106,1413.0,1487.0,0.0,0.0,0.0
2021-03-01,153.688,1529.0,1610.0,0.0,0.0,0.0
2021-04-01,147.734,1469.0,1548.0,0.0,0.0,0.0
2021-05-01,76.509,761.0,802.0,0.0,0.0,0.0
2021-06-01,102.703,1022.0,1077.0,0.0,0.0,0.0
2021-07-01,100.367,998.0,1049.0,0.0,0.0,0.0
2021-08-01,144.742,1440.0,1515.0,0.0,0.0,0.0
2021-09-01,187.469,1865.0,1964.0,0.0,0.0,0.0
2021-10-01,186.255,1853.0,1952.0,0.0,0.0,0.0
2021-11-01,145.427,1446.0,1520.0,0.0,0.0,0.0
2021-12-01,161.664,1608.0,1694.0,0.0,0.0,0.0
2022-01-01,181.899,1831.0,1874.0,0.0,0.0,0.0
2022-02-01,150.01,1510.0,1548.0,0.0,0.0,0.0
2022-03-01,173.717,1749.0,1795.0,0.0,0.0,0.0
2022-04-01,154.437,1555.0,1593.0,0.0,0.0,0.0
2022-05-01,144.729,1457.0,1492.0,0.0,0.0,0.0
2022-06-01,176.261,1774.0,1818.0,0.0,0.0,0.0
2022-07-01,160.539,1616.0,1655.0,0.0,0.0,0.0
2022-08-01,107.97,1087.0,1116.0,0.0,0.0,0.0
2022-09-01,126.481,1273.0,1307.0,0.0,0.0,0.0
2022-10-01,141.913,1429.0,1464.0,0.0,0.0,0.0
2022-11-01,134.733,1356.0,1391.0,0.0,0.0,0.0
2022-12-01,183.311,1845.0,1891.0,0.0,0.0,0.0
2023-01-01,191.549,1921.0,1952.0,0.0,0.0,0.0
2023-02-01,148.708,1491.0,1515.0,0.0,0.0,0.0
2023-03-01,140.338,1407.0,1431.0,0.0,0.0,0.0
2023-04-01,165.895,1664.0,1689.0,0.0,0.0,0.0
2023-05-01,163.926,1644.0,1666.0,0.0,0.0,0.0
2023-06-01,141.145,1416.0,1436.0,0.0,0.0,0.0
2023-07-01,133.651,1340.0,1363.0,0.0,0.0,0.0
2023-08-01,139.113,1395.0,1414.0,0.0,0.0,0.0
2023-09-01,120.654,1210.0,1229.0,0.0,0.0,0.0
2023-10-01,136.863,1373.0,1391.0,0.0,0.0,0.0
2023-11-01,172.601,1731.0,1756.0,0.0,0.0,0.0
2023-12-01,189.557,1901.0,1930.0,0.0,0.0,0.0
2024-01-01,157.955,1579.0,1610.0,0.0,0.0,0.0
2024-02-01,142.238,1422.0,1447.0,0.0,0.0,0.0
2024-03-01,171.433,1714.0,1745.0,0.0,0.0,0.0
2024-04-01,180.614,1806.0,1840.0,0.0,0.0,0.0
2024-05-01,105.879,1059.0,1077.0,0.0,0.0,0.0
2024-06-01,189.031,1890.0,1924.0,0.0,0.0,0.0
2024-07-01,110.887,1109.0,1128.0,0.0,0.0,0.0
2024-08-01,160.128,1601.0,1633.0,0.0,0.0,0.0
2024-09-01,106.345,1063.0,1083.0,0.0,0.0,0.0
2024-10-01,168.847,1688.0,1722.0,0.0,0.0,0.0
2024-11-01,165.175,1651.0,1683.0,0.0,0.0,0.0
2024-12-01,140.468,1404.0,1431.0,0.0,0.0,0.0
