measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2021-09-01,0.609,50.0,50.0,0.0,0.0,0.0,,,,10361.0,129255.0,129255.0,,,
2021-10-01,0.876,74.0,74.0,0.0,0.0,0.0,,,,8444.0,106124.0,106124.0,,,
2021-11-01,1.203,105.0,105.0,0.0,0.0,0.0,,,,32338.0,383361.0,383361.0,,,
2021-12-01,0.887,74.0,74.0,0.0,0.0,0.0,,,,0.0,7374.0,7374.0,,,
2022-01-01,0.342,18.0,18.0,0.0,0.0,0.0,,,,0.0,4396.0,4396.0,,,
2022-02-01,0.158,12.0,12.0,0.0,0.0,0.0,,,,8428.0,77857.0,77857.0,,,
2022-03-01,0.221,18.0,18.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-04-01,0.168,12.0,12.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2022-05-01,0.285,18.0,18.0,0.0,0.0,0.0,,,,795.0,18209.0,18209.0,,,
2022-06-01,0.242,18.0,18.0,0.0,0.0,0.0,,,,2785.0,40914.0,40914.0,,,
2022-07-01,0.224,18.0,18.0,0.0,0.0,0.0,,,,22707.0,203421.0,203421.0,,,
2022-08-01,0.11,6.0,6.0,0.0,0.0,0.0,,,,14899.0,152752.0,152752.0,,,
2022-09-01,0.305,24.0,24.0,0.0,0.0,0.0,,,,2816.0,49874.0,49874.0,,,
2022-10-01,0.255,18.0,18.0,0.0,0.0,0.0,,,,903.0,21951.0,21951.0,,,
2022-11-01,0.314,24.0,24.0,0.0,0.0,0.0,,,,1219.0,26508.0,26508.0,,,
2022-12-01,0.376,24.0,24.0,0.0,0.0,0.0,,,,7512.0,76073.0,76073.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3995.0,50225.0,50225.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5982.0,67991.0,67991.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,855.0,14425.0,14425.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5574.0,83234.0,83234.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,32903.0,375234.0,375234.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,61738.0,694999.0,694999.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,95171.0,1033882.0,1033882.0,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,112584.0,1210269.0,1210269.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10144.0,121629.0,121629.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,905.0,31427.0,31427.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,736.0,19367.0,19367.0,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,18383.0,190300.0,190300.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,537.0,9616.0,9616.0,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,891.0,16525.0,16525.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45413.0,479333.0,479333.0,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47245.0,497782.0,497782.0,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,58432.0,614976.0,614976.0,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51298.0,724059.0,724059.0,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53898.0,588534.0,588534.0,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,27056.0,313120.0,313120.0,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50673.0,559292.0,559292.0,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6779.0,79581.0,79581.0,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,15770.0,186759.0,186759.0,,,
