measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2010-03-01,0.0,0.0,0.0,0.0,80.0,80.0,,,
2010-04-01,9215.024000000001,105556.0,105556.0,18.976000000000003,217.0,217.0,,,
2010-05-01,3207.6980000000003,43555.0,43555.0,19.302,262.0,262.0,,,
2010-06-01,27041.184,309408.0,309408.0,10.816,124.0,124.0,,,
2010-07-01,28745.942000000003,329757.0,329757.0,12.058,138.0,138.0,,,
2010-08-01,15078.637,175158.0,175158.0,41.363,480.0,480.0,,,
2010-09-01,7398.58,86374.0,86374.0,19.42,227.0,227.0,,,
2010-10-01,2242.1440000000002,27667.0,27667.0,16.856,208.0,208.0,,,
2010-11-01,4570.004,56321.0,56321.0,12.996,160.0,160.0,,,
2010-12-01,19917.626,229686.0,229686.0,21.374000000000002,246.0,246.0,,,
2011-01-01,14107.409,166515.0,166515.0,18.591,219.0,219.0,,,
2011-02-01,5059.536,59339.0,59339.0,10.464,123.0,123.0,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-04-01,6765.714,77345.0,77345.0,18.286,209.0,209.0,,,
2011-05-01,4655.956,62547.0,62547.0,31.044,417.0,417.0,,,
2011-06-01,9757.684,113888.0,113888.0,29.316,342.0,342.0,,,
2011-07-01,18047.506,243667.0,243667.0,23.494,317.0,317.0,,,
2011-08-01,4500.665,52744.0,52744.0,12.335,145.0,145.0,,,
2011-09-01,3350.81,42931.0,42931.0,24.19,310.0,310.0,,,
2011-10-01,0.0,0.0,0.0,0.0,82.0,82.0,,,
2011-11-01,370.221,4670.0,4670.0,12.779,161.0,161.0,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-01-01,492.567,5953.0,5953.0,8.433,102.0,102.0,,,
2012-02-01,524.164,6441.0,6441.0,5.836,72.0,72.0,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,551.489,6697.0,6697.0,3.511,43.0,43.0,,,
2012-05-01,1271.674,14703.0,14703.0,6.326,73.0,73.0,,,
2012-06-01,4494.766,54514.0,54514.0,14.234,173.0,173.0,,,
2012-07-01,9844.441,119361.0,119361.0,22.559,274.0,274.0,,,
2012-08-01,3740.661,46443.0,46443.0,17.339,215.0,215.0,,,
2012-09-01,2900.693,35224.0,35224.0,8.307,101.0,101.0,,,
2012-10-01,989.261,11990.0,11990.0,22.739,276.0,276.0,,,
2012-11-01,7.976,232.0,232.0,8.024,233.0,233.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,5688.092,69368.0,69368.0,6.908,84.0,84.0,,,
2013-02-01,18999.0,233654.0,233654.0,0.0,0.0,0.0,,,
2013-03-01,7248.0,155467.0,155467.0,0.0,0.0,0.0,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-08-01,0.0,0.0,0.0,69.143,593.0,593.0,116.857,1002.0,1002.0
2013-09-01,0.0,0.0,0.0,32.318,494.0,494.0,14914.682,227980.0,227980.0
2013-10-01,0.0,0.0,0.0,20.011,297.0,297.0,23151.989,343796.0,343796.0
2013-11-01,0.0,0.0,0.0,1.075,18.0,18.0,29937.925,492477.0,492477.0
2013-12-01,0.0,0.0,0.0,7.928,104.0,104.0,16919.072,221944.0,221944.0
2014-01-01,0.0,0.0,0.0,14.164,241.0,241.0,17426.836,296863.0,296863.0
2014-02-01,0.0,0.0,0.0,4.54,89.0,89.0,14085.46,277507.0,277507.0
2014-03-01,0.0,0.0,0.0,4.424,76.0,76.0,22728.576,390031.0,390031.0
2014-04-01,0.0,0.0,0.0,5.767,111.0,111.0,13371.233,256649.0,256649.0
2014-05-01,0.0,0.0,0.0,10.814,171.0,171.0,15982.186,252735.0,252735.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,30258.0,591523.0,591523.0
2014-07-01,0.0,0.0,0.0,9.742,162.0,162.0,25922.258,430270.0,430270.0
2014-08-01,0.0,0.0,0.0,3.368,47.0,47.0,29465.632,409382.0,409382.0
2014-09-01,0.0,0.0,0.0,6.887,90.0,90.0,28933.113,380098.0,380098.0
2014-10-01,0.0,0.0,0.0,1.5,21.0,21.0,28653.5,397350.0,397350.0
2014-11-01,0.0,0.0,0.0,5.907,94.0,94.0,16385.093,259649.0,259649.0
2014-12-01,0.0,0.0,0.0,6.536,90.0,90.0,22381.464,309837.0,309837.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,18741.0,292008.0,292008.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,4052.0,64062.0,64062.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,14.183,257.0,257.0,19778.817,358219.0,358219.0
2015-06-01,0.0,0.0,0.0,2.699,45.0,45.0,33458.301,554432.0,554432.0
2015-07-01,0.0,0.0,0.0,0.832,14.0,14.0,35850.168,582247.0,582247.0
2015-08-01,0.0,0.0,0.0,1.093,17.0,17.0,35138.907,534765.0,534765.0
2015-09-01,0.0,0.0,0.0,8.14,128.0,128.0,32066.86,503936.0,503936.0
2015-10-01,0.0,0.0,0.0,10.985,174.0,174.0,16410.015,259446.0,259446.0
2015-11-01,0.0,0.0,0.0,5.016,74.0,74.0,34634.984,509870.0,509870.0
2015-12-01,0.0,0.0,0.0,11.137,164.0,164.0,32391.863,477919.0,477919.0
2016-01-01,0.0,0.0,0.0,9.757,135.0,135.0,33104.243,458720.0,458720.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,31884.0,459263.0,459263.0
2016-03-01,0.0,0.0,0.0,10.012,150.0,150.0,27470.988,410912.0,410912.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,12923.0,203043.0,203043.0
2016-05-01,0.0,0.0,0.0,0.0,328.0,328.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,12.845,214.0,214.0,29516.155,492289.0,492289.0
2016-07-01,0.0,0.0,0.0,2.403,36.0,36.0,35022.597,530583.0,530583.0
2016-08-01,0.0,0.0,0.0,1.542,24.0,24.0,34087.458,528908.0,528908.0
2016-09-01,0.0,0.0,0.0,6.868,110.0,110.0,30723.132,493136.0,493136.0
2016-10-01,0.0,0.0,0.0,3.092,49.0,49.0,31053.908,490901.0,490901.0
2016-11-01,0.0,0.0,0.0,18.259,269.0,269.0,5067.741,74762.0,74762.0
2016-12-01,0.0,0.0,0.0,2.271,35.0,35.0,35138.729,547025.0,547025.0
2017-01-01,0.0,0.0,0.0,16.318,259.0,259.0,29836.682,473501.0,473501.0
2017-02-01,0.0,0.0,0.0,8.143,130.0,130.0,27538.857,439629.0,439629.0
2017-03-01,0.0,0.0,0.0,1.417,24.0,24.0,26293.583,443896.0,443896.0
2017-04-01,0.0,0.0,0.0,13.488,228.0,228.0,14406.512,243264.0,243264.0
2017-05-01,0.0,0.0,0.0,7.956,126.0,126.0,29450.044,465830.0,465830.0
2017-06-01,0.0,0.0,0.0,14.584,214.0,214.0,22288.416,327425.0,327425.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,35019.0,539604.0,539604.0
2017-08-01,0.0,0.0,0.0,10.205,171.0,171.0,29269.795,489189.0,489189.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,971.0,16757.0,16757.0
2017-10-01,0.0,0.0,0.0,14.587,261.0,261.0,17519.413,313518.0,313518.0
2017-11-01,0.0,0.0,0.0,16.011,243.0,243.0,26533.989,403303.0,403303.0
2017-12-01,0.0,0.0,0.0,2.333,36.0,36.0,35685.667,556732.0,556732.0
2018-01-01,0.0,0.0,0.0,6.225,89.0,89.0,34390.775,494141.0,494141.0
2018-02-01,0.0,0.0,0.0,11.234,162.0,162.0,27470.766,396746.0,396746.0
2018-03-01,0.0,0.0,0.0,1.523,22.0,22.0,32233.477,462200.0,462200.0
2018-04-01,0.0,0.0,0.0,8.864,177.0,177.0,115.136,2296.0,2296.0
2018-05-01,0.0,0.0,0.0,6.428,108.0,108.0,34886.572,587005.0,587005.0
2018-06-01,0.0,0.0,0.0,0.131,2.0,2.0,34734.869,552451.0,552451.0
2018-07-01,0.0,0.0,0.0,4.207,70.0,70.0,33404.793,553226.0,553226.0
2018-08-01,0.0,0.0,0.0,8.055,135.0,135.0,32079.945,538440.0,538440.0
2018-09-01,0.0,0.0,0.0,3.956,68.0,68.0,32189.044,549988.0,549988.0
2018-10-01,0.0,0.0,0.0,7.894,129.0,129.0,12179.106,198965.0,198965.0
2018-11-01,0.0,0.0,0.0,1.876,32.0,32.0,19742.124,339259.0,339259.0
2018-12-01,0.0,0.0,0.0,7.221,111.0,111.0,12302.779,189602.0,189602.0
2019-01-01,0.0,0.0,0.0,6.449,105.0,105.0,24222.551,394555.0,394555.0
2019-02-01,0.0,0.0,0.0,17.009,260.0,260.0,21839.991,333838.0,333838.0
2019-03-01,0.0,0.0,0.0,12.697,213.0,213.0,22159.303,372089.0,372089.0
2019-04-01,0.0,0.0,0.0,12.85,172.0,172.0,20354.15,271819.0,271819.0
2019-05-01,0.0,0.0,0.0,6.114,98.0,98.0,31604.886,505334.0,505334.0
2019-06-01,0.0,0.0,0.0,18.979,317.0,317.0,21848.021,365150.0,365150.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,34375.0,591729.0,591729.0
2019-08-01,0.0,0.0,0.0,8.806,153.0,153.0,30380.194,527419.0,527419.0
2019-09-01,0.0,0.0,0.0,20.34,335.0,335.0,21874.66,360144.0,360144.0
2019-10-01,0.0,0.0,0.0,7.356,132.0,132.0,4619.644,82945.0,82945.0
2019-11-01,0.0,0.0,0.0,11.252,186.0,186.0,23565.748,389888.0,389888.0
2019-12-01,0.0,0.0,0.0,11.717,193.0,193.0,28858.283,476419.0,476419.0
2020-01-01,0.0,0.0,0.0,0.54,7.0,7.0,1328.46,17915.0,17915.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,5.534,102.0,102.0,31498.466,580138.0,580138.0
2020-11-01,0.0,0.0,0.0,6.44,113.0,113.0,20216.56,355882.0,355882.0
2020-12-01,0.0,0.0,0.0,13.252,249.0,249.0,22917.748,429842.0,429842.0
2021-01-01,0.0,0.0,0.0,10.983,198.0,198.0,20732.017,372999.0,372999.0
2021-02-01,0.0,0.0,0.0,11.716,207.0,207.0,18054.284,318923.0,318923.0
2021-03-01,0.0,0.0,0.0,5.467,100.0,100.0,14395.533,262915.0,262915.0
2021-04-01,0.0,0.0,0.0,13.456,255.0,255.0,27720.544,524921.0,524921.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,36181.0,609994.0,609994.0
2021-06-01,0.0,0.0,0.0,3.575,57.0,57.0,33132.425,530087.0,530087.0
2021-07-01,0.0,0.0,0.0,1.014,17.0,17.0,33127.986,543691.0,543691.0
2021-08-01,0.0,0.0,0.0,3.39,56.0,56.0,32921.61,545372.0,545372.0
2021-09-01,0.0,0.0,0.0,0.365,174.0,174.0,1124.635,535464.0,535464.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,21182.0,21182.0
2021-11-01,0.0,0.0,0.0,16.425,304.0,304.0,26345.575,487099.0,487099.0
2021-12-01,0.0,0.0,0.0,6.121,111.0,111.0,31564.879,573856.0,573856.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,34700.0,598921.0,598921.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,30067.0,470825.0,470825.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,33792.0,548543.0,548543.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,34075.0,575762.0,575762.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,17902.0,271841.0,271841.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,35428.0,604411.0,604411.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,32252.0,542447.0,542447.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,36716.0,612216.0,612216.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,26037.0,440454.0,440454.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10435.0,170063.0,170063.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,35104.0,569320.0,569320.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,29138.0,469919.0,469919.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,36354.0,598608.0,598608.0
2023-02-01,0.0,0.0,0.0,22.899,370.0,370.0,26170.101,423132.0,423132.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,35442.0,543112.0,543112.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,18873.0,347514.0,347514.0
2023-05-01,0.0,0.0,0.0,114.949,2042.0,2042.0,27925.051,495956.0,495956.0
2023-06-01,0.0,0.0,0.0,13.116,236.0,236.0,30149.884,542663.0,542663.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,36058.0,592744.0,592744.0
2023-08-01,0.0,0.0,0.0,30.67,506.0,506.0,32777.33,541280.0,541280.0
2023-09-01,0.0,0.0,0.0,14.303,236.0,236.0,33699.697,556217.0,556217.0
2023-10-01,0.0,0.0,0.0,8.977,153.0,153.0,14994.023,255354.0,255354.0
2023-11-01,0.0,0.0,0.0,213.187,3773.0,3773.0,16040.813,283900.0,283900.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,36094.0,619371.0,619371.0
2024-01-01,0.0,0.0,0.0,66.022,1014.0,1014.0,33583.978,515803.0,515803.0
2024-02-01,0.0,0.0,0.0,13.796,203.0,203.0,34322.204,504550.0,504550.0
2024-03-01,0.0,0.0,0.0,14.222,210.0,210.0,36187.778,534537.0,534537.0
2024-04-01,0.0,0.0,0.0,23.833,383.0,383.0,32038.167,514482.0,514482.0
2024-05-01,0.0,0.0,0.0,173.21,2910.0,2910.0,3944.79,66272.0,66272.0
2024-06-01,0.0,0.0,0.0,66.863,937.0,937.0,33012.137,462642.0,462642.0
2024-07-01,0.0,0.0,0.0,62.163,977.0,977.0,31180.837,489843.0,489843.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,32278.0,497089.0,497089.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,30221.0,452507.0,452507.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,202.523,3780.0,3780.0,9678.477,180664.0,180664.0
2024-12-01,0.0,0.0,0.0,74.676,1171.0,1171.0,34040.324,533811.0,533811.0
