measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-04-01,25810.541,254337.07,254337.07
2008-05-01,26740.551,263501.39,263501.39
2008-06-01,27150.278,267538.84,267538.84
2008-07-01,27669.705,272657.27,272657.27
2008-08-01,27337.525,269383.97000000003,269383.97000000003
2008-09-01,26551.662,261640.08000000002,261640.08000000002
2008-10-01,27461.079,270601.47000000003,270601.47000000003
2008-11-01,26228.409,258454.74000000002,258454.74000000002
2008-12-01,26693.653,263039.26,263039.26
2009-01-01,30642.755,299073.29,299073.29
2009-02-01,27757.738,270915.52,270915.52
2009-03-01,30863.052,301223.39,301223.39
2009-04-01,29410.468,287046.17,287046.17
2009-05-01,30004.928,292848.1,292848.1
2009-06-01,29047.177,283500.45,283500.45
2009-07-01,30618.295,298834.56,298834.56
2009-08-01,30338.634,296105.07,296105.07
2009-09-01,29514.715,288063.62,288063.62
2009-10-01,30323.88,295961.07,295961.07
2009-11-01,29710.900999999998,289978.39,289978.39
2009-12-01,31767.457,310050.38,310050.38
2010-01-01,29055.433,283465.0,283465.0
2010-02-01,26100.628,254638.0,254638.0
2010-03-01,28450.989,277568.0,277568.0
2010-04-01,26926.018,262690.0,262690.0
2010-05-01,28276.405,275865.0,275865.0
2010-06-01,27393.257,267249.0,267249.0
2010-07-01,28173.706,274863.0,274863.0
2010-08-01,28357.804,276659.0,276659.0
2010-09-01,27507.245000000003,268361.0,268361.0
2010-10-01,26350.186999999998,257072.0,257072.0
2010-11-01,27575.510000000002,269027.0,269027.0
2010-12-01,28832.818,281293.0,281293.0
2011-01-01,31020.493,301395.0,301395.0
2011-02-01,28145.031,273457.0,273457.0
2011-03-01,31016.113,301353.0,301353.0
2011-04-01,28412.844,276059.0,276059.0
2011-05-01,30487.455,296216.0,296216.0
2011-06-01,28156.569,273569.0,273569.0
2011-07-01,29950.267,290997.0,290997.0
2011-08-01,29963.861,291129.0,291129.0
2011-09-01,28671.976,278577.0,278577.0
2011-10-01,30104.337,292494.0,292494.0
2011-11-01,29444.647,286084.0,286084.0
2011-12-01,30626.407,297566.0,297566.0
2012-01-01,29018.427,276139.0,276139.0
2012-02-01,27280.232,259599.0,259599.0
2012-03-01,29661.05,282255.0,282255.0
2012-04-01,29091.479,276835.0,276835.0
2012-05-01,29960.594,285105.0,285105.0
2012-06-01,28892.048,274937.0,274937.0
2012-07-01,30165.445,287054.0,287054.0
2012-08-01,29840.9,283966.0,283966.0
2012-09-01,29459.054,280332.0,280332.0
2012-10-01,30004.635,285524.0,285524.0
2012-11-01,29922.876,284746.0,284746.0
2012-12-01,30977.26,294780.0,294780.0
2013-01-01,28297.049,269982.0,269982.0
2013-02-01,25145.311,239911.0,239911.0
2013-03-01,28546.299,272360.0,272360.0
2013-04-01,26079.579,248825.0,248825.0
2013-05-01,27457.525,261972.0,261972.0
2013-06-01,26622.432,254005.0,254005.0
2013-07-01,28389.883,270868.0,270868.0
2013-08-01,28194.636,269005.0,269005.0
2013-09-01,27269.437,260178.0,260178.0
2013-10-01,28024.822,267385.0,267385.0
2013-11-01,24505.602,233808.0,233808.0
2013-12-01,26996.425,257573.0,257573.0
2014-01-01,28341.073,269524.0,269524.0
2014-02-01,25578.737,243254.0,243254.0
2014-03-01,28423.679,270309.0,270309.0
2014-04-01,28359.718,269701.0,269701.0
2014-05-01,29037.992,276151.0,276151.0
2014-06-01,28616.119,272139.0,272139.0
2014-07-01,29838.678,283766.0,283766.0
2014-08-01,29744.937,282874.0,282874.0
2014-09-01,28804.083,273927.0,273927.0
2014-10-01,29597.444,281472.0,281472.0
2014-11-01,29162.697,277337.0,277337.0
2014-12-01,29164.843,277358.0,277358.0
2015-01-01,31002.459,288912.0,288912.0
2015-02-01,28251.75,263278.0,263278.0
2015-03-01,30944.431,288371.0,288371.0
2015-04-01,27849.805,259532.0,259532.0
2015-05-01,31181.897,290584.0,290584.0
2015-06-01,30260.073,281994.0,281994.0
2015-07-01,31173.345,290504.0,290504.0
2015-08-01,31006.99,288954.0,288954.0
2015-09-01,25970.856,242022.0,242022.0
2015-10-01,29021.316,270450.0,270450.0
2015-11-01,27872.415,259743.0,259743.0
2015-12-01,28684.663,267312.0,267312.0
2016-01-01,24797.069,228927.0,228927.0
2016-02-01,23205.602,214234.0,214234.0
2016-03-01,24710.826,228130.0,228130.0
2016-04-01,22718.194,209734.0,209734.0
2016-05-01,25938.056,239460.0,239460.0
2016-06-01,24916.411,230028.0,230028.0
2016-07-01,26681.571,246324.0,246324.0
2016-08-01,26754.284,246996.0,246996.0
2016-09-01,26198.729,241867.0,241867.0
2016-10-01,26130.246,241234.0,241234.0
2016-11-01,25888.338,239001.0,239001.0
2016-12-01,27437.674,253305.0,253305.0
2017-01-01,25592.927,235788.0,235788.0
2017-02-01,22405.318,206420.0,206420.0
2017-03-01,25062.932,230905.0,230905.0
2017-04-01,24296.305,223842.0,223842.0
2017-05-01,23571.815,217167.0,217167.0
2017-06-01,23462.978,216164.0,216164.0
2017-07-01,24880.591,229225.0,229225.0
2017-08-01,24728.961,227828.0,227828.0
2017-09-01,24301.108,223886.0,223886.0
2017-10-01,21841.046,201222.0,201222.0
2017-11-01,23656.054,217943.0,217943.0
2017-12-01,24545.965,226142.0,226142.0
2018-01-01,25835.379,235205.0,235205.0
2018-02-01,24603.484,223990.0,223990.0
2018-03-01,26272.966,239189.0,239189.0
2018-04-01,22828.288,207829.0,207829.0
2018-05-01,26862.321,244555.0,244555.0
2018-06-01,25651.746,233533.0,233533.0
2018-07-01,26720.012,243259.0,243259.0
2018-08-01,26577.936,241966.0,241966.0
2018-09-01,25773.626,234643.0,234643.0
2018-10-01,24715.401,225009.0,225009.0
2018-11-01,25628.487,233322.0,233322.0
2018-12-01,27180.354,247450.0,247450.0
2019-01-01,32165.147,286431.0,286431.0
2019-02-01,29912.534,266371.0,266371.0
2019-03-01,32991.833,293792.0,293792.0
2019-04-01,30166.127,268629.0,268629.0
2019-05-01,32039.838,285315.0,285315.0
2019-06-01,31409.495,279702.0,279702.0
2019-07-01,32567.156,290011.0,290011.0
2019-08-01,32983.836,293721.0,293721.0
2019-09-01,32322.883,287835.0,287835.0
2019-10-01,25768.893,229472.0,229472.0
2019-11-01,22569.305,200980.0,200980.0
2019-12-01,28195.953,251085.0,251085.0
2020-01-01,22233.924,194925.0,194925.0
2020-02-01,24371.183,213662.0,213662.0
2020-03-01,30921.51,271089.0,271089.0
2020-04-01,29713.922,260502.0,260502.0
2020-05-01,29438.218,258085.0,258085.0
2020-06-01,27418.666,240379.0,240379.0
2020-07-01,29633.612,259798.0,259798.0
2020-08-01,29734.858,260686.0,260686.0
2020-09-01,27910.158,244688.0,244688.0
2020-10-01,26810.056,235044.0,235044.0
2020-11-01,29500.937,258635.0,258635.0
2020-12-01,28884.956,253234.0,253234.0
2021-01-01,30284.67,267838.0,267838.0
2021-02-01,30015.146,265454.0,265454.0
2021-03-01,29931.286,264712.0,264712.0
2021-04-01,30041.572,265688.0,265688.0
2021-05-01,30289.302,267879.0,267879.0
2021-06-01,30194.179,267037.0,267037.0
2021-07-01,32761.627,289744.0,289744.0
2021-08-01,32271.482,285409.0,285409.0
2021-09-01,31970.267,282745.0,282745.0
2021-10-01,30079.943,266027.0,266027.0
2021-11-01,31196.02,275898.0,275898.0
2021-12-01,33346.506,294916.0,294916.0
2022-01-01,31284.632,106743.0,106743.0
2022-02-01,25913.452,88417.0,88417.0
2022-03-01,28354.119,96744.0,96744.0
2022-04-01,29232.277,99741.0,99741.0
2022-05-01,29721.337,101409.0,101409.0
2022-06-01,28532.27,97352.0,97352.0
2022-07-01,30078.288,102627.0,102627.0
2022-08-01,29776.042,101596.0,101596.0
2022-09-01,28764.247,98144.0,98144.0
2022-10-01,29336.592,100096.0,100096.0
2022-11-01,28758.596,98124.0,98124.0
2022-12-01,30695.148,104732.0,104732.0
2023-01-01,34868.0,118970.0,118970.0
2023-02-01,29303.0,99982.0,99982.0
2023-03-01,30035.0,102479.0,102479.0
2023-04-01,22516.0,76825.0,76825.0
2023-05-01,31664.0,108038.0,108038.0
2023-06-01,29713.0,101381.0,101381.0
2023-07-01,32652.0,111409.0,111409.0
2023-08-01,29650.0,101166.0,101166.0
2023-09-01,24750.0,84447.0,84447.0
2023-10-01,32798.0,111907.0,111907.0
2023-11-01,31675.0,108075.0,108075.0
2023-12-01,29764.0,101555.0,101555.0
2024-01-01,28481.0,97177.0,97177.0
2024-02-01,24848.0,84781.0,84781.0
2024-03-01,32142.0,109669.0,109669.0
2024-04-01,10443.0,35632.0,35632.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,48.0,164.0,164.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,8363.0,28535.0,28535.0
