measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2014-10-01,,,,158.994,1610.0,1610.0
2014-11-01,,,,116.213,1178.0,1178.0
2014-12-01,,,,151.166,1532.0,1532.0
2015-01-01,,,,157.986,1677.0,1677.0
2015-02-01,,,,139.331,1481.0,1481.0
2015-03-01,,,,140.164,1492.0,1492.0
2015-04-01,,,,145.159,1543.0,1543.0
2015-05-01,,,,116.659,1240.0,1240.0
2015-06-01,,,,116.225,1234.0,1234.0
2015-07-01,,,,120.778,1285.0,1285.0
2015-08-01,,,,137.122,1459.0,1459.0
2015-09-01,,,,123.495,1313.0,1313.0
2015-10-01,,,,141.286,1503.0,1503.0
2015-11-01,,,,98.79,1049.0,1049.0
2015-12-01,0.0,0.0,0.0,95.005,1010.0,1010.0
2016-01-01,0.0,0.0,0.0,125.758,1251.0,1251.0
2016-02-01,0.0,0.0,0.0,139.56,1386.0,1386.0
2016-03-01,0.0,0.0,0.0,132.072,1313.0,1313.0
2016-04-01,0.0,0.0,0.0,108.159,1072.0,1072.0
2016-05-01,0.0,0.0,0.0,98.661,982.0,982.0
2016-06-01,0.0,0.0,0.0,99.242,987.0,987.0
2016-07-01,0.0,0.0,0.0,83.021,825.0,825.0
2016-08-01,0.0,0.0,0.0,108.805,1077.0,1077.0
2016-09-01,0.0,0.0,0.0,110.865,1100.0,1100.0
2016-10-01,0.0,0.0,0.0,127.311,1262.0,1262.0
2016-11-01,0.0,0.0,0.0,177.653,1762.0,1762.0
2016-12-01,0.0,0.0,0.0,239.893,2379.0,2379.0
2017-01-01,0.0,0.0,0.0,144.292,1459.0,1459.0
2017-02-01,0.0,0.0,0.0,116.507,1178.0,1178.0
2017-03-01,0.0,0.0,0.0,134.148,1352.0,1352.0
2017-04-01,0.0,0.0,0.0,123.683,1245.0,1245.0
2017-05-01,0.0,0.0,0.0,123.549,1245.0,1245.0
2017-06-01,0.0,0.0,0.0,130.313,1313.0,1313.0
2017-07-01,0.0,0.0,0.0,132.795,1341.0,1341.0
2017-08-01,0.0,0.0,0.0,137.17,1386.0,1386.0
2017-09-01,0.0,0.0,0.0,136.437,1374.0,1374.0
2017-10-01,0.0,0.0,0.0,139.253,1403.0,1403.0
2017-11-01,0.0,0.0,0.0,123.339,1245.0,1245.0
2017-12-01,0.0,0.0,0.0,125.514,1268.0,1268.0
2018-01-01,0.0,0.0,0.0,126.836,1279.0,1279.0
2018-02-01,0.0,0.0,0.0,118.291,1195.0,1195.0
2018-03-01,0.0,0.0,0.0,118.308,1201.0,1201.0
2018-04-01,0.0,0.0,0.0,119.505,1212.0,1212.0
2018-05-01,0.0,0.0,0.0,136.739,1386.0,1386.0
2018-06-01,0.0,0.0,0.0,127.661,1290.0,1290.0
2018-07-01,0.0,0.0,0.0,137.56,1391.0,1391.0
2018-08-01,0.0,0.0,0.0,140.473,1425.0,1425.0
2018-09-01,0.0,0.0,0.0,142.991,1447.0,1447.0
2018-10-01,0.0,0.0,0.0,150.139,1520.0,1520.0
2018-11-01,0.0,0.0,0.0,135.088,1369.0,1369.0
2018-12-01,0.0,0.0,0.0,129.409,1313.0,1313.0
2019-01-01,0.0,0.0,0.0,111.674,1133.0,1133.0
2019-02-01,0.0,0.0,0.0,124.127,1257.0,1257.0
2019-03-01,0.0,0.0,0.0,123.012,1245.0,1245.0
2019-04-01,0.0,0.0,0.0,113.046,1144.0,1144.0
2019-05-01,0.0,0.0,0.0,123.031,1245.0,1245.0
2019-06-01,0.0,0.0,0.0,105.715,1072.0,1072.0
2019-07-01,0.0,0.0,0.0,120.412,1217.0,1217.0
2019-08-01,0.0,0.0,0.0,133.32,1352.0,1352.0
2019-09-01,0.0,0.0,0.0,158.307,1604.0,1604.0
2019-10-01,0.0,0.0,0.0,166.379,1689.0,1689.0
2019-11-01,0.0,0.0,0.0,126.381,1279.0,1279.0
2019-12-01,0.0,0.0,0.0,168.596,1711.0,1711.0
2020-01-01,199.52,2115.0,2115.0,0.0,0.0,0.0
2020-02-01,129.348,1363.0,1363.0,0.0,0.0,0.0
2020-03-01,130.589,1374.0,1374.0,0.0,0.0,0.0
2020-04-01,125.314,1318.0,1318.0,0.0,0.0,0.0
2020-05-01,106.108,1116.0,1116.0,0.0,0.0,0.0
2020-06-01,133.594,1408.0,1408.0,0.0,0.0,0.0
2020-07-01,174.143,1834.0,1834.0,0.0,0.0,0.0
2020-08-01,178.429,1879.0,1879.0,0.0,0.0,0.0
2020-09-01,113.458,1195.0,1195.0,0.0,0.0,0.0
2020-10-01,135.798,1431.0,1431.0,0.0,0.0,0.0
2020-11-01,105.309,1111.0,1111.0,0.0,0.0,0.0
2020-12-01,104.39,1100.0,1100.0,0.0,0.0,0.0
2021-01-01,125.657,1350.0,1481.0,0.0,0.0,0.0
2021-02-01,139.14,1495.0,1649.0,0.0,0.0,0.0
2021-03-01,150.481,1617.0,1784.0,0.0,0.0,0.0
2021-04-01,144.65,1554.0,1717.0,0.0,0.0,0.0
2021-05-01,74.912,805.0,886.0,0.0,0.0,0.0
2021-06-01,100.56,1080.0,1195.0,0.0,0.0,0.0
2021-07-01,98.272,1056.0,1167.0,0.0,0.0,0.0
2021-08-01,141.721,1522.0,1683.0,0.0,0.0,0.0
2021-09-01,183.557,1972.0,2177.0,0.0,0.0,0.0
2021-10-01,182.368,1959.0,2165.0,0.0,0.0,0.0
2021-11-01,142.392,1530.0,1689.0,0.0,0.0,0.0
2021-12-01,158.29,1700.0,1879.0,0.0,0.0,0.0
2022-01-01,164.559,1571.0,1571.0,0.0,0.0,0.0
2022-02-01,135.712,1285.0,1285.0,0.0,0.0,0.0
2022-03-01,157.159,1492.0,1492.0,0.0,0.0,0.0
2022-04-01,139.717,1324.0,1324.0,0.0,0.0,0.0
2022-05-01,130.934,1240.0,1240.0,0.0,0.0,0.0
2022-06-01,159.46,1509.0,1509.0,0.0,0.0,0.0
2022-07-01,145.237,1374.0,1374.0,0.0,0.0,0.0
2022-08-01,97.679,926.0,926.0,0.0,0.0,0.0
2022-09-01,114.426,1083.0,1083.0,0.0,0.0,0.0
2022-10-01,128.387,1217.0,1217.0,0.0,0.0,0.0
2022-11-01,121.891,1156.0,1156.0,0.0,0.0,0.0
2022-12-01,165.839,1571.0,1571.0,0.0,0.0,0.0
2023-01-01,181.372,1604.0,1604.0,0.0,0.0,0.0
2023-02-01,140.804,1240.0,1240.0,0.0,0.0,0.0
2023-03-01,132.88,1172.0,1172.0,0.0,0.0,0.0
2023-04-01,157.078,1386.0,1386.0,0.0,0.0,0.0
2023-05-01,155.214,1369.0,1369.0,0.0,0.0,0.0
2023-06-01,133.643,1178.0,1178.0,0.0,0.0,0.0
2023-07-01,126.548,1116.0,1116.0,0.0,0.0,0.0
2023-08-01,131.72,1161.0,1161.0,0.0,0.0,0.0
2023-09-01,114.241,1010.0,1010.0,0.0,0.0,0.0
2023-10-01,129.589,1144.0,1144.0,0.0,0.0,0.0
2023-11-01,163.428,1442.0,1442.0,0.0,0.0,0.0
2023-12-01,179.483,1582.0,1582.0,0.0,0.0,0.0
2024-01-01,135.478,1302.0,1302.0,0.0,0.0,0.0
2024-02-01,121.997,1172.0,1172.0,0.0,0.0,0.0
2024-03-01,147.038,1414.0,1414.0,0.0,0.0,0.0
2024-04-01,154.913,1487.0,1487.0,0.0,0.0,0.0
2024-05-01,90.812,870.0,870.0,0.0,0.0,0.0
2024-06-01,162.132,1554.0,1554.0,0.0,0.0,0.0
2024-07-01,95.107,914.0,914.0,0.0,0.0,0.0
2024-08-01,137.341,1318.0,1318.0,0.0,0.0,0.0
2024-09-01,91.212,875.0,875.0,0.0,0.0,0.0
2024-10-01,144.82,1391.0,1391.0,0.0,0.0,0.0
2024-11-01,141.671,1358.0,1358.0,0.0,0.0,0.0
2024-12-01,120.479,1156.0,1156.0,0.0,0.0,0.0
