measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed
2023-10-01,182.805,1795.0,1795.0,0.0,0.0,0.0
2023-11-01,230.54,2266.0,2266.0,0.0,0.0,0.0
2023-12-01,253.188,2491.0,2491.0,0.0,0.0,0.0
2024-01-01,205.805,2059.0,2109.0,0.0,0.0,0.0
2024-02-01,185.328,1854.0,1896.0,0.0,0.0,0.0
2024-03-01,223.368,2234.0,2289.0,0.0,0.0,0.0
2024-04-01,235.331,2354.0,2412.0,0.0,0.0,0.0
2024-05-01,137.955,1380.0,1414.0,0.0,0.0,0.0
2024-06-01,246.298,2464.0,2525.0,0.0,0.0,0.0
2024-07-01,144.479,1445.0,1481.0,0.0,0.0,0.0
2024-08-01,208.638,2087.0,2137.0,0.0,0.0,0.0
2024-09-01,138.562,1386.0,1419.0,0.0,0.0,0.0
2024-10-01,219.999,2200.0,2255.0,0.0,0.0,0.0
2024-11-01,215.215,2153.0,2205.0,0.0,0.0,0.0
2024-12-01,183.022,1831.0,1874.0,0.0,0.0,0.0
