measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2008-04-01,2.9250000000000003,24.0,102.0,11393.075,94629.0,397324.0
2008-05-01,0.0,0.0,0.0,12375.0,101456.0,483838.0
2008-06-01,0.0,0.0,0.0,11693.0,95751.0,446407.0
2008-07-01,1.7770000000000001,16.0,85.0,10613.223,95116.0,505604.0
2008-08-01,0.0,0.0,0.0,7890.0,70662.0,232848.0
2008-09-01,156.419,989.0,4172.0,14155.892,89464.0,377548.0
2008-10-01,17.013,149.0,619.0,11269.987000000001,98782.0,410139.0
2008-11-01,34.57,285.0,1316.0,9789.43,80634.0,372604.0
2008-12-01,0.0,0.0,0.0,11788.0,93160.0,431724.0
2009-01-01,3.984,31.0,188.0,13326.016,104271.0,627749.0
2009-02-01,8.825,70.0,327.0,11761.175,93278.0,436365.0
2009-03-01,32.935,263.0,1379.0,13080.065,104525.0,547689.0
2009-04-01,91.602,727.0,3404.0,12427.398000000001,98569.0,461776.0
2009-05-01,145.937,1161.0,5396.0,12570.063,99962.0,464759.0
2009-06-01,70.596,579.0,2639.0,11458.404,93947.0,428293.0
2009-07-01,2627.3810000000003,21153.0,83094.0,8322.619,67006.0,263214.0
2009-08-01,1.315,11.0,48.0,12427.685,99825.0,453050.0
2009-09-01,308.418,2370.0,8870.0,10832.582,83252.0,311538.0
2009-10-01,122.215,927.0,3811.0,12681.785,96214.0,395423.0
2009-11-01,458.916,3446.0,15612.0,11881.084,89228.0,404189.0
2009-12-01,150.605,1145.0,4493.0,10788.395,82037.0,321857.0
2010-01-01,155.91500000000002,1182.0,5190.0,12490.085,94661.0,415743.0
2010-02-01,316.22,2369.0,10710.0,12059.78,90366.0,408451.0
2010-03-01,368.745,2764.0,13941.0,13452.255000000001,100823.0,508598.0
2010-04-01,93.59700000000001,737.0,3192.0,12080.403,95105.0,411932.0
2010-05-01,144.19,1122.0,5479.0,12575.81,97900.0,477900.0
2010-06-01,669.71,5089.0,20313.0,11913.29,90529.0,361348.0
2010-07-01,107.81200000000001,826.0,3330.0,12936.188,99083.0,399596.0
2010-08-01,58.791000000000004,428.0,1719.0,13672.209,99620.0,399695.0
2010-09-01,175.76500000000001,1405.0,5304.0,10498.235,83908.0,316802.0
2010-10-01,68.01400000000001,514.0,2196.0,13110.986,99121.0,423332.0
2010-11-01,2105.358,15642.0,54233.0,9341.642,69404.0,240638.0
2010-12-01,646.173,4785.0,19534.0,11919.827,88260.0,360340.0
2011-01-01,400.79,3085.0,14099.0,12882.21,99148.0,453186.0
2011-02-01,148.294,1164.0,5277.0,10553.706,82850.0,375586.0
2011-03-01,53.891,418.0,2124.0,11780.109,91310.0,464210.0
2011-04-01,14.406,109.0,509.0,11342.594,85459.0,400742.0
2011-05-01,142.304,1068.0,4444.0,12232.696,91795.0,382026.0
2011-06-01,53.434,403.0,1601.0,12455.566,94019.0,373287.0
2011-07-01,192.806,1481.0,4742.0,11029.194,84724.0,271259.0
2011-08-01,33.621,345.0,1382.0,7763.379,79760.0,319135.0
2011-09-01,49.302,405.0,1444.0,8426.698,69249.0,246864.0
2011-10-01,87.712,709.0,2954.0,8288.288,66991.0,279129.0
2011-11-01,144.216,1239.0,4789.0,7600.784,65284.0,252394.0
2011-12-01,76.419,619.0,2635.0,8580.581,69485.0,295828.0
2012-01-01,88.235,740.0,3599.0,9148.765,76761.0,373123.0
2012-02-01,6.052,49.0,217.0,8821.948,71384.0,316676.0
2012-03-01,173.438,1409.0,6386.0,8646.562,70230.0,318377.0
2012-04-01,150.812,1167.0,4773.0,10335.188,79982.0,327066.0
2012-05-01,47.457,392.0,1724.0,9491.543,78439.0,344768.0
2012-06-01,3.279,27.0,114.0,9184.721,75430.0,319956.0
2012-07-01,2.043,17.0,61.0,9448.957,76563.0,283018.0
2012-08-01,34.415,268.0,1123.0,11143.585,86859.0,363637.0
2012-09-01,42.192,335.0,1357.0,8349.808,66339.0,268471.0
2012-10-01,130.439,1005.0,4762.0,11418.561,88009.0,416897.0
2012-11-01,54.252,407.0,1991.0,14046.748,105389.0,515510.0
2012-12-01,1025.511,7915.0,33966.0,9800.489,75638.0,324602.0
2013-01-01,172.438,1302.0,7057.0,13664.562,103213.0,559251.0
2013-02-01,5.75,43.0,214.0,13235.25,98992.0,493059.0
2013-03-01,8.922,69.0,394.0,14520.078,111723.0,640748.0
2013-04-01,8.836,67.0,365.0,14347.164,109546.0,592902.0
2013-05-01,4.701,36.0,185.0,13334.299,102488.0,523633.0
2013-06-01,14.247,115.0,536.0,12730.753,103155.0,478503.0
2013-07-01,56.274,429.0,1988.0,14299.726,109044.0,505159.0
2013-08-01,4.048,31.0,155.0,13888.952,106408.0,531951.0
2013-09-01,25.174,190.0,925.0,12535.826,94681.0,460683.0
2013-10-01,3.837,31.0,162.0,11936.163,96800.0,504554.0
2013-11-01,361.926,2778.0,14219.0,11332.074,86977.0,445198.0
2013-12-01,330.252,2480.0,12137.0,12951.748,97265.0,475985.0
2014-01-01,57.731,437.0,2152.0,12373.269,93676.0,461271.0
2014-02-01,56.433,414.0,2189.0,13313.567,97771.0,516409.0
2014-03-01,36.678,279.0,1553.0,14293.322,108642.0,605381.0
2014-04-01,28.822,219.0,1090.0,13775.178,104551.0,521128.0
2014-05-01,84.372,646.0,3235.0,14360.628,109872.0,550688.0
2014-06-01,65.961,505.0,2447.0,13988.039,107087.0,518919.0
2014-07-01,25.381,197.0,882.0,13222.619,102831.0,459651.0
2014-08-01,22.292,163.0,702.0,14934.708,109456.0,470140.0
2014-09-01,13.201,97.0,451.0,14770.799,108254.0,504444.0
2014-10-01,87.992,659.0,3460.0,15417.008,115430.0,606199.0
2014-11-01,304.927,2123.0,10180.0,13649.073,95036.0,455658.0
2014-12-01,680.784,5124.0,23954.0,11720.216,88206.0,412381.0
2015-01-01,46.283,347.0,2276.0,12419.717,93116.0,610643.0
2015-02-01,131.727,977.0,6346.0,12275.273,91048.0,591406.0
2015-03-01,86.969,682.0,4334.0,12834.031,100665.0,639568.0
2015-04-01,76.858,596.0,4478.0,13012.142,100981.0,758101.0
2015-05-01,15.793,122.0,866.0,13582.207,105345.0,744746.0
2015-06-01,376.159,2931.0,18002.0,11846.841,92299.0,566959.0
2015-07-01,131.727,1053.0,4875.0,12062.273,96464.0,446367.0
2015-08-01,2779.037,22673.0,79085.0,8710.963,71069.0,247893.0
2015-09-01,705.681,5757.0,21592.0,9233.319,75320.0,282521.0
2015-10-01,2038.282,16627.0,62777.0,9158.718,74712.0,282079.0
2015-11-01,952.094,7766.0,29323.0,11030.906,89982.0,339734.0
2015-12-01,3670.057,29936.0,123211.0,6925.943,56493.0,232517.0
2016-01-01,930.142,11527.0,31532.0,11061.858,137088.0,375002.0
2016-02-01,69.759,865.0,2588.0,11696.241,144966.0,433878.0
2016-03-01,374.905,4647.0,13462.0,11853.095,146911.0,425629.0
2016-04-01,2448.354,30344.0,82063.0,9685.646,120042.0,324638.0
2016-05-01,2828.819,35063.0,94107.0,9673.181,119897.0,321801.0
2016-06-01,1343.515,16652.0,47201.0,8994.485,111482.0,315995.0
2016-07-01,2466.351,30569.0,70921.0,9083.649,112587.0,261203.0
2016-08-01,2219.021,27506.0,65075.0,9818.979,121710.0,287951.0
2016-09-01,720.749,8934.0,22274.0,8090.251,100287.0,250018.0
2016-10-01,1174.07,14282.0,34615.0,11107.93,135126.0,327492.0
2016-11-01,547.864,6553.0,19451.0,10818.136,129392.0,384088.0
2016-12-01,341.101,4014.0,12457.0,11623.899,136773.0,424514.0
2017-01-01,1303.494,15056.0,46280.0,10834.506,125141.0,384678.0
2017-02-01,908.381,10898.0,34369.0,9522.619,114240.0,360292.0
2017-03-01,986.593,11809.0,36911.0,10710.407,128202.0,400701.0
2017-04-01,181.578,2121.0,6256.0,12800.422,149547.0,440996.0
2017-05-01,451.008,5296.0,15673.0,11746.992,137943.0,408229.0
2017-06-01,98.713,1176.0,3384.0,11735.287,139859.0,402341.0
2017-07-01,654.929,7793.0,22187.0,10459.071,124454.0,354322.0
2017-08-01,351.276,4144.0,11599.0,11847.724,139769.0,391222.0
2017-09-01,348.644,4219.0,13542.0,7206.356,87195.0,279899.0
2017-10-01,188.319,2218.0,6696.0,11312.681,133220.0,402259.0
2017-11-01,572.289,6842.0,20737.0,9705.711,116045.0,351682.0
2017-12-01,583.924,6998.0,21818.0,9385.076,112477.0,350665.0
2018-01-01,689.219,8109.0,24963.0,10647.781,125273.0,385662.0
2018-02-01,153.312,1800.0,5703.0,10220.688,119981.0,380185.0
2018-03-01,372.407,4417.0,14351.0,10030.593,118977.0,386548.0
2018-04-01,566.292,6519.0,19654.0,11166.708,128541.0,387565.0
2018-05-01,276.017,3220.0,9463.0,11870.983,138489.0,406966.0
2018-06-01,2482.982,28766.0,66291.0,15473.018,179256.0,413100.0
2018-07-01,151.254,1724.0,3919.0,14023.746,159821.0,363342.0
2018-08-01,286.247,3309.0,7830.0,12738.753,147280.0,348434.0
2018-09-01,570.474,6696.0,16528.0,9872.526,115887.0,286032.0
2018-10-01,213.352,2516.0,6414.0,11363.648,134019.0,341612.0
2018-11-01,76.028,886.0,2740.0,10866.972,126612.0,391599.0
2018-12-01,303.975,3614.0,14325.0,9628.025,114469.0,453722.0
2019-01-01,151.031,1795.0,5727.0,11271.969,134002.0,427450.0
2019-02-01,607.205,7172.0,23087.0,9367.795,110652.0,356175.0
2019-03-01,694.278,8356.0,23288.0,9027.722,108648.0,302810.0
2019-04-01,30.326,352.0,1140.0,11642.674,135270.0,437798.0
2019-05-01,165.882,1935.0,5009.0,10903.118,127186.0,329246.0
2019-06-01,218.983,2572.0,6470.0,10566.017,124087.0,312174.0
2019-07-01,583.513,6615.0,15680.0,12508.487,141798.0,336134.0
2019-08-01,281.919,3203.0,7375.0,12910.081,146685.0,337709.0
2019-09-01,803.739,9470.0,23123.0,9471.261,111592.0,272486.0
2019-10-01,270.686,3100.0,7818.0,11224.314,128548.0,324195.0
2019-11-01,200.267,2314.0,7034.0,10361.733,119716.0,363932.0
2019-12-01,889.989,10129.0,30577.0,9485.011,107953.0,325868.0
2020-01-01,1806.288,20751.0,71625.0,9429.712,108333.0,373920.0
2020-02-01,166.268,1876.0,5833.0,10981.732,123925.0,385285.0
2020-03-01,151.759,1732.0,5526.0,11043.241,126006.0,402144.0
2020-04-01,635.674,7396.0,22717.0,9392.326,109276.0,335659.0
2020-05-01,189.078,2218.0,6987.0,9039.922,106026.0,334052.0
2020-06-01,132.897,1530.0,4560.0,10019.103,115372.0,343810.0
2020-07-01,144.599,1624.0,4281.0,13070.401,146789.0,386958.0
2020-08-01,122.943,1362.0,3456.0,14721.057,163069.0,413788.0
2020-09-01,430.444,4919.0,14302.0,10169.556,116225.0,337906.0
2020-10-01,240.898,2714.0,10044.0,12216.102,137621.0,509335.0
2020-11-01,128.794,1439.0,5503.0,11718.206,130928.0,500676.0
2020-12-01,100.554,1129.0,4299.0,12311.446,138210.0,526391.0
2021-01-01,58.362,638.0,1843.0,15341.638,167638.0,484505.0
2021-02-01,169.714,1891.0,5562.0,11325.286,126188.0,371165.0
2021-03-01,105.058,1162.0,3403.0,15120.942,167243.0,489753.0
2021-04-01,215.444,2512.0,7553.0,11502.556,134106.0,403260.0
2021-05-01,69.021,825.0,2450.0,12379.979,148021.0,439454.0
2021-06-01,389.119,4566.0,13243.0,10475.881,122914.0,356520.0
2021-07-01,202.672,2466.0,6689.0,12755.328,155169.0,420988.0
2021-08-01,317.363,3643.0,9734.0,12319.637,141413.0,377856.0
2021-09-01,357.399,4181.0,11967.0,9990.601,116871.0,334511.0
2021-10-01,635.062,7586.0,23941.0,8947.938,106891.0,337332.0
2021-11-01,166.172,1917.0,5585.0,9601.828,110789.0,322686.0
2021-12-01,144.725,1658.0,4747.0,10502.275,120307.0,344482.0
2022-01-01,193.854,2267.0,5803.0,9368.146,109563.0,280424.0
2022-02-01,89.596,1001.0,2439.0,10301.404,115053.0,280407.0
2022-03-01,344.624,3932.0,9558.0,10650.376,121519.0,295397.0
2022-04-01,62.721,717.0,1761.0,10564.279,120805.0,296528.0
2022-05-01,23.384,271.0,643.0,11188.616,129432.0,307467.0
2022-06-01,47.847,566.0,1362.0,9024.153,106801.0,256824.0
2022-07-01,342.173,4069.0,9332.0,9801.827,116568.0,267322.0
2022-08-01,188.778,2369.0,5566.0,7443.222,93389.0,219465.0
2022-09-01,354.803,5271.0,18669.0,4152.197,61687.0,218481.0
2022-10-01,2490.453,31139.0,92041.0,3289.547,41131.0,121573.0
2022-11-01,105.173,1215.0,3027.0,8697.827,100490.0,250362.0
2022-12-01,23.084,260.0,572.0,14345.916,161579.0,355618.0
2023-01-01,137.146,1552.0,4157.0,11286.854,127699.0,342071.0
2023-02-01,38.589,451.0,1338.0,7522.411,87856.0,260875.0
2023-03-01,56.814,657.0,1964.0,9602.186,111026.0,331854.0
2023-04-01,44.219,502.0,1438.0,10044.781,113948.0,326704.0
2023-05-01,118.945,1423.0,5473.0,8941.055,106968.0,411427.0
2023-06-01,56.111,643.0,1816.0,9914.889,113668.0,320817.0
2023-07-01,22.85,271.0,780.0,8724.15,103619.0,297922.0
2023-08-01,26.667,316.0,827.0,9877.333,117002.0,306401.0
2023-09-01,289.676,3778.0,10933.0,4516.324,58901.0,170462.0
2023-10-01,23.845,282.0,796.0,9914.155,117395.0,330788.0
2023-11-01,26.133,287.0,761.0,12269.867,134874.0,357258.0
2023-12-01,65.298,732.0,2036.0,10504.702,117821.0,327524.0
