measured_on,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2008-11-01,1676.4,34818.0,34818.0,1264.4650000000001,16975.0,16975.0
2008-12-01,2233.1110000000003,46381.0,46381.0,1684.3780000000002,22612.0,22612.0
2009-01-01,2464.786,53849.0,53849.0,2164.0190000000002,27097.0,27097.0
2009-02-01,1927.856,42119.0,42119.0,1692.6090000000002,21193.0,21193.0
2009-03-01,2674.806,58438.0,58438.0,2348.4120000000003,29405.0,29405.0
2009-04-01,2428.9480000000003,53066.0,53066.0,2132.555,26702.0,26702.0
2009-05-01,2337.917,51078.0,51078.0,2052.632,25701.0,25701.0
2009-06-01,2655.42,58014.0,58014.0,2331.391,29192.0,29192.0
2009-07-01,2445.312,53424.0,53424.0,2146.922,26882.0,26882.0
2009-08-01,2240.357,48946.0,48946.0,1966.977,24629.0,24629.0
2009-09-01,2542.123,55539.0,55539.0,2231.92,27946.0,27946.0
2009-10-01,1007.178,22004.0,22004.0,884.277,11072.0,11072.0
2009-11-01,2686.754,58699.0,58699.0,2358.902,29536.0,29536.0
2009-12-01,2238.543,48907.0,48907.0,1965.384,24609.0,24609.0
2010-01-01,2088.774,46681.0,46681.0,1954.996,23782.0,23782.0
2010-02-01,1911.296,42714.0,42714.0,1788.883,21760.0,21760.0
2010-03-01,2185.119,48833.0,48833.0,2045.169,24878.0,24878.0
2010-04-01,2262.674,50566.0,50566.0,2117.757,25761.0,25761.0
2010-05-01,1912.04,42730.0,42730.0,1789.58,21769.0,21769.0
2010-06-01,2207.484,49333.0,49333.0,2066.101,25133.0,25133.0
2010-07-01,2009.265,44903.0,44903.0,1880.5780000000002,22876.0,22876.0
2010-08-01,2250.706,50299.0,50299.0,2106.556,25625.0,25625.0
2010-09-01,1973.084,44094.0,44094.0,1846.7140000000002,22464.0,22464.0
2010-10-01,2017.353,45084.0,45084.0,1888.1480000000001,22968.0,22968.0
2010-11-01,2508.447,56059.0,56059.0,2347.789,28559.0,28559.0
2010-12-01,1967.758,43976.0,43976.0,1841.729,22404.0,22404.0
2011-01-01,1885.008,40764.0,40764.0,1834.25,22266.0,22266.0
2011-02-01,1987.743,42985.0,42985.0,1934.217,23479.0,23479.0
2011-03-01,2299.681,49731.0,49731.0,2237.756,27163.0,27163.0
2011-04-01,2346.901,50752.0,50752.0,2283.705,27721.0,27721.0
2011-05-01,1594.377,34479.0,34479.0,1551.444,18833.0,18833.0
2011-06-01,2395.507,51803.0,51803.0,2331.001,28295.0,28295.0
2011-07-01,2040.228,44120.0,44120.0,1985.289,24099.0,24099.0
2011-08-01,2269.992,49089.0,49089.0,2208.866,26813.0,26813.0
2011-09-01,2001.37,43280.0,43280.0,1947.477,23640.0,23640.0
2011-10-01,2244.58,48539.0,48539.0,2184.139,26513.0,26513.0
2011-11-01,2228.028,48181.0,48181.0,2168.033,26317.0,26317.0
2011-12-01,2293.585,49599.0,49599.0,2231.823,27092.0,27092.0
2012-01-01,1535.901,33841.0,33841.0,1951.122,23645.0,23645.0
2012-02-01,1526.973,33644.0,33644.0,1939.78,23508.0,23508.0
2012-03-01,1437.814,31680.0,31680.0,1826.517,22135.0,22135.0
2012-04-01,1611.859,35514.0,35514.0,2047.613,24815.0,24815.0
2012-05-01,1754.684,38661.0,38661.0,2229.05,27013.0,27013.0
2012-06-01,1606.347,35393.0,35393.0,2040.611,24730.0,24730.0
2012-07-01,1366.611,30111.0,30111.0,1736.064,21039.0,21039.0
2012-08-01,1817.391,40043.0,40043.0,2308.71,27979.0,27979.0
2012-09-01,1551.459,34184.0,34184.0,1970.885,23885.0,23885.0
2012-10-01,1616.086,35608.0,35608.0,2052.983,24880.0,24880.0
2012-11-01,1661.076,36599.0,36599.0,2110.136,25572.0,25572.0
2012-12-01,1500.799,33068.0,33068.0,1906.529,23105.0,23105.0
2013-01-01,1532.827,34016.0,34016.0,1975.917,24516.0,24516.0
2013-02-01,1290.686,28643.0,28643.0,1663.78,20643.0,20643.0
2013-03-01,1419.513,31502.0,31502.0,1829.847,22703.0,22703.0
2013-04-01,1463.849,32486.0,32486.0,1886.999,23413.0,23413.0
2013-05-01,1540.175,34180.0,34180.0,1985.388,24634.0,24634.0
2013-06-01,1431.16,31760.0,31760.0,1844.86,22890.0,22890.0
2013-07-01,1533.241,34026.0,34026.0,1976.45,24523.0,24523.0
2013-08-01,1503.796,33372.0,33372.0,1938.493,24052.0,24052.0
2013-09-01,1257.876,27915.0,27915.0,1621.486,20119.0,20119.0
2013-10-01,1388.228,30807.0,30807.0,1789.519,22203.0,22203.0
2013-11-01,1343.424,29813.0,29813.0,1731.763,21487.0,21487.0
2013-12-01,1298.225,28810.0,28810.0,1673.498,20764.0,20764.0
2014-01-01,1185.262,23265.0,23265.0,1425.869,18158.0,18158.0
2014-02-01,1390.678,27296.0,27296.0,1672.986,21305.0,21305.0
2014-03-01,1487.87,29204.0,29204.0,1789.908,22794.0,22794.0
2014-04-01,1680.491,32985.0,32985.0,2021.631,25744.0,25744.0
2014-05-01,1462.571,28707.0,28707.0,1759.473,22406.0,22406.0
2014-06-01,1485.212,29152.0,29152.0,1786.711,22753.0,22753.0
2014-07-01,1512.692,29691.0,29691.0,1819.769,23174.0,23174.0
2014-08-01,1442.956,28322.0,28322.0,1735.876,22106.0,22106.0
2014-09-01,1269.692,24922.0,24922.0,1527.439,19451.0,19451.0
2014-10-01,1449.732,28455.0,28455.0,1744.027,22209.0,22209.0
2014-11-01,2163.954,42474.0,42474.0,2603.237,33151.0,33151.0
2014-12-01,1601.89,31442.0,31442.0,1927.074,24540.0,24540.0
2015-01-01,1576.687,30800.0,30800.0,1831.853,23061.0,23061.0
2015-02-01,1454.587,28415.0,28415.0,1689.992,21274.0,21274.0
2015-03-01,1799.319,35150.0,35150.0,2090.514,26316.0,26316.0
2015-04-01,1891.694,36954.0,36954.0,2197.838,27667.0,27667.0
2015-05-01,1786.832,34906.0,34906.0,2076.007,26133.0,26133.0
2015-06-01,1700.899,33227.0,33227.0,1976.167,24877.0,24877.0
2015-07-01,1711.966,33443.0,33443.0,1989.025,25038.0,25038.0
2015-08-01,1732.718,33849.0,33849.0,2013.135,25342.0,25342.0
2015-09-01,1748.827,34163.0,34163.0,2031.85,25577.0,25577.0
2015-10-01,1856.108,36259.0,36259.0,2156.494,27146.0,27146.0
2015-11-01,1510.215,29502.0,29502.0,1754.623,22087.0,22087.0
2015-12-01,1726.148,33720.0,33720.0,2005.502,25246.0,25246.0
2016-01-01,1453.436,28418.0,28418.0,1923.555,24097.0,24097.0
2016-02-01,1505.114,29429.0,29429.0,1991.951,24954.0,24954.0
2016-03-01,1892.107,36995.0,36995.0,2504.12,31370.0,31370.0
2016-04-01,1564.084,30582.0,30582.0,2069.996,25932.0,25932.0
2016-05-01,1763.463,34480.0,34480.0,2333.865,29238.0,29238.0
2016-06-01,1570.093,30699.0,30699.0,2077.948,26031.0,26031.0
2016-07-01,1490.312,29139.0,29139.0,1972.362,24709.0,24709.0
2016-08-01,1658.459,32427.0,32427.0,2194.897,27496.0,27496.0
2016-09-01,1419.004,27745.0,27745.0,1877.989,23527.0,23527.0
2016-10-01,1416.635,27699.0,27699.0,1874.854,23487.0,23487.0
2016-11-01,1514.658,29615.0,29615.0,2004.583,25113.0,25113.0
2016-12-01,1447.635,28305.0,28305.0,1915.88,24001.0,24001.0
2017-01-01,1891.61,23812.0,23812.0,2099.998,25183.0,25183.0
2017-02-01,1743.285,21945.0,21945.0,1935.334,23207.0,23207.0
2017-03-01,1937.595,24391.0,24391.0,2151.049,25794.0,25794.0
2017-04-01,1862.718,23449.0,23449.0,2067.924,24798.0,24798.0
2017-05-01,1838.348,23142.0,23142.0,2040.869,24473.0,24473.0
2017-06-01,1565.236,19704.0,19704.0,1737.67,20837.0,20837.0
2017-07-01,1569.442,19757.0,19757.0,1742.339,20893.0,20893.0
2017-08-01,1502.951,18920.0,18920.0,1668.523,20008.0,20008.0
2017-09-01,1744.574,21962.0,21962.0,1936.764,23225.0,23225.0
2017-10-01,1680.872,21160.0,21160.0,1866.045,22377.0,22377.0
2017-11-01,1740.708,21913.0,21913.0,1932.473,23173.0,23173.0
2017-12-01,2054.661,25865.0,25865.0,2281.012,27353.0,27353.0
2018-01-01,1940.446,37149.0,37149.0,2049.456,24528.0,24528.0
2018-02-01,1681.639,32194.0,32194.0,1776.11,21257.0,21257.0
2018-03-01,1921.559,36788.0,36788.0,2029.509,24290.0,24290.0
2018-04-01,1936.25,37069.0,37069.0,2045.025,24476.0,24476.0
2018-05-01,1851.556,35447.0,35447.0,1955.573,23405.0,23405.0
2018-06-01,1532.745,29344.0,29344.0,1618.852,19375.0,19375.0
2018-07-01,1543.835,29556.0,29556.0,1630.564,19515.0,19515.0
2018-08-01,1521.97,29138.0,29138.0,1607.472,19239.0,19239.0
2018-09-01,1545.958,29596.0,29596.0,1632.807,19542.0,19542.0
2018-10-01,1709.866,32734.0,32734.0,1805.923,21614.0,21614.0
2018-11-01,1672.389,32017.0,32017.0,1766.341,21140.0,21140.0
2018-12-01,1398.787,26779.0,26779.0,1477.368,17682.0,17682.0
2019-01-01,1795.33,34393.0,34393.0,1562.058,18925.0,18925.0
2019-02-01,1464.212,28050.0,28050.0,1273.962,15434.0,15434.0
2019-03-01,1974.53,37826.0,37826.0,1717.971,20814.0,20814.0
2019-04-01,1735.597,33249.0,33249.0,1510.084,18295.0,18295.0
2019-05-01,1941.288,37189.0,37189.0,1689.049,20463.0,20463.0
2019-06-01,1705.904,32680.0,32680.0,1484.249,17982.0,17982.0
2019-07-01,1748.128,33489.0,33489.0,1520.987,18427.0,18427.0
2019-08-01,1605.29,30753.0,30753.0,1396.708,16922.0,16922.0
2019-09-01,1576.413,30199.0,30199.0,1371.584,16617.0,16617.0
2019-10-01,1764.583,33804.0,33804.0,1535.304,18600.0,18600.0
2019-11-01,1539.303,29489.0,29489.0,1339.295,16226.0,16226.0
2019-12-01,1544.422,29586.0,29586.0,1343.749,16280.0,16280.0
2020-01-01,1761.063,33712.0,33712.0,1765.549,21642.0,21642.0
2020-02-01,1671.014,31988.0,31988.0,1675.269,20536.0,20536.0
2020-03-01,1808.299,34616.0,34616.0,1812.903,22223.0,22223.0
2020-04-01,1788.022,34228.0,34228.0,1792.574,21974.0,21974.0
2020-05-01,1580.991,30264.0,30264.0,1585.017,19430.0,19430.0
2020-06-01,1543.878,29554.0,29554.0,1547.808,18973.0,18973.0
2020-07-01,1467.833,28098.0,28098.0,1471.57,18039.0,18039.0
2020-08-01,1390.479,26618.0,26618.0,1394.019,17088.0,17088.0
2020-09-01,1638.246,31360.0,31360.0,1642.417,20133.0,20133.0
2020-10-01,1685.361,32262.0,32262.0,1689.652,20712.0,20712.0
2020-11-01,1394.317,26691.0,26691.0,1397.867,17135.0,17135.0
2020-12-01,1515.497,29011.0,29011.0,1519.355,18625.0,18625.0
2021-01-01,1948.014,36838.0,36838.0,1915.465,23308.0,23308.0
2021-02-01,1588.532,30040.0,30040.0,1561.989,19007.0,19007.0
2021-03-01,1564.939,29594.0,29594.0,1538.79,18724.0,18724.0
2021-04-01,1415.81,26774.0,26774.0,1392.153,16940.0,16940.0
2021-05-01,1658.606,31365.0,31365.0,1630.892,19845.0,19845.0
2021-06-01,1729.031,32697.0,32697.0,1700.141,20688.0,20688.0
2021-07-01,1799.534,34030.0,34030.0,1769.465,21532.0,21532.0
2021-08-01,1455.604,27526.0,27526.0,1431.282,17416.0,17416.0
2021-09-01,1785.293,33761.0,33761.0,1755.462,21361.0,21361.0
2021-10-01,1426.234,26971.0,26971.0,1402.403,17065.0,17065.0
2021-11-01,1558.491,29472.0,29472.0,1532.45,18647.0,18647.0
2021-12-01,1699.912,32146.0,32146.0,1671.508,20339.0,20339.0
2022-01-01,1615.295,31261.0,31261.0,2055.822,24437.0,24437.0
2022-02-01,1341.685,25966.0,25966.0,1707.593,20298.0,20298.0
2022-03-01,1606.826,31097.0,31097.0,2045.044,24309.0,24309.0
2022-04-01,1516.785,29355.0,29355.0,1930.447,22947.0,22947.0
2022-05-01,1418.626,27455.0,27455.0,1805.516,21462.0,21462.0
2022-06-01,1340.78,25948.0,25948.0,1706.44,20284.0,20284.0
2022-07-01,1540.521,29814.0,29814.0,1960.656,23306.0,23306.0
2022-08-01,1617.309,31300.0,31300.0,2058.385,24467.0,24467.0
2022-09-01,1623.722,31424.0,31424.0,2066.547,24564.0,24564.0
2022-10-01,1679.804,32509.0,32509.0,2137.925,25413.0,25413.0
2022-11-01,1621.653,31384.0,31384.0,2063.914,24533.0,24533.0
2022-12-01,1681.994,32552.0,32552.0,2140.711,25446.0,25446.0
2023-01-01,1783.356,33923.0,33923.0,2269.817,27142.0,27142.0
2023-02-01,1536.1,29219.0,29219.0,1955.115,23379.0,23379.0
2023-03-01,1381.749,26283.0,26283.0,1758.662,21030.0,21030.0
2023-04-01,1625.574,30921.0,30921.0,2068.997,24741.0,24741.0
2023-05-01,1521.124,28935.0,28935.0,1936.054,23151.0,23151.0
2023-06-01,1582.888,30109.0,30109.0,2014.667,24092.0,24092.0
2023-07-01,1555.682,29592.0,29592.0,1980.04,23678.0,23678.0
2023-08-01,1621.331,30841.0,30841.0,2063.596,24677.0,24677.0
2023-09-01,1510.082,28724.0,28724.0,1922.001,22983.0,22983.0
2023-10-01,1718.136,32682.0,32682.0,2186.808,26150.0,26150.0
2023-11-01,1820.281,34625.0,34625.0,2316.816,27705.0,27705.0
2023-12-01,1659.697,31570.0,31570.0,2112.427,25261.0,25261.0
2024-01-01,1631.585,30365.0,30365.0,1529.881,18803.0,18803.0
2024-02-01,1658.458,30865.0,30865.0,1555.082,19113.0,19113.0
2024-03-01,1580.445,29413.0,29413.0,1481.932,18214.0,18214.0
2024-04-01,1421.785,26461.0,26461.0,1333.161,16385.0,16385.0
2024-05-01,1628.214,30302.0,30302.0,1526.723,18764.0,18764.0
2024-06-01,1495.984,27841.0,27841.0,1402.735,17241.0,17241.0
2024-07-01,1596.883,29719.0,29719.0,1497.345,18403.0,18403.0
2024-08-01,1605.275,29875.0,29875.0,1505.214,18500.0,18500.0
2024-09-01,1537.973,28623.0,28623.0,1442.106,17725.0,17725.0
2024-10-01,1767.769,32899.0,32899.0,1657.579,20372.0,20372.0
2024-11-01,1629.214,30321.0,30321.0,1527.661,18776.0,18776.0
2024-12-01,1521.415,28315.0,28315.0,1426.581,17534.0,17534.0
