measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed
2011-10-01,0.0,0.0,0.0,15553.0,151202.0,151202.0,,,
2011-11-01,0.0,0.0,0.0,24620.0,242588.0,242588.0,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,6156.0,60132.0,60132.0,,,
2012-02-01,314.779,3102.0,3102.0,5377.221,52982.0,52982.0,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,0.0,0.0,0.0,14642.0,141394.0,141394.0,,,
2012-05-01,0.0,0.0,0.0,798.0,7788.0,7788.0,,,
2012-06-01,0.0,0.0,0.0,30852.0,296327.0,296327.0,,,
2012-07-01,0.0,0.0,0.0,47593.0,454630.0,454630.0,,,
2012-08-01,0.0,0.0,0.0,37994.0,368809.0,368809.0,,,
2012-09-01,0.0,0.0,0.0,23439.0,224988.0,224988.0,,,
2012-10-01,0.0,0.0,0.0,13271.0,129179.0,129179.0,,,
2012-11-01,0.0,0.0,0.0,13949.0,137250.0,137250.0,,,
2012-12-01,0.0,0.0,0.0,8216.0,80862.0,80862.0,,,
2013-01-01,0.0,0.0,0.0,1686.0,17088.0,17088.0,,,
2013-02-01,0.0,0.0,0.0,2258.0,21789.0,21789.0,,,
2013-03-01,0.0,0.0,0.0,801.0,7932.0,7932.0,,,
2013-04-01,0.0,0.0,0.0,11253.0,108062.0,108062.0,,,
2013-05-01,0.0,0.0,0.0,12208.0,117681.0,117681.0,,,
2013-06-01,0.0,0.0,0.0,13022.0,125847.0,125847.0,,,
2013-07-01,0.0,0.0,0.0,11643.0,112798.0,112798.0,,,
2013-08-01,0.0,0.0,0.0,18551.0,179043.0,179043.0,,,
2013-09-01,0.0,0.0,0.0,19009.0,183506.0,183506.0,,,
2013-10-01,0.0,0.0,0.0,12814.0,124021.0,124021.0,,,
2013-11-01,0.0,0.0,0.0,599.0,5917.0,5917.0,,,
2013-12-01,0.0,0.0,0.0,3309.0,35614.0,35614.0,,,
2014-01-01,753.439,7243.0,7243.0,920.561,8850.0,8850.0,,,
2014-02-01,0.0,0.0,0.0,929.0,8895.0,8895.0,,,
2014-03-01,0.0,0.0,0.0,713.0,6839.0,6839.0,,,
2014-04-01,0.0,0.0,0.0,9759.0,93709.0,93709.0,,,
2014-05-01,0.0,0.0,0.0,12211.0,119398.0,119398.0,,,
2014-06-01,0.0,0.0,0.0,983.0,9635.0,9635.0,,,
2014-07-01,0.0,0.0,0.0,1571.0,15242.0,15242.0,,,
2014-08-01,0.0,0.0,0.0,2172.0,20431.0,20431.0,,,
2014-09-01,0.0,0.0,0.0,1360.0,13255.0,13255.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-11-01,11.523,157.0,157.0,63.477,867.0,867.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,2295.0,23157.0,23157.0,,,
2015-06-01,0.0,0.0,0.0,10276.0,99351.0,99351.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,1154.0,11305.0,11305.0,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,490.0,5165.0,5165.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-03-01,3.85,93.0,93.0,29.15,706.0,706.0,,,
2016-04-01,0.0,0.0,0.0,7402.0,74015.0,74015.0,,,
2016-05-01,0.0,0.0,0.0,2120.0,20956.0,20956.0,,,
2016-06-01,0.0,0.0,0.0,25937.0,251465.0,251465.0,,,
2016-07-01,0.0,0.0,0.0,32821.0,327566.0,327566.0,,,
2016-08-01,0.0,0.0,0.0,582.0,5898.0,5898.0,,,
2016-09-01,0.0,0.0,0.0,2957.0,28926.0,28926.0,,,
2016-10-01,0.0,0.0,0.0,0.0,153.0,153.0,,,
2016-11-01,16.304,216.0,216.0,49.696,658.0,658.0,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-01-01,0.0,0.0,0.0,6.155,87.0,87.0,,,
2017-02-01,0.0,0.0,0.0,6.137,87.0,87.0,,,
2017-03-01,0.0,0.0,0.0,5.484,78.0,78.0,,,
2017-04-01,0.0,0.0,0.0,5.05,72.0,72.0,,,
2017-05-01,0.0,0.0,0.0,6.173,88.0,88.0,,,
2017-06-01,0.0,0.0,0.0,6.695,95.0,95.0,,,
2017-07-01,0.0,0.0,0.0,7.206,102.0,102.0,,,
2017-08-01,0.0,0.0,0.0,7.681,108.0,108.0,,,
2017-09-01,0.0,0.0,0.0,6.412,91.0,91.0,,,
2017-10-01,0.0,0.0,0.0,5.869,83.0,83.0,,,
2017-11-01,0.0,0.0,0.0,5.504,78.0,78.0,,,
2017-12-01,0.0,0.0,0.0,6.634,94.0,94.0,,,
2018-01-01,0.0,0.0,0.0,5934.519,56268.0,56268.0,,,
2018-02-01,0.0,0.0,0.0,5301.035,50263.0,50263.0,,,
2018-03-01,0.0,0.0,0.0,5150.373,48834.0,48834.0,,,
2018-04-01,0.0,0.0,0.0,4153.795,39385.0,39385.0,,,
2018-05-01,0.0,0.0,0.0,5761.607,54630.0,54630.0,,,
2018-06-01,0.0,0.0,0.0,6172.472,58526.0,58526.0,,,
2018-07-01,0.0,0.0,0.0,6958.261,65976.0,65976.0,,,
2018-08-01,0.0,0.0,0.0,6561.705,62216.0,62216.0,,,
2018-09-01,0.0,0.0,0.0,6390.857,60596.0,60596.0,,,
2018-10-01,0.0,0.0,0.0,5498.701,52137.0,52137.0,,,
2018-11-01,0.0,0.0,0.0,4562.367,43259.0,43259.0,,,
2018-12-01,0.0,0.0,0.0,5120.308,48550.0,48550.0,,,
2019-01-01,0.0,0.0,0.0,19946.256,193526.0,193526.0,,,
2019-02-01,0.0,0.0,0.0,18158.861,176185.0,176185.0,,,
2019-03-01,0.0,0.0,0.0,15874.635,154023.0,154023.0,,,
2019-04-01,0.0,0.0,0.0,17978.121,174431.0,174431.0,,,
2019-05-01,0.0,0.0,0.0,20104.981,195067.0,195067.0,,,
2019-06-01,0.0,0.0,0.0,21742.677,210956.0,210956.0,,,
2019-07-01,0.0,0.0,0.0,23777.502,230699.0,230699.0,,,
2019-08-01,0.0,0.0,0.0,24947.267,242048.0,242048.0,,,
2019-09-01,0.0,0.0,0.0,23057.734,223716.0,223716.0,,,
2019-10-01,0.0,0.0,0.0,20933.929,203109.0,203109.0,,,
2019-11-01,0.0,0.0,0.0,20918.614,202961.0,202961.0,,,
2019-12-01,0.0,0.0,0.0,21402.423,207655.0,207655.0,,,
2020-01-01,0.0,0.0,0.0,11706.697,112902.0,112902.0,,,
2020-02-01,0.0,0.0,0.0,13028.557,125648.0,125648.0,,,
2020-03-01,0.0,0.0,0.0,10413.976,100433.0,100433.0,,,
2020-04-01,0.0,0.0,0.0,9766.829,94191.0,94191.0,,,
2020-05-01,0.0,0.0,0.0,12802.359,123466.0,123466.0,,,
2020-06-01,0.0,0.0,0.0,14454.878,139403.0,139403.0,,,
2020-07-01,0.0,0.0,0.0,15340.455,147944.0,147944.0,,,
2020-08-01,0.0,0.0,0.0,14968.173,144354.0,144354.0,,,
2020-09-01,0.0,0.0,0.0,11561.223,111496.0,111496.0,,,
2020-10-01,0.0,0.0,0.0,11182.701,107846.0,107846.0,,,
2020-11-01,0.0,0.0,0.0,11807.573,113872.0,113872.0,,,
2020-12-01,0.0,0.0,0.0,12992.579,125301.0,125301.0,,,
2021-01-01,0.0,0.0,0.0,380.388,3618.0,3618.0,,,
2021-02-01,0.0,0.0,0.0,392.891,3737.0,3737.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-04-01,0.0,0.0,0.0,9023.628,85835.0,85835.0,,,
2021-05-01,0.0,0.0,0.0,31487.461,299516.0,299516.0,,,
2021-06-01,0.0,0.0,0.0,31958.716,303999.0,303999.0,,,
2021-07-01,0.0,0.0,0.0,31982.963,304229.0,304229.0,,,
2021-08-01,0.0,0.0,0.0,29911.29,284523.0,284523.0,,,
2021-09-01,0.0,0.0,0.0,26412.544,251242.0,251242.0,,,
2021-10-01,0.0,0.0,0.0,25627.49,243775.0,243775.0,,,
2021-11-01,0.0,0.0,0.0,11684.073,111142.0,111142.0,,,
2021-12-01,0.0,0.0,0.0,1570.556,14939.0,14939.0,,,
2022-01-01,0.0,0.0,0.0,1546.355,14809.0,14809.0,,,
2022-02-01,0.0,0.0,0.0,2340.459,22415.0,22415.0,,,
2022-03-01,0.0,0.0,0.0,2893.667,27712.0,27712.0,,,
2022-04-01,0.0,0.0,0.0,10756.1,103010.0,103010.0,,,
2022-05-01,0.0,0.0,0.0,20074.561,192253.0,192253.0,,,
2022-06-01,0.0,0.0,0.0,32051.941,306960.0,306960.0,,,
2022-07-01,0.0,0.0,0.0,30431.189,291437.0,291437.0,,,
2022-08-01,0.0,0.0,0.0,32272.472,309072.0,309072.0,,,
2022-09-01,0.0,0.0,0.0,19266.051,184510.0,184510.0,,,
2022-10-01,0.0,0.0,0.0,11.15,107.0,107.0,,,
2022-11-01,0.0,0.0,0.0,3.939,38.0,38.0,,,
2022-12-01,0.0,0.0,0.0,3.114,30.0,30.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-04-01,0.115,0.0,0.0,84.673,865.0,865.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-06-01,3.311,35.0,35.0,2438.707,24917.0,24917.0,,,
2023-07-01,12.459,127.0,127.0,9176.818,93763.0,93763.0,,,
2023-08-01,19.477,196.0,196.0,14345.621,146574.0,146574.0,,,
2023-09-01,10.507,110.0,110.0,7739.245,79074.0,79074.0,,,
2023-10-01,3.16,35.0,35.0,2327.413,23780.0,23780.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-12-01,0.102,0.0,0.0,75.391,770.0,770.0,,,
2024-01-01,0.0,0.0,0.0,2.395,25.0,25.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-03-01,0.0,0.0,0.0,130.164,1317.0,1317.0,,,
2024-04-01,0.0,0.0,0.0,478.547,4843.0,4843.0,,,
2024-05-01,0.0,0.0,0.0,4554.196,46087.0,46087.0,,,
2024-06-01,0.0,0.0,0.0,12371.714,125199.0,125199.0,,,
2024-07-01,0.0,0.0,0.0,16672.44,168721.0,168721.0,,,
2024-08-01,0.0,0.0,0.0,21391.644,216478.0,216478.0,,,
2024-09-01,0.0,0.0,0.0,10180.448,103024.0,103024.0,,,
2024-10-01,0.0,0.0,0.0,7126.817,72122.0,72122.0,,,
2024-11-01,0.0,0.0,0.0,53.199,539.0,539.0,,,
2024-12-01,2.851,29.0,29.0,1055.585,10682.0,10682.0,,,
