measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2004-05-01,799.298,9664.0,9664.0,,,,,,,9.933,119.0,119.0,363.243,4943.0,4943.0,544.856,0.0,0.0,,,,,,
2004-06-01,737.777,8920.0,8920.0,,,,,,,10.148,122.0,122.0,413.49100000000004,5626.0,5626.0,647.7,0.0,0.0,,,,,,
2004-07-01,342.082,4136.0,4136.0,,,,,,,24.793000000000003,298.0,298.0,411.19300000000004,5595.0,5595.0,630.8190000000001,0.0,0.0,,,,,,
2004-08-01,137.40900000000002,1661.0,1661.0,,,,,,,24.512,294.0,294.0,428.91700000000003,5836.0,5836.0,651.6840000000001,0.0,0.0,,,,,,
2004-09-01,7.7330000000000005,93.0,93.0,,,,,,,17.763,213.0,213.0,380.52700000000004,5178.0,5178.0,627.274,0.0,0.0,,,,,,
2004-10-01,0.383,5.0,5.0,,,,,,,12.384,149.0,149.0,461.08700000000005,6274.0,6274.0,741.7560000000001,0.0,0.0,,,,,,
2004-11-01,3.5940000000000003,43.0,43.0,,,,,,,12.164,146.0,146.0,349.7,4758.0,4758.0,550.3190000000001,0.0,0.0,,,,,,
2004-12-01,696.3570000000001,8419.0,8419.0,,,,,,,20.034000000000002,241.0,241.0,361.574,4920.0,4920.0,510.324,0.0,0.0,,,,,,
2005-01-01,582.892,7538.91,7538.91,85.611,0.0,0.0,,,,20.522000000000002,259.38,259.38,706.152,10189.4,10189.4,130.787,0.0,0.0,,,,,,
2005-02-01,200.263,2590.13,2590.13,29.413,0.0,0.0,,,,7.051,89.12,89.12,564.926,8151.58,8151.58,104.63,0.0,0.0,,,,,,
2005-03-01,221.967,2870.83,2870.83,32.601,0.0,0.0,,,,7.815,98.77,98.77,783.94,11311.83,11311.83,145.19400000000002,0.0,0.0,,,,,,
2005-04-01,268.865,3477.39,3477.39,39.489000000000004,0.0,0.0,,,,9.466000000000001,119.64,119.64,744.16,10737.82,10737.82,137.826,0.0,0.0,,,,,,
2005-05-01,249.70700000000002,3229.61,3229.61,36.675,0.0,0.0,,,,8.792,111.12,111.12,711.594,10267.91,10267.91,131.795,0.0,0.0,,,,,,
2005-06-01,324.095,4191.72,4191.72,47.601,0.0,0.0,,,,11.411000000000001,144.22,144.22,1343.285,19382.88,19382.88,248.79100000000003,0.0,0.0,,,,,,
2005-07-01,329.889,4266.66,4266.66,48.452000000000005,0.0,0.0,,,,11.615,146.8,146.8,1768.371,25516.65,25516.65,327.521,0.0,0.0,,,,,,
2005-08-01,387.54,5012.3,5012.3,56.919000000000004,0.0,0.0,,,,13.644,172.45,172.45,1756.7,25348.25,25348.25,325.35900000000004,0.0,0.0,,,,,,
2005-09-01,253.687,3281.1,3281.1,37.26,0.0,0.0,,,,8.932,112.89,112.89,1063.569,15346.74,15346.74,196.984,0.0,0.0,,,,,,
2005-10-01,281.724,3643.71,3643.71,41.378,0.0,0.0,,,,9.919,125.36,125.36,754.134,10881.75,10881.75,139.674,0.0,0.0,,,,,,
2005-11-01,226.48100000000002,2929.22,2929.22,33.264,0.0,0.0,,,,7.974,100.78,100.78,660.938,9536.99,9536.99,122.41300000000001,0.0,0.0,,,,,,
2005-12-01,478.889,6193.77,6193.77,70.336,0.0,0.0,,,,16.861,213.1,213.1,826.231,11922.07,11922.07,153.02700000000002,0.0,0.0,,,,,,
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.761,50.0,50.0,499.17600000000004,6689.0,6689.0,106.539,0.0,0.0,,,,,,
2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.9680000000000002,26.0,26.0,564.273,7562.0,7562.0,120.433,0.0,0.0,,,,,,
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.653,22.0,22.0,743.576,9964.0,9964.0,158.702,0.0,0.0,,,,,,
2006-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.1660000000000004,42.0,42.0,615.336,8246.0,8246.0,131.33100000000002,0.0,0.0,,,,,,
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.96,39.0,39.0,810.5540000000001,10862.0,10862.0,172.997,0.0,0.0,,,,,,
2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.69,36.0,36.0,1044.086,13991.0,13991.0,222.84,0.0,0.0,,,,,,
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.8970000000000002,52.0,52.0,1868.356,25037.0,25037.0,398.764,0.0,0.0,,,,,,
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.78,50.0,50.0,1660.199,22248.0,22248.0,354.337,0.0,0.0,,,,,,
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.737,23.0,23.0,976.5630000000001,13087.0,13087.0,208.428,0.0,0.0,,,,,,
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.834,24.0,24.0,1057.8110000000001,14175.0,14175.0,225.769,0.0,0.0,,,,,,
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.16,29.0,29.0,711.158,9530.0,9530.0,151.78300000000002,0.0,0.0,,,,,,
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.3930000000000002,32.0,32.0,721.914,9674.0,9674.0,154.078,0.0,0.0,,,,,,
2007-01-01,399.721,7962.0,7962.0,101.95400000000001,0.0,0.0,,,,8.545,99.0,99.0,318.173,6338.0,6338.0,81.15400000000001,0.0,0.0,,,,,,
2007-02-01,519.609,10353.0,10353.0,117.28800000000001,0.0,0.0,,,,11.108,129.0,129.0,281.905,5616.0,5616.0,63.632000000000005,0.0,0.0,,,,,,
2007-03-01,276.598,5507.0,5507.0,81.447,0.0,0.0,,,,5.913,70.0,70.0,397.91700000000003,7926.0,7926.0,117.17,0.0,0.0,,,,,,
2007-04-01,164.017,3269.0,3269.0,46.691,0.0,0.0,,,,3.5060000000000002,41.0,41.0,505.752,10075.0,10075.0,143.973,0.0,0.0,,,,,,
2007-05-01,128.12,2555.0,2555.0,45.03,0.0,0.0,,,,2.7390000000000003,35.0,35.0,413.64,8239.0,8239.0,145.381,0.0,0.0,,,,,,
2007-06-01,204.336,4072.0,4072.0,64.539,0.0,0.0,,,,4.368,53.0,53.0,477.552,9513.0,9513.0,150.833,0.0,0.0,,,,,,
2007-07-01,173.11700000000002,3451.0,3451.0,54.024,0.0,0.0,,,,3.701,41.0,41.0,606.1460000000001,12074.0,12074.0,189.156,0.0,0.0,,,,,,
2007-08-01,207.955,4142.0,4142.0,63.895,0.0,0.0,,,,4.446000000000001,53.0,53.0,639.21,12733.0,12733.0,196.4,0.0,0.0,,,,,,
2007-09-01,160.911,3205.0,3205.0,50.986000000000004,0.0,0.0,,,,3.44,41.0,41.0,514.3860000000001,10247.0,10247.0,162.98600000000002,0.0,0.0,,,,,,
2007-10-01,124.494,2478.0,2478.0,43.404,0.0,0.0,,,,2.661,29.0,29.0,505.40700000000004,10067.0,10067.0,176.20700000000002,0.0,0.0,,,,,,
2007-11-01,123.396,2461.0,2461.0,40.721000000000004,0.0,0.0,,,,2.6380000000000003,29.0,29.0,471.145,9386.0,9386.0,155.477,0.0,0.0,,,,,,
2007-12-01,230.769,4599.0,4599.0,68.152,0.0,0.0,,,,4.933,59.0,59.0,431.723,8599.0,8599.0,127.49900000000001,0.0,0.0,,,,,,
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,181.0,181.0,914.0,13132.0,13132.0,123.0,0.0,0.0,,,,,,
2008-02-01,674.735,8629.0,8629.0,92.09700000000001,0.0,0.0,,,,1.0,18.0,18.0,21.265,272.0,272.0,2.903,0.0,0.0,,,,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,390.0,5132.0,5132.0,79.0,0.0,0.0,,,,,,
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,326.0,5648.0,5648.0,50.0,0.0,0.0,,,,,,
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,64.0,64.0,2587.0,34812.0,34812.0,576.0,0.0,0.0,,,,,,
2008-07-01,0.0,0.0,0.0,,,,,,,,,,3702.0,49275.0,49275.0,795.0,0.0,0.0,,,,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-09-01,,,,,,,,,,5.0,58.0,58.0,359.0,5210.0,5210.0,65.0,0.0,0.0,,,,,,
2008-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2008-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2008-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-01-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-02-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-03-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-04-01,,,,,,,,,,5.0,53.0,53.0,437.0,5805.0,5805.0,84.0,0.0,0.0,,,,,,
2009-05-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-06-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-07-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-08-01,,,,,,,,,,2.0,23.0,23.0,240.0,15078.0,15078.0,1123.0,0.0,0.0,0.0,0.0,0.0,,,
2009-09-01,,,,,,,,,,5.0,58.0,58.0,580.0,7949.0,7949.0,119.0,0.0,0.0,0.0,0.0,0.0,,,
2009-10-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-11-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-12-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-01-01,120.757,1154.0,1154.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,532.243,5086.0,5086.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-02-01,146.386,1269.0,1269.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,934.614,8105.0,8105.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-03-01,112.861,1100.0,1100.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1323.1390000000001,12898.0,12898.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-04-01,,,,,,,,,,5.0,64.0,64.0,1396.0,16004.0,16004.0,117.0,0.0,0.0,0.0,0.0,0.0,,,
2010-05-01,,,,,,,,,,5.0,69.0,69.0,14343.0,145130.0,145130.0,129.0,0.0,0.0,0.0,0.0,0.0,,,
2010-06-01,,,,,,,,,,6.0,75.0,75.0,8210.0,81520.0,81520.0,61.0,0.0,0.0,0.0,0.0,0.0,,,
2010-07-01,,,,,,,,,,7.0,81.0,81.0,32726.0,348112.0,348112.0,1383.0,0.0,0.0,0.0,0.0,0.0,,,
2010-08-01,,,,,,,,,,4.0,52.0,52.0,22879.0,238248.0,238248.0,716.0,0.0,0.0,0.0,0.0,0.0,,,
2010-09-01,,,,,,,,,,9.0,98.0,98.0,9298.0,96224.0,96224.0,267.0,0.0,0.0,0.0,0.0,0.0,,,
2010-10-01,,,,,,,,,,0.0,0.0,0.0,943.0,9871.0,9871.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2010-11-01,,,,,,,,,,2.0,17.0,17.0,20457.0,220905.0,220905.0,585.0,0.0,0.0,0.0,0.0,0.0,,,
2010-12-01,,,,,,,,,,3.0,40.0,40.0,4321.0,43860.0,43860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-01-01,,,,,,,,,,4.0,40.0,40.0,3823.0,35953.0,35953.0,4.0,0.0,0.0,0.0,0.0,0.0,,,
2011-02-01,,,,,,,,,,0.0,0.0,0.0,4323.0,44325.0,44325.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-03-01,,,,,,,,,,0.0,0.0,0.0,2493.0,25277.0,25277.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-04-01,,,,,,,,,,6.0,65.0,65.0,4027.0,42873.0,42873.0,103.0,0.0,0.0,0.0,0.0,0.0,,,
2011-05-01,,,,,,,,,,0.0,0.0,0.0,3027.0,30233.0,30233.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-06-01,,,,,,,,,,6.0,70.0,70.0,4360.0,50414.0,50414.0,211.0,0.0,0.0,0.0,0.0,0.0,,,
2011-07-01,,,,,,,,,,12.0,151.0,151.0,10160.0,111283.0,111283.0,548.0,0.0,0.0,0.0,0.0,0.0,,,
2011-08-01,,,,,,,,,,0.0,0.0,0.0,3975.0,39661.0,39661.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-09-01,,,,,,,,,,5.0,64.0,64.0,7011.0,78268.0,78268.0,460.0,0.0,0.0,0.0,0.0,0.0,,,
2011-10-01,,,,,,,,,,2.0,23.0,23.0,7382.0,76741.0,76741.0,88.0,0.0,0.0,0.0,0.0,0.0,,,
2011-11-01,,,,,,,,,,0.0,0.0,0.0,3882.0,39249.0,39249.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-12-01,,,,,,,,,,0.0,0.0,0.0,1256.0,12792.0,12792.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-01-01,,,,,,,,,,0.0,0.0,0.0,978.0,10185.0,10185.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-02-01,,,,,,,,,,0.0,0.0,0.0,485.0,4983.0,4983.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-03-01,,,,,,,,,,0.0,0.0,0.0,1801.0,18260.0,18260.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,,,,,,,,,,3.0,29.0,29.0,9282.0,95802.0,95802.0,195.0,0.0,0.0,0.0,0.0,0.0,,,
2012-05-01,51.619,570.0,570.0,2.344,0.0,0.0,,,,0.0,0.0,0.0,6951.381,76793.0,76793.0,315.656,0.0,0.0,0.0,0.0,0.0,,,
2012-06-01,,,,,,,,,,0.0,0.0,0.0,5298.0,57472.0,57472.0,235.0,0.0,0.0,0.0,0.0,0.0,,,
2012-07-01,,,,,,,,,,4.0,52.0,52.0,12895.0,129955.0,129955.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-08-01,,,,,,,,,,0.0,0.0,0.0,15679.0,162552.0,162552.0,221.0,0.0,0.0,0.0,0.0,0.0,,,
2012-09-01,,,,,,,,,,0.0,0.0,0.0,4073.0,46768.0,46768.0,339.0,0.0,0.0,0.0,0.0,0.0,,,
2012-10-01,,,,,,,,,,0.0,0.0,0.0,2503.0,25826.0,25826.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,,,,,,,,,,0.0,0.0,0.0,6336.0,72172.0,72172.0,81.0,0.0,0.0,0.0,0.0,0.0,,,
2012-12-01,,,,,,,,,,0.0,0.0,0.0,1830.0,18470.0,18470.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,,,,,,,,,,0.0,0.0,0.0,4810.0,33427.0,33427.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-02-01,,,,,,,,,,0.0,0.0,0.0,3870.0,31551.0,31551.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-03-01,,,,,,,,,,3.0,35.0,35.0,4438.0,48127.0,48127.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-04-01,,,,,,,,,,0.0,0.0,0.0,1671.0,19192.0,19192.0,218.0,0.0,0.0,0.0,0.0,0.0,,,
2013-05-01,,,,,,,,,,0.0,0.0,0.0,2279.0,25173.0,25173.0,87.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,,,,,,,,,,0.0,0.0,0.0,5442.0,62399.0,62399.0,310.0,0.0,0.0,0.0,0.0,0.0,,,
2013-07-01,,,,,,,,,,1.0,11.0,11.0,19122.0,209725.0,209725.0,890.0,0.0,0.0,0.0,0.0,0.0,,,
2013-08-01,,,,,,,,,,0.0,0.0,0.0,3609.0,36570.0,36570.0,87.0,0.0,0.0,0.0,0.0,0.0,,,
2013-09-01,,,,,,,,,,0.0,0.0,0.0,9234.0,106609.0,106609.0,554.0,0.0,0.0,0.0,0.0,0.0,,,
2013-10-01,,,,,,,,,,0.0,0.0,0.0,402.0,4866.0,4866.0,11.0,0.0,0.0,0.0,0.0,0.0,,,
2013-11-01,301.497,3658.0,3658.0,19.662,0.0,0.0,,,,0.0,0.0,0.0,5525.503,67033.0,67033.0,360.338,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,190.229,1987.0,1987.0,3.975,0.0,0.0,,,,0.0,0.0,0.0,6318.771,66008.0,66008.0,132.025,0.0,0.0,0.0,0.0,0.0,,,
2014-01-01,10034.665,110444.0,110444.0,188.8,0.0,0.0,,,,0.0,0.0,0.0,7717.335,84939.0,84939.0,145.2,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,1290.26,12830.0,12830.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2098.74,20869.0,20869.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,5486.36,54289.0,54289.0,56.254,0.0,0.0,,,,0.0,0.0,0.0,3193.64,31602.0,31602.0,32.746,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2804.0,31439.0,31439.0,127.0,0.0,0.0,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3554.0,32654.0,32654.0,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6161.0,59857.0,59857.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1086.0,1086.0,2.0,0.0,0.0,13484.0,134865.0,134865.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,5812.0,5812.0,95.0,0.0,0.0,7450.0,72092.0,72092.0,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,678.0,9344.0,9344.0,131.0,0.0,0.0,5374.0,55364.0,55364.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,407.0,407.0,0.0,0.0,0.0,3022.0,29307.0,29307.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.0,18930.0,18930.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,5013.0,51882.0,51882.0,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,46.184,442.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.816,11194.0,11194.0,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2621.658,28867.0,28867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.342,21486.0,21486.0,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,248.479,2302.0,2302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.521,17568.0,17568.0,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,2946.0,2946.0,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,4959.0,48209.0,48209.0,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2571.0,24352.0,24352.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295.0,35127.0,35127.0,,,
