measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2013-01-01,0.699,6.0,6.0,35.709,341.0,341.0
2013-02-01,0.419,6.0,6.0,31.912,304.0,304.0
2013-03-01,1.123,12.0,12.0,43.701,417.0,417.0
2013-04-01,5.635,70.0,70.0,47.008,449.0,449.0
2013-05-01,2.006,23.0,23.0,50.388,481.0,481.0
2013-06-01,0.398,6.0,6.0,49.164,469.0,469.0
2013-07-01,0.338,6.0,6.0,47.772,456.0,456.0
2013-08-01,0.631,6.0,6.0,58.234,556.0,556.0
2013-09-01,0.731,12.0,12.0,51.394,490.0,490.0
2013-10-01,2.406,29.0,29.0,37.05,353.0,353.0
2013-11-01,1.622,17.0,17.0,33.942,324.0,324.0
2013-12-01,0.992,12.0,12.0,32.726,312.0,312.0
2014-01-01,0.0,0.0,0.0,42.868,408.0,408.0
2014-02-01,0.0,0.0,0.0,34.478,328.0,328.0
2014-03-01,0.0,0.0,0.0,43.766,416.0,416.0
2014-04-01,0.0,0.0,0.0,62.492,594.0,594.0
2014-05-01,0.0,0.0,0.0,55.766,530.0,530.0
2014-06-01,0.0,0.0,0.0,56.371,536.0,536.0
2014-07-01,0.0,0.0,0.0,64.969,618.0,618.0
2014-08-01,0.0,0.0,0.0,68.476,651.0,651.0
2014-09-01,0.0,0.0,0.0,74.79,711.0,711.0
2014-10-01,0.0,0.0,0.0,77.445,737.0,737.0
2014-11-01,0.0,0.0,0.0,62.53,595.0,595.0
2014-12-01,1.0,17.0,17.0,43.049,409.0,409.0
2015-01-01,0.0,0.0,0.0,15.419,144.0,144.0
2015-02-01,0.0,0.0,0.0,14.729,137.0,137.0
2015-03-01,0.0,0.0,0.0,17.3,161.0,161.0
2015-04-01,0.0,0.0,0.0,19.612,183.0,183.0
2015-05-01,0.0,0.0,0.0,20.174,188.0,188.0
2015-06-01,0.0,0.0,0.0,21.829,203.0,203.0
2015-07-01,0.0,0.0,0.0,23.567,220.0,220.0
2015-08-01,0.0,0.0,0.0,20.645,192.0,192.0
2015-09-01,0.0,0.0,0.0,17.101,159.0,159.0
2015-10-01,0.0,0.0,0.0,14.177,132.0,132.0
2015-11-01,0.0,0.0,0.0,13.437,125.0,125.0
2015-12-01,2.0,35.0,35.0,17.01,159.0,159.0
2016-01-01,0.0,0.0,0.0,17.624,163.0,163.0
2016-02-01,0.0,0.0,0.0,11.095,102.0,102.0
2016-03-01,0.0,0.0,0.0,10.517,97.0,97.0
2016-04-01,0.0,0.0,0.0,9.768,90.0,90.0
2016-05-01,0.0,0.0,0.0,9.311,86.0,86.0
2016-06-01,0.0,0.0,0.0,12.113,112.0,112.0
2016-07-01,0.0,0.0,0.0,14.656,135.0,135.0
2016-08-01,0.0,0.0,0.0,14.391,133.0,133.0
2016-09-01,0.0,0.0,0.0,11.064,102.0,102.0
2016-10-01,0.0,0.0,0.0,8.823,81.0,81.0
2016-11-01,0.0,0.0,0.0,8.841,82.0,82.0
2016-12-01,3.0,41.0,41.0,9.797,90.0,90.0
2017-01-01,0.0,0.0,0.0,18.633,172.0,172.0
2017-02-01,0.0,0.0,0.0,17.165,158.0,158.0
2017-03-01,0.0,0.0,0.0,17.568,162.0,162.0
2017-04-01,0.0,0.0,0.0,19.377,179.0,179.0
2017-05-01,0.0,0.0,0.0,36.274,334.0,334.0
2017-06-01,0.0,0.0,0.0,20.89,192.0,192.0
2017-07-01,0.0,0.0,0.0,24.639,227.0,227.0
2017-08-01,0.0,0.0,0.0,17.958,165.0,165.0
2017-09-01,0.0,0.0,0.0,13.68,126.0,126.0
2017-10-01,0.0,0.0,0.0,19.866,183.0,183.0
2017-11-01,0.0,0.0,0.0,17.052,157.0,157.0
2017-12-01,4.0,46.0,46.0,18.898,174.0,174.0
2018-01-01,0.181,6.0,6.0,8.553,78.0,78.0
2018-02-01,0.134,0.0,0.0,7.715,70.0,70.0
2018-03-01,0.196,6.0,6.0,8.799,80.0,80.0
2018-04-01,0.139,0.0,0.0,10.504,96.0,96.0
2018-05-01,0.18,6.0,6.0,8.917,81.0,81.0
2018-06-01,0.252,6.0,6.0,9.549,87.0,87.0
2018-07-01,0.107,0.0,0.0,15.756,143.0,143.0
2018-08-01,0.146,0.0,0.0,7.412,67.0,67.0
2018-09-01,0.157,0.0,0.0,8.867,81.0,81.0
2018-10-01,0.169,6.0,6.0,15.205,138.0,138.0
2018-11-01,0.164,0.0,0.0,14.856,135.0,135.0
2018-12-01,0.175,6.0,6.0,13.867,126.0,126.0
2019-01-01,1.04,17.0,17.0,0.0,0.0,0.0
2019-02-01,0.969,12.0,12.0,0.0,0.0,0.0
2019-03-01,1.4,17.0,17.0,0.0,0.0,0.0
2019-04-01,0.815,12.0,12.0,0.0,0.0,0.0
2019-05-01,1.435,17.0,17.0,0.0,0.0,0.0
2019-06-01,1.229,12.0,12.0,0.0,0.0,0.0
2019-07-01,0.734,6.0,6.0,0.0,0.0,0.0
2019-08-01,0.967,12.0,12.0,0.0,0.0,0.0
2019-09-01,1.11,12.0,12.0,0.0,0.0,0.0
2019-10-01,1.175,12.0,12.0,0.0,0.0,0.0
2019-11-01,1.028,12.0,12.0,0.0,0.0,0.0
2019-12-01,1.098,12.0,12.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,5.0,58.0,58.0,0.0,0.0,0.0
2021-01-01,0.549,6.0,6.0,0.0,0.0,0.0
2021-02-01,0.91,17.0,17.0,0.0,0.0,0.0
2021-03-01,0.704,12.0,12.0,0.0,0.0,0.0
2021-04-01,0.549,6.0,6.0,0.0,0.0,0.0
2021-05-01,0.54,6.0,6.0,0.0,0.0,0.0
2021-06-01,0.623,6.0,6.0,0.0,0.0,0.0
2021-07-01,0.223,6.0,6.0,0.0,0.0,0.0
2021-08-01,0.348,6.0,6.0,0.0,0.0,0.0
2021-09-01,0.483,6.0,6.0,0.0,0.0,0.0
2021-10-01,0.608,6.0,6.0,0.0,0.0,0.0
2021-11-01,0.585,6.0,6.0,0.0,0.0,0.0
2021-12-01,0.878,12.0,12.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,4.0,64.0,64.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,1.0,3.0,3.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,1.0,3.0,3.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,3.0,58.0,58.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,2.0,7.0,7.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,2.0,52.0,52.0,0.0,0.0,0.0
